#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
48,Marc Gasol,MEM,73,33.0,17.2,5.9,14.2,0.42,1.5,4.4,0.341,3.8,4.6,0.834,1.1,7.0,8.1,4.2,0.7,1.4,2.7,2.5
49,J.J. Redick,PHI,70,30.2,17.1,5.8,12.6,0.46,2.8,6.6,0.42,2.8,3.1,0.904,0.1,2.4,2.5,3.0,0.5,0.1,1.5,1.8
50,Mike Conley,MEM,12,31.1,17.1,5.3,14.0,0.381,2.0,6.4,0.312,4.4,5.5,0.803,0.0,2.3,2.3,4.1,1.0,0.3,1.5,2.0
51,Zach LaVine,CHI,24,27.3,16.7,5.7,14.8,0.383,1.8,5.1,0.341,3.6,4.5,0.813,0.4,3.5,3.9,3.0,1.0,0.2,1.8,2.3
52,Jamal Murray,DEN,81,31.7,16.7,5.9,13.1,0.451,2.0,5.4,0.378,2.8,3.1,0.905,1.0,2.7,3.7,3.4,1.0,0.3,2.1,2.1
53,Dwight Howard,CHA,81,30.4,16.6,6.2,11.2,0.555,0.0,0.1,0.143,4.1,7.2,0.574,3.1,9.3,12.5,1.3,0.6,1.6,2.6,3.1
54,Nikola Vucevic,ORL,57,29.5,16.5,7.0,14.7,0.475,1.1,3.6,0.314,1.4,1.6,0.819,1.8,7.4,9.2,3.4,1.0,1.1,1.9,2.5
55,Kyle Lowry,TOR,78,32.2,16.2,5.2,12.1,0.427,3.1,7.6,0.399,2.9,3.3,0.854,0.8,4.7,5.6,6.9,1.1,0.2,2.3,2.5
56,Kawhi Leonard,SAS,9,23.3,16.2,5.8,12.3,0.468,1.2,3.9,0.314,3.4,4.2,0.816,0.7,4.0,4.7,2.3,2.0,1.0,1.8,1.0
57,Carmelo Anthony,OKC,78,32.1,16.2,6.1,15.0,0.404,2.2,6.1,0.357,1.9,2.5,0.767,0.9,4.9,5.8,1.3,0.6,0.6,1.3,2.5
58,Julius Randle,LAL,82,26.7,16.1,6.1,11.0,0.558,0.1,0.5,0.222,3.7,5.2,0.718,2.2,5.8,8.0,2.6,0.5,0.5,2.6,3.3
59,Kyle Kuzma,LAL,77,31.2,16.1,6.1,13.5,0.45,2.1,5.6,0.366,1.9,2.7,0.707,1.1,5.1,6.3,1.8,0.6,0.4,1.8,2.1
60,Brandon Ingram,LAL,59,33.5,16.1,6.1,12.9,0.47,0.7,1.8,0.39,3.3,4.8,0.681,1.0,4.4,5.3,3.9,0.8,0.7,2.5,2.8
61,Ben Simmons,PHI,81,33.7,15.8,6.7,12.3,0.545,0.0,0.1,0.0,2.4,4.2,0.56,1.8,6.3,8.1,8.2,1.7,0.9,3.4,2.6
62,Will Barton,DEN,81,33.1,15.7,5.7,12.7,0.452,1.9,5.2,0.37,2.2,2.8,0.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1
63,Nikola Mirotic,NOP,55,27.2,15.6,5.6,12.4,0.447,2.5,6.5,0.377,2.0,2.5,0.818,1.1,6.3,7.4,1.5,0.8,0.7,1.1,2.0
64,D'Angelo Russell,BRK,48,25.7,15.5,5.8,14.0,0.414,1.9,5.8,0.324,2.0,2.7,0.74,0.6,3.3,3.9,5.2,0.8,0.4,3.1,1.9
65,Danilo Gallinari,LAC,21,32.0,15.3,4.9,12.2,0.398,1.7,5.3,0.324,3.9,4.1,0.931,0.4,4.4,4.8,2.0,0.6,0.5,1.2,1.4
66,Lauri Markkanen,CHI,68,29.7,15.2,5.5,12.7,0.434,2.1,5.9,0.362,2.1,2.4,0.843,1.2,6.3,7.5,1.2,0.6,0.6,1.2,1.5
67,Dennis Smith,DAL,69,29.7,15.2,5.9,14.8,0.395,1.5,4.9,0.313,1.9,2.8,0.694,0.7,3.0,3.8,5.2,1.0,0.3,2.8,2.2
68,Isaiah Thomas,LAL,32,26.9,15.2,4.9,13.2,0.373,1.7,5.9,0.293,3.7,4.1,0.893,0.5,1.6,2.1,4.8,0.5,0.1,3.0,1.8
69,Austin Rivers,LAC,61,33.7,15.1,5.6,13.2,0.424,2.2,5.9,0.378,1.7,2.6,0.642,0.4,1.9,2.4,4.0,1.2,0.3,1.8,2.5
70,Andre Drummond,DET,78,33.7,15.0,6.0,11.3,0.529,0.0,0.1,0.0,3.1,5.1,0.605,5.1,10.9,16.0,3.0,1.5,1.6,2.6,3.2
71,Otto Porter,WAS,77,31.6,14.7,5.8,11.5,0.503,1.8,4.1,0.441,1.4,1.7,0.828,1.3,5.1,6.4,2.0,1.5,0.5,1.0,2.0
72,Rodney Hood,CLE,60,26.9,14.7,5.4,12.5,0.429,2.1,5.6,0.381,1.9,2.2,0.86,0.4,2.4,2.8,1.6,0.8,0.2,1.2,1.8
73,Dario Saric,PHI,78,29.6,14.6,5.2,11.4,0.453,2.0,5.1,0.393,2.3,2.7,0.86,2.0,4.7,6.7,2.6,0.7,0.3,1.9,2.1
74,Paul Millsap,DEN,38,30.1,14.6,5.3,11.4,0.464,1.0,3.0,0.345,2.9,4.2,0.696,1.7,4.7,6.4,2.8,1.0,1.2,1.9,2.6
75,Reggie Jackson,DET,45,26.7,14.6,5.5,12.8,0.426,1.2,3.8,0.308,2.5,3.0,0.836,0.6,2.1,2.8,5.3,0.6,0.1,2.2,1.9
76,Jaylen Brown,BOS,70,30.7,14.5,5.3,11.5,0.465,1.7,4.4,0.395,2.1,3.3,0.644,0.9,4.0,4.9,1.6,1.0,0.4,1.8,2.6
77,Zach Randolph,SAC,59,25.6,14.5,6.1,12.9,0.473,0.9,2.5,0.347,1.4,1.8,0.785,1.6,5.1,6.7,2.2,0.7,0.2,2.0,2.0
78,Jusuf Nurkic,POR,79,26.4,14.3,6.1,12.0,0.505,0.0,0.1,0.0,2.2,3.5,0.63,2.4,6.6,9.0,1.8,0.8,1.4,2.3,3.1
79,Dion Waiters,MIA,30,30.6,14.3,5.4,13.7,0.398,1.7,5.7,0.306,1.7,2.3,0.739,0.3,2.3,2.6,3.8,0.8,0.3,2.3,2.0
80,Bojan Bogdanovic,IND,80,30.8,14.3,5.1,10.7,0.474,1.9,4.8,0.402,2.2,2.6,0.868,0.4,3.0,3.4,1.5,0.7,0.1,1.3,1.6
81,Avery Bradley,LAC,46,31.2,14.3,5.6,13.6,0.414,1.6,4.4,0.369,1.4,1.8,0.768,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0
82,Jeff Teague,MIN,70,33.0,14.2,5.1,11.3,0.446,1.2,3.3,0.368,2.9,3.4,0.845,0.3,2.6,3.0,7.0,1.5,0.3,2.5,2.4
83,Taurean Prince,ATL,82,30.0,14.1,5.1,11.9,0.426,2.1,5.6,0.385,1.9,2.2,0.844,0.6,4.1,4.7,2.6,1.0,0.5,2.3,2.0
84,Enes Freedom,NYK,71,25.8,14.1,5.9,10.0,0.592,0.0,0.0,0.0,2.2,2.6,0.848,3.8,7.1,11.0,1.5,0.5,0.5,1.7,2.6
85,Hassan Whiteside,MIA,54,25.3,14.0,5.8,10.7,0.54,0.0,0.0,1.0,2.4,3.4,0.703,3.2,8.2,11.4,1.0,0.7,1.7,1.7,2.4
86,Jonathon Simmons,ORL,69,29.4,13.9,5.1,11.0,0.465,1.0,3.0,0.338,2.7,3.5,0.768,0.9,2.6,3.5,2.5,0.8,0.2,2.1,2.5
87,Rondae Hollis-Jefferson,BRK,68,28.2,13.9,5.0,10.6,0.472,0.2,0.8,0.241,3.7,4.6,0.788,1.5,5.3,6.8,2.5,1.0,0.7,1.8,2.1
88,Jayson Tatum,BOS,80,30.5,13.9,5.0,10.4,0.475,1.3,3.0,0.434,2.7,3.2,0.826,0.6,4.4,5.0,1.6,1.0,0.7,1.4,2.1
89,Steven Adams,OKC,76,32.7,13.9,5.9,9.4,0.629,0.0,0.0,0.0,2.1,3.8,0.559,5.1,4.0,9.0,1.2,1.2,1.0,1.7,2.8
90,Jordan Clarkson,CLE,81,23.3,13.9,5.3,11.8,0.451,1.4,3.9,0.352,1.9,2.3,0.8,0.7,2.0,2.7,2.7,0.7,0.1,1.6,1.3
91,Clint Capela,HOU,74,27.5,13.9,6.0,9.1,0.652,0.0,0.0,0.0,1.9,3.5,0.56,3.3,7.6,10.8,0.9,0.8,1.9,1.4,2.5
92,Marcus Morris,BOS,54,26.8,13.6,4.9,11.3,0.429,1.6,4.3,0.368,2.3,2.9,0.805,0.8,4.6,5.4,1.3,0.6,0.2,1.2,1.9
93,Rudy Gobert,UTA,56,32.4,13.5,4.9,7.9,0.622,0.0,0.0,0.0,3.6,5.3,0.682,2.9,7.8,10.7,1.4,0.8,2.3,1.9,2.7
94,Buddy Hield,SAC,80,25.3,13.5,5.2,11.7,0.446,2.2,5.1,0.431,0.9,1.0,0.877,0.7,3.2,3.8,1.9,1.1,0.3,1.6,1.9
95,DeMarre Carroll,BRK,73,29.9,13.5,4.5,10.8,0.414,2.0,5.4,0.371,2.6,3.4,0.764,1.4,5.1,6.6,2.0,0.8,0.4,1.4,2.3
96,Kris Dunn,CHI,52,29.3,13.4,5.5,12.8,0.429,0.8,2.6,0.321,1.6,2.2,0.737,0.5,3.8,4.3,6.0,2.0,0.5,2.9,3.3
97,Kentavious Caldwell-Pope,LAL,74,33.2,13.4,4.6,10.8,0.426,2.1,5.6,0.383,2.1,2.6,0.789,0.8,4.4,5.2,2.2,1.4,0.2,1.3,2.0
98,Bobby Portis,CHI,73,22.5,13.2,5.2,11.1,0.471,1.1,3.1,0.359,1.6,2.1,0.769,2.2,4.6,6.8,1.7,0.7,0.3,1.4,1.8
99,Allen Crabbe,BRK,75,29.3,13.2,4.5,11.0,0.407,2.7,7.1,0.378,1.5,1.8,0.852,0.4,3.9,4.3,1.6,0.6,0.5,1.0,2.2
100,Michael Beasley,NYK,74,22.3,13.2,5.5,10.9,0.507,0.5,1.2,0.395,1.7,2.1,0.78,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2.0
101,Josh Jackson,PHX,77,25.4,13.1,5.1,12.1,0.417,0.7,2.8,0.263,2.3,3.6,0.634,1.2,3.3,4.6,1.5,1.0,0.5,1.9,2.8
102,Ricky Rubio,UTA,77,29.3,13.1,4.5,10.7,0.418,1.2,3.5,0.352,2.9,3.3,0.866,0.6,4.0,4.6,5.3,1.6,0.1,2.7,2.7
103,Malcolm Brogdon,MIL,48,29.9,13.0,5.1,10.5,0.485,1.3,3.4,0.385,1.6,1.8,0.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.7
104,Brook Lopez,LAL,74,23.4,13.0,5.0,10.7,0.465,1.5,4.4,0.345,1.5,2.1,0.703,1.0,3.0,4.0,1.7,0.4,1.3,1.3,2.6
105,Jeremy Lamb,CHA,80,24.6,12.9,4.8,10.4,0.457,1.2,3.2,0.37,2.2,2.6,0.861,0.6,3.4,4.1,2.3,0.8,0.4,1.2,1.7
106,Josh Richardson,MIA,81,33.2,12.9,4.9,10.9,0.451,1.6,4.1,0.378,1.5,1.8,0.845,0.9,2.7,3.5,2.9,1.5,0.9,1.7,2.5
107,Al Horford,BOS,72,31.6,12.9,5.1,10.5,0.489,1.3,3.1,0.429,1.3,1.7,0.783,1.4,5.9,7.4,4.7,0.6,1.1,1.8,1.9
108,Kent Bazemore,ATL,65,27.5,12.9,4.4,10.4,0.42,1.7,4.2,0.394,2.5,3.1,0.796,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3
109,Trey Burke,NYK,36,21.8,12.8,5.4,10.7,0.503,1.1,2.9,0.362,1.0,1.6,0.649,0.4,1.6,2.0,4.7,0.7,0.1,1.2,1.2
110,Willie Cauley-Stein,SAC,73,28.0,12.8,5.3,10.6,0.502,0.0,0.2,0.25,2.1,3.4,0.619,1.8,5.2,7.0,2.4,1.1,0.9,1.5,2.5
111,Myles Turner,IND,65,28.3,12.7,4.7,9.8,0.479,0.9,2.4,0.357,2.5,3.2,0.777,1.4,5.0,6.4,1.3,0.6,1.8,1.5,2.9
112,Wesley Matthews,DAL,63,33.8,12.7,4.5,11.1,0.406,2.4,6.4,0.381,1.3,1.6,0.822,0.4,2.7,3.1,2.7,1.2,0.3,1.3,2.2
113,Jonas Valanciunas,TOR,77,22.4,12.7,5.1,8.9,0.568,0.4,1.0,0.405,2.2,2.7,0.806,2.4,6.2,8.6,1.1,0.4,0.9,1.5,2.5
114,Elfrid Payton,PHX,63,28.7,12.7,5.2,10.6,0.493,0.5,1.5,0.326,1.7,2.7,0.649,1.0,3.3,4.3,6.2,1.3,0.3,2.7,2.3
115,Serge Ibaka,TOR,76,27.5,12.6,5.0,10.3,0.483,1.4,3.9,0.36,1.2,1.6,0.797,1.0,5.3,6.3,0.8,0.4,1.3,1.2,2.8
116,Jabari Parker,MIL,31,24.0,12.6,5.2,10.7,0.482,1.0,2.6,0.383,1.3,1.7,0.741,1.4,3.5,4.9,1.9,0.8,0.3,1.5,1.6
117,Robert Covington,PHI,80,31.6,12.6,4.3,10.5,0.413,2.5,6.9,0.369,1.5,1.7,0.853,0.7,4.7,5.4,2.0,1.7,0.9,1.6,3.0
118,Spencer Dinwiddie,BRK,80,28.8,12.6,4.1,10.5,0.387,1.8,5.4,0.326,2.7,3.4,0.813,0.5,2.7,3.2,6.6,0.9,0.3,1.6,2.3
119,E'Twaun Moore,NOP,82,31.5,12.5,5.2,10.1,0.508,1.6,3.7,0.425,0.6,0.8,0.706,0.7,2.2,2.9,2.3,1.0,0.1,1.2,2.2
120,Darren Collison,IND,69,29.3,12.4,4.6,9.2,0.495,1.4,3.0,0.468,1.8,2.1,0.882,0.5,2.0,2.6,5.3,1.3,0.2,1.2,1.8
121,Derrick Favors,UTA,77,28.0,12.3,5.1,9.1,0.563,0.2,0.8,0.222,1.8,2.8,0.651,2.6,4.6,7.2,1.3,0.7,1.1,1.1,2.1
122,Taj Gibson,MIN,82,33.3,12.2,5.2,9.0,0.577,0.1,0.4,0.2,1.7,2.3,0.768,2.4,4.8,7.1,1.2,0.8,0.7,1.1,2.7
123,Patrick Beverley,LAC,11,30.3,12.2,4.4,10.8,0.403,2.2,5.5,0.4,1.3,1.5,0.824,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1
124,Justin Holiday,CHI,72,31.5,12.2,4.0,10.9,0.371,2.2,6.2,0.359,1.9,2.3,0.823,0.4,3.6,4.0,2.1,1.1,0.4,1.3,1.9
125,Marco Belinelli,PHI,80,24.3,12.1,4.2,9.6,0.441,1.9,4.9,0.377,1.9,2.0,0.908,0.3,1.6,1.9,1.9,0.8,0.2,1.2,1.1
126,Gerald Green,HOU,41,22.7,12.1,4.1,10.1,0.407,2.7,7.3,0.369,1.2,1.5,0.85,0.3,2.9,3.2,0.6,0.6,0.4,0.8,2.1
127,Caris LeVert,BRK,71,26.3,12.1,4.5,10.4,0.435,1.2,3.5,0.347,1.9,2.6,0.711,0.7,2.9,3.7,4.2,1.2,0.3,2.2,2.2
128,DeAndre Jordan,LAC,77,31.5,12.0,4.8,7.5,0.645,0.0,0.0,0.0,2.4,4.1,0.58,4.3,10.9,15.2,1.5,0.5,0.9,1.8,2.6
129,Dirk Nowitzki,DAL,77,24.7,12.0,4.5,9.8,0.456,1.8,4.4,0.409,1.3,1.4,0.898,0.3,5.4,5.7,1.6,0.6,0.6,0.7,1.9
130,Courtney Lee,NYK,76,30.4,12.0,4.5,9.9,0.454,1.5,3.7,0.406,1.5,1.6,0.919,0.4,2.6,2.9,2.4,1.1,0.2,1.1,1.4
131,Andre Ingram,LAL,2,32.1,12.0,4.0,8.5,0.471,2.5,4.5,0.556,1.5,1.5,1.0,0.5,2.5,3.0,3.5,1.5,1.5,1.5,1.5
132,Robin Lopez,CHI,64,26.4,11.8,5.3,10.1,0.53,0.1,0.2,0.286,1.1,1.4,0.756,2.1,2.4,4.5,1.9,0.2,0.8,1.7,1.7
133,Thaddeus Young,IND,81,32.2,11.8,5.2,10.7,0.487,0.7,2.2,0.32,0.7,1.1,0.598,2.3,4.0,6.3,1.9,1.7,0.4,1.3,2.2
134,"Kelly Oubre, Jr.",WAS,81,27.5,11.8,3.9,9.8,0.403,1.6,4.6,0.341,2.4,2.9,0.82,0.7,3.8,4.5,1.2,1.0,0.4,1.1,2.9
135,Bogdan Bogdanovic,SAC,78,27.9,11.8,4.4,9.9,0.446,1.7,4.2,0.392,1.3,1.5,0.84,0.4,2.5,2.9,3.3,0.9,0.2,1.6,2.2
136,Tyler Johnson,MIA,72,28.5,11.7,4.3,9.9,0.435,1.7,4.5,0.367,1.5,1.8,0.822,0.5,3.0,3.4,2.3,0.8,0.5,1.1,2.1
137,Trevor Ariza,HOU,67,33.9,11.7,4.0,9.7,0.412,2.5,6.9,0.368,1.1,1.3,0.854,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2.0
138,Domantas Sabonis,IND,74,24.5,11.6,4.6,8.9,0.514,0.2,0.5,0.351,2.3,3.0,0.75,2.2,5.5,7.7,2.0,0.5,0.4,1.9,3.0
139,J.J. Barea,DAL,69,23.2,11.6,4.4,10.0,0.439,1.7,4.5,0.367,1.2,1.5,0.784,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2
140,Nicolas Batum,CHA,64,31.0,11.6,4.2,10.2,0.415,1.4,4.3,0.336,1.7,2.0,0.831,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1
141,De'Aaron Fox,SAC,73,27.7,11.6,4.5,10.9,0.412,0.6,2.1,0.307,1.9,2.7,0.723,0.5,2.3,2.8,4.4,1.0,0.3,2.4,2.2
142,Markieff Morris,WAS,73,27.0,11.5,4.5,9.4,0.48,1.0,2.8,0.367,1.4,1.8,0.82,1.0,4.6,5.6,1.9,0.8,0.5,1.7,3.0
143,Rudy Gay,SAS,57,21.6,11.5,4.4,9.4,0.471,0.6,2.1,0.314,2.0,2.5,0.772,1.3,3.8,5.1,1.3,0.8,0.7,1.4,1.7
144,Kelly Olynyk,MIA,76,23.4,11.5,4.2,8.4,0.497,1.4,3.7,0.379,1.8,2.3,0.77,1.2,4.5,5.7,2.7,0.8,0.5,1.9,2.9
145,Joe Ingles,UTA,82,31.4,11.5,4.1,8.8,0.467,2.5,5.7,0.44,0.8,1.0,0.795,0.3,3.9,4.2,4.8,1.1,0.2,1.9,2.2
146,Dwyane Wade,MIA,67,22.9,11.4,4.5,10.2,0.438,0.5,1.7,0.288,2.0,2.8,0.714,0.7,3.0,3.8,3.4,0.9,0.7,2.1,1.9
147,Reggie Bullock,DET,62,27.9,11.3,4.3,8.8,0.489,2.0,4.5,0.445,0.6,0.8,0.796,0.4,2.0,2.5,1.5,0.8,0.2,0.8,1.1
148,Terry Rozier,BOS,80,25.9,11.3,4.0,10.0,0.395,1.9,5.0,0.381,1.4,1.9,0.772,0.8,3.9,4.7,2.9,1.0,0.2,1.0,1.5
149,Wayne Ellington,MIA,77,26.5,11.2,3.7,9.1,0.407,2.9,7.5,0.392,0.9,1.0,0.859,0.3,2.5,2.8,1.0,0.7,0.1,0.7,1.2
