#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
70,DeMarcus Cousins,SAC,81,28.5,14.1,5.3,12.4,0.43,0.0,0.2,0.167,3.4,5.0,0.687,2.7,6.0,8.6,2.5,1.0,0.8,3.3,4.1
71,Andre Iguodala,PHI,67,36.8,14.1,5.0,11.3,0.445,0.9,2.7,0.337,3.1,4.5,0.693,0.9,4.9,5.8,6.3,1.5,0.6,2.1,1.6
72,Tayshaun Prince,DET,78,32.8,14.1,6.1,12.8,0.473,0.4,1.3,0.347,1.5,2.2,0.702,1.0,3.2,4.2,2.8,0.4,0.5,1.1,1.2
73,John Salmons,MIL,73,35.0,14.0,5.1,12.3,0.415,1.1,3.0,0.379,2.7,3.3,0.813,0.4,3.3,3.6,3.5,1.0,0.4,1.9,2.2
74,Vince Carter,PHX,73,28.1,14.0,5.3,12.2,0.437,1.6,4.4,0.361,1.8,2.4,0.74,0.7,3.0,3.8,2.0,0.9,0.3,1.2,2.6
75,Mo Williams,LAC,58,30.8,14.0,5.0,12.6,0.399,1.4,4.2,0.324,2.6,3.1,0.853,0.4,2.3,2.6,6.6,0.9,0.2,2.9,2.6
76,Jrue Holiday,PHI,82,35.4,14.0,5.4,12.2,0.446,1.0,2.7,0.365,2.1,2.5,0.823,0.8,3.2,4.0,6.5,1.5,0.4,2.7,2.5
77,J.J. Hickson,CLE,80,28.2,13.8,5.4,11.7,0.458,0.0,0.1,0.0,3.1,4.6,0.673,2.7,6.0,8.7,1.1,0.6,0.7,2.2,2.7
78,Beno Udrih,SAC,79,34.6,13.7,5.2,10.4,0.5,0.8,2.3,0.357,2.5,2.9,0.864,0.5,2.8,3.4,4.9,1.2,0.1,1.8,2.3
79,Lou Williams,PHI,75,23.3,13.7,4.3,10.6,0.406,1.2,3.4,0.348,3.9,4.7,0.823,0.4,1.6,2.0,3.4,0.6,0.2,1.4,1.7
80,Mike Conley,MEM,81,35.5,13.7,5.2,11.8,0.444,1.0,2.7,0.369,2.2,3.0,0.733,0.4,2.7,3.0,6.5,1.8,0.2,2.2,2.2
81,Kyle Lowry,HOU,75,34.2,13.5,4.6,10.8,0.426,1.7,4.6,0.376,2.6,3.3,0.765,1.2,2.9,4.1,6.7,1.4,0.3,2.1,2.8
82,Tim Duncan,SAS,76,28.4,13.4,5.5,11.0,0.5,0.0,0.1,0.0,2.4,3.4,0.716,2.2,6.7,8.9,2.7,0.7,1.9,1.6,1.6
83,Jeff Green,BOS,75,32.4,13.3,4.9,10.9,0.449,0.9,2.8,0.303,2.6,3.3,0.811,1.0,3.8,4.8,1.4,0.7,0.5,1.3,2.8
84,Ramon Sessions,CLE,81,26.3,13.3,4.5,9.6,0.466,0.0,0.2,0.2,4.3,5.2,0.823,0.6,2.6,3.1,5.2,0.7,0.1,2.2,1.1
85,Leandro Barbosa,TOR,58,24.0,13.3,5.1,11.3,0.45,1.2,3.7,0.338,1.9,2.4,0.796,0.2,1.5,1.7,2.1,0.9,0.1,1.4,1.9
86,Grant Hill,PHX,80,30.1,13.2,5.0,10.3,0.484,0.6,1.4,0.395,2.7,3.2,0.829,1.0,3.3,4.2,2.5,0.8,0.4,1.7,2.3
87,Anthony Morrow,NJN,58,32.0,13.2,4.8,10.7,0.45,1.9,4.5,0.423,1.7,1.8,0.897,0.6,2.3,3.0,1.2,0.3,0.1,0.9,2.3
88,Darren Collison,IND,79,29.9,13.2,5.0,11.0,0.457,0.5,1.6,0.331,2.6,2.9,0.871,0.5,2.3,2.8,5.1,1.1,0.2,2.5,1.4
89,Jameer Nelson,ORL,76,30.5,13.1,4.9,11.0,0.446,1.6,3.9,0.401,1.7,2.1,0.802,0.5,2.5,3.0,6.0,1.0,0.0,2.6,2.8
90,Baron Davis,CLE,58,28.4,13.1,5.0,11.9,0.417,1.4,4.1,0.339,1.7,2.3,0.771,0.6,2.1,2.7,6.7,1.3,0.5,2.5,2.5
91,C.J. Miles,UTA,78,25.2,12.8,4.7,11.5,0.407,1.4,4.3,0.322,2.0,2.5,0.811,0.7,2.6,3.3,1.7,0.9,0.5,1.2,2.8
92,Marcus Thornton,SAC,73,24.3,12.8,4.8,11.1,0.434,1.2,3.3,0.367,2.0,2.5,0.788,0.8,2.7,3.5,1.8,0.9,0.1,1.3,1.5
93,Andrew Bogut,MIL,65,35.3,12.8,5.6,11.4,0.495,0.0,0.1,0.0,1.5,3.3,0.442,3.1,8.0,11.1,2.0,0.7,2.6,1.9,3.3
94,Thaddeus Young,PHI,82,26.0,12.7,5.6,10.3,0.541,0.1,0.3,0.273,1.5,2.1,0.707,1.9,3.4,5.3,1.0,1.1,0.3,1.2,2.1
95,Andre Miller,POR,81,32.7,12.7,4.8,10.4,0.46,0.0,0.5,0.108,3.1,3.6,0.853,1.2,2.5,3.7,7.0,1.4,0.1,2.4,2.1
96,Channing Frye,PHX,77,33.0,12.7,4.6,10.8,0.432,2.2,5.7,0.39,1.2,1.4,0.832,0.8,5.8,6.7,1.2,0.6,1.0,0.9,3.5
97,Roy Hibbert,IND,81,27.7,12.7,5.1,11.0,0.461,0.0,0.0,0.0,2.5,3.4,0.745,2.2,5.3,7.5,2.0,0.4,1.8,2.3,3.2
98,Arron Afflalo,DEN,69,33.7,12.6,4.5,9.1,0.498,1.5,3.6,0.423,2.0,2.4,0.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,2.2
99,Shawn Marion,DAL,80,28.2,12.5,5.4,10.4,0.52,0.1,0.4,0.152,1.6,2.1,0.768,2.1,4.8,6.9,1.4,0.9,0.6,1.6,1.8
100,Chris Kaman,LAC,32,26.2,12.4,5.5,11.8,0.471,0.0,0.0,0.0,1.3,1.8,0.754,1.6,5.4,7.0,1.4,0.5,1.5,1.8,2.3
101,Nicolas Batum,POR,80,31.5,12.4,4.6,10.1,0.455,1.5,4.3,0.345,1.7,2.1,0.841,1.4,3.2,4.5,1.5,0.9,0.6,1.0,2.4
102,J.R. Smith,DEN,79,24.9,12.3,4.3,9.9,0.435,1.6,4.0,0.39,2.1,2.8,0.738,0.6,3.5,4.1,2.2,1.2,0.2,1.3,2.2
103,Brandon Roy,POR,47,27.9,12.2,4.4,11.1,0.4,0.8,2.4,0.333,2.5,2.9,0.848,0.6,2.0,2.6,2.7,0.8,0.3,1.2,1.6
104,James Harden,OKC,82,26.7,12.2,3.6,8.3,0.436,1.4,4.0,0.349,3.5,4.2,0.843,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5
105,Corey Maggette,MIL,67,20.9,12.0,3.8,8.3,0.453,0.4,1.2,0.359,4.0,4.9,0.834,0.7,2.9,3.6,1.3,0.3,0.1,1.9,2.6
106,Carl Landry,NOP,76,26.4,11.9,4.5,9.0,0.502,0.0,0.1,0.0,2.8,3.8,0.74,2.2,2.4,4.6,0.8,0.5,0.4,1.4,2.6
107,Luke Ridnour,MIN,71,30.4,11.8,4.5,9.6,0.468,1.1,2.6,0.44,1.7,1.9,0.883,0.5,2.3,2.8,5.4,1.3,0.1,2.2,2.1
108,Marc Gasol,MEM,81,31.9,11.7,4.5,8.5,0.527,0.0,0.1,0.429,2.7,3.6,0.748,1.9,5.1,7.0,2.5,0.9,1.7,1.8,3.3
109,Glen Davis,BOS,78,29.5,11.7,4.6,10.3,0.448,0.0,0.2,0.133,2.5,3.4,0.736,1.3,4.2,5.4,1.2,1.0,0.4,1.1,3.0
110,Rashard Lewis,WAS,57,32.0,11.7,4.4,10.2,0.433,1.5,4.3,0.357,1.4,1.7,0.802,1.2,3.8,5.1,1.6,0.9,0.5,1.5,2.8
111,Andrei Kirilenko,UTA,64,31.2,11.7,4.0,8.5,0.467,0.6,1.5,0.367,3.3,4.2,0.77,1.6,3.5,5.1,3.0,1.3,1.2,1.8,1.8
112,Joakim Noah,CHI,48,32.8,11.7,4.4,8.4,0.525,0.0,0.0,0.0,2.9,3.9,0.739,3.8,6.6,10.4,2.2,1.0,1.5,1.9,3.3
113,Jordan Crawford,WAS,42,24.4,11.7,4.6,11.9,0.384,0.8,3.0,0.258,1.7,2.0,0.869,0.7,1.8,2.5,2.8,0.9,0.1,2.0,1.5
114,Ty Lawson,DEN,80,26.3,11.7,4.3,8.6,0.503,0.9,2.1,0.404,2.2,2.8,0.764,0.8,1.8,2.6,4.7,1.0,0.1,1.7,1.7
115,Daniel Gibson,CLE,67,27.8,11.6,3.9,9.9,0.4,1.8,4.4,0.403,2.0,2.4,0.822,0.4,2.3,2.6,3.0,0.7,0.3,1.2,2.3
116,George Hill,SAS,76,28.3,11.6,3.8,8.3,0.453,1.0,2.7,0.377,3.1,3.6,0.863,0.3,2.3,2.6,2.5,0.9,0.3,1.3,2.0
117,Carlos Delfino,MIL,49,32.5,11.5,4.1,10.5,0.39,2.1,5.8,0.37,1.2,1.5,0.8,0.5,3.6,4.1,2.3,1.6,0.2,1.2,1.5
118,Andrew Bynum,LAL,54,27.8,11.3,4.4,7.6,0.574,0.0,0.0,0.0,2.6,3.9,0.66,3.1,6.3,9.4,1.4,0.4,2.0,1.4,2.6
119,Drew Gooden,MIL,35,24.6,11.3,4.5,10.3,0.431,0.1,0.6,0.15,2.3,2.9,0.794,2.1,4.7,6.8,1.3,0.6,0.5,1.3,2.8
120,O.J. Mayo,MEM,71,26.3,11.3,4.3,10.5,0.407,1.4,3.7,0.364,1.4,1.8,0.756,0.5,1.9,2.4,2.0,1.0,0.4,1.4,1.8
121,Boris Diaw,CHA,82,33.9,11.3,4.6,9.4,0.492,1.0,2.8,0.345,1.0,1.5,0.683,1.3,3.8,5.0,4.1,0.9,0.6,2.0,2.3
122,Brandon Bass,ORL,76,26.1,11.2,4.4,8.5,0.515,0.0,0.0,0.0,2.5,3.1,0.815,1.8,3.8,5.6,0.8,0.4,0.7,1.3,2.1
123,Ben Gordon,DET,82,26.0,11.2,4.1,9.4,0.44,1.3,3.2,0.402,1.7,2.0,0.85,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2
124,Mike Dunleavy,IND,61,27.6,11.2,3.9,8.5,0.462,1.7,4.2,0.402,1.6,2.0,0.8,0.5,4.1,4.5,1.7,0.7,0.5,1.1,1.8
125,Linas Kleiza,TOR,39,26.5,11.2,4.6,10.4,0.438,1.0,3.4,0.298,1.1,1.7,0.631,0.9,3.6,4.5,1.0,0.5,0.2,1.7,2.5
126,Charlie Villanueva,DET,76,21.9,11.1,4.1,9.3,0.442,1.6,4.3,0.387,1.2,1.5,0.767,0.7,3.2,3.9,0.6,0.6,0.6,0.9,2.3
127,Trevor Ariza,NOP,75,34.7,11.0,4.0,10.2,0.398,1.1,3.6,0.303,1.8,2.6,0.701,0.8,4.6,5.4,2.2,1.6,0.4,1.6,2.4
128,Richard Jefferson,SAS,81,30.4,11.0,3.8,7.9,0.474,1.7,3.8,0.44,1.8,2.4,0.759,0.7,3.2,3.8,1.3,0.5,0.4,1.1,2.0
129,Tyler Hansbrough,IND,70,21.9,11.0,4.1,8.8,0.465,0.0,0.0,0.0,2.8,3.6,0.779,2.1,3.2,5.2,0.6,0.5,0.2,1.1,2.3
130,Hedo Turkoglu,ORL,81,31.4,10.8,4.0,8.9,0.446,1.6,3.8,0.41,1.3,1.9,0.679,0.6,3.8,4.4,4.2,0.9,0.4,1.6,3.0
131,Gilbert Arenas,ORL,70,25.7,10.8,3.8,10.5,0.366,1.4,4.7,0.297,1.7,2.2,0.784,0.3,2.4,2.7,3.9,1.1,0.3,2.5,2.7
132,Aaron Brooks,PHX,59,21.8,10.7,3.7,9.9,0.375,1.2,4.0,0.297,2.1,2.4,0.886,0.3,1.0,1.3,3.9,0.6,0.1,1.7,1.9
133,Ryan Anderson,ORL,64,22.3,10.6,3.5,8.2,0.43,2.1,5.3,0.393,1.5,1.8,0.812,2.0,3.5,5.5,0.8,0.5,0.6,0.8,2.1
134,Rajon Rondo,BOS,68,37.2,10.6,4.7,9.9,0.475,0.1,0.6,0.233,1.1,1.9,0.568,1.3,3.1,4.4,11.2,2.3,0.2,3.4,1.8
135,Jared Dudley,PHX,82,26.1,10.6,3.7,7.7,0.477,1.3,3.1,0.415,2.0,2.7,0.743,1.4,2.5,3.9,1.3,1.1,0.2,0.9,1.7
136,Toney Douglas,NYK,81,24.3,10.6,3.9,9.3,0.416,1.8,4.7,0.373,1.0,1.3,0.794,0.8,2.2,3.0,3.0,1.1,0.0,1.1,2.2
137,Al Harrington,DEN,73,22.8,10.5,3.8,9.2,0.416,1.6,4.5,0.357,1.2,1.6,0.735,1.0,3.5,4.5,1.4,0.5,0.1,1.5,2.8
138,Jodie Meeks,PHI,74,27.9,10.5,3.3,7.7,0.425,1.9,4.7,0.397,2.1,2.3,0.894,0.3,2.0,2.3,1.1,0.9,0.1,0.8,1.3
139,Marco Belinelli,NOP,80,24.5,10.5,3.8,8.6,0.437,1.7,4.1,0.414,1.2,1.6,0.784,0.2,1.7,1.9,1.2,0.5,0.1,1.0,1.8
140,Marvin Williams,ATL,65,28.7,10.4,3.8,8.3,0.458,0.6,1.7,0.336,2.3,2.7,0.845,1.0,3.8,4.8,1.4,0.5,0.4,1.0,1.6
141,Emeka Okafor,NOP,72,31.8,10.3,4.2,7.3,0.573,0.0,0.0,0.0,2.0,3.6,0.562,3.2,6.3,9.5,0.6,0.6,1.8,1.7,3.2
142,Kirk Hinrich,ATL,72,30.0,10.2,3.9,8.7,0.446,1.0,2.6,0.399,1.5,1.8,0.841,0.3,2.2,2.5,4.0,1.0,0.2,1.7,2.6
143,Tyrus Thomas,CHA,41,21.0,10.2,3.8,8.1,0.471,0.0,0.1,0.0,2.6,3.3,0.787,1.6,3.9,5.5,0.7,0.7,1.6,1.6,2.8
144,Marcin Gortat,PHX,80,25.4,10.2,4.2,7.5,0.561,0.0,0.1,0.25,1.8,2.4,0.725,1.9,6.0,7.9,0.9,0.5,1.1,1.0,2.4
145,Yao Ming,HOU,5,18.1,10.2,3.6,7.4,0.486,0.0,0.0,0.0,3.0,3.2,0.938,1.4,4.0,5.4,0.8,0.0,1.6,1.4,2.6
146,Tyson Chandler,DAL,74,27.8,10.1,3.6,5.5,0.654,0.0,0.0,0.0,2.9,4.0,0.732,2.8,6.6,9.4,0.4,0.5,1.1,1.2,3.2
147,JaVale McGee,WAS,79,27.8,10.1,4.2,7.6,0.55,0.0,0.0,0.0,1.7,2.9,0.583,2.8,5.2,8.0,0.5,0.5,2.4,1.3,2.9
148,J.J. Redick,ORL,59,25.6,10.1,3.3,7.6,0.441,1.5,3.7,0.397,1.9,2.2,0.875,0.1,1.8,1.9,1.7,0.5,0.1,0.9,1.4
149,Kris Humphries,NJN,74,27.8,10.0,4.1,7.9,0.527,0.0,0.0,0.0,1.7,2.6,0.665,3.0,7.4,10.4,1.1,0.4,1.1,1.4,2.3
150,Serge Ibaka,OKC,82,27.0,9.9,4.1,7.5,0.543,0.0,0.0,0.0,1.7,2.2,0.75,2.6,5.0,7.6,0.3,0.4,2.4,0.9,3.3
