#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
13,Zach LaVine,CHI,60,34.8,25.5,9.0,20.0,0.45,3.1,8.1,0.38,4.5,5.6,0.802,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2
14,LeBron James,LAL,67,34.6,25.3,9.6,19.4,0.493,2.2,6.3,0.348,3.9,5.7,0.693,1.0,6.9,7.8,10.2,1.2,0.5,3.9,1.8
15,Donovan Mitchell,UTA,69,34.3,24.0,8.7,19.4,0.449,2.5,6.9,0.366,4.0,4.7,0.863,0.8,3.6,4.4,4.3,1.0,0.2,2.7,2.5
16,Brandon Ingram,NOP,62,33.9,23.8,8.2,17.7,0.463,2.4,6.2,0.391,5.0,5.9,0.851,0.8,5.3,6.1,4.2,1.0,0.6,3.0,2.9
17,Jayson Tatum,BOS,66,34.3,23.4,8.4,18.6,0.45,2.9,7.1,0.403,3.8,4.7,0.812,1.0,6.0,7.0,3.0,1.4,0.9,2.3,2.1
18,D'Angelo Russell,MIN,45,32.3,23.1,8.0,18.8,0.426,3.5,9.6,0.367,3.6,4.4,0.809,0.4,3.6,3.9,6.3,1.1,0.3,3.3,1.9
19,Joel Embiid,PHI,51,29.5,23.0,7.5,15.7,0.477,1.1,3.4,0.331,6.9,8.5,0.807,2.8,8.9,11.6,3.0,0.9,1.3,3.1,3.4
20,Pascal Siakam,TOR,60,35.2,22.9,8.3,18.4,0.453,2.2,6.1,0.359,4.0,5.1,0.792,1.1,6.3,7.3,3.5,1.0,0.9,2.5,2.8
21,Zion Williamson,NOP,24,27.8,22.5,8.8,15.0,0.583,0.3,0.6,0.429,4.8,7.4,0.64,2.7,3.6,6.3,2.1,0.7,0.4,2.5,1.8
22,C.J. McCollum,POR,70,36.5,22.2,8.7,19.4,0.451,2.8,7.3,0.379,2.0,2.6,0.757,0.7,3.6,4.2,4.4,0.8,0.6,1.8,2.6
23,DeMar DeRozan,SAS,68,34.1,22.1,8.2,15.4,0.531,0.1,0.5,0.257,5.6,6.6,0.845,0.6,4.9,5.5,5.6,1.0,0.3,2.4,2.6
24,Andrew Wiggins,GSW,54,34.4,21.8,8.1,18.1,0.447,2.1,6.2,0.332,3.5,5.0,0.709,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4
25,John Collins,ATL,41,33.2,21.6,8.6,14.8,0.583,1.4,3.6,0.401,2.9,3.7,0.8,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4
26,Paul George,LAC,48,29.6,21.5,7.1,16.3,0.439,3.3,7.9,0.412,4.0,4.5,0.876,0.5,5.2,5.7,3.9,1.4,0.4,2.6,2.4
27,De'Aaron Fox,SAC,51,32.0,21.1,7.7,16.0,0.48,1.1,3.6,0.292,4.7,6.7,0.705,0.7,3.2,3.8,6.8,1.5,0.5,3.1,2.8
28,Khris Middleton,MIL,62,29.9,20.9,7.6,15.3,0.497,2.4,5.7,0.415,3.4,3.7,0.916,0.7,5.5,6.2,4.3,0.9,0.1,2.2,2.3
29,Stephen Curry,GSW,5,27.9,20.8,6.6,16.4,0.402,2.4,9.8,0.245,5.2,5.2,1.0,0.8,4.4,5.2,6.6,1.0,0.4,3.2,2.2
30,Collin Sexton,CLE,65,33.0,20.8,7.9,16.7,0.472,1.5,3.9,0.38,3.5,4.1,0.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2
31,Spencer Dinwiddie,BRK,64,31.2,20.6,6.6,16.0,0.415,1.9,6.3,0.308,5.4,7.0,0.778,0.5,3.0,3.5,6.8,0.6,0.3,2.7,2.8
32,Kemba Walker,BOS,56,31.1,20.4,6.8,15.9,0.425,3.2,8.4,0.381,3.7,4.3,0.864,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6
33,Kristaps Porzingis,DAL,57,31.8,20.4,7.0,16.4,0.427,2.5,7.1,0.352,4.0,5.0,0.799,1.8,7.7,9.5,1.8,0.7,2.0,1.6,3.2
34,Jaylen Brown,BOS,57,33.9,20.3,7.5,15.6,0.481,2.3,5.9,0.382,3.1,4.3,0.724,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9
35,Bojan Bogdanovic,UTA,63,33.1,20.2,6.6,14.8,0.447,3.0,7.3,0.414,4.0,4.4,0.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7
36,Jimmy Butler,MIA,58,33.8,19.9,5.9,13.1,0.455,0.5,2.1,0.244,7.6,9.1,0.834,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4
37,Nikola Jokic,DEN,73,32.0,19.9,7.7,14.7,0.528,1.1,3.5,0.314,3.4,4.1,0.817,2.3,7.5,9.7,7.0,1.2,0.6,3.1,3.0
38,T.J. Warren,IND,67,32.9,19.8,8.0,14.9,0.536,1.4,3.4,0.403,2.5,3.0,0.819,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8
39,Tobias Harris,PHI,72,34.3,19.6,7.7,16.3,0.471,1.8,5.0,0.367,2.4,3.0,0.806,1.0,5.9,6.9,3.2,0.7,0.6,1.4,2.3
40,Nikola Vucevic,ORL,62,32.2,19.6,8.0,16.7,0.477,1.6,4.7,0.339,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2
41,Julius Randle,NYK,64,32.5,19.5,7.2,15.7,0.46,1.0,3.6,0.277,4.0,5.5,0.733,2.4,7.4,9.7,3.1,0.8,0.3,3.0,2.8
42,Kyle Lowry,TOR,58,36.2,19.4,5.8,13.8,0.416,2.8,8.0,0.352,5.1,5.9,0.857,0.6,4.5,5.0,7.5,1.4,0.4,3.1,3.3
43,Buddy Hield,SAC,72,30.8,19.2,6.9,16.1,0.429,3.8,9.6,0.394,1.6,1.9,0.846,0.8,3.8,4.6,3.0,0.9,0.2,2.3,2.3
44,Jrue Holiday,NOP,61,34.7,19.1,7.5,16.5,0.455,2.0,5.7,0.353,2.1,3.0,0.709,1.3,3.5,4.8,6.7,1.6,0.8,3.0,2.4
45,Shai Gilgeous-Alexander,OKC,70,34.7,19.0,6.8,14.5,0.471,1.2,3.6,0.347,4.1,5.1,0.807,0.7,5.2,5.9,3.3,1.1,0.7,1.9,1.7
46,Dennis Schroder,OKC,65,30.8,18.9,7.0,14.8,0.469,1.9,5.0,0.385,3.0,3.6,0.839,0.3,3.3,3.6,4.0,0.7,0.2,2.6,2.2
47,LaMarcus Aldridge,SAS,53,33.1,18.9,7.4,15.0,0.493,1.2,3.0,0.389,3.0,3.6,0.827,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4
48,Caris LeVert,BRK,45,29.6,18.7,6.9,16.3,0.425,1.8,4.9,0.364,3.1,4.4,0.711,1.1,3.1,4.2,4.4,1.2,0.2,2.6,1.8
49,Danilo Gallinari,OKC,62,29.6,18.7,5.8,13.2,0.438,2.9,7.1,0.405,4.3,4.8,0.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2
50,"Kelly Oubre, Jr.",PHX,56,34.5,18.7,6.7,14.8,0.452,1.9,5.5,0.352,3.4,4.4,0.78,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4
51,Montrezl Harrell,LAC,63,27.8,18.6,7.5,12.9,0.58,0.0,0.3,0.0,3.7,5.6,0.658,2.6,4.5,7.1,1.7,0.6,1.1,1.7,2.3
52,Domantas Sabonis,IND,62,34.8,18.5,7.4,13.7,0.54,0.3,1.1,0.254,3.5,4.8,0.723,3.0,9.4,12.4,5.0,0.8,0.5,2.7,3.1
53,Evan Fournier,ORL,66,31.4,18.5,6.6,14.1,0.467,2.6,6.6,0.399,2.7,3.3,0.818,0.3,2.3,2.6,3.2,1.1,0.2,1.9,2.4
54,Jamal Murray,DEN,59,32.3,18.5,6.9,15.2,0.456,1.9,5.5,0.346,2.8,3.1,0.881,0.8,3.2,4.0,4.8,1.1,0.3,2.2,1.7
55,Lou Williams,LAC,65,28.7,18.2,6.0,14.4,0.418,1.7,4.8,0.352,4.5,5.2,0.861,0.5,2.6,3.1,5.6,0.7,0.2,2.8,1.2
56,Devonte' Graham,CHA,63,35.1,18.2,5.8,15.3,0.382,3.5,9.3,0.373,3.0,3.7,0.82,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8
57,Deandre Ayton,PHX,38,32.5,18.2,8.2,14.9,0.546,0.1,0.3,0.231,1.8,2.3,0.753,3.9,7.6,11.5,1.9,0.7,1.5,2.1,3.1
58,Derrick Rose,DET,50,26.0,18.1,7.4,15.1,0.49,0.9,2.9,0.306,2.4,2.8,0.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,1.0
59,Terry Rozier,CHA,63,34.4,18.0,6.3,14.9,0.423,2.7,6.7,0.407,2.6,3.0,0.874,0.8,3.6,4.4,4.1,1.0,0.2,2.2,2.0
60,Ja Morant,MEM,67,31.0,17.8,6.7,14.0,0.477,0.9,2.7,0.335,3.6,4.6,0.776,0.8,3.1,3.9,7.3,0.9,0.3,3.3,1.6
61,Andre Drummond,CLE,57,33.0,17.7,7.3,13.8,0.533,0.1,0.6,0.143,3.0,5.2,0.575,4.4,10.8,15.2,2.7,1.9,1.6,3.6,3.5
62,Fred VanVleet,TOR,54,35.7,17.6,5.9,14.3,0.413,2.7,6.9,0.39,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4
63,Kevin Love,CLE,56,31.8,17.6,5.8,13.0,0.45,2.6,7.0,0.374,3.3,3.9,0.854,1.0,8.8,9.8,3.2,0.6,0.3,2.5,1.6
64,Jusuf Nurkic,POR,8,31.6,17.6,6.8,13.6,0.495,0.3,1.3,0.2,3.9,4.4,0.886,2.9,7.4,10.3,4.0,1.4,2.0,2.4,4.9
65,Chris Paul,OKC,70,31.5,17.6,6.2,12.7,0.489,1.6,4.3,0.365,3.6,4.0,0.907,0.4,4.6,5.0,6.7,1.6,0.2,2.3,2.3
66,Gordon Hayward,BOS,52,33.5,17.5,6.7,13.5,0.5,1.6,4.3,0.383,2.4,2.8,0.855,1.1,5.6,6.7,4.1,0.7,0.4,1.8,1.8
67,"Jaren Jackson, Jr.",MEM,57,28.5,17.4,6.2,13.2,0.469,2.5,6.5,0.394,2.4,3.3,0.747,1.0,3.6,4.6,1.4,0.7,1.6,1.7,4.1
68,Marcus Morris,LAC,62,31.2,16.7,5.7,13.1,0.438,2.3,5.6,0.408,2.9,3.5,0.823,1.0,4.1,5.0,1.4,0.8,0.5,1.6,2.9
69,Malcolm Brogdon,IND,54,30.9,16.5,6.0,13.8,0.438,1.4,4.3,0.326,3.1,3.4,0.892,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8
70,Ben Simmons,PHI,57,35.4,16.4,6.6,11.4,0.58,0.0,0.1,0.286,3.2,5.2,0.621,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3
71,Dillon Brooks,MEM,73,28.9,16.2,6.0,14.6,0.407,2.0,5.6,0.358,2.2,2.8,0.808,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8
72,Goran Dragic,MIA,59,28.2,16.2,5.4,12.3,0.441,2.1,5.7,0.367,3.2,4.2,0.776,0.5,2.7,3.2,5.1,0.7,0.2,2.4,2.1
73,Norman Powell,TOR,52,28.4,16.0,5.7,11.5,0.495,2.1,5.3,0.399,2.5,2.9,0.843,0.5,3.2,3.7,1.8,1.2,0.4,1.5,2.1
74,Bam Adebayo,MIA,72,33.6,15.9,6.1,11.0,0.557,0.0,0.2,0.143,3.7,5.3,0.691,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5
75,Tim Hardaway Jr.,DAL,71,29.5,15.8,5.4,12.5,0.434,2.9,7.2,0.398,2.1,2.6,0.819,0.4,2.9,3.3,1.9,0.6,0.1,1.0,1.8
76,Luke Kennard,DET,28,32.9,15.8,5.4,12.2,0.442,2.6,6.5,0.399,2.4,2.7,0.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3
77,Hassan Whiteside,POR,67,30.0,15.5,6.5,10.5,0.621,0.1,0.1,0.571,2.4,3.6,0.686,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9
78,Blake Griffin,DET,18,28.5,15.5,4.9,13.9,0.352,1.5,6.2,0.243,4.2,5.4,0.776,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5
79,Davis Bertans,WAS,54,29.3,15.4,4.9,11.3,0.434,3.7,8.7,0.424,1.9,2.3,0.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6
80,Carmelo Anthony,POR,58,32.8,15.4,5.8,13.5,0.43,1.5,3.9,0.385,2.3,2.8,0.845,1.2,5.1,6.3,1.5,0.8,0.5,1.7,2.9
81,Serge Ibaka,TOR,55,27.0,15.4,6.2,12.2,0.512,1.3,3.3,0.385,1.6,2.3,0.718,2.1,6.1,8.2,1.4,0.5,0.8,2.0,2.8
82,Kendrick Nunn,MIA,67,29.3,15.3,6.0,13.6,0.439,2.0,5.8,0.35,1.3,1.5,0.85,0.3,2.4,2.7,3.3,0.8,0.2,1.7,2.3
83,J.J. Redick,NOP,60,26.3,15.3,4.8,10.5,0.453,3.0,6.6,0.453,2.8,3.1,0.892,0.2,2.4,2.5,2.0,0.3,0.2,1.3,1.6
84,Jordan Clarkson,UTA,71,24.0,15.2,5.5,12.2,0.454,2.1,5.8,0.368,1.9,2.3,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5
85,Bogdan Bogdanovic,SAC,61,28.9,15.1,5.5,12.6,0.44,2.7,7.2,0.372,1.4,1.9,0.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2
86,Rudy Gobert,UTA,68,34.3,15.1,5.7,8.2,0.693,0.0,0.0,0.0,3.7,5.9,0.63,3.4,10.1,13.5,1.5,0.8,2.0,1.9,3.2
87,Will Barton,DEN,58,33.0,15.1,5.7,12.7,0.45,1.9,5.0,0.375,1.8,2.3,0.767,1.3,5.0,6.3,3.7,1.1,0.5,1.5,2.1
88,Alec Burks,PHI,66,26.6,15.0,4.9,11.6,0.418,1.8,4.6,0.385,3.6,4.0,0.887,0.7,3.5,4.3,2.9,0.9,0.3,1.4,1.9
89,Eric Bledsoe,MIL,61,27.0,14.9,5.5,11.5,0.475,1.2,3.5,0.344,2.8,3.5,0.79,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1
90,Jonas Valanciunas,MEM,70,26.4,14.9,6.2,10.6,0.585,0.5,1.3,0.352,2.1,2.9,0.74,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6
91,Lauri Markkanen,CHI,50,29.8,14.7,5.0,11.8,0.425,2.2,6.3,0.344,2.5,3.1,0.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9
92,Terrence Ross,ORL,69,27.4,14.7,4.9,12.3,0.403,2.6,7.3,0.351,2.3,2.7,0.853,0.2,3.0,3.2,1.2,1.1,0.3,1.0,1.6
93,Harrison Barnes,SAC,72,34.5,14.5,5.1,11.0,0.46,1.4,3.7,0.381,3.0,3.7,0.801,1.1,3.9,4.9,2.2,0.6,0.2,1.2,1.3
94,Victor Oladipo,IND,19,27.8,14.5,5.1,12.9,0.394,1.7,5.5,0.317,2.5,3.1,0.814,0.5,3.5,3.9,2.9,0.9,0.2,2.5,1.9
95,Joe Harris,BRK,69,30.8,14.5,5.5,11.4,0.486,2.5,5.9,0.424,0.9,1.3,0.719,0.9,3.4,4.3,2.1,0.6,0.2,1.5,2.3
96,Eric Gordon,HOU,36,28.2,14.4,4.8,12.9,0.369,2.7,8.4,0.317,2.3,3.0,0.766,0.3,1.7,2.0,1.5,0.6,0.4,1.2,1.9
97,Aaron Gordon,ORL,62,32.5,14.4,5.4,12.4,0.437,1.2,3.8,0.308,2.4,3.6,0.674,1.7,5.9,7.7,3.7,0.8,0.6,1.6,2.0
98,Mike Conley,UTA,47,29.0,14.4,4.9,12.1,0.409,2.0,5.4,0.375,2.4,3.0,0.827,0.7,2.5,3.2,4.4,0.8,0.1,2.0,2.2
99,R.J. Barrett,NYK,56,30.4,14.3,5.2,13.0,0.402,1.1,3.5,0.32,2.8,4.5,0.614,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2
100,Marvin Bagley III,SAC,13,25.7,14.2,6.0,12.8,0.467,0.3,1.7,0.182,1.9,2.4,0.806,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3
101,Jabari Parker,SAC,38,24.2,14.0,5.8,11.3,0.51,0.8,3.1,0.269,1.6,2.1,0.753,1.6,4.0,5.6,1.8,1.2,0.4,1.7,2.6
102,Eric Paschall,GSW,60,27.6,14.0,5.3,10.7,0.497,0.6,2.2,0.287,2.7,3.5,0.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1
103,Clint Capela,HOU,39,32.8,13.9,6.3,9.9,0.629,0.0,0.0,0.0,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6
104,Josh Richardson,PHI,55,30.8,13.7,5.1,11.7,0.43,1.5,4.5,0.341,2.1,2.6,0.809,0.7,2.4,3.2,2.9,0.9,0.7,1.9,2.5
105,Rui Hachimura,WAS,48,30.1,13.5,5.3,11.4,0.466,0.5,1.8,0.287,2.4,2.9,0.829,1.6,4.5,6.1,1.8,0.8,0.2,1.1,2.2
106,Tyler Herro,MIA,55,27.4,13.5,4.9,11.5,0.428,2.1,5.4,0.389,1.6,1.8,0.87,0.3,3.8,4.1,2.2,0.6,0.2,1.6,1.4
107,Duncan Robinson,MIA,73,29.7,13.5,4.4,9.4,0.47,3.7,8.3,0.446,0.9,1.0,0.931,0.1,3.0,3.2,1.4,0.5,0.3,1.0,2.6
108,Thomas Bryant,WAS,46,24.9,13.2,5.3,9.1,0.581,0.8,2.0,0.407,1.9,2.5,0.741,2.1,5.1,7.2,1.8,0.5,1.1,1.2,2.2
109,Coby White,CHI,65,25.8,13.2,4.8,12.2,0.394,2.0,5.8,0.354,1.6,2.0,0.791,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8
110,Christian Wood,DET,62,21.4,13.1,4.6,8.2,0.567,0.9,2.3,0.386,2.9,3.9,0.744,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6
111,Ricky Rubio,PHX,65,31.0,13.0,4.4,10.6,0.415,1.2,3.3,0.361,3.0,3.5,0.863,0.7,4.0,4.7,8.8,1.4,0.2,2.7,2.6
112,Miles Bridges,CHA,65,30.7,13.0,4.9,11.6,0.424,1.5,4.6,0.33,1.6,2.0,0.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0
113,Marcus Smart,BOS,60,32.0,12.9,4.3,11.4,0.375,2.3,6.6,0.347,2.1,2.5,0.836,0.7,3.1,3.8,4.9,1.7,0.5,1.7,2.7
114,Kyle Kuzma,LAL,61,25.0,12.8,4.8,11.0,0.436,1.4,4.5,0.316,1.9,2.5,0.735,0.9,3.6,4.5,1.3,0.5,0.4,1.5,2.1
115,Damion Lee,GSW,49,29.0,12.7,4.3,10.4,0.417,1.7,4.9,0.356,2.2,2.6,0.873,0.7,4.2,4.9,2.7,1.0,0.1,1.4,2.4
116,Jeremy Lamb,IND,46,28.1,12.5,4.7,10.4,0.451,1.2,3.4,0.335,2.0,2.4,0.836,0.5,3.8,4.3,2.1,1.2,0.5,1.1,2.3
117,Robert Covington,HOU,70,30.5,12.4,4.4,10.3,0.422,2.3,6.9,0.335,1.4,1.8,0.798,0.9,5.7,6.6,1.3,1.6,1.3,1.5,3.1
118,Seth Curry,DAL,64,24.6,12.4,4.4,9.0,0.495,2.3,5.0,0.452,1.3,1.5,0.825,0.4,1.8,2.3,1.9,0.6,0.1,1.0,1.8
119,De'Andre Hunter,ATL,63,32.0,12.3,4.4,10.8,0.41,1.7,4.8,0.355,1.7,2.3,0.764,0.7,3.8,4.5,1.8,0.7,0.3,1.6,2.9
120,Darius Garland,CLE,59,30.9,12.3,4.7,11.8,0.401,1.8,5.0,0.355,1.1,1.2,0.875,0.5,1.4,1.9,3.9,0.7,0.1,2.6,1.6
121,Richaun Holmes,SAC,44,28.2,12.3,5.1,7.8,0.648,0.0,0.0,0.0,2.1,2.7,0.788,2.9,5.3,8.1,1.0,0.9,1.3,1.2,3.8
122,P.J. Washington,CHA,58,30.3,12.2,4.6,10.2,0.455,1.5,4.0,0.374,1.5,2.3,0.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7
123,Kevin Huerter,ATL,56,31.4,12.2,4.5,10.9,0.413,2.3,6.0,0.38,0.9,1.1,0.828,0.6,3.4,4.1,3.8,0.9,0.5,1.6,2.5
124,Isaiah Thomas,WAS,40,23.1,12.2,4.4,10.7,0.408,2.0,4.7,0.413,1.6,1.9,0.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9
125,Markelle Fultz,ORL,72,27.7,12.1,5.0,10.7,0.465,0.5,1.9,0.267,1.6,2.2,0.73,0.6,2.7,3.3,5.1,1.3,0.2,2.0,2.0
126,Myles Turner,IND,62,29.5,12.1,4.3,9.5,0.457,1.4,4.0,0.344,2.0,2.7,0.751,1.4,5.2,6.6,1.2,0.7,2.1,1.4,2.7
127,Taurean Prince,BRK,64,29.0,12.1,4.3,11.5,0.376,2.3,6.7,0.339,1.1,1.4,0.798,0.8,5.2,6.0,1.8,0.9,0.4,2.0,2.5
128,Brandon Clarke,MEM,58,22.4,12.1,5.1,8.3,0.618,0.4,1.1,0.359,1.5,1.9,0.759,1.6,4.4,5.9,1.4,0.6,0.8,0.9,1.7
129,Tristan Thompson,CLE,57,30.2,12.0,5.1,9.9,0.512,0.2,0.4,0.391,1.7,2.8,0.615,4.0,6.2,10.1,2.1,0.6,0.9,1.8,2.2
130,Jerami Grant,DEN,71,26.6,12.0,4.3,8.9,0.478,1.4,3.5,0.389,2.1,2.8,0.75,0.8,2.7,3.5,1.2,0.7,0.8,0.9,2.2
131,Brook Lopez,MIL,68,26.7,12.0,4.3,9.9,0.435,1.5,4.8,0.314,1.9,2.2,0.836,0.9,3.7,4.6,1.5,0.7,2.4,1.0,2.4
132,Reggie Jackson,LAC,31,24.0,11.9,4.3,10.5,0.411,1.8,4.7,0.393,1.5,1.7,0.833,0.5,2.4,3.0,4.1,0.4,0.2,1.6,1.9
133,Otto Porter,CHI,14,23.6,11.9,4.4,10.0,0.443,1.7,4.4,0.387,1.4,1.9,0.704,0.9,2.5,3.4,1.8,1.1,0.4,0.8,2.2
134,Al Horford,PHI,67,30.2,11.9,4.8,10.6,0.45,1.5,4.2,0.35,0.9,1.2,0.763,1.5,5.3,6.8,4.0,0.8,0.9,1.2,2.1
135,Jonathan Isaac,ORL,34,28.8,11.9,4.6,9.8,0.47,0.9,2.8,0.34,1.8,2.3,0.779,1.7,5.1,6.8,1.4,1.6,2.3,1.4,2.4
136,Lonzo Ball,NOP,63,32.1,11.8,4.4,10.9,0.403,2.3,6.3,0.375,0.7,1.2,0.566,1.1,5.0,6.1,7.0,1.4,0.6,3.1,2.0
137,Glenn Robinson,PHI,62,28.8,11.7,4.6,9.5,0.487,1.2,3.2,0.391,1.2,1.4,0.86,1.3,3.0,4.4,1.5,0.9,0.3,0.9,1.6
138,Patty Mills,SAS,66,22.5,11.6,3.9,9.1,0.431,2.3,6.1,0.382,1.5,1.7,0.866,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6
139,Paul Millsap,DEN,51,24.3,11.6,4.1,8.6,0.482,1.1,2.4,0.435,2.3,2.8,0.816,1.9,3.8,5.7,1.6,0.9,0.6,1.4,2.9
140,Nemanja Bjelica,SAC,72,27.9,11.5,4.4,9.1,0.481,1.9,4.4,0.419,1.0,1.2,0.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0
141,Jordan McRae,DET,37,21.2,11.5,4.0,9.9,0.407,1.2,3.4,0.357,2.2,2.9,0.761,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0
142,Aron Baynes,PHX,42,22.3,11.5,4.4,9.1,0.48,1.4,4.0,0.351,1.3,1.8,0.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4
143,Justise Winslow,MIA,11,32.0,11.3,4.5,11.7,0.388,0.5,2.5,0.222,1.6,2.5,0.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5
144,"Wendell Carter, Jr.",CHI,43,29.2,11.3,4.3,8.0,0.534,0.1,0.7,0.207,2.6,3.5,0.737,3.2,6.2,9.4,1.2,0.8,0.8,1.7,3.8
145,Derrick White,SAS,68,24.7,11.3,3.7,8.1,0.458,1.2,3.2,0.366,2.6,3.1,0.853,0.5,2.8,3.3,3.5,0.6,0.9,1.3,2.2
146,Bryn Forbes,SAS,63,25.1,11.2,3.8,9.2,0.417,2.3,6.0,0.388,1.2,1.4,0.833,0.2,1.8,2.0,1.7,0.5,0.0,0.9,1.8
147,Malik Beasley,MIN,55,22.0,11.2,4.1,9.7,0.425,1.9,5.0,0.388,1.0,1.2,0.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4
148,Dion Waiters,LAL,10,20.7,11.1,4.1,9.9,0.414,1.5,4.7,0.319,1.4,1.7,0.824,0.2,2.2,2.4,2.0,0.4,0.6,1.6,2.1
149,Jarrett Allen,BRK,70,26.5,11.1,4.3,6.6,0.649,0.0,0.1,0.0,2.4,3.9,0.633,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3
