#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
49,Mike Miller,ORL,63,33.7,15.2,5.6,12.7,0.438,1.8,4.8,0.383,2.2,2.9,0.762,0.8,3.6,4.3,3.1,0.7,0.4,1.7,2.3
50,Derrick Coleman,PHI,58,35.9,15.1,5.7,12.7,0.45,0.5,1.4,0.337,3.2,3.9,0.815,2.9,5.9,8.8,1.7,0.7,0.9,2.1,2.7
51,Wesley Person,CLE,78,35.8,15.1,6.0,12.1,0.495,1.8,4.1,0.444,1.3,1.6,0.798,0.6,3.1,3.8,2.2,1.0,0.5,0.9,1.2
52,Kenyon Martin,NJN,73,34.3,14.9,6.1,13.2,0.463,0.2,0.9,0.224,2.5,3.7,0.678,1.5,3.8,5.3,2.6,1.2,1.7,2.4,3.6
53,Donyell Marshall,UTA,58,30.2,14.8,5.9,11.4,0.519,0.2,0.7,0.31,2.8,3.9,0.708,2.7,4.9,7.6,1.7,0.9,1.2,2.1,2.6
54,Keith Van Horn,NJN,81,30.4,14.8,5.8,13.4,0.433,1.2,3.6,0.345,1.9,2.4,0.8,1.7,5.8,7.5,2.0,0.8,0.5,1.8,2.7
55,Jason Williams,MEM,65,34.4,14.8,5.8,15.2,0.382,2.0,6.6,0.295,1.2,1.6,0.792,0.3,2.6,3.0,8.0,1.7,0.1,3.3,1.6
56,Jason Kidd,NJN,82,37.3,14.7,5.4,13.9,0.391,1.4,4.4,0.321,2.5,3.0,0.814,1.6,5.7,7.3,9.9,2.1,0.2,3.5,1.7
57,Juwan Howard,DEN,81,32.5,14.6,5.7,12.4,0.46,0.0,0.0,0.0,3.2,4.2,0.761,2.8,4.8,7.6,2.1,0.6,0.6,1.9,3.3
58,Jeff McInnis,LAC,81,37.4,14.6,5.7,13.8,0.413,0.9,2.9,0.321,2.3,2.7,0.836,0.6,2.1,2.6,6.2,0.8,0.1,1.8,2.5
59,Cliff Robinson,DET,80,35.7,14.6,5.7,13.4,0.425,1.4,3.8,0.378,1.8,2.6,0.694,1.0,3.8,4.8,2.5,1.1,1.2,1.9,3.0
60,Antonio Davis,TOR,77,38.7,14.5,5.3,12.5,0.426,0.0,0.0,0.0,3.8,4.6,0.818,3.3,6.3,9.6,2.0,0.7,1.1,2.1,2.9
61,Shane Battier,MEM,78,39.7,14.4,5.3,12.3,0.429,1.3,3.5,0.373,2.5,3.6,0.7,2.3,3.1,5.4,2.8,1.6,1.0,2.0,2.8
62,Jason Richardson,GSW,80,32.9,14.4,5.8,13.6,0.426,1.0,3.1,0.333,1.8,2.6,0.671,1.6,2.7,4.3,3.0,1.3,0.4,2.0,2.4
63,Brent Barry,SEA,81,37.5,14.4,5.0,9.8,0.508,2.0,4.8,0.424,2.4,2.9,0.846,0.7,4.7,5.4,5.3,1.8,0.5,2.0,2.2
64,David Wesley,CHA,67,37.1,14.2,5.4,13.6,0.4,1.3,3.8,0.332,2.1,2.8,0.734,0.7,1.5,2.1,3.5,1.1,0.2,1.8,2.2
65,Kenny Thomas,HOU,72,34.5,14.1,5.5,11.5,0.478,0.0,0.2,0.0,3.1,4.7,0.664,2.2,5.0,7.2,1.9,1.2,0.9,2.0,2.7
66,Vin Baker,SEA,55,31.1,14.1,5.7,11.8,0.485,0.0,0.1,0.125,2.6,4.1,0.633,3.1,3.3,6.4,1.3,0.4,0.7,2.3,3.6
67,Morris Peterson,TOR,63,31.6,14.0,5.3,12.2,0.438,1.3,3.7,0.364,2.0,2.7,0.751,1.4,2.1,3.5,2.4,1.2,0.2,1.4,2.8
68,Elden Campbell,CHA,77,28.0,13.9,5.0,10.3,0.484,0.0,0.0,0.0,4.0,5.0,0.797,1.7,5.2,6.9,1.3,0.8,1.8,1.8,3.4
69,Kurt Thomas,NYK,82,33.8,13.9,5.6,11.4,0.494,0.0,0.1,0.167,2.6,3.2,0.815,2.6,6.5,9.1,1.1,0.9,1.0,1.9,4.2
70,Ron Mercer,IND,53,32.4,13.9,5.9,14.8,0.397,0.3,1.2,0.29,1.8,2.2,0.798,0.9,2.4,3.4,2.4,0.6,0.2,1.7,2.0
71,Mike Bibby,SAC,80,33.2,13.7,5.6,12.3,0.453,0.6,1.7,0.37,1.9,2.4,0.803,0.5,2.3,2.8,5.0,1.1,0.2,1.7,1.7
72,Corliss Williamson,DET,78,21.8,13.6,5.3,10.3,0.51,0.0,0.1,0.2,3.1,3.8,0.805,1.5,2.6,4.1,1.2,0.6,0.3,1.8,2.9
73,Brad Miller,IND,76,29.8,13.6,4.8,9.6,0.499,0.0,0.1,0.429,3.9,5.0,0.775,3.3,4.9,8.2,2.0,1.0,0.5,1.5,3.2
74,Damon Stoudamire,POR,75,37.3,13.5,4.9,12.2,0.402,1.4,3.9,0.353,2.3,2.6,0.888,1.0,2.9,3.9,6.5,0.9,0.1,2.0,2.0
75,Raef LaFrentz,DAL,78,31.5,13.5,5.4,11.8,0.458,1.3,3.4,0.388,1.3,1.9,0.695,2.3,5.2,7.4,1.1,0.7,2.7,1.2,3.6
76,John Stockton,UTA,82,31.3,13.4,4.9,9.5,0.517,0.3,1.0,0.321,3.4,3.9,0.857,0.7,2.5,3.2,8.2,1.9,0.3,2.5,2.5
77,Kerry Kittles,NJN,82,31.7,13.4,5.3,11.5,0.466,1.2,3.0,0.405,1.6,2.1,0.744,0.8,2.5,3.4,2.6,1.6,0.4,1.3,1.3
78,Quentin Richardson,LAC,81,26.6,13.3,4.9,11.4,0.432,1.6,4.3,0.381,1.8,2.3,0.765,1.4,2.7,4.1,1.6,1.0,0.3,1.3,1.8
79,Metta World Peace,IND,55,29.8,13.2,4.9,11.6,0.423,1.0,3.1,0.312,2.5,3.7,0.667,1.3,3.6,4.9,2.3,2.6,0.7,2.1,3.9
80,Al Harrington,IND,44,29.8,13.1,5.2,11.0,0.475,0.0,0.1,0.333,2.6,3.3,0.799,2.2,4.1,6.3,1.2,0.9,0.5,1.8,3.8
81,Lamar Odom,LAC,29,34.4,13.1,5.2,12.4,0.419,0.6,2.9,0.19,2.1,3.2,0.656,1.1,5.0,6.1,5.9,0.8,1.2,3.3,3.1
82,Chauncey Billups,MIN,82,28.7,12.5,4.2,10.0,0.423,1.5,3.8,0.394,2.5,2.9,0.885,0.4,2.3,2.8,5.5,0.8,0.2,1.7,2.1
83,Desmond Mason,SEA,75,32.3,12.4,4.8,10.3,0.464,0.2,0.8,0.271,2.7,3.2,0.848,1.2,3.5,4.7,1.4,0.9,0.4,1.4,2.3
84,Terrell Brandon,MIN,32,30.1,12.4,4.8,11.4,0.425,0.1,0.7,0.174,2.6,2.6,0.988,0.5,2.4,2.9,8.3,1.6,0.2,1.3,1.5
85,Darrell Armstrong,ORL,82,33.3,12.4,4.2,10.1,0.419,1.7,4.9,0.349,2.2,2.5,0.888,1.0,2.9,3.9,5.5,1.9,0.2,2.1,2.0
86,Marcus Fizer,CHI,76,25.8,12.3,4.9,11.2,0.438,0.1,0.5,0.171,2.5,3.7,0.668,1.7,3.9,5.6,1.6,0.6,0.3,1.7,2.4
87,Larry Hughes,GSW,73,28.1,12.3,4.7,11.1,0.423,0.2,1.3,0.194,2.6,3.5,0.737,1.1,2.2,3.4,4.3,1.5,0.3,2.3,2.1
88,Aaron McKie,PHI,48,30.6,12.2,4.6,10.2,0.449,1.1,2.7,0.398,2.0,2.5,0.787,0.5,3.5,4.0,3.7,1.2,0.3,1.9,1.5
89,David Robinson,SAS,78,29.5,12.2,4.4,8.6,0.507,0.0,0.0,0.0,3.4,5.1,0.681,2.4,5.8,8.3,1.2,1.1,1.8,1.3,2.5
90,Chucky Atkins,DET,79,28.9,12.1,4.7,10.0,0.466,1.7,4.3,0.411,1.1,1.5,0.692,0.4,1.6,2.0,3.3,0.9,0.1,1.6,2.2
91,Eric Snow,PHI,61,36.5,12.1,4.5,10.2,0.442,0.0,0.4,0.111,3.0,3.7,0.806,0.5,3.0,3.5,6.6,1.6,0.1,2.3,2.7
92,Doug Christie,SAC,81,34.5,12.0,4.2,9.1,0.46,1.1,3.2,0.352,2.5,3.0,0.851,0.9,3.7,4.6,4.2,2.0,0.3,2.0,2.6
93,Lorenzen Wright,MEM,43,29.1,12.0,5.2,11.3,0.459,0.0,0.0,0.0,1.6,2.9,0.569,3.0,6.4,9.4,1.0,0.7,0.5,1.7,2.9
94,Penny Hardaway,PHX,80,30.8,12.0,4.9,11.6,0.418,0.3,1.0,0.277,2.0,2.4,0.81,1.2,3.2,4.4,4.1,1.5,0.4,2.4,2.3
95,Rodney Rogers,BOS,77,24.4,11.9,4.6,9.8,0.471,1.1,3.1,0.374,1.5,1.9,0.785,1.7,2.8,4.5,1.4,0.9,0.4,1.4,2.9
96,Alvin Williams,TOR,82,35.7,11.8,4.9,11.8,0.415,0.8,2.4,0.321,1.3,1.7,0.736,0.7,2.7,3.4,5.7,1.6,0.3,1.8,2.3
97,Matt Harpring,PHI,81,31.4,11.8,4.8,10.3,0.461,0.3,0.9,0.304,2.0,2.7,0.743,2.5,4.6,7.1,1.3,0.9,0.1,1.6,2.5
98,Stromile Swift,MEM,68,26.5,11.8,4.3,9.0,0.48,0.0,0.0,0.0,3.2,4.5,0.711,2.4,4.0,6.3,0.7,0.8,1.7,1.8,2.6
99,Tim Thomas,MIL,74,26.9,11.7,4.3,10.2,0.42,1.3,3.9,0.326,1.9,2.4,0.793,0.9,3.2,4.1,1.4,0.9,0.4,1.7,2.7
100,Troy Hudson,ORL,81,22.9,11.7,4.4,10.1,0.434,0.8,2.3,0.353,2.2,2.5,0.876,0.4,1.4,1.8,3.1,0.7,0.1,2.0,1.5
101,Ricky Davis,CLE,82,23.8,11.7,4.6,9.5,0.481,0.1,0.4,0.314,2.4,3.0,0.79,0.8,2.2,3.0,2.2,0.8,0.3,1.8,1.8
102,Steve Smith,SAS,77,28.7,11.6,4.0,8.9,0.455,1.5,3.2,0.472,2.1,2.4,0.878,0.6,1.9,2.5,2.0,0.7,0.2,1.4,2.1
103,Dikembe Mutombo,PHI,80,36.3,11.5,4.0,8.0,0.501,0.0,0.0,0.0,3.5,4.6,0.764,3.2,7.6,10.8,1.0,0.4,2.4,2.0,3.0
104,Voshon Lenard,DEN,71,23.5,11.5,4.4,10.8,0.41,1.3,3.4,0.371,1.3,1.7,0.783,0.5,2.0,2.6,1.8,0.8,0.4,1.3,1.5
105,Michael Redd,MIL,67,21.1,11.4,4.4,9.1,0.483,1.3,3.0,0.444,1.4,1.7,0.791,1.1,2.2,3.3,1.4,0.6,0.1,0.9,1.4
106,Corey Maggette,LAC,63,25.6,11.4,3.7,8.4,0.443,0.7,2.2,0.331,3.2,4.0,0.801,0.9,2.8,3.7,1.8,0.7,0.3,1.8,2.5
107,Antonio McDyess,DEN,10,23.6,11.3,4.3,7.5,0.573,0.0,0.0,0.0,2.7,3.3,0.818,1.8,3.7,5.5,1.8,1.0,0.8,2.0,2.0
108,Keon Clark,TOR,81,27.0,11.3,4.7,9.6,0.49,0.0,0.1,0.0,1.9,2.8,0.674,2.2,5.2,7.4,1.1,0.7,1.5,1.7,3.2
109,Derek Fisher,LAL,70,28.2,11.2,3.9,9.5,0.411,2.1,5.0,0.413,1.3,1.6,0.847,0.2,1.9,2.1,2.6,0.9,0.1,0.9,1.7
110,Danny Fortson,GSW,77,28.8,11.2,4.0,9.4,0.428,0.0,0.1,0.25,3.2,4.0,0.795,3.8,7.9,11.7,1.7,0.6,0.3,2.1,3.3
111,Ruben Patterson,POR,75,23.5,11.2,4.3,8.3,0.515,0.1,0.5,0.25,2.6,3.7,0.701,2.1,1.9,4.0,1.4,1.1,0.5,1.5,1.9
112,Zydrunas Ilgauskas,CLE,62,21.4,11.1,3.9,9.1,0.425,0.0,0.1,0.0,3.4,4.5,0.754,2.2,3.2,5.4,1.1,0.3,1.4,1.5,3.0
113,Marcus Camby,NYK,29,34.7,11.1,4.5,10.0,0.448,0.0,0.0,0.0,2.1,3.4,0.626,3.1,8.0,11.1,1.1,1.2,1.7,1.4,3.7
114,Vlade Divac,SAC,80,30.3,11.1,4.2,9.0,0.472,0.0,0.2,0.231,2.6,4.3,0.615,2.6,5.8,8.4,3.7,1.0,1.2,2.0,2.9
115,Michael Olowokandi,LAC,80,32.1,11.1,4.8,11.1,0.433,0.0,0.0,0.0,1.5,2.4,0.622,2.1,6.8,8.9,1.1,0.7,1.8,2.2,2.7
116,Bobby Jackson,SAC,81,21.6,11.1,4.1,9.3,0.443,1.0,2.7,0.361,1.8,2.3,0.81,1.0,2.1,3.1,2.0,0.9,0.1,1.1,1.8
117,Pat Garrity,ORL,80,30.1,11.1,4.1,9.6,0.426,2.1,5.0,0.427,0.8,0.9,0.836,1.0,3.3,4.2,1.2,0.8,0.4,0.9,2.9
118,Gilbert Arenas,GSW,47,24.6,10.9,3.7,8.2,0.453,0.8,2.4,0.345,2.6,3.4,0.775,0.9,1.9,2.8,3.7,1.5,0.2,2.1,2.4
119,Derek Anderson,POR,70,26.6,10.8,3.5,8.7,0.404,1.2,3.3,0.373,2.5,3.0,0.856,0.7,2.0,2.7,3.1,1.0,0.1,1.2,1.6
120,Lee Nailon,CHA,79,24.2,10.8,4.7,9.7,0.483,0.0,0.0,0.5,1.4,1.9,0.747,1.3,2.4,3.7,1.2,0.7,0.2,1.2,2.2
121,Michael Dickerson,MEM,4,31.0,10.8,3.8,12.0,0.313,2.0,5.3,0.381,1.3,1.5,0.833,0.8,2.3,3.0,2.0,0.8,0.3,2.0,3.0
122,Andrei Kirilenko,UTA,82,26.2,10.7,3.5,7.7,0.45,0.3,1.2,0.25,3.5,4.5,0.768,1.8,3.1,4.9,1.1,1.4,1.9,1.3,1.9
123,James Posey,DEN,73,30.7,10.7,3.8,10.1,0.376,0.9,3.2,0.283,2.2,2.8,0.793,1.5,4.4,5.9,2.5,1.6,0.5,1.7,3.1
124,Jim Jackson,MIA,55,33.2,10.7,4.3,9.8,0.442,0.7,1.5,0.469,1.4,1.6,0.862,1.0,4.3,5.3,2.5,0.8,0.3,1.9,2.6
125,Joe Smith,MIN,72,26.7,10.7,4.1,8.1,0.511,0.0,0.0,0.667,2.4,2.9,0.83,2.1,4.2,6.3,1.1,0.5,0.8,1.2,3.5
126,Scottie Pippen,POR,62,32.2,10.6,4.0,9.7,0.411,0.9,2.9,0.305,1.8,2.4,0.774,1.2,3.9,5.2,5.9,1.6,0.6,2.8,2.6
127,Rod Strickland,MIA,76,30.2,10.4,4.2,9.4,0.443,0.1,0.3,0.308,2.0,2.6,0.766,0.6,2.4,3.1,6.1,1.1,0.1,2.1,1.5
128,Chris Whitney,WAS,82,26.5,10.2,3.3,8.0,0.418,1.6,3.9,0.406,1.9,2.1,0.88,0.1,1.7,1.9,3.8,0.9,0.1,1.0,2.2
129,Hedo Turkoglu,SAC,80,24.6,10.1,3.6,8.6,0.422,0.8,2.1,0.368,2.1,2.9,0.726,0.8,3.8,4.5,2.0,0.7,0.4,1.0,2.3
130,Bob Sura,GSW,78,22.8,10.0,3.2,7.6,0.424,0.5,1.7,0.316,3.0,4.2,0.72,1.1,2.1,3.3,3.5,1.1,0.2,1.7,2.1
131,Toni Kukoc,ATL,59,25.3,9.9,3.6,8.5,0.419,0.9,2.9,0.31,1.8,2.6,0.712,0.7,3.0,3.7,3.5,0.8,0.3,1.9,1.5
132,Courtney Alexander,WAS,56,23.7,9.8,4.0,8.5,0.47,0.1,0.3,0.278,1.8,2.2,0.81,0.8,1.9,2.6,1.5,0.6,0.1,1.1,2.0
133,Todd MacCulloch,NJN,62,24.2,9.7,4.0,7.5,0.531,0.0,0.0,0.0,1.8,2.6,0.671,2.5,3.6,6.1,1.3,0.4,1.4,1.1,2.9
134,Nazr Mohammed,ATL,82,26.4,9.7,4.0,8.7,0.461,0.0,0.0,0.0,1.7,2.7,0.617,3.0,5.0,7.9,0.4,0.8,0.7,1.4,3.1
135,Bryon Russell,UTA,66,30.3,9.6,3.4,8.8,0.38,1.2,3.4,0.341,1.7,2.1,0.821,1.2,3.3,4.5,2.1,1.0,0.3,1.7,3.1
136,Kenny Anderson,BOS,76,32.0,9.6,4.1,9.4,0.436,0.1,0.4,0.273,1.3,1.7,0.742,0.8,2.9,3.6,5.3,1.9,0.1,1.6,2.8
137,Anthony Mason,MIL,82,38.3,9.6,3.9,7.6,0.505,0.0,0.0,1.0,1.9,2.7,0.697,1.5,6.4,7.9,4.2,0.7,0.3,1.6,2.3
138,Tim Hardaway,DEN,68,23.5,9.6,3.3,9.1,0.365,1.8,5.2,0.347,1.1,1.4,0.794,0.2,1.6,1.8,4.1,0.8,0.1,1.6,1.6
139,Dale Davis,POR,78,31.4,9.5,3.8,7.4,0.51,0.0,0.0,0.0,1.9,2.7,0.708,3.4,5.5,8.8,1.2,0.8,1.1,0.8,2.5
140,Darius Miles,LAC,82,27.2,9.5,3.8,7.8,0.481,0.0,0.2,0.158,1.9,3.1,0.62,1.3,4.2,5.5,2.2,0.9,1.3,2.0,2.2
141,Tony Delk,BOS,63,23.0,9.5,3.6,9.3,0.384,1.1,3.4,0.313,1.2,1.5,0.804,0.9,2.3,3.2,2.1,0.8,0.2,0.9,1.6
142,Malik Rose,SAS,82,21.0,9.4,3.6,7.7,0.463,0.0,0.1,0.083,2.3,3.1,0.72,2.1,3.9,6.0,0.7,0.9,0.5,1.7,2.5
143,Richard Jefferson,NJN,79,24.3,9.4,3.4,7.5,0.457,0.2,0.7,0.232,2.4,3.4,0.713,1.1,2.6,3.7,1.8,0.8,0.6,1.4,2.7
144,Jamaal Tinsley,IND,80,30.5,9.4,3.6,9.5,0.38,0.5,2.2,0.24,1.6,2.3,0.704,1.0,2.8,3.7,8.1,1.7,0.5,3.4,3.1
145,Rodney Buford,MEM,63,28.1,9.4,4.1,9.4,0.435,0.3,1.1,0.243,0.9,1.3,0.725,0.8,3.5,4.3,1.1,0.7,0.2,1.0,1.8
146,Walt Williams,HOU,48,23.3,9.4,3.5,8.3,0.419,1.6,3.8,0.426,0.8,1.1,0.784,0.8,2.6,3.4,1.4,0.4,0.2,1.1,2.2
147,Brian Grant,MIA,72,31.3,9.3,4.0,8.5,0.469,0.0,0.0,0.0,1.4,1.7,0.849,2.3,5.7,8.0,1.9,0.7,0.4,1.7,3.3
148,Jamal Crawford,CHI,23,20.9,9.3,3.9,8.1,0.476,1.1,2.5,0.448,0.4,0.6,0.769,0.2,1.3,1.5,2.4,0.8,0.2,1.4,0.8
149,J.R. Rider,DEN,10,17.3,9.3,3.7,8.1,0.457,0.6,1.5,0.4,1.3,1.7,0.765,1.0,2.3,3.3,1.2,0.3,0.2,1.4,1.1
