#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
54,Tobias Harris,DET,82,31.3,16.1,6.2,13.0,0.48,1.3,3.8,0.346,2.3,2.8,0.841,0.8,4.3,5.1,1.7,0.7,0.5,1.2,1.6
55,Victor Oladipo,OKC,67,33.2,15.9,6.1,13.9,0.442,1.9,5.3,0.361,1.7,2.3,0.753,0.6,3.8,4.3,2.6,1.2,0.3,1.8,2.3
56,Dion Waiters,MIA,46,30.1,15.8,6.1,14.4,0.424,1.8,4.7,0.395,1.8,2.8,0.646,0.4,2.9,3.3,4.3,0.9,0.4,2.2,2.1
57,Wilson Chandler,DEN,71,30.9,15.7,6.1,13.2,0.461,1.5,4.6,0.337,2.0,2.7,0.727,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4
58,D'Angelo Russell,LAL,63,28.7,15.6,5.6,13.8,0.405,2.1,6.1,0.352,2.3,3.0,0.782,0.5,3.0,3.5,4.8,1.4,0.3,2.8,2.1
59,Jrue Holiday,NOP,67,32.7,15.4,6.0,13.3,0.454,1.5,4.2,0.356,1.8,2.5,0.708,0.7,3.3,3.9,7.3,1.5,0.7,2.9,2.0
60,Jeff Teague,IND,82,32.4,15.3,4.9,11.1,0.442,1.1,3.1,0.357,4.4,5.1,0.867,0.4,3.6,4.0,7.8,1.2,0.4,2.6,2.0
61,Nicolas Batum,CHA,77,34.0,15.1,5.1,12.6,0.403,1.8,5.3,0.333,3.2,3.7,0.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4
62,J.J. Redick,LAC,78,28.2,15.0,5.1,11.4,0.445,2.6,6.0,0.429,2.3,2.6,0.891,0.1,2.1,2.2,1.4,0.7,0.2,1.3,1.6
63,Gary Harris,DEN,57,31.3,14.9,5.6,11.2,0.502,1.9,4.5,0.42,1.8,2.4,0.776,0.8,2.3,3.1,2.9,1.2,0.1,1.3,1.6
64,Serge Ibaka,TOR,79,30.7,14.8,6.0,12.4,0.48,1.6,4.0,0.391,1.4,1.6,0.856,1.6,5.2,6.8,0.9,0.5,1.6,1.3,2.7
65,Jordan Clarkson,LAL,82,29.2,14.7,5.8,13.1,0.445,1.4,4.3,0.329,1.6,2.0,0.798,0.6,2.4,3.0,2.6,1.1,0.1,2.0,1.8
66,Khris Middleton,MIL,29,30.7,14.7,5.2,11.5,0.45,1.6,3.6,0.433,2.8,3.2,0.88,0.4,3.9,4.2,3.4,1.4,0.2,2.2,2.7
67,Nikola Vucevic,ORL,75,28.8,14.6,6.4,13.7,0.468,0.3,1.0,0.307,1.4,2.1,0.669,2.3,8.0,10.4,2.8,1.0,1.0,1.6,2.4
68,Jeremy Lin,BRK,36,24.5,14.5,4.9,11.1,0.438,1.6,4.3,0.372,3.2,3.9,0.816,0.3,3.4,3.8,5.1,1.2,0.4,2.4,2.2
69,Myles Turner,IND,81,31.4,14.5,5.5,10.7,0.51,0.5,1.4,0.345,3.0,3.7,0.809,1.7,5.6,7.3,1.3,0.9,2.1,1.3,3.2
70,Tim Hardaway Jr.,ATL,79,27.3,14.5,5.3,11.5,0.455,1.9,5.3,0.357,2.1,2.7,0.766,0.4,2.4,2.8,2.3,0.7,0.2,1.3,1.3
71,Reggie Jackson,DET,52,27.4,14.5,5.5,13.0,0.419,1.3,3.5,0.359,2.3,2.6,0.868,0.4,1.8,2.2,5.2,0.7,0.1,2.2,2.5
72,T.J. Warren,PHX,66,31.0,14.4,6.1,12.3,0.495,0.4,1.5,0.265,1.8,2.3,0.773,1.9,3.2,5.1,1.1,1.2,0.6,0.9,2.7
73,Enes Freedom,OKC,72,21.3,14.3,5.6,10.2,0.545,0.1,0.5,0.132,3.1,4.0,0.786,2.7,4.0,6.7,0.9,0.4,0.5,1.7,2.1
74,Dirk Nowitzki,DAL,54,26.4,14.2,5.5,12.6,0.437,1.5,3.9,0.378,1.8,2.1,0.875,0.4,6.1,6.5,1.5,0.6,0.7,0.9,2.1
75,Zach Randolph,MEM,73,24.5,14.1,5.9,13.2,0.449,0.3,1.3,0.223,1.9,2.6,0.731,2.5,5.7,8.2,1.7,0.5,0.1,1.4,1.9
76,Jordan Crawford,NOP,19,23.3,14.1,5.5,11.5,0.482,1.9,5.0,0.389,1.1,1.4,0.769,0.2,1.6,1.8,3.0,0.6,0.1,1.3,1.6
77,Rudy Gobert,UTA,81,33.9,14.0,5.1,7.7,0.661,0.0,0.0,0.0,3.8,5.9,0.653,3.9,8.9,12.8,1.2,0.6,2.6,1.8,3.0
78,Al Horford,BOS,68,32.3,14.0,5.6,11.8,0.473,1.3,3.6,0.355,1.6,2.0,0.8,1.4,5.4,6.8,5.0,0.8,1.3,1.7,2.0
79,Marcus Morris,DET,79,32.5,14.0,5.3,12.7,0.418,1.5,4.5,0.331,1.8,2.3,0.784,1.0,3.7,4.6,2.0,0.7,0.3,1.1,2.1
80,Markieff Morris,WAS,76,31.2,14.0,5.3,11.7,0.457,0.9,2.6,0.362,2.4,2.8,0.837,1.4,5.1,6.5,1.7,1.1,0.6,1.7,3.3
81,Jae Crowder,BOS,72,32.5,13.9,4.6,10.0,0.463,2.2,5.5,0.398,2.4,3.0,0.811,0.7,5.1,5.8,2.2,1.0,0.3,1.1,2.2
82,Kentavious Caldwell-Pope,DET,76,33.3,13.8,4.9,12.2,0.399,2.0,5.8,0.35,2.0,2.4,0.832,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6
83,Bojan Bogdanovic,WAS,81,25.7,13.7,4.6,10.4,0.445,1.8,4.8,0.367,2.7,3.0,0.893,0.5,3.0,3.4,1.4,0.4,0.1,1.6,1.8
84,Tyler Johnson,MIA,73,29.8,13.7,4.9,11.3,0.433,1.3,3.4,0.372,2.7,3.5,0.768,0.7,3.3,4.0,3.2,1.2,0.6,1.2,2.4
85,Will Barton,DEN,60,28.4,13.7,4.9,11.1,0.443,1.5,3.9,0.37,2.4,3.2,0.753,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8
86,Andre Drummond,DET,81,29.7,13.6,6.0,11.2,0.53,0.0,0.1,0.286,1.7,4.4,0.386,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9
87,Ryan Anderson,HOU,72,29.4,13.6,4.5,10.7,0.418,2.8,7.0,0.403,1.8,2.1,0.86,1.6,3.0,4.6,0.9,0.4,0.2,0.8,2.0
88,Dwight Howard,ATL,74,29.7,13.5,5.2,8.3,0.633,0.0,0.0,0.0,3.1,5.7,0.533,4.0,8.7,12.7,1.4,0.9,1.2,2.3,2.7
89,Wesley Matthews,DAL,73,34.2,13.5,4.6,11.6,0.393,2.4,6.6,0.363,2.0,2.5,0.816,0.2,3.3,3.5,2.9,1.1,0.2,1.4,2.2
90,Otto Porter,WAS,80,32.6,13.4,5.2,10.0,0.516,1.9,4.3,0.434,1.2,1.5,0.832,1.5,5.0,6.4,1.5,1.5,0.5,0.6,2.4
91,Darren Collison,SAC,68,30.3,13.2,5.0,10.5,0.476,1.1,2.6,0.417,2.2,2.5,0.86,0.3,1.9,2.2,4.6,1.0,0.1,1.7,1.8
92,Nick Young,LAL,60,25.9,13.2,4.5,10.6,0.43,2.8,7.0,0.404,1.3,1.5,0.856,0.4,1.9,2.3,1.0,0.6,0.2,0.6,2.3
93,Julius Randle,LAL,74,28.8,13.2,5.1,10.4,0.488,0.2,0.9,0.27,2.8,3.8,0.723,2.0,6.6,8.6,3.6,0.7,0.5,2.3,3.4
94,Sean Kilpatrick,BRK,70,25.1,13.1,4.4,10.5,0.415,1.5,4.4,0.341,2.9,3.5,0.843,0.3,3.7,4.0,2.2,0.6,0.1,1.9,1.7
95,Ersan Ilyasova,ATL,82,26.1,13.1,4.7,10.9,0.431,1.7,4.9,0.353,2.0,2.5,0.778,1.4,4.5,5.9,1.7,0.7,0.3,1.4,2.6
96,Robert Covington,PHI,67,31.6,12.9,4.4,10.9,0.399,2.0,6.1,0.333,2.1,2.6,0.822,1.4,5.1,6.5,1.5,1.9,1.0,2.0,3.0
97,Dario Saric,PHI,81,26.3,12.8,4.7,11.4,0.411,1.3,4.2,0.311,2.1,2.7,0.782,1.4,5.0,6.3,2.2,0.7,0.4,2.3,2.0
98,James Johnson,MIA,76,27.4,12.8,4.8,10.1,0.479,1.1,3.4,0.34,2.0,2.8,0.707,0.9,4.1,4.9,3.6,1.0,1.1,2.3,2.6
99,Seth Curry,DAL,70,29.0,12.8,4.8,10.0,0.481,2.0,4.6,0.425,1.2,1.4,0.85,0.4,2.2,2.6,2.7,1.1,0.1,1.3,1.8
100,Elfrid Payton,ORL,82,29.4,12.8,5.2,11.1,0.471,0.5,1.8,0.274,1.8,2.6,0.692,1.1,3.6,4.7,6.5,1.1,0.5,2.2,2.2
101,Aaron Gordon,ORL,80,28.7,12.7,4.9,10.8,0.454,1.0,3.3,0.288,2.0,2.7,0.719,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2
102,DeAndre Jordan,LAC,81,31.7,12.7,5.1,7.1,0.714,0.0,0.0,0.0,2.5,5.2,0.482,3.7,10.1,13.8,1.2,0.6,1.7,1.4,2.6
103,Rodney Hood,UTA,59,27.0,12.7,4.6,11.3,0.408,1.9,5.2,0.371,1.5,1.9,0.783,0.3,3.2,3.4,1.6,0.6,0.2,1.1,2.2
104,Clint Capela,HOU,65,23.9,12.6,5.6,8.7,0.643,0.0,0.0,0.0,1.4,2.7,0.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8
105,Pau Gasol,SAS,64,25.4,12.4,4.7,9.4,0.502,0.9,1.6,0.538,2.0,2.9,0.707,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7
106,Jamal Crawford,LAC,82,26.3,12.3,4.4,10.6,0.413,1.4,3.9,0.36,2.1,2.5,0.857,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4
107,Austin Rivers,LAC,74,27.8,12.0,4.4,9.9,0.442,1.5,4.0,0.371,1.8,2.6,0.691,0.3,1.9,2.2,2.8,0.6,0.1,1.6,2.5
108,Jonas Valanciunas,TOR,80,25.8,12.0,4.9,8.8,0.557,0.0,0.0,0.5,2.2,2.7,0.811,2.8,6.7,9.5,0.7,0.5,0.8,1.3,2.7
109,Jahlil Okafor,PHI,50,22.7,11.8,4.8,9.4,0.514,0.0,0.0,0.0,2.1,3.2,0.671,1.6,3.2,4.8,1.2,0.4,1.0,1.8,2.4
110,Greg Monroe,MIL,81,22.5,11.7,4.8,9.0,0.533,0.0,0.0,0.0,2.2,3.0,0.741,2.1,4.5,6.6,2.3,1.1,0.5,1.7,2.1
111,Trevor Ariza,HOU,80,34.7,11.7,4.1,10.0,0.409,2.4,6.9,0.344,1.2,1.6,0.738,0.7,5.1,5.7,2.2,1.8,0.3,0.9,1.7
112,Frank Kaminsky,CHA,75,26.1,11.7,4.3,10.7,0.399,1.5,4.7,0.328,1.6,2.1,0.756,0.8,3.7,4.5,2.2,0.6,0.5,1.0,1.9
113,Steven Adams,OKC,80,29.9,11.3,4.7,8.2,0.571,0.0,0.0,0.0,2.0,3.2,0.611,3.5,4.2,7.7,1.1,1.1,1.0,1.8,2.4
114,Marvin Williams,CHA,76,30.2,11.2,3.9,9.3,0.422,1.6,4.7,0.35,1.7,2.0,0.873,1.2,5.4,6.6,1.4,0.8,0.7,0.8,1.8
115,Ricky Rubio,MIN,75,32.9,11.1,3.5,8.7,0.402,0.8,2.6,0.306,3.4,3.8,0.891,0.9,3.2,4.1,9.1,1.7,0.1,2.6,2.7
116,Brandon Knight,PHX,54,21.1,11.0,3.9,9.7,0.398,0.8,2.6,0.324,2.4,2.9,0.857,0.5,1.7,2.2,2.4,0.5,0.1,1.6,1.6
117,Thaddeus Young,IND,74,30.2,11.0,4.9,9.3,0.527,0.6,1.6,0.381,0.6,1.2,0.523,1.8,4.3,6.1,1.6,1.5,0.4,1.3,1.8
118,Terrence Ross,ORL,78,25.1,11.0,4.2,9.6,0.437,1.8,5.0,0.363,0.8,1.0,0.831,0.2,2.4,2.6,1.1,1.1,0.4,0.9,1.8
119,Jerryd Bayless,PHI,3,23.8,11.0,3.7,10.7,0.344,0.7,1.7,0.4,3.0,3.3,0.9,1.0,3.0,4.0,4.3,0.0,0.0,3.0,1.3
120,Kent Bazemore,ATL,73,26.9,11.0,4.0,9.9,0.409,1.3,3.6,0.346,1.6,2.3,0.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3
121,Emmanuel Mudiay,DEN,55,25.6,11.0,3.8,10.0,0.377,1.0,3.2,0.315,2.4,3.0,0.784,0.5,2.7,3.2,3.9,0.7,0.2,2.2,1.7
122,Deron Williams,CLE,64,25.9,11.0,4.1,9.4,0.438,1.3,3.7,0.363,1.4,1.7,0.826,0.2,2.1,2.3,5.6,0.5,0.1,2.2,2.2
123,Justise Winslow,MIA,18,34.7,10.9,4.4,12.5,0.356,0.4,1.9,0.2,1.6,2.6,0.617,1.3,3.9,5.2,3.7,1.5,0.3,1.8,2.9
124,J.J. Barea,DAL,35,22.0,10.9,4.1,9.8,0.414,1.5,4.2,0.358,1.3,1.5,0.863,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9
125,Taj Gibson,OKC,78,25.5,10.8,4.7,9.1,0.515,0.0,0.2,0.231,1.4,2.0,0.715,2.0,4.2,6.2,0.9,0.5,0.8,1.3,2.1
126,Courtney Lee,NYK,77,31.9,10.8,4.2,9.1,0.456,1.4,3.5,0.401,1.1,1.3,0.867,0.7,2.7,3.4,2.3,1.1,0.3,0.9,1.8
127,Terrence Jones,MIL,54,23.5,10.8,4.3,9.1,0.47,0.4,1.4,0.253,1.9,3.1,0.606,1.2,4.5,5.7,1.1,0.7,1.0,0.9,1.2
128,Marcin Gortat,WAS,82,31.2,10.8,4.8,8.2,0.579,0.0,0.0,0.0,1.3,1.9,0.648,2.9,7.5,10.4,1.5,0.5,0.7,1.5,2.6
129,C.J. Miles,IND,76,23.4,10.7,3.7,8.5,0.434,2.2,5.4,0.413,1.1,1.2,0.903,0.4,2.6,3.0,0.6,0.6,0.3,0.5,2.0
130,Allen Crabbe,POR,79,28.5,10.7,3.8,8.2,0.468,1.7,3.8,0.444,1.3,1.6,0.847,0.2,2.6,2.9,1.2,0.7,0.3,0.8,2.2
131,Alex Poythress,PHI,6,26.1,10.7,4.2,9.0,0.463,1.0,3.2,0.316,1.3,1.7,0.8,1.8,3.0,4.8,0.8,0.5,0.3,0.5,2.3
132,Nikola Mirotic,CHI,70,24.0,10.6,3.7,8.9,0.413,1.8,5.4,0.342,1.4,1.8,0.773,0.9,4.6,5.5,1.1,0.8,0.8,1.1,1.8
133,Marcus Smart,BOS,79,30.4,10.6,3.4,9.5,0.359,1.2,4.2,0.283,2.6,3.2,0.812,1.0,2.9,3.9,4.6,1.6,0.4,2.0,2.4
134,Buddy Hield,SAC,82,23.0,10.6,4.0,9.4,0.426,1.8,4.6,0.391,0.8,0.9,0.842,0.4,2.9,3.3,1.5,0.5,0.1,1.2,1.4
135,Marco Belinelli,CHA,74,24.0,10.5,3.6,8.3,0.429,1.4,3.8,0.36,2.0,2.3,0.893,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2
136,Wayne Ellington,MIA,62,24.2,10.5,3.7,9.0,0.416,2.4,6.4,0.378,0.6,0.7,0.86,0.3,1.8,2.1,1.1,0.6,0.1,0.5,1.1
137,Mason Plumlee,DEN,81,26.5,10.4,4.1,7.7,0.536,0.0,0.1,0.0,2.1,3.7,0.58,2.1,5.4,7.5,3.5,0.9,1.1,1.7,2.8
138,Robin Lopez,CHI,81,28.0,10.4,4.7,9.6,0.493,0.0,0.0,0.0,0.9,1.3,0.721,3.0,3.4,6.4,1.0,0.2,1.4,1.1,1.9
139,Cody Zeller,CHA,62,27.8,10.3,4.1,7.1,0.571,0.0,0.0,0.0,2.1,3.2,0.679,2.2,4.4,6.5,1.6,1.0,0.9,1.0,3.0
140,Tyreke Evans,SAC,40,19.7,10.3,3.8,9.3,0.405,1.1,3.0,0.356,1.7,2.3,0.75,0.3,3.1,3.4,3.1,0.9,0.2,1.5,1.5
141,Malcolm Brogdon,MIL,75,26.4,10.2,3.9,8.5,0.457,1.0,2.6,0.404,1.5,1.7,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9
142,Jon Leuer,DET,75,25.9,10.2,4.1,8.6,0.48,0.7,2.2,0.293,1.3,1.5,0.867,1.4,4.0,5.4,1.5,0.4,0.3,0.9,1.9
143,Draymond Green,GSW,76,32.5,10.2,3.6,8.6,0.418,1.1,3.5,0.308,2.0,2.8,0.709,1.3,6.6,7.9,7.0,2.0,1.4,2.4,2.9
144,Jusuf Nurkic,POR,65,21.4,10.2,4.2,8.2,0.507,0.0,0.0,0.0,1.8,3.2,0.571,2.4,4.8,7.2,1.9,0.8,1.1,2.2,2.5
145,Josh Richardson,MIA,53,30.5,10.2,3.8,9.7,0.394,1.4,4.3,0.33,1.1,1.5,0.779,0.7,2.5,3.2,2.6,1.1,0.7,1.2,2.5
146,Tony Parker,SAS,63,25.2,10.1,4.2,9.0,0.466,0.4,1.1,0.333,1.3,1.9,0.726,0.1,1.7,1.8,4.5,0.5,0.0,1.4,1.5
147,Kyle Korver,CLE,67,26.2,10.1,3.6,7.7,0.464,2.4,5.4,0.451,0.6,0.6,0.905,0.1,2.7,2.8,1.6,0.5,0.3,1.0,1.6
148,Yogi Ferrell,DAL,46,26.0,10.0,3.5,8.6,0.406,1.5,3.8,0.386,1.6,1.9,0.831,0.4,2.0,2.4,3.7,0.9,0.2,1.5,2.0
149,Maurice Harkless,POR,77,28.9,10.0,4.1,8.1,0.503,0.9,2.5,0.351,1.0,1.6,0.621,1.6,2.8,4.4,1.1,1.1,0.9,1.1,2.8
