#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
64,Deron Williams,UTA,80,36.9,16.2,6.2,13.5,0.456,1.0,3.2,0.322,2.8,3.7,0.767,0.5,2.8,3.3,9.3,1.0,0.2,3.1,3.2
65,Al Jefferson,BOS,69,33.6,16.0,6.6,12.8,0.514,0.0,0.0,0.0,2.9,4.3,0.681,3.4,7.5,11.0,1.3,0.7,1.5,2.0,3.4
66,Jason Richardson,GSW,51,32.8,16.0,6.0,14.4,0.417,2.2,5.9,0.365,1.8,2.7,0.657,1.4,3.7,5.1,3.4,1.1,0.6,1.6,2.5
67,Lamar Odom,LAL,56,39.3,15.9,5.7,12.2,0.468,1.0,3.3,0.297,3.5,5.1,0.7,1.8,7.9,9.8,4.8,0.9,0.6,2.9,3.3
68,Stephen Jackson,GSW,75,33.0,15.5,5.5,12.6,0.433,1.3,4.1,0.322,3.2,4.0,0.813,0.8,2.1,3.0,3.8,1.1,0.5,2.4,2.7
69,Wally Szczerbiak,BOS,32,28.1,15.0,5.0,12.1,0.415,1.4,3.3,0.415,3.5,3.9,0.897,0.5,2.6,3.1,1.7,0.6,0.1,1.7,2.0
70,Larry Hughes,CLE,70,37.1,14.9,5.4,13.6,0.4,1.1,3.2,0.333,3.0,4.4,0.676,0.6,3.2,3.8,3.7,1.3,0.4,2.2,2.3
71,Ruben Patterson,MIL,81,31.0,14.7,5.9,10.7,0.548,0.0,0.2,0.158,3.0,4.6,0.641,2.3,3.1,5.4,2.9,1.4,0.3,2.5,2.9
72,Raja Bell,PHX,78,37.4,14.7,5.3,12.2,0.432,2.6,6.4,0.413,1.5,1.9,0.776,0.6,2.6,3.2,2.5,0.6,0.3,1.1,3.0
73,Earl Boykins,MIL,66,30.8,14.6,4.9,11.7,0.42,1.4,3.6,0.397,3.3,3.7,0.898,0.7,1.4,2.1,4.4,0.8,0.0,1.8,1.4
74,Kyle Korver,PHI,74,30.9,14.4,5.0,11.4,0.44,1.8,4.1,0.43,2.6,2.8,0.914,0.4,3.1,3.5,1.4,0.8,0.3,1.6,2.5
75,Emeka Okafor,CHA,67,34.8,14.4,5.9,11.0,0.532,0.0,0.0,0.0,2.6,4.4,0.593,3.9,7.4,11.3,1.2,0.9,2.6,1.7,3.1
76,Grant Hill,ORL,65,30.9,14.4,5.3,10.2,0.518,0.0,0.2,0.167,3.8,5.0,0.765,0.8,2.8,3.6,2.1,0.9,0.4,2.2,2.2
77,Tayshaun Prince,DET,82,36.6,14.3,5.6,12.2,0.46,1.0,2.6,0.386,2.1,2.7,0.768,1.8,3.5,5.2,2.8,0.6,0.7,1.2,1.4
78,Andres Nocioni,CHI,53,26.5,14.1,5.2,11.0,0.467,1.5,3.9,0.383,2.3,2.7,0.848,0.8,4.9,5.7,1.1,0.5,0.5,2.0,3.1
79,Raymond Felton,CHA,78,36.3,14.0,5.0,13.1,0.384,1.3,4.0,0.33,2.6,3.3,0.797,0.7,2.8,3.4,7.0,1.5,0.1,2.9,2.3
80,T.J. Ford,TOR,75,29.9,14.0,5.2,12.0,0.436,0.3,0.9,0.304,3.2,3.9,0.819,0.7,2.4,3.1,7.9,1.3,0.1,3.1,2.5
81,Danny Granger,IND,82,34.0,13.9,4.9,10.6,0.459,1.3,3.5,0.382,2.9,3.6,0.803,1.4,3.3,4.6,1.4,0.8,0.7,1.6,3.0
82,Cuttino Mobley,LAC,78,36.4,13.8,5.0,11.3,0.44,1.3,3.2,0.411,2.6,3.1,0.837,0.7,2.8,3.4,2.5,1.2,0.3,1.9,2.4
83,Desmond Mason,NOP,75,34.3,13.7,5.4,12.0,0.452,0.0,0.0,0.0,2.9,4.3,0.663,1.7,2.9,4.6,1.5,0.7,0.3,2.6,2.3
84,Charlie Bell,MIL,82,34.7,13.5,5.2,11.9,0.437,1.5,4.4,0.352,1.6,2.0,0.78,0.7,2.2,2.9,3.0,1.2,0.0,1.3,2.6
85,Chris Wilcox,SEA,82,31.5,13.5,5.3,10.0,0.529,0.0,0.1,0.0,2.9,4.3,0.684,2.2,5.5,7.7,1.0,0.9,0.5,1.5,3.0
86,Andre Miller,PHI,80,37.1,13.4,5.3,11.4,0.466,0.1,0.4,0.143,2.8,3.5,0.784,1.2,3.2,4.4,7.8,1.4,0.1,2.8,2.3
87,Hedo Turkoglu,ORL,73,31.1,13.3,4.7,11.3,0.419,1.5,3.8,0.388,2.3,3.0,0.781,0.8,3.2,4.0,3.2,1.0,0.2,2.0,3.0
88,Rafer Alston,HOU,82,37.1,13.3,4.7,12.4,0.375,2.3,6.5,0.363,1.6,2.2,0.734,0.4,3.1,3.4,5.4,1.6,0.1,2.1,2.4
89,Chucky Atkins,MEM,75,27.5,13.2,4.1,9.5,0.434,1.5,4.1,0.379,3.4,4.1,0.81,0.2,1.6,1.9,4.6,0.7,0.1,1.7,1.8
90,Marvin Williams,ATL,64,34.0,13.1,4.8,11.0,0.433,0.2,0.7,0.244,3.4,4.1,0.815,1.3,4.0,5.3,1.9,0.8,0.5,2.0,3.0
91,Jason Kidd,NJN,80,36.7,13.0,4.6,11.4,0.406,1.6,4.5,0.343,2.2,2.9,0.778,1.7,6.5,8.2,9.2,1.6,0.3,2.7,1.8
92,Josh Childress,ATL,55,36.8,13.0,4.7,9.4,0.504,0.5,1.4,0.338,3.0,3.8,0.795,2.2,3.9,6.2,2.3,1.1,0.7,1.5,2.1
93,J.R. Smith,DEN,63,23.4,13.0,4.5,10.2,0.441,2.4,6.1,0.39,1.6,2.0,0.81,0.5,1.8,2.3,1.4,0.8,0.1,1.3,2.3
94,Jameer Nelson,ORL,77,30.3,13.0,4.9,11.4,0.43,0.8,2.5,0.335,2.4,2.9,0.828,0.6,2.4,3.1,4.3,0.9,0.1,2.4,2.9
95,Quentin Richardson,NYK,49,33.1,13.0,4.7,11.1,0.418,2.0,5.3,0.376,1.7,2.4,0.692,1.3,5.9,7.2,2.2,0.7,0.1,1.4,2.7
96,Jamaal Tinsley,IND,72,31.2,12.8,4.8,12.3,0.389,0.8,2.7,0.316,2.4,3.3,0.72,0.8,2.5,3.3,6.9,1.6,0.3,2.8,2.6
97,Mike Dunleavy,IND,82,31.5,12.8,4.7,10.4,0.452,0.9,2.7,0.313,2.6,3.3,0.784,1.0,4.2,5.3,2.8,1.0,0.3,1.8,2.5
98,Hakim Warrick,MEM,82,26.2,12.7,4.5,8.7,0.524,0.0,0.1,0.0,3.6,4.7,0.771,1.6,3.5,5.1,0.9,0.5,0.4,2.0,2.8
99,Anthony Parker,TOR,73,33.4,12.4,4.5,9.4,0.477,1.6,3.6,0.441,1.8,2.2,0.835,0.8,3.1,3.9,2.1,1.0,0.2,1.0,1.8
100,Rasheed Wallace,DET,75,32.3,12.3,4.8,11.2,0.423,1.4,3.9,0.351,1.4,1.8,0.788,1.2,6.0,7.2,1.7,1.0,1.6,1.3,3.0
101,Mark Blount,MIN,82,31.0,12.3,5.2,10.2,0.509,0.1,0.4,0.29,1.8,2.4,0.754,1.7,4.5,6.2,0.8,0.5,0.7,1.9,2.9
102,Sam Cassell,LAC,58,24.3,12.3,4.5,10.8,0.418,0.6,1.9,0.294,2.8,3.1,0.879,0.5,2.4,2.9,4.7,0.5,0.1,1.7,2.2
103,Andrew Bogut,MIL,66,34.2,12.3,5.3,9.5,0.553,0.0,0.1,0.2,1.7,2.9,0.577,2.5,6.3,8.8,3.0,0.7,0.5,2.3,3.3
104,Delonte West,BOS,69,32.2,12.2,4.4,10.4,0.427,0.9,2.6,0.365,2.4,2.9,0.853,0.5,2.6,3.0,4.4,1.1,0.5,2.0,2.2
105,Maybyner Nene,DEN,64,26.8,12.2,4.6,8.1,0.57,0.0,0.0,0.0,3.0,4.4,0.689,2.3,4.7,7.0,1.2,1.0,0.9,2.0,3.3
106,Zaza Pachulia,ATL,72,28.1,12.2,4.0,8.5,0.474,0.0,0.0,0.0,4.1,5.2,0.786,2.8,4.2,6.9,1.5,1.1,0.5,2.3,3.7
107,Matt Carroll,CHA,72,26.1,12.1,4.0,9.1,0.433,1.5,3.7,0.416,2.6,2.9,0.904,0.5,2.4,2.9,1.3,0.7,0.1,1.0,2.4
108,Ryan Gomes,BOS,73,31.2,12.1,4.6,9.9,0.467,0.2,0.6,0.381,2.6,3.2,0.811,1.7,3.9,5.6,1.6,0.7,0.2,1.4,2.3
109,Jerry Stackhouse,DAL,67,24.1,12.0,4.2,9.8,0.428,0.9,2.4,0.383,2.7,3.2,0.847,0.6,1.6,2.2,2.8,0.8,0.1,1.7,1.2
110,Jarrett Jack,POR,79,33.6,12.0,4.1,8.9,0.454,0.8,2.3,0.35,3.1,3.5,0.871,0.2,2.4,2.6,5.3,1.1,0.1,2.4,2.6
111,Sean May,CHA,35,23.9,11.9,4.7,9.4,0.5,0.1,0.1,0.667,2.5,3.2,0.768,2.1,4.6,6.7,1.9,0.5,0.7,1.6,2.9
112,Zydrunas Ilgauskas,CLE,78,27.3,11.9,4.9,10.2,0.485,0.0,0.0,0.0,2.0,2.5,0.807,3.1,4.6,7.7,1.6,0.6,1.3,1.8,3.3
113,Charlie Villanueva,MIL,39,25.2,11.8,4.6,9.8,0.47,0.7,2.2,0.337,1.9,2.3,0.82,1.6,4.3,5.8,0.9,0.6,0.3,1.4,2.8
114,Adam Morrison,CHA,78,29.8,11.8,4.6,12.1,0.376,1.1,3.3,0.337,1.5,2.2,0.71,0.7,2.3,2.9,2.1,0.4,0.1,1.7,2.3
115,Matt Harpring,UTA,77,25.5,11.6,4.2,8.5,0.491,0.2,0.5,0.333,3.1,4.0,0.767,1.5,3.1,4.6,1.3,0.7,0.1,1.5,3.0
116,Andrea Bargnani,TOR,65,25.1,11.6,4.1,9.6,0.427,1.5,4.1,0.373,1.8,2.2,0.824,0.8,3.1,3.9,0.8,0.5,0.8,1.6,2.8
117,Devin Brown,NOP,58,28.7,11.6,4.0,9.6,0.42,1.4,3.9,0.357,2.1,2.7,0.794,0.9,3.4,4.3,2.6,0.8,0.2,1.6,2.4
118,Tony Allen,BOS,33,24.4,11.5,4.0,7.8,0.514,0.2,1.0,0.242,3.2,4.1,0.784,1.1,2.7,3.8,1.7,1.5,0.4,2.3,2.6
119,Luke Walton,LAL,60,33.0,11.4,4.4,9.3,0.474,0.8,2.1,0.387,1.8,2.4,0.745,1.5,3.6,5.0,4.3,1.0,0.4,2.0,2.0
120,Tyronn Lue,ATL,56,26.6,11.4,3.9,9.4,0.416,1.0,2.9,0.348,2.6,2.9,0.883,0.3,1.5,1.9,3.6,0.4,0.0,1.5,1.8
121,Willie Green,PHI,74,24.9,11.3,4.8,11.7,0.411,0.7,2.1,0.325,1.0,1.5,0.667,0.6,1.6,2.1,1.5,0.8,0.1,1.4,1.9
122,Steve Francis,NYK,44,28.1,11.3,3.2,7.8,0.408,1.0,2.5,0.378,4.0,4.8,0.829,0.8,2.8,3.6,3.9,0.9,0.3,2.3,2.9
123,DeShawn Stevenson,WAS,82,29.5,11.2,4.2,9.2,0.461,0.9,2.2,0.404,1.9,2.6,0.704,0.7,2.0,2.6,2.7,0.8,0.2,1.5,1.9
124,Marcus Camby,DEN,70,33.8,11.2,4.5,9.4,0.473,0.0,0.0,0.0,2.3,3.2,0.729,2.3,9.3,11.7,3.2,1.2,3.3,1.7,2.6
125,Chris Webber,DET,61,29.8,11.2,4.7,10.5,0.452,0.1,0.2,0.364,1.7,2.6,0.638,2.0,5.1,7.2,3.1,1.0,0.7,1.8,2.3
126,Mickael Pietrus,GSW,72,26.9,11.1,4.0,8.1,0.488,1.3,3.3,0.388,1.9,2.9,0.648,1.1,3.4,4.5,0.9,0.7,0.8,1.5,3.1
127,Drew Gooden,CLE,80,28.0,11.1,4.6,9.8,0.473,0.0,0.1,0.167,1.8,2.5,0.714,3.3,5.2,8.5,1.1,0.9,0.4,1.4,2.6
128,Smush Parker,LAL,82,30.0,11.1,4.2,9.6,0.436,1.3,3.7,0.365,1.4,2.1,0.646,0.5,2.0,2.5,2.8,1.5,0.1,1.9,2.6
129,Tim Thomas,LAC,76,27.0,11.0,3.9,9.5,0.414,1.8,4.7,0.382,1.3,1.9,0.708,0.8,4.1,5.0,2.3,0.7,0.4,1.4,3.0
130,Luke Ridnour,SEA,71,29.5,11.0,4.2,9.8,0.433,0.7,2.0,0.353,1.8,2.2,0.805,0.4,1.9,2.3,5.2,1.2,0.3,2.2,2.5
131,Luther Head,HOU,80,27.6,10.9,3.8,8.8,0.437,2.2,5.0,0.441,1.0,1.3,0.79,0.4,2.8,3.2,2.4,1.0,0.1,1.7,1.7
132,Jason Kapono,MIA,67,26.4,10.9,4.1,8.4,0.494,1.6,3.1,0.514,1.0,1.1,0.892,0.4,2.3,2.7,1.2,0.6,0.0,1.0,2.0
133,Jason Williams,MIA,61,30.6,10.9,3.9,9.3,0.413,1.6,4.8,0.339,1.5,1.7,0.913,0.3,2.0,2.3,5.3,1.0,0.0,1.6,1.1
134,Rudy Gay,MEM,78,27.0,10.8,4.1,9.7,0.422,0.7,1.8,0.364,1.9,2.7,0.727,1.2,3.3,4.5,1.3,0.9,0.9,1.8,2.5
135,Samuel Dalembert,PHI,82,30.9,10.7,4.3,8.0,0.541,0.0,0.0,0.0,2.0,2.7,0.746,2.9,6.0,8.9,0.8,0.6,1.9,2.0,3.5
136,David Lee,NYK,58,29.8,10.7,4.1,6.9,0.6,0.0,0.0,0.0,2.4,3.0,0.815,3.4,7.0,10.4,1.8,0.8,0.4,1.6,2.7
137,Udonis Haslem,MIA,79,31.4,10.7,4.5,9.1,0.492,0.0,0.1,0.0,1.7,2.6,0.68,2.4,5.9,8.3,1.2,0.6,0.3,1.4,3.0
138,Bobby Jackson,NOP,56,23.7,10.6,3.6,9.3,0.394,1.0,2.9,0.327,2.3,3.0,0.774,0.8,2.4,3.2,2.5,0.9,0.1,1.4,1.8
139,Gerald Green,BOS,81,22.0,10.4,3.8,9.1,0.419,1.2,3.2,0.368,1.6,2.0,0.805,0.8,1.7,2.6,1.0,0.5,0.3,1.5,2.4
140,Troy Murphy,IND,68,27.2,10.3,3.9,8.5,0.458,0.9,2.2,0.395,1.6,2.1,0.745,1.5,4.6,6.1,1.9,0.7,0.6,1.1,2.9
141,Devin Harris,DAL,80,26.0,10.2,3.7,7.4,0.492,0.2,0.6,0.28,2.7,3.3,0.824,0.6,1.9,2.5,3.7,1.2,0.3,1.8,3.0
142,Randy Foye,MIN,82,22.9,10.1,3.7,8.4,0.434,0.8,2.3,0.368,2.0,2.3,0.854,0.6,2.1,2.7,2.8,0.6,0.3,1.9,2.2
143,Shane Battier,HOU,82,36.4,10.1,3.6,8.0,0.446,1.9,4.5,0.421,1.1,1.4,0.779,0.8,3.3,4.1,2.1,1.0,0.7,0.9,2.3
144,Rasual Butler,NOP,81,27.4,10.1,3.9,9.7,0.398,1.7,4.5,0.369,0.7,1.1,0.644,0.5,2.6,3.2,0.8,0.5,0.7,0.8,1.8
145,Mike James,MIN,82,25.2,10.1,3.6,8.6,0.422,1.0,2.6,0.372,1.9,2.2,0.837,0.3,1.7,2.0,3.6,0.7,0.1,1.6,2.1
146,Nate Robinson,NYK,64,21.2,10.1,3.5,8.2,0.434,1.3,3.3,0.39,1.7,2.2,0.777,0.9,1.5,2.4,1.4,0.8,0.1,1.1,2.5
147,Derek Fisher,UTA,82,27.9,10.1,3.1,8.2,0.382,0.6,1.9,0.308,3.2,3.7,0.853,0.4,1.5,1.8,3.3,1.0,0.1,1.5,2.9
148,Chris Kaman,LAC,75,29.0,10.1,3.9,8.7,0.451,0.0,0.0,0.0,2.2,3.0,0.741,2.1,5.7,7.8,1.1,0.5,1.5,2.0,3.3
149,Shareef Abdur-Rahim,SAC,80,25.2,9.9,3.9,8.2,0.474,0.0,0.3,0.15,2.1,2.9,0.726,1.5,3.5,5.0,1.4,0.7,0.5,1.5,3.0
