#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
1,Tracy McGrady,ORL,75,39.4,32.1,11.1,24.2,0.457,2.3,6.0,0.386,7.7,9.7,0.793,1.6,4.9,6.5,5.5,1.7,0.8,2.6,2.1
2,Kobe Bryant,LAL,82,41.5,30.0,10.6,23.5,0.451,1.5,4.0,0.383,7.3,8.7,0.843,1.3,5.6,6.9,5.9,2.2,0.8,3.5,2.7
3,Allen Iverson,PHI,82,42.5,27.6,9.8,23.7,0.414,1.0,3.7,0.277,7.0,9.0,0.774,0.8,3.4,4.2,5.5,2.7,0.2,3.5,1.8
4,Shaquille O'Neal,LAL,67,37.8,27.5,10.4,18.1,0.574,0.0,0.0,0.0,6.7,10.8,0.622,3.9,7.2,11.1,3.1,0.6,2.4,2.9,3.4
5,Paul Pierce,BOS,79,39.2,25.9,8.4,20.2,0.416,1.5,4.9,0.302,7.6,9.5,0.802,1.3,6.0,7.3,4.4,1.8,0.8,3.6,2.9
6,Dirk Nowitzki,DAL,80,39.0,25.1,8.6,18.6,0.463,1.9,4.9,0.379,6.0,6.9,0.881,1.0,8.9,9.9,3.0,1.4,1.0,1.9,2.6
7,Tim Duncan,SAS,81,39.3,23.3,8.8,17.2,0.513,0.1,0.3,0.273,5.6,7.8,0.71,3.2,9.7,12.9,3.9,0.7,2.9,3.1,2.9
8,Chris Webber,SAC,67,39.1,23.0,9.9,21.4,0.461,0.1,0.3,0.238,3.2,5.3,0.607,2.4,8.1,10.5,5.4,1.6,1.3,3.2,3.0
9,Kevin Garnett,MIN,82,40.5,23.0,9.1,18.1,0.502,0.2,0.9,0.282,4.6,6.1,0.751,3.0,10.5,13.4,6.0,1.4,1.6,2.8,2.4
10,Ray Allen,SEA,76,37.9,22.5,7.9,17.9,0.439,2.6,7.0,0.377,4.2,4.5,0.916,1.2,3.8,5.0,4.4,1.4,0.2,2.6,2.9
11,Allan Houston,NYK,82,37.9,22.5,8.0,17.9,0.445,2.2,5.5,0.396,4.4,4.8,0.919,0.3,2.5,2.8,2.7,0.7,0.1,2.2,2.3
12,Stephon Marbury,PHX,81,40.0,22.3,8.3,18.9,0.439,1.1,3.7,0.301,4.6,5.8,0.803,0.7,2.6,3.2,8.1,1.3,0.2,3.2,2.5
13,Antawn Jamison,GSW,82,39.3,22.2,8.4,17.9,0.47,0.8,2.5,0.311,4.6,5.8,0.789,2.4,4.7,7.0,1.9,0.9,0.5,2.2,2.4
14,Jalen Rose,CHI,82,40.9,22.1,7.8,19.3,0.406,1.6,4.4,0.37,4.9,5.7,0.854,0.8,3.5,4.3,4.8,0.9,0.3,3.5,3.3
15,Jamal Mashburn,NOP,82,40.5,21.6,8.2,19.3,0.422,1.5,3.7,0.389,3.8,4.5,0.848,0.8,5.3,6.1,5.6,1.0,0.2,2.8,2.4
16,Jerry Stackhouse,WAS,70,39.3,21.5,7.0,17.2,0.409,1.0,3.5,0.29,6.5,7.4,0.878,0.9,2.8,3.7,4.5,0.9,0.4,2.8,1.9
