#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
13,Yao Ming,HOU,55,37.2,22.0,7.9,15.5,0.507,0.0,0.0,0.0,6.3,7.4,0.85,3.1,7.7,10.8,2.3,0.5,2.0,3.3,3.1
14,Baron Davis,GSW,82,39.0,21.8,7.9,18.6,0.426,2.1,6.4,0.33,3.9,5.2,0.75,1.2,3.5,4.7,7.6,2.3,0.5,2.8,3.0
15,Jason Richardson,CHA,82,38.4,21.8,7.9,17.9,0.441,3.0,7.3,0.406,3.0,4.0,0.752,1.0,4.4,5.4,3.1,1.4,0.7,2.0,2.9
16,Joe Johnson,ATL,82,40.8,21.7,7.9,18.3,0.432,2.1,5.4,0.381,3.9,4.6,0.834,1.0,3.5,4.5,5.8,1.0,0.2,2.7,2.0
17,Tracy McGrady,HOU,66,37.0,21.6,8.3,19.8,0.419,1.3,4.5,0.292,3.7,5.4,0.684,0.6,4.5,5.1,5.9,1.0,0.5,2.4,1.4
18,Antawn Jamison,WAS,79,38.7,21.4,7.8,17.9,0.436,1.5,4.5,0.339,4.2,5.5,0.76,2.7,7.5,10.2,1.5,1.3,0.4,1.4,2.5
19,Vince Carter,NJN,76,38.9,21.3,7.7,16.9,0.456,1.3,3.6,0.359,4.6,5.6,0.816,1.5,4.5,6.0,5.1,1.2,0.4,2.4,3.2
20,Carlos Boozer,UTA,81,34.9,21.1,8.8,16.0,0.547,0.0,0.0,0.0,3.6,4.9,0.738,2.4,8.0,10.4,2.9,1.2,0.5,2.6,3.6
21,Chris Paul,NOP,80,37.6,21.1,7.9,16.1,0.488,1.2,3.1,0.369,4.2,4.9,0.851,0.8,3.2,4.0,11.6,2.7,0.1,2.5,2.3
22,Al Jefferson,MIN,82,35.6,21.0,8.8,17.6,0.5,0.0,0.1,0.0,3.5,4.8,0.721,3.8,7.4,11.1,1.4,0.9,1.5,2.0,2.7
23,Dwight Howard,ORL,82,37.7,20.7,7.1,11.9,0.599,0.0,0.0,0.0,6.5,10.9,0.59,3.4,10.8,14.2,1.3,0.9,2.1,3.2,3.3
24,David West,NOP,76,37.8,20.6,8.3,17.2,0.482,0.1,0.3,0.24,3.9,4.6,0.85,2.4,6.5,8.9,2.3,0.8,1.3,2.2,2.7
25,Jamal Crawford,NYK,80,39.9,20.6,7.1,17.4,0.41,2.2,6.2,0.356,4.1,4.8,0.864,0.5,2.1,2.6,5.0,1.0,0.2,2.4,1.8
26,Metta World Peace,SAC,57,38.1,20.5,7.6,16.9,0.453,1.5,3.9,0.38,3.7,5.2,0.719,1.8,4.0,5.8,3.5,2.3,0.7,2.6,2.8
27,Caron Butler,WAS,58,39.9,20.3,7.6,16.3,0.466,1.1,3.2,0.357,4.1,4.5,0.901,1.6,5.1,6.7,4.9,2.2,0.3,2.6,2.8
28,Kevin Durant,SEA,80,34.6,20.3,7.3,17.1,0.43,0.7,2.6,0.288,4.9,5.6,0.873,0.9,3.5,4.4,2.4,1.0,0.9,2.9,1.5
29,Monta Ellis,GSW,81,37.9,20.2,8.0,15.1,0.531,0.1,0.6,0.231,4.0,5.1,0.767,1.6,3.3,5.0,3.9,1.5,0.3,2.1,2.4
30,Rudy Gay,MEM,81,37.0,20.1,7.7,16.7,0.461,1.7,4.8,0.346,3.1,3.9,0.785,1.7,4.4,6.2,2.0,1.4,1.0,2.3,2.8
31,Stephen Jackson,GSW,73,39.1,20.1,6.7,16.5,0.405,2.5,6.9,0.363,4.2,5.1,0.832,0.9,3.4,4.4,4.1,1.3,0.4,2.7,2.3
32,Josh Howard,DAL,76,36.3,19.9,7.5,16.4,0.455,0.9,2.8,0.319,4.1,5.1,0.813,1.6,5.4,7.0,2.2,0.8,0.4,1.5,2.7
33,Andre Iguodala,PHI,82,39.5,19.9,7.1,15.6,0.456,1.2,3.7,0.329,4.5,6.2,0.721,1.0,4.4,5.4,4.8,2.1,0.6,2.6,2.3
34,Paul Pierce,BOS,80,35.9,19.6,6.4,13.7,0.464,1.8,4.6,0.392,5.1,6.1,0.843,0.7,4.5,5.1,4.5,1.3,0.5,2.8,2.5
35,Danny Granger,IND,80,35.9,19.6,6.7,15.1,0.446,2.1,5.3,0.404,4.0,4.7,0.852,1.2,4.9,6.1,2.1,1.2,1.1,2.1,3.6
36,Hedo Turkoglu,ORL,82,36.9,19.5,6.8,14.9,0.456,2.0,5.1,0.4,4.0,4.8,0.829,1.0,4.7,5.7,5.0,0.9,0.3,3.0,3.0
37,Manu Ginobili,SAS,74,31.1,19.5,6.1,13.3,0.46,2.1,5.3,0.401,5.1,6.0,0.86,0.9,3.9,4.8,4.5,1.5,0.4,2.7,2.3
38,Gilbert Arenas,WAS,13,32.7,19.4,6.0,15.1,0.398,1.7,6.0,0.282,5.7,7.4,0.771,0.5,3.5,3.9,5.1,1.8,0.1,3.8,2.3
39,Gerald Wallace,CHA,62,38.3,19.4,6.6,14.6,0.449,1.1,3.6,0.321,5.0,6.9,0.731,0.9,5.1,6.0,3.5,2.1,0.9,2.9,3.0
40,Tim Duncan,SAS,78,34.0,19.3,7.5,15.1,0.497,0.0,0.1,0.0,4.3,5.9,0.73,3.0,8.3,11.3,2.8,0.7,1.9,2.3,2.4
41,Brandon Roy,POR,74,37.7,19.1,7.2,15.8,0.454,1.0,2.9,0.34,3.8,5.0,0.753,1.1,3.6,4.7,5.8,1.1,0.2,1.8,2.0
42,Mike Dunleavy,IND,82,36.0,19.1,6.5,13.6,0.476,2.0,4.7,0.424,4.1,4.9,0.834,0.7,4.5,5.2,3.5,1.0,0.4,2.3,2.5
43,Pau Gasol,LAL,66,35.6,18.9,7.2,13.5,0.534,0.1,0.2,0.25,4.4,5.5,0.807,2.3,6.0,8.4,3.2,0.5,1.5,1.9,2.1
44,Deron Williams,UTA,82,37.3,18.8,6.9,13.6,0.507,1.0,2.6,0.395,4.0,5.0,0.803,0.4,2.5,3.0,10.5,1.1,0.3,3.4,2.4
45,Kevin Garnett,BOS,71,32.8,18.8,7.5,13.9,0.539,0.0,0.2,0.0,3.8,4.7,0.801,1.9,7.3,9.2,3.4,1.4,1.3,1.9,2.3
46,Tony Parker,SAS,69,33.5,18.8,7.5,15.1,0.494,0.2,1.0,0.258,3.6,5.0,0.715,0.4,2.8,3.2,6.0,0.8,0.1,2.4,1.3
47,Ben Gordon,CHI,72,31.8,18.6,6.4,14.8,0.434,2.0,4.8,0.41,3.7,4.1,0.908,0.6,2.5,3.1,3.0,0.8,0.1,2.1,2.4
48,Rashard Lewis,ORL,81,38.0,18.2,6.4,14.0,0.455,2.8,6.8,0.409,2.7,3.2,0.838,1.2,4.2,5.4,2.4,1.2,0.5,1.7,2.6
49,LaMarcus Aldridge,POR,76,34.9,17.8,7.4,15.3,0.484,0.0,0.1,0.143,3.0,3.9,0.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2
50,Zach Randolph,NYK,69,32.5,17.6,7.0,15.3,0.459,0.3,1.2,0.275,3.2,4.2,0.772,2.7,7.6,10.3,2.0,0.9,0.2,2.7,2.8
51,Elton Brand,LAC,8,34.2,17.6,6.5,14.3,0.456,0.0,0.0,0.0,4.6,5.9,0.787,2.6,5.4,8.0,2.0,0.4,1.9,2.1,2.6
52,Ray Allen,BOS,73,35.9,17.4,6.0,13.5,0.445,2.5,6.2,0.398,2.9,3.2,0.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0
53,Richard Hamilton,DET,72,33.7,17.3,6.9,14.3,0.484,0.9,2.0,0.44,2.6,3.1,0.833,1.0,2.2,3.3,4.2,1.0,0.1,1.8,2.4
54,Mo Williams,MIL,66,36.5,17.2,6.7,13.9,0.48,1.3,3.5,0.385,2.5,2.9,0.856,0.6,2.9,3.5,6.3,1.2,0.2,2.8,2.8
55,Josh Smith,ATL,81,35.5,17.2,6.4,14.0,0.457,0.3,1.2,0.253,4.1,5.8,0.71,2.0,6.2,8.2,3.4,1.5,2.8,3.0,3.3
56,Andre Miller,PHI,82,36.8,17.0,6.9,14.1,0.492,0.0,0.4,0.088,3.1,4.1,0.772,1.2,2.8,4.0,6.9,1.3,0.1,2.5,2.2
57,Luol Deng,CHI,63,33.8,17.0,6.8,14.2,0.479,0.1,0.3,0.364,3.2,4.2,0.77,2.2,4.1,6.3,2.5,0.9,0.5,1.9,1.9
58,Chauncey Billups,DET,78,32.3,17.0,5.0,11.2,0.448,1.8,4.4,0.401,5.1,5.6,0.918,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7
59,Steve Nash,PHX,81,34.3,16.9,6.0,11.9,0.504,2.2,4.7,0.47,2.7,3.0,0.906,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4
60,Peja Stojakovic,NOP,77,35.2,16.4,5.9,13.3,0.44,3.0,6.8,0.441,1.7,1.8,0.929,0.8,3.5,4.3,1.2,0.7,0.1,0.8,1.6
61,Mike Miller,MEM,70,35.3,16.4,5.9,11.8,0.502,2.2,5.1,0.432,2.3,3.0,0.774,0.7,5.9,6.7,3.4,0.5,0.2,2.6,2.1
62,Chris Kaman,LAC,56,37.2,15.7,6.0,12.5,0.483,0.0,0.1,0.0,3.6,4.7,0.762,3.1,9.6,12.7,1.9,0.6,2.8,2.9,3.2
63,Leandro Barbosa,PHX,82,29.5,15.6,5.8,12.5,0.462,2.0,5.1,0.389,2.1,2.6,0.822,0.5,2.3,2.8,2.6,0.9,0.2,1.4,2.4
64,Jason Terry,DAL,82,31.4,15.5,5.7,12.3,0.467,1.7,4.4,0.375,2.3,2.7,0.857,0.4,2.2,2.5,3.2,1.1,0.2,1.1,2.1
65,Shawn Marion,MIA,63,36.7,15.4,6.3,12.5,0.508,1.0,3.1,0.333,1.7,2.4,0.707,2.2,8.0,10.2,2.2,2.0,1.3,1.4,2.4
66,Rashad McCants,MIN,75,26.9,14.9,5.7,12.6,0.453,1.9,4.7,0.407,1.5,2.1,0.748,0.7,2.1,2.7,2.2,0.9,0.2,2.3,3.1
67,Marvin Williams,ATL,80,34.6,14.8,5.3,11.5,0.462,0.0,0.1,0.1,4.2,5.1,0.822,1.5,4.2,5.7,1.7,1.0,0.4,1.6,2.8
68,Devin Harris,NJN,64,31.6,14.8,5.0,10.8,0.463,0.9,2.6,0.335,3.9,4.7,0.824,0.4,2.3,2.7,5.8,1.4,0.2,2.5,3.0
69,Mehmet Okur,UTA,72,33.2,14.5,5.2,11.7,0.445,1.6,4.1,0.388,2.6,3.2,0.804,1.8,5.9,7.7,2.0,0.8,0.4,1.4,3.3
70,Raymond Felton,CHA,79,37.6,14.4,5.2,12.6,0.413,0.7,2.5,0.28,3.3,4.1,0.8,0.5,2.5,3.0,7.4,1.2,0.2,2.7,2.3
71,Andrew Bogut,MIL,78,34.9,14.3,6.0,11.7,0.511,0.0,0.1,0.0,2.4,4.1,0.587,3.1,6.6,9.8,2.6,0.8,1.7,2.2,3.3
72,Lamar Odom,LAL,77,37.9,14.2,5.4,10.3,0.525,0.4,1.5,0.274,3.0,4.3,0.698,2.6,8.1,10.6,3.5,1.0,0.9,2.0,2.9
73,Zydrunas Ilgauskas,CLE,73,30.4,14.1,5.7,12.0,0.474,0.0,0.0,0.0,2.7,3.3,0.802,3.6,5.7,9.3,1.4,0.5,1.6,1.8,3.4
74,Mike Bibby,ATL,48,32.8,13.9,5.2,12.6,0.411,1.9,5.2,0.375,1.6,2.1,0.78,0.3,3.0,3.3,6.0,1.1,0.1,2.5,2.0
75,Stephon Marbury,NYK,24,33.5,13.9,4.6,11.0,0.419,1.2,3.1,0.378,3.5,4.8,0.716,0.7,1.8,2.5,4.7,0.9,0.1,2.0,2.4
76,Emeka Okafor,CHA,82,33.1,13.8,5.6,10.5,0.535,0.0,0.0,0.0,2.6,4.6,0.57,3.1,7.6,10.7,0.9,0.8,1.7,2.0,2.9
77,Ricky Davis,MIA,82,36.1,13.8,5.1,11.8,0.433,1.6,4.1,0.405,1.9,2.4,0.787,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3
78,Shaquille O'Neal,PHX,61,28.7,13.6,5.4,9.1,0.593,0.0,0.0,0.0,2.8,5.5,0.503,2.7,6.4,9.1,1.5,0.5,1.4,3.0,3.7
79,Al Harrington,GSW,81,27.0,13.6,5.0,11.4,0.434,1.9,5.0,0.375,1.8,2.3,0.774,1.3,4.1,5.4,1.6,0.9,0.2,1.1,3.3
80,Jermaine O'Neal,IND,42,28.7,13.6,5.4,12.2,0.439,0.0,0.1,0.0,2.9,3.9,0.742,2.0,4.8,6.7,2.2,0.5,2.1,2.5,3.1
81,Brad Miller,SAC,72,34.9,13.4,4.7,10.1,0.463,0.4,1.3,0.311,3.6,4.3,0.848,2.3,7.1,9.5,3.7,1.0,1.0,2.3,3.4
82,Chris Wilcox,SEA,62,28.0,13.4,5.4,10.3,0.524,0.0,0.0,0.0,2.6,4.0,0.645,2.0,5.0,7.0,1.2,0.7,0.6,1.7,2.8
83,Travis Outlaw,POR,82,26.7,13.3,5.1,11.8,0.433,0.5,1.2,0.396,2.7,3.6,0.741,1.2,3.4,4.6,1.3,0.7,0.8,1.3,2.1
84,Eddy Curry,NYK,59,25.9,13.2,5.0,9.2,0.546,0.0,0.0,0.0,3.2,5.1,0.623,1.9,2.8,4.7,0.5,0.2,0.5,2.1,2.7
85,Tayshaun Prince,DET,82,32.9,13.2,5.1,11.5,0.448,0.6,1.8,0.363,2.3,2.9,0.768,1.3,3.5,4.9,3.3,0.5,0.4,1.1,1.1
86,Andres Nocioni,CHI,82,24.6,13.2,4.6,10.7,0.432,1.5,4.2,0.364,2.4,3.0,0.807,0.6,3.6,4.2,1.2,0.3,0.5,1.6,3.0
87,Andrew Bynum,LAL,35,28.8,13.1,5.4,8.5,0.636,0.0,0.0,0.0,2.3,3.4,0.695,3.0,7.2,10.2,1.7,0.3,2.1,1.5,2.8
88,Grant Hill,PHX,70,31.7,13.1,5.1,10.2,0.503,0.5,1.5,0.317,2.4,2.8,0.867,1.1,4.0,5.0,2.9,0.9,0.8,1.4,2.2
89,Rafer Alston,HOU,74,34.1,13.1,4.9,12.5,0.394,1.9,5.5,0.351,1.3,1.9,0.715,0.4,3.1,3.5,5.3,1.3,0.2,2.2,1.9
90,Randy Foye,MIN,39,32.3,13.1,5.1,11.8,0.429,1.6,3.8,0.412,1.4,1.7,0.815,0.3,2.9,3.3,4.2,0.9,0.1,2.0,2.6
91,Beno Udrih,SAC,65,32.0,12.8,5.0,10.9,0.463,0.8,2.1,0.387,1.9,2.3,0.85,0.5,2.8,3.3,4.3,0.9,0.2,2.3,2.1
92,Cuttino Mobley,LAC,77,35.1,12.8,4.9,11.3,0.433,0.9,2.5,0.349,2.1,2.6,0.819,0.6,2.9,3.6,2.6,1.0,0.4,1.6,2.0
93,Al Thornton,LAC,79,27.3,12.7,4.7,11.0,0.429,0.5,1.6,0.331,2.7,3.6,0.743,1.2,3.3,4.5,1.2,0.6,0.5,1.6,2.5
94,Rasheed Wallace,DET,77,30.5,12.7,4.9,11.3,0.432,1.5,4.1,0.356,1.5,1.9,0.767,1.1,5.5,6.6,1.8,1.2,1.7,1.1,2.8
95,Nate Robinson,NYK,72,26.2,12.7,4.6,10.9,0.423,1.3,4.1,0.332,2.1,2.7,0.786,0.7,2.4,3.1,2.9,0.8,0.0,1.4,2.6
96,Ryan Gomes,MIN,82,29.7,12.6,4.8,10.5,0.457,0.7,2.2,0.33,2.3,2.8,0.83,1.6,4.2,5.8,1.8,0.8,0.1,1.2,1.9
97,John Salmons,SAC,81,31.1,12.5,4.7,9.9,0.477,0.5,1.5,0.325,2.6,3.2,0.823,0.9,3.4,4.3,2.6,1.1,0.4,2.1,2.1
98,Anthony Parker,TOR,82,32.1,12.5,4.8,10.1,0.476,1.6,3.7,0.438,1.2,1.5,0.816,0.6,3.5,4.1,2.2,1.0,0.2,1.1,1.9
99,Willie Green,PHI,74,26.6,12.4,5.1,11.8,0.436,0.7,2.4,0.285,1.5,2.0,0.757,0.4,2.0,2.5,2.0,0.7,0.3,1.5,1.6
100,Tim Thomas,LAC,63,30.8,12.4,4.6,11.2,0.413,1.3,4.3,0.306,1.8,2.4,0.752,1.0,4.1,5.1,2.7,0.6,0.5,1.6,3.0
101,Kenyon Martin,DEN,71,30.4,12.4,5.3,9.8,0.538,0.0,0.2,0.182,1.7,3.0,0.58,1.5,5.0,6.5,1.3,1.2,1.2,1.3,3.3
102,Francisco Garcia,SAC,79,26.5,12.3,4.4,9.5,0.463,1.4,3.7,0.391,2.1,2.6,0.779,0.7,2.7,3.3,1.6,1.2,0.6,1.6,2.9
103,J.R. Smith,DEN,74,19.2,12.3,4.2,9.1,0.461,2.1,5.3,0.403,1.7,2.4,0.719,0.6,1.5,2.1,1.7,0.8,0.2,1.5,1.9
104,Troy Murphy,IND,75,28.1,12.2,4.2,9.2,0.455,1.3,3.1,0.398,2.6,3.2,0.797,1.4,5.8,7.2,2.2,0.7,0.4,1.3,2.9
105,Larry Hughes,CHI,68,29.7,12.2,4.5,11.8,0.381,1.0,2.9,0.345,2.2,2.8,0.798,0.6,2.8,3.4,2.7,1.5,0.3,1.7,2.0
106,T.J. Ford,TOR,51,23.5,12.1,4.8,10.3,0.469,0.3,1.0,0.294,2.2,2.5,0.88,0.5,1.5,2.0,6.1,1.1,0.0,2.0,1.8
107,Ronnie Brewer,UTA,76,27.5,12.0,4.7,8.3,0.558,0.1,0.7,0.22,2.6,3.4,0.759,1.3,1.6,2.9,1.8,1.7,0.3,0.9,1.4
108,Udonis Haslem,MIA,49,36.8,12.0,4.8,10.3,0.467,0.0,0.0,0.0,2.3,2.9,0.81,2.2,6.9,9.0,1.4,0.8,0.4,1.4,3.0
109,Drew Gooden,CHI,69,30.7,12.0,4.8,10.7,0.449,0.0,0.1,0.0,2.3,3.1,0.753,2.5,6.0,8.6,1.2,0.7,0.8,1.8,2.9
110,Jamaal Tinsley,IND,39,33.2,11.9,4.5,11.9,0.38,1.0,3.6,0.284,1.8,2.6,0.72,0.6,3.0,3.6,8.4,1.7,0.3,3.3,2.5
111,Raja Bell,PHX,75,35.3,11.9,4.2,10.0,0.421,2.3,5.9,0.401,1.1,1.2,0.868,0.6,3.0,3.7,2.2,0.7,0.4,0.9,2.9
112,Josh Childress,ATL,76,29.9,11.8,4.3,7.5,0.571,0.3,0.8,0.367,2.9,3.6,0.807,2.3,2.6,4.9,1.5,0.9,0.6,1.3,1.7
113,Tyson Chandler,NOP,79,35.2,11.8,4.8,7.7,0.623,0.0,0.0,0.0,2.2,3.7,0.593,4.1,7.7,11.7,1.0,0.6,1.1,1.7,3.1
114,Derek Fisher,LAL,82,27.4,11.7,4.1,9.5,0.436,1.4,3.4,0.406,2.0,2.3,0.883,0.3,1.8,2.1,2.9,1.0,0.0,1.1,2.3
115,Charlie Villanueva,MIL,76,24.1,11.7,4.7,10.7,0.435,0.7,2.4,0.297,1.6,2.1,0.783,1.9,4.2,6.1,1.0,0.4,0.5,1.4,2.3
116,Lou Williams,PHI,80,23.3,11.5,4.0,9.4,0.424,0.7,1.9,0.359,2.8,3.6,0.783,0.5,1.6,2.1,3.2,1.0,0.2,1.6,1.6
117,Kirk Hinrich,CHI,75,31.7,11.5,4.4,10.6,0.414,1.1,3.2,0.35,1.6,1.9,0.831,0.4,2.9,3.3,6.0,1.2,0.3,2.1,3.0
118,Wally Szczerbiak,CLE,75,23.2,11.5,4.1,9.6,0.431,1.2,2.9,0.413,2.0,2.3,0.851,0.5,2.4,2.9,1.4,0.3,0.2,1.0,1.4
119,Hakim Warrick,MEM,75,23.4,11.4,4.4,8.7,0.502,0.2,0.6,0.271,2.4,3.5,0.704,1.6,3.1,4.7,0.7,0.5,0.4,1.1,2.1
120,Jose Calderon,TOR,82,30.3,11.2,4.5,8.6,0.519,1.0,2.2,0.429,1.3,1.5,0.908,0.4,2.5,2.9,8.3,1.1,0.1,1.5,1.6
121,Sam Cassell,BOS,55,23.2,11.2,4.2,9.7,0.438,0.4,1.4,0.303,2.3,2.6,0.882,0.3,2.2,2.5,3.9,0.7,0.1,1.8,1.8
122,DeShawn Stevenson,WAS,82,31.3,11.2,3.7,9.5,0.386,1.9,5.0,0.383,1.9,2.4,0.797,0.5,2.4,2.9,3.1,0.8,0.2,1.2,1.3
123,Linas Kleiza,DEN,79,23.9,11.1,3.9,8.3,0.472,1.2,3.5,0.339,2.1,2.7,0.77,1.2,3.1,4.2,1.2,0.6,0.2,1.1,2.3
124,Andrei Kirilenko,UTA,72,30.8,11.0,3.8,7.6,0.506,0.6,1.6,0.379,2.8,3.6,0.77,1.7,3.0,4.7,4.0,1.2,1.5,1.9,2.3
125,Jameer Nelson,ORL,69,28.4,10.9,4.1,8.7,0.469,0.9,2.2,0.416,1.8,2.2,0.828,0.4,3.1,3.5,5.6,0.9,0.1,2.0,2.4
126,Juan Carlos Navarro,MEM,82,25.8,10.9,3.8,9.3,0.402,1.9,5.3,0.361,1.5,1.8,0.849,0.4,2.1,2.6,2.2,0.6,0.0,1.6,1.1
127,David Lee,NYK,81,29.1,10.8,4.2,7.6,0.552,0.0,0.0,0.0,2.4,2.9,0.819,3.0,6.0,8.9,1.2,0.7,0.4,1.2,2.6
128,Jason Kidd,DAL,80,36.3,10.8,3.8,9.9,0.385,1.5,3.9,0.381,1.7,2.1,0.818,1.2,6.3,7.5,10.1,1.7,0.3,3.3,2.1
129,Earl Watson,SEA,78,29.1,10.7,4.3,9.6,0.454,0.6,1.7,0.371,1.4,1.9,0.766,0.6,2.3,2.9,6.8,0.9,0.1,2.2,2.0
130,Jerry Stackhouse,DAL,58,24.4,10.7,3.7,9.1,0.405,1.0,3.2,0.326,2.3,2.6,0.892,0.6,1.7,2.3,2.5,0.5,0.2,1.5,1.4
131,Martell Webster,POR,75,28.4,10.7,3.7,8.7,0.422,1.6,4.2,0.388,1.6,2.2,0.735,0.7,3.2,3.9,1.2,0.6,0.4,1.1,2.1
132,Brendan Haywood,WAS,80,27.8,10.6,4.0,7.5,0.528,0.0,0.0,0.0,2.7,3.7,0.735,3.4,3.8,7.2,0.9,0.4,1.7,1.4,2.7
133,Rajon Rondo,BOS,77,29.9,10.6,4.6,9.3,0.492,0.1,0.2,0.263,1.4,2.3,0.611,1.0,3.2,4.2,5.1,1.7,0.2,1.9,2.4
134,Samuel Dalembert,PHI,82,33.2,10.5,4.1,8.1,0.513,0.0,0.0,0.0,2.3,3.2,0.707,3.7,6.6,10.4,0.5,0.5,2.3,1.9,3.3
135,Jeff Green,SEA,80,28.2,10.5,4.0,9.4,0.427,0.3,1.0,0.276,2.2,3.0,0.744,1.3,3.5,4.7,1.5,0.6,0.6,2.0,2.5
136,Andris Biedrins,GSW,76,27.3,10.5,4.5,7.1,0.626,0.0,0.0,0.0,1.5,2.5,0.62,3.4,6.4,9.8,1.0,0.7,1.2,1.1,3.4
137,Daniel Gibson,CLE,58,30.4,10.4,3.5,8.0,0.432,2.0,4.6,0.44,1.5,1.8,0.81,0.5,1.8,2.3,2.5,0.8,0.2,1.3,2.8
138,Luis Scola,HOU,82,24.7,10.3,4.2,8.2,0.515,0.0,0.0,0.0,1.9,2.9,0.668,2.1,4.3,6.4,1.3,0.7,0.2,1.3,2.9
139,Andrea Bargnani,TOR,78,23.9,10.2,3.6,9.3,0.386,1.2,3.3,0.345,1.8,2.2,0.84,0.6,3.1,3.7,1.1,0.3,0.5,1.1,2.7
140,Al Horford,ATL,81,31.4,10.1,4.1,8.2,0.499,0.0,0.1,0.0,1.9,2.6,0.731,3.1,6.6,9.7,1.5,0.7,0.9,1.7,3.3
141,Joe Smith,CLE,77,22.4,10.1,4.1,8.5,0.478,0.0,0.0,0.0,2.0,2.6,0.755,2.1,3.1,5.2,0.9,0.4,0.6,0.9,2.4
142,Michael Finley,SAS,82,26.9,10.1,3.8,9.3,0.414,1.6,4.4,0.37,0.8,1.0,0.8,0.3,2.8,3.1,1.4,0.4,0.1,0.7,1.1
143,Jarrett Jack,POR,82,27.2,9.9,3.3,7.6,0.431,0.8,2.3,0.342,2.6,3.0,0.867,0.4,2.5,2.9,3.8,0.7,0.0,2.2,1.6
144,Kyle Korver,UTA,75,23.1,9.9,3.4,7.7,0.443,1.5,3.9,0.375,1.6,1.7,0.915,0.3,2.0,2.3,1.3,0.6,0.4,1.0,2.6
145,Bostjan Nachbar,NJN,75,22.1,9.8,3.3,8.1,0.402,1.3,3.5,0.359,2.1,2.6,0.786,0.7,2.7,3.5,1.2,0.6,0.3,1.1,2.4
146,Nick Collison,SEA,78,28.5,9.8,4.1,8.2,0.502,0.0,0.0,0.0,1.6,2.1,0.737,3.3,6.1,9.4,1.4,0.6,0.8,1.5,3.2
147,Desmond Mason,MIL,59,28.8,9.7,3.9,8.1,0.482,0.0,0.0,0.0,1.9,2.9,0.659,1.3,3.1,4.3,2.1,0.7,0.5,1.4,1.8
148,Kyle Lowry,MEM,82,25.5,9.6,3.1,7.2,0.432,0.4,1.7,0.257,3.0,4.2,0.698,0.5,2.5,3.0,3.6,1.1,0.3,1.5,2.3
149,Craig Smith,MIN,77,20.1,9.4,3.9,6.9,0.563,0.0,0.1,0.0,1.7,2.6,0.665,1.6,3.0,4.6,0.8,0.5,0.2,1.2,2.8
