#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
61,Markieff Morris,PHX,82,31.5,15.3,6.2,13.4,0.465,0.7,2.2,0.318,2.2,2.8,0.763,1.3,4.8,6.2,2.3,1.2,0.5,2.1,3.0
62,Bradley Beal,WAS,63,33.5,15.3,5.8,13.5,0.427,1.7,4.1,0.409,2.1,2.6,0.783,0.9,2.9,3.8,3.1,1.2,0.3,2.0,2.2
63,Ty Lawson,DEN,75,35.5,15.2,5.4,12.3,0.436,0.9,2.7,0.341,3.5,4.8,0.73,0.6,2.6,3.1,9.6,1.2,0.1,2.5,1.7
64,Al Horford,ATL,76,30.5,15.2,6.8,12.7,0.538,0.1,0.5,0.306,1.4,1.9,0.759,1.7,5.4,7.2,3.2,0.9,1.3,1.3,1.6
65,Jeff Green,MEM,78,31.5,15.0,5.3,12.4,0.43,1.2,3.7,0.332,3.1,3.7,0.833,0.8,3.4,4.2,1.7,0.7,0.4,1.4,1.9
66,Andrea Bargnani,NYK,29,27.1,14.8,5.7,12.4,0.454,0.5,1.4,0.366,3.0,3.7,0.813,1.1,3.3,4.4,1.6,0.1,0.9,1.4,1.8
67,Jrue Holiday,NOP,40,32.6,14.8,6.0,13.4,0.446,1.3,3.4,0.378,1.6,1.9,0.855,0.8,2.6,3.4,6.9,1.6,0.6,2.3,2.8
68,Michael Carter-Williams,MIL,66,32.6,14.6,5.5,13.9,0.396,0.5,2.3,0.235,3.1,4.4,0.694,1.0,4.4,5.3,6.7,1.7,0.5,3.8,2.5
69,Reggie Jackson,DET,77,29.5,14.5,5.6,12.9,0.434,0.9,3.1,0.299,2.4,2.8,0.83,0.7,3.5,4.2,6.0,0.8,0.1,2.4,2.2
70,Joe Johnson,BRK,80,34.9,14.4,5.6,12.8,0.435,1.5,4.2,0.359,1.8,2.2,0.801,0.7,4.1,4.8,3.7,0.7,0.2,1.7,1.5
71,Tony Parker,SAS,68,28.7,14.4,5.9,12.2,0.486,0.6,1.3,0.427,1.9,2.4,0.783,0.2,1.7,1.9,4.9,0.6,0.0,2.1,1.6
72,Serge Ibaka,OKC,64,33.1,14.3,5.8,12.3,0.476,1.2,3.2,0.376,1.4,1.7,0.836,2.1,5.7,7.8,0.9,0.5,2.4,1.5,3.0
73,Mo Williams,CHA,68,29.1,14.2,5.0,12.6,0.397,1.8,5.1,0.342,2.4,2.8,0.872,0.3,2.2,2.6,6.2,0.7,0.2,2.5,2.4
74,Thaddeus Young,BRK,76,32.0,14.1,5.9,12.7,0.466,0.5,1.5,0.33,1.7,2.6,0.655,1.7,3.7,5.4,2.3,1.6,0.3,1.5,2.3
75,Luol Deng,MIA,72,33.6,14.0,5.1,10.9,0.469,1.1,3.1,0.355,2.7,3.5,0.761,1.4,3.8,5.2,1.9,0.9,0.3,1.5,1.5
76,Wilson Chandler,DEN,78,31.7,13.9,5.4,12.5,0.429,1.8,5.2,0.342,1.4,1.8,0.775,1.2,4.9,6.1,1.7,0.7,0.4,1.4,3.0
77,Avery Bradley,BOS,77,31.5,13.9,5.6,13.1,0.429,1.6,4.6,0.352,1.0,1.3,0.79,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3
78,Tim Duncan,SAS,77,28.9,13.9,5.4,10.6,0.512,0.0,0.1,0.286,3.0,4.0,0.74,2.2,6.9,9.1,3.0,0.8,2.0,1.7,2.1
79,Alec Burks,UTA,27,33.3,13.9,4.5,11.1,0.403,1.0,2.5,0.382,3.9,4.8,0.822,0.7,3.5,4.2,3.0,0.6,0.2,1.9,2.4
80,Andre Drummond,DET,82,30.5,13.8,6.0,11.7,0.514,0.0,0.0,0.0,1.7,4.5,0.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5
81,Ryan Anderson,NOP,61,27.5,13.7,4.8,12.0,0.399,2.0,5.9,0.34,2.1,2.5,0.854,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9
82,Shabazz Muhammad,MIN,38,22.8,13.5,5.1,10.4,0.489,0.5,1.3,0.392,2.7,3.8,0.717,1.7,2.4,4.1,1.2,0.5,0.2,0.9,1.3
83,Robert Covington,PHI,70,27.9,13.5,4.3,10.8,0.396,2.4,6.4,0.374,2.5,3.1,0.82,0.9,3.6,4.5,1.5,1.4,0.4,1.8,2.7
84,C.J. Miles,IND,70,26.3,13.5,4.7,11.8,0.398,2.2,6.4,0.345,1.9,2.3,0.807,0.3,2.8,3.1,1.1,0.9,0.4,1.0,1.9
85,Eric Gordon,NOP,61,33.1,13.4,4.7,11.4,0.411,2.3,5.2,0.448,1.8,2.2,0.805,0.5,2.1,2.6,3.8,0.8,0.2,2.0,2.4
86,Nick Young,LAL,42,23.8,13.4,4.1,11.3,0.366,2.0,5.4,0.369,3.1,3.5,0.892,0.4,1.9,2.3,1.0,0.5,0.3,1.0,2.0
87,Khris Middleton,MIL,79,30.1,13.4,5.1,11.0,0.467,1.4,3.4,0.407,1.7,2.0,0.859,0.6,3.8,4.4,2.3,1.5,0.1,1.4,2.3
88,Jared Sullinger,BOS,58,27.0,13.3,5.4,12.2,0.439,0.9,3.2,0.283,1.7,2.2,0.744,2.5,5.1,7.6,2.3,0.8,0.7,1.3,2.6
89,Arron Afflalo,POR,78,32.1,13.3,4.8,11.3,0.424,1.5,4.3,0.354,2.1,2.5,0.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1
90,Deron Williams,BRK,68,31.1,13.0,4.4,11.3,0.387,1.3,3.5,0.367,3.0,3.5,0.834,0.4,3.1,3.5,6.6,0.9,0.3,2.3,2.3
91,Trey Burke,UTA,76,30.1,12.8,4.9,13.2,0.368,1.6,5.1,0.318,1.4,1.9,0.752,0.4,2.3,2.7,4.3,0.9,0.2,1.6,1.6
92,Trevor Ariza,HOU,82,35.7,12.8,4.5,11.1,0.402,2.4,6.8,0.35,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3
93,Kentavious Caldwell-Pope,DET,82,31.5,12.7,4.8,11.9,0.401,1.9,5.4,0.345,1.3,1.9,0.696,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2.0
94,Giannis Antetokounmpo,MIL,81,31.4,12.7,4.7,9.6,0.491,0.1,0.5,0.159,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1
95,Rodney Stuckey,IND,71,26.4,12.6,4.7,10.6,0.44,0.8,2.0,0.39,2.5,3.0,0.819,0.5,3.0,3.5,3.1,0.8,0.1,1.7,1.8
96,DeMarre Carroll,ATL,70,31.3,12.6,4.5,9.3,0.487,1.7,4.3,0.395,1.8,2.6,0.702,1.4,3.9,5.3,1.7,1.3,0.2,1.1,2.2
97,Kenneth Faried,DEN,75,27.8,12.6,5.0,9.8,0.507,0.0,0.1,0.125,2.7,3.8,0.691,3.2,5.7,8.9,1.2,0.8,0.8,1.6,2.8
98,Nikola Pekovic,MIN,31,26.3,12.5,4.5,10.6,0.424,0.0,0.0,0.0,3.5,4.2,0.837,2.9,4.7,7.5,0.9,0.6,0.4,1.4,1.9
99,Danilo Gallinari,DEN,59,24.2,12.4,3.9,9.6,0.401,1.8,5.1,0.355,2.9,3.2,0.895,0.5,3.2,3.7,1.4,0.8,0.3,1.0,1.6
100,Josh Smith,HOU,83,27.7,12.4,5.0,11.9,0.419,0.9,2.7,0.316,1.5,3.1,0.498,1.8,4.6,6.4,3.3,1.0,1.4,2.5,2.7
101,Jabari Parker,MIL,25,29.5,12.3,5.2,10.5,0.49,0.2,0.6,0.25,1.8,2.6,0.697,2.0,3.5,5.5,1.7,1.2,0.2,1.9,1.7
102,Marcin Gortat,WAS,82,29.9,12.2,5.4,9.5,0.566,0.0,0.0,0.0,1.5,2.1,0.703,2.2,6.5,8.7,1.2,0.6,1.3,1.2,2.3
103,Kyle Korver,ATL,75,32.2,12.1,3.9,8.0,0.487,2.9,6.0,0.492,1.4,1.6,0.898,0.2,3.9,4.1,2.6,0.7,0.6,1.4,1.9
104,Ben McLemore,SAC,82,32.6,12.1,4.4,10.1,0.437,1.7,4.8,0.358,1.6,2.0,0.813,0.4,2.6,2.9,1.7,0.9,0.2,1.7,2.7
105,Gerald Henderson,CHA,80,28.9,12.1,4.6,10.6,0.437,0.6,1.7,0.331,2.3,2.7,0.848,0.5,3.0,3.4,2.6,0.6,0.3,1.4,1.7
106,J.R. Smith,CLE,70,29.7,12.1,4.5,10.8,0.417,2.3,6.1,0.383,0.8,1.0,0.75,0.4,2.7,3.1,2.8,1.2,0.3,1.4,2.3
107,Donatas Motiejunas,HOU,71,28.7,12.0,5.0,9.9,0.504,0.7,1.9,0.368,1.4,2.3,0.602,1.9,4.0,5.9,1.8,0.8,0.5,1.7,2.9
108,Jonas Valanciunas,TOR,80,26.2,12.0,4.7,8.2,0.572,0.0,0.0,0.0,2.7,3.5,0.786,2.7,6.0,8.7,0.5,0.4,1.2,1.4,2.8
109,Evan Fournier,ORL,58,28.6,12.0,4.4,9.9,0.44,1.5,3.9,0.378,1.8,2.5,0.728,0.5,2.2,2.6,2.1,0.7,0.0,1.4,2.0
110,Jordan Hill,LAL,70,26.8,12.0,5.1,11.1,0.459,0.0,0.2,0.273,1.8,2.4,0.738,2.5,5.5,7.9,1.5,0.5,0.7,1.5,2.3
111,Jarrett Jack,BRK,80,28.0,12.0,4.5,10.2,0.439,0.5,1.8,0.267,2.5,2.8,0.881,0.2,2.8,3.1,4.7,0.9,0.2,2.4,1.8
112,Jabari Brown,LAL,19,29.9,11.9,3.7,8.9,0.412,1.2,3.3,0.371,3.4,4.5,0.753,0.2,1.7,1.9,2.1,0.6,0.1,1.7,1.7
113,Gerald Green,PHX,74,19.5,11.9,4.4,10.5,0.416,1.9,5.2,0.354,1.3,1.6,0.825,0.4,2.1,2.5,1.2,0.6,0.2,1.4,2.0
114,Jordan Clarkson,LAL,59,25.0,11.9,4.5,10.1,0.448,0.6,2.1,0.314,2.2,2.7,0.829,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8
115,Paul Pierce,WAS,73,26.2,11.9,4.0,9.0,0.447,1.6,4.2,0.389,2.2,2.9,0.781,0.6,3.4,4.0,2.0,0.6,0.3,1.3,2.2
116,Langston Galloway,NYK,45,32.4,11.8,4.5,11.4,0.399,1.4,3.9,0.352,1.4,1.7,0.808,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9
117,Carlos Boozer,LAL,71,23.8,11.8,5.2,10.5,0.499,0.0,0.0,0.0,1.3,2.1,0.627,1.6,5.2,6.8,1.3,0.6,0.2,1.3,2.6
118,Hassan Whiteside,MIA,48,23.8,11.8,5.1,8.1,0.628,0.0,0.0,0.0,1.6,3.3,0.5,3.0,7.0,10.0,0.1,0.6,2.6,1.2,2.7
119,Dion Waiters,OKC,80,27.6,11.8,4.7,11.8,0.396,0.9,3.1,0.297,1.5,2.2,0.68,0.5,1.9,2.4,2.0,1.1,0.3,1.4,1.9
120,Terrence Jones,HOU,33,27.0,11.7,4.8,9.1,0.528,0.4,1.1,0.351,1.7,2.8,0.606,2.4,4.3,6.7,1.1,0.5,1.8,1.1,2.4
121,Danny Green,SAS,81,28.5,11.7,4.0,9.1,0.436,2.4,5.6,0.418,1.4,1.6,0.874,0.7,3.6,4.2,2.0,1.2,1.1,1.1,2.0
122,Draymond Green,GSW,79,31.5,11.7,4.3,9.7,0.443,1.4,4.2,0.337,1.7,2.5,0.66,1.4,6.7,8.2,3.7,1.6,1.3,1.7,3.2
123,David West,IND,66,28.7,11.7,4.9,10.4,0.471,0.1,0.3,0.2,1.8,2.4,0.739,1.6,5.2,6.8,3.4,0.7,0.7,1.8,2.4
124,Aaron Brooks,CHI,82,23.0,11.6,4.2,10.0,0.421,1.5,3.8,0.387,1.8,2.1,0.833,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3
125,DeAndre Jordan,LAC,82,34.4,11.5,4.6,6.5,0.71,0.0,0.0,0.25,2.3,5.7,0.397,4.8,10.1,15.0,0.7,1.0,2.2,1.3,3.0
126,Ersan Ilyasova,MIL,58,22.7,11.5,4.5,9.6,0.472,1.3,3.3,0.389,1.2,1.8,0.645,1.4,3.4,4.8,1.0,0.6,0.3,0.8,2.6
127,Amar'e Stoudemire,DAL,59,21.1,11.5,4.6,8.3,0.557,0.0,0.1,0.0,2.3,3.2,0.72,1.9,3.7,5.6,0.8,0.5,0.6,1.3,2.7
128,Tim Hardaway Jr.,NYK,70,24.0,11.5,4.0,10.2,0.389,1.7,5.1,0.342,1.8,2.2,0.801,0.2,2.1,2.2,1.8,0.3,0.2,1.2,1.7
129,Corey Brewer,HOU,80,26.1,11.5,4.3,10.1,0.426,0.8,2.9,0.268,2.1,2.8,0.743,1.0,2.7,3.7,2.2,1.4,0.2,1.6,2.2
130,O.J. Mayo,MIL,71,23.9,11.4,4.2,9.9,0.422,1.4,3.9,0.357,1.6,2.0,0.827,0.4,2.2,2.6,2.8,0.8,0.3,1.8,2.3
131,Jeremy Lin,LAL,74,25.8,11.2,3.7,8.8,0.424,0.9,2.4,0.369,2.9,3.6,0.795,0.4,2.3,2.6,4.6,1.1,0.4,2.2,2.6
132,Jodie Meeks,DET,60,24.4,11.1,3.7,8.9,0.416,1.2,3.5,0.349,2.4,2.7,0.906,0.2,1.5,1.7,1.3,1.0,0.1,1.0,1.3
133,Maybyner Nene,WAS,67,25.3,11.0,4.6,9.0,0.511,0.0,0.1,0.2,1.8,3.0,0.604,1.3,3.9,5.1,1.8,1.0,0.3,1.9,2.7
134,Vander Blue,LAL,2,36.9,11.0,4.5,15.0,0.3,1.0,5.0,0.2,1.0,2.5,0.4,1.0,3.5,4.5,4.0,1.5,0.0,3.0,2.0
135,Michael Kidd-Gilchrist,CHA,55,28.9,10.9,4.1,8.8,0.465,0.0,0.0,0.0,2.7,3.9,0.701,2.0,5.6,7.6,1.4,0.5,0.7,1.1,2.1
136,Anthony Morrow,OKC,74,24.4,10.7,3.9,8.3,0.463,1.9,4.4,0.434,1.1,1.2,0.888,0.5,2.1,2.6,0.8,0.7,0.1,0.5,1.8
137,Brandon Bass,BOS,82,23.5,10.6,4.2,8.3,0.504,0.1,0.4,0.281,2.1,2.6,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7
138,Roy Hibbert,IND,76,25.3,10.6,4.2,9.3,0.446,0.0,0.0,0.0,2.2,2.7,0.824,2.1,5.1,7.1,1.1,0.2,1.6,1.4,2.8
139,Manu Ginobili,SAS,70,22.7,10.5,3.6,8.4,0.426,1.3,3.7,0.345,2.1,2.9,0.721,0.4,2.6,3.0,4.2,1.0,0.3,2.2,2.0
140,Marcus Morris,PHX,81,25.2,10.4,4.1,9.4,0.434,1.4,3.9,0.358,0.9,1.4,0.628,0.9,3.9,4.8,1.6,0.8,0.2,0.9,2.3
141,Marreese Speights,GSW,76,15.9,10.4,4.2,8.5,0.492,0.1,0.2,0.278,2.0,2.3,0.843,1.4,2.8,4.3,0.9,0.3,0.4,1.1,2.5
142,Alexey Shved,NYK,42,18.3,10.3,3.2,8.0,0.397,1.1,3.3,0.338,2.9,3.6,0.807,0.5,1.8,2.4,2.5,0.7,0.1,1.1,1.1
143,Taj Gibson,CHI,62,27.3,10.3,4.1,8.2,0.502,0.0,0.0,0.0,2.1,3.0,0.717,2.6,3.8,6.4,1.1,0.6,1.2,1.2,2.6
144,Tyson Chandler,DAL,75,30.5,10.3,3.9,5.9,0.666,0.0,0.0,0.0,2.5,3.4,0.72,3.9,7.6,11.5,1.1,0.6,1.2,1.4,2.3
145,Ricky Rubio,MIN,22,31.5,10.3,3.5,10.0,0.356,0.6,2.3,0.255,2.6,3.2,0.803,0.9,4.8,5.7,8.8,1.7,0.0,2.9,2.7
146,Kelly Olynyk,BOS,64,22.2,10.3,3.9,8.3,0.475,1.0,2.7,0.349,1.5,2.1,0.684,1.4,3.3,4.7,1.7,1.0,0.6,1.5,3.3
147,Mario Chalmers,MIA,80,29.6,10.2,3.3,8.3,0.403,0.9,3.1,0.294,2.6,3.3,0.774,0.3,2.3,2.6,3.8,1.5,0.1,2.2,3.1
148,Tyler Zeller,BOS,82,21.1,10.2,4.1,7.5,0.549,0.0,0.0,0.0,1.9,2.3,0.823,1.8,3.9,5.7,1.4,0.2,0.6,0.9,2.5
149,Nikola Mirotic,CHI,82,20.2,10.2,3.1,7.6,0.405,1.2,3.8,0.316,2.8,3.5,0.803,0.8,4.2,4.9,1.2,0.7,0.7,1.1,2.1
