#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
15,LeBron James,CLE,79,39.5,20.9,7.9,18.9,0.417,0.8,2.7,0.29,4.4,5.8,0.754,1.3,4.2,5.5,5.9,1.6,0.7,3.5,1.9
16,Jamal Mashburn,NOP,19,38.4,20.8,8.2,20.9,0.392,1.0,3.5,0.284,3.4,4.2,0.813,1.0,5.2,6.2,2.5,0.7,0.3,1.9,2.2
17,Corey Maggette,LAC,73,36.0,20.7,6.2,13.9,0.447,1.0,3.2,0.329,7.2,8.5,0.848,1.3,4.6,5.9,3.1,0.9,0.2,2.8,3.0
18,Amar'e Stoudemire,PHX,55,36.8,20.6,7.5,15.7,0.475,0.0,0.1,0.2,5.6,7.9,0.713,2.9,6.2,9.0,1.4,1.2,1.6,3.2,3.4
19,Stephon Marbury,NYK,81,40.1,20.2,7.4,17.1,0.431,1.1,3.4,0.318,4.4,5.4,0.817,0.7,2.5,3.2,8.9,1.6,0.1,3.1,2.1
20,Jermaine O'Neal,IND,78,35.7,20.1,7.8,17.9,0.434,0.0,0.2,0.111,4.5,5.9,0.757,2.5,7.5,10.0,2.1,0.8,2.6,2.3,3.2
21,Zach Randolph,POR,81,37.9,20.1,8.2,16.9,0.485,0.0,0.1,0.2,3.7,4.9,0.761,3.0,7.5,10.5,2.0,0.8,0.5,3.0,2.8
22,Elton Brand,LAC,69,38.7,20.0,7.0,14.2,0.493,0.0,0.0,0.0,6.0,7.7,0.773,3.9,6.4,10.3,3.3,0.9,2.2,2.8,3.3
23,Sam Cassell,MIN,81,35.0,19.8,7.7,15.7,0.488,0.9,2.3,0.398,3.6,4.1,0.873,0.5,2.8,3.3,7.3,1.3,0.2,2.7,3.0
24,Gilbert Arenas,WAS,56,36.9,19.3,6.4,16.3,0.392,2.2,5.9,0.375,4.2,5.7,0.748,1.0,3.6,4.5,4.9,1.8,0.2,4.0,3.1
25,Shawn Marion,PHX,79,40.7,19.0,7.5,17.0,0.44,1.1,3.4,0.34,2.9,3.4,0.851,2.7,6.6,9.3,2.7,2.1,1.3,2.0,2.6
26,Larry Hughes,WAS,61,33.8,18.8,6.6,16.5,0.397,1.3,3.8,0.341,4.4,5.5,0.797,1.6,3.8,5.3,2.4,1.6,0.4,2.5,2.4
27,Jason Richardson,GSW,78,37.6,18.7,7.2,16.5,0.438,1.0,3.5,0.282,3.3,4.8,0.684,1.6,5.1,6.7,2.9,1.1,0.5,2.5,2.3
28,Chris Webber,SAC,23,36.1,18.7,7.6,18.3,0.413,0.0,0.2,0.2,3.5,5.0,0.711,2.1,6.6,8.7,4.6,1.3,0.9,2.6,3.3
29,Michael Finley,DAL,72,38.6,18.6,7.1,16.1,0.443,2.1,5.1,0.405,2.3,2.7,0.85,1.1,3.4,4.5,2.9,1.2,0.5,1.2,1.6
30,Allan Houston,NYK,50,36.0,18.5,6.8,15.6,0.435,1.7,4.0,0.431,3.1,3.4,0.913,0.4,2.0,2.4,2.0,0.8,0.0,2.0,2.1
31,Richard Jefferson,NJN,82,38.2,18.5,6.8,13.6,0.498,0.6,1.6,0.364,4.4,5.7,0.763,1.3,4.3,5.7,3.8,1.1,0.3,2.4,2.7
32,Mike Bibby,SAC,82,36.3,18.4,6.4,14.3,0.45,1.8,4.6,0.392,3.7,4.5,0.815,0.8,2.6,3.4,5.4,1.4,0.2,2.1,1.8
33,Metta World Peace,IND,73,37.2,18.3,6.4,15.2,0.421,1.0,3.3,0.31,4.4,6.0,0.733,1.4,3.9,5.3,3.7,2.1,0.7,2.8,2.7
34,Stephen Jackson,ATL,80,36.8,18.1,6.7,15.8,0.425,1.8,5.3,0.34,2.9,3.7,0.785,1.2,3.4,4.6,3.1,1.8,0.3,2.8,2.7
35,Rashard Lewis,SEA,80,36.6,17.8,6.7,15.4,0.435,1.8,4.8,0.376,2.6,3.4,0.763,1.7,4.8,6.5,2.2,1.2,0.7,1.7,2.9
36,Pau Gasol,MEM,78,31.5,17.7,6.5,13.4,0.482,0.1,0.2,0.267,4.7,6.6,0.714,2.6,5.1,7.7,2.5,0.6,1.7,2.4,2.4
37,Richard Hamilton,DET,78,35.5,17.6,6.8,14.9,0.455,0.2,0.9,0.265,3.8,4.4,0.868,1.0,2.6,3.6,4.0,1.3,0.2,2.7,2.8
38,Yao Ming,HOU,82,32.8,17.5,6.5,12.5,0.522,0.0,0.0,0.0,4.4,5.4,0.809,2.4,6.6,9.0,1.5,0.3,1.9,2.5,3.3
39,Eddie Jones,MIA,81,37.0,17.3,5.8,14.3,0.409,2.2,5.9,0.37,3.4,4.1,0.835,0.5,3.3,3.8,3.2,1.1,0.4,1.6,2.8
40,Jamal Crawford,CHI,80,35.2,17.3,6.4,16.5,0.386,2.1,6.5,0.317,2.5,3.0,0.833,0.6,3.0,3.5,5.1,1.4,0.4,2.4,2.0
41,Quentin Richardson,LAC,65,36.0,17.2,6.5,16.4,0.398,1.8,5.2,0.352,2.3,3.1,0.74,2.2,4.1,6.4,2.1,1.0,0.3,2.2,2.0
42,Lamar Odom,MIA,80,37.5,17.1,6.1,14.1,0.43,0.8,2.6,0.298,4.3,5.7,0.742,2.0,7.7,9.7,4.1,1.1,0.9,3.0,3.4
43,Juwan Howard,ORL,81,35.5,17.0,6.5,14.4,0.453,0.0,0.0,0.0,3.9,4.9,0.809,2.1,4.9,7.0,2.0,0.7,0.3,2.2,3.5
44,Chauncey Billups,DET,78,35.4,16.9,5.0,12.8,0.394,1.7,4.3,0.388,5.2,5.9,0.878,0.4,3.1,3.5,5.7,1.1,0.1,2.4,2.3
45,Jason Terry,ATL,81,37.3,16.8,6.2,14.8,0.417,1.8,5.2,0.347,2.7,3.2,0.827,0.6,3.5,4.1,5.4,1.5,0.2,2.8,2.4
46,Latrell Sprewell,MIN,82,37.8,16.8,6.3,15.4,0.409,1.2,3.6,0.331,2.9,3.6,0.814,0.7,3.1,3.8,3.5,1.1,0.3,1.9,1.2
47,Kenyon Martin,NJN,65,34.6,16.7,6.8,13.8,0.488,0.1,0.4,0.28,3.1,4.5,0.684,2.0,7.4,9.5,2.5,1.5,1.3,2.6,3.5
48,Joe Johnson,PHX,82,40.6,16.7,6.8,15.7,0.43,1.0,3.3,0.305,2.1,2.8,0.75,1.0,3.7,4.7,4.4,1.1,0.3,2.4,2.2
49,Glenn Robinson,PHI,42,31.8,16.6,6.5,14.6,0.448,0.8,2.4,0.34,2.7,3.3,0.832,1.1,3.4,4.5,1.4,1.0,0.2,2.5,2.3
50,Steve Francis,HOU,79,40.4,16.6,5.7,14.1,0.403,0.9,3.2,0.292,4.3,5.5,0.775,1.5,4.0,5.5,6.2,1.8,0.4,3.7,3.3
51,Andrei Kirilenko,UTA,78,37.1,16.5,5.3,11.9,0.443,0.9,2.6,0.338,5.0,6.4,0.79,2.9,5.2,8.1,3.1,1.9,2.8,2.8,2.2
52,Shareef Abdur-Rahim,POR,85,31.6,16.3,5.9,12.4,0.475,0.1,0.4,0.265,4.4,5.0,0.869,2.2,5.3,7.5,2.0,0.8,0.4,2.2,2.6
53,Dwyane Wade,MIA,61,34.9,16.2,6.1,13.1,0.465,0.3,0.9,0.302,3.8,5.1,0.747,1.4,2.7,4.0,4.5,1.4,0.6,3.2,2.3
54,Matt Harpring,UTA,31,36.6,16.2,6.2,13.2,0.471,0.3,1.1,0.242,3.5,5.1,0.688,2.9,5.0,8.0,2.0,0.7,0.1,2.1,3.3
55,Keith Van Horn,MIL,72,32.5,16.1,5.7,12.5,0.454,1.3,3.2,0.399,3.5,4.0,0.859,2.1,4.9,7.0,1.7,0.9,0.5,2.3,3.0
56,Rasheed Wallace,DET,68,35.1,16.0,6.3,14.3,0.436,1.2,3.6,0.331,2.3,3.1,0.736,1.5,5.3,6.8,2.3,0.9,1.8,1.8,2.8
57,Cuttino Mobley,HOU,80,40.4,15.8,5.8,13.5,0.426,2.1,5.3,0.39,2.2,2.7,0.811,0.5,4.0,4.5,3.2,1.3,0.4,2.3,2.2
58,Carlos Boozer,CLE,75,34.6,15.5,6.3,12.0,0.523,0.0,0.1,0.167,2.9,3.8,0.768,3.1,8.4,11.4,2.0,1.0,0.7,1.8,2.7
59,Jalen Rose,TOR,66,37.8,15.5,5.8,14.4,0.402,1.0,3.1,0.342,2.8,3.5,0.81,0.5,3.5,4.0,5.0,0.8,0.3,3.2,2.8
60,Jason Kidd,NJN,67,36.6,15.5,5.5,14.3,0.384,1.4,4.4,0.321,3.1,3.7,0.827,1.3,5.1,6.4,9.2,1.8,0.2,3.2,1.6
61,Zydrunas Ilgauskas,CLE,81,31.3,15.3,5.8,11.9,0.483,0.0,0.1,0.286,3.7,5.0,0.746,3.4,4.6,8.1,1.3,0.5,2.5,2.0,3.4
62,Andre Miller,DEN,82,34.6,14.8,5.2,11.5,0.457,0.1,0.8,0.185,4.2,5.0,0.832,1.5,2.9,4.5,6.1,1.7,0.3,2.6,2.4
63,Antawn Jamison,DAL,82,29.0,14.8,6.0,11.1,0.535,0.2,0.5,0.4,2.7,3.6,0.748,2.8,3.5,6.3,0.9,1.0,0.4,1.0,2.1
64,Tim Thomas,NYK,66,31.7,14.7,5.5,12.3,0.446,1.1,2.9,0.376,2.6,3.3,0.784,1.0,3.9,4.8,1.9,1.0,0.3,1.8,3.0
65,Donyell Marshall,TOR,82,36.4,14.7,5.7,12.4,0.461,1.6,4.0,0.403,1.6,2.2,0.736,2.6,7.3,9.9,1.5,1.1,1.5,1.4,3.0
66,Eddy Curry,CHI,73,29.5,14.7,5.7,11.5,0.496,0.0,0.0,1.0,3.2,4.8,0.671,2.0,4.2,6.2,0.9,0.3,1.1,2.4,3.5
67,Tony Parker,SAS,75,34.4,14.7,5.6,12.6,0.447,0.8,2.7,0.312,2.5,3.6,0.702,0.6,2.6,3.2,5.5,0.8,0.1,2.4,2.0
68,Gary Payton,LAL,82,34.5,14.6,5.9,12.5,0.471,0.7,2.0,0.333,2.2,3.1,0.714,0.9,3.3,4.2,5.5,1.2,0.2,1.8,2.1
69,Steve Nash,DAL,78,33.5,14.5,5.1,10.8,0.47,1.3,3.3,0.405,2.9,3.2,0.916,0.8,2.2,3.0,8.8,0.9,0.1,2.7,1.8
70,Ricky Davis,BOS,79,31.3,14.4,5.6,12.0,0.469,0.7,1.8,0.371,2.5,3.5,0.718,1.0,3.6,4.5,3.3,1.2,0.3,2.4,2.2
71,Desmond Mason,MIL,82,30.9,14.4,5.0,10.6,0.472,0.1,0.5,0.231,4.3,5.6,0.769,1.1,3.2,4.4,1.9,0.7,0.3,1.8,2.3
72,Voshon Lenard,DEN,73,30.6,14.2,5.4,12.8,0.422,1.5,4.0,0.367,2.0,2.5,0.791,0.6,2.1,2.7,2.1,0.8,0.2,1.4,2.4
73,Brad Miller,SAC,72,36.4,14.1,5.2,10.2,0.51,0.2,0.5,0.316,3.6,4.6,0.778,2.7,7.7,10.3,4.3,0.9,1.2,2.0,3.4
74,Antoine Walker,DAL,82,34.6,14.0,5.9,13.8,0.428,1.0,3.7,0.269,1.3,2.3,0.554,2.4,5.9,8.3,4.5,0.8,0.8,2.5,2.6
75,David Wesley,NOP,61,32.8,14.0,5.1,13.1,0.389,1.5,4.7,0.323,2.2,3.0,0.753,0.5,1.7,2.2,2.9,1.2,0.2,1.6,2.4
76,Jerry Stackhouse,WAS,26,29.8,13.9,4.9,12.3,0.399,0.9,2.5,0.354,3.2,4.0,0.806,0.6,3.0,3.6,4.0,0.9,0.1,3.4,1.9
77,Bobby Jackson,SAC,50,23.7,13.8,5.3,11.8,0.444,1.6,4.4,0.37,1.6,2.2,0.752,1.1,2.4,3.5,2.1,1.0,0.2,1.3,2.1
78,James Posey,MEM,82,29.9,13.7,4.5,9.4,0.478,1.4,3.5,0.386,3.4,4.1,0.83,1.1,3.8,4.9,1.5,1.7,0.5,1.4,3.0
79,Jamaal Magloire,NOP,82,33.9,13.6,4.7,9.9,0.473,0.0,0.0,0.0,4.3,5.7,0.751,3.3,7.1,10.3,1.0,0.5,1.2,2.5,3.4
80,Derek Anderson,POR,51,35.5,13.6,4.5,12.0,0.376,1.5,5.1,0.305,3.0,3.7,0.824,0.5,3.1,3.6,4.5,1.3,0.1,1.8,1.5
81,Kenny Thomas,PHI,74,36.5,13.6,5.1,11.0,0.469,0.0,0.1,0.2,3.3,4.4,0.752,3.5,6.6,10.1,1.5,1.1,0.4,2.3,3.0
82,Damon Stoudamire,POR,82,38.0,13.4,5.0,12.4,0.401,1.9,5.2,0.365,1.5,1.8,0.876,0.6,3.1,3.8,6.1,1.2,0.1,2.2,2.1
83,Al Harrington,IND,79,30.9,13.3,5.3,11.5,0.463,0.3,1.0,0.273,2.3,3.2,0.734,2.1,4.4,6.4,1.7,1.0,0.3,2.1,3.2
84,Karl Malone,LAL,42,32.7,13.2,4.6,9.5,0.483,0.0,0.0,0.0,4.0,5.4,0.747,1.5,7.3,8.7,3.9,1.2,0.5,2.5,2.8
85,Kerry Kittles,NJN,82,34.7,13.1,5.3,11.7,0.453,1.2,3.4,0.351,1.3,1.7,0.787,0.7,3.3,4.0,2.5,1.5,0.5,1.2,1.8
86,Jim Jackson,HOU,80,39.0,12.9,4.8,11.3,0.424,2.0,5.1,0.4,1.3,1.6,0.843,0.7,5.4,6.1,2.8,1.1,0.3,2.2,2.8
87,Manu Ginobili,SAS,77,29.4,12.8,4.3,10.2,0.418,1.1,3.2,0.359,3.1,3.9,0.802,1.1,3.4,4.5,3.8,1.8,0.2,2.1,2.4
88,Carlos Arroyo,UTA,71,28.3,12.6,4.8,10.8,0.441,0.5,1.6,0.325,2.5,3.2,0.804,0.6,2.0,2.6,5.0,0.9,0.1,2.2,2.3
89,Nick Van Exel,GSW,39,32.2,12.6,4.8,12.3,0.39,1.2,3.8,0.307,1.8,2.5,0.707,0.4,2.3,2.7,5.3,0.5,0.1,2.0,1.5
90,Flip Murray,SEA,82,24.6,12.4,4.7,11.2,0.425,0.8,2.8,0.293,2.0,2.9,0.715,0.5,1.9,2.5,2.5,1.0,0.3,1.8,1.9
91,Erick Dampier,GSW,74,32.5,12.3,4.7,8.8,0.535,0.0,0.0,0.0,2.9,4.5,0.654,4.6,7.3,12.0,0.8,0.4,1.9,1.8,3.1
92,Bonzi Wells,MEM,72,26.0,12.3,5.0,11.8,0.427,0.3,1.0,0.319,1.9,2.5,0.754,1.1,2.5,3.6,1.9,1.3,0.3,2.2,2.7
93,Kirk Hinrich,CHI,76,35.6,12.0,4.2,10.8,0.386,1.9,4.9,0.39,1.8,2.2,0.804,0.6,2.9,3.4,6.8,1.3,0.3,2.7,3.6
94,Vladimir Radmanovic,SEA,77,30.1,12.0,4.5,10.5,0.425,1.8,4.9,0.371,1.2,1.6,0.748,1.4,3.9,5.3,1.8,1.0,0.5,1.4,2.4
95,Jeff McInnis,CLE,70,33.8,11.8,4.8,10.7,0.447,0.7,1.8,0.362,1.6,2.0,0.797,0.5,2.0,2.5,6.1,1.0,0.1,1.7,2.3
96,Cliff Robinson,GSW,82,34.7,11.8,4.5,11.5,0.387,1.4,3.8,0.357,1.5,2.1,0.711,0.7,3.3,3.9,3.3,0.8,0.9,2.1,2.9
97,Maybyner Nene,DEN,77,32.5,11.8,4.3,8.2,0.53,0.0,0.0,0.0,3.1,4.6,0.682,2.0,4.5,6.5,2.2,1.5,0.5,2.4,3.6
98,Mike Dunleavy,GSW,75,31.1,11.7,4.3,9.6,0.449,1.3,3.4,0.37,1.8,2.5,0.741,1.2,4.7,5.9,2.9,0.9,0.2,1.9,2.3
99,Drew Gooden,ORL,79,27.0,11.6,4.7,10.5,0.445,0.1,0.5,0.214,2.1,3.3,0.637,2.0,4.5,6.5,1.1,0.8,0.9,1.6,2.5
100,Mo Taylor,HOU,75,27.8,11.5,4.9,10.2,0.48,0.0,0.0,0.0,1.7,2.3,0.736,1.7,3.4,5.1,1.4,0.6,0.6,2.0,3.4
101,Chris Bosh,TOR,75,33.5,11.5,4.4,9.5,0.459,0.1,0.2,0.357,2.7,3.8,0.701,2.5,4.9,7.4,1.0,0.8,1.4,1.4,2.9
102,DeShawn Stevenson,ORL,80,30.6,11.4,4.7,10.9,0.432,0.2,0.9,0.268,1.7,2.6,0.676,1.0,2.7,3.7,2.0,0.7,0.2,1.5,1.8
103,Gordan Giricek,UTA,73,27.9,11.3,4.3,9.9,0.436,0.8,2.1,0.395,1.8,2.2,0.854,0.7,2.4,3.1,1.7,0.8,0.2,1.4,2.0
104,Jason Collier,ATL,20,27.3,11.3,4.0,8.3,0.479,0.1,0.2,0.25,3.4,4.3,0.788,1.8,3.8,5.6,0.9,0.6,0.6,1.6,3.6
105,Raja Bell,UTA,82,24.6,11.2,4.0,9.8,0.409,0.8,2.0,0.373,2.4,3.0,0.786,0.7,2.2,2.9,1.3,0.8,0.2,1.4,3.2
106,Kurt Thomas,NYK,80,31.9,11.1,4.9,10.4,0.473,0.0,0.0,0.0,1.3,1.6,0.835,1.8,6.5,8.3,1.9,0.7,1.0,1.7,3.7
107,Mike Miller,MEM,65,27.2,11.1,4.2,9.5,0.438,1.2,3.3,0.372,1.6,2.2,0.723,0.6,2.7,3.3,3.6,0.9,0.2,1.6,2.5
108,Joe Smith,MIL,76,29.7,10.9,4.1,9.3,0.439,0.0,0.1,0.2,2.7,3.2,0.859,3.0,5.4,8.5,1.0,0.6,1.2,1.1,2.8
109,Darius Miles,POR,79,26.3,10.9,4.6,9.5,0.485,0.1,0.5,0.175,1.6,2.4,0.642,1.4,3.1,4.5,2.1,0.8,0.8,1.6,2.1
110,Kwame Brown,WAS,74,30.2,10.9,3.9,8.0,0.489,0.0,0.0,0.5,3.1,4.5,0.683,2.4,5.0,7.4,1.5,0.9,0.7,1.9,1.9
111,Jason Williams,MEM,72,29.4,10.9,4.0,9.9,0.407,1.7,5.1,0.33,1.1,1.4,0.837,0.3,1.7,2.0,6.8,1.3,0.1,1.9,1.3
112,Brent Barry,SEA,59,30.6,10.8,3.6,7.2,0.504,1.9,4.3,0.452,1.5,1.9,0.827,0.4,3.1,3.5,5.8,1.4,0.3,2.4,2.1
113,Darrell Armstrong,NOP,79,28.5,10.6,3.7,9.3,0.395,1.7,5.4,0.315,1.6,1.8,0.854,0.8,2.1,2.9,3.9,1.7,0.2,2.0,1.9
114,Speedy Claxton,GSW,60,26.6,10.6,3.7,8.7,0.427,0.1,0.4,0.182,3.0,3.7,0.813,0.6,2.0,2.6,4.5,1.6,0.2,1.7,2.4
115,Brian Skinner,MIL,56,28.2,10.5,4.6,9.2,0.497,0.0,0.0,0.0,1.4,2.5,0.572,2.1,5.2,7.3,0.9,0.5,1.1,1.4,2.9
116,Tyronn Lue,ORL,76,30.7,10.5,4.1,9.4,0.433,1.1,2.8,0.383,1.3,1.7,0.771,0.3,2.1,2.5,4.2,0.8,0.1,1.6,2.4
117,P.J. Brown,NOP,80,34.4,10.5,4.2,8.9,0.476,0.0,0.0,0.0,2.0,2.3,0.854,3.0,5.7,8.6,1.9,1.0,0.9,1.3,2.5
118,Eric Snow,PHI,82,36.2,10.3,3.6,8.7,0.413,0.0,0.2,0.111,3.1,3.9,0.797,0.8,2.7,3.4,6.9,1.2,0.1,2.3,2.6
119,Mark Blount,BOS,82,29.3,10.3,4.2,7.4,0.566,0.0,0.0,0.0,1.9,2.7,0.719,2.5,4.7,7.2,0.9,1.0,1.3,1.8,3.1
120,Tayshaun Prince,DET,82,32.9,10.3,4.1,8.8,0.467,0.7,1.9,0.363,1.3,1.7,0.766,1.1,3.6,4.8,2.3,0.8,0.8,1.5,1.8
121,Earl Boykins,DEN,82,22.5,10.2,3.9,9.3,0.419,0.7,2.1,0.322,1.7,2.0,0.877,0.5,1.2,1.7,3.6,0.6,0.0,1.2,1.0
122,Rafer Alston,MIA,82,31.5,10.2,3.5,9.3,0.376,2.0,5.3,0.371,1.3,1.6,0.769,0.3,2.4,2.8,4.5,1.4,0.2,1.6,2.6
123,Wally Szczerbiak,MIN,28,22.2,10.2,3.8,8.4,0.449,0.7,1.6,0.435,1.9,2.3,0.828,0.9,2.3,3.1,1.2,0.4,0.0,1.0,1.5
124,Chris Crawford,ATL,56,21.6,10.2,3.8,8.4,0.448,0.8,2.0,0.389,1.8,2.1,0.866,1.0,2.1,3.1,0.8,0.7,0.4,1.0,2.3
125,Doug Christie,SAC,82,33.9,10.1,3.9,8.4,0.461,0.6,1.7,0.345,1.8,2.1,0.86,0.8,3.2,4.0,4.2,1.8,0.5,1.9,2.3
126,Eric Williams,CLE,71,26.6,10.0,3.3,8.4,0.386,0.5,1.8,0.276,3.0,4.0,0.76,0.9,3.1,4.0,1.7,1.0,0.1,1.2,2.5
127,Reggie Miller,IND,80,28.2,10.0,3.3,7.4,0.438,1.7,4.2,0.401,1.8,2.1,0.885,0.2,2.1,2.4,3.1,0.8,0.1,0.9,1.2
128,Troy Murphy,GSW,28,21.8,10.0,3.8,8.7,0.44,0.2,0.6,0.294,2.1,2.9,0.75,1.7,4.5,6.2,0.7,0.4,0.6,1.2,2.1
129,Vlade Divac,SAC,81,28.6,9.9,3.9,8.2,0.47,0.0,0.2,0.154,2.1,3.2,0.654,1.7,4.0,5.7,5.3,0.7,1.0,2.1,2.7
130,Vin Baker,NYK,54,24.3,9.8,3.9,8.0,0.481,0.0,0.1,0.333,2.1,2.9,0.726,2.1,3.1,5.2,1.2,0.5,0.6,1.4,3.0
131,Brian Cardinal,GSW,76,21.5,9.6,2.9,6.1,0.472,0.7,1.6,0.444,3.1,3.6,0.878,1.3,2.9,4.2,1.4,0.9,0.3,1.1,2.7
132,Kendall Gill,CHI,56,25.2,9.6,3.8,9.8,0.392,0.2,0.7,0.237,1.8,2.4,0.735,1.1,2.3,3.4,1.6,1.2,0.3,1.5,1.9
133,Jarvis Hayes,WAS,70,29.2,9.6,4.0,9.9,0.4,0.6,1.9,0.305,1.1,1.4,0.786,1.0,2.8,3.8,1.5,1.0,0.2,1.6,2.2
134,Mehmet Okur,DET,71,22.3,9.6,3.5,7.6,0.463,0.3,0.7,0.375,2.3,2.9,0.775,2.3,3.7,5.9,1.0,0.5,0.9,1.4,1.9
135,Ben Wallace,DET,81,37.6,9.5,3.9,9.2,0.421,0.0,0.1,0.125,1.8,3.6,0.49,4.0,8.4,12.4,1.7,1.8,3.0,1.5,2.0
136,Corliss Williamson,DET,79,19.9,9.5,3.8,7.6,0.505,0.0,0.0,0.0,1.8,2.5,0.731,1.1,2.1,3.2,0.7,0.4,0.3,1.4,2.6
137,Stromile Swift,MEM,77,19.8,9.4,3.5,7.4,0.469,0.0,0.1,0.25,2.5,3.4,0.725,1.8,3.1,4.9,0.5,0.7,1.5,1.1,2.4
138,Lorenzen Wright,MEM,65,25.8,9.4,4.0,9.0,0.439,0.0,0.1,0.0,1.5,2.0,0.733,2.2,4.6,6.8,1.1,0.7,0.9,1.2,3.0
139,Marc Jackson,PHI,22,27.2,9.4,3.2,7.8,0.415,0.0,0.0,0.0,2.9,3.7,0.79,2.0,3.7,5.7,0.8,0.5,0.3,1.1,2.0
140,Juan Dixon,WAS,71,20.8,9.4,3.5,9.0,0.388,0.8,2.8,0.298,1.6,2.0,0.799,0.4,1.7,2.1,1.9,1.2,0.1,1.5,1.6
141,Mike James,DET,81,27.1,9.3,3.4,8.1,0.414,1.3,3.5,0.377,1.3,1.6,0.811,0.3,2.5,2.9,4.2,1.2,0.0,1.5,1.9
142,Hedo Turkoglu,SAS,80,25.9,9.2,3.3,8.1,0.406,1.3,3.0,0.419,1.4,2.0,0.708,0.7,3.8,4.5,1.9,1.0,0.4,1.2,2.1
143,Jiri Welsch,BOS,81,26.9,9.2,3.2,7.6,0.428,0.9,2.2,0.381,1.9,2.5,0.743,0.7,2.9,3.7,2.3,1.2,0.1,1.6,2.2
144,Penny Hardaway,NYK,76,27.6,9.2,3.7,8.9,0.411,0.4,1.0,0.38,1.5,1.8,0.804,0.9,2.9,3.8,2.3,0.9,0.3,1.4,1.9
145,Aaron McKie,PHI,75,28.1,9.2,3.5,7.7,0.459,1.0,2.3,0.436,1.1,1.5,0.757,0.6,2.8,3.4,2.6,1.1,0.3,1.4,1.9
146,Caron Butler,MIA,68,29.8,9.2,3.5,9.3,0.38,0.1,0.6,0.238,2.0,2.6,0.756,1.4,3.4,4.8,1.9,1.1,0.2,1.3,2.4
147,Dion Glover,TOR,69,23.8,9.0,3.3,8.5,0.39,0.6,1.7,0.336,1.7,2.3,0.769,0.8,3.0,3.9,1.9,0.7,0.3,1.5,1.8
148,Etan Thomas,WAS,79,24.1,8.9,3.3,6.7,0.489,0.0,0.0,0.0,2.4,3.7,0.647,2.3,4.4,6.7,0.9,0.5,1.6,1.4,2.8
149,Antonio Davis,CHI,80,32.1,8.9,3.3,8.3,0.403,0.0,0.0,0.0,2.2,2.9,0.765,2.6,5.8,8.4,1.7,0.5,0.8,1.4,2.6
