#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
28,Jamal Crawford,LAC,69,30.4,18.6,6.1,14.7,0.416,2.3,6.5,0.361,4.0,4.7,0.866,0.5,1.8,2.3,3.2,0.9,0.2,2.0,1.7
29,Al Horford,ATL,29,33.0,18.6,8.2,14.5,0.567,0.1,0.4,0.364,2.0,2.9,0.682,2.3,6.1,8.4,2.6,0.9,1.5,2.2,1.9
30,Klay Thompson,GSW,81,35.4,18.4,6.9,15.5,0.444,2.8,6.6,0.417,1.8,2.3,0.795,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9
31,Dwight Howard,HOU,71,33.8,18.3,6.7,11.3,0.591,0.0,0.1,0.286,4.9,9.0,0.547,3.3,8.9,12.2,1.8,0.8,1.8,3.2,3.4
32,Arron Afflalo,ORL,73,35.0,18.2,6.4,13.8,0.459,1.8,4.1,0.427,3.8,4.6,0.815,0.4,3.2,3.6,3.4,0.5,0.0,2.0,1.9
33,David Lee,GSW,69,33.2,18.2,7.4,14.2,0.523,0.0,0.0,0.0,3.3,4.3,0.78,2.6,6.7,9.3,2.1,0.7,0.4,2.2,3.0
34,Paul Millsap,ATL,74,33.5,17.9,6.5,14.1,0.461,1.0,2.9,0.358,3.9,5.3,0.731,2.1,6.4,8.5,3.1,1.7,1.1,2.5,2.8
35,Kyle Lowry,TOR,79,36.2,17.9,5.8,13.7,0.423,2.4,6.3,0.38,4.0,4.9,0.813,1.1,3.6,4.7,7.4,1.5,0.2,2.5,3.4
36,Thaddeus Young,PHI,79,34.4,17.9,7.4,16.2,0.454,1.1,3.7,0.308,2.1,2.9,0.712,2.1,3.9,6.0,2.3,2.1,0.5,2.1,2.7
37,Brandon Knight,MIL,72,33.3,17.9,6.4,15.2,0.422,1.5,4.7,0.325,3.6,4.5,0.802,0.6,2.9,3.5,4.9,1.0,0.2,2.6,2.0
38,Nick Young,LAL,64,28.3,17.9,6.0,13.9,0.435,2.1,5.5,0.386,3.7,4.5,0.825,0.5,2.1,2.6,1.5,0.7,0.2,1.5,2.4
39,Eric Bledsoe,PHX,43,32.9,17.7,6.2,12.9,0.477,1.2,3.3,0.357,4.3,5.5,0.772,0.6,4.1,4.7,5.5,1.6,0.3,3.3,2.3
40,Kemba Walker,CHA,73,35.8,17.7,6.2,15.7,0.393,1.5,4.5,0.333,3.9,4.6,0.837,0.5,3.7,4.2,6.1,1.2,0.4,2.3,1.8
41,Ty Lawson,DEN,62,35.8,17.6,5.6,13.0,0.431,1.2,3.3,0.356,5.2,6.5,0.798,0.6,2.8,3.5,8.8,1.6,0.2,3.2,1.8
42,Nikola Pekovic,MIN,54,30.8,17.5,7.0,13.0,0.541,0.0,0.0,0.0,3.4,4.6,0.747,3.8,4.9,8.7,0.9,0.6,0.4,1.6,2.4
43,Zach Randolph,MEM,79,34.2,17.4,7.1,15.2,0.467,0.0,0.3,0.1,3.2,4.3,0.742,3.4,6.7,10.1,2.5,0.7,0.3,2.3,2.7
44,Pau Gasol,LAL,60,31.4,17.4,7.1,14.8,0.48,0.1,0.2,0.286,3.1,4.2,0.736,2.1,7.6,9.7,3.4,0.5,1.5,2.4,2.1
45,Mike Conley,MEM,73,33.5,17.2,6.3,14.1,0.45,1.4,4.0,0.361,3.1,3.8,0.815,0.6,2.4,2.9,6.0,1.5,0.2,2.1,1.9
46,Bradley Beal,WAS,73,34.7,17.1,6.6,15.7,0.419,1.9,4.7,0.402,2.0,2.6,0.788,0.7,3.0,3.7,3.3,1.0,0.2,1.8,2.1
47,Jeff Green,BOS,82,34.2,16.9,5.9,14.3,0.412,1.6,4.8,0.341,3.5,4.3,0.795,0.7,4.0,4.6,1.7,0.7,0.6,2.0,2.2
48,Tony Parker,SAS,68,29.4,16.7,6.7,13.4,0.499,0.4,1.0,0.373,2.9,3.6,0.811,0.3,2.0,2.3,5.7,0.5,0.1,2.2,1.3
49,Michael Carter-Williams,PHI,70,34.5,16.7,6.1,15.1,0.405,0.8,3.0,0.264,3.7,5.2,0.703,1.4,4.8,6.2,6.3,1.9,0.6,3.5,3.0
50,Chandler Parsons,HOU,74,37.6,16.6,6.3,13.3,0.472,1.8,4.7,0.37,2.2,3.0,0.742,0.9,4.6,5.5,4.0,1.2,0.4,1.9,2.3
51,Jeff Teague,ATL,79,32.2,16.5,5.8,13.2,0.438,0.9,2.8,0.329,4.0,4.8,0.846,0.4,2.2,2.6,6.7,1.1,0.2,2.9,2.0
52,Josh Smith,DET,77,35.5,16.4,6.7,16.0,0.419,0.9,3.4,0.264,2.1,3.9,0.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6
53,Wesley Matthews,POR,82,33.9,16.4,5.4,12.3,0.441,2.5,6.2,0.393,3.1,3.7,0.837,0.6,2.9,3.5,2.4,0.9,0.2,1.3,2.1
54,Chris Bosh,MIA,79,32.0,16.2,6.2,12.1,0.516,0.9,2.8,0.339,2.8,3.4,0.82,1.2,5.4,6.6,1.1,1.0,1.0,1.6,2.4
55,Gordon Hayward,UTA,77,36.4,16.2,5.5,13.4,0.413,1.1,3.6,0.304,4.0,4.9,0.816,0.8,4.3,5.1,5.2,1.4,0.5,2.8,2.0
56,Luol Deng,CLE,63,35.1,16.0,5.9,13.7,0.431,0.9,3.0,0.302,3.4,4.3,0.791,1.6,4.2,5.7,2.9,1.0,0.1,1.8,1.8
57,Dion Waiters,CLE,70,29.6,15.9,6.1,14.2,0.433,1.3,3.6,0.368,2.3,3.4,0.685,0.5,2.3,2.8,3.0,0.9,0.2,2.2,2.2
58,Derrick Rose,CHI,10,31.1,15.9,5.8,16.4,0.354,1.6,4.7,0.34,2.7,3.2,0.844,0.9,2.3,3.2,4.3,0.5,0.1,3.4,1.5
59,Gerald Green,PHX,82,28.4,15.8,5.5,12.3,0.445,2.5,6.2,0.4,2.4,2.8,0.848,0.6,2.8,3.4,1.5,0.9,0.5,1.8,2.7
60,Joe Johnson,BRK,79,32.6,15.8,5.8,12.9,0.454,2.1,5.1,0.401,2.0,2.5,0.815,0.6,2.8,3.4,2.7,0.6,0.1,1.5,1.6
61,Jodie Meeks,LAL,77,33.2,15.7,5.4,11.6,0.463,2.1,5.2,0.401,2.9,3.4,0.857,0.4,2.1,2.5,1.8,1.4,0.1,1.4,1.5
62,Brandon Jennings,DET,80,34.1,15.5,5.3,14.2,0.373,1.9,5.7,0.337,3.0,4.0,0.751,0.7,2.3,3.1,7.6,1.3,0.1,2.7,2.0
63,Eric Gordon,NOP,64,32.1,15.4,5.6,12.8,0.436,1.6,4.0,0.391,2.7,3.5,0.785,0.5,2.1,2.6,3.3,1.2,0.2,2.1,1.8
64,Greg Monroe,DET,82,32.8,15.2,6.1,12.4,0.497,0.0,0.0,0.0,2.9,4.5,0.657,3.1,6.1,9.3,2.1,1.1,0.6,2.0,2.5
65,J.J. Redick,LAC,35,28.2,15.2,5.2,11.4,0.455,2.1,5.3,0.395,2.8,3.0,0.915,0.3,1.9,2.1,2.2,0.8,0.1,1.2,1.9
66,Serge Ibaka,OKC,81,32.9,15.1,6.5,12.1,0.536,0.3,0.7,0.383,1.9,2.5,0.784,2.8,6.0,8.8,1.0,0.5,2.7,1.5,2.9
67,Tim Duncan,SAS,74,29.2,15.1,6.0,12.2,0.49,0.0,0.1,0.0,3.1,4.3,0.731,2.1,7.6,9.7,3.0,0.6,1.9,2.1,1.8
68,Avery Bradley,BOS,60,30.9,14.9,6.0,13.8,0.438,1.3,3.3,0.395,1.5,1.9,0.804,0.8,3.0,3.8,1.4,1.1,0.2,1.6,2.4
69,Tobias Harris,ORL,61,30.3,14.6,5.4,11.7,0.464,0.5,2.1,0.254,3.2,4.0,0.807,1.4,5.5,7.0,1.3,0.7,0.4,1.3,2.3
70,Marc Gasol,MEM,59,33.4,14.6,5.7,12.1,0.473,0.0,0.2,0.182,3.1,4.1,0.768,1.4,5.8,7.2,3.6,1.0,1.3,1.9,2.5
71,J.R. Smith,NYK,74,32.7,14.5,5.4,12.9,0.415,2.6,6.5,0.394,1.2,1.9,0.652,0.5,3.5,4.0,3.0,0.9,0.3,1.5,2.6
72,Tyreke Evans,NOP,72,28.2,14.5,5.4,12.5,0.436,0.3,1.3,0.221,3.3,4.3,0.771,1.1,3.7,4.7,5.0,1.2,0.3,2.4,2.2
73,Trevor Ariza,WAS,77,35.4,14.4,5.1,11.1,0.456,2.3,5.7,0.407,1.9,2.5,0.772,1.3,4.9,6.2,2.5,1.6,0.3,1.7,2.3
74,Jrue Holiday,NOP,34,33.6,14.3,6.0,13.4,0.447,0.9,2.3,0.39,1.5,1.9,0.81,0.8,3.4,4.2,7.9,1.6,0.4,3.1,2.7
75,Deron Williams,BRK,64,32.2,14.3,5.0,11.2,0.45,1.5,4.2,0.366,2.7,3.4,0.801,0.2,2.4,2.6,6.1,1.5,0.2,2.2,2.3
76,Nikola Vucevic,ORL,57,31.8,14.2,6.2,12.2,0.507,0.0,0.0,0.0,1.8,2.4,0.766,3.2,7.7,11.0,1.8,1.1,0.8,2.0,3.0
77,Maybyner Nene,WAS,53,29.4,14.2,5.6,11.2,0.503,0.0,0.1,0.2,2.9,5.0,0.583,1.2,4.3,5.5,2.9,1.2,0.9,2.2,3.1
78,Gerald Henderson,CHA,77,32.0,14.0,5.2,12.1,0.433,0.5,1.5,0.348,3.1,4.0,0.761,0.4,3.6,4.0,2.6,0.7,0.4,1.5,2.1
79,David West,IND,80,30.9,14.0,5.7,11.7,0.488,0.1,0.2,0.267,2.5,3.1,0.789,1.5,5.3,6.8,2.8,0.8,0.9,1.7,2.3
80,Evan Turner,IND,81,30.3,14.0,5.4,12.6,0.425,0.6,1.9,0.321,2.6,3.2,0.813,0.8,4.3,5.0,3.2,0.8,0.1,2.3,2.4
81,Alec Burks,UTA,78,28.1,14.0,4.9,10.7,0.457,0.6,1.8,0.35,3.6,4.8,0.748,0.8,2.5,3.3,2.7,0.9,0.2,1.9,2.4
82,Rodney Stuckey,DET,73,26.7,13.9,5.1,11.7,0.436,0.3,1.2,0.273,3.3,4.0,0.836,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8
83,Lance Stephenson,IND,78,35.3,13.8,5.5,11.2,0.491,1.1,3.1,0.352,1.8,2.5,0.711,1.2,5.9,7.2,4.6,0.7,0.1,2.7,2.5
84,Kobe Bryant,LAL,6,29.5,13.8,5.2,12.2,0.425,0.5,2.7,0.188,3.0,3.5,0.857,0.3,4.0,4.3,6.3,1.2,0.2,5.7,1.5
85,Victor Oladipo,ORL,80,31.1,13.8,4.9,11.7,0.419,0.9,2.8,0.327,3.1,4.0,0.78,0.5,3.6,4.1,4.1,1.6,0.5,3.2,2.6
86,Markieff Morris,PHX,81,26.6,13.8,5.1,10.4,0.486,0.4,1.3,0.315,3.2,4.0,0.792,1.7,4.3,6.0,1.8,0.8,0.6,1.8,2.9
87,Carlos Boozer,CHI,76,28.2,13.7,5.9,12.9,0.456,0.0,0.0,0.0,1.9,2.5,0.767,1.8,6.5,8.3,1.6,0.7,0.3,2.0,2.8
88,Kenneth Faried,DEN,80,27.2,13.7,5.6,10.3,0.545,0.0,0.0,0.0,2.5,3.9,0.65,3.0,5.6,8.6,1.2,0.9,0.9,1.7,2.4
89,Wilson Chandler,DEN,62,31.1,13.6,5.0,11.9,0.416,2.0,5.7,0.348,1.8,2.5,0.724,0.9,3.8,4.7,1.8,0.7,0.5,1.3,3.1
90,Andre Drummond,DET,81,32.3,13.5,5.9,9.5,0.623,0.0,0.0,0.0,1.7,4.0,0.418,5.4,7.8,13.2,0.4,1.2,1.6,1.4,3.4
91,Paul Pierce,BRK,75,28.0,13.5,4.3,9.5,0.451,1.5,4.0,0.373,3.4,4.1,0.826,0.3,4.3,4.6,2.4,1.1,0.4,2.0,2.5
92,Derrick Favors,UTA,73,30.2,13.3,5.3,10.2,0.522,0.0,0.0,0.0,2.6,3.9,0.669,2.7,6.0,8.7,1.2,1.0,1.5,1.8,3.2
93,Andrea Bargnani,NYK,42,29.9,13.3,5.3,12.0,0.442,0.7,2.6,0.278,2.0,2.4,0.824,1.6,3.6,5.3,1.1,0.3,1.2,1.4,2.4
94,Jared Sullinger,BOS,74,27.6,13.3,5.2,12.1,0.427,0.8,2.8,0.269,2.1,2.7,0.778,3.3,4.9,8.1,1.6,0.5,0.7,1.6,3.4
95,Marcin Gortat,WAS,81,32.8,13.2,5.6,10.4,0.542,0.0,0.0,1.0,1.9,2.8,0.686,2.5,7.0,9.5,1.7,0.5,1.5,1.6,2.5
96,Randy Foye,DEN,81,30.7,13.2,4.5,10.8,0.413,2.3,6.1,0.38,1.9,2.3,0.849,0.4,2.4,2.9,3.5,0.8,0.5,1.8,2.5
97,Spencer Hawes,CLE,80,30.9,13.2,5.0,11.0,0.456,1.6,3.9,0.416,1.5,1.9,0.783,1.6,6.6,8.3,3.0,0.6,1.2,2.2,3.0
98,Jimmy Butler,CHI,67,38.7,13.1,4.1,10.3,0.397,1.0,3.6,0.283,3.9,5.0,0.769,1.3,3.6,4.9,2.6,1.9,0.5,1.5,1.6
99,D.J. Augustin,CHI,71,27.3,13.1,4.2,10.1,0.415,1.9,4.7,0.401,2.8,3.2,0.885,0.2,1.6,1.8,4.4,0.7,0.0,1.8,2.1
100,Reggie Jackson,OKC,80,28.5,13.1,5.0,11.5,0.44,1.0,3.1,0.339,2.0,2.2,0.893,0.5,3.4,3.9,4.1,1.1,0.1,2.1,1.8
101,Nicolas Batum,POR,82,36.0,13.0,4.6,10.0,0.465,1.8,4.9,0.361,2.0,2.5,0.803,1.4,6.0,7.5,5.1,0.9,0.7,2.5,1.9
102,Tony Wroten,PHI,72,24.5,13.0,4.8,11.2,0.427,0.6,2.6,0.213,2.9,4.5,0.641,1.0,2.2,3.2,3.0,1.1,0.2,2.8,2.1
103,Taj Gibson,CHI,82,28.7,13.0,5.2,10.9,0.479,0.0,0.1,0.0,2.6,3.4,0.751,2.4,4.4,6.8,1.1,0.5,1.4,1.8,2.5
104,Kawhi Leonard,SAS,66,29.1,12.8,5.1,9.8,0.522,1.0,2.8,0.379,1.5,1.9,0.802,1.2,5.1,6.2,2.0,1.7,0.8,1.2,1.9
105,Trey Burke,UTA,70,32.3,12.8,4.9,12.8,0.38,1.6,4.8,0.33,1.5,1.6,0.903,0.5,2.4,3.0,5.7,0.6,0.1,1.9,2.1
106,Joakim Noah,CHI,80,35.2,12.6,4.8,10.0,0.475,0.0,0.0,0.0,3.1,4.2,0.737,3.5,7.7,11.3,5.4,1.2,1.5,2.4,3.1
107,Jeremy Lin,HOU,71,28.9,12.5,4.2,9.3,0.446,1.2,3.2,0.358,3.1,3.7,0.823,0.5,2.2,2.6,4.1,1.0,0.4,2.5,2.3
108,Enes Freedom,UTA,80,26.7,12.3,5.2,10.7,0.491,0.0,0.0,0.0,1.9,2.6,0.73,2.8,4.7,7.5,0.9,0.4,0.5,1.8,2.9
109,Manu Ginobili,SAS,68,22.8,12.3,4.3,9.2,0.469,1.3,3.8,0.349,2.4,2.8,0.851,0.4,2.5,3.0,4.3,1.0,0.3,2.0,1.9
110,Corey Brewer,MIN,81,32.2,12.3,4.8,10.0,0.481,0.7,2.6,0.28,2.0,2.8,0.718,0.8,1.8,2.6,1.7,1.9,0.4,1.3,2.6
111,Ramon Sessions,MIL,83,26.7,12.3,4.0,9.3,0.429,0.4,1.5,0.282,3.9,4.9,0.807,0.5,2.0,2.4,4.1,0.6,0.1,1.8,1.1
112,Terrence Jones,HOU,76,27.3,12.1,5.1,9.4,0.542,0.4,1.3,0.307,1.6,2.6,0.605,2.1,4.8,6.9,1.1,0.7,1.3,0.9,1.8
113,Khris Middleton,MIL,82,30.0,12.1,4.6,10.4,0.44,1.5,3.5,0.414,1.4,1.7,0.861,0.7,3.0,3.8,2.1,1.0,0.2,1.5,3.0
114,Jameer Nelson,ORL,68,32.0,12.1,4.3,11.0,0.394,2.0,5.8,0.348,1.4,1.6,0.857,0.4,3.0,3.4,7.0,0.8,0.1,2.4,2.1
115,Kyle Korver,ATL,71,33.9,12.0,4.1,8.6,0.475,2.6,5.5,0.472,1.2,1.3,0.926,0.3,3.7,4.0,2.9,1.0,0.3,1.4,2.1
116,Vince Carter,DAL,81,24.4,11.9,4.1,10.0,0.407,1.8,4.6,0.394,2.0,2.4,0.821,0.8,2.7,3.5,2.6,0.8,0.4,1.3,2.6
117,Amar'e Stoudemire,NYK,65,22.6,11.9,4.8,8.6,0.557,0.0,0.0,0.0,2.3,3.1,0.739,1.7,3.2,4.9,0.5,0.4,0.6,1.4,2.4
118,J.J. Hickson,DEN,69,26.9,11.8,4.8,9.5,0.508,0.0,0.1,0.0,2.2,4.2,0.517,3.0,6.2,9.2,1.4,0.7,0.7,1.9,2.6
119,Tristan Thompson,CLE,82,31.6,11.7,4.4,9.3,0.477,0.0,0.0,0.0,2.9,4.1,0.693,3.3,5.9,9.2,0.9,0.5,0.4,1.3,2.3
120,O.J. Mayo,MIL,52,25.9,11.7,4.3,10.6,0.407,1.6,4.4,0.37,1.5,1.7,0.864,0.5,1.9,2.4,2.2,0.5,0.3,1.8,2.1
121,Rajon Rondo,BOS,30,33.3,11.7,4.7,11.7,0.403,0.9,3.0,0.289,1.4,2.2,0.627,0.7,4.7,5.5,9.8,1.3,0.1,3.3,2.2
122,Jose Calderon,DAL,81,30.5,11.4,4.2,9.2,0.456,2.4,5.2,0.449,0.6,0.8,0.825,0.4,2.0,2.4,4.7,0.9,0.1,1.3,1.7
123,Darren Collison,LAC,80,25.9,11.4,4.1,8.7,0.467,0.9,2.4,0.376,2.4,2.8,0.857,0.6,1.8,2.4,3.7,1.2,0.2,1.7,1.9
124,Marco Belinelli,SAS,80,25.2,11.4,4.2,8.7,0.485,1.6,3.7,0.43,1.4,1.6,0.847,0.2,2.6,2.8,2.2,0.6,0.1,1.2,1.6
125,Mike Dunleavy,CHI,82,31.5,11.3,4.1,9.4,0.43,1.5,4.0,0.38,1.7,2.0,0.854,0.6,3.6,4.2,2.3,0.8,0.6,1.3,2.0
126,Jonas Valanciunas,TOR,81,28.2,11.3,4.4,8.3,0.531,0.0,0.0,0.0,2.4,3.2,0.762,2.8,6.0,8.8,0.7,0.3,0.9,1.7,3.1
127,Andray Blatche,BRK,73,22.2,11.2,4.4,9.2,0.476,0.2,0.7,0.278,2.2,3.0,0.742,1.6,3.7,5.3,1.5,1.0,0.5,1.5,2.3
128,Ersan Ilyasova,MIL,55,26.9,11.2,4.3,10.5,0.409,0.7,2.4,0.282,1.9,2.4,0.823,1.9,4.3,6.2,1.3,0.8,0.1,1.1,2.5
129,John Henson,MIL,70,26.5,11.1,4.9,9.1,0.538,0.0,0.0,0.0,1.3,2.5,0.514,2.4,4.7,7.1,1.6,0.6,1.7,1.6,2.6
130,Brandon Bass,BOS,82,27.6,11.1,4.3,8.8,0.486,0.0,0.1,0.333,2.5,2.9,0.858,2.0,3.8,5.7,1.1,0.4,0.9,1.2,2.3
131,Channing Frye,PHX,82,28.2,11.1,4.1,9.5,0.432,2.0,5.3,0.37,1.0,1.2,0.821,0.9,4.2,5.1,1.2,0.7,0.8,1.1,3.0
132,DeMarre Carroll,ATL,73,32.1,11.1,4.1,8.8,0.47,1.3,3.7,0.362,1.5,1.9,0.773,1.5,4.1,5.5,1.8,1.5,0.3,1.1,2.6
133,Robin Lopez,POR,82,31.7,11.1,4.3,7.9,0.551,0.0,0.0,0.0,2.4,3.0,0.818,4.0,4.6,8.5,0.9,0.3,1.7,1.0,2.4
134,Jordan Crawford,GSW,81,23.0,11.0,4.0,9.7,0.415,1.1,3.5,0.316,1.8,2.1,0.864,0.3,1.9,2.3,3.5,0.6,0.1,1.7,1.5
135,Terrence Ross,TOR,81,26.7,10.9,3.9,9.3,0.423,2.0,5.0,0.395,1.0,1.2,0.837,0.5,2.6,3.1,1.0,0.8,0.3,1.1,2.3
136,Roy Hibbert,IND,81,29.7,10.8,4.1,9.3,0.439,0.0,0.1,0.4,2.6,3.3,0.77,2.5,4.1,6.6,1.1,0.4,2.2,1.8,3.3
137,Gary Neal,CHA,52,21.4,10.5,3.7,9.1,0.41,1.3,3.5,0.378,1.8,2.0,0.895,0.2,1.5,1.7,1.6,0.3,0.0,1.2,1.3
138,Caron Butler,OKC,56,25.3,10.5,3.8,9.6,0.394,1.8,4.4,0.394,1.1,1.3,0.84,0.4,3.7,4.1,1.5,0.8,0.3,1.1,2.1
139,DeAndre Jordan,LAC,82,35.0,10.4,4.2,6.3,0.676,0.0,0.0,0.0,2.0,4.6,0.428,4.0,9.5,13.6,0.9,1.0,2.5,1.5,3.2
140,Lou Williams,ATL,60,24.1,10.4,3.3,8.2,0.4,1.3,3.9,0.342,2.5,3.0,0.849,0.2,1.9,2.1,3.5,0.8,0.1,1.5,1.1
141,Shawn Marion,DAL,76,31.7,10.4,4.5,9.3,0.482,0.8,2.1,0.358,0.7,0.9,0.785,1.7,4.8,6.5,1.6,1.2,0.5,1.3,1.6
142,Nate Robinson,DEN,44,19.7,10.4,3.7,8.7,0.428,1.3,3.5,0.377,1.6,1.9,0.835,0.5,1.4,1.8,2.5,0.8,0.1,1.3,2.1
143,Amir Johnson,TOR,77,28.8,10.4,4.5,7.9,0.562,0.3,0.9,0.303,1.2,1.9,0.636,2.2,4.3,6.6,1.5,0.7,1.1,1.6,3.5
144,Chris Kaman,LAL,39,18.9,10.4,4.5,8.9,0.509,0.0,0.1,0.0,1.3,1.7,0.765,1.4,4.5,5.9,1.5,0.3,1.0,1.9,2.4
145,George Hill,IND,76,32.0,10.3,3.6,8.1,0.442,1.3,3.4,0.365,1.9,2.3,0.807,0.7,3.0,3.7,3.5,1.0,0.3,1.2,2.1
146,Patrick Beverley,HOU,56,31.3,10.2,3.6,8.6,0.414,1.6,4.6,0.361,1.5,1.8,0.814,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1
147,Patty Mills,SAS,81,18.9,10.2,3.8,8.2,0.464,1.7,3.9,0.425,0.9,1.0,0.89,0.4,1.7,2.1,1.8,0.8,0.1,0.8,1.4
148,Tim Hardaway Jr.,NYK,81,23.2,10.2,3.6,8.5,0.428,1.6,4.4,0.363,1.3,1.6,0.828,0.2,1.3,1.5,0.8,0.5,0.1,0.6,1.8
149,Jordan Farmar,LAL,41,22.3,10.1,3.7,8.9,0.415,1.7,3.9,0.438,1.1,1.4,0.746,0.5,2.0,2.5,4.9,0.9,0.2,2.3,1.6
