#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
1,Kevin Durant,OKC,66,38.6,28.0,9.7,19.7,0.496,2.0,5.2,0.387,6.5,7.6,0.86,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0
2,Kobe Bryant,LAL,58,38.5,27.9,9.9,23.0,0.43,1.5,4.9,0.303,6.6,7.8,0.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8
3,LeBron James,MIA,62,37.5,27.1,10.0,18.9,0.531,0.9,2.4,0.362,6.2,8.1,0.771,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5
4,Kevin Love,MIN,55,39.0,26.0,8.6,19.3,0.448,1.9,5.1,0.372,6.9,8.4,0.824,4.1,9.2,13.3,2.0,0.9,0.5,2.3,2.8
5,Russell Westbrook,OKC,66,35.3,23.6,8.8,19.2,0.457,0.9,3.0,0.316,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2
6,Carmelo Anthony,NYK,55,34.1,22.6,8.0,18.6,0.43,1.2,3.7,0.335,5.4,6.7,0.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8
7,Dwyane Wade,MIA,49,33.2,22.1,8.5,17.1,0.497,0.3,1.1,0.268,4.8,6.1,0.791,1.5,3.3,4.8,4.6,1.7,1.3,2.6,2.2
8,Derrick Rose,CHI,39,35.2,21.8,7.7,17.8,0.435,1.4,4.4,0.312,5.0,6.1,0.812,0.7,2.7,3.4,7.9,0.9,0.7,3.1,1.3
9,LaMarcus Aldridge,POR,55,36.3,21.7,8.8,17.1,0.512,0.0,0.2,0.182,4.1,5.0,0.814,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8
10,Dirk Nowitzki,DAL,62,33.5,21.6,7.6,16.7,0.457,1.3,3.4,0.368,5.1,5.7,0.896,0.7,6.0,6.7,2.2,0.7,0.5,1.9,2.1
11,Deron Williams,NJN,55,36.3,21.0,7.1,17.5,0.407,2.1,6.2,0.336,4.7,5.5,0.843,0.4,2.9,3.3,8.7,1.2,0.4,4.0,2.2
12,Blake Griffin,LAC,66,36.2,20.7,8.5,15.5,0.549,0.0,0.2,0.125,3.7,7.1,0.521,3.3,7.6,10.9,3.2,0.8,0.7,2.3,3.3
13,Dwight Howard,ORL,54,38.3,20.6,7.7,13.4,0.573,0.0,0.1,0.0,5.2,10.6,0.491,3.7,10.8,14.5,1.9,1.5,2.1,3.2,2.9
14,Eric Gordon,NOP,9,34.5,20.6,7.0,15.6,0.45,1.1,4.4,0.25,5.4,7.2,0.754,0.2,2.6,2.8,3.4,1.4,0.4,2.7,2.2
15,Monta Ellis,MIL,58,36.6,20.4,7.8,17.9,0.433,1.1,3.5,0.308,3.8,4.7,0.796,0.3,3.1,3.4,6.0,1.5,0.3,3.1,2.3
16,David Lee,GSW,57,37.2,20.1,8.1,16.2,0.503,0.0,0.1,0.0,3.8,4.9,0.782,3.0,6.6,9.6,2.8,0.9,0.4,2.6,3.1
17,Chris Paul,LAC,60,36.3,19.8,7.1,14.8,0.478,1.3,3.6,0.371,4.3,5.0,0.861,0.7,2.9,3.6,9.1,2.5,0.1,2.1,2.3
18,Andrea Bargnani,TOR,31,33.3,19.5,6.7,15.6,0.432,1.1,3.7,0.296,4.9,5.6,0.873,0.8,4.8,5.5,2.0,0.6,0.5,2.2,1.7
19,Paul Pierce,BOS,61,34.0,19.4,6.5,14.6,0.443,1.6,4.5,0.366,4.8,5.6,0.852,0.6,4.6,5.2,4.5,1.1,0.4,2.8,2.4
20,Brook Lopez,NJN,5,27.2,19.2,7.6,15.4,0.494,0.0,0.0,0.0,4.0,6.4,0.625,1.6,2.0,3.6,1.2,0.2,0.8,1.2,1.6
21,Al Jefferson,UTA,61,34.0,19.2,8.5,17.2,0.492,0.0,0.1,0.25,2.2,2.9,0.774,2.2,7.4,9.6,2.2,0.8,1.7,1.0,2.5
22,Brandon Jennings,MIL,66,35.3,19.1,7.1,17.0,0.418,2.0,5.9,0.332,2.9,3.6,0.808,0.7,2.7,3.4,5.5,1.6,0.3,2.2,1.7
