#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
47,Jordan Poole,GSW,76,30.0,18.5,6.2,13.9,0.448,2.8,7.6,0.364,3.2,3.5,0.925,0.4,3.0,3.4,4.0,0.8,0.3,2.5,2.7
48,Russell Westbrook,LAL,78,34.3,18.5,7.0,15.8,0.444,1.0,3.4,0.298,3.4,5.1,0.667,1.4,6.0,7.4,7.1,1.0,0.3,3.8,3.0
49,Dillon Brooks,MEM,32,27.7,18.4,7.1,16.4,0.432,1.4,4.7,0.309,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3
50,"Gary Trent, Jr.",TOR,70,35.0,18.3,6.4,15.5,0.414,3.0,7.8,0.383,2.5,2.9,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1
51,Jrue Holiday,MIL,67,32.9,18.3,7.1,14.2,0.501,2.0,4.8,0.411,2.0,2.7,0.761,1.0,3.5,4.5,6.8,1.6,0.4,2.7,2.0
52,Desmond Bane,MEM,76,29.8,18.2,6.7,14.5,0.461,3.0,6.9,0.436,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6
53,D'Angelo Russell,MIN,65,31.9,18.1,6.2,15.0,0.411,2.7,8.0,0.34,3.0,3.7,0.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,2.0
54,Bojan Bogdanovic,UTA,69,30.9,18.1,6.1,13.4,0.455,2.6,6.8,0.387,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7
55,Christian Wood,HOU,68,30.8,17.9,6.5,12.9,0.501,1.9,4.9,0.39,3.0,4.9,0.623,1.6,8.5,10.1,2.3,0.8,1.0,1.9,2.5
56,Jonas Valanciunas,NOP,74,30.3,17.8,6.9,12.7,0.544,0.8,2.1,0.361,3.2,3.9,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3
57,Nikola Vucevic,CHI,73,33.1,17.6,7.5,15.8,0.473,1.4,4.5,0.314,1.3,1.7,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5
58,Tyrese Maxey,PHI,75,35.3,17.5,6.4,13.3,0.485,1.8,4.1,0.427,2.8,3.3,0.866,0.3,2.9,3.2,4.3,0.7,0.4,1.2,2.1
59,Cade Cunningham,DET,64,32.6,17.4,6.7,16.1,0.416,1.8,5.7,0.314,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1
60,Anfernee Simons,POR,57,29.5,17.3,6.2,14.0,0.443,3.1,7.8,0.405,1.8,2.0,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9
61,Jalen Green,HOU,67,31.9,17.3,6.1,14.2,0.426,2.3,6.8,0.343,2.8,3.5,0.797,0.5,2.9,3.4,2.6,0.7,0.3,2.0,1.5
62,Tobias Harris,PHI,73,34.8,17.2,6.8,14.0,0.482,1.4,3.8,0.367,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2
63,Andrew Wiggins,GSW,73,31.9,17.2,6.5,14.0,0.466,2.2,5.5,0.393,2.0,3.2,0.634,1.2,3.3,4.5,2.2,1.0,0.7,1.5,2.2
64,Luguentz Dort,OKC,51,32.7,17.2,5.7,14.2,0.404,2.5,7.7,0.332,3.2,3.7,0.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9
65,Deandre Ayton,PHX,58,29.5,17.2,7.6,12.0,0.634,0.1,0.3,0.368,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4
66,OG Anunoby,TOR,48,36.0,17.1,6.4,14.5,0.443,2.4,6.6,0.363,1.9,2.5,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7
67,Kyle Kuzma,WAS,66,33.4,17.1,6.4,14.2,0.452,1.9,5.7,0.341,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9
68,Keldon Johnson,SAS,75,31.9,17.0,6.3,13.5,0.466,2.1,5.3,0.398,2.4,3.1,0.756,1.1,5.0,6.1,2.1,0.8,0.2,1.2,2.0
69,Caris LeVert,CLE,58,30.7,17.0,6.5,14.7,0.444,1.4,4.4,0.32,2.5,3.3,0.756,0.7,2.9,3.7,4.3,0.9,0.4,1.9,2.3
70,Reggie Jackson,LAC,75,31.2,16.8,6.4,16.3,0.392,2.2,6.8,0.326,1.8,2.2,0.847,0.5,3.1,3.6,4.8,0.7,0.2,2.3,2.1
71,Harrison Barnes,SAC,77,33.6,16.4,5.1,10.8,0.469,1.8,4.7,0.394,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2
72,Cole Anthony,ORL,65,31.7,16.3,5.5,14.0,0.391,2.0,6.0,0.338,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6
73,"Jaren Jackson, Jr.",MEM,78,27.3,16.3,5.5,13.3,0.415,1.6,5.1,0.319,3.6,4.4,0.823,1.5,4.3,5.8,1.1,0.9,2.3,1.7,3.5
74,Jalen Brunson,DAL,79,31.9,16.3,6.4,12.8,0.502,1.2,3.2,0.373,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9
75,John Collins,ATL,54,30.8,16.2,6.3,11.9,0.526,1.2,3.3,0.364,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0
76,Jarrett Allen,CLE,56,32.3,16.1,6.6,9.7,0.677,0.0,0.2,0.1,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7
77,Saddiq Bey,DET,82,33.0,16.1,5.5,13.9,0.396,2.6,7.4,0.346,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6
78,Jordan Clarkson,UTA,79,27.1,16.0,5.9,14.1,0.419,2.4,7.6,0.318,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9
79,Collin Sexton,CLE,11,28.8,16.0,6.2,13.7,0.45,1.0,4.1,0.244,2.6,3.5,0.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3
80,Gordon Hayward,CHA,49,31.9,15.9,5.8,12.6,0.459,1.8,4.5,0.391,2.6,3.0,0.846,0.8,3.8,4.6,3.6,1.0,0.4,1.7,1.7
81,Buddy Hield,IND,81,30.8,15.6,5.5,13.6,0.406,3.2,8.8,0.366,1.4,1.6,0.874,0.8,3.5,4.4,2.8,0.9,0.3,1.9,2.3
82,Rudy Gobert,UTA,66,32.1,15.6,5.5,7.7,0.713,0.0,0.1,0.0,4.6,6.7,0.69,3.7,11.0,14.7,1.1,0.7,2.1,1.8,2.7
83,"Kevin Porter, Jr.",HOU,61,31.3,15.6,5.5,13.2,0.415,2.5,6.8,0.375,2.0,3.2,0.642,0.7,3.7,4.4,6.2,1.1,0.4,3.1,2.6
84,Marcus Morris,LAC,54,29.0,15.4,5.6,12.8,0.434,1.9,5.1,0.367,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1
85,Tyrese Haliburton,IND,77,35.0,15.3,5.6,11.8,0.473,2.1,5.1,0.414,2.1,2.5,0.842,0.8,3.2,4.0,8.2,1.7,0.6,2.6,1.6
86,Scottie Barnes,TOR,74,35.4,15.3,6.2,12.6,0.492,0.8,2.6,0.301,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6
87,Franz Wagner,ORL,79,30.7,15.2,5.8,12.3,0.468,1.2,3.4,0.354,2.4,2.8,0.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1
88,Bogdan Bogdanovic,ATL,63,29.3,15.1,5.4,12.6,0.431,2.7,7.3,0.368,1.5,1.8,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1
89,Jusuf Nurkic,POR,56,28.2,15.0,5.7,10.7,0.535,0.3,1.0,0.268,3.3,4.8,0.69,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4
90,"Wendell Carter, Jr.",ORL,62,29.9,15.0,5.8,11.0,0.525,1.1,3.5,0.327,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7
91,Aaron Gordon,DEN,75,31.7,15.0,5.8,11.1,0.52,1.2,3.5,0.335,2.3,3.1,0.743,1.7,4.2,5.9,2.5,0.6,0.6,1.8,2.0
92,Seth Curry,BRK,64,33.3,15.0,5.6,11.5,0.487,2.5,5.8,0.422,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,2.3
93,Evan Mobley,CLE,69,33.8,15.0,6.1,12.0,0.508,0.3,1.3,0.25,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1
94,"Kelly Oubre, Jr.",CHA,76,26.3,15.0,5.4,12.3,0.44,2.5,7.3,0.345,1.7,2.5,0.667,1.0,2.9,4.0,1.1,1.0,0.4,0.9,2.5
95,Josh Hart,POR,54,33.2,14.9,5.3,10.5,0.504,1.4,3.9,0.343,3.0,3.9,0.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8
96,Lauri Markkanen,CLE,61,30.8,14.8,5.1,11.5,0.445,2.2,6.2,0.358,2.3,2.6,0.868,1.0,4.7,5.7,1.3,0.7,0.5,0.9,2.1
97,Chris Paul,PHX,65,32.9,14.7,5.6,11.3,0.493,1.0,3.1,0.317,2.6,3.1,0.837,0.3,4.0,4.4,10.8,1.9,0.3,2.4,2.1
98,Jaylen Hoard,OKC,7,34.2,14.7,6.3,12.9,0.489,1.3,3.6,0.36,0.9,2.0,0.429,4.3,7.7,12.0,2.4,0.9,0.7,1.1,2.0
99,Will Barton,DEN,71,32.1,14.7,5.5,12.6,0.438,2.2,6.1,0.365,1.4,1.8,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6
100,Bobby Portis,MIL,72,28.2,14.6,5.8,12.1,0.479,1.8,4.7,0.393,1.2,1.6,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4
101,Tim Hardaway Jr.,DAL,42,29.6,14.2,5.0,12.6,0.394,2.4,7.2,0.336,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8
102,Mikal Bridges,PHX,82,34.8,14.2,5.6,10.5,0.534,1.4,3.8,0.369,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8
103,Evan Fournier,NYK,80,29.5,14.1,5.0,12.1,0.417,3.0,7.7,0.389,1.0,1.4,0.708,0.4,2.2,2.6,2.1,1.0,0.3,1.3,2.3
104,Malik Monk,LAL,76,28.1,13.8,5.1,10.9,0.473,2.3,5.8,0.391,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8
105,Spencer Dinwiddie,DAL,67,29.6,13.7,4.6,11.0,0.416,1.7,4.9,0.339,2.9,3.8,0.774,0.7,3.5,4.2,5.2,0.7,0.2,1.6,2.2
106,Mike Conley,UTA,72,28.6,13.7,4.8,11.0,0.435,2.3,5.8,0.408,1.8,2.3,0.796,0.7,2.4,3.0,5.3,1.3,0.3,1.7,2.0
107,Kevin Love,CLE,74,22.5,13.6,4.4,10.3,0.43,2.5,6.4,0.392,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4
108,Dennis Schroder,HOU,64,28.7,13.5,4.9,11.3,0.431,1.3,3.9,0.344,2.5,2.9,0.853,0.5,2.8,3.3,4.6,0.8,0.1,2.2,2.4
109,Jakob Poeltl,SAS,68,29.0,13.5,6.0,9.8,0.618,0.0,0.0,1.0,1.4,2.8,0.495,3.9,5.5,9.3,2.8,0.7,1.7,1.6,3.1
110,Eric Gordon,HOU,57,29.3,13.4,4.7,9.9,0.475,2.2,5.3,0.412,1.8,2.4,0.778,0.3,1.7,2.0,2.7,0.5,0.3,1.9,1.1
111,Kyle Lowry,MIA,63,33.9,13.4,4.4,10.0,0.44,2.3,6.1,0.377,2.3,2.8,0.851,0.5,4.0,4.5,7.5,1.1,0.3,2.7,2.8
112,De'Andre Hunter,ATL,53,29.8,13.4,4.8,10.8,0.442,1.4,3.7,0.379,2.4,3.1,0.765,0.5,2.8,3.3,1.3,0.7,0.4,1.3,2.9
113,Carmelo Anthony,LAL,69,26.0,13.3,4.6,10.5,0.441,2.2,5.8,0.375,1.9,2.3,0.83,0.9,3.3,4.2,1.0,0.7,0.8,0.9,2.4
114,Derrick White,BOS,75,29.3,13.2,4.5,10.7,0.421,1.5,4.9,0.312,2.7,3.1,0.864,0.5,3.0,3.5,4.9,0.9,0.8,1.6,2.3
115,Kentavious Caldwell-Pope,WAS,77,30.2,13.2,4.7,10.8,0.435,2.1,5.3,0.39,1.8,2.0,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8
116,Montrezl Harrell,CHA,71,23.1,13.1,5.0,7.8,0.645,0.1,0.2,0.235,3.0,4.2,0.716,2.1,4.0,6.1,2.0,0.4,0.6,1.0,1.9
117,Chris Duarte,IND,55,28.0,13.1,4.9,11.3,0.432,1.7,4.6,0.369,1.6,2.0,0.804,0.7,3.4,4.1,2.1,1.0,0.2,1.6,1.7
118,Ricky Rubio,CLE,34,28.5,13.1,4.4,12.1,0.363,1.7,5.1,0.339,2.6,3.0,0.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2
119,Lonzo Ball,CHI,35,34.6,13.0,4.6,10.9,0.423,3.1,7.4,0.423,0.6,0.8,0.75,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4
120,LaMarcus Aldridge,BRK,47,22.3,12.9,5.4,9.7,0.55,0.3,1.0,0.304,1.9,2.2,0.873,1.6,3.9,5.5,0.9,0.3,1.0,0.9,1.7
121,Brandon Williams,POR,24,26.7,12.9,4.4,11.8,0.372,1.3,4.4,0.292,2.8,4.0,0.701,0.8,2.3,3.1,3.9,1.0,0.4,2.4,2.2
122,Myles Turner,IND,42,29.4,12.9,4.8,9.4,0.509,1.5,4.4,0.333,1.9,2.5,0.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8
123,Coby White,CHI,61,27.5,12.7,4.6,10.6,0.433,2.2,5.8,0.385,1.3,1.5,0.857,0.3,2.7,3.0,2.9,0.5,0.2,1.1,2.2
124,Monte Morris,DEN,75,29.9,12.6,5.0,10.3,0.484,1.7,4.2,0.395,1.0,1.1,0.869,0.4,2.7,3.0,4.4,0.7,0.2,1.0,1.2
125,Josh Giddey,OKC,54,31.5,12.5,5.2,12.4,0.419,1.0,3.9,0.263,1.0,1.5,0.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6
126,Cameron Johnson,PHX,66,26.2,12.5,4.2,9.2,0.46,2.5,5.9,0.425,1.5,1.7,0.86,0.6,3.5,4.1,1.5,0.9,0.2,0.7,1.7
127,Brook Lopez,MIL,13,23.0,12.4,4.7,10.1,0.466,1.5,4.1,0.358,1.5,1.8,0.87,1.5,2.6,4.1,0.5,0.6,1.2,0.9,2.6
128,Victor Oladipo,MIA,8,21.6,12.4,4.4,9.1,0.479,1.9,4.5,0.417,1.8,2.4,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2.0,1.6
129,Devin Vassell,SAS,71,27.3,12.3,4.6,10.8,0.427,1.9,5.4,0.361,1.2,1.4,0.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.0
130,Lonnie Walker,SAS,70,23.0,12.1,4.4,10.9,0.407,1.6,5.0,0.314,1.7,2.1,0.784,0.3,2.3,2.6,2.2,0.6,0.3,1.0,1.4
131,Marcus Smart,BOS,71,32.3,12.1,4.2,10.1,0.418,1.7,5.1,0.331,2.0,2.5,0.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3
132,Malik Beasley,MIN,79,25.0,12.1,4.2,10.8,0.391,3.0,8.1,0.377,0.6,0.8,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1
133,Kevin Huerter,ATL,74,29.6,12.1,4.7,10.3,0.454,2.2,5.6,0.389,0.6,0.7,0.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5
134,Derrick Rose,NYK,26,24.5,12.0,4.7,10.5,0.445,1.4,3.5,0.402,1.2,1.2,0.968,0.8,2.2,3.0,4.0,0.8,0.5,1.5,0.6
135,Luke Kennard,LAC,70,27.4,11.9,4.1,9.1,0.449,2.7,6.0,0.449,1.0,1.1,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4
136,Devonte' Graham,NOP,76,28.4,11.9,3.9,10.7,0.363,2.5,7.4,0.341,1.6,1.8,0.843,0.5,1.8,2.3,4.2,0.9,0.2,1.4,1.3
137,Jae'sean Tate,HOU,78,26.4,11.8,4.7,9.3,0.498,0.8,2.6,0.312,1.7,2.4,0.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7
138,Jalen Suggs,ORL,48,27.2,11.8,4.1,11.4,0.361,0.9,4.1,0.214,2.6,3.4,0.773,0.5,3.0,3.6,4.4,1.2,0.4,3.0,3.0
139,Danilo Gallinari,ATL,66,25.3,11.7,3.9,9.0,0.434,1.7,4.5,0.381,2.1,2.4,0.904,0.5,4.1,4.7,1.5,0.4,0.2,0.6,1.4
140,Alec Burks,NYK,81,28.6,11.7,3.5,9.0,0.391,1.9,4.8,0.404,2.7,3.3,0.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,2.7
141,Kemba Walker,NYK,37,25.6,11.6,4.0,10.0,0.403,2.0,5.4,0.367,1.6,1.9,0.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0
142,Cameron Oliver,ATL,2,21.7,11.5,5.0,7.5,0.667,0.5,1.5,0.333,1.0,1.5,0.667,1.0,2.0,3.0,1.5,0.5,0.5,0.0,2.5
143,Davion Mitchell,SAC,75,27.7,11.5,4.7,11.2,0.418,1.3,4.3,0.316,0.7,1.1,0.659,0.4,1.8,2.2,4.2,0.7,0.3,1.5,1.9
144,Patty Mills,BRK,81,29.0,11.4,4.0,9.8,0.408,2.8,7.0,0.4,0.6,0.7,0.814,0.2,1.7,1.9,2.3,0.6,0.2,0.9,1.4
145,Doug McDermott,SAS,51,24.0,11.3,4.2,9.1,0.462,2.1,5.0,0.422,0.8,1.0,0.784,0.4,1.9,2.3,1.3,0.3,0.1,0.8,1.5
146,Rui Hachimura,WAS,42,22.5,11.3,4.5,9.1,0.491,1.3,2.9,0.447,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3
147,Immanuel Quickley,NYK,78,23.1,11.3,3.6,9.3,0.392,1.8,5.1,0.346,2.3,2.6,0.881,0.4,2.8,3.2,3.5,0.7,0.0,1.3,2.1
148,Joe Harris,BRK,14,30.2,11.3,4.0,8.9,0.452,2.9,6.3,0.466,0.4,0.4,0.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2
