#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
21,James Harden,BRK,44,36.6,24.6,7.8,16.7,0.466,2.8,7.6,0.362,6.3,7.3,0.861,0.8,7.1,7.9,10.8,1.2,0.8,4.0,2.3
22,Collin Sexton,CLE,60,35.3,24.3,8.8,18.4,0.475,1.6,4.4,0.371,5.2,6.4,0.815,1.0,2.2,3.1,4.4,1.0,0.2,2.8,2.6
23,Julius Randle,NYK,71,37.6,24.1,8.5,18.6,0.456,2.3,5.5,0.411,4.9,6.0,0.811,1.2,9.0,10.2,6.0,0.9,0.3,3.4,3.2
24,Brandon Ingram,NOP,61,34.3,23.8,8.4,18.0,0.466,2.3,6.1,0.381,4.6,5.2,0.878,0.6,4.3,4.9,4.9,0.7,0.6,2.5,2.0
25,Shai Gilgeous-Alexander,OKC,35,33.7,23.7,8.2,16.1,0.508,2.0,4.9,0.418,5.3,6.5,0.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0
26,Nikola Vucevic,CHI,70,33.5,23.4,9.5,19.9,0.477,2.5,6.3,0.4,1.9,2.2,0.84,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2.0
27,Paul George,LAC,54,33.7,23.3,8.2,17.6,0.467,3.2,7.7,0.411,3.7,4.2,0.868,0.8,5.8,6.6,5.2,1.1,0.4,3.3,2.4
28,C.J. McCollum,POR,47,34.0,23.1,8.6,18.8,0.458,3.6,8.9,0.402,2.3,2.8,0.812,0.6,3.3,3.9,4.7,0.9,0.4,1.4,1.9
29,Jerami Grant,DET,54,33.9,22.3,7.4,17.3,0.429,2.1,6.1,0.35,5.4,6.4,0.845,0.6,4.0,4.6,2.8,0.6,1.1,2.0,2.3
30,Russell Westbrook,WAS,65,36.4,22.2,8.4,19.0,0.439,1.3,4.2,0.315,4.2,6.4,0.656,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9
31,Anthony Davis,LAL,36,32.3,21.8,8.4,17.0,0.491,0.7,2.8,0.26,4.4,5.9,0.738,1.7,6.2,7.9,3.1,1.3,1.6,2.1,1.7
32,DeMar DeRozan,SAS,61,33.7,21.6,7.5,15.1,0.495,0.3,1.2,0.257,6.3,7.2,0.88,0.7,3.6,4.2,6.9,0.9,0.2,2.0,2.1
33,Jimmy Butler,MIA,52,33.6,21.5,7.0,14.2,0.497,0.5,2.0,0.245,6.9,8.0,0.863,1.8,5.1,6.9,7.1,2.1,0.3,2.1,1.4
34,Pascal Siakam,TOR,56,35.8,21.4,7.8,17.2,0.455,1.3,4.4,0.297,4.4,5.4,0.827,1.7,5.5,7.2,4.5,1.1,0.7,2.3,3.1
35,Jamal Murray,DEN,48,35.5,21.2,7.9,16.5,0.477,2.7,6.6,0.408,2.8,3.2,0.869,0.8,3.3,4.0,4.8,1.3,0.3,2.3,2.0
36,Malcolm Brogdon,IND,56,34.5,21.2,7.9,17.5,0.453,2.6,6.7,0.388,2.7,3.2,0.864,1.0,4.2,5.3,5.9,0.9,0.3,2.1,2.0
37,Christian Wood,HOU,41,32.3,21.0,8.0,15.6,0.514,1.9,5.0,0.374,3.0,4.8,0.631,1.9,7.8,9.6,1.7,0.8,1.2,2.0,2.1
38,John Wall,HOU,40,32.2,20.6,7.3,18.2,0.404,2.0,6.2,0.317,4.0,5.3,0.749,0.4,2.8,3.2,6.9,1.1,0.8,3.5,1.2
39,Terry Rozier,CHA,69,34.5,20.4,7.4,16.4,0.45,3.2,8.3,0.389,2.4,2.9,0.817,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7
40,Khris Middleton,MIL,68,33.4,20.4,7.5,15.8,0.476,2.2,5.4,0.414,3.1,3.5,0.898,0.8,5.2,6.0,5.4,1.1,0.1,2.6,2.4
41,Domantas Sabonis,IND,62,36.0,20.3,7.8,14.6,0.535,0.8,2.6,0.321,3.9,5.3,0.732,2.4,9.5,12.0,6.7,1.2,0.5,3.4,3.3
42,Caris LeVert,IND,47,31.6,20.2,7.6,17.3,0.441,1.8,5.5,0.326,3.1,3.8,0.811,0.7,3.9,4.6,5.2,1.4,0.6,2.2,2.2
43,Kristaps Porzingis,DAL,43,30.9,20.1,7.6,15.9,0.476,2.3,6.0,0.376,2.7,3.2,0.855,1.9,7.0,8.9,1.6,0.5,1.3,1.2,2.7
44,Victor Oladipo,MIA,33,32.7,19.8,7.1,17.5,0.408,2.4,7.2,0.326,3.2,4.2,0.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5
45,Gordon Hayward,CHA,44,34.0,19.6,7.1,15.0,0.473,1.9,4.7,0.415,3.5,4.2,0.843,0.8,5.0,5.9,4.1,1.2,0.3,2.1,1.7
46,Fred VanVleet,TOR,52,36.5,19.6,6.5,16.7,0.389,3.3,9.2,0.366,3.3,3.7,0.885,0.6,3.6,4.2,6.3,1.7,0.7,1.8,2.3
47,Malik Beasley,MIN,37,32.8,19.6,7.1,16.2,0.44,3.5,8.7,0.399,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7
48,Tobias Harris,PHI,62,32.5,19.5,7.6,14.9,0.512,1.3,3.4,0.394,2.9,3.3,0.892,1.0,5.8,6.8,3.5,0.9,0.8,1.7,1.9
49,Anthony Edwards,MIN,72,32.1,19.3,7.0,16.8,0.417,2.4,7.2,0.329,2.9,3.8,0.776,0.8,3.8,4.7,2.9,1.1,0.5,2.2,1.8
50,Kemba Walker,BOS,43,31.8,19.3,6.6,15.7,0.42,3.0,8.2,0.36,3.1,3.5,0.899,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4
51,Ja Morant,MEM,63,32.6,19.1,6.8,15.2,0.449,1.2,3.8,0.303,4.3,5.9,0.728,0.9,3.1,4.0,7.4,0.9,0.2,3.2,1.4
52,"Michael Porter, Jr.",DEN,61,31.3,19.0,7.3,13.4,0.542,2.8,6.3,0.445,1.7,2.2,0.791,1.5,5.8,7.3,1.1,0.7,0.9,1.3,2.1
53,D'Angelo Russell,MIN,42,28.5,19.0,6.7,15.5,0.431,2.9,7.4,0.387,2.7,3.5,0.765,0.4,2.3,2.6,5.8,1.1,0.4,2.7,1.6
54,Bam Adebayo,MIA,64,33.5,18.7,7.1,12.5,0.57,0.0,0.1,0.25,4.4,5.5,0.799,2.2,6.7,9.0,5.4,1.2,1.0,2.6,2.3
55,Norman Powell,POR,69,32.0,18.6,6.3,13.3,0.477,2.5,6.0,0.411,3.4,3.9,0.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3
56,Andrew Wiggins,GSW,71,33.3,18.6,7.1,14.9,0.477,2.0,5.2,0.38,2.4,3.4,0.714,1.2,3.7,4.9,2.4,0.9,1.0,1.8,2.2
57,Jordan Clarkson,UTA,68,26.7,18.4,6.7,15.8,0.425,3.1,8.8,0.347,1.9,2.1,0.896,0.7,3.3,4.0,2.5,0.9,0.1,1.7,1.6
58,Eric Gordon,HOU,27,29.2,17.8,5.9,13.6,0.433,2.6,7.8,0.329,3.5,4.2,0.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6
59,Jrue Holiday,MIL,59,32.3,17.7,7.0,13.9,0.503,1.9,4.8,0.392,1.8,2.3,0.787,1.2,3.3,4.5,6.1,1.6,0.6,2.2,1.7
60,John Collins,ATL,63,29.3,17.6,6.8,12.2,0.556,1.3,3.3,0.399,2.7,3.2,0.833,1.9,5.5,7.4,1.2,0.5,1.0,1.3,3.1
61,R.J. Barrett,NYK,72,34.9,17.6,6.5,14.7,0.441,1.7,4.3,0.401,2.9,3.8,0.746,0.9,4.8,5.8,3.0,0.7,0.3,1.9,2.6
62,Darius Garland,CLE,54,33.1,17.4,6.7,14.9,0.451,1.9,4.9,0.395,2.1,2.4,0.848,0.4,2.0,2.4,6.1,1.2,0.1,3.0,2.0
63,Kyle Lowry,TOR,46,34.8,17.2,5.7,13.0,0.436,2.8,7.2,0.396,3.0,3.5,0.875,0.8,4.6,5.4,7.3,1.0,0.3,2.7,3.1
64,Dillon Brooks,MEM,67,29.8,17.2,6.4,15.4,0.419,1.9,5.6,0.344,2.4,2.9,0.815,0.8,2.1,2.9,2.3,1.2,0.4,1.8,3.5
65,Evan Fournier,BOS,42,30.0,17.1,5.9,12.9,0.457,2.8,6.7,0.413,2.6,3.3,0.788,0.2,2.8,3.0,3.4,1.1,0.5,1.7,2.3
66,Jonas Valanciunas,MEM,62,28.3,17.1,7.1,12.0,0.592,0.3,0.9,0.368,2.5,3.3,0.773,4.1,8.4,12.5,1.8,0.6,0.9,1.6,2.9
67,Bojan Bogdanovic,UTA,72,30.8,17.0,5.6,12.8,0.439,2.5,6.4,0.39,3.2,3.7,0.879,0.6,3.3,3.9,1.9,0.6,0.1,1.8,1.6
68,Tim Hardaway Jr.,DAL,70,28.4,16.6,5.8,13.0,0.447,3.0,7.6,0.391,2.0,2.5,0.816,0.3,3.0,3.3,1.8,0.4,0.2,0.9,1.6
69,"Kevin Porter, Jr.",HOU,26,32.1,16.6,6.0,14.1,0.425,1.9,6.2,0.311,2.7,3.6,0.734,0.8,3.0,3.8,6.3,0.7,0.3,3.5,2.3
70,Buddy Hield,SAC,71,34.3,16.6,5.7,14.0,0.406,4.0,10.2,0.391,1.2,1.5,0.846,0.4,4.3,4.7,3.6,0.9,0.4,1.8,2.5
71,Chris Paul,PHX,70,31.4,16.4,6.3,12.6,0.499,1.5,3.7,0.395,2.4,2.6,0.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4
72,Khyri Thomas,HOU,5,30.6,16.4,6.4,13.2,0.485,1.8,5.4,0.333,1.8,1.8,1.0,1.4,2.2,3.6,5.0,1.8,1.2,1.2,1.6
73,Bogdan Bogdanovic,ATL,44,29.7,16.4,6.1,12.8,0.473,3.3,7.6,0.438,0.9,1.0,0.909,0.5,3.2,3.6,3.3,1.1,0.3,1.2,2.3
74,Mike Conley,UTA,51,29.4,16.2,5.6,12.5,0.444,2.7,6.6,0.412,2.4,2.8,0.852,0.7,2.8,3.5,6.0,1.4,0.2,1.9,1.9
75,Harrison Barnes,SAC,58,36.2,16.1,5.5,11.1,0.497,1.7,4.4,0.391,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3
76,Elijah Bryant,MIL,1,31.6,16.0,6.0,13.0,0.462,1.0,5.0,0.2,3.0,3.0,1.0,2.0,4.0,6.0,3.0,0.0,1.0,4.0,4.0
77,OG Anunoby,TOR,43,33.3,15.9,5.8,12.1,0.48,2.4,6.1,0.398,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7
78,LaMelo Ball,CHA,51,28.8,15.7,5.7,13.2,0.436,1.8,5.1,0.352,2.5,3.2,0.758,1.2,4.7,5.9,6.1,1.6,0.4,2.8,2.7
79,Dejounte Murray,SAS,67,31.9,15.7,6.6,14.5,0.453,0.9,3.0,0.317,1.6,2.0,0.791,0.9,6.2,7.1,5.4,1.5,0.1,1.7,2.0
80,Terrence Ross,ORL,46,29.3,15.6,5.5,13.4,0.412,1.9,5.7,0.337,2.6,3.0,0.87,0.3,3.1,3.4,2.3,1.0,0.5,1.6,1.9
81,T.J. Warren,IND,4,29.3,15.5,6.8,12.8,0.529,0.0,1.8,0.0,2.0,2.5,0.8,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0
82,"Kelly Oubre, Jr.",GSW,55,30.7,15.4,5.8,13.2,0.439,1.6,5.2,0.316,2.2,3.2,0.695,1.5,4.5,6.0,1.3,1.0,0.8,1.3,2.2
83,Dennis Schroder,LAL,61,32.1,15.4,5.4,12.5,0.437,1.2,3.5,0.335,3.4,4.0,0.848,0.5,3.0,3.5,5.8,1.1,0.2,2.7,2.6
84,Derrick White,SAS,36,29.5,15.4,5.2,12.6,0.411,2.3,6.8,0.346,2.7,3.2,0.851,0.4,2.6,3.0,3.5,0.7,1.0,1.3,2.5
85,"Gary Trent, Jr.",TOR,58,31.1,15.3,5.5,13.5,0.408,2.8,7.4,0.385,1.4,1.8,0.783,0.5,2.2,2.6,1.4,1.0,0.2,0.7,1.6
86,Clint Capela,ATL,63,30.1,15.2,6.6,11.0,0.594,0.0,0.0,0.0,2.1,3.6,0.573,4.7,9.6,14.3,0.8,0.7,2.0,1.2,2.3
87,Tyler Herro,MIA,54,30.3,15.1,5.7,12.9,0.439,2.0,5.5,0.36,1.7,2.2,0.803,0.5,4.5,5.0,3.4,0.6,0.3,1.9,1.3
88,Coby White,CHI,69,31.2,15.1,5.4,13.1,0.416,2.4,6.6,0.359,1.9,2.1,0.901,0.4,3.7,4.1,4.8,0.6,0.2,2.3,2.6
89,De'Andre Hunter,ATL,23,29.5,15.0,5.2,10.8,0.484,1.3,4.1,0.326,3.2,3.7,0.859,0.7,4.0,4.8,1.9,0.8,0.5,1.3,2.6
90,Andre Drummond,LAL,46,27.0,14.9,6.1,12.4,0.493,0.0,0.2,0.0,2.7,4.5,0.6,3.6,8.4,12.0,2.0,1.4,1.1,2.7,3.2
91,Devonte' Graham,CHA,55,30.2,14.8,4.6,12.2,0.377,3.3,8.7,0.375,2.4,2.9,0.842,0.4,2.3,2.7,5.4,0.9,0.1,1.5,1.4
92,Derrick Rose,NYK,50,25.6,14.7,5.7,12.2,0.47,1.0,2.6,0.388,2.2,2.5,0.866,0.4,2.2,2.6,4.2,1.0,0.4,1.6,1.1
93,Lonzo Ball,NOP,55,31.8,14.6,5.3,12.7,0.414,3.1,8.3,0.378,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9
94,Kendrick Nunn,MIA,56,29.5,14.6,5.7,11.8,0.485,2.2,5.7,0.381,1.0,1.1,0.933,0.4,2.8,3.2,2.6,0.9,0.3,1.4,1.9
95,Deandre Ayton,PHX,69,30.6,14.4,6.2,10.0,0.626,0.1,0.3,0.2,1.9,2.5,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8
96,"Jaren Jackson, Jr.",MEM,11,23.5,14.4,4.8,11.4,0.424,1.5,5.5,0.283,3.2,3.8,0.833,1.5,4.1,5.6,1.1,1.1,1.6,1.4,3.8
97,Thomas Bryant,WAS,10,27.1,14.3,5.9,9.1,0.648,0.9,2.1,0.429,1.6,2.4,0.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1
98,Rudy Gobert,UTA,71,30.8,14.3,5.5,8.2,0.675,0.0,0.1,0.0,3.3,5.3,0.623,3.4,10.1,13.5,1.3,0.6,2.7,1.7,2.3
99,Ben Simmons,PHI,58,32.4,14.3,5.6,10.1,0.557,0.1,0.2,0.3,3.0,4.9,0.613,1.6,5.6,7.2,6.9,1.6,0.6,3.0,2.9
100,Richaun Holmes,SAC,61,29.2,14.2,6.0,9.4,0.637,0.0,0.2,0.182,2.2,2.8,0.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,3.5
101,Al Horford,OKC,28,27.9,14.2,5.8,12.9,0.45,2.0,5.4,0.368,0.6,0.8,0.818,1.0,5.7,6.7,3.4,0.9,0.9,1.0,1.7
102,Marvin Bagley III,SAC,43,25.9,14.1,5.7,11.4,0.504,0.9,2.5,0.343,1.8,3.1,0.575,2.5,4.9,7.4,1.0,0.5,0.5,1.4,2.3
103,Joe Harris,BRK,69,31.0,14.1,5.2,10.2,0.505,3.1,6.4,0.475,0.7,0.9,0.778,0.6,3.0,3.6,1.9,0.7,0.2,0.9,2.0
104,Luguentz Dort,OKC,52,29.7,14.0,4.8,12.3,0.387,2.2,6.3,0.343,2.3,3.2,0.744,0.7,2.9,3.6,1.7,0.9,0.4,1.5,2.6
105,Rui Hachimura,WAS,57,31.5,13.8,5.4,11.4,0.478,0.8,2.4,0.328,2.2,2.8,0.77,0.9,4.6,5.5,1.4,0.8,0.1,1.2,2.1
106,Darius Bazley,OKC,55,31.2,13.7,5.0,12.5,0.396,1.5,5.2,0.29,2.3,3.2,0.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1
107,Chris Boucher,TOR,60,24.2,13.6,4.8,9.3,0.514,1.5,3.9,0.383,2.5,3.2,0.788,2.0,4.8,6.7,1.1,0.6,1.9,0.8,2.8
108,Lauri Markkanen,CHI,51,25.8,13.6,4.9,10.2,0.48,2.3,5.8,0.402,1.5,1.8,0.826,0.7,4.6,5.3,0.9,0.5,0.3,1.0,1.5
109,Doug McDermott,IND,66,24.5,13.6,5.4,10.1,0.532,1.7,4.3,0.388,1.2,1.5,0.816,0.9,2.4,3.3,1.3,0.3,0.1,0.8,1.8
110,LaMarcus Aldridge,BRK,26,25.9,13.5,5.4,11.4,0.473,1.2,3.1,0.388,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8
111,Kelly Olynyk,HOU,70,28.5,13.5,4.8,10.0,0.484,1.8,5.3,0.342,2.1,2.5,0.829,1.2,5.7,7.0,2.9,1.1,0.6,1.8,3.0
112,Montrezl Harrell,LAL,69,22.9,13.5,5.4,8.7,0.622,0.0,0.1,0.0,2.6,3.7,0.707,2.3,3.9,6.2,1.1,0.7,0.7,1.1,1.9
113,Mikal Bridges,PHX,72,32.6,13.5,5.0,9.3,0.543,1.9,4.4,0.425,1.5,1.8,0.84,1.1,3.2,4.3,2.1,1.1,0.9,0.8,1.6
114,Goran Dragic,MIA,50,26.7,13.4,4.8,11.1,0.432,1.8,4.9,0.373,2.0,2.4,0.828,0.5,2.9,3.4,4.4,0.7,0.2,2.4,2.3
115,Marcus Morris,LAC,57,26.3,13.4,4.8,10.2,0.473,2.5,5.2,0.473,1.3,1.6,0.82,0.6,3.5,4.1,1.0,0.6,0.3,1.0,2.1
116,Carmelo Anthony,POR,69,24.5,13.4,4.7,11.3,0.421,1.9,4.7,0.409,2.0,2.2,0.89,0.5,2.6,3.1,1.5,0.7,0.6,0.9,2.1
117,Josh Jackson,DET,62,25.2,13.4,4.8,11.4,0.419,1.2,4.1,0.3,2.6,3.5,0.729,0.9,3.2,4.1,2.3,0.9,0.8,2.3,2.9
118,Danilo Gallinari,ATL,51,24.0,13.3,4.0,9.3,0.434,2.0,5.0,0.406,3.2,3.4,0.925,0.3,3.8,4.1,1.5,0.6,0.2,0.8,2.1
119,Duncan Robinson,MIA,72,31.4,13.1,4.4,10.0,0.439,3.5,8.5,0.408,0.9,1.0,0.827,0.1,3.4,3.5,1.8,0.6,0.3,1.1,2.5
120,Marcus Smart,BOS,48,32.9,13.1,4.2,10.6,0.398,1.9,5.9,0.33,2.7,3.4,0.79,0.8,2.7,3.5,5.7,1.5,0.5,2.0,2.6
121,Tyrese Haliburton,SAC,58,30.1,13.0,5.0,10.7,0.472,2.1,5.1,0.409,0.8,1.0,0.857,0.7,2.3,3.0,5.3,1.3,0.5,1.6,1.4
122,Shake Milton,PHI,63,23.2,13.0,4.8,10.6,0.45,1.1,3.2,0.35,2.3,2.8,0.83,0.5,1.8,2.3,3.1,0.6,0.3,1.6,2.1
123,P.J. Washington,CHA,64,30.5,12.9,4.7,10.7,0.44,1.8,4.5,0.386,1.7,2.3,0.745,1.5,5.1,6.5,2.5,1.1,1.2,2.0,2.7
124,Markelle Fultz,ORL,8,26.9,12.9,5.1,13.0,0.394,0.5,2.0,0.25,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3
125,Cole Anthony,ORL,47,27.1,12.9,4.7,11.7,0.397,1.2,3.7,0.337,2.3,2.8,0.832,0.8,3.9,4.7,4.1,0.6,0.4,2.3,2.1
126,Kyle Kuzma,LAL,68,28.7,12.9,4.9,11.1,0.443,2.0,5.6,0.361,1.0,1.4,0.691,1.6,4.5,6.1,1.9,0.5,0.6,1.7,1.8
127,Jarrett Allen,CLE,63,29.6,12.8,4.7,7.7,0.618,0.1,0.3,0.316,3.2,4.6,0.703,3.1,6.9,10.0,1.7,0.5,1.4,1.6,1.5
128,Keldon Johnson,SAS,69,28.5,12.8,4.9,10.2,0.479,0.9,2.6,0.331,2.1,2.8,0.74,1.3,4.6,6.0,1.8,0.6,0.3,1.1,2.1
129,Miles Bridges,CHA,66,29.3,12.7,4.7,9.4,0.503,1.8,4.4,0.4,1.5,1.7,0.867,1.2,4.8,6.0,2.2,0.7,0.8,1.6,2.2
130,Alec Burks,NYK,49,25.6,12.7,4.3,10.2,0.42,2.1,5.0,0.415,2.1,2.4,0.856,0.4,4.2,4.6,2.2,0.6,0.3,1.0,2.1
131,Will Barton,DEN,56,31.0,12.7,4.6,10.9,0.426,1.8,4.6,0.381,1.7,2.2,0.785,0.7,3.3,4.0,3.2,0.9,0.4,1.7,1.7
132,Jalen Brunson,DAL,68,25.0,12.6,4.8,9.2,0.523,1.2,2.9,0.405,1.8,2.2,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6
133,Myles Turner,IND,47,31.0,12.6,4.4,9.2,0.477,1.5,4.4,0.335,2.4,3.0,0.782,1.3,5.2,6.5,1.0,0.9,3.4,1.4,3.5
134,Seth Curry,PHI,57,28.7,12.5,4.5,9.7,0.467,2.2,4.9,0.45,1.2,1.4,0.896,0.2,2.2,2.4,2.7,0.8,0.1,1.1,1.7
135,Kyle Anderson,MEM,69,27.4,12.4,4.5,9.5,0.468,1.4,3.8,0.36,2.1,2.7,0.783,0.8,5.0,5.7,3.6,1.2,0.8,1.2,1.7
136,Aaron Gordon,DEN,50,27.7,12.4,4.6,10.0,0.463,1.2,3.5,0.335,1.9,3.0,0.651,1.5,4.1,5.7,3.2,0.7,0.7,1.9,1.8
137,Brook Lopez,MIL,70,27.2,12.3,4.6,9.1,0.503,1.4,4.0,0.338,1.7,2.0,0.845,1.5,3.5,5.0,0.7,0.6,1.5,0.9,2.1
138,Saddiq Bey,DET,70,27.3,12.2,4.0,9.9,0.404,2.5,6.6,0.38,1.8,2.1,0.844,0.6,3.9,4.5,1.4,0.7,0.2,0.9,1.6
139,Eric Bledsoe,NOP,71,29.7,12.2,4.3,10.3,0.421,1.7,5.0,0.341,1.9,2.7,0.687,0.4,3.0,3.4,3.8,0.8,0.3,1.6,1.6
140,Kevin Love,CLE,25,24.9,12.2,4.1,10.1,0.409,2.3,6.2,0.365,1.7,2.0,0.824,0.7,6.8,7.4,2.5,0.6,0.1,1.5,1.0
141,Josh Richardson,DAL,59,30.3,12.1,4.5,10.5,0.427,1.5,4.5,0.33,1.7,1.8,0.917,0.9,2.4,3.3,2.6,1.0,0.4,1.3,2.2
142,Thaddeus Young,CHI,68,24.3,12.1,5.4,9.7,0.559,0.2,0.7,0.267,1.0,1.7,0.628,2.5,3.8,6.2,4.3,1.1,0.6,2.0,2.2
143,Joe Ingles,UTA,67,27.9,12.1,4.1,8.4,0.489,2.7,6.1,0.451,1.1,1.3,0.844,0.4,3.2,3.6,4.7,0.7,0.2,1.7,1.8
144,Jordan Poole,GSW,51,19.4,12.0,4.0,9.3,0.432,1.9,5.4,0.351,2.1,2.3,0.882,0.3,1.5,1.8,1.9,0.5,0.2,1.0,1.7
145,Kevin Huerter,ATL,69,30.8,11.9,4.6,10.6,0.432,2.0,5.6,0.363,0.7,0.9,0.781,0.6,2.8,3.3,3.5,1.2,0.3,1.1,2.4
146,Malik Monk,CHA,42,20.9,11.7,4.1,9.5,0.434,2.0,5.0,0.401,1.4,1.7,0.819,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1
147,Hamidou Diallo,DET,52,23.6,11.6,4.3,9.0,0.477,0.5,1.6,0.341,2.5,3.8,0.64,1.1,4.1,5.2,1.9,0.8,0.5,1.5,2.6
148,Davis Bertans,WAS,57,25.7,11.5,3.4,8.4,0.404,3.0,7.5,0.395,1.8,2.0,0.87,0.3,2.6,2.9,0.9,0.6,0.2,0.6,2.4
149,James Wiseman,GSW,39,21.4,11.5,4.9,9.4,0.519,0.3,1.0,0.316,1.4,2.2,0.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,3.1
