#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
28,Latrell Sprewell,NYK,82,40.0,18.6,6.9,15.9,0.435,0.5,1.5,0.346,4.2,4.8,0.866,0.6,3.7,4.3,4.0,1.3,0.3,2.8,2.2
29,Cliff Robinson,PHX,80,35.5,18.5,6.6,14.3,0.464,1.5,4.1,0.37,3.7,4.8,0.782,1.3,3.2,4.5,2.8,1.1,0.8,2.1,3.0
30,Michael Dickerson,VAN,82,37.8,18.2,6.8,15.5,0.436,1.5,3.5,0.409,3.3,4.0,0.83,1.0,2.5,3.4,2.5,1.4,0.5,2.0,2.8
31,Jalen Rose,IND,80,37.2,18.2,7.0,15.0,0.471,1.0,2.5,0.393,3.2,3.8,0.827,0.5,4.3,4.8,4.0,1.1,0.6,2.4,2.9
32,Reggie Miller,IND,81,36.9,18.1,5.8,12.9,0.448,2.0,5.0,0.408,4.6,5.0,0.919,0.6,2.3,3.0,2.3,1.0,0.3,1.6,1.6
33,Steve Francis,HOU,77,36.1,18.0,6.5,14.5,0.445,1.4,4.0,0.345,3.7,4.7,0.786,2.0,3.3,5.3,6.6,1.5,0.4,4.0,3.0
34,Shawn Kemp,CLE,82,30.3,17.8,5.9,14.1,0.417,0.0,0.1,0.333,6.0,7.7,0.776,2.8,6.0,8.8,1.7,1.2,1.2,3.5,4.5
35,David Robinson,SAS,80,32.0,17.8,6.6,12.9,0.512,0.0,0.0,0.0,4.6,6.4,0.726,2.4,7.2,9.6,1.8,1.2,2.3,2.1,3.1
36,Dirk Nowitzki,DAL,82,35.8,17.5,6.3,13.6,0.461,1.4,3.7,0.379,3.5,4.2,0.83,1.2,5.2,6.5,2.5,0.8,0.8,1.7,3.1
37,Jamal Mashburn,MIA,76,37.2,17.5,6.8,15.2,0.445,1.5,3.7,0.403,2.4,3.1,0.778,0.8,4.2,5.0,3.9,1.0,0.2,2.4,2.8
38,Mitch Richmond,WAS,74,32.4,17.4,6.0,14.2,0.426,1.3,3.3,0.386,4.0,4.6,0.876,0.5,2.4,2.9,2.5,1.5,0.2,2.1,2.6
39,Mo Taylor,LAC,62,35.9,17.1,7.4,15.9,0.464,0.0,0.1,0.125,2.3,3.2,0.711,1.5,4.9,6.5,1.6,0.8,0.8,2.7,3.5
40,Terrell Brandon,MIN,71,36.4,17.1,6.8,14.7,0.466,0.7,1.9,0.402,2.6,2.9,0.899,0.6,2.7,3.4,8.9,1.9,0.4,2.6,2.2
41,Penny Hardaway,PHX,60,37.6,16.9,6.3,13.3,0.474,0.6,1.7,0.324,3.8,4.8,0.79,1.5,4.3,5.8,5.3,1.6,0.6,2.6,2.7
42,Ron Mercer,ORL,68,35.0,16.9,6.8,15.9,0.426,0.2,0.7,0.313,3.1,4.0,0.789,0.9,2.7,3.7,2.3,1.1,0.3,2.2,2.2
43,Derek Anderson,LAC,64,34.4,16.9,5.9,13.4,0.438,0.9,2.8,0.309,4.2,4.8,0.877,1.3,2.8,4.0,3.4,1.4,0.2,2.6,2.3
44,Derrick Coleman,CHA,74,31.7,16.7,6.0,13.2,0.456,0.7,1.9,0.362,4.0,5.1,0.785,1.7,6.9,8.5,2.4,0.5,1.8,2.3,2.6
45,Jim Jackson,ATL,79,35.0,16.7,6.4,15.6,0.411,1.5,3.8,0.386,2.4,2.7,0.877,1.3,3.7,5.0,2.9,0.7,0.1,2.3,2.1
46,Cedric Ceballos,DAL,69,29.9,16.6,6.5,14.5,0.446,0.6,1.9,0.328,3.0,3.6,0.843,2.5,4.2,6.7,1.3,0.8,0.3,1.8,2.4
47,Vin Baker,SEA,79,36.1,16.6,6.5,14.3,0.455,0.0,0.1,0.25,3.6,5.2,0.682,2.9,4.8,7.7,1.9,0.6,0.8,2.7,3.6
48,Lamar Odom,LAC,76,36.4,16.6,5.9,13.5,0.438,0.8,2.2,0.36,4.0,5.5,0.719,2.1,5.7,7.8,4.2,1.2,1.3,3.4,3.8
49,Rasheed Wallace,POR,81,35.0,16.4,6.7,12.9,0.519,0.1,0.6,0.16,2.9,4.1,0.704,1.6,5.4,7.0,1.8,1.1,1.3,1.9,2.7
50,Darrell Armstrong,ORL,82,31.6,16.2,5.9,13.6,0.433,1.7,4.9,0.34,2.7,3.0,0.911,0.8,2.5,3.3,6.1,2.1,0.1,3.0,1.7
51,Nick Van Exel,DEN,79,37.3,16.1,6.0,15.4,0.39,1.7,5.1,0.332,2.5,3.0,0.817,0.4,3.5,3.9,9.0,0.9,0.1,2.8,1.9
52,Chris Mills,GSW,20,32.5,16.1,6.2,14.6,0.421,0.4,1.5,0.267,3.4,4.2,0.81,2.3,3.9,6.2,2.4,0.9,0.2,1.3,3.0
53,Glen Rice,LAL,80,31.6,15.9,5.3,12.3,0.43,1.1,2.9,0.367,4.3,5.0,0.874,0.7,3.4,4.1,2.2,0.6,0.2,1.4,2.2
54,Lamond Murray,CLE,74,32.0,15.9,6.2,13.8,0.451,0.7,1.9,0.367,2.8,3.6,0.761,1.7,4.0,5.7,1.8,1.4,0.5,2.5,2.8
55,Cuttino Mobley,HOU,81,30.8,15.8,5.4,12.5,0.43,1.3,3.6,0.356,3.7,4.4,0.847,0.7,2.8,3.6,2.6,1.1,0.4,2.3,2.1
56,Tracy McGrady,TOR,79,31.2,15.4,5.8,12.9,0.451,0.2,0.8,0.277,3.5,5.0,0.707,2.4,4.0,6.3,3.3,1.1,1.9,2.0,2.5
57,Patrick Ewing,NYK,62,32.8,15.0,5.8,12.5,0.466,0.0,0.0,0.0,3.3,4.6,0.731,2.3,7.5,9.7,0.9,0.6,1.4,2.3,3.2
58,Larry Hughes,GSW,82,28.3,15.0,5.6,14.0,0.4,0.4,1.5,0.232,3.4,4.6,0.74,1.4,2.9,4.3,2.5,1.4,0.3,2.4,2.3
59,Steve Smith,POR,82,32.7,14.9,5.1,11.0,0.467,1.2,2.9,0.398,3.5,4.1,0.85,1.5,2.3,3.8,2.5,0.9,0.4,1.4,2.6
60,Juwan Howard,WAS,82,35.5,14.9,6.2,13.5,0.459,0.0,0.1,0.0,2.5,3.4,0.735,1.6,4.1,5.7,3.0,0.8,0.3,2.7,3.6
61,Toni Kukoc,PHI,56,31.9,14.8,5.3,13.0,0.408,0.8,3.0,0.262,3.4,4.7,0.725,1.3,3.5,4.9,4.7,1.4,0.5,2.6,2.0
62,Mike Bibby,VAN,82,38.5,14.5,5.6,12.6,0.445,0.9,2.6,0.363,2.4,3.0,0.78,0.9,2.8,3.7,8.1,1.6,0.2,3.0,2.1
63,Charles Barkley,HOU,20,31.0,14.5,5.3,11.1,0.477,0.3,1.3,0.231,3.6,5.5,0.645,3.6,6.9,10.5,3.2,0.7,0.2,2.2,2.4
64,Jason Kidd,PHX,67,39.0,14.3,5.2,12.8,0.409,0.8,2.5,0.337,3.0,3.7,0.829,1.4,5.8,7.2,10.1,2.0,0.4,3.4,2.2
65,Donyell Marshall,GSW,64,32.4,14.2,5.2,13.1,0.394,0.8,2.2,0.355,3.1,4.0,0.78,3.0,7.0,10.0,2.6,1.1,1.1,1.9,2.8
66,Bryon Russell,UTA,82,35.4,14.1,5.0,11.1,0.446,1.3,3.3,0.396,2.9,3.9,0.75,1.2,4.0,5.2,1.9,1.6,0.3,1.2,3.1
67,Kenny Anderson,BOS,82,31.6,14.0,5.3,12.0,0.44,1.0,2.7,0.386,2.4,3.1,0.775,0.7,2.1,2.7,5.1,1.7,0.1,1.6,2.8
68,John Starks,CHI,37,32.2,13.9,5.5,14.6,0.375,1.6,4.6,0.345,1.4,1.6,0.847,0.3,2.5,2.7,4.9,1.1,0.1,1.8,2.8
69,Bob Sura,CLE,73,30.4,13.8,4.9,11.2,0.437,1.7,4.5,0.367,2.4,3.4,0.697,0.7,3.3,3.9,3.9,1.2,0.3,2.0,2.8
70,Rodney Rogers,PHX,82,27.9,13.8,5.2,10.7,0.486,1.4,3.2,0.439,1.9,3.0,0.639,1.7,3.8,5.5,2.1,1.1,0.6,2.0,3.5
71,Gary Trent,DAL,11,27.4,13.7,6.4,12.9,0.493,0.0,0.2,0.0,1.0,1.9,0.524,1.8,2.9,4.7,2.0,0.7,0.3,2.3,2.5
72,Tom Gugliotta,PHX,54,32.7,13.7,5.7,11.9,0.481,0.0,0.1,0.125,2.2,2.8,0.775,2.6,5.3,7.9,2.3,1.5,0.6,2.0,2.8
73,David Wesley,CHA,82,33.7,13.6,5.0,11.6,0.426,1.1,3.0,0.355,2.6,3.4,0.778,0.5,2.3,2.7,5.6,1.3,0.1,1.9,2.3
74,Bobby Phills,CHA,28,29.5,13.6,5.4,12.0,0.454,1.1,3.3,0.33,1.7,2.3,0.723,0.6,1.9,2.5,2.8,1.5,0.3,1.7,2.6
75,Tim Hardaway,MIA,52,32.2,13.4,4.7,12.3,0.386,1.8,4.9,0.367,2.1,2.6,0.827,0.5,2.4,2.9,7.4,0.9,0.1,2.3,2.2
76,Tyrone Nesby,LAC,73,31.7,13.3,5.0,12.5,0.398,1.3,3.8,0.335,2.1,2.6,0.791,1.1,2.6,3.8,1.7,1.0,0.4,1.4,2.8
77,Alan Henderson,ATL,82,33.8,13.2,5.2,11.3,0.461,0.0,0.1,0.1,2.7,4.1,0.671,3.2,3.7,7.0,0.9,1.0,0.7,1.7,2.8
78,Othella Harrington,VAN,82,32.6,13.1,5.1,10.1,0.506,0.0,0.0,0.0,2.9,3.6,0.792,2.4,4.5,6.9,1.2,0.4,0.7,2.6,3.5
79,Kendall Gill,NJN,76,31.0,13.1,5.2,12.6,0.414,0.3,1.0,0.256,2.4,3.4,0.71,1.1,2.6,3.7,2.8,1.8,0.5,1.2,2.8
80,Kerry Kittles,NJN,62,30.6,13.0,4.9,11.3,0.437,1.5,3.9,0.4,1.6,2.0,0.795,0.7,2.9,3.6,2.3,1.3,0.3,0.9,1.9
81,Rik Smits,IND,79,23.4,12.9,5.5,11.3,0.484,0.0,0.0,0.0,2.0,2.7,0.739,1.2,3.9,5.1,1.1,0.3,1.3,1.4,3.2
82,Erick Strickland,DAL,68,29.8,12.8,4.6,10.7,0.433,1.1,2.7,0.392,2.4,2.9,0.831,1.0,3.7,4.8,3.1,1.5,0.2,1.5,2.8
83,Lindsey Hunter,DET,82,35.6,12.7,4.6,10.9,0.425,2.0,4.7,0.432,1.4,1.9,0.76,0.4,2.6,3.0,4.0,1.6,0.3,1.8,2.6
84,Elden Campbell,CHA,78,32.5,12.7,4.7,10.6,0.446,0.0,0.1,0.0,3.2,4.6,0.69,2.2,5.4,7.6,1.7,0.7,1.9,1.6,3.4
85,Rod Strickland,WAS,69,31.7,12.6,4.7,11.0,0.429,0.0,0.3,0.048,3.1,4.4,0.702,1.1,2.7,3.8,7.5,1.4,0.3,2.7,2.1
86,Damon Stoudamire,POR,78,30.4,12.5,4.9,11.5,0.432,1.0,2.7,0.377,1.6,1.9,0.841,0.8,2.3,3.1,5.2,1.0,0.0,1.9,2.2
87,Scottie Pippen,POR,82,33.5,12.5,4.7,10.5,0.451,1.0,3.2,0.327,2.0,2.7,0.717,1.4,4.9,6.3,5.0,1.4,0.5,2.5,2.5
88,Raef LaFrentz,DEN,81,30.1,12.4,4.8,10.9,0.446,0.7,2.3,0.328,2.0,2.9,0.686,2.1,5.8,7.9,1.2,0.5,2.2,1.2,3.6
89,Jeff Hornacek,UTA,77,27.7,12.4,4.6,9.5,0.492,0.9,1.8,0.478,2.2,2.3,0.95,0.6,1.7,2.4,2.6,0.9,0.2,1.5,1.9
90,Doug Christie,TOR,73,31.0,12.4,4.3,10.5,0.407,1.4,3.8,0.36,2.5,3.0,0.843,0.9,3.0,3.9,4.4,1.4,0.6,2.0,2.3
91,Jason Williams,SAC,81,34.1,12.3,4.5,12.0,0.373,1.8,6.2,0.287,1.6,2.1,0.753,0.3,2.6,2.8,7.3,1.4,0.1,3.7,1.7
92,Shandon Anderson,HOU,82,32.9,12.3,4.5,9.5,0.473,1.0,2.7,0.351,2.4,3.1,0.767,1.1,3.6,4.7,2.9,1.2,0.4,2.4,2.2
93,Vlade Divac,SAC,82,29.0,12.3,4.7,9.3,0.503,0.1,0.3,0.269,2.8,4.1,0.691,2.1,5.9,8.0,3.0,1.3,1.3,2.3,3.1
94,Christian Laettner,DET,82,29.8,12.2,4.6,9.8,0.473,0.1,0.3,0.292,2.9,3.6,0.812,2.1,4.6,6.7,2.3,1.0,0.5,2.3,4.0
95,John Stockton,UTA,82,29.7,12.1,4.4,8.8,0.501,0.5,1.5,0.355,2.7,3.1,0.86,0.5,2.1,2.6,8.6,1.7,0.2,2.2,2.3
96,Metta World Peace,CHI,72,31.1,12.0,4.3,10.5,0.407,0.8,2.7,0.314,2.6,3.9,0.674,0.9,3.4,4.3,2.8,1.7,0.5,2.3,2.2
97,Jason Caffey,GSW,71,30.3,12.0,4.5,9.5,0.479,0.0,0.0,0.0,2.9,4.9,0.597,2.7,4.1,6.8,1.7,0.9,0.3,2.4,3.8
98,Tyrone Hill,PHI,68,31.7,12.0,4.7,9.6,0.485,0.0,0.0,0.0,2.6,3.8,0.691,3.2,6.0,9.2,0.8,0.9,0.4,1.8,3.6
99,Chris Gatling,DEN,85,21.3,11.9,4.3,9.4,0.455,0.2,0.8,0.257,3.1,4.4,0.713,1.8,4.1,5.9,0.8,1.0,0.3,2.0,2.9
100,Voshon Lenard,MIA,53,27.1,11.9,4.3,10.6,0.407,1.7,4.3,0.39,1.6,2.0,0.792,0.7,2.2,2.9,2.6,0.8,0.3,1.5,2.4
101,Theo Ratliff,PHI,57,31.5,11.9,4.3,8.6,0.503,0.0,0.0,0.0,3.2,4.1,0.771,2.5,5.2,7.6,0.6,0.6,3.0,1.9,3.2
102,Peja Stojakovic,SAC,74,23.6,11.9,4.3,9.7,0.448,1.4,3.6,0.375,1.8,2.1,0.882,1.0,2.7,3.7,1.4,0.7,0.1,1.2,1.3
103,Brent Barry,SEA,80,34.1,11.8,4.1,8.8,0.463,2.1,5.0,0.411,1.6,2.0,0.809,0.6,4.0,4.7,3.6,1.3,0.4,1.8,2.9
104,Tim Thomas,MIL,80,26.2,11.8,4.3,9.4,0.461,0.8,2.3,0.346,2.4,3.0,0.774,1.3,2.9,4.2,1.4,0.7,0.4,1.6,2.8
105,Arvydas Sabonis,POR,66,25.5,11.8,4.6,9.1,0.505,0.1,0.3,0.368,2.5,3.0,0.843,1.5,6.3,7.8,1.8,0.7,1.2,1.5,2.8
106,Ruben Patterson,SEA,81,25.9,11.6,4.4,8.2,0.536,0.1,0.3,0.444,2.7,4.0,0.692,2.7,2.7,5.4,1.6,1.2,0.5,1.8,2.3
107,Wally Szczerbiak,MIN,73,29.7,11.6,4.7,9.2,0.511,0.4,1.1,0.359,1.8,2.2,0.826,1.2,2.5,3.7,2.8,0.8,0.3,1.1,2.4
108,Anthony Mason,CHA,82,38.2,11.6,3.9,8.1,0.48,0.0,0.0,0.0,3.8,5.1,0.746,1.8,6.8,8.5,4.5,0.9,0.4,2.0,2.7
109,Antonio Davis,TOR,79,31.4,11.5,4.0,9.0,0.44,0.0,0.0,0.0,3.6,4.7,0.765,3.0,5.8,8.8,1.3,0.5,1.3,1.5,3.4
110,Dikembe Mutombo,ATL,82,36.4,11.5,3.9,7.0,0.562,0.0,0.0,0.0,3.6,5.1,0.708,3.7,10.4,14.1,1.3,0.3,3.3,2.1,3.0
111,Tariq Abdul-Wahad,DEN,61,25.9,11.4,4.5,10.6,0.424,0.0,0.4,0.13,2.4,3.2,0.756,1.7,3.1,4.8,1.6,1.0,0.5,1.7,2.4
112,Malik Sealy,MIN,82,29.2,11.3,4.5,9.5,0.476,0.1,0.4,0.286,2.2,2.7,0.812,1.5,2.8,4.3,2.4,0.9,0.2,1.3,2.4
113,Mookie Blaylock,GSW,73,33.5,11.3,4.5,11.5,0.391,1.4,4.1,0.336,0.9,1.3,0.705,0.8,2.9,3.7,6.7,2.0,0.3,2.0,1.7
114,Avery Johnson,SAS,82,31.4,11.2,4.9,10.4,0.473,0.0,0.1,0.111,1.4,1.9,0.735,0.4,1.5,1.9,6.0,0.9,0.2,1.7,1.8
115,Andre Miller,CLE,82,25.6,11.1,4.1,9.2,0.449,0.1,0.6,0.204,2.8,3.6,0.774,1.0,2.4,3.4,5.8,1.0,0.2,2.0,2.4
116,Vernon Maxwell,SEA,47,21.0,10.9,3.6,10.4,0.345,1.4,4.7,0.3,2.3,3.1,0.73,0.3,1.4,1.7,1.6,0.8,0.2,1.1,1.8
117,Walt Williams,HOU,76,24.5,10.9,4.1,9.0,0.458,1.3,3.4,0.391,1.3,1.6,0.821,0.9,3.1,4.0,2.1,0.6,0.6,1.5,2.5
118,Nick Anderson,SAC,72,29.1,10.8,4.3,10.9,0.391,1.8,5.5,0.332,0.5,1.1,0.487,1.2,3.6,4.7,1.7,1.3,0.2,1.3,1.6
119,Larry Johnson,NYK,70,32.6,10.7,4.0,9.3,0.433,0.8,2.5,0.333,1.8,2.4,0.766,1.2,4.2,5.4,2.5,0.6,0.1,1.3,2.9
120,John Amaechi,ORL,80,21.1,10.5,3.8,8.8,0.437,0.0,0.1,0.167,2.8,3.6,0.766,0.8,2.6,3.3,1.2,0.4,0.5,1.7,2.0
121,Hakeem Olajuwon,HOU,44,23.8,10.3,4.4,9.6,0.458,0.0,0.0,0.0,1.6,2.5,0.616,1.5,4.8,6.2,1.4,0.9,1.6,1.7,2.0
122,Corliss Williamson,SAC,76,22.5,10.3,4.1,8.2,0.5,0.0,0.0,0.0,2.1,2.8,0.769,1.6,2.2,3.8,1.1,0.5,0.3,1.4,2.5
123,Austin Croshere,IND,81,23.3,10.3,3.6,8.1,0.441,0.8,2.1,0.362,2.4,2.9,0.848,1.7,4.7,6.4,1.1,0.5,0.7,1.5,2.5
124,Shawn Marion,PHX,51,24.7,10.2,4.4,9.2,0.471,0.1,0.4,0.182,1.4,1.7,0.847,2.1,4.5,6.5,1.4,0.7,1.0,1.0,2.2
125,Marcus Camby,NYK,59,26.2,10.2,3.8,8.0,0.48,0.0,0.0,0.5,2.5,3.7,0.67,2.9,4.9,7.8,0.8,0.7,2.0,1.2,3.5
126,Tracy Murray,WAS,80,22.9,10.2,3.6,8.4,0.433,1.4,3.3,0.43,1.5,1.8,0.851,0.8,2.6,3.4,0.9,0.6,0.3,1.1,2.3
127,George McCloud,DEN,78,27.2,10.1,3.4,8.2,0.417,1.4,3.6,0.378,1.9,2.3,0.818,0.9,2.7,3.7,3.2,0.6,0.3,1.7,2.3
128,Dale Davis,IND,74,28.7,10.0,4.1,8.1,0.502,0.0,0.0,0.0,1.9,2.7,0.685,3.5,6.4,9.9,0.9,0.7,1.3,1.2,2.7
129,Johnny Newman,NJN,82,21.5,10.0,3.4,7.6,0.446,0.9,2.3,0.379,2.3,2.8,0.838,0.5,1.4,1.9,0.8,0.6,0.1,1.1,2.5
130,Joe Smith,MIN,78,25.3,9.9,3.7,8.0,0.464,0.0,0.0,1.0,2.5,3.3,0.756,2.4,3.8,6.2,1.1,0.6,1.1,1.5,3.9
131,Anthony Peeler,MIN,82,25.3,9.8,3.9,8.8,0.436,1.0,3.1,0.333,1.1,1.3,0.798,0.7,2.1,2.8,2.4,0.8,0.1,1.0,2.1
132,Michael Olowokandi,LAC,80,31.2,9.8,4.1,9.5,0.437,0.0,0.0,0.0,1.5,2.4,0.651,2.4,5.8,8.2,0.5,0.4,1.8,2.2,3.8
133,Matt Geiger,PHI,65,21.6,9.7,4.0,9.1,0.441,0.0,0.1,0.0,1.7,2.2,0.779,2.4,3.6,6.0,0.6,0.4,0.3,1.4,3.0
134,George Lynch,PHI,75,32.2,9.6,4.0,8.6,0.461,0.2,0.5,0.417,1.5,2.4,0.617,2.9,4.9,7.8,1.8,1.6,0.5,1.6,3.1
135,P.J. Brown,MIA,80,28.8,9.6,4.0,8.4,0.48,0.0,0.0,0.0,1.5,2.0,0.755,2.7,4.8,7.5,1.8,0.8,0.8,1.3,3.3
136,Chucky Atkins,ORL,82,19.8,9.5,3.8,9.0,0.424,0.7,2.0,0.35,1.2,1.6,0.729,0.2,1.3,1.5,3.7,0.6,0.0,1.7,1.7
137,Terry Porter,SAS,68,23.7,9.4,3.0,6.8,0.447,1.3,3.0,0.435,2.0,2.5,0.806,0.4,2.5,2.8,3.3,0.7,0.1,1.5,1.2
138,Vonteego Cummings,GSW,75,24.0,9.4,3.5,8.7,0.405,0.7,2.0,0.325,1.7,2.3,0.751,0.8,1.7,2.5,3.3,1.2,0.2,1.8,2.3
139,Chris Carr,CHI,57,20.5,9.3,3.4,8.7,0.395,0.6,1.8,0.317,1.9,2.2,0.856,0.7,2.3,3.0,1.5,0.5,0.3,2.1,2.0
140,Brevin Knight,CLE,65,27.0,9.3,3.5,8.6,0.412,0.0,0.2,0.2,2.2,2.8,0.761,0.6,2.4,3.0,7.0,1.6,0.3,2.4,2.8
141,Rusty LaRue,CHI,4,32.3,9.3,3.8,10.8,0.349,0.5,3.5,0.143,1.3,1.8,0.714,0.3,2.3,2.5,2.8,1.8,0.0,1.8,2.3
142,Wesley Person,CLE,79,26.0,9.2,3.5,8.3,0.428,1.3,3.2,0.424,0.8,1.0,0.792,0.6,2.8,3.4,1.8,0.5,0.2,0.8,1.5
143,Vitaly Potapenko,BOS,79,22.7,9.2,3.9,7.8,0.499,0.0,0.0,0.0,1.4,2.0,0.681,2.3,4.0,6.3,1.0,0.5,0.4,1.8,3.0
144,Richard Hamilton,WAS,71,19.3,9.0,3.6,8.5,0.42,0.4,1.1,0.364,1.5,1.9,0.774,0.5,1.3,1.8,1.5,0.4,0.1,1.2,2.0
145,Fred Hoiberg,CHI,31,27.3,9.0,2.9,7.4,0.387,1.0,3.0,0.34,2.2,2.5,0.908,0.2,3.3,3.5,2.7,1.3,0.1,1.4,2.1
146,Travis Best,IND,82,20.6,8.9,3.3,6.8,0.483,0.4,1.1,0.376,1.9,2.3,0.821,0.2,1.5,1.7,3.3,0.9,0.1,1.3,2.5
147,Robert Pack,DAL,29,22.9,8.9,3.3,7.9,0.417,0.1,0.4,0.364,2.2,2.7,0.808,0.2,1.2,1.4,5.8,1.1,0.1,2.6,1.5
148,Bryant Reeves,VAN,69,25.7,8.9,3.7,8.1,0.448,0.0,0.1,0.0,1.6,2.4,0.648,1.8,3.8,5.7,1.2,0.5,0.6,1.7,3.6
149,Troy Hudson,LAC,62,25.7,8.8,3.3,8.7,0.377,1.0,3.1,0.311,1.2,1.5,0.811,0.5,1.9,2.4,3.9,0.7,0.0,1.7,1.0
