#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
28,Brandon Jennings,MIL,80,36.2,17.5,6.2,15.6,0.399,2.2,5.8,0.375,2.9,3.5,0.819,0.7,2.3,3.1,6.5,1.6,0.1,2.5,1.9
29,Josh Smith,ATL,76,35.3,17.5,7.2,15.6,0.465,0.8,2.6,0.303,2.2,4.2,0.517,1.8,6.7,8.4,4.2,1.2,1.8,3.0,2.3
30,Paul George,IND,79,37.6,17.4,6.2,14.9,0.419,2.2,5.9,0.362,2.8,3.5,0.807,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9
31,Al Horford,ATL,74,37.2,17.4,7.8,14.3,0.543,0.0,0.1,0.5,1.8,2.8,0.644,2.6,7.6,10.2,3.2,1.1,1.1,2.0,2.2
32,Dirk Nowitzki,DAL,53,31.3,17.3,6.5,13.7,0.471,1.2,3.0,0.414,3.1,3.6,0.86,0.7,6.2,6.8,2.5,0.7,0.7,1.3,1.8
33,David West,IND,73,33.4,17.1,6.9,13.8,0.498,0.1,0.3,0.211,3.3,4.3,0.768,2.0,5.7,7.7,2.9,1.0,0.9,2.2,2.0
34,DeMarcus Cousins,SAC,75,30.5,17.1,6.4,13.8,0.465,0.1,0.3,0.182,4.2,5.6,0.738,3.0,7.0,9.9,2.7,1.4,0.7,3.0,3.6
35,Dwight Howard,LAL,76,35.8,17.1,6.2,10.7,0.578,0.0,0.1,0.167,4.7,9.5,0.492,3.3,9.1,12.4,1.4,1.1,2.4,3.0,3.8
36,Eric Gordon,NOP,42,30.1,17.0,5.6,13.9,0.402,1.3,4.1,0.324,4.5,5.3,0.842,0.2,1.6,1.8,3.3,1.1,0.2,2.8,1.8
37,Chris Paul,LAC,70,33.4,16.9,5.9,12.2,0.481,1.1,3.3,0.328,4.1,4.6,0.885,0.8,3.0,3.7,9.7,2.4,0.1,2.3,2.0
38,Ty Lawson,DEN,73,34.4,16.7,6.1,13.3,0.461,1.2,3.2,0.366,3.2,4.3,0.756,0.5,2.2,2.7,6.9,1.5,0.1,2.5,1.8
39,Chris Bosh,MIA,74,33.2,16.6,6.6,12.3,0.535,0.3,1.0,0.284,3.3,4.1,0.798,1.8,5.0,6.8,1.7,0.9,1.4,1.7,2.3
40,Klay Thompson,GSW,82,35.8,16.6,6.2,14.7,0.422,2.6,6.4,0.401,1.6,1.9,0.841,0.4,3.3,3.7,2.2,1.0,0.5,1.9,2.9
41,Arron Afflalo,ORL,64,36.0,16.5,6.2,14.1,0.439,1.1,3.8,0.3,3.0,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1
42,Jamal Crawford,LAC,76,29.3,16.5,5.9,13.4,0.438,2.0,5.2,0.376,2.8,3.3,0.871,0.3,1.4,1.7,2.5,1.0,0.2,1.9,0.9
43,Luol Deng,CHI,75,38.7,16.5,6.2,14.6,0.426,1.0,3.1,0.322,3.1,3.8,0.816,2.2,4.2,6.3,3.0,1.1,0.4,1.9,1.4
44,Nikola Pekovic,MIN,62,31.6,16.3,6.2,12.0,0.52,0.0,0.0,0.0,3.9,5.2,0.744,3.7,5.1,8.8,0.9,0.7,0.8,1.6,2.3
45,Joe Johnson,BRK,72,36.7,16.3,6.2,14.6,0.423,2.1,5.5,0.375,1.8,2.2,0.82,0.7,2.3,3.0,3.5,0.7,0.2,1.7,1.4
46,Carlos Boozer,CHI,79,32.2,16.2,6.9,14.4,0.477,0.0,0.0,0.0,2.4,3.3,0.731,2.2,7.5,9.8,2.3,0.8,0.4,2.2,3.0
47,Danilo Gallinari,DEN,71,32.5,16.2,5.1,12.3,0.418,1.9,5.1,0.373,4.0,4.9,0.822,0.9,4.3,5.2,2.5,0.9,0.5,1.6,1.8
48,Ryan Anderson,NOP,81,30.9,16.2,5.8,13.8,0.423,2.6,6.9,0.382,1.9,2.2,0.844,2.4,4.0,6.4,1.2,0.5,0.4,1.2,2.2
49,Greg Monroe,DET,81,33.2,16.0,6.3,13.1,0.486,0.0,0.0,0.0,3.3,4.8,0.689,2.9,6.7,9.6,3.5,1.3,0.7,2.9,2.3
50,Gerald Henderson,CHA,68,31.4,15.5,5.6,12.6,0.447,0.5,1.5,0.33,3.8,4.6,0.824,0.8,2.9,3.7,2.6,1.0,0.5,1.6,2.2
51,Chandler Parsons,HOU,76,36.3,15.5,6.0,12.4,0.486,2.0,5.2,0.385,1.5,2.0,0.729,1.0,4.3,5.3,3.5,1.0,0.4,1.9,1.9
52,Zach Randolph,MEM,76,34.3,15.4,6.2,13.5,0.46,0.0,0.3,0.087,3.0,3.9,0.75,4.1,7.2,11.2,1.4,0.8,0.4,2.0,2.4
53,O.J. Mayo,DAL,82,35.5,15.3,5.6,12.5,0.449,1.7,4.3,0.407,2.3,2.8,0.82,0.4,3.1,3.5,4.4,1.1,0.3,2.6,2.4
54,Tyreke Evans,SAC,65,31.0,15.2,5.6,11.8,0.478,0.7,2.0,0.338,3.2,4.2,0.775,0.9,3.6,4.4,3.5,1.4,0.4,2.0,2.0
55,Glen Davis,ORL,34,31.3,15.1,6.3,14.1,0.448,0.0,0.1,0.0,2.5,3.4,0.718,1.6,5.6,7.2,2.1,0.9,0.6,1.9,2.6
56,Thaddeus Young,PHI,76,34.6,14.8,6.7,12.6,0.531,0.0,0.1,0.125,1.4,2.5,0.574,2.4,5.1,7.5,1.6,1.8,0.7,1.2,2.5
57,Wesley Matthews,POR,69,34.8,14.8,5.1,11.7,0.436,2.4,6.2,0.398,2.2,2.7,0.797,0.5,2.3,2.8,2.5,1.3,0.3,1.6,2.5
58,Kevin Garnett,BOS,68,29.7,14.8,6.2,12.5,0.496,0.0,0.2,0.125,2.3,3.0,0.786,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3
59,Goran Dragic,PHX,77,33.5,14.7,5.2,11.8,0.443,1.1,3.6,0.319,3.2,4.2,0.748,0.8,2.3,3.1,7.4,1.6,0.3,2.8,2.8
60,Jameer Nelson,ORL,56,35.3,14.7,5.5,13.9,0.392,2.2,6.3,0.341,1.6,1.8,0.873,0.4,3.3,3.7,7.4,1.3,0.1,2.8,2.9
61,Dion Waiters,CLE,61,28.8,14.7,5.5,13.4,0.412,1.0,3.3,0.31,2.6,3.5,0.746,0.4,2.1,2.4,3.0,1.0,0.3,2.0,1.9
62,Mike Conley,MEM,80,34.5,14.6,5.2,11.8,0.44,1.3,3.7,0.362,2.9,3.5,0.83,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1
63,Jeff Teague,ATL,80,32.9,14.6,5.5,12.2,0.451,1.1,3.1,0.359,2.5,2.8,0.881,0.3,1.9,2.3,7.2,1.5,0.4,2.9,2.3
64,Paul Millsap,UTA,78,30.4,14.6,5.5,11.2,0.49,0.2,0.5,0.333,3.4,4.6,0.742,2.3,4.8,7.1,2.6,1.3,1.0,1.8,3.0
65,Ramon Sessions,CHA,61,27.1,14.4,4.5,11.1,0.408,0.5,1.8,0.308,4.8,5.7,0.839,0.4,2.3,2.8,3.8,0.8,0.1,1.7,1.5
66,Nicolas Batum,POR,73,38.4,14.3,4.8,11.4,0.423,2.3,6.1,0.372,2.4,2.9,0.848,1.3,4.3,5.6,4.9,1.2,1.1,2.6,1.9
67,Amar'e Stoudemire,NYK,29,23.5,14.2,5.3,9.2,0.577,0.0,0.0,0.0,3.6,4.5,0.808,2.1,2.9,5.0,0.4,0.3,0.7,1.7,3.1
68,George Hill,IND,76,34.5,14.2,5.1,11.5,0.443,1.7,4.6,0.368,2.3,2.8,0.817,0.6,3.1,3.7,4.7,1.1,0.3,1.5,1.8
69,Lou Williams,ATL,39,28.7,14.1,4.8,11.4,0.422,1.8,5.0,0.367,2.7,3.1,0.868,0.2,1.8,2.1,3.6,1.1,0.3,1.9,1.4
70,Gordon Hayward,UTA,72,29.2,14.1,4.7,10.7,0.435,1.4,3.4,0.415,3.4,4.1,0.827,0.7,2.4,3.1,3.0,0.8,0.5,1.7,1.7
71,Anderson Varejao,CLE,25,36.0,14.1,5.5,11.6,0.478,0.0,0.2,0.0,3.1,4.1,0.755,5.5,8.9,14.4,3.4,1.5,0.6,1.8,2.7
72,J.J. Redick,MIL,78,30.5,14.1,4.9,11.3,0.434,2.1,5.8,0.366,2.2,2.4,0.9,0.2,2.0,2.2,3.8,0.5,0.1,1.8,1.5
73,Marc Gasol,MEM,80,35.0,14.1,5.4,10.9,0.494,0.0,0.2,0.071,3.4,4.0,0.848,2.3,5.5,7.8,4.0,1.0,1.7,2.0,3.2
74,Kevin Martin,OKC,77,27.7,14.0,4.5,10.1,0.45,2.1,4.8,0.426,2.8,3.2,0.89,0.4,1.9,2.3,1.4,0.9,0.1,1.3,1.8
75,Raymond Felton,NYK,68,34.0,13.9,5.5,13.0,0.427,1.4,3.8,0.36,1.5,1.9,0.789,0.8,2.1,2.9,5.5,1.4,0.2,2.3,1.9
76,Bradley Beal,WAS,56,31.2,13.9,5.0,12.3,0.41,1.6,4.2,0.386,2.2,2.8,0.786,0.8,3.0,3.8,2.4,0.9,0.5,1.6,2.0
77,Isaiah Thomas,SAC,79,26.9,13.9,4.6,10.5,0.44,1.5,4.1,0.358,3.2,3.6,0.882,0.4,1.7,2.0,4.0,0.8,0.0,1.8,2.1
78,Greivis Vasquez,NOP,78,34.4,13.9,5.6,13.0,0.433,1.1,3.1,0.342,1.6,2.0,0.805,0.6,3.8,4.3,9.0,0.8,0.1,3.2,2.4
79,Rajon Rondo,BOS,38,37.4,13.7,5.9,12.2,0.484,0.3,1.3,0.24,1.6,2.4,0.645,1.1,4.4,5.6,11.1,1.8,0.2,3.9,2.5
80,Pau Gasol,LAL,49,33.8,13.7,5.5,11.8,0.466,0.2,0.6,0.286,2.6,3.6,0.702,2.3,6.3,8.6,4.1,0.5,1.2,2.1,1.9
81,Anthony Davis,NOP,64,28.8,13.5,5.4,10.5,0.516,0.0,0.1,0.0,2.6,3.5,0.751,2.6,5.6,8.2,1.0,1.2,1.8,1.4,2.5
82,Vince Carter,DAL,81,25.8,13.4,4.6,10.6,0.435,2.0,4.9,0.406,2.2,2.8,0.816,0.7,3.4,4.1,2.4,0.9,0.5,1.3,2.8
83,Jeremy Lin,HOU,82,32.2,13.4,4.8,10.9,0.441,1.1,3.1,0.339,2.6,3.4,0.785,0.4,2.6,3.0,6.1,1.6,0.4,2.9,2.5
84,Evan Turner,PHI,82,35.3,13.3,5.4,12.8,0.419,0.7,1.9,0.365,1.9,2.5,0.74,0.7,5.6,6.3,4.3,0.9,0.2,2.3,2.4
85,Brandon Knight,DET,75,31.5,13.3,4.8,11.7,0.407,1.6,4.4,0.367,2.2,3.0,0.733,0.7,2.6,3.3,4.0,0.8,0.1,2.7,2.1
86,Serge Ibaka,OKC,80,31.1,13.2,5.6,9.7,0.573,0.3,0.7,0.351,1.8,2.4,0.749,2.8,4.9,7.7,0.5,0.4,3.0,1.6,2.7
87,Ersan Ilyasova,MIL,73,27.6,13.2,5.1,11.0,0.462,1.3,2.9,0.444,1.7,2.2,0.796,2.1,5.0,7.1,1.6,0.9,0.5,1.0,2.5
88,Nate Robinson,CHI,82,25.4,13.1,4.9,11.2,0.433,1.7,4.2,0.405,1.6,2.1,0.799,0.4,1.9,2.2,4.4,1.0,0.1,1.8,2.5
89,Nikola Vucevic,ORL,77,33.2,13.1,6.0,11.5,0.519,0.0,0.0,0.0,1.1,1.6,0.683,3.5,8.4,11.9,1.9,0.8,1.0,1.8,2.8
90,Wilson Chandler,DEN,43,25.1,13.0,4.9,10.6,0.462,1.2,2.9,0.413,2.0,2.6,0.793,1.0,4.0,5.1,1.3,1.0,0.3,1.4,2.8
91,Andre Iguodala,DEN,80,34.7,13.0,5.0,11.0,0.451,1.1,3.6,0.317,1.9,3.4,0.574,1.0,4.3,5.3,5.4,1.7,0.7,2.6,1.6
92,Jarrett Jack,GSW,79,29.7,12.9,4.9,10.8,0.452,1.0,2.6,0.404,2.1,2.5,0.843,0.3,2.8,3.1,5.6,0.8,0.1,2.0,1.7
93,Mo Williams,UTA,46,30.8,12.9,5.0,11.6,0.43,1.3,3.3,0.383,1.6,1.8,0.882,0.5,1.9,2.4,6.2,1.0,0.2,2.7,2.3
94,Jeff Green,BOS,81,27.8,12.8,4.6,10.0,0.467,0.9,2.2,0.385,2.6,3.3,0.808,0.7,3.2,3.9,1.6,0.7,0.8,1.6,2.2
95,Luis Scola,PHX,82,26.6,12.8,5.3,11.2,0.472,0.0,0.2,0.188,2.2,2.8,0.787,1.9,4.7,6.6,2.2,0.8,0.4,1.5,3.1
96,J.J. Hickson,POR,80,29.0,12.7,5.2,9.3,0.562,0.0,0.0,0.0,2.3,3.4,0.679,3.3,7.0,10.4,1.1,0.6,0.6,1.8,2.0
97,Marcus Thornton,SAC,72,24.0,12.7,4.6,10.8,0.429,2.0,5.3,0.372,1.5,1.8,0.881,0.7,1.8,2.5,1.3,0.8,0.1,0.9,1.5
98,Steve Nash,LAL,50,32.5,12.7,4.7,9.5,0.497,1.1,2.6,0.438,2.1,2.3,0.922,0.5,2.3,2.8,6.7,0.6,0.1,2.5,1.4
99,Andrea Bargnani,TOR,35,28.6,12.7,4.9,12.1,0.4,1.1,3.5,0.311,1.9,2.2,0.844,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8
100,Maybyner Nene,WAS,61,27.2,12.6,4.7,9.7,0.48,0.0,0.0,0.0,3.2,4.4,0.729,1.7,5.0,6.7,2.9,0.9,0.6,2.3,2.8
101,Metta World Peace,LAL,75,33.7,12.4,4.4,11.0,0.403,1.9,5.5,0.342,1.7,2.3,0.734,1.3,3.6,5.0,1.5,1.6,0.6,1.3,2.6
102,Andrei Kirilenko,MIN,64,31.8,12.4,4.4,8.8,0.507,0.5,1.9,0.292,2.9,3.9,0.752,1.6,4.1,5.7,2.8,1.5,1.0,1.9,1.3
103,Shawn Marion,DAL,67,30.0,12.1,5.3,10.3,0.514,0.3,1.1,0.315,1.2,1.5,0.782,2.2,5.7,7.8,2.4,1.1,0.7,1.5,1.7
104,Corey Brewer,DEN,82,24.4,12.1,4.6,10.8,0.425,1.1,3.7,0.296,1.8,2.6,0.69,0.7,2.2,2.9,1.5,1.4,0.3,1.2,1.9
105,Darren Collison,DAL,81,29.3,12.0,4.2,8.9,0.471,0.6,1.7,0.353,3.0,3.4,0.88,0.4,2.3,2.7,5.1,1.2,0.1,2.1,1.7
106,Derrick Williams,MIN,78,24.6,12.0,4.3,10.1,0.43,0.8,2.5,0.332,2.5,3.5,0.706,1.2,4.3,5.5,0.6,0.6,0.5,1.3,1.6
107,Kawhi Leonard,SAS,58,31.2,11.9,4.5,9.1,0.494,1.1,3.0,0.374,1.8,2.2,0.825,1.1,4.9,6.0,1.6,1.7,0.6,1.1,1.7
108,Joakim Noah,CHI,66,36.8,11.9,4.6,9.5,0.481,0.0,0.1,0.0,2.7,3.6,0.751,3.9,7.2,11.1,4.0,1.2,2.1,2.7,2.8
109,Roy Hibbert,IND,79,28.7,11.9,4.9,10.9,0.448,0.0,0.1,0.25,2.1,2.8,0.741,3.7,4.6,8.3,1.4,0.5,2.6,2.1,3.5
110,Manu Ginobili,SAS,60,23.2,11.8,3.8,9.0,0.425,1.4,3.9,0.353,2.7,3.4,0.796,0.5,2.9,3.4,4.6,1.3,0.2,2.2,1.9
111,Tristan Thompson,CLE,82,31.3,11.7,4.8,9.7,0.488,0.0,0.0,0.0,2.2,3.5,0.608,3.7,5.7,9.4,1.3,0.7,0.9,1.5,2.9
112,Kyle Lowry,TOR,68,29.7,11.6,3.7,9.2,0.401,1.5,4.1,0.362,2.8,3.5,0.795,0.8,3.9,4.7,6.4,1.4,0.4,2.3,3.2
113,Jordan Crawford,BOS,70,24.4,11.6,4.3,10.4,0.415,1.2,3.5,0.337,1.8,2.3,0.811,0.6,2.4,3.0,3.2,0.6,0.1,2.0,1.5
114,Kenneth Faried,DEN,80,28.1,11.5,4.8,8.6,0.552,0.0,0.0,0.0,2.0,3.3,0.613,3.3,5.9,9.2,1.0,1.0,1.0,1.4,2.9
115,Rodney Stuckey,DET,76,28.6,11.5,4.0,9.8,0.406,0.7,2.4,0.302,2.8,3.6,0.783,0.6,2.2,2.8,3.6,0.7,0.2,1.8,1.7
116,Luke Ridnour,MIN,82,30.2,11.5,4.5,9.9,0.453,0.8,2.6,0.311,1.7,2.0,0.848,0.5,2.0,2.5,3.8,1.0,0.2,1.6,2.3
117,Martell Webster,WAS,76,28.9,11.4,3.7,8.4,0.442,1.8,4.3,0.422,2.2,2.6,0.848,0.7,3.2,3.9,1.9,0.6,0.2,1.2,2.2
118,Robin Lopez,NOP,82,26.0,11.3,4.7,8.8,0.534,0.0,0.0,0.0,2.0,2.5,0.778,2.8,2.9,5.6,0.8,0.4,1.6,1.3,2.0
119,Jose Calderon,DET,73,29.6,11.3,4.3,8.7,0.491,1.8,3.9,0.461,1.0,1.1,0.9,0.3,2.1,2.4,7.1,0.8,0.1,1.7,1.4
120,J.J. Barea,MIN,74,23.1,11.3,4.3,10.2,0.417,1.3,3.8,0.346,1.4,1.8,0.784,0.5,2.3,2.8,4.0,0.4,0.0,2.0,1.8
121,C.J. Miles,CLE,65,21.0,11.2,3.9,9.4,0.415,1.9,5.0,0.384,1.4,1.6,0.869,0.4,2.3,2.7,1.0,0.8,0.3,1.1,2.1
122,Ben Gordon,CHA,75,20.8,11.2,4.1,10.1,0.408,1.5,3.9,0.387,1.4,1.7,0.843,0.2,1.5,1.7,1.9,0.5,0.2,1.8,1.8
123,Marcin Gortat,PHX,61,30.7,11.1,4.8,9.3,0.521,0.0,0.0,0.0,1.5,2.3,0.652,2.1,6.4,8.5,1.2,0.7,1.6,1.6,2.1
124,Spencer Hawes,PHI,82,27.2,11.0,4.6,9.9,0.464,0.4,1.1,0.356,1.5,1.9,0.777,2.1,5.1,7.2,2.2,0.3,1.4,1.6,2.8
125,Tobias Harris,ORL,55,23.6,11.0,4.2,9.3,0.455,0.6,2.0,0.315,1.9,2.5,0.752,1.3,3.9,5.2,1.3,0.6,0.8,1.2,2.2
126,Kyle Korver,ATL,74,30.5,10.9,3.7,8.1,0.461,2.6,5.6,0.457,0.9,1.1,0.859,0.3,3.6,4.0,2.0,0.9,0.5,0.9,2.3
127,Ray Allen,MIA,79,25.8,10.9,3.7,8.2,0.449,1.8,4.2,0.419,1.8,2.0,0.886,0.5,2.2,2.7,1.7,0.8,0.2,1.3,1.6
128,Jared Dudley,PHX,79,27.5,10.9,4.0,8.5,0.468,1.3,3.4,0.391,1.6,2.1,0.796,1.0,2.1,3.1,2.6,0.9,0.1,1.3,1.6
129,Jason Thompson,SAC,82,27.9,10.9,4.6,9.1,0.502,0.0,0.0,0.0,1.7,2.5,0.694,2.1,4.6,6.7,1.0,0.6,0.7,1.2,2.8
130,Carl Landry,GSW,81,23.2,10.8,4.0,7.4,0.54,0.0,0.0,0.333,2.8,3.4,0.817,2.2,3.7,6.0,0.8,0.4,0.4,1.4,2.3
131,Randy Foye,UTA,82,27.4,10.8,3.6,9.0,0.397,2.2,5.3,0.41,1.4,1.8,0.819,0.2,1.3,1.5,2.0,0.8,0.3,1.1,2.3
132,Ricky Rubio,MIN,57,29.7,10.7,3.2,9.0,0.36,0.5,1.6,0.293,3.7,4.6,0.799,0.8,3.2,4.0,7.3,2.4,0.1,3.0,2.5
133,Alan Anderson,TOR,65,23.0,10.7,3.6,9.5,0.383,1.5,4.4,0.333,1.9,2.3,0.857,0.5,1.8,2.3,1.6,0.7,0.1,1.2,2.0
134,Nick Young,PHI,59,23.9,10.6,3.8,9.2,0.413,1.3,3.6,0.357,1.8,2.2,0.82,0.4,1.8,2.2,1.4,0.6,0.2,0.8,1.4
135,Byron Mullens,CHA,53,26.9,10.6,4.1,10.6,0.385,1.2,3.9,0.317,1.2,1.9,0.646,1.3,5.0,6.4,1.5,0.6,0.6,1.4,2.1
136,Carlos Delfino,HOU,67,25.2,10.6,3.7,9.3,0.405,2.4,6.3,0.375,0.7,0.8,0.857,0.3,3.0,3.3,2.0,1.0,0.1,1.1,1.7
137,Jason Richardson,PHI,33,28.4,10.5,4.1,10.2,0.402,1.7,5.1,0.341,0.6,1.0,0.606,0.6,3.3,3.8,1.5,1.2,0.5,0.8,1.7
138,Chris Kaman,DAL,66,20.7,10.5,4.7,9.3,0.507,0.0,0.0,0.0,1.0,1.3,0.788,1.5,4.2,5.6,0.8,0.4,0.8,1.6,2.1
139,Danny Green,SAS,80,27.5,10.5,3.7,8.3,0.448,2.2,5.2,0.429,0.8,1.0,0.848,0.5,2.6,3.1,1.8,1.2,0.7,1.2,1.6
140,Mike Dunleavy,MIL,75,25.9,10.5,3.7,8.3,0.442,1.7,4.0,0.428,1.4,1.7,0.82,0.4,3.5,3.9,1.9,0.5,0.5,1.2,1.8
141,Shannon Brown,PHX,59,23.8,10.5,4.1,9.7,0.42,0.7,2.4,0.277,1.7,2.1,0.784,0.7,1.8,2.5,1.8,1.0,0.3,1.3,1.6
142,Tyson Chandler,NYK,66,32.8,10.4,3.9,6.1,0.638,0.0,0.0,0.0,2.7,3.9,0.694,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8
143,Caron Butler,LAC,78,24.1,10.4,3.9,9.2,0.424,1.6,4.2,0.388,1.0,1.2,0.833,0.5,2.3,2.9,1.0,0.7,0.1,0.9,1.8
144,Tayshaun Prince,MEM,82,32.1,10.4,4.4,10.0,0.438,0.5,1.1,0.404,1.2,1.6,0.738,0.9,3.6,4.4,2.4,0.6,0.3,1.1,1.0
145,Patrick Patterson,SAC,71,25.0,10.4,4.5,8.8,0.512,0.7,1.9,0.386,0.7,0.9,0.762,1.6,3.2,4.7,1.1,0.4,0.6,0.9,1.9
146,Tiago Splitter,SAS,81,24.7,10.3,3.9,7.0,0.56,0.0,0.0,0.0,2.6,3.5,0.73,1.8,4.6,6.4,1.6,0.8,0.8,1.2,2.0
147,Andray Blatche,BRK,82,19.0,10.3,4.2,8.2,0.512,0.0,0.3,0.136,1.8,2.6,0.685,2.0,3.1,5.1,1.0,1.0,0.7,1.5,2.0
148,Matt Barnes,LAC,80,25.7,10.3,3.9,8.4,0.462,1.4,4.1,0.342,1.1,1.5,0.744,1.4,3.2,4.6,1.5,1.0,0.8,1.1,2.9
149,Alonzo Gee,CLE,82,31.0,10.3,3.7,9.1,0.41,0.8,2.7,0.315,2.0,2.5,0.795,0.9,3.0,3.9,1.6,1.3,0.4,1.6,2.4
150,Omer Asik,HOU,82,30.0,10.1,4.0,7.5,0.541,0.0,0.0,0.0,2.0,3.6,0.562,3.4,8.3,11.7,0.9,0.6,1.1,2.1,2.7
