#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
1,Allen Iverson,PHI,71,42.0,31.1,10.7,25.5,0.42,1.4,4.3,0.32,8.2,10.1,0.814,0.7,3.1,3.8,4.6,2.5,0.3,3.3,2.1
2,Jerry Stackhouse,DET,80,40.2,29.8,9.7,24.1,0.402,2.1,5.9,0.351,8.3,10.1,0.822,1.2,2.7,3.9,5.1,1.2,0.7,4.1,2.0
3,Shaquille O'Neal,LAL,74,39.5,28.7,11.0,19.2,0.572,0.0,0.0,0.0,6.7,13.1,0.513,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5
4,Kobe Bryant,LAL,68,40.9,28.5,10.3,22.2,0.464,0.9,2.9,0.305,7.0,8.2,0.853,1.5,4.3,5.9,5.0,1.7,0.6,3.2,3.3
5,Vince Carter,TOR,75,39.7,27.6,10.2,22.1,0.46,2.2,5.3,0.408,5.1,6.7,0.765,2.3,3.2,5.5,3.9,1.5,1.1,2.2,2.7
6,Chris Webber,SAC,70,40.5,27.1,11.2,23.4,0.481,0.0,0.4,0.071,4.6,6.6,0.703,2.6,8.5,11.1,4.2,1.3,1.7,2.8,3.2
7,Tracy McGrady,ORL,77,40.1,26.8,10.2,22.4,0.457,0.8,2.2,0.355,5.6,7.6,0.733,2.5,5.0,7.5,4.6,1.5,1.5,2.6,2.1
8,Paul Pierce,BOS,82,38.0,25.3,8.4,18.5,0.454,1.8,4.7,0.383,6.7,9.0,0.745,1.1,5.2,6.4,3.1,1.7,0.8,3.2,3.1
9,Antawn Jamison,GSW,82,41.4,24.9,9.8,22.1,0.442,0.8,2.5,0.302,4.7,6.5,0.715,3.4,5.3,8.7,2.0,1.4,0.3,2.4,2.7
10,Stephon Marbury,NJN,67,38.2,23.9,8.4,19.1,0.441,1.6,5.0,0.328,5.4,6.8,0.79,0.8,2.3,3.1,7.6,1.2,0.1,2.9,2.2
11,Antoine Walker,BOS,81,41.9,23.4,8.8,21.2,0.413,2.7,7.4,0.367,3.1,4.3,0.716,1.9,7.0,8.9,5.5,1.7,0.6,3.7,3.1
12,Karl Malone,UTA,81,35.7,23.2,8.3,16.6,0.498,0.0,0.1,0.4,6.6,8.3,0.793,1.4,6.9,8.3,4.5,1.1,0.8,3.0,2.7
13,Gary Payton,SEA,79,41.1,23.1,9.2,20.1,0.456,1.3,3.4,0.375,3.4,4.5,0.766,0.9,3.6,4.6,8.1,1.6,0.3,2.6,2.3
14,Tim Duncan,SAS,82,38.7,22.2,8.6,17.1,0.499,0.1,0.3,0.259,5.0,8.1,0.618,3.2,9.0,12.2,3.0,0.9,2.3,3.0,3.0
15,Glenn Robinson,MIL,76,37.0,22.0,9.0,19.2,0.468,0.7,2.4,0.299,3.3,4.0,0.82,1.6,5.3,6.9,3.3,1.1,0.8,2.9,2.5
16,Kevin Garnett,MIN,81,39.5,22.0,8.7,18.2,0.477,0.2,0.8,0.288,4.4,5.8,0.764,2.7,8.7,11.4,5.0,1.4,1.8,2.8,2.5
17,Ray Allen,MIL,82,38.2,22.0,7.7,16.0,0.48,2.5,5.7,0.433,4.2,4.8,0.888,1.2,4.0,5.2,4.6,1.5,0.2,2.5,2.3
18,Dirk Nowitzki,DAL,82,38.1,21.8,7.2,15.2,0.474,1.8,4.8,0.387,5.5,6.6,0.838,1.5,7.7,9.2,2.1,1.0,1.2,1.9,3.0
19,Michael Finley,DAL,82,42.0,21.5,8.7,18.9,0.458,1.1,3.2,0.346,3.1,4.0,0.775,1.3,3.9,5.2,4.4,1.4,0.4,2.3,2.1
20,Antonio McDyess,DEN,70,36.5,20.8,8.2,16.6,0.495,0.0,0.0,0.0,4.3,6.2,0.7,3.4,8.6,12.1,2.1,0.6,1.5,2.3,3.1
21,Shareef Abdur-Rahim,VAN,81,40.0,20.5,7.5,15.8,0.472,0.1,0.8,0.188,5.5,6.6,0.834,2.2,6.9,9.1,3.1,1.1,1.0,2.9,2.9
22,Jalen Rose,IND,72,40.9,20.5,7.9,17.3,0.457,0.8,2.4,0.339,4.0,4.8,0.828,0.5,4.5,5.0,6.0,0.9,0.6,2.9,3.2
23,Peja Stojakovic,SAC,75,38.7,20.4,7.5,15.9,0.47,1.9,4.8,0.4,3.6,4.2,0.856,1.2,4.5,5.8,2.2,1.2,0.2,1.9,1.9
24,Elton Brand,CHI,74,39.3,20.1,7.8,16.4,0.476,0.0,0.0,0.0,4.5,6.4,0.708,3.9,6.2,10.1,3.2,1.0,1.6,3.0,3.3
25,Jamal Mashburn,CHA,76,39.3,20.1,7.5,18.3,0.413,1.4,3.8,0.356,3.7,4.8,0.766,1.2,6.4,7.6,5.4,1.1,0.2,2.8,2.4
26,Steve Francis,HOU,80,39.9,19.9,6.9,15.2,0.451,1.7,4.2,0.396,4.5,5.5,0.817,2.4,4.5,6.9,6.5,1.8,0.4,3.3,3.4
27,Jason Terry,ATL,82,37.7,19.7,7.3,16.7,0.436,1.5,3.8,0.395,3.7,4.4,0.846,0.5,2.8,3.3,4.9,1.3,0.1,2.9,2.5
28,Ron Mercer,CHI,61,41.6,19.7,8.2,18.4,0.446,0.2,0.8,0.304,3.1,3.7,0.825,1.2,2.7,3.9,3.3,1.3,0.4,2.1,2.4
29,Cuttino Mobley,HOU,79,38.0,19.5,6.7,15.4,0.434,1.1,3.2,0.357,5.0,6.0,0.831,1.1,4.0,5.0,2.5,1.1,0.3,2.1,2.1
30,Rasheed Wallace,POR,77,38.2,19.2,7.7,15.3,0.501,0.7,2.1,0.321,3.2,4.2,0.766,1.9,5.9,7.8,2.8,1.2,1.8,2.1,2.7
31,Reggie Miller,IND,81,39.3,18.9,6.4,14.5,0.44,2.1,5.7,0.366,4.0,4.3,0.928,0.5,3.0,3.5,3.2,1.0,0.2,1.6,2.0
32,Allan Houston,NYK,78,36.6,18.7,6.9,15.5,0.449,1.2,3.2,0.381,3.6,3.9,0.909,0.3,3.4,3.6,2.2,0.7,0.1,2.1,2.4
33,Sam Cassell,MIL,76,35.6,18.2,7.1,14.9,0.474,0.4,1.3,0.306,3.6,4.3,0.858,0.6,3.2,3.8,7.6,1.2,0.1,2.9,2.8
34,Richard Hamilton,WAS,78,32.3,18.1,7.0,16.0,0.438,0.5,1.9,0.274,3.6,4.1,0.868,1.0,2.1,3.1,2.9,1.0,0.1,2.6,2.6
35,Juwan Howard,DAL,81,36.7,18.0,7.2,15.0,0.479,0.0,0.0,0.0,3.7,4.7,0.773,2.1,5.0,7.1,2.8,0.9,0.5,3.0,3.6
36,Nick Van Exel,DEN,71,37.9,17.7,6.5,15.7,0.414,1.9,5.0,0.377,2.9,3.5,0.819,0.6,2.8,3.4,8.5,0.9,0.3,2.3,1.5
37,Latrell Sprewell,NYK,77,39.2,17.7,6.8,15.8,0.43,0.5,1.8,0.304,3.6,4.6,0.783,0.6,3.9,4.5,3.5,1.4,0.4,2.8,2.1
38,Eddie Jones,MIA,63,36.2,17.4,6.2,13.8,0.445,1.4,3.8,0.378,3.6,4.3,0.844,1.2,3.4,4.6,2.7,1.7,0.9,2.1,2.9
39,Shawn Marion,PHX,79,36.2,17.3,7.1,14.7,0.48,0.3,1.0,0.256,3.0,3.7,0.81,2.8,7.9,10.7,2.0,1.7,1.4,1.6,2.7
40,David Wesley,CHA,82,37.9,17.2,6.4,15.1,0.422,1.2,3.1,0.376,3.3,4.1,0.799,0.8,2.0,2.7,4.4,1.6,0.2,2.1,2.7
41,Lamar Odom,LAC,76,37.3,17.2,6.3,13.8,0.46,1.1,3.3,0.316,3.4,5.1,0.679,1.4,6.3,7.8,5.2,1.0,1.6,3.5,3.1
42,Keith Van Horn,NJN,49,35.4,17.0,6.3,14.4,0.435,1.3,3.5,0.382,3.1,3.8,0.806,1.6,5.5,7.1,1.7,0.8,0.4,2.1,3.1
43,Jason Kidd,PHX,77,39.8,16.9,5.9,14.2,0.411,0.9,3.0,0.297,4.3,5.2,0.814,1.2,5.2,6.4,9.8,2.2,0.3,3.7,2.2
44,Danny Fortson,GSW,6,33.8,16.7,4.8,8.3,0.58,0.0,0.0,0.0,7.0,9.0,0.778,4.8,11.5,16.3,0.8,0.3,0.0,1.7,3.7
45,Larry Hughes,GSW,50,36.9,16.5,6.2,16.1,0.383,0.3,1.5,0.187,3.9,5.0,0.766,1.5,4.0,5.5,4.5,1.9,0.6,3.0,2.9
46,Cliff Robinson,PHX,82,33.5,16.4,6.1,14.5,0.422,1.1,3.0,0.361,3.1,4.4,0.709,1.3,2.8,4.1,2.9,1.1,1.0,2.3,3.1
47,Michael Dickerson,VAN,70,37.4,16.3,6.1,14.6,0.417,1.2,3.3,0.374,2.9,3.9,0.763,1.0,2.3,3.3,3.3,0.9,0.4,2.3,3.0
48,Mitch Richmond,WAS,37,32.9,16.2,5.5,13.6,0.407,1.2,3.6,0.338,3.9,4.3,0.894,0.4,2.5,2.9,3.0,1.2,0.2,2.3,2.3
49,Anthony Mason,MIA,80,40.7,16.1,5.8,11.9,0.482,0.0,0.0,0.0,4.6,5.9,0.781,2.1,7.5,9.6,3.1,1.0,0.3,2.2,2.9
50,Terrell Brandon,MIN,78,36.2,16.0,6.6,14.5,0.451,0.4,1.2,0.363,2.5,2.9,0.871,0.8,3.1,3.8,7.5,2.1,0.3,2.0,1.8
51,Mike Bibby,VAN,82,38.9,15.9,6.4,14.1,0.454,1.3,3.5,0.379,1.7,2.3,0.761,0.6,3.1,3.7,8.4,1.3,0.1,3.0,1.8
52,Darrell Armstrong,ORL,75,36.9,15.9,5.5,13.4,0.412,1.9,5.4,0.355,2.9,3.3,0.884,1.3,3.3,4.6,7.0,1.8,0.2,2.7,2.1
