#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
1,Ahmad Caver,IND,1,0.8,2.4,1.2,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Malik Newman,CLE,1,7.7,1.0,0.4,0.7,0.6,0.0,0.1,0.0,0.3,0.3,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0
3,Joe Johnson,BOS,1,2.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Giannis Antetokounmpo,MIL,67,32.9,0.9,0.3,0.6,0.553,0.0,0.1,0.293,0.3,0.3,0.722,0.1,0.3,0.4,0.2,0.0,0.0,0.1,0.1
5,Joel Embiid,PHI,68,33.8,0.9,0.3,0.6,0.499,0.0,0.1,0.371,0.3,0.3,0.814,0.1,0.3,0.3,0.1,0.0,0.0,0.1,0.1
6,Jared Harper,NOP,5,8.6,0.9,0.3,0.6,0.538,0.1,0.3,0.417,0.1,0.1,1.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.1
7,Sekou Doumbouya,LAL,2,8.2,0.9,0.3,0.5,0.625,0.1,0.1,0.5,0.2,0.2,0.75,0.1,0.2,0.4,0.0,0.2,0.1,0.1,0.1
8,Ja Morant,MEM,57,33.1,0.8,0.3,0.6,0.493,0.0,0.1,0.344,0.2,0.2,0.761,0.0,0.1,0.2,0.2,0.0,0.0,0.1,0.0
9,LeBron James,LAL,56,37.2,0.8,0.3,0.6,0.524,0.1,0.2,0.359,0.1,0.2,0.756,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1
10,Paris Bass,PHX,2,3.7,0.8,0.3,0.8,0.333,0.0,0.3,0.0,0.3,0.3,1.0,0.3,0.3,0.5,0.0,0.1,0.0,0.3,0.3
11,Trae Young,ATL,76,34.9,0.8,0.3,0.6,0.46,0.1,0.2,0.382,0.2,0.2,0.904,0.0,0.1,0.1,0.3,0.0,0.0,0.1,0.0
12,Nikola Jokic,DEN,74,33.5,0.8,0.3,0.5,0.583,0.0,0.1,0.337,0.2,0.2,0.81,0.1,0.3,0.4,0.2,0.0,0.0,0.1,0.1
13,Luka Doncic,DAL,65,35.4,0.8,0.3,0.6,0.457,0.1,0.2,0.353,0.2,0.2,0.744,0.0,0.2,0.3,0.2,0.0,0.0,0.1,0.1
14,Kevin Durant,BRK,55,37.2,0.8,0.3,0.5,0.518,0.1,0.1,0.383,0.2,0.2,0.91,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1
15,Devin Booker,PHX,68,34.5,0.8,0.3,0.6,0.466,0.1,0.2,0.383,0.1,0.2,0.868,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
16,DeMar DeRozan,CHI,76,36.1,0.8,0.3,0.6,0.504,0.0,0.1,0.352,0.2,0.2,0.877,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
17,Boban Marjanovic,DAL,23,5.6,0.8,0.3,0.5,0.6,0.0,0.0,0.25,0.1,0.2,0.591,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.2
18,Donovan Mitchell,UTA,67,33.8,0.8,0.3,0.6,0.448,0.1,0.3,0.355,0.1,0.1,0.853,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
19,Jayson Tatum,BOS,76,35.9,0.7,0.3,0.6,0.453,0.1,0.2,0.353,0.1,0.2,0.853,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
20,Stephen Curry,GSW,64,34.6,0.7,0.2,0.6,0.437,0.1,0.3,0.38,0.1,0.1,0.923,0.0,0.1,0.2,0.2,0.0,0.0,0.1,0.1
21,Karl-Anthony Towns,MIN,74,33.5,0.7,0.3,0.5,0.529,0.1,0.1,0.41,0.2,0.2,0.822,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
22,Kyrie Irving,BRK,29,37.6,0.7,0.3,0.6,0.469,0.1,0.2,0.418,0.1,0.1,0.915,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
23,Markus Howard,DEN,31,5.7,0.7,0.2,0.6,0.386,0.2,0.4,0.4,0.1,0.1,0.87,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1
24,Shai Gilgeous-Alexander,OKC,56,34.7,0.7,0.2,0.5,0.453,0.0,0.2,0.3,0.2,0.2,0.81,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
25,Zach LaVine,CHI,67,34.7,0.7,0.2,0.5,0.476,0.1,0.2,0.389,0.1,0.2,0.853,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
26,Jaylen Brown,BOS,66,33.6,0.7,0.3,0.5,0.473,0.1,0.2,0.358,0.1,0.1,0.758,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
27,Paul George,LAC,31,34.8,0.7,0.2,0.6,0.421,0.1,0.2,0.354,0.1,0.1,0.858,0.0,0.2,0.2,0.2,0.1,0.0,0.1,0.1
28,Kristaps Porzingis,WAS,51,29.0,0.7,0.2,0.5,0.459,0.1,0.2,0.31,0.2,0.2,0.867,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
29,Klay Thompson,GSW,32,29.4,0.7,0.3,0.6,0.429,0.1,0.3,0.385,0.0,0.1,0.902,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1
30,Dillon Brooks,MEM,32,27.7,0.7,0.3,0.6,0.432,0.1,0.2,0.309,0.1,0.1,0.849,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
31,Brandon Ingram,NOP,55,34.0,0.7,0.2,0.5,0.461,0.0,0.1,0.327,0.1,0.2,0.826,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1
32,Anthony Davis,LAL,40,35.1,0.7,0.3,0.5,0.532,0.0,0.0,0.186,0.1,0.2,0.713,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
33,Damian Lillard,POR,29,36.4,0.7,0.2,0.5,0.402,0.1,0.3,0.324,0.2,0.2,0.878,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.0
34,De'Aaron Fox,SAC,59,35.3,0.7,0.2,0.5,0.473,0.0,0.1,0.297,0.1,0.2,0.75,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
35,Tyrell Terry,MEM,2,1.5,0.7,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
36,Bradley Beal,WAS,40,36.0,0.6,0.2,0.5,0.451,0.0,0.1,0.3,0.1,0.1,0.833,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
37,C.J. McCollum,NOP,62,34.6,0.6,0.2,0.5,0.46,0.1,0.2,0.388,0.1,0.1,0.682,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
38,Tyler Herro,MIA,66,32.6,0.6,0.2,0.5,0.447,0.1,0.2,0.399,0.1,0.1,0.868,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.0
39,Jimmy Butler,MIA,57,33.9,0.6,0.2,0.4,0.48,0.0,0.1,0.233,0.2,0.2,0.87,0.1,0.1,0.2,0.2,0.0,0.0,0.1,0.0
40,LaMelo Ball,CHA,75,32.3,0.6,0.2,0.5,0.429,0.1,0.2,0.389,0.1,0.1,0.872,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1
41,Anthony Edwards,MIN,72,34.2,0.6,0.2,0.5,0.441,0.1,0.2,0.357,0.1,0.1,0.786,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
42,Khris Middleton,MIL,66,32.4,0.6,0.2,0.5,0.443,0.1,0.2,0.373,0.1,0.1,0.89,0.0,0.1,0.2,0.2,0.0,0.0,0.1,0.1
43,Jordan Poole,GSW,76,30.0,0.6,0.2,0.5,0.448,0.1,0.3,0.364,0.1,0.1,0.925,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
44,Desmond Bane,MEM,76,29.8,0.6,0.2,0.5,0.461,0.1,0.2,0.436,0.1,0.1,0.903,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1
45,Dejounte Murray,SAS,68,34.8,0.6,0.2,0.5,0.462,0.0,0.1,0.327,0.1,0.1,0.794,0.0,0.2,0.2,0.3,0.1,0.0,0.1,0.1
46,Darius Garland,CLE,68,35.7,0.6,0.2,0.5,0.462,0.1,0.2,0.383,0.1,0.1,0.892,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.0
47,Kevin Love,CLE,74,22.5,0.6,0.2,0.5,0.43,0.1,0.3,0.392,0.1,0.1,0.838,0.1,0.3,0.3,0.1,0.0,0.0,0.1,0.1
48,Jerami Grant,DET,47,31.9,0.6,0.2,0.5,0.426,0.1,0.2,0.358,0.1,0.2,0.838,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
49,Pascal Siakam,TOR,68,37.9,0.6,0.2,0.5,0.494,0.0,0.1,0.344,0.1,0.1,0.749,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
50,DeMarcus Cousins,DEN,48,14.9,0.6,0.2,0.5,0.46,0.1,0.2,0.303,0.1,0.2,0.76,0.1,0.3,0.4,0.1,0.0,0.0,0.1,0.2
51,"Jaren Jackson, Jr.",MEM,78,27.3,0.6,0.2,0.5,0.415,0.1,0.2,0.319,0.1,0.2,0.823,0.1,0.2,0.2,0.0,0.0,0.1,0.1,0.1
52,James Harden,PHI,65,37.2,0.6,0.2,0.4,0.41,0.1,0.2,0.33,0.2,0.2,0.877,0.0,0.2,0.2,0.3,0.0,0.0,0.1,0.1
53,Jordan Clarkson,UTA,79,27.1,0.6,0.2,0.5,0.419,0.1,0.3,0.318,0.1,0.1,0.828,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
54,Moe Wagner,ORL,63,15.2,0.6,0.2,0.4,0.497,0.1,0.2,0.328,0.1,0.1,0.806,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
55,Anfernee Simons,POR,57,29.5,0.6,0.2,0.5,0.443,0.1,0.3,0.405,0.1,0.1,0.888,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
56,Jonas Valanciunas,NOP,74,30.3,0.6,0.2,0.4,0.544,0.0,0.1,0.361,0.1,0.1,0.82,0.1,0.3,0.4,0.1,0.0,0.0,0.1,0.1
