#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
1,Tracy McGrady,ORL,67,39.9,0.7,0.2,0.6,0.417,0.1,0.2,0.339,0.1,0.2,0.796,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.0
2,Kobe Bryant,LAL,65,37.6,0.6,0.2,0.5,0.438,0.0,0.1,0.327,0.2,0.2,0.852,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
3,Kendrick Perkins,BOS,10,3.5,0.6,0.2,0.4,0.533,0.0,0.0,0.0,0.2,0.3,0.667,0.1,0.3,0.4,0.1,0.0,0.1,0.1,0.2
4,Allen Iverson,PHI,48,42.5,0.6,0.2,0.6,0.387,0.0,0.1,0.286,0.2,0.2,0.745,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.0
5,Kevin Garnett,MIN,82,39.4,0.6,0.2,0.5,0.499,0.0,0.0,0.256,0.1,0.1,0.791,0.1,0.3,0.4,0.1,0.0,0.1,0.1,0.1
6,Tim Duncan,SAS,69,36.6,0.6,0.2,0.5,0.501,0.0,0.0,0.167,0.1,0.2,0.599,0.1,0.3,0.3,0.1,0.0,0.1,0.1,0.1
7,Peja Stojakovic,SAC,81,40.3,0.6,0.2,0.4,0.48,0.1,0.2,0.433,0.1,0.1,0.927,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0
8,Ray Allen,SEA,56,38.4,0.6,0.2,0.5,0.44,0.1,0.2,0.392,0.1,0.1,0.904,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
9,Paul Pierce,BOS,80,38.7,0.6,0.2,0.5,0.402,0.0,0.1,0.299,0.2,0.2,0.819,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
10,Vince Carter,TOR,73,38.2,0.6,0.2,0.5,0.417,0.0,0.1,0.383,0.1,0.1,0.806,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
11,Michael Redd,MIL,82,36.8,0.6,0.2,0.5,0.44,0.0,0.1,0.35,0.1,0.1,0.868,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1
12,Shaquille O'Neal,LAL,67,36.8,0.6,0.2,0.4,0.584,0.0,0.0,0.0,0.1,0.3,0.49,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
13,Kaniel Dickens,POR,3,4.0,0.6,0.3,0.3,1.0,0.0,0.0,0.0,0.1,0.2,0.5,0.2,0.0,0.2,0.0,0.0,0.0,0.1,0.3
14,Bobby Jackson,SAC,50,23.7,0.6,0.2,0.5,0.444,0.1,0.2,0.37,0.1,0.1,0.752,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
15,Dirk Nowitzki,DAL,77,37.9,0.6,0.2,0.4,0.462,0.0,0.1,0.341,0.1,0.1,0.877,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1
16,Carmelo Anthony,DEN,82,36.5,0.6,0.2,0.5,0.426,0.0,0.1,0.322,0.1,0.2,0.777,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1
17,Corey Maggette,LAC,73,36.0,0.6,0.2,0.4,0.447,0.0,0.1,0.329,0.2,0.2,0.848,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
18,Baron Davis,NOP,67,40.1,0.6,0.2,0.5,0.395,0.1,0.2,0.321,0.1,0.1,0.673,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.1
19,Sam Cassell,MIN,81,35.0,0.6,0.2,0.4,0.488,0.0,0.1,0.398,0.1,0.1,0.873,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
20,Pau Gasol,MEM,78,31.5,0.6,0.2,0.4,0.482,0.0,0.0,0.267,0.1,0.2,0.714,0.1,0.2,0.2,0.1,0.0,0.1,0.1,0.1
21,Jermaine O'Neal,IND,78,35.7,0.6,0.2,0.5,0.434,0.0,0.0,0.111,0.1,0.2,0.757,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
22,Amar'e Stoudemire,PHX,55,36.8,0.6,0.2,0.4,0.475,0.0,0.0,0.2,0.2,0.2,0.713,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.1
23,Larry Hughes,WAS,61,33.8,0.6,0.2,0.5,0.397,0.0,0.1,0.341,0.1,0.2,0.797,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
24,Rodney White,DEN,72,13.7,0.5,0.2,0.5,0.459,0.0,0.1,0.379,0.1,0.1,0.75,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
25,Jonathan Bender,IND,21,12.9,0.5,0.2,0.4,0.472,0.0,0.1,0.409,0.1,0.2,0.83,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1
26,Dana Barros,BOS,1,11.0,0.5,0.2,0.3,0.667,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
27,Jamal Mashburn,NOP,19,38.4,0.5,0.2,0.5,0.392,0.0,0.1,0.284,0.1,0.1,0.813,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
28,Sean Lampley,GSW,10,6.3,0.5,0.2,0.3,0.65,0.0,0.0,0.0,0.1,0.2,0.667,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0
29,Yao Ming,HOU,82,32.8,0.5,0.2,0.4,0.522,0.0,0.0,0.0,0.1,0.2,0.809,0.1,0.2,0.3,0.0,0.0,0.1,0.1,0.1
30,Zach Randolph,POR,81,37.9,0.5,0.2,0.4,0.485,0.0,0.0,0.2,0.1,0.1,0.761,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
31,LeBron James,CLE,79,39.5,0.5,0.2,0.5,0.417,0.0,0.1,0.29,0.1,0.1,0.754,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0
32,Glenn Robinson,PHI,42,31.8,0.5,0.2,0.5,0.448,0.0,0.1,0.34,0.1,0.1,0.832,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1
33,Gilbert Arenas,WAS,56,36.9,0.5,0.2,0.4,0.392,0.1,0.2,0.375,0.1,0.2,0.748,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
34,Chris Webber,SAC,23,36.1,0.5,0.2,0.5,0.413,0.0,0.0,0.2,0.1,0.1,0.711,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1
35,Elton Brand,LAC,69,38.7,0.5,0.2,0.4,0.493,0.0,0.0,0.0,0.2,0.2,0.773,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
36,Shareef Abdur-Rahim,POR,85,31.6,0.5,0.2,0.4,0.475,0.0,0.0,0.265,0.1,0.2,0.869,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1
