#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
1,Slava Medvedenko,LAL,7,5.6,0.8,0.3,0.6,0.48,0.0,0.0,1.0,0.2,0.3,0.583,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.2
2,Allen Iverson,PHI,71,42.0,0.7,0.3,0.6,0.42,0.0,0.1,0.32,0.2,0.2,0.814,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0
3,Jerry Stackhouse,DET,80,40.2,0.7,0.2,0.6,0.402,0.1,0.1,0.351,0.2,0.3,0.822,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0
4,Shaquille O'Neal,LAL,74,39.5,0.7,0.3,0.5,0.572,0.0,0.0,0.0,0.2,0.3,0.513,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
5,Kobe Bryant,LAL,68,40.9,0.7,0.3,0.5,0.464,0.0,0.1,0.305,0.2,0.2,0.853,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
6,Vince Carter,TOR,75,39.7,0.7,0.3,0.6,0.46,0.1,0.1,0.408,0.1,0.2,0.765,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1
7,Chris Webber,SAC,70,40.5,0.7,0.3,0.6,0.481,0.0,0.0,0.071,0.1,0.2,0.703,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
8,Tracy McGrady,ORL,77,40.1,0.7,0.3,0.6,0.457,0.0,0.1,0.355,0.1,0.2,0.733,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1
9,David Wingate,SEA,1,9.0,0.7,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1
10,Paul Pierce,BOS,82,38.0,0.7,0.2,0.5,0.454,0.0,0.1,0.383,0.2,0.2,0.745,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
11,Karl Malone,UTA,81,35.7,0.6,0.2,0.5,0.498,0.0,0.0,0.4,0.2,0.2,0.793,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
12,Zhizhi Wang,DAL,5,7.6,0.6,0.2,0.5,0.421,0.0,0.1,0.0,0.2,0.3,0.8,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2
13,Stephon Marbury,NJN,67,38.2,0.6,0.2,0.5,0.441,0.0,0.1,0.328,0.1,0.2,0.79,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
14,Antawn Jamison,GSW,82,41.4,0.6,0.2,0.5,0.442,0.0,0.1,0.302,0.1,0.2,0.715,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.1
15,Glenn Robinson,MIL,76,37.0,0.6,0.2,0.5,0.468,0.0,0.1,0.299,0.1,0.1,0.82,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
16,Gary Grant,POR,4,4.3,0.6,0.3,0.4,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1
17,Darrick Martin,SAC,31,5.7,0.6,0.2,0.4,0.382,0.1,0.2,0.519,0.2,0.2,0.886,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2
18,Alonzo Mourning,MIA,13,23.5,0.6,0.2,0.5,0.518,0.0,0.0,0.0,0.1,0.2,0.564,0.1,0.2,0.3,0.0,0.0,0.1,0.1,0.1
19,Ray Allen,MIL,82,38.2,0.6,0.2,0.4,0.48,0.1,0.1,0.433,0.1,0.1,0.888,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
20,Tim Duncan,SAS,82,38.7,0.6,0.2,0.4,0.499,0.0,0.0,0.259,0.1,0.2,0.618,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
