#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
1,Marcus E. Williams,SAS,2,1.7,1.2,0.6,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2,Steven Hill,OKC,1,2.4,0.8,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,1.2,0.0,0.0,0.0,0.0,0.0
3,Dwyane Wade,MIA,79,38.6,0.8,0.3,0.6,0.491,0.0,0.1,0.317,0.2,0.3,0.765,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.1
4,LeBron James,CLE,81,37.7,0.8,0.3,0.5,0.489,0.0,0.1,0.344,0.2,0.2,0.78,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.0
5,Kobe Bryant,LAL,82,36.1,0.7,0.3,0.6,0.467,0.0,0.1,0.351,0.2,0.2,0.856,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
6,Danny Granger,IND,67,36.2,0.7,0.2,0.5,0.447,0.1,0.2,0.404,0.2,0.2,0.878,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
7,Saer Sene,NYK,6,4.7,0.7,0.2,0.3,0.667,0.0,0.0,0.0,0.3,0.4,0.8,0.2,0.3,0.5,0.0,0.0,0.1,0.1,0.1
8,Dirk Nowitzki,DAL,81,37.7,0.7,0.3,0.5,0.479,0.0,0.1,0.359,0.2,0.2,0.89,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
9,Carmelo Anthony,DEN,66,34.5,0.7,0.2,0.5,0.443,0.0,0.1,0.371,0.2,0.2,0.793,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
10,Kevin Durant,OKC,74,39.0,0.6,0.2,0.5,0.476,0.0,0.1,0.422,0.2,0.2,0.863,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.0
11,Kevin Martin,SAC,51,38.2,0.6,0.2,0.4,0.42,0.1,0.1,0.415,0.2,0.3,0.867,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
12,Tony Parker,SAS,72,34.1,0.6,0.3,0.5,0.506,0.0,0.0,0.292,0.1,0.1,0.782,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.0
13,Al Jefferson,MIN,50,36.7,0.6,0.3,0.5,0.497,0.0,0.0,0.0,0.1,0.1,0.738,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.1
14,James White,HOU,4,2.8,0.6,0.3,0.4,0.6,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.2
15,Jerome James,NYK,2,4.9,0.6,0.3,0.8,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.1,0.1,0.1,0.2
16,Brandon Roy,POR,78,37.2,0.6,0.2,0.5,0.48,0.0,0.1,0.377,0.1,0.2,0.824,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0
17,Charlie Villanueva,MIL,78,26.9,0.6,0.2,0.5,0.447,0.0,0.1,0.345,0.1,0.1,0.838,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1
18,Corey Maggette,GSW,51,31.1,0.6,0.2,0.4,0.461,0.0,0.1,0.253,0.2,0.3,0.824,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
19,Chris Bosh,TOR,77,38.0,0.6,0.2,0.4,0.487,0.0,0.0,0.245,0.2,0.2,0.817,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
20,Chris Paul,NOP,78,38.5,0.6,0.2,0.4,0.503,0.0,0.1,0.364,0.2,0.2,0.868,0.0,0.1,0.1,0.3,0.1,0.0,0.1,0.1
21,Zach Randolph,LAC,50,35.1,0.6,0.2,0.5,0.475,0.0,0.1,0.33,0.1,0.1,0.734,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
22,Shaquille O'Neal,PHX,75,30.0,0.6,0.2,0.4,0.609,0.0,0.0,0.0,0.1,0.2,0.595,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
23,Jawad Williams,CLE,10,2.0,0.6,0.2,0.6,0.417,0.1,0.3,0.333,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
24,Devin Harris,NJN,69,36.1,0.6,0.2,0.4,0.438,0.0,0.1,0.291,0.2,0.2,0.82,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
25,Yao Ming,HOU,77,33.6,0.6,0.2,0.4,0.548,0.0,0.0,1.0,0.1,0.2,0.866,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
26,Leandro Barbosa,PHX,70,24.4,0.6,0.2,0.4,0.482,0.1,0.1,0.375,0.1,0.1,0.881,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
27,Amar'e Stoudemire,PHX,53,36.8,0.6,0.2,0.4,0.539,0.0,0.0,0.429,0.2,0.2,0.835,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1
