#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
1,Ratko Varda,DET,1,6.0,0.8,0.3,0.5,0.667,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.5
2,Shaquille O'Neal,LAL,67,36.1,0.8,0.3,0.5,0.579,0.0,0.0,0.0,0.2,0.3,0.555,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
3,Allen Iverson,PHI,60,43.7,0.7,0.3,0.6,0.398,0.0,0.1,0.291,0.2,0.2,0.812,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0
4,Tracy McGrady,ORL,76,38.3,0.7,0.2,0.5,0.451,0.0,0.1,0.364,0.1,0.2,0.748,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.0
5,Kobe Bryant,LAL,80,38.3,0.7,0.2,0.5,0.469,0.0,0.0,0.25,0.2,0.2,0.829,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
6,Michael Jordan,WAS,60,34.9,0.7,0.3,0.6,0.416,0.0,0.0,0.189,0.1,0.2,0.79,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
7,Paul Pierce,BOS,82,40.3,0.6,0.2,0.5,0.442,0.1,0.2,0.404,0.2,0.2,0.809,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
8,Chris Webber,SAC,54,38.4,0.6,0.3,0.5,0.495,0.0,0.0,0.263,0.1,0.2,0.749,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
9,Tim Duncan,SAS,82,40.6,0.6,0.2,0.5,0.508,0.0,0.0,0.1,0.2,0.2,0.799,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
10,Corliss Williamson,DET,78,21.8,0.6,0.2,0.5,0.51,0.0,0.0,0.2,0.1,0.2,0.805,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1
11,Vince Carter,TOR,60,39.8,0.6,0.2,0.5,0.428,0.1,0.1,0.387,0.1,0.1,0.798,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1
12,Dirk Nowitzki,DAL,76,38.0,0.6,0.2,0.4,0.477,0.0,0.1,0.397,0.2,0.2,0.853,0.0,0.2,0.3,0.1,0.0,0.0,0.1,0.1
13,Jerry Stackhouse,DET,76,35.3,0.6,0.2,0.5,0.397,0.0,0.1,0.287,0.2,0.2,0.858,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
14,Ray Allen,MIL,69,36.6,0.6,0.2,0.5,0.462,0.1,0.2,0.434,0.1,0.1,0.873,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
15,Karl Malone,UTA,80,38.0,0.6,0.2,0.5,0.454,0.0,0.0,0.36,0.2,0.2,0.797,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.1
16,Glenn Robinson,MIL,66,35.5,0.6,0.2,0.5,0.467,0.0,0.1,0.326,0.1,0.1,0.837,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
17,Richard Hamilton,WAS,63,35.0,0.6,0.2,0.5,0.435,0.0,0.0,0.381,0.1,0.2,0.89,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
18,Peja Stojakovic,SAC,71,37.3,0.6,0.2,0.4,0.484,0.0,0.1,0.416,0.1,0.1,0.876,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0
19,Sam Cassell,MIL,74,35.2,0.6,0.2,0.5,0.463,0.0,0.1,0.348,0.1,0.1,0.86,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
20,Gary Payton,SEA,82,40.3,0.5,0.2,0.5,0.467,0.0,0.1,0.314,0.1,0.1,0.797,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
