#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
1,DeAndre Liggins,MIA,1,1.4,1.4,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0
2,Kevin Durant,OKC,81,38.5,0.8,0.3,0.5,0.503,0.1,0.2,0.391,0.2,0.3,0.873,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
3,LeBron James,MIA,77,37.7,0.7,0.3,0.5,0.567,0.0,0.1,0.379,0.2,0.2,0.75,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.0
4,Kevin Love,MIN,77,36.3,0.7,0.2,0.5,0.457,0.1,0.2,0.376,0.2,0.2,0.821,0.1,0.3,0.3,0.1,0.0,0.0,0.1,0.0
5,Russell Westbrook,OKC,46,30.7,0.7,0.2,0.6,0.437,0.0,0.2,0.318,0.2,0.2,0.826,0.0,0.1,0.2,0.2,0.1,0.0,0.1,0.1
6,Carmelo Anthony,NYK,77,38.7,0.7,0.2,0.6,0.452,0.1,0.1,0.402,0.2,0.2,0.848,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
7,DeMarcus Cousins,SAC,71,32.4,0.7,0.3,0.5,0.496,0.0,0.0,0.0,0.2,0.3,0.726,0.1,0.3,0.4,0.1,0.0,0.0,0.1,0.1
8,Blake Griffin,LAC,80,35.8,0.7,0.3,0.5,0.528,0.0,0.0,0.273,0.2,0.2,0.715,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
9,James Harden,HOU,73,38.0,0.7,0.2,0.4,0.456,0.1,0.2,0.366,0.2,0.2,0.866,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
10,Dirk Nowitzki,DAL,80,32.9,0.7,0.2,0.5,0.497,0.0,0.1,0.398,0.1,0.1,0.899,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.1
11,Brook Lopez,BRK,17,31.4,0.7,0.2,0.4,0.563,0.0,0.0,0.0,0.2,0.2,0.817,0.1,0.1,0.2,0.0,0.0,0.1,0.1,0.1
12,Reggie Williams,OKC,3,5.6,0.7,0.3,0.5,0.556,0.1,0.2,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1
13,Stephen Curry,GSW,78,36.5,0.7,0.2,0.5,0.471,0.1,0.2,0.424,0.1,0.1,0.885,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
14,LaMarcus Aldridge,POR,69,36.2,0.6,0.3,0.6,0.458,0.0,0.0,0.2,0.1,0.1,0.822,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1
15,Nick Young,LAL,64,28.3,0.6,0.2,0.5,0.435,0.1,0.2,0.386,0.1,0.2,0.825,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
16,Al Jefferson,CHA,73,35.0,0.6,0.3,0.5,0.509,0.0,0.0,0.2,0.1,0.1,0.69,0.1,0.2,0.3,0.1,0.0,0.0,0.0,0.1
17,Tony Mitchell,MIL,3,3.3,0.6,0.3,0.5,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0
18,Jamal Crawford,LAC,69,30.4,0.6,0.2,0.5,0.416,0.1,0.2,0.361,0.1,0.2,0.866,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
19,Paul George,IND,80,36.2,0.6,0.2,0.5,0.424,0.1,0.2,0.364,0.1,0.2,0.864,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.1
20,Kevin Martin,MIN,68,32.0,0.6,0.2,0.5,0.43,0.1,0.1,0.387,0.1,0.2,0.891,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1
21,DeMar DeRozan,TOR,79,38.2,0.6,0.2,0.5,0.429,0.0,0.1,0.305,0.2,0.2,0.824,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
22,Kyrie Irving,CLE,71,35.2,0.6,0.2,0.5,0.43,0.0,0.1,0.358,0.1,0.1,0.861,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
23,Anthony Davis,NOP,67,35.2,0.6,0.2,0.4,0.519,0.0,0.0,0.222,0.1,0.2,0.791,0.1,0.2,0.3,0.0,0.0,0.1,0.0,0.1
24,Isaiah Thomas,SAC,72,34.7,0.6,0.2,0.4,0.453,0.1,0.1,0.349,0.1,0.2,0.85,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
25,Dwyane Wade,MIA,54,32.9,0.6,0.2,0.4,0.545,0.0,0.0,0.281,0.1,0.1,0.733,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
26,Chris Copeland,IND,41,6.5,0.6,0.2,0.4,0.47,0.1,0.3,0.418,0.0,0.1,0.714,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
27,Goran Dragic,PHX,76,35.1,0.6,0.2,0.4,0.505,0.0,0.1,0.408,0.1,0.2,0.76,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
28,Damian Lillard,POR,82,35.8,0.6,0.2,0.4,0.424,0.1,0.2,0.394,0.1,0.1,0.871,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
29,Rudy Gay,SAC,73,34.7,0.6,0.2,0.5,0.455,0.0,0.1,0.33,0.1,0.2,0.822,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
30,Ricky Ledo,DAL,11,3.0,0.6,0.2,0.5,0.353,0.1,0.2,0.375,0.1,0.1,1.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
31,Tony Parker,SAS,68,29.4,0.6,0.2,0.5,0.499,0.0,0.0,0.373,0.1,0.1,0.811,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.0
32,Nikola Pekovic,MIN,54,30.8,0.6,0.2,0.4,0.541,0.0,0.0,0.0,0.1,0.1,0.747,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.1
