#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
1,Jackie Butler,NYK,3,1.7,2.0,0.8,0.8,1.0,0.0,0.0,0.0,0.4,0.4,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0
2,Allen Iverson,PHI,75,42.3,0.7,0.2,0.6,0.424,0.0,0.1,0.308,0.2,0.2,0.835,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.0
3,Amar'e Stoudemire,PHX,80,36.1,0.7,0.3,0.5,0.559,0.0,0.0,0.188,0.2,0.3,0.733,0.1,0.2,0.2,0.0,0.0,0.0,0.1,0.1
4,Jermaine O'Neal,IND,44,34.8,0.7,0.3,0.6,0.452,0.0,0.0,0.167,0.2,0.3,0.754,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
5,Kobe Bryant,LAL,66,40.7,0.7,0.2,0.5,0.433,0.0,0.1,0.339,0.2,0.2,0.816,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
6,Luke Jackson,CLE,10,4.3,0.7,0.2,0.6,0.37,0.1,0.1,0.667,0.1,0.1,0.833,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1
7,Dirk Nowitzki,DAL,78,38.7,0.7,0.2,0.5,0.459,0.0,0.1,0.399,0.2,0.2,0.869,0.0,0.2,0.3,0.1,0.0,0.0,0.1,0.1
8,Shaquille O'Neal,MIA,73,34.1,0.7,0.3,0.4,0.601,0.0,0.0,0.0,0.1,0.3,0.461,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
9,Vince Carter,NJN,77,36.7,0.7,0.2,0.5,0.452,0.0,0.1,0.406,0.1,0.2,0.798,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
10,LeBron James,CLE,80,42.4,0.6,0.2,0.5,0.472,0.0,0.1,0.351,0.1,0.2,0.75,0.0,0.1,0.2,0.2,0.1,0.0,0.1,0.0
11,Tracy McGrady,HOU,78,40.8,0.6,0.2,0.5,0.431,0.0,0.1,0.326,0.1,0.2,0.774,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
12,Dwyane Wade,MIA,77,38.6,0.6,0.2,0.4,0.478,0.0,0.0,0.289,0.2,0.3,0.762,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
13,Gilbert Arenas,WAS,80,40.9,0.6,0.2,0.5,0.431,0.1,0.2,0.365,0.2,0.2,0.814,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
14,Ben Gordon,CHI,82,24.4,0.6,0.2,0.5,0.411,0.1,0.2,0.405,0.1,0.1,0.863,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
15,Tim Duncan,SAS,66,33.4,0.6,0.2,0.5,0.496,0.0,0.0,0.333,0.1,0.2,0.67,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
16,Ray Allen,SEA,78,39.3,0.6,0.2,0.5,0.428,0.1,0.2,0.376,0.1,0.1,0.883,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
17,Michael Redd,MIL,75,38.0,0.6,0.2,0.5,0.441,0.0,0.1,0.355,0.1,0.2,0.854,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1
18,Corey Maggette,LAC,66,36.9,0.6,0.2,0.4,0.431,0.0,0.1,0.304,0.2,0.3,0.857,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
19,Yao Ming,HOU,80,30.6,0.6,0.2,0.4,0.552,0.0,0.0,0.0,0.2,0.2,0.783,0.1,0.2,0.3,0.0,0.0,0.1,0.1,0.1
20,Paul Pierce,BOS,82,36.1,0.6,0.2,0.4,0.455,0.0,0.1,0.37,0.2,0.2,0.822,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
21,Carmelo Anthony,DEN,75,34.8,0.6,0.2,0.5,0.431,0.0,0.1,0.266,0.2,0.2,0.796,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1
22,Metta World Peace,IND,7,41.6,0.6,0.2,0.4,0.496,0.0,0.1,0.412,0.2,0.2,0.922,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
23,Kevin Garnett,MIN,82,38.1,0.6,0.2,0.4,0.502,0.0,0.0,0.24,0.1,0.2,0.811,0.1,0.3,0.4,0.1,0.0,0.0,0.1,0.1
24,Glenn Robinson,SAS,9,17.4,0.6,0.2,0.5,0.442,0.0,0.0,0.333,0.1,0.1,0.87,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.1
25,Jason Richardson,GSW,72,37.8,0.6,0.2,0.5,0.446,0.0,0.1,0.338,0.1,0.1,0.693,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
26,Larry Hughes,WAS,61,38.7,0.6,0.2,0.5,0.43,0.0,0.1,0.282,0.1,0.2,0.777,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.1
27,Bobby Jackson,SAC,25,21.4,0.6,0.2,0.5,0.427,0.1,0.2,0.344,0.1,0.1,0.862,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
28,Grant Hill,ORL,67,34.9,0.6,0.2,0.4,0.509,0.0,0.0,0.231,0.1,0.1,0.821,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
29,Baron Davis,GSW,46,34.4,0.6,0.2,0.5,0.387,0.1,0.2,0.333,0.1,0.2,0.761,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.1
30,Eddy Curry,CHI,63,28.7,0.6,0.2,0.4,0.538,0.0,0.0,0.0,0.1,0.2,0.72,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.1
31,Steve Francis,ORL,78,38.2,0.6,0.2,0.4,0.423,0.0,0.0,0.299,0.2,0.2,0.823,0.0,0.1,0.2,0.2,0.0,0.0,0.1,0.1
32,Pau Gasol,MEM,56,32.0,0.6,0.2,0.4,0.514,0.0,0.0,0.167,0.2,0.2,0.768,0.1,0.2,0.2,0.1,0.0,0.1,0.1,0.1
33,Jalen Rose,TOR,81,33.5,0.6,0.2,0.4,0.455,0.0,0.1,0.394,0.1,0.1,0.854,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
34,Chris Webber,PHI,67,35.4,0.6,0.2,0.5,0.433,0.0,0.0,0.341,0.1,0.1,0.794,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
35,Peter John Ramos,WAS,6,3.3,0.6,0.3,0.5,0.5,0.0,0.0,0.0,0.1,0.1,0.5,0.1,0.2,0.2,0.0,0.0,0.1,0.2,0.2
36,Zach Randolph,POR,46,34.8,0.5,0.2,0.5,0.448,0.0,0.0,0.0,0.1,0.2,0.815,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
37,Stephon Marbury,NYK,82,40.0,0.5,0.2,0.4,0.462,0.0,0.1,0.354,0.1,0.2,0.834,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
38,Richard Jefferson,NJN,33,41.1,0.5,0.2,0.4,0.422,0.0,0.1,0.337,0.2,0.2,0.844,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
