#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
1,Kobe Bryant,LAL,77,40.8,0.8,0.3,0.6,0.463,0.0,0.1,0.344,0.2,0.2,0.868,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
2,Carmelo Anthony,DEN,65,38.2,0.8,0.3,0.6,0.476,0.0,0.1,0.268,0.2,0.2,0.808,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1
3,Yao Ming,HOU,48,33.8,0.7,0.3,0.5,0.516,0.0,0.0,0.0,0.2,0.3,0.862,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
4,Dwyane Wade,MIA,51,37.9,0.7,0.2,0.5,0.491,0.0,0.0,0.266,0.2,0.3,0.807,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.1
5,Gilbert Arenas,WAS,74,39.8,0.7,0.2,0.5,0.418,0.1,0.2,0.351,0.2,0.2,0.844,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
6,Michael Redd,MIL,53,38.5,0.7,0.2,0.5,0.465,0.1,0.2,0.382,0.2,0.2,0.829,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0
7,Tracy McGrady,HOU,71,35.8,0.7,0.3,0.6,0.431,0.0,0.2,0.331,0.1,0.2,0.707,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
8,Dirk Nowitzki,DAL,78,36.2,0.7,0.2,0.5,0.502,0.0,0.1,0.416,0.2,0.2,0.904,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
9,Paul Pierce,BOS,47,37.0,0.7,0.2,0.5,0.439,0.1,0.2,0.389,0.2,0.2,0.796,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
10,LeBron James,CLE,78,40.9,0.7,0.2,0.5,0.476,0.0,0.1,0.319,0.2,0.2,0.698,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
11,Zach Randolph,POR,68,35.7,0.7,0.2,0.5,0.467,0.0,0.0,0.292,0.2,0.2,0.819,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
12,Vince Carter,NJN,82,38.1,0.7,0.2,0.5,0.454,0.0,0.1,0.357,0.1,0.2,0.802,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
13,Ray Allen,SEA,55,40.3,0.7,0.2,0.5,0.438,0.1,0.2,0.372,0.1,0.1,0.903,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
14,Ben Gordon,CHI,82,33.0,0.6,0.2,0.5,0.455,0.1,0.1,0.413,0.1,0.2,0.864,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
15,Amar'e Stoudemire,PHX,82,32.8,0.6,0.2,0.4,0.575,0.0,0.0,0.0,0.2,0.2,0.781,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.1
16,Allen Iverson,DEN,65,42.5,0.6,0.2,0.5,0.442,0.0,0.1,0.315,0.2,0.2,0.795,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.0
17,Shaquille O'Neal,MIA,40,28.4,0.6,0.2,0.4,0.591,0.0,0.0,0.0,0.1,0.3,0.422,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
18,Carlos Boozer,UTA,74,34.6,0.6,0.3,0.5,0.561,0.0,0.0,0.0,0.1,0.1,0.685,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
19,Joe Johnson,ATL,57,41.4,0.6,0.2,0.5,0.471,0.1,0.1,0.381,0.1,0.1,0.748,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0
20,Manu Ginobili,SAS,75,27.5,0.6,0.2,0.4,0.464,0.1,0.2,0.396,0.2,0.2,0.86,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.1
21,Dajuan Wagner,GSW,1,6.8,0.6,0.1,0.1,1.0,0.1,0.1,1.0,0.1,0.3,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1
22,Chris Bosh,TOR,69,38.5,0.6,0.2,0.4,0.496,0.0,0.0,0.343,0.2,0.2,0.785,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.1
23,Tim Duncan,SAS,80,34.1,0.6,0.2,0.4,0.546,0.0,0.0,0.111,0.1,0.2,0.637,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
24,Pau Gasol,MEM,59,36.1,0.6,0.2,0.4,0.538,0.0,0.0,0.273,0.1,0.2,0.748,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
25,Kevin Martin,SAC,80,35.2,0.6,0.2,0.4,0.473,0.0,0.1,0.381,0.2,0.2,0.844,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1
26,Tony Parker,SAS,77,32.5,0.6,0.2,0.4,0.52,0.0,0.0,0.395,0.1,0.1,0.783,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
27,Rashard Lewis,SEA,60,39.1,0.6,0.2,0.4,0.461,0.1,0.2,0.39,0.1,0.1,0.841,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
28,Baron Davis,GSW,63,35.3,0.6,0.2,0.5,0.439,0.0,0.1,0.304,0.1,0.2,0.745,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.1
29,Kevin Garnett,MIN,76,39.4,0.6,0.2,0.4,0.476,0.0,0.0,0.214,0.1,0.2,0.835,0.1,0.3,0.3,0.1,0.0,0.0,0.1,0.1
30,J.R. Smith,DEN,63,23.4,0.6,0.2,0.4,0.441,0.1,0.3,0.39,0.1,0.1,0.81,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
31,Eddy Curry,NYK,81,35.2,0.6,0.2,0.4,0.576,0.0,0.0,1.0,0.1,0.2,0.615,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.1
32,Corey Maggette,LAC,75,30.5,0.6,0.2,0.4,0.454,0.0,0.0,0.2,0.2,0.3,0.82,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
33,Leandro Barbosa,PHX,80,32.7,0.6,0.2,0.4,0.476,0.1,0.2,0.434,0.1,0.1,0.845,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
34,Jermaine O'Neal,IND,69,35.6,0.5,0.2,0.5,0.436,0.0,0.0,0.0,0.1,0.2,0.767,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
35,Peja Stojakovic,NOP,13,32.7,0.5,0.2,0.5,0.423,0.1,0.2,0.405,0.1,0.1,0.816,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1
36,Josh Howard,DAL,70,35.1,0.5,0.2,0.4,0.459,0.0,0.1,0.385,0.1,0.1,0.827,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1
37,Richard Hamilton,DET,75,36.8,0.5,0.2,0.4,0.468,0.0,0.0,0.341,0.1,0.1,0.861,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
