#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
1,Kobe Bryant,LAL,80,41.0,0.9,0.3,0.7,0.45,0.1,0.2,0.347,0.2,0.2,0.85,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
2,Allen Iverson,PHI,72,43.1,0.8,0.3,0.6,0.447,0.0,0.1,0.323,0.2,0.3,0.814,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.0
3,LeBron James,CLE,79,42.5,0.7,0.3,0.5,0.48,0.0,0.1,0.335,0.2,0.2,0.738,0.0,0.1,0.2,0.2,0.0,0.0,0.1,0.1
4,Carmelo Anthony,DEN,80,36.8,0.7,0.3,0.5,0.481,0.0,0.1,0.243,0.2,0.2,0.808,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
5,Dwyane Wade,MIA,75,38.6,0.7,0.2,0.5,0.495,0.0,0.0,0.171,0.2,0.3,0.783,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.1
6,Dirk Nowitzki,DAL,81,38.1,0.7,0.2,0.5,0.48,0.0,0.1,0.406,0.2,0.2,0.901,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
7,Gilbert Arenas,WAS,80,42.3,0.7,0.2,0.5,0.447,0.1,0.2,0.369,0.2,0.2,0.82,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
8,Paul Pierce,BOS,79,39.0,0.7,0.2,0.5,0.471,0.0,0.1,0.354,0.2,0.3,0.772,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
9,Dijon Thompson,PHX,10,4.3,0.7,0.3,0.6,0.44,0.1,0.3,0.364,0.0,0.0,1.0,0.1,0.2,0.3,0.0,0.1,0.0,0.0,0.1
10,Vince Carter,NJN,79,36.8,0.7,0.2,0.5,0.43,0.0,0.1,0.341,0.2,0.2,0.799,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
11,Tracy McGrady,HOU,47,37.1,0.7,0.2,0.6,0.406,0.0,0.1,0.312,0.1,0.2,0.747,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
12,Shaquille O'Neal,MIA,59,30.6,0.7,0.3,0.4,0.6,0.0,0.0,0.0,0.1,0.3,0.469,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
13,Yao Ming,HOU,57,34.2,0.7,0.2,0.5,0.519,0.0,0.0,0.0,0.2,0.2,0.853,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.1
14,Michael Redd,MIL,80,39.1,0.6,0.2,0.5,0.45,0.1,0.1,0.395,0.2,0.2,0.877,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
15,Ray Allen,SEA,78,38.8,0.6,0.2,0.5,0.454,0.1,0.2,0.412,0.1,0.1,0.903,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0
16,Elton Brand,LAC,79,39.2,0.6,0.2,0.5,0.527,0.0,0.0,0.333,0.1,0.2,0.775,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
17,Jason Richardson,GSW,75,38.4,0.6,0.2,0.5,0.446,0.1,0.2,0.384,0.1,0.1,0.673,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
18,Corey Maggette,LAC,32,29.5,0.6,0.2,0.4,0.445,0.0,0.1,0.338,0.2,0.3,0.828,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1
19,Matt Walsh,MIA,2,1.7,0.6,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
20,Chris Bosh,TOR,70,39.3,0.6,0.2,0.4,0.505,0.0,0.0,0.0,0.2,0.2,0.816,0.1,0.2,0.2,0.1,0.0,0.0,0.1,0.1
21,Richard Hamilton,DET,80,35.3,0.6,0.2,0.5,0.491,0.0,0.0,0.458,0.1,0.1,0.845,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
22,Jermaine O'Neal,IND,51,35.3,0.6,0.2,0.4,0.472,0.0,0.0,0.3,0.1,0.2,0.709,0.1,0.2,0.3,0.1,0.0,0.1,0.1,0.1
23,Eddie House,PHX,81,17.5,0.6,0.2,0.5,0.422,0.1,0.2,0.389,0.0,0.0,0.805,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
24,Kevin Garnett,MIN,76,38.9,0.6,0.2,0.4,0.526,0.0,0.0,0.267,0.1,0.2,0.81,0.1,0.3,0.3,0.1,0.0,0.0,0.1,0.1
25,Tony Parker,SAS,80,33.9,0.6,0.2,0.4,0.548,0.0,0.0,0.306,0.1,0.1,0.707,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
26,Mike James,TOR,79,37.0,0.5,0.2,0.4,0.469,0.1,0.1,0.442,0.1,0.1,0.837,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
27,Mike Bibby,SAC,82,38.6,0.5,0.2,0.4,0.432,0.1,0.2,0.386,0.1,0.1,0.849,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.1
28,Rashard Lewis,SEA,78,36.9,0.5,0.2,0.4,0.467,0.0,0.1,0.384,0.1,0.1,0.818,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1
