#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
1,Tyler Dorsey,DAL,3,2.8,1.1,0.5,0.6,0.8,0.1,0.2,0.5,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0
2,Giannis Antetokounmpo,MIL,63,32.1,1.0,0.3,0.6,0.553,0.0,0.1,0.275,0.2,0.4,0.645,0.1,0.3,0.4,0.2,0.0,0.0,0.1,0.1
3,Joel Embiid,PHI,66,34.6,1.0,0.3,0.6,0.548,0.0,0.1,0.33,0.3,0.3,0.857,0.0,0.2,0.3,0.1,0.0,0.0,0.1,0.1
4,Stanley Umude,DET,1,2.1,0.9,0.0,0.5,0.0,0.0,0.5,0.0,0.9,0.9,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
5,Donovan Williams,ATL,2,2.1,0.9,0.5,1.2,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
6,Luka Doncic,DAL,66,36.2,0.9,0.3,0.6,0.496,0.1,0.2,0.342,0.2,0.3,0.742,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1
7,Damian Lillard,POR,58,36.3,0.9,0.3,0.6,0.463,0.1,0.3,0.371,0.2,0.3,0.914,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
8,Shai Gilgeous-Alexander,OKC,68,35.5,0.9,0.3,0.6,0.51,0.0,0.1,0.345,0.3,0.3,0.905,0.0,0.1,0.1,0.2,0.0,0.0,0.1,0.1
9,Stephen Curry,GSW,56,34.7,0.8,0.3,0.6,0.493,0.1,0.3,0.427,0.1,0.1,0.915,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.1
10,Ja Morant,MEM,61,31.9,0.8,0.3,0.6,0.466,0.0,0.2,0.307,0.2,0.3,0.748,0.0,0.2,0.2,0.3,0.0,0.0,0.1,0.1
11,Kevin Durant,PHX,47,35.6,0.8,0.3,0.5,0.56,0.1,0.1,0.404,0.2,0.2,0.919,0.0,0.2,0.2,0.1,0.0,0.0,0.1,0.1
