Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Corey Brewer,GF,6-9,186,28,"HOU, MIN",80,7,Florida,2007 Rnd 1 Pick 7,United States
Aaron Brooks,G,6-0,161,30,CHI,82,6,Oregon,2007 Rnd 1 Pick 26,United States
Jabari Brown,SG,6-4,215,22,LAL,19,0,Missouri,"2014 NBA Draft, Undrafted",United States
Lorenzo Brown,SG,6-5,189,24,MIN,29,1,NC State,2013 Rnd 2 Pick 22,United States Spain
Markel Brown,SG,6-3,190,23,BRK,47,0,Oklahoma State,2014 Rnd 2 Pick 14,United States
Shannon Brown,G,6-4,210,29,MIA,5,8,Michigan State,2006 Rnd 1 Pick 25,United States
Kobe Bryant,SG,6-6,212,36,LAL,35,18,Lower Merion High School (Pennsylvania),1996 Rnd 1 Pick 13,United States
Chase Budinger,GF,6-7,215,26,MIN,67,5,Arizona,2009 Rnd 2 Pick 14,United States
Reggie Bullock,SG,6-6,205,23,"LAC, PHX",36,1,North Carolina,2013 Rnd 1 Pick 25,United States
Trey Burke,G,6-0,185,22,UTA,76,1,Michigan,2013 Rnd 1 Pick 9,United States
Alec Burks,SG,6-6,214,23,UTA,27,3,Colorado,2011 Rnd 1 Pick 12,United States
Caron Butler,SF,6-7,228,34,DET,78,12,Connecticut,2002 Rnd 1 Pick 10,United States
Jimmy Butler,GF,6-8,232,25,CHI,65,3,Marquette,2011 Rnd 1 Pick 30,United States
Rasual Butler,GF,6-7,215,35,WAS,75,11,La Salle,2002 Rnd 2 Pick 24,United States
Dwight Buycks,G,6-3,190,25,LAL,6,1,Marquette,"2011 NBA Draft, Undrafted",United States
Will Bynum,G,6-0,185,32,WAS,7,7,Georgia Tech,"2005 NBA Draft, Undrafted",United States
Bruno Caboclo,PF,6-9,218,19,TOR,8,0,Pinheiros/Sky (Brazil),2014 Rnd 1 Pick 20,Brazil
Nick Calathes,PG,6-6,213,26,MEM,58,1,Florida,2009 Rnd 2 Pick 15,United States Greece
Jose Calderon,G,6-3,200,33,NYK,42,9,Baskonia (Spain),"2003 NBA Draft, Undrafted",Spain
Kentavious Caldwell-Pope,SG,6-5,204,22,DET,82,1,Georgia,2013 Rnd 1 Pick 8,United States
Isaiah Canaan,G,6-0,200,23,"HOU, PHL",47,1,Murray State,2013 Rnd 2 Pick 4,United States
Clint Capela,PF,6-10,240,20,HOU,12,0,Chalon-Sur-Saone (France),2014 Rnd 1 Pick 25,Switzerland
DeMarre Carroll,F,6-8,215,28,ATL,70,5,Missouri,2009 Rnd 1 Pick 27,United States
Vince Carter,SF,6-6,220,38,MEM,66,16,North Carolina,1998 Rnd 1 Pick 5,United States
Michael Carter-Williams,PG,6-6,195,23,"MIL, PHL",66,1,Syracuse,2013 Rnd 1 Pick 11,United States
Omri Casspi,F,6-9,225,26,SAC,67,5,Maccabi FOX Tel Aviv (Israel),2009 Rnd 1 Pick 23,Israel
Mario Chalmers,G,6-2,190,28,MIA,80,6,Kansas,2008 Rnd 2 Pick 4,United States
Tyson Chandler,C,7-1,240,32,DAL,75,13,Dominguez High School (California),2001 Rnd 1 Pick 2,United States
Wilson Chandler,SF,6-9,225,27,DEN,78,7,DePaul,2007 Rnd 1 Pick 23,United States
Will Cherry,G,6-0,185,24,CLE,8,0,Montana,"2013 NBA Draft, Undrafted",United States
Patrick Christopher,GF,6-5,209,26,UTA,4,0,California,"2010 NBA Draft, Undrafted",United States
Earl Clark,F,6-10,234,27,BRK,10,5,Louisville,2009 Rnd 1 Pick 14,United States
Ian Clark,G,6-3,175,23,"DEN, UTH",30,1,Belmont,"2013 NBA Draft, Undrafted",United States
Jordan Clarkson,G,6-5,192,22,LAL,59,0,Missouri,2014 Rnd 2 Pick 16,United States Philippines
Victor Claver,SF,6-10,235,26,POR,10,2,Valencia Basket (Spain),2009 Rnd 1 Pick 22,Spain
Norris Cole,G,6-2,175,26,"MIA, NOP",75,3,Cleveland State,2011 Rnd 1 Pick 28,United States
Darren Collison,PG,6-0,175,27,SAC,45,5,UCLA,2009 Rnd 1 Pick 21,United States
Nick Collison,FC,6-10,255,34,OKC,66,11,Kansas,2003 Rnd 1 Pick 12,United States
Mike Conley,PG,6-1,175,27,MEM,70,7,Ohio State,2007 Rnd 1 Pick 4,United States
Jack Cooley,PF,6-10,265,23,UTA,16,0,Notre Dame,"2013 NBA Draft, Undrafted",United States
Chris Copeland,PF,6-8,235,30,IND,50,2,Colorado,"2006 NBA Draft, Undrafted",United States
Bryce Cotton,G,6-1,165,22,UTA,15,0,Providence,"2014 NBA Draft, Undrafted",United States
DeMarcus Cousins,C,6-11,270,24,SAC,59,4,Kentucky,2010 Rnd 1 Pick 5,United States
Robert Covington,F,6-7,209,24,PHI,70,1,Tennessee State,"2013 NBA Draft, Undrafted",United States
Allen Crabbe,SG,6-6,212,22,POR,51,1,California,2013 Rnd 2 Pick 1,United States
Jamal Crawford,SG,6-5,195,34,LAC,64,14,Michigan,2000 Rnd 1 Pick 8,United States
Jae Crowder,SF,6-6,235,24,"BOS, DAL",82,2,Marquette,2012 Rnd 2 Pick 4,United States
Dante Cunningham,F,6-8,230,27,NOP,66,5,Villanova,2009 Rnd 2 Pick 3,United States
Jared Cunningham,SG,6-4,194,23,LAC,19,2,Oregon State,2012 Rnd 1 Pick 24,United States
Seth Curry,G,6-1,190,24,PHX,2,1,Duke,"2013 NBA Draft, Undrafted",United States
Stephen Curry,G,6-3,198,26,GSW,80,5,Davidson,2009 Rnd 1 Pick 7,United States
Samuel Dalembert,C,6-11,250,33,NYK,32,13,Seton Hall,2001 Rnd 1 Pick 26,Canada Haiti
Troy Daniels,G,6-4,205,23,"CHA, HOU, MIN",47,1,VCU,"2013 NBA Draft, Undrafted",United States
Gigi Datome,SF,6-8,215,27,"BOS, DET",21,1,Virtus Bologna (Italy),"2009 NBA Draft, Undrafted",Italy
Brandon Davies,PF,6-10,240,23,"BRK, PHL",27,1,Brigham Young,"2013 NBA Draft, Undrafted",United States Uganda
Anthony Davis,PF,6-10,253,21,NOP,68,2,Kentucky,2012 Rnd 1 Pick 1,United States
Ed Davis,PF,6-9,218,25,LAL,79,4,North Carolina,2010 Rnd 1 Pick 13,United States
Glen Davis,PF,6-9,289,29,LAC,74,7,LSU,2007 Rnd 2 Pick 5,United States
Andre Dawkins,SG,6-4,206,23,MIA,4,0,Duke,"2014 NBA Draft, Undrafted",United States
Austin Daye,F,6-11,220,26,"ATL, SAN",34,5,Gonzaga,2009 Rnd 1 Pick 15,United States
DeMar DeRozan,GF,6-6,220,25,TOR,60,5,USC,2009 Rnd 1 Pick 9,United States
Dewayne Dedmon,PF,7-0,245,25,ORL,59,1,USC,"2013 NBA Draft, Undrafted",United States
Matt Dellavedova,G,6-3,200,24,CLE,67,1,Saint Mary's,"2013 NBA Draft, Undrafted",Australia
Luol Deng,GF,6-9,220,29,MIA,72,10,Duke,2004 Rnd 1 Pick 7,England South Sudan
Boris Diaw,PF,6-8,250,32,SAS,81,11,Pau-Orthez (France),2003 Rnd 1 Pick 21,France
Gorgui Dieng,FC,6-10,250,25,MIN,73,1,Louisville,2013 Rnd 1 Pick 21,Senegal
Spencer Dinwiddie,PG,6-5,215,21,DET,34,0,Colorado,2014 Rnd 2 Pick 8,United States
Joey Dorsey,FC,6-9,275,31,HOU,69,3,Memphis,2008 Rnd 2 Pick 3,United States
Toney Douglas,G,6-2,195,28,NOP,12,5,Florida State,2009 Rnd 1 Pick 29,United States
Chris Douglas-Roberts,SF,6-7,210,28,LAC,12,5,Memphis,2008 Rnd 2 Pick 10,United States
Goran Dragic,G,6-3,190,28,"MIA, PHX",78,6,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia
Zoran Dragic,SG,6-5,200,25,"MIA, PHX",16,0,Geoplin Slovan (Slovenia),"2011 NBA Draft, Undrafted",Slovenia
Larry Drew,G,6-2,180,24,PHI,12,0,UCLA,"2013 NBA Draft, Undrafted",United States
Andre Drummond,C,6-10,279,21,DET,82,2,Connecticut,2012 Rnd 1 Pick 9,United States
Jared Dudley,PF,6-7,237,29,MIL,72,7,Boston College,2007 Rnd 1 Pick 22,United States
Tim Duncan,FC,6-11,250,38,SAS,77,17,Wake Forest,1997 Rnd 1 Pick 1,United States
Mike Dunleavy,GF,6-9,230,34,CHI,63,12,Duke,2002 Rnd 1 Pick 3,United States
Kevin Durant,SF,6-10,225,26,OKC,27,7,Texas,2007 Rnd 1 Pick 2,United States
Cleanthony Early,F,6-8,210,23,NYK,39,0,Wichita State,2014 Rnd 2 Pick 4,United States
Wayne Ellington,SG,6-4,207,27,LAL,65,5,North Carolina,2009 Rnd 1 Pick 28,United States
Monta Ellis,G,6-3,185,29,DAL,80,9,Lanier High School (Mississippi),2005 Rnd 2 Pick 10,United States
James Ennis,GF,6-6,215,24,MIA,62,0,Long Beach State,2013 Rnd 2 Pick 20,United States
Tyler Ennis,PG,6-3,182,20,"MIL, PHX",33,0,Syracuse,2014 Rnd 1 Pick 18,Canada
Jeremy Evans,F,6-9,200,27,UTA,38,4,Western Kentucky,2010 Rnd 2 Pick 25,United States
Reggie Evans,PF,6-8,245,34,SAC,47,12,Iowa,"2002 NBA Draft, Undrafted",United States
Tyreke Evans,G,6-6,220,25,NOP,79,5,Memphis,2009 Rnd 1 Pick 4,United States
Dante Exum,PG,6-5,214,19,UTA,82,0,Australian Institute of Sport (Australian Capital Territory),2014 Rnd 1 Pick 5,Australia
Festus Ezeli,C,6-11,265,25,GSW,46,2,Vanderbilt,2012 Rnd 1 Pick 30,Nigeria
Kenneth Faried,F,6-8,220,25,DEN,75,3,Morehead State,2011 Rnd 1 Pick 22,United States
Jordan Farmar,PG,6-2,180,28,LAC,36,7,UCLA,2006 Rnd 1 Pick 26,United States
Derrick Favors,FC,6-10,265,23,UTA,74,4,Georgia Tech,2010 Rnd 1 Pick 3,United States
Raymond Felton,PG,6-1,205,30,DAL,29,9,North Carolina,2005 Rnd 1 Pick 5,United States
Landry Fields,F,6-7,210,26,TOR,26,4,Stanford,2010 Rnd 2 Pick 9,United States
Evan Fournier,SG,6-7,205,22,ORL,58,2,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France
Randy Foye,G,6-4,218,31,DEN,50,8,Villanova,2006 Rnd 1 Pick 7,United States
Jamaal Franklin,G,6-5,190,23,DEN,3,1,San Diego State,2013 Rnd 2 Pick 11,United States
Tim Frazier,G,6-0,172,24,"PHL, POR",11,0,Penn State,"2014 NBA Draft, Undrafted",United States
Jimmer Fredette,G,6-2,195,26,NOP,50,3,Brigham Young,2011 Rnd 1 Pick 10,United States
Enes Freedom,F,6-10,250,22,"OKC, UTH",75,3,Kentucky,2011 Rnd 1 Pick 3,Switzerland Turkey
Joel Freeland,PF,6-11,255,28,POR,48,2,Gran Canaria (Spain),2006 Rnd 1 Pick 30,England
Channing Frye,FC,7-0,255,31,ORL,75,9,Arizona,2005 Rnd 1 Pick 8,United States
Danilo Gallinari,SF,6-10,233,26,DEN,59,6,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy
Langston Galloway,G,6-1,200,23,NYK,45,0,Saint Joseph's,"2014 NBA Draft, Undrafted",United States
Francisco Garcia,GF,6-7,195,33,HOU,14,9,Louisville,2005 Rnd 1 Pick 23,Dominican Republic
Kevin Garnett,PF,6-11,240,38,"BRK, MIN",47,19,Farragut Career Academy (Illinois),1995 Rnd 1 Pick 5,United States
Marc Gasol,C,7-1,255,30,MEM,81,6,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain
Pau Gasol,FC,7-0,250,34,CHI,78,13,Barca (Spain),2001 Rnd 1 Pick 3,Spain
Rudy Gay,SF,6-8,240,28,SAC,68,8,Connecticut,2006 Rnd 1 Pick 8,United States
Alonzo Gee,SF,6-6,225,27,"DEN, POR",54,5,Alabama,"2009 NBA Draft, Undrafted",United States
Paul George,GF,6-8,220,24,IND,6,4,Fresno State,2010 Rnd 1 Pick 10,United States
Taj Gibson,F,6-9,232,29,CHI,62,5,USC,2009 Rnd 1 Pick 26,United States
Manu Ginobili,SG,6-6,205,37,SAS,70,12,Viola Reggio Calabria (Italy),1999 Rnd 2 Pick 28,Argentina
Rudy Gobert,C,7-1,256,22,UTA,82,1,Cholet Basket (France),2013 Rnd 1 Pick 27,France
Drew Gooden,FC,6-10,250,33,WAS,51,12,Kansas,2002 Rnd 1 Pick 4,United States
Archie Goodwin,G,6-5,205,20,PHX,41,1,Kentucky,2013 Rnd 1 Pick 29,United States
Aaron Gordon,F,6-8,235,19,ORL,47,0,Arizona,2014 Rnd 1 Pick 4,United States
Ben Gordon,SG,6-3,200,31,ORL,56,10,Connecticut,2004 Rnd 1 Pick 3,England United States
Drew Gordon,PF,6-9,245,24,PHI,9,0,New Mexico,"2012 NBA Draft, Undrafted",United States
Eric Gordon,G,6-3,215,26,NOP,61,6,Indiana,2008 Rnd 1 Pick 7,United States
Marcin Gortat,FC,6-11,240,31,WAS,82,7,Koln 99ers (Germany),2005 Rnd 2 Pick 27,Poland
Danny Granger,GF,6-9,222,31,MIA,30,9,New Mexico,2005 Rnd 1 Pick 17,United States
Jerami Grant,F,6-8,210,20,PHI,65,0,Syracuse,2014 Rnd 2 Pick 9,United States
Danny Green,SF,6-6,220,27,SAS,81,5,North Carolina,2009 Rnd 2 Pick 16,United States
Draymond Green,F,6-6,234,24,GSW,79,2,Michigan State,2012 Rnd 2 Pick 5,United States
Erick Green,G,6-3,178,23,DEN,43,0,Virginia Tech,2013 Rnd 2 Pick 16,United States
Gerald Green,GF,6-7,205,29,PHX,74,7,Gulf Shores Academy (Texas),2005 Rnd 1 Pick 18,United States
JaMychal Green,PF,6-8,227,24,"MEM, SAN",24,0,Alabama,"2012 NBA Draft, Undrafted",United States
Jeff Green,F,6-8,235,28,"BOS, MEM",78,6,Georgetown,2007 Rnd 1 Pick 5,United States
Willie Green,SG,6-3,201,33,ORL,52,11,Detroit-Mercy,2003 Rnd 2 Pick 12,United States
Blake Griffin,PF,6-9,246,25,LAC,67,5,Oklahoma,2009 Rnd 1 Pick 1,United States
Jorge Gutierrez,PG,6-3,195,26,"BRK, MIL",20,1,California,"2012 NBA Draft, Undrafted",Mexico United States
P.J. Hairston,SG,6-6,230,22,CHA,45,0,Texas Legends,2014 Rnd 1 Pick 26,United States
Jordan Hamilton,SF,6-7,220,24,LAC,14,3,Texas,2011 Rnd 1 Pick 26,United States
Justin Hamilton,C,7-0,255,24,"MIA, MIN",41,1,LSU,2012 Rnd 2 Pick 15,United States Croatia
Tyler Hansbrough,PF,6-9,250,29,TOR,74,5,North Carolina,2009 Rnd 1 Pick 13,United States
Tim Hardaway Jr.,SG,6-5,205,22,NYK,70,1,Michigan,2013 Rnd 1 Pick 24,United States
James Harden,SG,6-5,220,25,HOU,81,5,Arizona State,2009 Rnd 1 Pick 3,United States
Maurice Harkless,F,6-9,220,21,ORL,45,2,St. John's,2012 Rnd 1 Pick 15,United States Puerto Rico
Devin Harris,G,6-3,185,32,DAL,76,10,Wisconsin,2004 Rnd 1 Pick 5,United States
Gary Harris,SG,6-4,210,20,DEN,55,0,Michigan State,2014 Rnd 1 Pick 19,United States
Joe Harris,SG,6-6,215,23,CLE,51,0,Virginia,2014 Rnd 2 Pick 3,United States
Tobias Harris,F,6-7,230,22,ORL,68,3,Tennessee,2011 Rnd 1 Pick 19,United States
Udonis Haslem,FC,6-8,235,34,MIA,62,11,Florida,"2002 NBA Draft, Undrafted",United States
Spencer Hawes,C,7-1,245,26,LAC,73,7,Washington,2007 Rnd 1 Pick 10,United States
Chuck Hayes,PF,6-6,240,31,TOR,29,9,Kentucky,"2005 NBA Draft, Undrafted",United States
Gordon Hayward,GF,6-7,225,24,UTA,76,4,Butler,2010 Rnd 1 Pick 9,United States
Brendan Haywood,C,7-0,263,35,CLE,22,13,North Carolina,2001 Rnd 1 Pick 20,United States
Gerald Henderson,SG,6-5,215,27,CHA,80,5,Duke,2009 Rnd 1 Pick 12,United States
Xavier Henry,G,6-6,220,23,LAL,9,4,Kansas,2010 Rnd 1 Pick 12,United States
John Henson,PF,6-11,219,24,MIL,67,2,North Carolina,2012 Rnd 1 Pick 14,United States
Roy Hibbert,C,7-2,270,28,IND,76,6,Georgetown,2008 Rnd 1 Pick 17,United States
J.J. Hickson,PF,6-9,242,26,DEN,73,6,NC State,2008 Rnd 1 Pick 19,United States
George Hill,G,6-3,188,28,IND,43,6,IUPUI,2008 Rnd 1 Pick 26,United States
Jordan Hill,PF,6-10,240,27,LAL,70,5,Arizona,2009 Rnd 1 Pick 8,United States
Solomon Hill,SF,6-6,226,23,IND,82,1,Arizona,2013 Rnd 1 Pick 23,United States
Kirk Hinrich,G,6-4,190,34,CHI,66,11,Kansas,2003 Rnd 1 Pick 7,United States
Jrue Holiday,G,6-4,205,24,NOP,40,5,UCLA,2009 Rnd 1 Pick 17,United States
Justin Holiday,SF,6-6,181,25,GSW,59,1,Washington,"2011 NBA Draft, Undrafted",United States
Ryan Hollins,C,7-0,230,30,SAC,46,8,UCLA,2006 Rnd 2 Pick 20,United States
Rodney Hood,F,6-8,205,22,UTA,50,0,Duke,2014 Rnd 1 Pick 23,United States
Al Horford,FC,6-9,240,28,ATL,76,7,Florida,2007 Rnd 1 Pick 3,Dominican Republic United States
Dwight Howard,C,6-11,265,29,HOU,41,10,Southwest Atlanta Christian Academy (Georgia),2004 Rnd 1 Pick 1,United States
Lester Hudson,G,6-3,190,30,LAC,5,3,Tennessee-Martin,2009 Rnd 2 Pick 28,United States
Robbie Hummel,F,6-8,220,25,MIN,45,1,Purdue,2012 Rnd 2 Pick 28,United States
Kris Humphries,PF,6-9,235,30,WAS,64,10,Minnesota,2004 Rnd 1 Pick 14,United States
Serge Ibaka,C,6-10,235,25,OKC,64,5,CB L'Hospitalet (Spain),2008 Rnd 1 Pick 24,Republic of the Congo Spain
Andre Iguodala,SF,6-6,215,31,GSW,77,10,Arizona,2004 Rnd 1 Pick 9,United States
Ersan Ilyasova,F,6-10,235,27,MIL,58,7,Alpella B.K. (Turkey),2005 Rnd 2 Pick 6,Turkey
Joe Ingles,F,6-8,226,27,UTA,79,0,Melbourne South (Australia),"2009 NBA Draft, Undrafted",Australia
Kyrie Irving,G,6-2,191,22,CLE,75,3,Duke,2011 Rnd 1 Pick 1,United States Australia
Jarrett Jack,G,6-3,200,31,BRK,80,9,Georgia Tech,2005 Rnd 1 Pick 22,United States
Reggie Jackson,G,6-2,208,24,"DET, OKC",77,3,Boston College,2011 Rnd 1 Pick 24,Italy United States
Bernard James,PF,6-10,230,30,DAL,16,2,Florida State,2012 Rnd 2 Pick 3,United States
LeBron James,F,6-8,250,30,CLE,69,11,St. Vincent St. Mary High School (Ohio),2003 Rnd 1 Pick 1,United States
Al Jefferson,FC,6-10,289,30,CHA,65,10,Prentiss High School (Mississippi),2004 Rnd 1 Pick 15,United States
Cory Jefferson,PF,6-9,215,24,BRK,50,0,Baylor,2014 Rnd 2 Pick 30,United States
Richard Jefferson,SF,6-7,233,34,DAL,74,13,Arizona,2001 Rnd 1 Pick 13,United States
John Jenkins,SG,6-4,215,23,ATL,24,2,Vanderbilt,2012 Rnd 1 Pick 23,United States
Brandon Jennings,G,6-1,170,25,DET,41,5,Virtus Roma (Italy),2009 Rnd 1 Pick 10,United States
Jonas Jerebko,F,6-10,231,27,"BOS, DET",75,5,Edilnol Pallacanestro Biella (Italy),2009 Rnd 2 Pick 9,Sweden
Grant Jerrett,PF,6-10,232,21,"OKC, UTH",8,1,Arizona,2013 Rnd 2 Pick 10,United States
Amir Johnson,PF,6-9,240,27,TOR,75,9,Westchester High School (California),2005 Rnd 2 Pick 26,United States
Chris Johnson,SF,6-6,206,24,"MIL, PHL, UTH",29,2,Dayton,"2012 NBA Draft, Undrafted",United States
James Johnson,F,6-7,240,28,TOR,70,5,Wake Forest,2009 Rnd 1 Pick 16,United States
Joe Johnson,SG,6-7,240,33,BRK,80,13,Arkansas,2001 Rnd 1 Pick 10,United States
Nick Johnson,SG,6-3,200,22,HOU,28,0,Arizona,2014 Rnd 2 Pick 12,United States
Tyler Johnson,G,6-4,190,22,MIA,32,0,Fresno State,"2014 NBA Draft, Undrafted",United States
Wesley Johnson,GF,6-7,215,27,LAL,76,4,Syracuse,2010 Rnd 1 Pick 4,United States
Dahntay Jones,GF,6-6,225,34,LAC,33,10,Duke,2003 Rnd 1 Pick 20,United States
James Jones,SF,6-8,218,34,CLE,57,11,Miami (FL),2003 Rnd 2 Pick 20,United States
Perry Jones,PF,6-11,235,23,OKC,43,2,Baylor,2012 Rnd 1 Pick 28,United States
Terrence Jones,PF,6-9,255,23,HOU,33,2,Kentucky,2012 Rnd 1 Pick 18,United States
DeAndre Jordan,C,6-11,265,26,LAC,82,6,Texas A&M,2008 Rnd 2 Pick 5,United States
Jerome Jordan,C,7-0,253,28,BRK,44,1,Tulsa,2010 Rnd 2 Pick 14,Jamaica
