Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Roshown McLeod,F,6-8,221,24,ATL,44,1,Duke,1998 Rnd 1 Pick 20,United States
Ron Mercer,SG,6-7,210,23,"DEN, ORL",68,2,Kentucky,1997 Rnd 1 Pick 6,United States
Andre Miller,PG,6-3,200,23,CLE,82,0,Utah,1999 Rnd 1 Pick 8,United States
Brad Miller,C,7-0,261,23,CHA,55,1,Purdue,"1998 NBA Draft, Undrafted",United States
Oliver Miller,C,6-9,280,29,PHX,51,7,Arkansas,1992 Rnd 1 Pick 22,United States
Pig Miller,F,6-9,225,28,HOU,35,5,Michigan State,1994 Rnd 2 Pick 12,United States
Reggie Miller,SG,6-7,185,34,IND,81,12,UCLA,1987 Rnd 1 Pick 11,United States
Chris Mills,SF,6-5,215,30,GSW,20,6,Arizona,1993 Rnd 1 Pick 22,United States
Terry Mills,PF,6-10,230,32,DET,82,9,Michigan,1990 Rnd 1 Pick 16,United States
Jason Miskiri,G,6-2,175,24,CHA,1,0,George Mason,"1999 NBA Draft, Undrafted",Guyana
Sam Mitchell,SF,6-6,210,36,MIN,66,12,Mercer,1985 Rnd 3 Pick 7,United States
Cuttino Mobley,G,6-4,190,24,HOU,81,1,Rhode Island,1998 Rnd 2 Pick 12,United States
Nazr Mohammed,C,6-10,250,22,PHI,28,1,Kentucky,1998 Rnd 1 Pick 29,United States
Eric Montross,C,7-0,270,28,DET,51,5,North Carolina,1994 Rnd 1 Pick 9,United States
Mikki Moore,F-C,6-11,225,24,DET,29,2,Nebraska,"1997 NBA Draft, Undrafted",United States
Alonzo Mourning,C,6-10,240,30,MIA,79,7,Georgetown,1992 Rnd 1 Pick 2,United States
Chris Mullin,SF,6-7,215,36,IND,47,14,St. John's,1985 Rnd 1 Pick 7,United States
Eric Murdock,G,6-1,190,31,LAC,40,8,Providence,1991 Rnd 1 Pick 21,United States
George Muresan,C,7-7,303,29,NJN,30,6,Pau-Orthez (France),1993 Rnd 2 Pick 3,Romania
Lamond Murray,SF,6-7,236,26,CLE,74,5,California,1994 Rnd 1 Pick 7,United States
Tracy Murray,F,6-7,225,28,WAS,80,7,UCLA,1992 Rnd 1 Pick 18,United States
Dikembe Mutombo,C,7-2,260,33,ATL,82,8,Georgetown,1991 Rnd 1 Pick 4,Democratic Republic of the Congo
Steve Nash,G,6-3,178,26,DAL,56,3,Santa Clara,1996 Rnd 1 Pick 15,Canada South Africa
Tyrone Nesby,SF,6-6,225,24,LAC,73,1,UNLV,"1998 NBA Draft, Undrafted",United States
Rasho Nesterovic,C,7-0,255,23,MIN,82,1,Virtus Bologna (Italy),1998 Rnd 1 Pick 17,Slovenia
Johnny Newman,SF,6-7,190,36,NJN,82,13,Richmond,1986 Rnd 2 Pick 5,United States
Moochie Norris,G,6-1,175,26,HOU,30,2,West Florida,1996 Rnd 2 Pick 4,United States
Dirk Nowitzki,PF,7-0,245,21,DAL,82,1,DJK Wurzburg (Germany),1998 Rnd 1 Pick 9,Germany
Jermaine O'Neal,FC,6-11,235,21,POR,70,3,Eau Claire High School (South Carolina),1996 Rnd 1 Pick 17,United States
Shaquille O'Neal,C,7-1,325,27,LAL,79,7,LSU,1992 Rnd 1 Pick 1,United States
Charles Oakley,PF,6-8,225,36,TOR,80,14,Virginia Union,1985 Rnd 1 Pick 9,United States
Lamar Odom,PF,6-10,230,20,LAC,76,0,Rhode Island,1999 Rnd 1 Pick 4,United States
Hakeem Olajuwon,C,7-0,255,37,HOU,44,15,Houston,1984 Rnd 1 Pick 1,Nigeria United States
Kevin Ollie,G,6-4,195,27,PHI,40,3,Connecticut,"1995 NBA Draft, Undrafted",United States
Michael Olowokandi,C,7-0,270,24,LAC,80,1,Pacific,1998 Rnd 1 Pick 1,Nigeria England
Greg Ostertag,C,7-2,280,26,UTA,81,4,Kansas,1995 Rnd 1 Pick 28,United States
Bo Outlaw,F,6-8,210,28,ORL,82,6,Houston,"1993 NBA Draft, Undrafted",United States
Doug Overton,SG,6-3,190,30,BOS,48,8,La Salle,1991 Rnd 2 Pick 13,United States
Billy Owens,SF,6-8,220,30,"GOS, PHL",62,8,Syracuse,1991 Rnd 1 Pick 3,United States
Robert Pack,SG,6-2,180,31,DAL,29,8,USC,"1991 NBA Draft, Undrafted",United States
Scott Padgett,F,6-9,240,23,UTA,47,0,Kentucky,1999 Rnd 1 Pick 28,United States
Milt Palacio,G,6-3,195,22,VAN,53,0,Colorado State,"1999 NBA Draft, Undrafted",United States Norway
Anthony Parker,GF,6-6,215,24,ORL,16,2,Bradley,1997 Rnd 1 Pick 21,United States
Cherokee Parks,C,6-11,235,27,VAN,56,4,Duke,1995 Rnd 1 Pick 12,United States
Andrae Patterson,F-C,6-9,255,24,MIN,5,1,Indiana,1998 Rnd 2 Pick 17,United States
Ruben Patterson,F-G,6-5,223,24,SEA,81,1,Cincinnati,1998 Rnd 2 Pick 2,United States
Gary Payton,G,6-4,180,31,SEA,82,9,Oregon State,1990 Rnd 1 Pick 2,United States
Anthony Peeler,G,6-4,208,30,MIN,82,7,Missouri,1992 Rnd 1 Pick 15,United States
Will Perdue,C,7-0,240,34,CHI,67,11,Vanderbilt,1988 Rnd 1 Pick 11,United States
Sam Perkins,PF,6-9,235,38,IND,81,15,North Carolina,1984 Rnd 1 Pick 4,United States
Elliot Perry,PG,6-0,150,30,NJN,60,8,Memphis,1991 Rnd 2 Pick 10,United States
Chuck Person,SF,6-8,220,35,SEA,37,13,Auburn,1986 Rnd 1 Pick 4,United States
Wesley Person,SG,6-6,195,28,CLE,79,5,Auburn,1994 Rnd 1 Pick 23,United States
Bobby Phills,SG,6-5,215,30,CHA,28,8,Southern,1991 Rnd 2 Pick 18,United States
Eric Piatkowski,G-F,6-7,210,29,LAC,75,5,Nebraska,1994 Rnd 1 Pick 15,United States
Paul Pierce,SF,6-7,235,22,BOS,73,1,Kansas,1998 Rnd 1 Pick 10,United States
Scottie Pippen,SF,6-8,228,34,POR,82,12,Central Arkansas,1987 Rnd 1 Pick 5,United States
Scot Pollard,C-F,6-11,265,25,SAC,76,2,Kansas,1997 Rnd 1 Pick 19,United States
Olden Polynice,C,6-11,220,35,UTA,82,12,RivieraBanca Rimini (Italy),1987 Rnd 1 Pick 8,Haiti
Terry Porter,PG,6-3,195,36,SAS,68,14,Wisconsin-Stevens Point,1985 Rnd 1 Pick 24,United States
James Posey,F,6-8,217,23,DEN,81,0,Xavier,1999 Rnd 1 Pick 18,United States
Vitaly Potapenko,C-F,6-10,280,24,BOS,79,3,Wright State,1996 Rnd 1 Pick 12,Ukraine
Brent Price,PG,6-1,165,31,VAN,41,7,Oklahoma,1992 Rnd 2 Pick 5,United States
Laron Profit,G-F,6-5,204,22,WAS,33,0,Maryland,1999 Rnd 2 Pick 9,United States
Alek Radojevic,C,7-3,250,23,TOR,3,0,Barton,1999 Rnd 1 Pick 12,Montenegro Bosnia and Herzegovina
Theo Ratliff,C,6-10,235,26,PHI,57,4,Wyoming,1995 Rnd 1 Pick 18,United States
Eldridge Recasner,SG,6-3,190,32,CHA,7,5,Washington,"1990 NBA Draft, Undrafted",United States
Bryant Reeves,C,7-0,275,26,VAN,69,4,Oklahoma State,1995 Rnd 1 Pick 6,United States
Khalid Reeves,G,6-3,200,27,CHI,3,5,Arizona,1994 Rnd 1 Pick 12,United States
Don Reid,PF,6-8,250,26,"DET, WAS",38,4,Georgetown,1995 Rnd 2 Pick 29,United States
J.R. Reid,PF,6-9,247,31,MIL,34,9,North Carolina,1989 Rnd 1 Pick 5,United States
Rodrick Rhodes,G-F,6-6,225,26,DAL,1,2,USC,1997 Rnd 1 Pick 24,United States
Glen Rice,SF,6-8,228,32,LAL,80,10,Michigan,1989 Rnd 1 Pick 4,United States
Mitch Richmond,SG,6-5,215,34,WAS,74,11,Kansas State,1988 Rnd 1 Pick 5,United States
J.R. Rider,SG,6-5,215,28,ATL,60,6,UNLV,1993 Rnd 1 Pick 5,United States
Stanley Roberts,C,7-0,285,30,PHI,5,8,LSU,1991 Rnd 1 Pick 23,United States
Ryan Robertson,G,6-5,190,23,SAC,1,0,Kansas,1999 Rnd 2 Pick 16,United States
Cliff Robinson,PF,6-10,225,33,PHX,80,10,Connecticut,1989 Rnd 2 Pick 9,United States
David Robinson,C,7-1,250,34,SAS,80,10,Navy,1987 Rnd 1 Pick 1,United States
Eddie Robinson,F,6-9,210,23,CHA,67,0,Central Oklahoma,"1997 NBA Draft, Undrafted",United States
Glenn Robinson,SF,6-7,225,27,MIL,81,5,Purdue,1994 Rnd 1 Pick 1,United States
Dennis Rodman,PF,6-7,210,38,DAL,12,13,Southeastern Oklahoma State,1986 Rnd 2 Pick 3,United States
Carlos Rogers,FC,6-11,220,29,HOU,53,5,Tennessee State,1994 Rnd 1 Pick 11,United States
"Roy Rogers, Jr.",F,6-10,235,26,DEN,40,3,Alabama,1996 Rnd 1 Pick 22,United States
Rodney Rogers,F,6-7,235,28,PHX,82,6,Wake Forest,1993 Rnd 1 Pick 9,United States
Sean Rooks,C,6-10,250,30,DAL,71,7,Arizona,1992 Rnd 2 Pick 3,United States
Jalen Rose,G,6-8,210,27,IND,80,5,Michigan,1994 Rnd 1 Pick 13,United States
Malik Rose,F,6-7,250,25,SAS,74,3,Drexel,1996 Rnd 2 Pick 15,United States
Michael Ruffin,F-C,6-9,245,23,CHI,71,0,Tulsa,1999 Rnd 2 Pick 3,United States
Bryon Russell,SG,6-7,225,29,UTA,82,6,Long Beach State,1993 Rnd 2 Pick 18,United States
Arvydas Sabonis,C,7-3,279,35,POR,66,4,Zalgiris (Lithuania),1985 Rnd 4 Pick 7,Lithuania
John Salley,C,6-11,230,35,LAL,45,10,Georgia Tech,1986 Rnd 1 Pick 11,United States
Detlef Schrempf,SF,6-9,214,37,POR,77,14,Washington,1985 Rnd 1 Pick 8,Germany United States
Dennis Scott,SF,6-8,229,31,VAN,66,9,Georgia Tech,1990 Rnd 1 Pick 4,United States
Malik Sealy,G,6-8,190,30,MIN,82,7,St. John's,1992 Rnd 1 Pick 14,United States
Brian Shaw,PG,6-6,190,33,LAL,74,10,UC Santa Barbara,1988 Rnd 1 Pick 24,United States
Dickey Simpkins,PF,6-9,248,27,CHI,69,5,Providence,1994 Rnd 1 Pick 21,United States
Brian Skinner,FC,6-9,255,23,LAC,33,1,Baylor,1998 Rnd 1 Pick 22,United States
Joe Smith,F,6-10,225,24,MIN,78,4,Maryland,1995 Rnd 1 Pick 1,United States
Michael Smith,F,6-8,230,27,WAS,46,5,Providence,1994 Rnd 2 Pick 8,United States
Steve Smith,SG,6-7,200,30,POR,82,8,Michigan State,1991 Rnd 1 Pick 5,United States
Rik Smits,C,7-4,250,33,IND,79,11,Marist,1988 Rnd 1 Pick 2,Netherlands
Eric Snow,G,6-3,190,26,PHI,82,4,Michigan State,1995 Rnd 2 Pick 14,United States
Felton Spencer,C,7-0,265,32,SAS,26,9,Louisville,1990 Rnd 1 Pick 6,United States
Latrell Sprewell,SG,6-5,190,29,NYK,82,7,Alabama,1992 Rnd 1 Pick 24,United States
Ryan Stack,F,6-11,215,24,CLE,25,1,South Carolina,1998 Rnd 2 Pick 19,United States
Jerry Stackhouse,SF,6-6,218,25,DET,82,4,North Carolina,1995 Rnd 1 Pick 3,United States
John Starks,SG,6-3,180,34,"CHI, GOS",37,10,Oklahoma State,"1988 NBA Draft, Undrafted",United States
Vladimir Stepania,C,7-0,235,23,SEA,30,1,Union Olimpija (Slovenia),1998 Rnd 1 Pick 27,Georgia
Joe Stephens,F,6-7,210,27,VAN,13,3,Little Rock,"1996 NBA Draft, Undrafted",United States
Michael Stewart,FC,6-10,230,24,TOR,42,2,California,"1997 NBA Draft, Undrafted",France United States
Bryant Stith,SG,6-5,209,29,DEN,45,7,Virginia,1992 Rnd 1 Pick 13,United States
John Stockton,PG,6-1,170,37,UTA,82,15,Gonzaga,1984 Rnd 1 Pick 16,United States
Peja Stojakovic,F,6-10,229,22,SAC,74,1,PAOK BC (Greece),1996 Rnd 1 Pick 14,Serbia Greece
Damon Stoudamire,G,5-10,171,26,POR,78,4,Arizona,1995 Rnd 1 Pick 7,United States
Erick Strickland,G,6-3,210,26,DAL,68,3,Nebraska,"1996 NBA Draft, Undrafted",United States
Mark Strickland,PF,6-9,210,29,MIA,58,5,Temple,"1993 NBA Draft, Undrafted",United States
Rod Strickland,PG,6-3,175,33,WAS,69,11,DePaul,1988 Rnd 1 Pick 19,United States
Derek Strong,F,6-8,220,32,ORL,20,8,Xavier,1990 Rnd 2 Pick 20,United States
Bruno Sundov,C,7-2,220,20,DAL,14,1,KK Split (Croatia),1998 Rnd 2 Pick 6,Croatia
Bob Sura,G,6-5,200,26,CLE,73,4,Florida State,1995 Rnd 1 Pick 17,United States
Wally Szczerbiak,F,6-7,240,22,MIN,73,0,Miami (OH),1999 Rnd 1 Pick 6,United States Spain
Zan Tabak,C,7-0,245,29,IND,18,4,KK Split (Croatia),1991 Rnd 2 Pick 24,Croatia
Johnny Taylor,F,6-9,220,25,"DEN, ORL",6,2,Chattanooga,1997 Rnd 1 Pick 17,United States
Mo Taylor,F,6-9,265,23,LAC,62,2,Michigan,1997 Rnd 1 Pick 14,United States
Jason Terry,G,6-2,185,22,ATL,81,0,Arizona,1999 Rnd 1 Pick 10,United States
Jamel Thomas,F,6-6,215,23,"BOS, GOS",7,0,Providence,"1999 NBA Draft, Undrafted",United States
John Thomas,FC,6-9,265,24,TOR,55,2,Minnesota,1997 Rnd 1 Pick 25,United States
Kenny Thomas,F,6-7,245,22,HOU,72,0,New Mexico,1999 Rnd 1 Pick 22,United States
Kurt Thomas,FC,6-9,240,27,NYK,80,4,Texas Christian,1995 Rnd 1 Pick 10,United States
Tim Thomas,F,6-10,240,23,MIL,80,2,Villanova,1997 Rnd 1 Pick 7,United States
Otis Thorpe,PF,6-9,225,37,MIA,51,15,Providence,1984 Rnd 1 Pick 9,United States
Robert Traylor,F-C,6-8,284,23,MIL,44,1,Michigan,1998 Rnd 1 Pick 6,United States
Gary Trent,PF,6-8,250,25,DAL,11,4,Ohio,1995 Rnd 1 Pick 11,United States
Mirsad Turkcan,F,6-9,250,23,"MIL, NYK",17,1,Anadolu Efes (Turkey),1998 Rnd 1 Pick 18,Turkey
Wayne Turner,G,6-2,190,23,BOS,3,0,Kentucky,"1999 NBA Draft, Undrafted",United States
Nick Van Exel,PG,6-1,170,28,DEN,79,6,Cincinnati,1993 Rnd 2 Pick 10,United States
Keith Van Horn,F,6-10,220,24,NJN,80,2,Utah,1997 Rnd 1 Pick 2,United States
Jacque Vaughn,G,6-1,190,25,UTA,78,2,Kansas,1997 Rnd 1 Pick 27,United States
Loy Vaught,PF,6-9,230,33,DET,43,9,Michigan,1990 Rnd 1 Pick 13,United States
Fred Vinson,G,6-4,190,29,SEA,8,3,Georgia Tech,"1994 NBA Draft, Undrafted",United States
Antoine Walker,F,6-9,265,23,BOS,82,3,Kentucky,1996 Rnd 1 Pick 6,United States
Samaki Walker,PF,6-9,250,24,SAS,71,3,Louisville,1996 Rnd 1 Pick 9,United States
Ben Wallace,FC,6-9,240,25,ORL,81,3,Virginia Union,"1996 NBA Draft, Undrafted",United States
John Wallace,PF,6-8,225,26,NYK,60,3,Syracuse,1996 Rnd 1 Pick 18,United States
Rasheed Wallace,FC,6-11,230,25,POR,81,4,North Carolina,1995 Rnd 1 Pick 4,United States
Rex Walters,G,6-4,190,29,MIA,33,6,Kansas,1993 Rnd 1 Pick 16,United States
Charlie Ward,G,6-2,190,29,NYK,72,5,Florida State,1994 Rnd 1 Pick 26,United States
Clarence Weatherspoon,PF,6-6,240,29,MIA,78,7,Southern Mississippi,1992 Rnd 1 Pick 9,United States
Chris Webber,F-C,6-9,245,27,SAC,75,6,Michigan,1993 Rnd 1 Pick 1,United States
Bonzi Wells,G-F,6-5,210,23,POR,66,1,Ball State,1998 Rnd 1 Pick 11,United States
Bill Wennington,C,7-0,245,36,SAC,7,12,St. John's,1985 Rnd 1 Pick 16,Canada
David Wesley,G,6-0,190,29,CHA,82,6,Baylor,"1992 NBA Draft, Undrafted",United States
Doug West,G-F,6-6,200,32,VAN,38,10,Villanova,1989 Rnd 2 Pick 11,United States
Mark West,C,6-10,230,39,PHX,22,16,Old Dominion,1983 Rnd 2 Pick 6,United States
Jahidi White,FC,6-9,290,24,WAS,80,1,Georgetown,1998 Rnd 2 Pick 14,United States
Chris Whitney,PG,6-0,168,28,WAS,82,6,Clemson,1993 Rnd 2 Pick 20,United States
Aaron Williams,F-C,6-9,220,28,WAS,81,5,Xavier,"1993 NBA Draft, Undrafted",United States
Alvin Williams,G,6-5,185,25,TOR,55,2,Villanova,1997 Rnd 2 Pick 19,United States
Eric Williams,F,6-8,220,27,BOS,68,4,Providence,1995 Rnd 1 Pick 14,United States
Jason Williams,G,6-1,190,24,SAC,81,1,Florida,1998 Rnd 1 Pick 7,United States
Jerome Williams,PF,6-9,206,26,DET,82,3,Georgetown,1996 Rnd 1 Pick 26,United States
Lorenzo Williams,F,6-9,200,30,WAS,8,7,Stetson,"1991 NBA Draft, Undrafted",United States
Monty Williams,SF,6-8,225,28,ORL,75,5,Notre Dame,1994 Rnd 1 Pick 24,United States
Scott Williams,FC,6-10,230,31,MIL,68,9,North Carolina,"1990 NBA Draft, Undrafted",United States
Shammond Williams,G,6-1,201,24,SEA,43,1,North Carolina,1998 Rnd 2 Pick 5,United States
Walt Williams,SF,6-8,219,29,HOU,76,7,Maryland,1992 Rnd 1 Pick 7,United States
Corliss Williamson,F,6-7,245,26,SAC,76,4,Arkansas,1995 Rnd 1 Pick 13,United States
Kevin Willis,C,7-0,245,37,TOR,79,15,Michigan State,1984 Rnd 1 Pick 11,United States
Dedric Willoughby,G,6-3,180,25,CHI,25,0,Iowa State,"1997 NBA Draft, Undrafted",United States
David Wingate,GF,6-5,185,36,NYK,7,13,Georgetown,1986 Rnd 2 Pick 20,United States
Haywoode Workman,G,6-2,180,34,"MIL, TOR",36,9,Oral Roberts,1989 Rnd 2 Pick 22,United States
Metta World Peace,SF,6-7,260,20,CHI,72,0,St. John's,1999 Rnd 1 Pick 16,United States
Lorenzen Wright,F-C,6-11,255,24,ATL,75,3,Memphis,1996 Rnd 1 Pick 7,United States
Tim Young,C,7-0,220,24,GSW,25,0,Stanford,1999 Rnd 2 Pick 27,United States
