Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Amile Jefferson,PF,6-9,222,26,ORL,18,2,Duke,"2017 NBA Draft, Undrafted",United States
DaQuan Jeffries,SF,6-5,225,22,SAC,13,0,Tulsa,"2019 NBA Draft, Undrafted",United States
Ty Jerome,PG,6-5,195,22,PHX,31,0,Virginia,2019 Rnd 1 Pick 24,United States
Alize Johnson,SF,6-7,210,23,IND,17,1,Missouri State,2018 Rnd 2 Pick 20,United States
B.J. Johnson,SF,6-7,200,24,ORL,10,1,La Salle,"2018 NBA Draft, Undrafted",United States
Cameron Johnson,G,6-9,210,23,PHX,57,0,North Carolina,2019 Rnd 1 Pick 11,United States
James Johnson,F,6-7,240,33,"MIA, MIN",32,10,Wake Forest,2009 Rnd 1 Pick 16,United States
Keldon Johnson,SF,6-6,210,20,SAS,17,0,Kentucky,2019 Rnd 1 Pick 29,United States
Stanley Johnson,G,6-6,242,23,TOR,25,4,Arizona,2015 Rnd 1 Pick 8,United States
Tyler Johnson,G,6-4,190,27,"BRK, PHX",39,5,Fresno State,"2014 NBA Draft, Undrafted",United States
Nikola Jokic,C,7-0,284,25,DEN,73,4,KK Mega Bemax (Serbia),2014 Rnd 2 Pick 11,Serbia
Damian Jones,PF,7-0,245,24,ATL,55,3,Vanderbilt,2016 Rnd 1 Pick 30,United States
Derrick Jones,SF,6-6,210,23,MIA,59,3,UNLV,"2016 NBA Draft, Undrafted",United States
Tyus Jones,PG,6-1,196,23,MEM,65,4,Duke,2015 Rnd 1 Pick 24,United States
DeAndre Jordan,C,6-11,265,31,BRK,56,11,Texas A&M,2008 Rnd 2 Pick 5,United States
Cory Joseph,PG,6-3,200,28,SAC,72,8,Texas,2011 Rnd 1 Pick 29,Canada
Mfiondu Kabengele,SF,6-10,250,22,LAC,12,0,Florida State,2019 Rnd 1 Pick 27,Canada
Frank Kaminsky,F,7-0,242,26,PHX,39,4,Wisconsin,2015 Rnd 1 Pick 9,United States
Luke Kennard,SG,6-5,206,23,DET,28,2,Duke,2017 Rnd 1 Pick 12,United States
Stanton Kidd,F,6-7,215,27,UTA,4,0,Colorado State,"2015 NBA Draft, Undrafted",United States
Michael Kidd-Gilchrist,SF,6-7,232,26,"CHA, DAL",25,7,Kentucky,2012 Rnd 1 Pick 2,United States
Louis King,SF,6-7,205,20,DET,10,0,Oregon,"2019 NBA Draft, Undrafted",United States
Maxi Kleber,PF,6-10,240,28,DAL,74,2,s.Oliver Baskets (Germany),"2014 NBA Draft, Undrafted",Germany
Brandon Knight,G,6-2,182,28,"CLE, DET",25,8,Kentucky,2011 Rnd 1 Pick 8,United States
Kevin Knox,SF,6-7,215,20,NYK,65,1,Kentucky,2018 Rnd 1 Pick 9,United States
John Konchar,G,6-5,210,23,MEM,19,0,Fort Wayne,"2019 NBA Draft, Undrafted",United States
Furkan Korkmaz,SG,6-7,210,22,PHI,72,2,Anadolu Efes (Turkey),2016 Rnd 1 Pick 26,Turkey
Luke Kornet,F,7-2,252,24,CHI,36,2,Vanderbilt,"2017 NBA Draft, Undrafted",United States
Kyle Korver,SF,6-7,212,38,MIL,58,16,Creighton,2003 Rnd 2 Pick 22,United States
Rodions Kurucs,SF,6-9,230,22,BRK,47,1,Barca (Spain),2018 Rnd 2 Pick 10,Latvia
Kyle Kuzma,F,6-10,221,24,LAL,61,2,Utah,2017 Rnd 1 Pick 27,United States
Zach LaVine,SG,6-5,200,24,CHI,60,5,UCLA,2014 Rnd 1 Pick 13,United States
Skal Labissiere,C,6-11,235,23,POR,33,3,Kentucky,2016 Rnd 1 Pick 28,Haiti
Jeremy Lamb,SG,6-5,185,27,IND,46,7,Connecticut,2012 Rnd 1 Pick 12,United States
Romeo Langford,SG,6-5,215,20,BOS,32,0,Indiana,2019 Rnd 1 Pick 14,United States
Vic Law,SG,6-7,200,24,ORL,8,0,Northwestern,"2019 NBA Draft, Undrafted",United States
Jake Layman,SF,6-8,209,25,MIN,23,3,Maryland,2016 Rnd 2 Pick 17,United States
Caris LeVert,G,6-6,205,25,BRK,45,3,Michigan,2016 Rnd 1 Pick 20,United States
T.J. Leaf,PF,6-10,225,22,IND,28,2,UCLA,2017 Rnd 1 Pick 18,United States Israel
Jalen Lecque,SG,6-4,185,19,PHX,5,0,,"2019 NBA Draft, Undrafted",United States
Courtney Lee,SG,6-5,215,34,DAL,24,11,Western Kentucky,2008 Rnd 1 Pick 22,United States
Damion Lee,G,6-5,203,27,GSW,49,2,Louisville,"2016 NBA Draft, Undrafted",United States
Alex Len,C,7-0,250,26,"ATL, SAC",55,6,Maryland,2013 Rnd 1 Pick 5,Ukraine
Kawhi Leonard,F,6-7,225,28,LAC,57,8,San Diego State,2011 Rnd 1 Pick 15,United States
Meyers Leonard,C,7-1,255,28,MIA,51,7,Illinois,2012 Rnd 1 Pick 11,United States
Damian Lillard,G,6-2,200,29,POR,66,7,Weber State,2012 Rnd 1 Pick 6,United States
Nassir Little,SF,6-5,220,20,POR,48,0,North Carolina,2019 Rnd 1 Pick 25,United States
Naz Long,PG,6-4,218,26,IND,5,2,Iowa State,"2017 NBA Draft, Undrafted",Canada
Kevon Looney,PF,6-9,249,24,GSW,20,4,UCLA,2015 Rnd 1 Pick 30,United States
Brook Lopez,C,7-0,270,31,MIL,68,11,Stanford,2008 Rnd 1 Pick 10,United States
Robin Lopez,FC,7-0,275,31,MIL,66,11,Stanford,2008 Rnd 1 Pick 15,United States
Kevin Love,FC,6-8,247,31,CLE,56,11,UCLA,2008 Rnd 1 Pick 5,United States
Kyle Lowry,PG,6-1,196,33,TOR,58,13,Villanova,2006 Rnd 1 Pick 24,United States
Timothe Luwawu-Cabarrot,F,6-7,210,24,BRK,47,3,KK Mega Bemax (Serbia),2016 Rnd 1 Pick 24,France
Trey Lyles,SF,6-9,234,24,SAS,63,4,Kentucky,2015 Rnd 1 Pick 12,Canada United States
Daryl Macon,PG,6-3,185,24,MIA,4,1,Arkansas,"2018 NBA Draft, Undrafted",United States
J.P. Macura,SG,6-5,205,24,CLE,1,1,Xavier,"2018 NBA Draft, Undrafted",United States
Joshua Magette,PG,6-1,160,30,ORL,8,1,Alabama-Huntsville,"2012 NBA Draft, Undrafted",United States
Ian Mahinmi,C,6-11,262,33,WAS,38,12,STB Le Havre (France),2005 Rnd 1 Pick 28,France
Thon Maker,C,7-0,221,23,DET,60,3,Athlete Institute Prep (Ontario),2016 Rnd 1 Pick 10,South Sudan Australia
Terance Mann,SG,6-5,215,23,LAC,41,0,Florida State,2019 Rnd 2 Pick 18,United States
Boban Marjanovic,C,7-4,290,31,DAL,43,4,KK Vrsac Swisslion (Serbia),"2010 NBA Draft, Undrafted",Serbia
Lauri Markkanen,SF,7-0,238,22,CHI,50,2,Arizona,2017 Rnd 1 Pick 7,Finland
Caleb Martin,F,6-7,205,24,CHA,18,0,Nevada,"2019 NBA Draft, Undrafted",United States
Cody Martin,F,6-6,205,24,CHA,48,0,Nevada,2019 Rnd 2 Pick 6,United States
Jeremiah Martin,PG,6-3,185,23,BRK,9,0,Memphis,"2019 NBA Draft, Undrafted",United States
Kelan Martin,SF,6-5,230,24,MIN,31,0,Butler,"2018 NBA Draft, Undrafted",United States
Frank Mason,G,5-11,190,25,MIL,9,2,Kansas,2017 Rnd 2 Pick 4,United States
Garrison Mathews,SG,6-5,215,23,WAS,18,0,Lipscomb,"2019 NBA Draft, Undrafted",United States
Wesley Matthews,G,6-5,220,33,MIL,67,10,Marquette,"2009 NBA Draft, Undrafted",United States
Luc Mbah a Moute,F,6-8,230,33,HOU,3,11,UCLA,2008 Rnd 2 Pick 7,Cameroon
Patrick McCaw,G,6-7,185,24,TOR,37,3,UNLV,2016 Rnd 2 Pick 8,United States
C.J. McCollum,G,6-3,200,28,POR,70,6,Lehigh,2013 Rnd 1 Pick 10,United States
T.J. McConnell,G,6-2,190,27,IND,71,4,Arizona,"2015 NBA Draft, Undrafted",United States
Jalen McDaniels,PF,6-9,205,22,CHA,16,0,San Diego State,2019 Rnd 2 Pick 22,United States
Doug McDermott,F,6-8,225,28,IND,69,5,Creighton,2014 Rnd 1 Pick 11,United States
JaVale McGee,C,7-0,270,32,LAL,68,11,Nevada,2008 Rnd 1 Pick 18,United States
Rodney McGruder,SG,6-4,205,28,LAC,56,3,Kansas State,"2013 NBA Draft, Undrafted",United States
Alfonzo McKinnie,F,6-8,215,27,CLE,40,2,Green Bay,"2015 NBA Draft, Undrafted",United States
Jordan McLaughlin,G,5-11,185,23,MIN,30,0,USC,"2018 NBA Draft, Undrafted",United States
Ben McLemore,SG,6-3,195,27,HOU,71,6,Kansas,2013 Rnd 1 Pick 7,United States
Jordan McRae,G,6-5,179,28,"DEN, DET, WAS",37,3,Tennessee,2014 Rnd 2 Pick 28,United States
Nicolo Melli,PF,6-9,235,29,NOP,60,0,AX Armani Exchange Milan (Italy),"2013 NBA Draft, Undrafted",Italy
De'Anthony Melton,SG,6-2,200,21,MEM,60,1,USC,2018 Rnd 2 Pick 16,United States
Chimezie Metu,PF,6-9,225,22,SAS,18,1,USC,2018 Rnd 2 Pick 19,United States Nigeria
Khris Middleton,SF,6-8,222,28,MIL,62,7,Texas A&M,2012 Rnd 2 Pick 9,United States
Eric Mika,F,6-10,233,25,SAC,1,0,Brigham Young,"2017 NBA Draft, Undrafted",United States
C.J. Miles,GF,6-6,220,32,WAS,10,14,Skyline High School (Texas),2005 Rnd 2 Pick 4,United States
Malcolm Miller,SF,6-6,203,26,TOR,28,2,Holy Cross,"2015 NBA Draft, Undrafted",United States
Patty Mills,G,6-0,180,31,SAS,66,10,Saint Mary's,2009 Rnd 2 Pick 25,Australia
Paul Millsap,FC,6-7,250,35,DEN,51,13,Louisiana Tech,2006 Rnd 2 Pick 17,United States
Shake Milton,SG,6-5,215,23,PHI,40,1,Southern Methodist,2018 Rnd 2 Pick 24,United States
Donovan Mitchell,SG,6-3,215,23,UTA,69,2,Louisville,2017 Rnd 1 Pick 13,United States
Adam Mokoka,SG,6-5,215,21,CHI,11,0,KK Mega Bemax (Serbia),"2019 NBA Draft, Undrafted",France
Malik Monk,SG,6-3,200,22,CHA,55,2,Kentucky,2017 Rnd 1 Pick 11,United States
Matt Mooney,G,6-3,200,23,CLE,4,0,Texas Tech,"2019 NBA Draft, Undrafted",United States
E'Twaun Moore,SG,6-4,191,31,NOP,56,8,Purdue,2011 Rnd 2 Pick 25,United States
Ja Morant,G,6-3,175,20,MEM,67,0,Murray State,2019 Rnd 1 Pick 2,United States
Juwan Morgan,PF,6-7,232,22,UTA,21,0,Indiana,"2019 NBA Draft, Undrafted",United States
Marcus Morris,F,6-8,218,30,"LAC, NYK",62,8,Kansas,2011 Rnd 1 Pick 14,United States
Markieff Morris,PF,6-9,250,30,"DET, LAL",58,8,Kansas,2011 Rnd 1 Pick 13,United States
Monte Morris,G,6-2,183,24,DEN,73,2,Iowa State,2017 Rnd 2 Pick 21,United States Nigeria
Johnathan Motley,F,6-10,230,24,LAC,13,2,Baylor,"2017 NBA Draft, Undrafted",United States
Emmanuel Mudiay,SG,6-5,200,23,UTA,54,4,Guangzhou Loong Lions (China),2015 Rnd 1 Pick 7,United States Democratic Republic of the Congo
Mychal Mulder,GF,6-3,195,25,GSW,7,0,Kentucky,"2017 NBA Draft, Undrafted",Canada
Dejounte Murray,SG,6-5,180,23,SAS,66,3,Washington,2016 Rnd 1 Pick 29,United States
Jamal Murray,SG,6-4,215,23,DEN,59,3,Kentucky,2016 Rnd 1 Pick 7,Canada
Dzanan Musa,SG,6-9,217,20,BRK,40,1,Cedevita (Croatia),2018 Rnd 1 Pick 29,Bosnia and Herzegovina
Mike Muscala,FC,6-11,240,28,OKC,47,6,Bucknell,2013 Rnd 2 Pick 14,United States
Svi Mykhailiuk,SF,6-8,205,22,DET,56,1,Kansas,2018 Rnd 2 Pick 17,Ukraine
Abdel Nader,SF,6-6,225,26,OKC,55,2,Iowa State,2016 Rnd 2 Pick 28,United States Egypt
"Larry Nance, Jr.",SF,6-7,245,27,CLE,56,4,Wyoming,2015 Rnd 1 Pick 27,United States
Shabazz Napier,PG,6-1,180,28,"MIN, WAS",56,5,Connecticut,2014 Rnd 1 Pick 24,United States Puerto Rico
Raulzinho Neto,PG,6-1,179,27,PHI,54,4,Acunsa GBC (Spain),2013 Rnd 2 Pick 17,Brazil
Malik Newman,SG,6-3,190,23,CLE,1,0,Kansas,"2018 NBA Draft, Undrafted",United States
Georges Niang,F,6-7,235,26,UTA,66,3,Iowa State,2016 Rnd 2 Pick 20,United States
Joakim Noah,FC,6-11,230,35,LAC,5,12,Florida,2007 Rnd 1 Pick 9,France United States
Nerlens Noel,FC,6-11,220,25,OKC,61,6,Kentucky,2013 Rnd 1 Pick 6,United States
Zach Norvell,SG,6-5,205,22,"GOS, LAL",5,0,Gonzaga,"2019 NBA Draft, Undrafted",United States
Jaylen Nowell,SG,6-4,197,20,MIN,15,0,Washington,2019 Rnd 2 Pick 13,United States
Frank Ntilikina,PG,6-5,200,21,NYK,57,2,Strasbourg IG (France),2017 Rnd 1 Pick 8,Belgium France
Kendrick Nunn,SG,6-3,195,24,MIA,67,1,Oakland,"2018 NBA Draft, Undrafted",United States
Jusuf Nurkic,FC,7-0,290,25,POR,8,5,Cedevita (Croatia),2014 Rnd 1 Pick 16,Bosnia and Herzegovina
David Nwaba,G,6-5,219,27,BRK,20,3,Cal Poly,"2016 NBA Draft, Undrafted",United States
Royce O'Neale,SF,6-6,220,26,UTA,71,2,Baylor,"2015 NBA Draft, Undrafted",United States
Kyle O'Quinn,F,6-10,250,29,PHI,29,7,Norfolk State,2012 Rnd 2 Pick 19,United States
Semi Ojeleye,SF,6-6,240,25,BOS,69,2,Southern Methodist,2017 Rnd 2 Pick 7,United States
Jahlil Okafor,C,6-11,275,24,NOP,30,4,Duke,2015 Rnd 1 Pick 3,United States Nigeria
Elie Okobo,PG,6-3,190,22,PHX,55,1,Pau-Orthez (France),2018 Rnd 2 Pick 1,France
Josh Okogie,SG,6-4,220,21,MIN,62,1,Georgia Tech,2018 Rnd 1 Pick 20,Nigeria United States
KZ Okpala,SG,6-8,215,20,MIA,5,0,Stanford,2019 Rnd 2 Pick 2,United States Nigeria
Victor Oladipo,G,6-4,210,27,IND,19,6,Indiana,2013 Rnd 1 Pick 2,United States
Kelly Olynyk,C,6-11,240,28,MIA,67,6,Gonzaga,2013 Rnd 1 Pick 13,Canada
Miye Oni,SF,6-5,206,22,UTA,10,0,Yale,2019 Rnd 2 Pick 28,United States Nigeria
Cedi Osman,GF,6-7,230,24,CLE,65,2,Anadolu Efes (Turkey),2015 Rnd 2 Pick 1,North Macedonia Turkey
"Kelly Oubre, Jr.",SF,6-6,203,24,PHX,56,4,Kansas,2015 Rnd 1 Pick 15,United States
Tariq Owens,PF,6-10,205,24,PHX,3,0,Texas Tech,"2019 NBA Draft, Undrafted",United States
Jeremy Pargo,PG,6-2,219,33,GSW,3,2,Gonzaga,"2009 NBA Draft, Undrafted",United States
Jabari Parker,F,6-8,245,24,"ATL, SAC",38,5,Duke,2014 Rnd 1 Pick 2,United States
Chandler Parsons,SF,6-10,230,31,ATL,5,8,Florida,2011 Rnd 2 Pick 8,United States
Eric Paschall,F,6-6,255,23,GSW,60,0,Villanova,2019 Rnd 2 Pick 11,United States
Anzejs Pasecniks,C,7-1,229,24,WAS,27,0,Gran Canaria (Spain),2017 Rnd 1 Pick 25,Latvia
Patrick Patterson,F,6-8,235,30,LAC,59,9,Kentucky,2010 Rnd 1 Pick 14,United States
Justin Patton,C,7-0,241,22,OKC,5,2,Creighton,2017 Rnd 1 Pick 16,United States
Chris Paul,PG,6-0,175,34,OKC,70,14,Wake Forest,2005 Rnd 1 Pick 4,United States
Cameron Payne,G,6-3,190,25,PHX,8,4,Murray State,2015 Rnd 1 Pick 14,United States
Gary Payton II,G,6-3,195,27,WAS,29,3,Oregon State,"2016 NBA Draft, Undrafted",United States
Elfrid Payton,G,6-4,185,26,NYK,45,5,Louisiana,2014 Rnd 1 Pick 10,United States
Norvel Pelle,FC,6-10,216,27,PHI,24,0,Delaware 87ers,"2014 NBA Draft, Undrafted",Lebanon Antigua and Barbuda
Theo Pinson,SG,6-5,212,24,BRK,33,1,North Carolina,"2018 NBA Draft, Undrafted",United States
Mason Plumlee,PF,6-11,254,29,DEN,61,6,Duke,2013 Rnd 1 Pick 22,United States
Jakob Poeltl,C,7-0,240,24,SAS,66,3,Utah,2016 Rnd 1 Pick 9,Austria
Vincent Poirier,C,7-0,235,26,BOS,22,0,,"2015 NBA Draft, Undrafted",France
Shamorie Ponds,SG,6-1,180,21,TOR,4,0,St. John's,"2019 NBA Draft, Undrafted",United States
Jordan Poole,SG,6-4,192,20,GSW,57,0,Michigan,2019 Rnd 1 Pick 28,United States
"Kevin Porter, Jr.",SF,6-4,203,19,CLE,50,0,USC,2019 Rnd 1 Pick 30,United States
"Michael Porter, Jr.",PF,6-10,218,21,DEN,55,1,Missouri,2018 Rnd 1 Pick 14,United States
Otto Porter,SF,6-8,228,26,CHI,14,6,Georgetown,2013 Rnd 1 Pick 3,United States
Bobby Portis,PF,6-11,250,25,NYK,66,4,Arkansas,2015 Rnd 1 Pick 22,United States
Kristaps Porzingis,FC,7-3,240,24,DAL,57,4,Coosur Real Betis (Spain),2015 Rnd 1 Pick 4,Latvia
Dwight Powell,PF,6-10,240,28,DAL,40,5,Stanford,2014 Rnd 2 Pick 15,Canada
Norman Powell,SG,6-3,215,26,TOR,52,4,UCLA,2015 Rnd 2 Pick 16,United States
Taurean Prince,F,6-7,218,25,BRK,64,3,Baylor,2016 Rnd 1 Pick 12,United States
Chasson Randle,PG,6-3,185,27,GSW,3,2,Stanford,"2015 NBA Draft, Undrafted",United States
Julius Randle,PF,6-9,250,25,NYK,64,5,Kentucky,2014 Rnd 1 Pick 7,United States
Josh Reaves,SG,6-5,214,22,DAL,4,0,Penn State,"2019 NBA Draft, Undrafted",United States
Cam Reddish,G,6-8,218,20,ATL,58,0,Duke,2019 Rnd 1 Pick 10,United States
J.J. Redick,G,6-4,200,35,NOP,60,13,Duke,2006 Rnd 1 Pick 11,United States
Naz Reid,C,6-9,250,20,MIN,30,0,LSU,"2019 NBA Draft, Undrafted",United States
Josh Richardson,G,6-5,200,26,PHI,55,4,Tennessee,2015 Rnd 2 Pick 10,United States
Austin Rivers,SG,6-4,200,27,HOU,68,7,Duke,2012 Rnd 1 Pick 10,United States
Andre Roberson,SG,6-7,210,28,OKC,7,6,Colorado,2013 Rnd 1 Pick 26,United States
Duncan Robinson,F,6-8,210,25,MIA,73,1,Michigan,"2018 NBA Draft, Undrafted",United States
Glenn Robinson,SF,6-6,222,26,"GOS, PHL",62,5,Michigan,2014 Rnd 2 Pick 10,United States
Jerome Robinson,SG,6-4,190,23,"LAC, WAS",63,1,Boston College,2018 Rnd 1 Pick 13,United States
Justin Robinson,PG,6-1,195,22,WAS,9,0,Virginia Tech,"2019 NBA Draft, Undrafted",United States
Mitchell Robinson,C,7-1,240,21,NYK,61,1,,2018 Rnd 2 Pick 6,United States
Isaiah Roby,SF,6-8,230,22,OKC,3,0,Nebraska,2019 Rnd 2 Pick 15,United States
Rajon Rondo,PG,6-1,180,34,LAL,48,13,Kentucky,2006 Rnd 1 Pick 21,United States
Derrick Rose,PG,6-3,200,31,DET,50,11,Memphis,2008 Rnd 1 Pick 1,United States
Terrence Ross,SF,6-7,205,29,ORL,69,7,Washington,2012 Rnd 1 Pick 8,United States
Terry Rozier,G,6-1,190,25,CHA,63,4,Louisville,2015 Rnd 1 Pick 16,United States
Ricky Rubio,G,6-3,190,29,PHX,65,8,Joventut Badalona (Spain),2009 Rnd 1 Pick 5,Spain
D'Angelo Russell,SG,6-4,193,24,"GOS, MIN",45,4,Ohio State,2015 Rnd 1 Pick 2,United States
Domantas Sabonis,PF,6-11,240,23,IND,62,3,Gonzaga,2016 Rnd 1 Pick 11,United States Lithuania
Luka Samanic,PF,6-10,227,20,SAS,3,0,Union Olimpija (Slovenia),2019 Rnd 1 Pick 19,Croatia
JaKarr Sampson,F,6-9,215,26,IND,34,4,St. John's,"2014 NBA Draft, Undrafted",United States
Dario Saric,SF,6-10,250,25,PHX,66,3,KK Cibona (Croatia),2014 Rnd 1 Pick 12,Croatia
Tomas Satoransky,PG,6-7,210,28,CHI,65,3,Coosur Real Betis (Spain),2012 Rnd 2 Pick 2,Czech Republic
Admiral Schofield,SF,6-5,240,22,WAS,33,0,Tennessee,2019 Rnd 2 Pick 12,United States
Dennis Schroder,PG,6-3,172,26,OKC,65,6,Basketball Lowen Braunschweig (Germany),2013 Rnd 1 Pick 17,Germany
Mike Scott,PF,6-8,237,31,PHI,68,7,Virginia,2012 Rnd 2 Pick 13,United States
Thabo Sefolosha,GF,6-7,220,35,HOU,41,13,Edilnol Pallacanestro Biella (Italy),2006 Rnd 1 Pick 13,Switzerland
Collin Sexton,PG,6-1,192,21,CLE,65,1,Alabama,2018 Rnd 1 Pick 8,United States
Landry Shamet,PG,6-4,190,22,LAC,53,1,Wichita State,2018 Rnd 1 Pick 26,United States
Marial Shayok,G,6-5,198,24,PHI,4,0,Iowa State,2019 Rnd 2 Pick 24,Canada
Iman Shumpert,G,6-5,220,29,BRK,13,8,Georgia Tech,2011 Rnd 1 Pick 17,United States
Pascal Siakam,F,6-8,240,25,TOR,60,3,New Mexico State,2016 Rnd 1 Pick 27,Cameroon
Chris Silva,PF,6-8,234,23,MIA,44,0,South Carolina,"2019 NBA Draft, Undrafted",Gabon
Ben Simmons,PF,6-10,240,23,PHI,57,3,LSU,2016 Rnd 1 Pick 1,Australia
Anfernee Simons,SG,6-3,195,20,POR,70,1,IMG Academy (Florida),2018 Rnd 1 Pick 24,United States
Alen Smailagic,PF,6-10,215,19,GSW,14,0,Santa Cruz Warriors,2019 Rnd 2 Pick 9,Serbia
Marcus Smart,PG,6-3,220,25,BOS,60,5,Oklahoma State,2014 Rnd 1 Pick 6,United States
Dennis Smith,PG,6-2,205,22,NYK,34,2,NC State,2017 Rnd 1 Pick 9,United States
Ish Smith,PG,6-0,175,31,WAS,68,9,Wake Forest,"2010 NBA Draft, Undrafted",United States
J.R. Smith,SG,6-6,225,34,LAL,6,15,Saint Benedict's Preparatory School (New Jersey),2004 Rnd 1 Pick 18,United States
Zhaire Smith,SG,6-4,199,20,PHI,7,1,Texas Tech,2018 Rnd 1 Pick 16,United States
Tony Snell,G,6-6,213,28,DET,59,6,New Mexico,2013 Rnd 1 Pick 20,United States
Omari Spellman,PF,6-8,245,22,GSW,49,1,Villanova,2018 Rnd 1 Pick 30,United States
Max Strus,G,6-5,220,23,CHI,2,0,DePaul,"2019 NBA Draft, Undrafted",United States
Edmond Sumner,G,6-4,185,24,IND,31,2,Xavier,2017 Rnd 2 Pick 22,United States
Caleb Swanigan,C,6-9,260,22,"POR, SAC",27,2,Purdue,2017 Rnd 1 Pick 26,United States
Jayson Tatum,SF,6-8,210,21,BOS,66,2,Duke,2017 Rnd 1 Pick 3,United States
Jeff Teague,PG,6-3,195,31,"ATL, MIN",59,10,Wake Forest,2009 Rnd 1 Pick 19,United States
Garrett Temple,G,6-5,195,33,BRK,62,9,LSU,"2009 NBA Draft, Undrafted",United States
Daniel Theis,C,6-8,245,27,BOS,65,2,Ratiopharm Ulm (Germany),"2013 NBA Draft, Undrafted",Germany
Isaiah Thomas,PG,5-9,185,31,WAS,40,8,Washington,2011 Rnd 2 Pick 30,United States
Khyri Thomas,SG,6-3,210,23,DET,8,1,Creighton,2018 Rnd 2 Pick 8,United States
Lance Thomas,F,6-8,240,31,BRK,7,8,Duke,"2010 NBA Draft, Undrafted",United States
Matt Thomas,G,6-4,190,25,TOR,41,0,Iowa State,"2017 NBA Draft, Undrafted",United States
Tristan Thompson,F,6-9,254,28,CLE,57,8,Texas,2011 Rnd 1 Pick 4,Canada
Sindarius Thornwell,SG,6-4,215,25,NOP,2,2,South Carolina,2017 Rnd 2 Pick 18,United States
Matisse Thybulle,SF,6-5,205,22,PHI,65,0,Washington,2019 Rnd 1 Pick 20,United States Australia
Anthony Tolliver,PF,6-8,245,34,"MEM, POR, SAC",55,12,Creighton,"2007 NBA Draft, Undrafted",United States
Juan Toscano-Anderson,F,6-6,213,26,GSW,13,0,Marquette,"2015 NBA Draft, Undrafted",United States Mexico
Karl-Anthony Towns,C,7-0,250,24,MIN,35,4,Kentucky,2015 Rnd 1 Pick 1,United States Dominican Republic
"Gary Trent, Jr.",SG,6-5,205,21,POR,61,1,Duke,2018 Rnd 2 Pick 7,United States
Allonzo Trier,SG,6-5,200,24,NYK,24,1,Arizona,"2018 NBA Draft, Undrafted",United States
P.J. Tucker,SF,6-6,245,34,HOU,72,8,Texas,2006 Rnd 2 Pick 5,United States
Rayjon Tucker,SF,6-3,209,22,UTA,20,0,Little Rock,"2019 NBA Draft, Undrafted",United States
Evan Turner,GF,6-7,220,31,ATL,19,9,Ohio State,2010 Rnd 1 Pick 2,United States
Myles Turner,FC,6-11,250,23,IND,62,4,Texas,2015 Rnd 1 Pick 11,United States
Jarrod Uthoff,F,6-9,221,26,"MEM, WAS",7,1,Iowa,"2016 NBA Draft, Undrafted",United States
Jonas Valanciunas,C,7-0,265,27,MEM,70,7,Lietuvos Rytas (Lithuania),2011 Rnd 1 Pick 5,Lithuania
Denzel Valentine,F,6-4,220,26,CHI,36,3,Michigan State,2016 Rnd 1 Pick 14,United States
Fred VanVleet,G,6-0,200,26,TOR,54,3,Wichita State,"2016 NBA Draft, Undrafted",United States
Jarred Vanderbilt,PF,6-8,214,20,"DEN, MIN",11,1,Kentucky,2018 Rnd 2 Pick 11,United States
Gabe Vincent,G,6-3,195,23,MIA,9,0,UC Santa Barbara,"2018 NBA Draft, Undrafted",United States Nigeria
Noah Vonleh,FC,6-10,257,24,"DEN, MIN",36,5,Indiana,2014 Rnd 1 Pick 9,United States
Nikola Vucevic,PF,6-11,260,29,ORL,62,8,USC,2011 Rnd 1 Pick 16,Switzerland Montenegro
Dean Wade,PF,6-9,219,23,CLE,12,0,Kansas State,"2019 NBA Draft, Undrafted",United States
Moe Wagner,PF,6-11,240,22,WAS,45,1,Michigan,2018 Rnd 1 Pick 25,Germany
Dion Waiters,SG,6-4,215,28,"LAL, MIA",10,7,Syracuse,2012 Rnd 1 Pick 4,United States
Kemba Walker,G,6-0,184,29,BOS,56,8,Connecticut,2011 Rnd 1 Pick 9,United States
Lonnie Walker,SG,6-5,205,21,SAS,61,1,Miami (FL),2018 Rnd 1 Pick 18,United States
Tyrone Wallace,G,6-5,198,25,ATL,14,2,California,2016 Rnd 2 Pick 30,United States
"Derrick Walton, Jr.",PG,6-0,189,24,"DET, LAC",26,1,Michigan,"2017 NBA Draft, Undrafted",United States
Brad Wanamaker,SG,6-3,210,30,BOS,71,1,Pittsburgh,"2011 NBA Draft, Undrafted",United States
T.J. Warren,F,6-8,222,26,IND,67,5,NC State,2014 Rnd 1 Pick 14,United States
P.J. Washington,PF,6-7,230,21,CHA,58,0,Kentucky,2019 Rnd 1 Pick 12,United States
Yuta Watanabe,F,6-8,214,25,MEM,18,1,George Washington,"2018 NBA Draft, Undrafted",Japan
Tremont Waters,PG,5-10,175,22,BOS,11,0,LSU,2019 Rnd 2 Pick 21,United States Puerto Rico
Paul Watson,GF,6-6,210,25,"ATL, TOR",10,0,Fresno State,"2017 NBA Draft, Undrafted",United States
Quinndary Weatherspoon,SG,6-4,207,23,SAS,11,0,Mississippi State,2019 Rnd 2 Pick 19,United States
Russell Westbrook,G,6-3,200,31,HOU,57,11,UCLA,2008 Rnd 1 Pick 4,United States
Coby White,PG,6-4,195,20,CHI,65,0,North Carolina,2019 Rnd 1 Pick 7,United States
