Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Kobe Bryant,SG,6-6,212,32,LAL,82,14,Lower Merion High School (Pennsylvania),1996 Rnd 1 Pick 13,United States
Chase Budinger,GF,6-7,215,22,HOU,78,1,Arizona,2009 Rnd 2 Pick 14,United States
Caron Butler,SF,6-7,228,30,DAL,29,8,Connecticut,2002 Rnd 1 Pick 10,United States
Rasual Butler,GF,6-7,215,31,"CHI, LAC",47,8,La Salle,2002 Rnd 2 Pick 24,United States
Andrew Bynum,C,7-0,285,23,LAL,54,5,St. Joseph High School (New Jersey),2005 Rnd 1 Pick 10,United States
Will Bynum,G,6-0,185,28,DET,61,3,Georgia Tech,"2005 NBA Draft, Undrafted",United States
Jose Calderon,G,6-3,200,29,TOR,68,5,Baskonia (Spain),"2003 NBA Draft, Undrafted",Spain
Marcus Camby,C,6-11,240,36,POR,59,14,Massachusetts,1996 Rnd 1 Pick 2,United States
Derrick Caracter,F,6-9,276,22,LAL,41,0,UTEP,2010 Rnd 2 Pick 28,United States
Brian Cardinal,PF,6-8,245,33,DAL,56,10,Purdue,2000 Rnd 2 Pick 15,United States
Rodney Carney,F,6-7,205,26,"GOS, MEM",27,4,Memphis,2006 Rnd 1 Pick 16,United States
DeMarre Carroll,F,6-8,215,24,"HOU, MEM",12,1,Missouri,2009 Rnd 1 Pick 27,United States
Matt Carroll,GF,6-6,212,30,CHA,54,7,Notre Dame,"2003 NBA Draft, Undrafted",United States
Anthony Carter,PG,6-1,190,35,"DEN, NYK",33,12,Hawaii,"1998 NBA Draft, Undrafted",United States
Vince Carter,SF,6-6,220,34,"ORL, PHX",73,12,North Carolina,1998 Rnd 1 Pick 5,United States
Omri Casspi,F,6-9,225,22,SAC,71,1,Maccabi FOX Tel Aviv (Israel),2009 Rnd 1 Pick 23,Israel
Mario Chalmers,G,6-2,190,24,MIA,70,2,Kansas,2008 Rnd 2 Pick 4,United States
Tyson Chandler,C,7-1,240,28,DAL,74,9,Dominguez High School (California),2001 Rnd 1 Pick 2,United States
Wilson Chandler,SF,6-9,225,23,"DEN, NYK",72,3,DePaul,2007 Rnd 1 Pick 23,United States
Josh Childress,SF,6-8,210,27,PHX,54,4,Stanford,2004 Rnd 1 Pick 6,United States
Earl Clark,F,6-10,234,23,"ORL, PHX",42,1,Louisville,2009 Rnd 1 Pick 14,United States
Jarron Collins,C,6-11,248,32,"LAC, POR",28,9,Stanford,2001 Rnd 2 Pick 24,United States
Jason Collins,C,7-0,255,32,ATL,49,9,Stanford,2001 Rnd 1 Pick 18,United States
Sherron Collins,PG,5-11,205,23,CHA,20,0,Kansas,"2010 NBA Draft, Undrafted",United States
Darren Collison,PG,6-0,175,23,IND,79,1,UCLA,2009 Rnd 1 Pick 21,United States
Nick Collison,FC,6-10,255,30,OKC,71,7,Kansas,2003 Rnd 1 Pick 12,United States
Mike Conley,PG,6-1,175,23,MEM,81,3,Ohio State,2007 Rnd 1 Pick 4,United States
Brian Cook,PF,6-9,234,30,LAC,40,7,Illinois,2003 Rnd 1 Pick 24,United States
Daequan Cook,G,6-5,205,23,OKC,43,3,Ohio State,2007 Rnd 1 Pick 21,United States
Marcus Cousin,C,6-11,255,24,UTA,4,0,Houston,"2009 NBA Draft, Undrafted",United States
DeMarcus Cousins,C,6-11,270,20,SAC,81,0,Kentucky,2010 Rnd 1 Pick 5,United States
Jamal Crawford,SG,6-5,195,30,ATL,76,10,Michigan,2000 Rnd 1 Pick 8,United States
Jordan Crawford,G,6-5,195,22,"ATL, WAS",42,0,Xavier,2010 Rnd 1 Pick 27,United States
Dante Cunningham,F,6-8,230,23,"CHA, POR",78,1,Villanova,2009 Rnd 2 Pick 3,United States
Stephen Curry,G,6-3,198,22,GSW,74,1,Davidson,2009 Rnd 1 Pick 7,United States
Samuel Dalembert,C,6-11,250,29,SAC,80,9,Seton Hall,2001 Rnd 1 Pick 26,Canada Haiti
Erick Dampier,C,6-11,265,35,MIA,51,14,Mississippi State,1996 Rnd 1 Pick 10,United States
Antonio Daniels,G,6-4,195,35,PHI,4,12,Bowling Green,1997 Rnd 1 Pick 4,United States
Marquis Daniels,SF,6-6,200,30,BOS,49,7,Auburn,"2003 NBA Draft, Undrafted",United States
Baron Davis,G,6-3,215,31,"CLE, LAC",58,11,UCLA,1999 Rnd 1 Pick 3,United States
Ed Davis,PF,6-9,218,21,TOR,65,0,North Carolina,2010 Rnd 1 Pick 13,United States
Glen Davis,PF,6-9,289,25,BOS,78,3,LSU,2007 Rnd 2 Pick 5,United States
Austin Daye,F,6-11,220,22,DET,72,1,Gonzaga,2009 Rnd 1 Pick 15,United States
DeMar DeRozan,GF,6-6,220,21,TOR,82,1,USC,2009 Rnd 1 Pick 9,United States
Carlos Delfino,SG,6-6,230,28,MIL,49,5,Fortituto Kontatto Bologna (Italy),2003 Rnd 1 Pick 25,Argentina
Luol Deng,GF,6-9,220,25,CHI,82,6,Duke,2004 Rnd 1 Pick 7,England South Sudan
Boris Diaw,PF,6-8,250,28,CHA,82,7,Pau-Orthez (France),2003 Rnd 1 Pick 21,France
Ike Diogu,PF,6-8,255,27,LAC,36,5,Arizona State,2005 Rnd 1 Pick 9,United States Nigeria
DeSagana Diop,C,7-0,280,29,CHA,16,9,Oak Hill Academy (Virginia),2001 Rnd 1 Pick 8,Senegal
Keyon Dooling,G,6-3,196,30,MIL,80,10,Missouri,2000 Rnd 1 Pick 10,United States
Joey Dorsey,FC,6-9,275,27,TOR,43,2,Memphis,2008 Rnd 2 Pick 3,United States
Toney Douglas,G,6-2,195,24,NYK,81,1,Florida State,2009 Rnd 1 Pick 29,United States
Chris Douglas-Roberts,SF,6-7,210,24,MIL,44,2,Memphis,2008 Rnd 2 Pick 10,United States
Zabian Dowdell,G,6-3,191,26,PHX,24,0,Virginia Tech,"2007 NBA Draft, Undrafted",United States
Goran Dragic,G,6-3,190,24,"HOU, PHX",70,2,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia
Jared Dudley,PF,6-7,237,25,PHX,82,3,Boston College,2007 Rnd 1 Pick 22,United States
Chris Duhon,G,6-1,190,28,ORL,51,6,Duke,2004 Rnd 2 Pick 9,United States
Tim Duncan,FC,6-11,250,34,SAS,76,13,Wake Forest,1997 Rnd 1 Pick 1,United States
Mike Dunleavy,GF,6-9,230,30,IND,61,8,Duke,2002 Rnd 1 Pick 3,United States
Ronald Dupree,F,6-7,209,30,TOR,3,5,LSU,"2003 NBA Draft, Undrafted",United States
Kevin Durant,SF,6-10,225,22,OKC,78,3,Texas,2007 Rnd 1 Pick 2,United States
Devin Ebanks,F,6-9,215,21,LAL,20,0,West Virginia,2010 Rnd 2 Pick 13,United States Greece
Wayne Ellington,SG,6-4,207,23,MIN,62,1,North Carolina,2009 Rnd 1 Pick 28,United States
Monta Ellis,G,6-3,185,25,GSW,80,5,Lanier High School (Mississippi),2005 Rnd 2 Pick 10,United States
Francisco Elson,C-F,7-0,235,35,UTA,62,7,California,1999 Rnd 2 Pick 12,Netherlands South Sudan
Melvin Ely,FC,6-10,261,32,DEN,30,7,Fresno State,2002 Rnd 1 Pick 12,United States
Semih Erden,C,7-0,240,24,"BOS, CLE",41,0,Fenerbahce Beko (Turkey),2008 Rnd 2 Pick 30,Turkey
Jeremy Evans,F,6-9,200,23,UTA,49,0,Western Kentucky,2010 Rnd 2 Pick 25,United States
Maurice Evans,G-F,6-5,220,32,"ATL, WAS",73,8,Texas,"2001 NBA Draft, Undrafted",United States
Reggie Evans,PF,6-8,245,30,TOR,30,8,Iowa,"2002 NBA Draft, Undrafted",United States
Tyreke Evans,G,6-6,220,21,SAC,57,1,Memphis,2009 Rnd 1 Pick 4,United States
Pat Ewing,F,6-8,237,26,NOP,7,0,Georgetown,2008 Rnd 2 Pick 13,United States Jamaica
Christian Eyenga,GF,6-7,210,21,CLE,44,0,CB Prat (Spain),2009 Rnd 1 Pick 30,Democratic Republic of the Congo
Jordan Farmar,PG,6-2,180,24,NJN,73,4,UCLA,2006 Rnd 1 Pick 26,United States
Derrick Favors,FC,6-10,265,19,"NJN, UTH",78,0,Georgia Tech,2010 Rnd 1 Pick 3,United States
Raymond Felton,PG,6-1,205,26,"DEN, NYK",75,5,North Carolina,2005 Rnd 1 Pick 5,United States
Rudy Fernandez,SG,6-6,185,25,POR,78,2,Joventut Badalona (Spain),2007 Rnd 1 Pick 24,Spain
Kyrylo Fesenko,C,7-1,280,24,UTA,53,3,BK Cherkassy (Ukraine),2007 Rnd 2 Pick 8,Ukraine
Landry Fields,F,6-7,210,22,NYK,82,0,Stanford,2010 Rnd 2 Pick 9,United States
Derek Fisher,G,6-1,210,36,LAL,82,14,Little Rock,1996 Rnd 1 Pick 24,United States
Jonny Flynn,PG,5-10,196,22,MIN,53,1,Syracuse,2009 Rnd 1 Pick 6,United States
Gary Forbes,F,6-7,220,26,DEN,63,0,Massachusetts,"2008 NBA Draft, Undrafted",Panama
T.J. Ford,PG,6-0,165,27,IND,41,7,Texas,2003 Rnd 1 Pick 8,United States
Jeff Foster,C,6-11,236,34,IND,56,11,Texas State,1999 Rnd 1 Pick 21,United States
Randy Foye,G,6-4,218,27,LAC,63,4,Villanova,2006 Rnd 1 Pick 7,United States
Channing Frye,FC,7-0,255,27,PHX,77,5,Arizona,2005 Rnd 1 Pick 8,United States
Dan Gadzuric,FC,6-11,240,33,"GOS, NJN",42,8,UCLA,2002 Rnd 2 Pick 5,Netherlands United States
Sundiata Gaines,G,6-1,195,24,"MIN, NJN, TOR",24,1,Georgia,"2008 NBA Draft, Undrafted",United States
Danilo Gallinari,SF,6-10,233,22,"DEN, NYK",62,2,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy
Francisco Garcia,GF,6-7,195,29,SAC,58,5,Louisville,2005 Rnd 1 Pick 23,Dominican Republic
Kevin Garnett,PF,6-11,240,34,BOS,71,15,Farragut Career Academy (Illinois),1995 Rnd 1 Pick 5,United States
Marc Gasol,C,7-1,255,26,MEM,81,2,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain
Pau Gasol,FC,7-0,250,30,LAL,82,9,Barca (Spain),2001 Rnd 1 Pick 3,Spain
Rudy Gay,SF,6-8,240,24,MEM,54,4,Connecticut,2006 Rnd 1 Pick 8,United States
Alonzo Gee,SF,6-6,225,23,"CLE, SAN, WAS",56,1,Alabama,"2009 NBA Draft, Undrafted",United States
Paul George,GF,6-8,220,20,IND,61,0,Fresno State,2010 Rnd 1 Pick 10,United States
Daniel Gibson,G,6-2,200,25,CLE,67,4,Texas,2006 Rnd 2 Pick 12,United States
Taj Gibson,F,6-9,232,25,CHI,80,1,USC,2009 Rnd 1 Pick 26,United States
Manu Ginobili,SG,6-6,205,33,SAS,80,8,Viola Reggio Calabria (Italy),1999 Rnd 2 Pick 28,Argentina
Ryan Gomes,F,6-7,245,28,LAC,76,5,Providence,2005 Rnd 2 Pick 20,United States
Drew Gooden,FC,6-10,250,29,MIL,35,8,Kansas,2002 Rnd 1 Pick 4,United States
Ben Gordon,SG,6-3,200,27,DET,82,6,Connecticut,2004 Rnd 1 Pick 3,England United States
Eric Gordon,G,6-3,215,22,LAC,56,2,Indiana,2008 Rnd 1 Pick 7,United States
Marcin Gortat,FC,6-11,240,27,"ORL, PHX",80,3,Koln 99ers (Germany),2005 Rnd 2 Pick 27,Poland
Joey Graham,G,6-7,225,28,CLE,39,5,Oklahoma State,2005 Rnd 1 Pick 16,United States
Stephen Graham,GF,6-6,215,28,NJN,59,5,Oklahoma State,"2005 NBA Draft, Undrafted",United States
Danny Granger,GF,6-9,222,27,IND,79,5,New Mexico,2005 Rnd 1 Pick 17,United States
Aaron Gray,C,7-0,270,26,NOP,41,3,Pittsburgh,2007 Rnd 2 Pick 19,United States
Danny Green,SF,6-6,220,23,SAS,8,1,North Carolina,2009 Rnd 2 Pick 16,United States
Jeff Green,F,6-8,235,24,"BOS, OKC",75,3,Georgetown,2007 Rnd 1 Pick 5,United States
Willie Green,SG,6-3,201,29,NOP,77,7,Detroit-Mercy,2003 Rnd 2 Pick 12,United States
Donte Greene,F,6-11,226,23,SAC,69,2,Syracuse,2008 Rnd 1 Pick 28,United States Germany
Orien Greene,G,6-5,218,29,NJN,3,3,Louisiana,2005 Rnd 2 Pick 23,United States
Blake Griffin,PF,6-9,246,21,LAC,82,1,Oklahoma,2009 Rnd 1 Pick 1,United States
Hamed Haddadi,C,7-2,265,25,MEM,31,2,Saba Mehr Qazvin BC (Iran),"2004 NBA Draft, Undrafted",Iran
Richard Hamilton,SG,6-7,193,33,DET,55,11,Connecticut,1999 Rnd 1 Pick 7,United States
Tyler Hansbrough,PF,6-9,250,25,IND,70,1,North Carolina,2009 Rnd 1 Pick 13,United States
Luke Harangody,F,6-8,245,23,"BOS, CLE",49,0,Notre Dame,2010 Rnd 2 Pick 22,United States
James Harden,SG,6-5,220,21,OKC,82,1,Arizona State,2009 Rnd 1 Pick 3,United States
Al Harrington,F,6-9,245,31,DEN,73,12,St. Patrick High School (New Jersey),1998 Rnd 1 Pick 25,United States
Devin Harris,G,6-3,185,28,"NJN, UTH",71,6,Wisconsin,2004 Rnd 1 Pick 5,United States
Manny Harris,G,6-5,185,21,CLE,54,0,Michigan,"2010 NBA Draft, Undrafted",United States
Mike Harris,F,6-6,242,27,HOU,4,2,Rice,"2005 NBA Draft, Undrafted",United States
Udonis Haslem,FC,6-8,235,30,MIA,13,7,Florida,"2002 NBA Draft, Undrafted",United States
Spencer Hawes,C,7-1,245,22,PHI,81,3,Washington,2007 Rnd 1 Pick 10,United States
Chuck Hayes,PF,6-6,240,27,HOU,74,5,Kentucky,"2005 NBA Draft, Undrafted",United States
Gordon Hayward,GF,6-7,225,20,UTA,72,0,Butler,2010 Rnd 1 Pick 9,United States
Lazar Hayward,F,6-6,225,24,MIN,42,0,Marquette,2010 Rnd 1 Pick 30,United States
Brendan Haywood,C,7-0,263,31,DAL,72,9,North Carolina,2001 Rnd 1 Pick 20,United States
Luther Head,G,6-3,185,28,SAC,36,5,Illinois,2005 Rnd 1 Pick 24,United States
Gerald Henderson,SG,6-5,215,23,CHA,68,1,Duke,2009 Rnd 1 Pick 12,United States
Xavier Henry,G,6-6,220,19,MEM,38,0,Kansas,2010 Rnd 1 Pick 12,United States
Roy Hibbert,C,7-2,270,24,IND,81,2,Georgetown,2008 Rnd 1 Pick 17,United States
J.J. Hickson,PF,6-9,242,22,CLE,80,2,NC State,2008 Rnd 1 Pick 19,United States
George Hill,G,6-3,188,24,SAS,76,2,IUPUI,2008 Rnd 1 Pick 26,United States
Grant Hill,SF,6-8,225,38,PHX,80,16,Duke,1994 Rnd 1 Pick 3,United States
Jordan Hill,PF,6-10,240,23,HOU,72,1,Arizona,2009 Rnd 1 Pick 8,United States
Kirk Hinrich,G,6-4,190,30,"ATL, WAS",72,7,Kansas,2003 Rnd 1 Pick 7,United States
Jrue Holiday,G,6-4,205,20,PHI,82,1,UCLA,2009 Rnd 1 Pick 17,United States
Ryan Hollins,C,7-0,230,26,CLE,70,4,UCLA,2006 Rnd 2 Pick 20,United States
Al Horford,FC,6-9,240,24,ATL,77,3,Florida,2007 Rnd 1 Pick 3,Dominican Republic United States
Eddie House,G,6-1,190,32,MIA,56,10,Arizona State,2000 Rnd 2 Pick 8,United States
Dwight Howard,C,6-11,265,25,ORL,78,6,Southwest Atlanta Christian Academy (Georgia),2004 Rnd 1 Pick 1,United States
Josh Howard,GF,6-7,210,30,WAS,18,7,Wake Forest,2003 Rnd 1 Pick 29,United States
Juwan Howard,PF,6-9,240,38,MIA,57,16,Michigan,1994 Rnd 1 Pick 5,United States
Lester Hudson,G,6-3,190,26,WAS,11,1,Tennessee-Martin,2009 Rnd 2 Pick 28,United States
Kris Humphries,PF,6-9,235,26,NJN,74,6,Minnesota,2004 Rnd 1 Pick 14,United States
Serge Ibaka,C,6-10,235,21,OKC,82,1,CB L'Hospitalet (Spain),2008 Rnd 1 Pick 24,Republic of the Congo Spain
Andre Iguodala,SF,6-6,215,27,PHI,67,6,Arizona,2004 Rnd 1 Pick 9,United States
Zydrunas Ilgauskas,C,7-3,260,35,MIA,72,14,BC Aisciai-Atletas (Lithuania),1996 Rnd 1 Pick 20,Lithuania
Ersan Ilyasova,F,6-10,235,23,MIL,60,3,Alpella B.K. (Turkey),2005 Rnd 2 Pick 6,Turkey
Royal Ivey,G,6-4,215,29,OKC,25,6,Texas,2004 Rnd 2 Pick 8,United States
Jarrett Jack,G,6-3,200,27,"NOP, TOR",83,5,Georgia Tech,2005 Rnd 1 Pick 22,United States
Darnell Jackson,F,6-8,241,25,SAC,59,2,Kansas,2008 Rnd 2 Pick 22,United States
Stephen Jackson,GF,6-8,220,32,CHA,67,13,Butler CC,1997 Rnd 2 Pick 14,United States
Damion James,SF,6-7,225,23,NJN,25,0,Texas,2010 Rnd 1 Pick 24,United States
LeBron James,F,6-8,250,26,MIA,79,7,St. Vincent St. Mary High School (Ohio),2003 Rnd 1 Pick 1,United States
Antawn Jamison,F,6-9,235,34,CLE,56,12,North Carolina,1998 Rnd 1 Pick 4,United States
Othyus Jeffers,GF,6-5,210,25,"SAN, WAS",17,1,Robert Morris,"2008 NBA Draft, Undrafted",United States
Al Jefferson,FC,6-10,289,26,UTA,82,6,Prentiss High School (Mississippi),2004 Rnd 1 Pick 15,United States
Richard Jefferson,SF,6-7,233,30,SAS,81,9,Arizona,2001 Rnd 1 Pick 13,United States
Jared Jeffries,PF,6-11,240,29,"HOU, NYK",42,8,Indiana,2002 Rnd 1 Pick 11,United States
Brandon Jennings,G,6-1,170,21,MIL,63,1,Virtus Roma (Italy),2009 Rnd 1 Pick 10,United States
Pooh Jeter,G,5-11,176,27,SAC,62,0,Portland,"2006 NBA Draft, Undrafted",United States Ukraine
Amir Johnson,PF,6-9,240,23,TOR,72,5,Westchester High School (California),2005 Rnd 2 Pick 26,United States
Armon Johnson,G,6-2,195,22,POR,38,0,Nevada,2010 Rnd 2 Pick 4,United States
Chris Johnson,C,6-11,209,25,"BOS, POR",14,0,LSU,"2009 NBA Draft, Undrafted",United States
James Johnson,F,6-7,240,24,"CHI, TOR",38,1,Wake Forest,2009 Rnd 1 Pick 16,United States
Joe Johnson,SG,6-7,240,29,ATL,72,9,Arkansas,2001 Rnd 1 Pick 10,United States
Trey Johnson,SF,6-5,215,26,"LAL, TOR",8,1,Jackson State,"2007 NBA Draft, Undrafted",United States Qatar
Wesley Johnson,GF,6-7,215,23,MIN,79,0,Syracuse,2010 Rnd 1 Pick 4,United States
Dahntay Jones,GF,6-6,225,30,IND,45,7,Duke,2003 Rnd 1 Pick 20,United States
Dominique Jones,G,6-4,215,22,DAL,18,0,South Florida,2010 Rnd 1 Pick 25,United States
James Jones,SF,6-8,218,30,MIA,81,7,Miami (FL),2003 Rnd 2 Pick 20,United States
Solomon Jones,C,6-10,230,26,IND,39,4,South Florida,2006 Rnd 2 Pick 3,United States
DeAndre Jordan,C,6-11,265,22,LAC,80,2,Texas A&M,2008 Rnd 2 Pick 5,United States
Chris Kaman,C,7-0,265,28,LAC,32,7,Central Michigan,2003 Rnd 1 Pick 6,United States Germany
Jason Kapono,SF,6-8,213,30,PHI,24,7,UCLA,2003 Rnd 2 Pick 2,United States
Jason Kidd,PG,6-4,210,37,DAL,80,16,California,1994 Rnd 1 Pick 2,United States
Andrei Kirilenko,PF,6-9,235,30,UTA,64,9,CSKA Moscow (Russia),1999 Rnd 1 Pick 24,Russia
Linas Kleiza,F,6-8,234,26,TOR,39,4,Missouri,2005 Rnd 1 Pick 27,Lithuania
Kyle Korver,SF,6-7,212,29,CHI,82,7,Creighton,2003 Rnd 2 Pick 22,United States
Kosta Koufos,C,7-0,265,22,"DEN, MIN",50,2,Ohio State,2008 Rnd 1 Pick 23,United States Greece
Nenad Krstic,C,6-10,255,27,"BOS, OKC",71,6,KK Partizan (Serbia),2002 Rnd 1 Pick 24,Serbia
Carl Landry,F,6-9,248,27,"NOP, SAC",76,3,Purdue,2007 Rnd 2 Pick 1,United States
Acie Law,SG,6-3,202,26,"GOS, MEM",51,3,Texas A&M,2007 Rnd 1 Pick 11,United States
Gani Lawal,F,6-9,234,22,PHX,1,0,Georgia Tech,2010 Rnd 2 Pick 16,United States Nigeria
