Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Tyler Bey,PF,6-7,215,23,DAL,18,0,Colorado,2020 Rnd 2 Pick 6,United States
Khem Birch,PF,6-8,226,28,"ORL, TOR",67,3,UNLV,"2014 NBA Draft, Undrafted",Canada
Goga Bitadze,C,6-11,245,21,IND,45,1,KK Mega Bemax (Serbia),2019 Rnd 1 Pick 18,Georgia
Bismack Biyombo,PF,6-9,255,28,CHA,66,9,Urbas Fuenlabrada (Spain),2011 Rnd 1 Pick 7,Democratic Republic of the Congo
Nemanja Bjelica,PF,6-10,235,32,"MIA, SAC",37,5,KK Crvena Zvezda (Serbia),2010 Rnd 2 Pick 5,Serbia
Eric Bledsoe,PG,6-1,214,31,NOP,71,10,Kentucky,2010 Rnd 1 Pick 18,United States
Keljin Blevins,G,6-4,200,25,POR,17,0,Montana State,"2019 NBA Draft, Undrafted",United States
Bogdan Bogdanovic,SG,6-6,220,28,ATL,44,3,KK Partizan (Serbia),2014 Rnd 1 Pick 27,Serbia
Bojan Bogdanovic,F,6-8,216,31,UTA,72,6,KK Cibona (Croatia),2011 Rnd 2 Pick 1,Bosnia and Herzegovina Croatia
Bol Bol,C,7-2,220,21,DEN,32,1,Oregon,2019 Rnd 2 Pick 14,United States
Marques Bolden,C,6-10,249,22,CLE,6,1,Duke,"2019 NBA Draft, Undrafted",United States Indonesia
Jordan Bone,SG,6-2,180,23,ORL,14,1,Tennessee,2019 Rnd 2 Pick 27,United States
Isaac Bonga,SG,6-8,180,21,WAS,40,2,Fraport Skyliners (Germany),2018 Rnd 2 Pick 9,Germany
Devin Booker,SG,6-6,206,24,PHX,67,5,Kentucky,2015 Rnd 1 Pick 13,United States
Chris Boucher,PF,6-9,198,28,TOR,60,3,Oregon,"2017 NBA Draft, Undrafted",Saint Lucia Canada
Brian Bowen II,SF,6-7,199,22,IND,6,1,Sydney (Australia),"2019 NBA Draft, Undrafted",United States
Avery Bradley,PG,6-3,180,30,"HOU, MIA",27,10,Texas,2010 Rnd 1 Pick 19,United States
Tony Bradley,C,6-10,248,23,"OKC, PHL",42,3,North Carolina,2017 Rnd 1 Pick 28,United States
Jarrell Brantley,SF,6-5,250,24,UTA,28,1,Charleston,2019 Rnd 2 Pick 20,United States
Ignas Brazdeikis,SF,6-7,221,22,"NYK, ORL, PHL",13,1,Michigan,2019 Rnd 2 Pick 17,Lithuania Canada
Mikal Bridges,SG,6-7,210,24,PHX,72,2,Villanova,2018 Rnd 1 Pick 10,United States
Miles Bridges,SF,6-7,225,22,CHA,66,2,Michigan State,2018 Rnd 1 Pick 12,United States
Amida Brimah,C,6-11,230,27,IND,5,0,Connecticut,"2017 NBA Draft, Undrafted",Ghana
Oshae Brissett,PF,6-7,210,22,IND,21,1,Syracuse,"2019 NBA Draft, Undrafted",Canada
Malcolm Brogdon,SG,6-5,229,28,IND,56,4,Virginia,2016 Rnd 2 Pick 6,United States
Armoni Brooks,SG,6-3,195,22,HOU,20,0,Houston,"2019 NBA Draft, Undrafted",United States
Dillon Brooks,F,6-6,220,25,MEM,67,3,Oregon,2017 Rnd 2 Pick 15,Canada
Jaylen Brown,SF,6-6,220,24,BOS,58,4,California,2016 Rnd 1 Pick 3,United States
"Bruce Brown, Jr.",SG,6-4,202,24,BRK,65,2,Miami (FL),2018 Rnd 2 Pick 12,United States
"Charlie Brown, Jr.",SG,6-6,199,24,OKC,9,1,Saint Joseph's,"2019 NBA Draft, Undrafted",United States
"Troy Brown, Jr.",SF,6-6,215,21,"CHI, WAS",34,2,Oregon,2018 Rnd 1 Pick 15,United States
Moses Brown,C,7-2,245,21,OKC,43,1,UCLA,"2019 NBA Draft, Undrafted",United States
Sterling Brown,G,6-5,219,26,HOU,51,3,Southern Methodist,2017 Rnd 2 Pick 16,United States
Jalen Brunson,PG,6-1,190,24,DAL,68,2,Villanova,2018 Rnd 2 Pick 3,United States
Elijah Bryant,SG,6-5,210,25,MIL,1,0,Brigham Young,"2018 NBA Draft, Undrafted",United States
Thomas Bryant,C,6-10,248,23,WAS,10,3,Indiana,2017 Rnd 2 Pick 12,United States
Reggie Bullock,SG,6-6,205,29,NYK,65,7,North Carolina,2013 Rnd 1 Pick 25,United States
Trey Burke,G,6-0,185,28,DAL,62,7,Michigan,2013 Rnd 1 Pick 9,United States
Alec Burks,SG,6-6,214,29,NYK,49,9,Colorado,2011 Rnd 1 Pick 12,United States
Jimmy Butler,GF,6-8,232,31,MIA,52,9,Marquette,2011 Rnd 1 Pick 30,United States
Bruno Caboclo,PF,6-9,218,25,HOU,6,6,Pinheiros/Sky (Brazil),2014 Rnd 1 Pick 20,Brazil
Devontae Cacok,PF,6-7,240,24,LAL,20,1,UNC Wilmington,"2019 NBA Draft, Undrafted",United States
Kentavious Caldwell-Pope,SG,6-5,204,28,LAL,67,7,Georgia,2013 Rnd 1 Pick 8,United States
Facundo Campazzo,PG,5-11,165,29,DEN,65,0,Penarol (Argentina),"2013 NBA Draft, Undrafted",Argentina
Vlatko Cancar,SF,6-8,236,23,DEN,41,1,KK Mega Bemax (Serbia),2017 Rnd 2 Pick 19,Slovenia
Devin Cannady,PG,6-1,190,24,ORL,8,0,Princeton,"2019 NBA Draft, Undrafted",United States
Clint Capela,PF,6-10,240,26,ATL,63,6,Chalon-Sur-Saone (France),2014 Rnd 1 Pick 25,Switzerland
"Vernon Carey, Jr.",PF,6-9,270,20,CHA,19,0,Duke,2020 Rnd 2 Pick 2,United States
Jevon Carter,PG,6-1,195,25,PHX,60,2,West Virginia,2018 Rnd 2 Pick 2,United States
"Wendell Carter, Jr.",PF,6-10,265,21,"CHI, ORL",54,2,Duke,2018 Rnd 1 Pick 7,United States
Michael Carter-Williams,PG,6-6,195,29,ORL,31,7,Syracuse,2013 Rnd 1 Pick 11,United States
Alex Caruso,G,6-5,186,27,LAL,58,3,Texas A&M,"2016 NBA Draft, Undrafted",United States
Willie Cauley-Stein,C,7-0,240,27,DAL,53,5,Kentucky,2015 Rnd 1 Pick 6,United States
Chris Chiozza,PG,5-11,179,25,BRK,22,2,Florida,"2018 NBA Draft, Undrafted",United States
Marquese Chriss,PF,6-9,240,23,GSW,2,4,Washington,2016 Rnd 1 Pick 8,United States
Gary Clark,SF,6-6,225,26,"DEN, ORL, PHL",39,2,Cincinnati,"2018 NBA Draft, Undrafted",United States
Brandon Clarke,PF,6-8,210,24,MEM,59,1,Gonzaga,2019 Rnd 1 Pick 21,Canada
Jordan Clarkson,G,6-5,192,28,UTA,68,6,Missouri,2014 Rnd 2 Pick 16,United States Philippines
Nicolas Claxton,C,6-11,226,21,BRK,32,1,Georgia,2019 Rnd 2 Pick 1,United States U.S. Virgin Islands
Amir Coffey,SF,6-7,210,23,LAC,44,1,Minnesota,"2019 NBA Draft, Undrafted",United States
John Collins,PF,6-9,235,23,ATL,63,3,Wake Forest,2017 Rnd 1 Pick 19,United States
Mike Conley,PG,6-1,175,33,UTA,51,13,Ohio State,2007 Rnd 1 Pick 4,United States
Pat Connaughton,SF,6-4,209,28,MIL,69,5,Notre Dame,2015 Rnd 2 Pick 11,United States
Quinn Cook,PG,6-1,180,27,"CLE, LAL",23,4,Duke,"2015 NBA Draft, Undrafted",United States
Tyler Cook,C,6-8,255,23,"BRK, DET",32,1,Iowa,"2019 NBA Draft, Undrafted",United States
DeMarcus Cousins,C,6-11,270,30,"HOU, LAC",41,10,Kentucky,2010 Rnd 1 Pick 5,United States
Robert Covington,F,6-7,209,30,POR,70,7,Tennessee State,"2013 NBA Draft, Undrafted",United States
Torrey Craig,GF,6-7,221,30,"MIL, PHX",50,3,USC Upstate,"2014 NBA Draft, Undrafted",United States
Jae Crowder,SF,6-6,235,30,PHX,60,8,Marquette,2012 Rnd 2 Pick 4,United States
Jarrett Culver,SG,6-6,195,22,MIN,34,1,Texas Tech,2019 Rnd 1 Pick 6,United States
Seth Curry,G,6-1,190,30,PHI,57,7,Duke,"2013 NBA Draft, Undrafted",United States
Stephen Curry,G,6-3,198,32,GSW,63,11,Davidson,2009 Rnd 1 Pick 7,United States
Nate Darling,SG,6-5,200,22,CHA,7,0,Delaware,"2020 NBA Draft, Undrafted",Canada
Anthony Davis,PF,6-10,253,27,LAL,36,8,Kentucky,2012 Rnd 1 Pick 1,United States
Ed Davis,PF,6-9,218,31,MIN,23,10,North Carolina,2010 Rnd 1 Pick 13,United States
Terence Davis,SF,6-4,201,23,"SAC, TOR",61,1,Ole Miss,"2019 NBA Draft, Undrafted",United States
DeMar DeRozan,GF,6-6,220,31,SAS,61,11,USC,2009 Rnd 1 Pick 9,United States
Gabriel Deck,F,6-8,232,26,OKC,10,0,Quimsa (Argentina),"2017 NBA Draft, Undrafted",Argentina
Dewayne Dedmon,PF,7-0,245,31,MIA,16,7,USC,"2013 NBA Draft, Undrafted",United States
Matt Dellavedova,G,6-3,200,30,CLE,13,7,Saint Mary's,"2013 NBA Draft, Undrafted",Australia
Donte DiVincenzo,SG,6-4,206,24,MIL,66,2,Villanova,2018 Rnd 1 Pick 17,United States
Mamadi Diakite,PF,6-9,224,24,MIL,14,0,Virginia,"2020 NBA Draft, Undrafted",Guinea
Hamidou Diallo,SG,6-5,202,22,"DET, OKC",52,2,Kentucky,2018 Rnd 2 Pick 15,United States Guinea
Gorgui Dieng,FC,6-10,250,31,"MEM, SAN",38,7,Louisville,2013 Rnd 1 Pick 21,Senegal
Spencer Dinwiddie,PG,6-5,215,27,BRK,3,6,Colorado,2014 Rnd 2 Pick 8,United States
Luka Doncic,SF,6-7,230,22,DAL,66,2,Real Madrid (Spain),2018 Rnd 1 Pick 3,Slovenia
Luguentz Dort,PG,6-4,220,21,OKC,52,1,Arizona State,"2019 NBA Draft, Undrafted",Canada
Damyean Dotson,SG,6-5,205,26,CLE,46,3,Houston,2017 Rnd 2 Pick 14,United States
Devon Dotson,PG,6-1,185,21,CHI,11,0,Kansas,"2020 NBA Draft, Undrafted",United States
Sekou Doumbouya,F,6-8,235,20,DET,56,1,CSP Limoges (France),2019 Rnd 1 Pick 15,France Guinea
P.J. Dozier,PG,6-6,205,24,DEN,50,3,South Carolina,"2017 NBA Draft, Undrafted",United States
Goran Dragic,G,6-3,190,34,MIA,50,12,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia
Andre Drummond,C,6-10,279,27,"CLE, LAL",46,8,Connecticut,2012 Rnd 1 Pick 9,United States
Jared Dudley,PF,6-7,237,35,LAL,12,13,Boston College,2007 Rnd 1 Pick 22,United States
Kris Dunn,SG,6-3,205,26,ATL,4,4,Providence,2016 Rnd 1 Pick 5,United States
Kevin Durant,SF,6-10,225,32,BRK,35,13,Texas,2007 Rnd 1 Pick 2,United States
Anthony Edwards,SF,6-5,229,19,MIN,72,0,Georgia,2020 Rnd 1 Pick 1,United States
Carsen Edwards,PG,5-11,200,22,BOS,31,1,Purdue,2019 Rnd 2 Pick 3,United States
C.J. Elleby,SF,6-6,200,20,POR,30,0,Washington State,2020 Rnd 2 Pick 16,United States
Henry Ellenson,PF,6-10,240,24,TOR,2,4,Marquette,2016 Rnd 1 Pick 18,United States
Wayne Ellington,SG,6-4,207,33,DET,46,11,North Carolina,2009 Rnd 1 Pick 28,United States
Joel Embiid,C,7-0,280,26,PHI,51,6,Kansas,2014 Rnd 1 Pick 3,Cameroon
James Ennis,GF,6-6,215,30,ORL,41,6,Long Beach State,2013 Rnd 2 Pick 20,United States
Drew Eubanks,C,6-9,245,24,SAS,54,2,Oregon State,"2018 NBA Draft, Undrafted",United States
Dante Exum,PG,6-5,214,25,CLE,6,6,Australian Institute of Sport (Australian Capital Territory),2014 Rnd 1 Pick 5,Australia
Tacko Fall,C,7-6,250,25,BOS,19,1,UCF,"2019 NBA Draft, Undrafted",Senegal
Derrick Favors,FC,6-10,265,29,UTA,68,10,Georgia Tech,2010 Rnd 1 Pick 3,United States
Cristiano Felicio,C,6-10,275,28,CHI,18,5,Minas (Brazil),"2014 NBA Draft, Undrafted",Brazil
Terrance Ferguson,SG,6-7,190,22,PHI,13,3,Adelaide (Australia),2017 Rnd 1 Pick 21,United States
Bruno Fernando,C,6-9,240,22,ATL,33,1,Maryland,2019 Rnd 2 Pick 4,Angola
Yogi Ferrell,G,6-0,180,27,"CLE, LAC",10,4,Indiana,"2016 NBA Draft, Undrafted",United States
Dorian Finney-Smith,SF,6-7,220,27,DAL,60,4,Florida,"2016 NBA Draft, Undrafted",United States
Malik Fitts,SF,6-8,230,23,LAC,3,0,Saint Mary's,"2020 NBA Draft, Undrafted",United States
Malachi Flynn,PG,6-1,176,22,TOR,47,0,San Diego State,2020 Rnd 1 Pick 29,United States
Bryn Forbes,G,6-2,205,27,MIL,70,4,Michigan State,"2016 NBA Draft, Undrafted",United States
Trent Forrest,SG,6-4,210,22,UTA,30,0,Florida State,"2020 NBA Draft, Undrafted",United States
Evan Fournier,SG,6-7,205,28,"BOS, ORL",42,8,Poitiers Basket 86 (France),2012 Rnd 1 Pick 20,France
De'Aaron Fox,PG,6-3,185,23,SAC,58,3,Kentucky,2017 Rnd 1 Pick 5,United States
Robert Franks,PF,6-7,225,24,ORL,7,1,Washington State,"2019 NBA Draft, Undrafted",United States
Tim Frazier,G,6-0,172,30,MEM,5,6,Penn State,"2014 NBA Draft, Undrafted",United States
Enes Freedom,F,6-10,250,28,POR,72,9,Kentucky,2011 Rnd 1 Pick 3,Switzerland Turkey
Markelle Fultz,PG,6-4,210,22,ORL,8,3,Washington,2017 Rnd 1 Pick 1,United States
Wenyen Gabriel,PF,6-9,205,23,NOP,21,2,Kentucky,"2018 NBA Draft, Undrafted",South Sudan
Daniel Gafford,C,6-10,234,22,"CHI, WAS",54,1,Arkansas,2019 Rnd 2 Pick 8,United States
Danilo Gallinari,SF,6-10,233,32,ATL,51,12,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy
Langston Galloway,G,6-1,200,29,PHX,40,6,Saint Joseph's,"2014 NBA Draft, Undrafted",United States
Darius Garland,G,6-1,186,21,CLE,54,1,Vanderbilt,2019 Rnd 1 Pick 5,United States
Marc Gasol,C,7-1,255,36,LAL,52,12,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain
Rudy Gay,SF,6-8,240,34,SAS,63,14,Connecticut,2006 Rnd 1 Pick 8,United States
Paul George,GF,6-8,220,30,LAC,54,10,Fresno State,2010 Rnd 1 Pick 10,United States
Taj Gibson,F,6-9,232,35,NYK,45,11,USC,2009 Rnd 1 Pick 26,United States
Harry Giles,PF,6-11,240,22,POR,38,3,Duke,2017 Rnd 1 Pick 20,United States
Shai Gilgeous-Alexander,PG,6-6,195,22,OKC,35,2,Kentucky,2018 Rnd 1 Pick 11,Canada
Anthony Gill,PF,6-8,230,28,WAS,26,0,Virginia,"2016 NBA Draft, Undrafted",United States
Freddie Gillespie,F,6-9,245,23,TOR,20,0,Baylor,"2020 NBA Draft, Undrafted",United States
Rudy Gobert,C,7-1,256,28,UTA,71,7,Cholet Basket (France),2013 Rnd 1 Pick 27,France
Brandon Goodwin,PG,6-0,180,25,ATL,47,2,Florida Gulf Coast,"2018 NBA Draft, Undrafted",United States
Aaron Gordon,F,6-8,235,25,"DEN, ORL",50,6,Arizona,2014 Rnd 1 Pick 4,United States
Eric Gordon,G,6-3,215,32,HOU,27,12,Indiana,2008 Rnd 1 Pick 7,United States
Devonte' Graham,PG,6-1,195,26,CHA,55,2,Kansas,2018 Rnd 2 Pick 4,United States
Jerami Grant,F,6-8,210,26,DET,54,6,Syracuse,2014 Rnd 2 Pick 9,United States
Danny Green,SF,6-6,220,33,PHI,69,11,North Carolina,2009 Rnd 2 Pick 16,United States
Draymond Green,F,6-6,234,30,GSW,63,8,Michigan State,2012 Rnd 2 Pick 5,United States
JaMychal Green,PF,6-8,227,30,DEN,58,6,Alabama,"2012 NBA Draft, Undrafted",United States
Javonte Green,G,6-5,205,27,"BOS, CHI",41,1,Radford,"2015 NBA Draft, Undrafted",United States Montenegro
Jeff Green,F,6-8,235,34,BRK,68,12,Georgetown,2007 Rnd 1 Pick 5,United States
Josh Green,SG,6-6,210,20,DAL,39,0,Arizona,2020 Rnd 1 Pick 18,United States Australia
Blake Griffin,PF,6-9,246,31,"BRK, DET",46,11,Oklahoma,2009 Rnd 1 Pick 1,United States
Kyle Guy,SG,6-1,167,23,SAC,31,1,Virginia,2019 Rnd 2 Pick 25,United States
Rui Hachimura,F,6-8,230,23,WAS,57,1,Gonzaga,2019 Rnd 1 Pick 9,Japan
Ashton Hagans,PG,6-3,190,21,MIN,2,0,Kentucky,"2020 NBA Draft, Undrafted",United States
Tyrese Haliburton,PG,6-5,185,21,SAC,58,0,Iowa State,2020 Rnd 1 Pick 12,United States
Donta Hall,PF,6-9,229,23,ORL,13,1,Alabama,"2019 NBA Draft, Undrafted",United States
Josh Hall,F,6-9,190,20,OKC,21,0,Moravian Prep (North Carolina),"2020 NBA Draft, Undrafted",United States
R.J. Hampton,G,6-6,190,20,"DEN, ORL",51,0,New Zealand (New Zealand),2020 Rnd 1 Pick 24,United States
Tim Hardaway Jr.,SG,6-5,205,28,DAL,70,7,Michigan,2013 Rnd 1 Pick 24,United States
James Harden,SG,6-5,220,31,"BRK, HOU",44,11,Arizona State,2009 Rnd 1 Pick 3,United States
Maurice Harkless,F,6-9,220,27,"MIA, SAC",37,8,St. John's,2012 Rnd 1 Pick 15,United States Puerto Rico
Jared Harper,PG,6-0,175,23,NYK,8,1,Auburn,"2019 NBA Draft, Undrafted",United States
Montrezl Harrell,F,6-7,240,27,LAL,69,5,Louisville,2015 Rnd 2 Pick 2,United States
Gary Harris,SG,6-4,210,26,"DEN, ORL",39,6,Michigan State,2014 Rnd 1 Pick 19,United States
Jalen Harris,SG,6-5,195,22,TOR,13,0,Nevada,2020 Rnd 2 Pick 29,United States
Joe Harris,SG,6-6,215,29,BRK,69,6,Virginia,2014 Rnd 2 Pick 3,United States
Tobias Harris,F,6-7,230,28,PHI,62,9,Tennessee,2011 Rnd 1 Pick 19,United States
Shaquille Harrison,G,6-3,195,27,"DEN, UTH",34,3,Tulsa,"2016 NBA Draft, Undrafted",United States
Josh Hart,SG,6-5,215,25,NOP,47,3,Villanova,2017 Rnd 1 Pick 30,United States
Isaiah Hartenstein,PF,7-0,250,22,"CLE, DEN",46,2,Zalgiris (Lithuania),2017 Rnd 2 Pick 13,United States Germany
Udonis Haslem,FC,6-8,235,40,MIA,1,17,Florida,"2002 NBA Draft, Undrafted",United States
Jaxson Hayes,PF,6-11,220,20,NOP,60,1,Texas,2019 Rnd 1 Pick 8,United States
Killian Hayes,G,6-5,216,19,DET,26,0,Ratiopharm Ulm (Germany),2020 Rnd 1 Pick 7,France United States
Gordon Hayward,GF,6-7,225,30,CHA,44,10,Butler,2010 Rnd 1 Pick 9,United States
Juancho Hernangomez,F,6-9,215,25,MIN,52,4,Movistar Estudiantes (Spain),2016 Rnd 1 Pick 15,Spain
Willy Hernangomez,C,6-11,250,26,NOP,47,4,Cajasol Seville U18 (Spain),2015 Rnd 2 Pick 5,Spain
Tyler Herro,SG,6-6,195,21,MIA,54,1,Kentucky,2019 Rnd 1 Pick 13,United States
Buddy Hield,G,6-4,220,28,SAC,71,4,Oklahoma,2016 Rnd 1 Pick 6,Bahamas
George Hill,G,6-3,188,34,"OKC, PHL",30,12,IUPUI,2008 Rnd 1 Pick 26,United States
Solomon Hill,SF,6-6,226,29,ATL,71,7,Arizona,2013 Rnd 1 Pick 23,United States
Nathaniel Hinton,SF,6-5,210,21,DAL,21,0,Houston,"2020 NBA Draft, Undrafted",United States
Jaylen Hoard,PF,6-8,216,21,OKC,19,1,Wake Forest,"2019 NBA Draft, Undrafted",France
Aaron Holiday,PG,6-0,185,24,IND,66,2,UCLA,2018 Rnd 1 Pick 23,United States
Jrue Holiday,G,6-4,205,30,MIL,59,11,UCLA,2009 Rnd 1 Pick 17,United States
Justin Holiday,SF,6-6,181,31,IND,72,7,Washington,"2011 NBA Draft, Undrafted",United States
Rondae Hollis-Jefferson,SF,6-6,217,26,POR,11,5,Arizona,2015 Rnd 1 Pick 23,United States
Richaun Holmes,F,6-10,240,27,SAC,61,5,Bowling Green,2015 Rnd 2 Pick 7,United States
Rodney Hood,F,6-8,205,28,"POR, TOR",55,6,Duke,2014 Rnd 1 Pick 23,United States
Al Horford,FC,6-9,240,34,OKC,28,13,Florida,2007 Rnd 1 Pick 3,Dominican Republic United States
Talen Horton-Tucker,SF,6-4,233,20,LAL,65,1,Iowa State,2019 Rnd 2 Pick 16,United States
Danuel House,F,6-6,215,27,HOU,36,4,Texas A&M,"2016 NBA Draft, Undrafted",United States
Dwight Howard,C,6-11,265,35,PHI,69,16,Southwest Atlanta Christian Academy (Georgia),2004 Rnd 1 Pick 1,United States
Markus Howard,SG,5-11,180,21,DEN,37,0,Marquette,"2020 NBA Draft, Undrafted",United States
Kevin Huerter,SF,6-7,190,22,ATL,69,2,Maryland,2018 Rnd 1 Pick 19,United States
Elijah Hughes,SF,6-6,215,22,UTA,18,0,Syracuse,2020 Rnd 2 Pick 9,United States
De'Andre Hunter,PF,6-7,225,23,ATL,23,1,Virginia,2019 Rnd 1 Pick 4,United States
Chandler Hutchison,SG,6-7,197,24,"CHI, WAS",25,2,Boise State,2018 Rnd 1 Pick 22,United States
Serge Ibaka,C,6-10,235,31,LAC,41,11,CB L'Hospitalet (Spain),2008 Rnd 1 Pick 24,Republic of the Congo Spain
Andre Iguodala,SF,6-6,215,37,MIA,63,16,Arizona,2004 Rnd 1 Pick 9,United States
Ersan Ilyasova,F,6-10,235,33,UTA,17,13,Alpella B.K. (Turkey),2005 Rnd 2 Pick 6,Turkey
Joe Ingles,F,6-8,226,33,UTA,67,6,Melbourne South (Australia),"2009 NBA Draft, Undrafted",Australia
Brandon Ingram,SF,6-7,190,23,NOP,61,4,Duke,2016 Rnd 1 Pick 2,United States
Kyrie Irving,G,6-2,191,28,BRK,54,9,Duke,2011 Rnd 1 Pick 1,United States Australia
Wesley Iwundu,F,6-6,195,26,"DAL, NOP",41,3,Kansas State,2017 Rnd 2 Pick 3,United States
Frank Jackson,SG,6-3,205,22,DET,40,3,Duke,2017 Rnd 2 Pick 1,United States
Josh Jackson,SF,6-8,207,24,DET,62,3,Kansas,2017 Rnd 1 Pick 4,United States
"Jaren Jackson, Jr.",PF,6-11,242,21,MEM,11,2,Michigan State,2018 Rnd 1 Pick 4,United States
Justin Jackson,F,6-8,220,25,"MIL, OKC",34,3,North Carolina,2017 Rnd 1 Pick 15,United States
Reggie Jackson,G,6-2,208,30,LAC,67,9,Boston College,2011 Rnd 1 Pick 24,Italy United States
Justin James,SG,6-7,190,24,SAC,36,1,Wyoming,2019 Rnd 2 Pick 10,United States
