Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Kawhi Leonard,F,6-7,225,21,SAS,58,1,San Diego State,2011 Rnd 1 Pick 15,United States
Meyers Leonard,C,7-1,255,21,POR,69,0,Illinois,2012 Rnd 1 Pick 11,United States
Jon Leuer,PF,6-10,228,23,"CLE, MEM",28,1,Wisconsin,2011 Rnd 2 Pick 10,United States
Rashard Lewis,F,6-10,235,33,MIA,55,14,Alief Elsik High School (Texas),1998 Rnd 2 Pick 3,United States
DeAndre Liggins,G,6-6,210,24,OKC,39,1,Kentucky,2011 Rnd 2 Pick 23,United States
Damian Lillard,G,6-2,200,22,POR,82,0,Weber State,2012 Rnd 1 Pick 6,United States
Jeremy Lin,G,6-3,200,24,HOU,82,2,Harvard,"2010 NBA Draft, Undrafted",United States
Shaun Livingston,G,6-7,192,27,"CLE, WAS",66,8,Peoria Central High School (Illinois),2004 Rnd 1 Pick 4,United States
Brook Lopez,C,7-0,270,24,BRK,74,4,Stanford,2008 Rnd 1 Pick 10,United States
Robin Lopez,FC,7-0,275,24,NOP,82,4,Stanford,2008 Rnd 1 Pick 15,United States
Kevin Love,FC,6-8,247,24,MIN,18,4,UCLA,2008 Rnd 1 Pick 5,United States
Kyle Lowry,PG,6-1,196,26,TOR,68,6,Villanova,2006 Rnd 1 Pick 24,United States
John Lucas,PG,5-11,166,30,TOR,63,5,Oklahoma State,"2005 NBA Draft, Undrafted",United States
Scott Machado,G,6-1,201,22,HOU,6,0,Iona,"2012 NBA Draft, Undrafted",United States Brazil
Shelvin Mack,G,6-3,203,22,"ATL, PHL, WAS",31,1,Butler,2011 Rnd 2 Pick 4,United States
Corey Maggette,GF,6-6,225,33,DET,18,13,Duke,1999 Rnd 1 Pick 13,United States
Ian Mahinmi,C,6-11,262,26,IND,80,5,STB Le Havre (France),2005 Rnd 1 Pick 28,France
Shawn Marion,F,6-7,228,34,DAL,67,13,UNLV,1999 Rnd 1 Pick 9,United States
Kendall Marshall,PG,6-4,195,21,PHX,48,0,North Carolina,2012 Rnd 1 Pick 13,United States
Cartier Martin,F,6-7,220,28,WAS,41,4,Kansas State,"2007 NBA Draft, Undrafted",United States
Kenyon Martin,F,6-9,240,35,NYK,18,12,Cincinnati,2000 Rnd 1 Pick 1,United States
Kevin Martin,SG,6-7,199,30,OKC,77,8,Western Carolina,2004 Rnd 1 Pick 26,United States
Roger Mason,SG,6-5,205,32,NOP,69,9,Virginia,2002 Rnd 2 Pick 2,United States
Wesley Matthews,G,6-5,220,26,POR,69,3,Marquette,"2009 NBA Draft, Undrafted",United States
Jason Maxiell,PF,6-7,260,30,DET,72,7,Cincinnati,2005 Rnd 1 Pick 26,United States
Eric Maynor,G,6-3,175,25,"OKC, POR",64,3,VCU,2009 Rnd 1 Pick 20,United States
O.J. Mayo,SG,6-5,210,25,DAL,82,4,USC,2008 Rnd 1 Pick 3,United States
Luc Mbah a Moute,F,6-8,230,26,MIL,58,4,UCLA,2008 Rnd 2 Pick 7,Cameroon
JaVale McGee,C,7-0,270,25,DEN,79,4,Nevada,2008 Rnd 1 Pick 18,United States
Dominic McGuire,F,6-9,235,27,"IND, NOP, TOR",26,5,Fresno State,2007 Rnd 2 Pick 17,United States
Josh McRoberts,PF,6-10,240,26,"CHA, ORL",67,5,Duke,2007 Rnd 2 Pick 7,United States
Jodie Meeks,G,6-4,210,25,LAL,78,3,Kentucky,2009 Rnd 2 Pick 11,United States
Fab Melo,C,7-0,255,22,BOS,6,0,Syracuse,2012 Rnd 1 Pick 22,Brazil
Khris Middleton,SF,6-8,222,21,DET,27,0,Texas A&M,2012 Rnd 2 Pick 9,United States
C.J. Miles,GF,6-6,220,25,CLE,65,7,Skyline High School (Texas),2005 Rnd 2 Pick 4,United States
Darko Milicic,FC,7-0,275,27,BOS,1,9,KK Vrsac Swisslion (Serbia),2003 Rnd 1 Pick 2,Serbia
Andre Miller,PG,6-3,200,36,DEN,82,13,Utah,1999 Rnd 1 Pick 8,United States
Darius Miller,GF,6-8,225,22,NOP,52,0,Kentucky,2012 Rnd 2 Pick 16,United States
Mike Miller,GF,6-8,218,33,MIA,59,12,Florida,2000 Rnd 1 Pick 5,United States
Quincy Miller,PF,6-11,210,20,DEN,7,0,Baylor,2012 Rnd 2 Pick 8,United States
Patty Mills,G,6-0,180,24,SAS,58,3,Saint Mary's,2009 Rnd 2 Pick 25,Australia
Paul Millsap,FC,6-7,250,28,UTA,78,6,Louisiana Tech,2006 Rnd 2 Pick 17,United States
Nazr Mohammed,C,6-10,250,35,CHI,63,14,Kentucky,1998 Rnd 1 Pick 29,United States
Greg Monroe,FC,6-11,265,22,DET,81,2,Georgetown,2010 Rnd 1 Pick 7,United States
E'Twaun Moore,SG,6-4,191,24,ORL,75,1,Purdue,2011 Rnd 2 Pick 25,United States
Darius Morris,G,6-4,195,22,LAL,48,1,Michigan,2011 Rnd 2 Pick 11,United States France
Marcus Morris,F,6-8,218,23,"HOU, PHX",77,1,Kansas,2011 Rnd 1 Pick 14,United States
Markieff Morris,PF,6-9,250,23,PHX,82,1,Kansas,2011 Rnd 1 Pick 13,United States
Anthony Morrow,GF,6-5,210,27,"ATL, DAL",41,4,Georgia Tech,"2008 NBA Draft, Undrafted",United States
Donatas Motiejunas,C,7-0,222,22,HOU,44,0,Universo De'Longhi Treviso (Italy),2011 Rnd 1 Pick 20,Lithuania
Arnett Moultrie,PF,6-11,250,22,PHI,47,0,Mississippi State,2012 Rnd 1 Pick 27,United States
Timofey Mozgov,C,7-1,275,26,DEN,41,2,Khimki (Russia),"2008 NBA Draft, Undrafted",Russia
Byron Mullens,C,7-0,270,24,CHA,53,3,Ohio State,2009 Rnd 1 Pick 24,United States
Kevin Murphy,GF,6-5,185,22,UTA,17,0,Tennessee Tech,2012 Rnd 2 Pick 17,United States
Troy Murphy,FC,6-11,245,32,DAL,14,11,Notre Dame,2001 Rnd 1 Pick 14,United States
Steve Nash,G,6-3,178,39,LAL,50,16,Santa Clara,1996 Rnd 1 Pick 15,Canada South Africa
Gary Neal,G,6-4,210,28,SAS,68,2,Towson,"2007 NBA Draft, Undrafted",United States
Jameer Nelson,G,6-0,190,31,ORL,56,8,Saint Joseph's,2004 Rnd 1 Pick 20,United States
Maybyner Nene,C,6-11,250,30,WAS,61,10,Vasco da Gama (Brazil),2002 Rnd 1 Pick 7,Brazil
Andrew Nicholson,F,6-9,250,23,ORL,75,0,St. Bonaventure,2012 Rnd 1 Pick 19,Canada
Joakim Noah,FC,6-11,230,28,CHI,66,5,Florida,2007 Rnd 1 Pick 9,France United States
Steve Novak,F,6-10,225,29,NYK,81,6,Marquette,2006 Rnd 2 Pick 2,United States
Dirk Nowitzki,PF,7-0,245,34,DAL,53,14,DJK Wurzburg (Germany),1998 Rnd 1 Pick 9,Germany
Jermaine O'Neal,FC,6-11,235,34,PHX,55,16,Eau Claire High School (South Carolina),1996 Rnd 1 Pick 17,United States
Kyle O'Quinn,F,6-10,250,22,ORL,57,0,Norfolk State,2012 Rnd 2 Pick 19,United States
Lamar Odom,PF,6-10,230,33,LAC,82,13,Rhode Island,1999 Rnd 1 Pick 4,United States
Tim Ohlbrecht,FC,6-10,260,24,HOU,3,0,Telekom Baskets Bonn (Germany),"2010 NBA Draft, Undrafted",Germany
Emeka Okafor,FC,6-10,255,30,WAS,79,8,Connecticut,2004 Rnd 1 Pick 2,United States
Daniel Orton,PF,6-10,255,22,OKC,13,2,Kentucky,2010 Rnd 1 Pick 29,United States
Travis Outlaw,F,6-9,207,28,SAC,38,9,Starkville High School (Mississippi),2003 Rnd 1 Pick 23,United States
Zaza Pachulia,C,6-11,270,29,ATL,52,9,Alpella B.K. (Turkey),2003 Rnd 2 Pick 13,Georgia
Jannero Pargo,PG,6-1,185,33,"ATL, CHA, WAS",32,9,Arkansas,"2002 NBA Draft, Undrafted",United States
Jeremy Pargo,PG,6-2,219,26,"CLE, PHL",39,1,Gonzaga,"2009 NBA Draft, Undrafted",United States
Tony Parker,G,6-2,185,30,SAS,66,11,Paris Basket Racing (France),2001 Rnd 1 Pick 28,France
Chandler Parsons,SF,6-10,230,24,HOU,76,1,Florida,2011 Rnd 2 Pick 8,United States
Patrick Patterson,F,6-8,235,23,"HOU, SAC",71,2,Kentucky,2010 Rnd 1 Pick 14,United States
Chris Paul,PG,6-0,175,27,LAC,70,7,Wake Forest,2005 Rnd 1 Pick 4,United States
Sasha Pavlovic,GF,6-7,235,29,POR,39,9,Buducnost (Montenegro),2003 Rnd 1 Pick 19,Serbia
Nikola Pekovic,PF,6-11,307,27,MIN,62,2,Panathinaikos (Greece),2008 Rnd 2 Pick 1,Montenegro
Kendrick Perkins,C,6-10,270,28,OKC,78,9,Ozen High School (Texas),2003 Rnd 1 Pick 27,United States
Johan Petro,C,7-0,247,27,ATL,31,7,Pau-Orthez (France),2005 Rnd 1 Pick 25,France
Paul Pierce,SF,6-7,235,35,BOS,77,14,Kansas,1998 Rnd 1 Pick 10,United States
Mickael Pietrus,GF,6-6,215,31,TOR,19,9,Pau-Orthez (France),2003 Rnd 1 Pick 11,France
Dexter Pittman,C,6-11,285,24,"MEM, MIA",11,2,Texas,2010 Rnd 2 Pick 2,United States
Miles Plumlee,C,6-11,249,24,IND,14,0,Duke,2012 Rnd 1 Pick 26,United States
Quincy Pondexter,F,6-7,230,24,MEM,59,2,Washington,2010 Rnd 1 Pick 26,United States
A.J. Price,G,6-2,195,26,WAS,57,3,Connecticut,2009 Rnd 2 Pick 22,United States
Ronnie Price,G,6-2,190,29,POR,39,7,Utah Valley,"2005 NBA Draft, Undrafted",United States
Pablo Prigioni,G,6-3,185,35,NYK,78,0,Real Madrid (Spain),"1999 NBA Draft, Undrafted",Argentina
Tayshaun Prince,F,6-9,212,33,"DET, MEM",82,10,Kentucky,2002 Rnd 1 Pick 23,United States
Joel Przybilla,C,7-1,245,33,MIL,12,12,Minnesota,2000 Rnd 1 Pick 9,United States
Chris Quinn,G,6-2,175,29,CLE,7,5,Notre Dame,"2006 NBA Draft, Undrafted",United States
Vladimir Radmanovic,PF,6-10,235,32,CHI,25,11,KK FMP (Serbia),2001 Rnd 1 Pick 12,Serbia
Anthony Randolph,PF,6-11,225,23,DEN,39,4,LSU,2008 Rnd 1 Pick 14,United States Slovenia
Shavlik Randolph,F,6-10,236,29,BOS,16,5,Duke,"2005 NBA Draft, Undrafted",United States
Zach Randolph,PF,6-9,260,31,MEM,76,11,Michigan State,2001 Rnd 1 Pick 19,United States
J.J. Redick,G,6-4,200,28,"MIL, ORL",78,6,Duke,2006 Rnd 1 Pick 11,United States
Jason Richardson,GF,6-6,225,32,PHI,33,11,Michigan State,2001 Rnd 1 Pick 5,United States
Quentin Richardson,GF,6-6,223,32,NYK,1,12,DePaul,2000 Rnd 1 Pick 18,United States
Luke Ridnour,PG,6-2,175,32,MIN,82,9,Oregon,2003 Rnd 1 Pick 14,United States
Austin Rivers,SG,6-4,200,20,NOP,61,0,Duke,2012 Rnd 1 Pick 10,United States
Brian Roberts,PG,6-1,173,27,NOP,78,0,Dayton,"2008 NBA Draft, Undrafted",United States
Nate Robinson,G,5-9,180,28,CHI,82,7,Washington,2005 Rnd 1 Pick 21,United States
Thomas Robinson,PF,6-10,235,21,"HOU, SAC",70,0,Kansas,2012 Rnd 1 Pick 5,United States
Rajon Rondo,PG,6-1,180,27,BOS,38,6,Kentucky,2006 Rnd 1 Pick 21,United States
Terrence Ross,SF,6-7,205,22,TOR,73,0,Washington,2012 Rnd 1 Pick 8,United States
Brandon Roy,G,6-6,211,28,MIN,5,5,Washington,2006 Rnd 1 Pick 6,United States
Ricky Rubio,G,6-3,190,22,MIN,57,1,Joventut Badalona (Spain),2009 Rnd 1 Pick 5,Spain
Brandon Rush,SG,6-6,220,27,GSW,2,4,Kansas,2008 Rnd 1 Pick 13,United States
Robert Sacre,C,7-0,270,23,LAL,32,0,Gonzaga,2012 Rnd 2 Pick 30,Canada United States
John Salmons,GF,6-7,210,33,SAC,76,10,Miami (FL),2002 Rnd 1 Pick 26,United States
Samardo Samuels,FC,6-9,260,24,CLE,18,2,Louisville,"2010 NBA Draft, Undrafted",Jamaica
Larry Sanders,PF,6-11,235,24,MIL,71,2,VCU,2010 Rnd 1 Pick 15,United States
Luis Scola,PF,6-9,241,32,PHX,82,5,Baskonia (Spain),2002 Rnd 2 Pick 27,Argentina
Mike Scott,PF,6-8,237,24,ATL,40,0,Virginia,2012 Rnd 2 Pick 13,United States
Thabo Sefolosha,GF,6-7,220,28,OKC,81,6,Edilnol Pallacanestro Biella (Italy),2006 Rnd 1 Pick 13,Switzerland
Josh Selby,G,6-2,195,21,MEM,10,1,Kansas,2011 Rnd 2 Pick 19,United States
Kevin Seraphin,FC,6-10,278,23,WAS,79,2,Cholet Basket (France),2010 Rnd 1 Pick 17,France
Ramon Sessions,G,6-3,190,26,CHA,61,5,Nevada,2007 Rnd 2 Pick 26,United States
Tornike Shengelia,PF,6-9,220,21,BRK,19,0,Proximus Spirou Charleroi (Belgium),2012 Rnd 2 Pick 24,Georgia
Iman Shumpert,G,6-5,220,22,NYK,45,1,Georgia Tech,2011 Rnd 1 Pick 17,United States
Alexey Shved,G,6-6,187,24,MIN,77,0,Dynamo Moscow (Russia),"2010 NBA Draft, Undrafted",Russia
Henry Sims,C,6-10,248,22,NOP,2,0,Georgetown,"2012 NBA Draft, Undrafted",United States
Kyle Singler,F,6-8,228,24,DET,82,0,Duke,2011 Rnd 2 Pick 3,United States
Chris Singleton,FC,6-8,228,23,WAS,57,1,Florida State,2011 Rnd 1 Pick 18,United States
Donald Sloan,G,6-3,205,25,"CLE, NOP",23,1,Texas A&M,"2010 NBA Draft, Undrafted",United States
Greg Smith,C,6-10,250,22,HOU,70,1,Fresno State,"2011 NBA Draft, Undrafted",United States
Ish Smith,PG,6-0,175,24,"MIL, ORL",52,2,Wake Forest,"2010 NBA Draft, Undrafted",United States
J.R. Smith,SG,6-6,225,27,NYK,80,8,Saint Benedict's Preparatory School (New Jersey),2004 Rnd 1 Pick 18,United States
Jason Smith,PF,7-0,240,26,NOP,51,5,Colorado State,2007 Rnd 1 Pick 20,United States
Josh Smith,PF,6-9,225,27,ATL,76,8,Oak Hill Academy (Virginia),2004 Rnd 1 Pick 17,United States
Nolan Smith,G,6-2,190,24,POR,40,1,Duke,2011 Rnd 1 Pick 21,United States
Marreese Speights,C,6-10,255,25,"CLE, MEM",79,4,Florida,2008 Rnd 1 Pick 16,United States
Tiago Splitter,F,6-11,245,28,SAS,81,2,Baskonia (Spain),2007 Rnd 1 Pick 28,Brazil
Jerry Stackhouse,SF,6-6,218,38,BRK,37,17,North Carolina,1995 Rnd 1 Pick 3,United States
Lance Stephenson,SG,6-6,230,22,IND,78,2,Cincinnati,2010 Rnd 2 Pick 10,United States
DeShawn Stevenson,SG,6-5,218,31,ATL,56,12,Washington Union High School (California),2000 Rnd 1 Pick 23,United States
Greg Stiemsma,C,6-11,260,27,MIN,76,2,Wisconsin,"2008 NBA Draft, Undrafted",United States
Julyan Stone,PG,6-6,200,24,DEN,4,1,UTEP,"2011 NBA Draft, Undrafted",United States
Amar'e Stoudemire,FC,6-10,245,30,NYK,29,10,Cypress Creek High School (Florida),2002 Rnd 1 Pick 9,United States
Rodney Stuckey,G,6-5,205,26,DET,76,5,Eastern Washington,2007 Rnd 1 Pick 15,United States
Jared Sullinger,C,6-9,260,20,BOS,45,0,Ohio State,2012 Rnd 1 Pick 21,United States
DaJuan Summers,PF,6-8,230,25,LAC,2,3,Georgetown,2009 Rnd 2 Pick 5,United States
Jeffery Taylor,SF,6-7,225,23,CHA,77,0,Vanderbilt,2012 Rnd 2 Pick 1,Sweden
Tyshawn Taylor,G,6-3,185,22,BRK,38,0,Kansas,2012 Rnd 2 Pick 11,United States Vietnam
Jeff Teague,PG,6-3,195,24,ATL,80,3,Wake Forest,2009 Rnd 1 Pick 19,United States
Marquis Teague,PG,6-2,180,20,CHI,48,0,Kentucky,2012 Rnd 1 Pick 29,United States
Mirza Teletovic,PF,6-9,242,27,BRK,53,0,Baskonia (Spain),"2007 NBA Draft, Undrafted",Bosnia and Herzegovina
Sebastian Telfair,PG,6-0,170,27,"PHX, TOR",59,8,Abraham Lincoln High School (New York),2004 Rnd 1 Pick 13,United States
Garrett Temple,G,6-5,195,26,WAS,51,2,LSU,"2009 NBA Draft, Undrafted",United States
Jason Terry,G,6-2,185,35,BOS,79,13,Arizona,1999 Rnd 1 Pick 10,United States
Hasheem Thabeet,C,7-3,267,26,OKC,66,3,Connecticut,2009 Rnd 1 Pick 2,Tanzania
Isaiah Thomas,PG,5-9,185,24,SAC,79,1,Washington,2011 Rnd 2 Pick 30,United States
Kurt Thomas,FC,6-9,240,40,NYK,39,17,Texas Christian,1995 Rnd 1 Pick 10,United States
Lance Thomas,F,6-8,240,24,NOP,59,1,Duke,"2010 NBA Draft, Undrafted",United States
Malcolm Thomas,F,6-9,225,24,"CHI, GOS",12,1,San Diego State,"2011 NBA Draft, Undrafted",United States
Tyrus Thomas,F,6-9,215,26,CHA,26,6,LSU,2006 Rnd 1 Pick 4,United States
Jason Thompson,PF,6-11,250,26,SAC,82,4,Rider,2008 Rnd 1 Pick 12,United States
Klay Thompson,G,6-6,210,23,GSW,82,1,Washington State,2011 Rnd 1 Pick 11,United States
Tristan Thompson,F,6-9,254,21,CLE,82,1,Texas,2011 Rnd 1 Pick 4,Canada
Marcus Thornton,SG,6-4,205,25,SAC,72,3,LSU,2009 Rnd 2 Pick 13,United States
Jamaal Tinsley,PG,6-3,188,35,UTA,66,10,Iowa State,2001 Rnd 1 Pick 27,United States
Anthony Tolliver,PF,6-8,245,27,ATL,62,5,Creighton,"2007 NBA Draft, Undrafted",United States
P.J. Tucker,SF,6-6,245,27,PHX,79,1,Texas,2006 Rnd 2 Pick 5,United States
Ronny Turiaf,FC,6-10,241,30,LAC,65,7,Gonzaga,2005 Rnd 2 Pick 7,France
Hedo Turkoglu,F,6-10,220,33,ORL,11,12,Anadolu Efes (Turkey),2000 Rnd 1 Pick 16,Turkey
Evan Turner,GF,6-7,220,24,PHI,82,2,Ohio State,2010 Rnd 1 Pick 2,United States
Jeremy Tyler,PF,6-11,250,21,"ATL, GOS",21,1,Tokyo Apache (Japan),2011 Rnd 2 Pick 9,United States
Ekpe Udoh,PF,6-10,245,25,MIL,76,2,Baylor,2010 Rnd 1 Pick 6,United States Nigeria
Beno Udrih,G,6-4,205,30,"MIL, ORL",66,8,AX Armani Exchange Milan (Italy),2004 Rnd 1 Pick 28,Slovenia
Jonas Valanciunas,C,7-0,265,20,TOR,62,0,Lietuvos Rytas (Lithuania),2011 Rnd 1 Pick 5,Lithuania
Anderson Varejao,C,6-10,273,30,CLE,25,8,Barca (Spain),2004 Rnd 2 Pick 1,Brazil
Jarvis Varnado,FC,6-9,230,24,"BOS, MIA",13,0,Mississippi State,2010 Rnd 2 Pick 11,United States
Greivis Vasquez,G,6-6,217,26,NOP,78,2,Maryland,2010 Rnd 1 Pick 28,Venezuela
Jan Vesely,PF,6-11,240,22,WAS,51,1,KK Partizan (Serbia),2011 Rnd 1 Pick 6,Czech Republic
Charlie Villanueva,F,6-11,238,28,DET,69,7,Connecticut,2005 Rnd 1 Pick 7,United States Dominican Republic
Nikola Vucevic,PF,6-11,260,22,ORL,77,1,USC,2011 Rnd 1 Pick 16,Switzerland Montenegro
Dwyane Wade,SG,6-4,220,31,MIA,69,9,Marquette,2003 Rnd 1 Pick 5,United States
Dion Waiters,SG,6-4,215,21,CLE,61,0,Syracuse,2012 Rnd 1 Pick 4,United States
Kemba Walker,G,6-0,184,22,CHA,82,1,Connecticut,2011 Rnd 1 Pick 9,United States
John Wall,PG,6-3,210,22,WAS,49,2,Kentucky,2010 Rnd 1 Pick 1,United States
Gerald Wallace,F,6-7,220,30,BRK,69,11,Alabama,2001 Rnd 1 Pick 25,United States
Rasheed Wallace,FC,6-11,230,38,NYK,21,15,North Carolina,1995 Rnd 1 Pick 4,United States
Luke Walton,F,6-8,235,32,CLE,50,9,Arizona,2003 Rnd 2 Pick 3,United States
Hakim Warrick,F,6-9,219,30,"CHA, NOP",28,7,Syracuse,2005 Rnd 1 Pick 19,United States
C.J. Watson,G,6-2,175,28,BRK,80,5,Tennessee,"2006 NBA Draft, Undrafted",United States
Earl Watson,PG,6-1,199,33,UTA,48,11,UCLA,2001 Rnd 2 Pick 11,United States
Maalik Wayns,PG,6-2,185,21,"LAC, PHL",27,0,Villanova,"2012 NBA Draft, Undrafted",United States Belarus
Martell Webster,SF,6-7,230,26,WAS,76,7,Seattle Preparatory School (Washington),2005 Rnd 1 Pick 6,United States
David West,PF,6-9,250,32,IND,73,9,Xavier,2003 Rnd 1 Pick 18,United States
Russell Westbrook,G,6-3,200,24,OKC,82,4,UCLA,2008 Rnd 1 Pick 4,United States
D.J. White,PF,6-9,250,26,BOS,12,4,Indiana,2008 Rnd 1 Pick 29,United States
James White,SF,6-7,215,30,NYK,57,2,Cincinnati,2006 Rnd 2 Pick 1,United States
Chris Wilcox,FC,6-10,235,30,BOS,61,10,Maryland,2002 Rnd 1 Pick 8,United States
Damien Wilkins,GF,6-6,225,33,PHI,61,8,Georgia,"2004 NBA Draft, Undrafted",United States
Deron Williams,PG,6-3,200,28,BRK,78,7,Illinois,2005 Rnd 1 Pick 3,United States
Derrick Williams,F,6-8,240,21,MIN,78,1,Arizona,2011 Rnd 1 Pick 2,United States
Lou Williams,G,6-1,175,26,ATL,39,7,South Gwinnett High School (Georgia),2005 Rnd 2 Pick 15,United States
Marvin Williams,SF,6-9,237,26,UTA,73,7,North Carolina,2005 Rnd 1 Pick 2,United States
Mo Williams,G,6-1,198,30,UTA,46,9,Alabama,2003 Rnd 2 Pick 18,United States
Reggie Williams,F,6-6,205,26,CHA,40,3,Virginia Military,"2008 NBA Draft, Undrafted",United States
Terrence Williams,GF,6-6,220,25,BOS,24,3,Louisville,2009 Rnd 1 Pick 11,United States
Metta World Peace,SF,6-7,260,33,LAL,75,13,St. John's,1999 Rnd 1 Pick 16,United States
Brandan Wright,F,6-10,210,25,DAL,64,5,North Carolina,2007 Rnd 1 Pick 8,United States
Chris Wright,PG,6-1,210,23,DAL,3,0,Georgetown,"2011 NBA Draft, Undrafted",United States
Dorell Wright,F,6-9,205,27,PHI,79,8,Leuzinger High School (California),2004 Rnd 1 Pick 19,United States
Tony Wroten,PG,6-6,205,19,MEM,35,0,Washington,2012 Rnd 1 Pick 25,United States
Nick Young,SG,6-7,210,27,PHI,59,5,USC,2007 Rnd 1 Pick 16,United States
Sam Young,F,6-6,225,27,IND,56,3,Pittsburgh,2009 Rnd 2 Pick 6,United States Lebanon
Thaddeus Young,F,6-8,235,24,PHI,76,5,Georgia Tech,2007 Rnd 1 Pick 12,United States
Luke Zeller,C,6-11,245,25,PHX,16,0,Notre Dame,"2009 NBA Draft, Undrafted",United States
Tyler Zeller,C,7-0,250,23,CLE,77,0,North Carolina,2012 Rnd 1 Pick 17,United States
