Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Carl Landry,F,6-9,248,32,PHI,36,8,Purdue,2007 Rnd 2 Pick 1,United States
Shane Larkin,PG,5-11,175,23,BRK,78,2,Miami (FL),2013 Rnd 1 Pick 18,United States Turkey
Joffrey Lauvergne,PF,6-11,260,24,DEN,59,1,KK Partizan (Serbia),2013 Rnd 2 Pick 25,France
Ty Lawson,PG,5-11,195,28,"HOU, IND",66,6,North Carolina,2009 Rnd 1 Pick 18,United States
Courtney Lee,SG,6-5,215,30,"CHA, MEM",79,7,Western Kentucky,2008 Rnd 1 Pick 22,United States
David Lee,FC,6-9,245,32,"BOS, DAL",55,10,Florida,2005 Rnd 1 Pick 30,United States
Alex Len,C,7-0,250,22,PHX,78,2,Maryland,2013 Rnd 1 Pick 5,Ukraine
Kawhi Leonard,F,6-7,225,24,SAS,72,4,San Diego State,2011 Rnd 1 Pick 15,United States
Meyers Leonard,C,7-1,255,24,POR,61,3,Illinois,2012 Rnd 1 Pick 11,United States
Jon Leuer,PF,6-10,228,26,PHX,67,4,Wisconsin,2011 Rnd 2 Pick 10,United States
Damian Lillard,G,6-2,200,25,POR,75,3,Weber State,2012 Rnd 1 Pick 6,United States
Jeremy Lin,G,6-3,200,27,CHA,78,5,Harvard,"2010 NBA Draft, Undrafted",United States
Shaun Livingston,G,6-7,192,30,GSW,78,11,Peoria Central High School (Illinois),2004 Rnd 1 Pick 4,United States
Kevon Looney,PF,6-9,249,20,GSW,5,0,UCLA,2015 Rnd 1 Pick 30,United States
Brook Lopez,C,7-0,270,27,BRK,73,7,Stanford,2008 Rnd 1 Pick 10,United States
Robin Lopez,FC,7-0,275,27,NYK,82,7,Stanford,2008 Rnd 1 Pick 15,United States
Kevin Love,FC,6-8,247,27,CLE,77,7,UCLA,2008 Rnd 1 Pick 5,United States
Kyle Lowry,PG,6-1,196,29,TOR,77,9,Villanova,2006 Rnd 1 Pick 24,United States
Trey Lyles,SF,6-9,234,20,UTA,80,0,Kentucky,2015 Rnd 1 Pick 12,Canada United States
Shelvin Mack,G,6-3,203,25,"ATL, UTH",52,4,Butler,2011 Rnd 2 Pick 4,United States
Ian Mahinmi,C,6-11,262,29,IND,71,8,STB Le Havre (France),2005 Rnd 1 Pick 28,France
Devyn Marble,GF,6-6,192,23,ORL,28,1,Iowa,2014 Rnd 2 Pick 26,United States
Boban Marjanovic,C,7-4,290,27,SAS,54,0,KK Vrsac Swisslion (Serbia),"2010 NBA Draft, Undrafted",Serbia
Kendall Marshall,PG,6-4,195,24,PHI,30,3,North Carolina,2012 Rnd 1 Pick 13,United States
Jarell Martin,F,6-10,239,21,MEM,27,0,LSU,2015 Rnd 1 Pick 25,United States
Kevin Martin,SG,6-7,199,33,"MIN, SAN",55,11,Western Carolina,2004 Rnd 1 Pick 26,United States
Wesley Matthews,G,6-5,220,29,DAL,78,6,Marquette,"2009 NBA Draft, Undrafted",United States
O.J. Mayo,SG,6-5,210,28,MIL,41,7,USC,2008 Rnd 1 Pick 3,United States
Luc Mbah a Moute,F,6-8,230,29,LAC,75,7,UCLA,2008 Rnd 2 Pick 7,Cameroon
James McAdoo,PF,6-9,230,23,GSW,41,1,North Carolina,"2014 NBA Draft, Undrafted",United States
Ray McCallum,PG,6-3,191,24,"MEM, SAN",41,2,Detroit-Mercy,2013 Rnd 2 Pick 6,United States
C.J. McCollum,G,6-3,200,24,POR,80,2,Lehigh,2013 Rnd 1 Pick 10,United States
T.J. McConnell,G,6-2,190,23,PHI,81,0,Arizona,"2015 NBA Draft, Undrafted",United States
Chris McCullough,PF,6-11,200,21,BRK,24,0,Syracuse,2015 Rnd 1 Pick 29,United States
K.J. McDaniels,GF,6-6,205,23,HOU,37,1,Clemson,2014 Rnd 2 Pick 2,United States
Doug McDermott,F,6-8,225,24,CHI,81,1,Creighton,2014 Rnd 1 Pick 11,United States
Mitch McGary,C,6-10,255,23,OKC,20,1,Michigan,2014 Rnd 1 Pick 21,United States
JaVale McGee,C,7-0,270,28,DAL,34,7,Nevada,2008 Rnd 1 Pick 18,United States
Ben McLemore,SG,6-3,195,23,SAC,68,2,Kansas,2013 Rnd 1 Pick 7,United States
Jordan McRae,G,6-5,179,24,"CLE, PHX",22,0,Tennessee,2014 Rnd 2 Pick 28,United States
Josh McRoberts,PF,6-10,240,29,MIA,42,8,Duke,2007 Rnd 2 Pick 7,United States
Jodie Meeks,G,6-4,210,28,DET,3,6,Kentucky,2009 Rnd 2 Pick 11,United States
Salah Mejri,C,7-1,235,29,DAL,34,0,Etoile Sportive du Sahel (Tunisia),"2008 NBA Draft, Undrafted",Tunisia
Jordan Mickey,PF,6-8,235,21,BOS,16,0,LSU,2015 Rnd 2 Pick 3,United States
Khris Middleton,SF,6-8,222,24,MIL,79,3,Texas A&M,2012 Rnd 2 Pick 9,United States
C.J. Miles,GF,6-6,220,28,IND,64,10,Skyline High School (Texas),2005 Rnd 2 Pick 4,United States
Andre Miller,PG,6-3,200,39,"MIN, SAN",39,16,Utah,1999 Rnd 1 Pick 8,United States
Mike Miller,GF,6-8,218,36,DEN,47,15,Florida,2000 Rnd 1 Pick 5,United States
Patty Mills,G,6-0,180,27,SAS,81,6,Saint Mary's,2009 Rnd 2 Pick 25,Australia
Elijah Millsap,GF,6-6,215,28,UTA,20,1,UAB,"2010 NBA Draft, Undrafted",United States
Paul Millsap,FC,6-7,250,31,ATL,81,9,Louisiana Tech,2006 Rnd 2 Pick 17,United States
Nikola Mirotic,F,6-10,250,25,CHI,66,1,Real Madrid (Spain),2011 Rnd 1 Pick 23,Montenegro Spain
Nazr Mohammed,C,6-10,250,38,OKC,5,17,Kentucky,1998 Rnd 1 Pick 29,United States
Greg Monroe,FC,6-11,265,25,MIL,79,5,Georgetown,2010 Rnd 1 Pick 7,United States
Luis Montero,SF,6-7,185,22,POR,12,0,Westchester CC,"2015 NBA Draft, Undrafted",Dominican Republic
E'Twaun Moore,SG,6-4,191,27,CHI,59,4,Purdue,2011 Rnd 2 Pick 25,United States
Eric Moreland,FC,6-10,238,24,SAC,8,1,Oregon State,"2014 NBA Draft, Undrafted",United States
Marcus Morris,F,6-8,218,26,DET,80,4,Kansas,2011 Rnd 1 Pick 14,United States
Markieff Morris,PF,6-9,250,26,"PHX, WAS",64,4,Kansas,2011 Rnd 1 Pick 13,United States
Anthony Morrow,GF,6-5,210,30,OKC,68,7,Georgia Tech,"2008 NBA Draft, Undrafted",United States
Donatas Motiejunas,C,7-0,222,25,HOU,37,3,Universo De'Longhi Treviso (Italy),2011 Rnd 1 Pick 20,Lithuania
Timofey Mozgov,C,7-1,275,29,CLE,76,5,Khimki (Russia),"2008 NBA Draft, Undrafted",Russia
Emmanuel Mudiay,SG,6-5,200,19,DEN,68,0,Guangzhou Loong Lions (China),2015 Rnd 1 Pick 7,United States Democratic Republic of the Congo
Shabazz Muhammad,GF,6-5,225,23,MIN,82,2,UCLA,2013 Rnd 1 Pick 14,United States
Xavier Munford,G,6-3,180,23,MEM,14,0,Rhode Island,"2014 NBA Draft, Undrafted",United States
Mike Muscala,FC,6-11,240,24,ATL,60,2,Bucknell,2013 Rnd 2 Pick 14,United States
"Larry Nance, Jr.",SF,6-7,245,23,LAL,63,0,Wyoming,2015 Rnd 1 Pick 27,United States
Shabazz Napier,PG,6-1,180,24,ORL,55,1,Connecticut,2014 Rnd 1 Pick 24,United States Puerto Rico
Gary Neal,G,6-4,210,31,WAS,40,5,Towson,"2007 NBA Draft, Undrafted",United States
Jameer Nelson,G,6-0,190,34,DEN,39,11,Saint Joseph's,2004 Rnd 1 Pick 20,United States
Maybyner Nene,C,6-11,250,33,WAS,57,13,Vasco da Gama (Brazil),2002 Rnd 1 Pick 7,Brazil
Raulzinho Neto,PG,6-1,179,23,UTA,81,0,Acunsa GBC (Spain),2013 Rnd 2 Pick 17,Brazil
Andrew Nicholson,F,6-9,250,26,ORL,56,3,St. Bonaventure,2012 Rnd 1 Pick 19,Canada
Joakim Noah,FC,6-11,230,31,CHI,29,8,Florida,2007 Rnd 1 Pick 9,France United States
Nerlens Noel,FC,6-11,220,21,PHI,67,2,Kentucky,2013 Rnd 1 Pick 6,United States
Lucas Nogueira,C,7-0,241,23,TOR,29,1,Movistar Estudiantes (Spain),2013 Rnd 1 Pick 16,Brazil
Steve Novak,F,6-10,225,32,"MIL, OKC",10,9,Marquette,2006 Rnd 2 Pick 2,United States
Dirk Nowitzki,PF,7-0,245,37,DAL,75,17,DJK Wurzburg (Germany),1998 Rnd 1 Pick 9,Germany
Jusuf Nurkic,FC,7-0,290,21,DEN,32,1,Cedevita (Croatia),2014 Rnd 1 Pick 16,Bosnia and Herzegovina
J.J. O'Brien,F,6-7,228,23,UTA,2,0,San Diego State,"2015 NBA Draft, Undrafted",United States
Johnny O'Bryant,FC,6-9,257,22,MIL,66,1,LSU,2014 Rnd 2 Pick 6,United States
Kyle O'Quinn,F,6-10,250,25,NYK,65,3,Norfolk State,2012 Rnd 2 Pick 19,United States
Jahlil Okafor,C,6-11,275,20,PHI,53,0,Duke,2015 Rnd 1 Pick 3,United States Nigeria
Victor Oladipo,G,6-4,210,23,ORL,72,2,Indiana,2013 Rnd 1 Pick 2,United States
Kelly Olynyk,C,6-11,240,24,BOS,69,2,Gonzaga,2013 Rnd 1 Pick 13,Canada
"Kelly Oubre, Jr.",SF,6-6,203,20,WAS,63,0,Kansas,2015 Rnd 1 Pick 15,United States
Zaza Pachulia,C,6-11,270,32,DAL,76,12,Alpella B.K. (Turkey),2003 Rnd 2 Pick 13,Georgia
Kostas Papanikolaou,PF,6-8,225,25,DEN,26,1,Olympiacos (Greece),2012 Rnd 2 Pick 18,Greece
Jabari Parker,F,6-8,245,20,MIL,76,1,Duke,2014 Rnd 1 Pick 2,United States
Tony Parker,G,6-2,185,33,SAS,72,14,Paris Basket Racing (France),2001 Rnd 1 Pick 28,France
Chandler Parsons,SF,6-10,230,27,DAL,61,4,Florida,2011 Rnd 2 Pick 8,United States
Lamar Patterson,F,6-5,225,24,ATL,35,0,Pittsburgh,2014 Rnd 2 Pick 18,United States
Patrick Patterson,F,6-8,235,26,TOR,79,5,Kentucky,2010 Rnd 1 Pick 14,United States
Chris Paul,PG,6-0,175,30,LAC,74,10,Wake Forest,2005 Rnd 1 Pick 4,United States
Adreian Payne,C,6-10,237,25,MIN,52,1,Michigan State,2014 Rnd 1 Pick 15,United States
Cameron Payne,G,6-3,190,21,OKC,57,0,Murray State,2015 Rnd 1 Pick 14,United States
Elfrid Payton,G,6-4,185,22,ORL,73,1,Louisiana,2014 Rnd 1 Pick 10,United States
Nikola Pekovic,PF,6-11,307,30,MIN,12,5,Panathinaikos (Greece),2008 Rnd 2 Pick 1,Montenegro
Kendrick Perkins,C,6-10,270,31,NOP,37,12,Ozen High School (Texas),2003 Rnd 1 Pick 27,United States
Paul Pierce,SF,6-7,235,38,LAC,68,17,Kansas,1998 Rnd 1 Pick 10,United States
Tibor Pleiss,C,7-3,256,26,UTA,12,0,Brose Baskets Bamberg (Germany),2010 Rnd 2 Pick 1,Germany
Mason Plumlee,PF,6-11,254,25,POR,82,2,Duke,2013 Rnd 1 Pick 22,United States
Miles Plumlee,C,6-11,249,27,MIL,61,3,Duke,2012 Rnd 1 Pick 26,United States
Otto Porter,SF,6-8,228,22,WAS,75,2,Georgetown,2013 Rnd 1 Pick 3,United States
Bobby Portis,PF,6-11,250,21,CHI,62,0,Arkansas,2015 Rnd 1 Pick 22,United States
Kristaps Porzingis,FC,7-3,240,20,NYK,72,0,Coosur Real Betis (Spain),2015 Rnd 1 Pick 4,Latvia
Dwight Powell,PF,6-10,240,24,DAL,69,1,Stanford,2014 Rnd 2 Pick 15,Canada
Norman Powell,SG,6-3,215,22,TOR,49,0,UCLA,2015 Rnd 2 Pick 16,United States
Phil Pressey,PG,5-11,175,25,"PHL, PHX",23,2,Missouri,"2013 NBA Draft, Undrafted",United States
Ronnie Price,G,6-2,190,32,PHX,62,10,Utah Valley,"2005 NBA Draft, Undrafted",United States
Pablo Prigioni,G,6-3,185,38,LAC,59,3,Real Madrid (Spain),"1999 NBA Draft, Undrafted",Argentina
Tayshaun Prince,F,6-9,212,36,MIN,77,13,Kentucky,2002 Rnd 1 Pick 23,United States
Julius Randle,PF,6-9,250,21,LAL,81,1,Kentucky,2014 Rnd 1 Pick 7,United States
Zach Randolph,PF,6-9,260,34,MEM,68,14,Michigan State,2001 Rnd 1 Pick 19,United States
J.J. Redick,G,6-4,200,31,LAC,75,9,Duke,2006 Rnd 1 Pick 11,United States
Willie Reed,F,6-11,245,25,BRK,39,2,Saint Louis,"2011 NBA Draft, Undrafted",United States
Josh Richardson,G,6-5,200,22,MIA,52,0,Tennessee,2015 Rnd 2 Pick 10,United States
Austin Rivers,SG,6-4,200,23,LAC,67,3,Duke,2012 Rnd 1 Pick 10,United States
Andre Roberson,SG,6-7,210,24,OKC,70,2,Colorado,2013 Rnd 1 Pick 26,United States
Brian Roberts,PG,6-1,173,30,"CHA, POR",51,3,Dayton,"2008 NBA Draft, Undrafted",United States
Glenn Robinson,SF,6-6,222,22,IND,45,1,Michigan,2014 Rnd 2 Pick 10,United States
Nate Robinson,G,5-9,180,31,NOP,2,10,Washington,2005 Rnd 1 Pick 21,United States
Thomas Robinson,PF,6-10,235,24,BRK,71,3,Kansas,2012 Rnd 1 Pick 5,United States
Rajon Rondo,PG,6-1,180,30,SAC,72,9,Kentucky,2006 Rnd 1 Pick 21,United States
Derrick Rose,PG,6-3,200,27,CHI,66,7,Memphis,2008 Rnd 1 Pick 1,United States
Terrence Ross,SF,6-7,205,25,TOR,73,3,Washington,2012 Rnd 1 Pick 8,United States
Terry Rozier,G,6-1,190,21,BOS,39,0,Louisville,2015 Rnd 1 Pick 16,United States
Ricky Rubio,G,6-3,190,25,MIN,76,4,Joventut Badalona (Spain),2009 Rnd 1 Pick 5,Spain
Damjan Rudez,SF,6-10,228,29,MIN,33,1,Cedevita (Croatia),"2008 NBA Draft, Undrafted",Croatia
Brandon Rush,SG,6-6,220,30,GSW,72,7,Kansas,2008 Rnd 1 Pick 13,United States
D'Angelo Russell,SG,6-4,193,20,LAL,80,0,Ohio State,2015 Rnd 1 Pick 2,United States
Robert Sacre,C,7-0,270,26,LAL,25,3,Gonzaga,2012 Rnd 2 Pick 30,Canada United States
JaKarr Sampson,F,6-9,215,22,"DEN, PHL",73,1,St. John's,"2014 NBA Draft, Undrafted",United States
Dennis Schroder,PG,6-3,172,22,ATL,80,2,Basketball Lowen Braunschweig (Germany),2013 Rnd 1 Pick 17,Germany
Luis Scola,PF,6-9,241,35,TOR,76,8,Baskonia (Spain),2002 Rnd 2 Pick 27,Argentina
Mike Scott,PF,6-8,237,27,ATL,75,3,Virginia,2012 Rnd 2 Pick 13,United States
Thabo Sefolosha,GF,6-7,220,31,ATL,75,9,Edilnol Pallacanestro Biella (Italy),2006 Rnd 1 Pick 13,Switzerland
Kevin Seraphin,FC,6-10,278,26,NYK,48,5,Cholet Basket (France),2010 Rnd 1 Pick 17,France
Ramon Sessions,G,6-3,190,29,WAS,82,8,Nevada,2007 Rnd 2 Pick 26,United States
Iman Shumpert,G,6-5,220,25,CLE,54,4,Georgia Tech,2011 Rnd 1 Pick 17,United States
Jonathon Simmons,G,6-6,195,26,SAS,55,0,Houston,"2012 NBA Draft, Undrafted",United States
Henry Sims,C,6-10,248,25,BRK,14,3,Georgetown,"2012 NBA Draft, Undrafted",United States
Kyle Singler,F,6-8,228,27,OKC,68,3,Duke,2011 Rnd 2 Pick 3,United States
Donald Sloan,G,6-3,205,28,BRK,61,4,Texas A&M,"2010 NBA Draft, Undrafted",United States
Marcus Smart,PG,6-3,220,21,BOS,61,1,Oklahoma State,2014 Rnd 1 Pick 6,United States
Greg Smith,C,6-10,250,25,MIN,18,4,Fresno State,"2011 NBA Draft, Undrafted",United States
Ish Smith,PG,6-0,175,27,"NOP, PHL",77,5,Wake Forest,"2010 NBA Draft, Undrafted",United States
J.R. Smith,SG,6-6,225,30,CLE,77,11,Saint Benedict's Preparatory School (New Jersey),2004 Rnd 1 Pick 18,United States
Jason Smith,PF,7-0,240,29,ORL,76,8,Colorado State,2007 Rnd 1 Pick 20,United States
Josh Smith,PF,6-9,225,30,"HOU, LAC",55,11,Oak Hill Academy (Virginia),2004 Rnd 1 Pick 17,United States
Russ Smith,G,6-0,165,24,MEM,15,1,Louisville,2014 Rnd 2 Pick 17,United States
Tony Snell,G,6-6,213,24,CHI,64,2,New Mexico,2013 Rnd 1 Pick 20,United States
Marreese Speights,C,6-10,255,28,GSW,72,7,Florida,2008 Rnd 1 Pick 16,United States
Tiago Splitter,F,6-11,245,31,ATL,36,5,Baskonia (Spain),2007 Rnd 1 Pick 28,Brazil
Nik Stauskas,SG,6-6,205,22,PHI,73,1,Michigan,2014 Rnd 1 Pick 8,Canada
Lance Stephenson,SG,6-6,230,25,"LAC, MEM",69,5,Cincinnati,2010 Rnd 2 Pick 10,United States
Alex Stepheson,PF,6-10,249,28,"LAC, MEM",8,0,USC,"2011 NBA Draft, Undrafted",United States
Jarnell Stokes,FC,6-9,260,22,"MEM, MIA",7,1,Tennessee,2014 Rnd 2 Pick 5,United States
Amar'e Stoudemire,FC,6-10,245,33,MIA,52,13,Cypress Creek High School (Florida),2002 Rnd 1 Pick 9,United States
Rodney Stuckey,G,6-5,205,29,IND,58,8,Eastern Washington,2007 Rnd 1 Pick 15,United States
Jared Sullinger,C,6-9,260,23,BOS,81,3,Ohio State,2012 Rnd 1 Pick 21,United States
Edy Tavares,C,7-3,265,23,ATL,11,0,Gran Canaria (Spain),2014 Rnd 2 Pick 13,Cape Verde
Jeff Teague,PG,6-3,195,27,ATL,79,6,Wake Forest,2009 Rnd 1 Pick 19,United States
Mirza Teletovic,PF,6-9,242,30,PHX,79,3,Baskonia (Spain),"2007 NBA Draft, Undrafted",Bosnia and Herzegovina
Garrett Temple,G,6-5,195,29,WAS,80,5,LSU,"2009 NBA Draft, Undrafted",United States
Jason Terry,G,6-2,185,38,HOU,72,16,Arizona,1999 Rnd 1 Pick 10,United States
Isaiah Thomas,PG,5-9,185,27,BOS,82,4,Washington,2011 Rnd 2 Pick 30,United States
Lance Thomas,F,6-8,240,27,NYK,59,4,Duke,"2010 NBA Draft, Undrafted",United States
Hollis Thompson,SF,6-8,206,24,PHI,77,2,Georgetown,"2012 NBA Draft, Undrafted",United States
Jason Thompson,PF,6-11,250,29,"GOS, TOR",47,7,Rider,2008 Rnd 1 Pick 12,United States
Klay Thompson,G,6-6,210,26,GSW,80,4,Washington State,2011 Rnd 1 Pick 11,United States
Tristan Thompson,F,6-9,254,24,CLE,82,4,Texas,2011 Rnd 1 Pick 4,Canada
Marcus Thornton,SG,6-4,205,28,"HOU, WAS",61,6,LSU,2009 Rnd 2 Pick 13,United States
Anthony Tolliver,PF,6-8,245,30,DET,72,8,Creighton,"2007 NBA Draft, Undrafted",United States
Axel Toupane,SG,6-7,197,23,DEN,21,0,Strasbourg IG (France),"2014 NBA Draft, Undrafted",France
Karl-Anthony Towns,C,7-0,250,20,MIN,82,0,Kentucky,2015 Rnd 1 Pick 1,United States Dominican Republic
P.J. Tucker,SF,6-6,245,30,PHX,82,4,Texas,2006 Rnd 2 Pick 5,United States
Evan Turner,GF,6-7,220,27,BOS,81,5,Ohio State,2010 Rnd 1 Pick 2,United States
Myles Turner,FC,6-11,250,19,IND,60,0,Texas,2015 Rnd 1 Pick 11,United States
Beno Udrih,G,6-4,205,33,"MEM, MIA",44,11,AX Armani Exchange Milan (Italy),2004 Rnd 1 Pick 28,Slovenia
Jonas Valanciunas,C,7-0,265,23,TOR,60,3,Lietuvos Rytas (Lithuania),2011 Rnd 1 Pick 5,Lithuania
Anderson Varejao,C,6-10,273,33,"CLE, GOS",53,11,Barca (Spain),2004 Rnd 2 Pick 1,Brazil
Greivis Vasquez,G,6-6,217,29,MIL,23,5,Maryland,2010 Rnd 1 Pick 28,Venezuela
Rashad Vaughn,SF,6-6,210,19,MIL,70,0,UNLV,2015 Rnd 1 Pick 17,United States
Charlie Villanueva,F,6-11,238,31,DAL,62,10,Connecticut,2005 Rnd 1 Pick 7,United States Dominican Republic
Noah Vonleh,FC,6-10,257,20,POR,78,1,Indiana,2014 Rnd 1 Pick 9,United States
Nikola Vucevic,PF,6-11,260,25,ORL,65,4,USC,2011 Rnd 1 Pick 16,Switzerland Montenegro
Sasha Vujacic,G,6-7,195,31,NYK,61,8,Pallalcesto Amatori Udine (Italy),2004 Rnd 1 Pick 27,Slovenia
Dwyane Wade,SG,6-4,220,34,MIA,74,12,Marquette,2003 Rnd 1 Pick 5,United States
Dion Waiters,SG,6-4,215,24,OKC,78,3,Syracuse,2012 Rnd 1 Pick 4,United States
Kemba Walker,G,6-0,184,25,CHA,81,4,Connecticut,2011 Rnd 1 Pick 9,United States
John Wall,PG,6-3,210,25,WAS,77,5,Kentucky,2010 Rnd 1 Pick 1,United States
T.J. Warren,F,6-8,222,22,PHX,47,1,NC State,2014 Rnd 1 Pick 14,United States
C.J. Watson,G,6-2,175,31,ORL,33,8,Tennessee,"2006 NBA Draft, Undrafted",United States
Briante Weber,G,6-2,170,23,"MEM, MIA",7,0,VCU,"2015 NBA Draft, Undrafted",United States
Sonny Weems,SF,6-6,205,29,"PHL, PHX",43,3,Arkansas,2008 Rnd 2 Pick 9,United States
David West,PF,6-9,250,35,SAS,78,12,Xavier,2003 Rnd 1 Pick 18,United States
Russell Westbrook,G,6-3,200,27,OKC,80,7,UCLA,2008 Rnd 1 Pick 4,United States
Hassan Whiteside,C,7-0,265,26,MIA,73,3,Marshall,2010 Rnd 2 Pick 3,United States
Shayne Whittington,C,6-11,245,24,IND,7,1,Western Michigan,"2014 NBA Draft, Undrafted",United States North Macedonia
Andrew Wiggins,F,6-7,203,21,MIN,81,1,Kansas,2014 Rnd 1 Pick 1,Canada
C.J. Wilcox,SG,6-5,201,25,LAC,23,1,Washington,2014 Rnd 1 Pick 28,United States
Alan Williams,FC,6-8,265,23,PHX,10,0,UC Santa Barbara,"2015 NBA Draft, Undrafted",United States
Deron Williams,PG,6-3,200,31,DAL,65,10,Illinois,2005 Rnd 1 Pick 3,United States
Derrick Williams,F,6-8,240,24,NYK,80,4,Arizona,2011 Rnd 1 Pick 2,United States
Elliot Williams,G,6-5,190,26,MEM,5,5,Memphis,2010 Rnd 1 Pick 22,United States
Lou Williams,G,6-1,175,29,LAL,67,10,South Gwinnett High School (Georgia),2005 Rnd 2 Pick 15,United States
Marvin Williams,SF,6-9,237,29,CHA,81,10,North Carolina,2005 Rnd 1 Pick 2,United States
Mo Williams,G,6-1,198,33,CLE,41,12,Alabama,2003 Rnd 2 Pick 18,United States
Justise Winslow,SF,6-6,222,19,MIA,78,0,Duke,2015 Rnd 1 Pick 10,United States
Jeff Withey,C,7-0,230,25,UTA,51,2,Kansas,2013 Rnd 2 Pick 9,United States
Christian Wood,PF,6-10,223,20,PHI,17,0,UNLV,"2015 NBA Draft, Undrafted",United States
Metta World Peace,SF,6-7,260,36,LAL,35,15,St. John's,1999 Rnd 1 Pick 16,United States
Brandan Wright,F,6-10,210,28,MEM,12,8,North Carolina,2007 Rnd 1 Pick 8,United States
Delon Wright,G,6-5,185,23,TOR,27,0,Utah,2015 Rnd 1 Pick 20,United States
Tony Wroten,PG,6-6,205,22,PHI,8,3,Washington,2012 Rnd 1 Pick 25,United States
James Young,SG,6-6,215,20,BOS,29,1,Kentucky,2014 Rnd 1 Pick 17,United States
Joe Young,G,6-2,180,23,IND,41,0,Oregon,2015 Rnd 2 Pick 13,United States
Nick Young,SG,6-7,210,30,LAL,54,8,USC,2007 Rnd 1 Pick 16,United States
Thaddeus Young,F,6-8,235,27,BRK,73,8,Georgia Tech,2007 Rnd 1 Pick 12,United States
Cody Zeller,F,6-11,240,23,CHA,73,2,Indiana,2013 Rnd 1 Pick 4,United States
Tyler Zeller,C,7-0,250,26,BOS,60,3,North Carolina,2012 Rnd 1 Pick 17,United States
