Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Demetrius Jackson,G,6-1,200,24,PHI,6,2,Notre Dame,2016 Rnd 2 Pick 15,United States
Frank Jackson,SG,6-3,205,20,NOP,61,1,Duke,2017 Rnd 2 Pick 1,United States
Josh Jackson,SF,6-8,207,22,PHX,79,1,Kansas,2017 Rnd 1 Pick 4,United States
"Jaren Jackson, Jr.",PF,6-11,242,19,MEM,58,0,Michigan State,2018 Rnd 1 Pick 4,United States
Justin Jackson,F,6-8,220,23,"DAL, SAC",81,1,North Carolina,2017 Rnd 1 Pick 15,United States
Reggie Jackson,G,6-2,208,28,DET,82,7,Boston College,2011 Rnd 1 Pick 24,Italy United States
LeBron James,F,6-8,250,34,LAL,55,15,St. Vincent St. Mary High School (Ohio),2003 Rnd 1 Pick 1,United States
Amile Jefferson,PF,6-9,222,25,ORL,12,1,Duke,"2017 NBA Draft, Undrafted",United States
John Jenkins,SG,6-4,215,27,"NYK, WAS",26,5,Vanderbilt,2012 Rnd 1 Pick 23,United States
Jonas Jerebko,F,6-10,231,31,GSW,73,9,Edilnol Pallacanestro Biella (Italy),2009 Rnd 2 Pick 9,Sweden
Alize Johnson,SF,6-7,210,22,IND,14,0,Missouri State,2018 Rnd 2 Pick 20,United States
Amir Johnson,PF,6-9,240,31,PHI,51,13,Westchester High School (California),2005 Rnd 2 Pick 26,United States
B.J. Johnson,SF,6-7,200,23,"ATL, SAC",7,0,La Salle,"2018 NBA Draft, Undrafted",United States
James Johnson,F,6-7,240,32,MIA,55,9,Wake Forest,2009 Rnd 1 Pick 16,United States
Stanley Johnson,G,6-6,242,22,"DET, NOP",66,3,Arizona,2015 Rnd 1 Pick 8,United States
Tyler Johnson,G,6-4,190,26,"MIA, PHX",57,4,Fresno State,"2014 NBA Draft, Undrafted",United States
Wesley Johnson,GF,6-7,215,31,"NOP, WAS",38,8,Syracuse,2010 Rnd 1 Pick 4,United States
Nikola Jokic,C,7-0,284,24,DEN,80,3,KK Mega Bemax (Serbia),2014 Rnd 2 Pick 11,Serbia
Damian Jones,PF,7-0,245,23,GSW,24,2,Vanderbilt,2016 Rnd 1 Pick 30,United States
Derrick Jones,SF,6-6,210,22,MIA,60,2,UNLV,"2016 NBA Draft, Undrafted",United States
Jalen Jones,SG,6-7,220,25,CLE,16,1,Texas A&M,"2016 NBA Draft, Undrafted",United States
Jemerrio Jones,F,6-5,175,23,LAL,6,0,New Mexico State,"2018 NBA Draft, Undrafted",United States
Terrence Jones,PF,6-9,255,27,HOU,2,5,Kentucky,2012 Rnd 1 Pick 18,United States
Tyus Jones,PG,6-1,196,22,MIN,68,3,Duke,2015 Rnd 1 Pick 24,United States
DeAndre Jordan,C,6-11,265,30,"DAL, NYK",69,10,Texas A&M,2008 Rnd 2 Pick 5,United States
Cory Joseph,PG,6-3,200,27,IND,82,7,Texas,2011 Rnd 1 Pick 29,Canada
Frank Kaminsky,F,7-0,242,25,CHA,47,3,Wisconsin,2015 Rnd 1 Pick 9,United States
Luke Kennard,SG,6-5,206,22,DET,63,1,Duke,2017 Rnd 1 Pick 12,United States
Michael Kidd-Gilchrist,SF,6-7,232,25,CHA,64,6,Kentucky,2012 Rnd 1 Pick 2,United States
George King,SF,6-6,220,25,PHX,1,0,Colorado,2018 Rnd 2 Pick 29,United States
Maxi Kleber,PF,6-10,240,27,DAL,71,1,s.Oliver Baskets (Germany),"2014 NBA Draft, Undrafted",Germany
Brandon Knight,G,6-2,182,27,"CLE, HOU",39,7,Kentucky,2011 Rnd 1 Pick 8,United States
Kevin Knox,SF,6-7,215,19,NYK,75,0,Kentucky,2018 Rnd 1 Pick 9,United States
Furkan Korkmaz,SG,6-7,210,21,PHI,48,1,Anadolu Efes (Turkey),2016 Rnd 1 Pick 26,Turkey
Luke Kornet,F,7-2,252,23,NYK,46,1,Vanderbilt,"2017 NBA Draft, Undrafted",United States
Kyle Korver,SF,6-7,212,37,"CLE, UTH",70,15,Creighton,2003 Rnd 2 Pick 22,United States
Kosta Koufos,C,7-0,265,30,SAC,42,10,Ohio State,2008 Rnd 1 Pick 23,United States Greece
Rodions Kurucs,SF,6-9,230,21,BRK,63,0,Barca (Spain),2018 Rnd 2 Pick 10,Latvia
Kyle Kuzma,F,6-10,221,23,LAL,70,1,Utah,2017 Rnd 1 Pick 27,United States
Zach LaVine,SG,6-5,200,23,CHI,63,4,UCLA,2014 Rnd 1 Pick 13,United States
Skal Labissiere,C,6-11,235,22,"POR, SAC",22,2,Kentucky,2016 Rnd 1 Pick 28,Haiti
Jeremy Lamb,SG,6-5,185,26,CHA,79,6,Connecticut,2012 Rnd 1 Pick 12,United States
Jake Layman,SF,6-8,209,24,POR,71,2,Maryland,2016 Rnd 2 Pick 17,United States
Caris LeVert,G,6-6,205,24,BRK,40,2,Michigan,2016 Rnd 1 Pick 20,United States
T.J. Leaf,PF,6-10,225,21,IND,58,1,UCLA,2017 Rnd 1 Pick 18,United States Israel
Courtney Lee,SG,6-5,215,33,"DAL, NYK",34,10,Western Kentucky,2008 Rnd 1 Pick 22,United States
Damion Lee,G,6-5,203,26,GSW,32,1,Louisville,"2016 NBA Draft, Undrafted",United States
"Walt Lemon, Jr.",G,6-3,180,26,CHI,6,1,Bradley,"2014 NBA Draft, Undrafted",United States
Alex Len,C,7-0,250,25,ATL,77,5,Maryland,2013 Rnd 1 Pick 5,Ukraine
Kawhi Leonard,F,6-7,225,27,TOR,60,7,San Diego State,2011 Rnd 1 Pick 15,United States
Meyers Leonard,C,7-1,255,27,POR,61,6,Illinois,2012 Rnd 1 Pick 11,United States
Jon Leuer,PF,6-10,228,29,DET,41,7,Wisconsin,2011 Rnd 2 Pick 10,United States
Damian Lillard,G,6-2,200,28,POR,80,6,Weber State,2012 Rnd 1 Pick 6,United States
Jeremy Lin,G,6-3,200,30,"ATL, TOR",74,8,Harvard,"2010 NBA Draft, Undrafted",United States
Shaun Livingston,G,6-7,192,33,GSW,64,14,Peoria Central High School (Illinois),2004 Rnd 1 Pick 4,United States
Zach Lofton,G,6-4,180,26,DET,1,0,New Mexico State,"2018 NBA Draft, Undrafted",United States
Naz Long,PG,6-4,218,25,UTA,14,1,Iowa State,"2017 NBA Draft, Undrafted",Canada
Kevon Looney,PF,6-9,249,23,GSW,80,3,UCLA,2015 Rnd 1 Pick 30,United States
Brook Lopez,C,7-0,270,30,MIL,81,10,Stanford,2008 Rnd 1 Pick 10,United States
Robin Lopez,FC,7-0,275,30,CHI,74,10,Stanford,2008 Rnd 1 Pick 15,United States
Kevin Love,FC,6-8,247,30,CLE,22,10,UCLA,2008 Rnd 1 Pick 5,United States
Kyle Lowry,PG,6-1,196,32,TOR,65,12,Villanova,2006 Rnd 1 Pick 24,United States
Jordan Loyd,G,6-4,210,25,TOR,12,0,Indianapolis,"2016 NBA Draft, Undrafted",United States Serbia
Kalin Lucas,PG,6-1,195,29,DET,1,1,Michigan State,"2011 NBA Draft, Undrafted",United States Israel
Timothe Luwawu-Cabarrot,F,6-7,210,23,"CHI, OKC",50,2,KK Mega Bemax (Serbia),2016 Rnd 1 Pick 24,France
Tyler Lydon,PF,6-10,225,22,DEN,25,1,Syracuse,2017 Rnd 1 Pick 24,United States
Trey Lyles,SF,6-9,234,23,DEN,64,3,Kentucky,2015 Rnd 1 Pick 12,Canada United States
Scott Machado,G,6-1,201,28,LAL,4,1,Iona,"2012 NBA Draft, Undrafted",United States Brazil
Shelvin Mack,G,6-3,203,28,"CHA, MEM",57,7,Butler,2011 Rnd 2 Pick 4,United States
Daryl Macon,PG,6-3,185,23,DAL,8,0,Arkansas,"2018 NBA Draft, Undrafted",United States
J.P. Macura,SG,6-5,205,23,CHA,2,0,Xavier,"2018 NBA Draft, Undrafted",United States
Ian Mahinmi,C,6-11,262,32,WAS,34,11,STB Le Havre (France),2005 Rnd 1 Pick 28,France
Thon Maker,C,7-0,221,22,"DET, MIL",64,2,Athlete Institute Prep (Ontario),2016 Rnd 1 Pick 10,South Sudan Australia
Boban Marjanovic,C,7-4,290,30,"LAC, PHL",58,3,KK Vrsac Swisslion (Serbia),"2010 NBA Draft, Undrafted",Serbia
Lauri Markkanen,SF,7-0,238,21,CHI,52,1,Arizona,2017 Rnd 1 Pick 7,Finland
Jarell Martin,F,6-10,239,24,ORL,42,3,LSU,2015 Rnd 1 Pick 25,United States
Frank Mason,G,5-11,190,24,SAC,38,1,Kansas,2017 Rnd 2 Pick 4,United States
Yante Maten,PF,6-7,240,22,MIA,2,0,Georgia,"2018 NBA Draft, Undrafted",United States
Wesley Matthews,G,6-5,220,32,"DAL, IND, NYK",69,9,Marquette,"2009 NBA Draft, Undrafted",United States
Luc Mbah a Moute,F,6-8,230,32,LAC,4,10,UCLA,2008 Rnd 2 Pick 7,Cameroon
Tahjere McCall,G,6-4,190,24,BRK,1,0,Tennessee State,"2017 NBA Draft, Undrafted",United States
Patrick McCaw,G,6-7,185,23,"CLE, TOR",29,2,UNLV,2016 Rnd 2 Pick 8,United States
C.J. McCollum,G,6-3,200,27,POR,70,5,Lehigh,2013 Rnd 1 Pick 10,United States
T.J. McConnell,G,6-2,190,26,PHI,76,3,Arizona,"2015 NBA Draft, Undrafted",United States
Doug McDermott,F,6-8,225,27,IND,77,4,Creighton,2014 Rnd 1 Pick 11,United States
JaVale McGee,C,7-0,270,31,LAL,75,10,Nevada,2008 Rnd 1 Pick 18,United States
Rodney McGruder,SG,6-4,205,27,MIA,66,2,Kansas State,"2013 NBA Draft, Undrafted",United States
Alfonzo McKinnie,F,6-8,215,26,GSW,72,1,Green Bay,"2015 NBA Draft, Undrafted",United States
Ben McLemore,SG,6-3,195,26,SAC,19,5,Kansas,2013 Rnd 1 Pick 7,United States
Jordan McRae,G,6-5,179,27,WAS,27,2,Tennessee,2014 Rnd 2 Pick 28,United States
Jodie Meeks,G,6-4,210,31,TOR,8,9,Kentucky,2009 Rnd 2 Pick 11,United States
Salah Mejri,C,7-1,235,32,DAL,36,3,Etoile Sportive du Sahel (Tunisia),"2008 NBA Draft, Undrafted",Tunisia
De'Anthony Melton,SG,6-2,200,20,PHX,50,0,USC,2018 Rnd 2 Pick 16,United States
Chimezie Metu,PF,6-9,225,21,SAS,29,0,USC,2018 Rnd 2 Pick 19,United States Nigeria
Khris Middleton,SF,6-8,222,27,MIL,77,6,Texas A&M,2012 Rnd 2 Pick 9,United States
C.J. Miles,GF,6-6,220,31,"MEM, TOR",53,13,Skyline High School (Texas),2005 Rnd 2 Pick 4,United States
Darius Miller,GF,6-8,225,28,NOP,69,4,Kentucky,2012 Rnd 2 Pick 16,United States
Malcolm Miller,SF,6-6,203,25,TOR,10,1,Holy Cross,"2015 NBA Draft, Undrafted",United States
Patty Mills,G,6-0,180,30,SAS,82,9,Saint Mary's,2009 Rnd 2 Pick 25,Australia
Paul Millsap,FC,6-7,250,34,DEN,70,12,Louisiana Tech,2006 Rnd 2 Pick 17,United States
Shake Milton,SG,6-5,215,22,PHI,20,0,Southern Methodist,2018 Rnd 2 Pick 24,United States
Nikola Mirotic,F,6-10,250,28,"MIL, NOP",46,4,Real Madrid (Spain),2011 Rnd 1 Pick 23,Montenegro Spain
Donovan Mitchell,SG,6-3,215,22,UTA,77,1,Louisville,2017 Rnd 1 Pick 13,United States
Malik Monk,SG,6-3,200,21,CHA,73,1,Kentucky,2017 Rnd 1 Pick 11,United States
Greg Monroe,FC,6-11,265,28,"BOS, PHL, TOR",43,8,Georgetown,2010 Rnd 1 Pick 7,United States
E'Twaun Moore,SG,6-4,191,30,NOP,53,7,Purdue,2011 Rnd 2 Pick 25,United States
Eric Moreland,FC,6-10,238,27,"PHX, TOR",5,3,Oregon State,"2014 NBA Draft, Undrafted",United States
Jaylen Morris,G,6-5,195,23,MIL,4,1,Molloy,"2017 NBA Draft, Undrafted",United States
Marcus Morris,F,6-8,218,29,BOS,75,7,Kansas,2011 Rnd 1 Pick 14,United States
Markieff Morris,PF,6-9,250,29,"OKC, WAS",58,7,Kansas,2011 Rnd 1 Pick 13,United States
Monte Morris,G,6-2,183,23,DEN,82,1,Iowa State,2017 Rnd 2 Pick 21,United States Nigeria
Donatas Motiejunas,C,7-0,222,28,SAS,3,5,Universo De'Longhi Treviso (Italy),2011 Rnd 1 Pick 20,Lithuania
Johnathan Motley,F,6-10,230,23,LAC,22,1,Baylor,"2017 NBA Draft, Undrafted",United States
Emmanuel Mudiay,SG,6-5,200,22,NYK,59,3,Guangzhou Loong Lions (China),2015 Rnd 1 Pick 7,United States Democratic Republic of the Congo
Jamal Murray,SG,6-4,215,22,DEN,75,2,Kentucky,2016 Rnd 1 Pick 7,Canada
Dzanan Musa,SG,6-9,217,19,BRK,9,0,Cedevita (Croatia),2018 Rnd 1 Pick 29,Bosnia and Herzegovina
Mike Muscala,FC,6-11,240,27,"LAL, PHL",64,5,Bucknell,2013 Rnd 2 Pick 14,United States
Svi Mykhailiuk,SF,6-8,205,21,"DET, LAL",42,0,Kansas,2018 Rnd 2 Pick 17,Ukraine
Abdel Nader,SF,6-6,225,25,OKC,61,1,Iowa State,2016 Rnd 2 Pick 28,United States Egypt
"Larry Nance, Jr.",SF,6-7,245,26,CLE,67,3,Wyoming,2015 Rnd 1 Pick 27,United States
Shabazz Napier,PG,6-1,180,27,BRK,56,4,Connecticut,2014 Rnd 1 Pick 24,United States Puerto Rico
Maybyner Nene,C,6-11,250,36,HOU,42,16,Vasco da Gama (Brazil),2002 Rnd 1 Pick 7,Brazil
Raulzinho Neto,PG,6-1,179,26,UTA,37,3,Acunsa GBC (Spain),2013 Rnd 2 Pick 17,Brazil
Georges Niang,F,6-7,235,25,UTA,59,2,Iowa State,2016 Rnd 2 Pick 20,United States
Joakim Noah,FC,6-11,230,34,MEM,42,11,Florida,2007 Rnd 1 Pick 9,France United States
Nerlens Noel,FC,6-11,220,24,OKC,77,5,Kentucky,2013 Rnd 1 Pick 6,United States
Dirk Nowitzki,PF,7-0,245,40,DAL,51,20,DJK Wurzburg (Germany),1998 Rnd 1 Pick 9,Germany
Frank Ntilikina,PG,6-5,200,20,NYK,43,1,Strasbourg IG (France),2017 Rnd 1 Pick 8,Belgium France
James Nunnally,F,6-7,220,28,"HOU, MIN",15,1,UC Santa Barbara,"2012 NBA Draft, Undrafted",United States
Jusuf Nurkic,FC,7-0,290,24,POR,72,4,Cedevita (Croatia),2014 Rnd 1 Pick 16,Bosnia and Herzegovina
David Nwaba,G,6-5,219,26,CLE,51,2,Cal Poly,"2016 NBA Draft, Undrafted",United States
Royce O'Neale,SF,6-6,220,25,UTA,82,1,Baylor,"2015 NBA Draft, Undrafted",United States
Kyle O'Quinn,F,6-10,250,28,IND,45,6,Norfolk State,2012 Rnd 2 Pick 19,United States
Semi Ojeleye,SF,6-6,240,24,BOS,56,1,Southern Methodist,2017 Rnd 2 Pick 7,United States
Jahlil Okafor,C,6-11,275,23,NOP,59,3,Duke,2015 Rnd 1 Pick 3,United States Nigeria
Elie Okobo,PG,6-3,190,21,PHX,53,0,Pau-Orthez (France),2018 Rnd 2 Pick 1,France
Josh Okogie,SG,6-4,220,20,MIN,74,0,Georgia Tech,2018 Rnd 1 Pick 20,Nigeria United States
Victor Oladipo,G,6-4,210,26,IND,36,5,Indiana,2013 Rnd 1 Pick 2,United States
Kelly Olynyk,C,6-11,240,27,MIA,79,5,Gonzaga,2013 Rnd 1 Pick 13,Canada
Cedi Osman,GF,6-7,230,23,CLE,76,1,Anadolu Efes (Turkey),2015 Rnd 2 Pick 1,North Macedonia Turkey
"Kelly Oubre, Jr.",SF,6-6,203,23,"PHX, WAS",69,3,Kansas,2015 Rnd 1 Pick 15,United States
Zaza Pachulia,C,6-11,270,35,DET,68,15,Alpella B.K. (Turkey),2003 Rnd 2 Pick 13,Georgia
Jabari Parker,F,6-8,245,23,"CHI, WAS",64,4,Duke,2014 Rnd 1 Pick 2,United States
Tony Parker,G,6-2,185,36,CHA,56,17,Paris Basket Racing (France),2001 Rnd 1 Pick 28,France
Chandler Parsons,SF,6-10,230,30,MEM,25,7,Florida,2011 Rnd 2 Pick 8,United States
Patrick Patterson,F,6-8,235,29,OKC,63,8,Kentucky,2010 Rnd 1 Pick 14,United States
Justin Patton,C,7-0,241,21,PHI,3,1,Creighton,2017 Rnd 1 Pick 16,United States
Chris Paul,PG,6-0,175,33,HOU,58,13,Wake Forest,2005 Rnd 1 Pick 4,United States
Cameron Payne,G,6-3,190,24,"CHI, CLE",40,3,Murray State,2015 Rnd 1 Pick 14,United States
Gary Payton II,G,6-3,195,26,WAS,3,2,Oregon State,"2016 NBA Draft, Undrafted",United States
Elfrid Payton,G,6-4,185,25,NOP,42,4,Louisiana,2014 Rnd 1 Pick 10,United States
Theo Pinson,SG,6-5,212,23,BRK,18,0,North Carolina,"2018 NBA Draft, Undrafted",United States
Mason Plumlee,PF,6-11,254,28,DEN,82,5,Duke,2013 Rnd 1 Pick 22,United States
Miles Plumlee,C,6-11,249,30,ATL,18,6,Duke,2012 Rnd 1 Pick 26,United States
Jakob Poeltl,C,7-0,240,23,SAS,77,2,Utah,2016 Rnd 1 Pick 9,Austria
Quincy Pondexter,F,6-7,230,30,SAS,53,8,Washington,2010 Rnd 1 Pick 26,United States
Otto Porter,SF,6-8,228,25,"CHI, WAS",56,5,Georgetown,2013 Rnd 1 Pick 3,United States
Bobby Portis,PF,6-11,250,24,"CHI, WAS",50,3,Arkansas,2015 Rnd 1 Pick 22,United States
Dwight Powell,PF,6-10,240,27,DAL,77,4,Stanford,2014 Rnd 2 Pick 15,Canada
Norman Powell,SG,6-3,215,25,TOR,60,3,UCLA,2015 Rnd 2 Pick 16,United States
Alex Poythress,F,6-9,235,25,ATL,21,2,Kentucky,"2016 NBA Draft, Undrafted",United States
Taurean Prince,F,6-7,218,24,ATL,55,2,Baylor,2016 Rnd 1 Pick 12,United States
Zhou Qi,C,7-1,210,23,HOU,1,1,Xinjiang Guanghui (China),2016 Rnd 2 Pick 13,China
Ivan Rabb,PF,6-10,220,22,MEM,49,1,California,2017 Rnd 2 Pick 5,United States
Chasson Randle,PG,6-3,185,26,WAS,49,1,Stanford,"2015 NBA Draft, Undrafted",United States
Julius Randle,PF,6-9,250,24,NOP,73,4,Kentucky,2014 Rnd 1 Pick 7,United States
J.J. Redick,G,6-4,200,34,PHI,76,12,Duke,2006 Rnd 1 Pick 11,United States
Davon Reed,SF,6-5,208,23,IND,10,1,Miami (FL),2017 Rnd 2 Pick 2,United States
Cam Reynolds,F,6-7,225,24,MIN,19,0,Tulane,"2018 NBA Draft, Undrafted",United States
Josh Richardson,G,6-5,200,25,MIA,73,3,Tennessee,2015 Rnd 2 Pick 10,United States
Malachi Richardson,SF,6-6,205,23,TOR,22,2,Syracuse,2016 Rnd 1 Pick 22,United States
Austin Rivers,SG,6-4,200,26,"HOU, WAS",76,6,Duke,2012 Rnd 1 Pick 10,United States
Devin Robinson,F,6-7,200,23,WAS,7,1,Florida,"2017 NBA Draft, Undrafted",United States
Duncan Robinson,F,6-8,210,24,MIA,15,0,Michigan,"2018 NBA Draft, Undrafted",United States
Glenn Robinson,SF,6-6,222,25,DET,47,4,Michigan,2014 Rnd 2 Pick 10,United States
Jerome Robinson,SG,6-4,190,22,LAC,33,0,Boston College,2018 Rnd 1 Pick 13,United States
Mitchell Robinson,C,7-1,240,20,NYK,66,0,,2018 Rnd 2 Pick 6,United States
Rajon Rondo,PG,6-1,180,33,LAL,46,12,Kentucky,2006 Rnd 1 Pick 21,United States
Derrick Rose,PG,6-3,200,30,MIN,51,10,Memphis,2008 Rnd 1 Pick 1,United States
Terrence Ross,SF,6-7,205,28,ORL,81,6,Washington,2012 Rnd 1 Pick 8,United States
Terry Rozier,G,6-1,190,24,BOS,79,3,Louisville,2015 Rnd 1 Pick 16,United States
Ricky Rubio,G,6-3,190,28,UTA,68,7,Joventut Badalona (Spain),2009 Rnd 1 Pick 5,Spain
D'Angelo Russell,SG,6-4,193,23,BRK,81,3,Ohio State,2015 Rnd 1 Pick 2,United States
Domantas Sabonis,PF,6-11,240,22,IND,74,2,Gonzaga,2016 Rnd 1 Pick 11,United States Lithuania
Brandon Sampson,SG,6-5,184,21,CHI,14,0,LSU,"2018 NBA Draft, Undrafted",United States
JaKarr Sampson,F,6-9,215,25,CHI,4,3,St. John's,"2014 NBA Draft, Undrafted",United States
Dario Saric,SF,6-10,250,24,"MIN, PHL",81,2,KK Cibona (Croatia),2014 Rnd 1 Pick 12,Croatia
Tomas Satoransky,PG,6-7,210,27,WAS,80,2,Coosur Real Betis (Spain),2012 Rnd 2 Pick 2,Czech Republic
Dennis Schroder,PG,6-3,172,25,OKC,79,5,Basketball Lowen Braunschweig (Germany),2013 Rnd 1 Pick 17,Germany
Mike Scott,PF,6-8,237,30,"LAC, PHL",79,6,Virginia,2012 Rnd 2 Pick 13,United States
Thabo Sefolosha,GF,6-7,220,34,UTA,50,12,Edilnol Pallacanestro Biella (Italy),2006 Rnd 1 Pick 13,Switzerland
Wayne Selden,SG,6-5,230,24,"CHI, MEM",75,2,Kansas,"2016 NBA Draft, Undrafted",United States
Collin Sexton,PG,6-1,192,20,CLE,82,0,Alabama,2018 Rnd 1 Pick 8,United States
Landry Shamet,PG,6-4,190,21,"LAC, PHL",79,0,Wichita State,2018 Rnd 1 Pick 26,United States
Iman Shumpert,G,6-5,220,28,"HOU, SAC",62,7,Georgia Tech,2011 Rnd 1 Pick 17,United States
Pascal Siakam,F,6-8,240,24,TOR,80,2,New Mexico State,2016 Rnd 1 Pick 27,Cameroon
Jordan Sibert,SG,6-4,187,26,ATL,1,0,Dayton,"2015 NBA Draft, Undrafted",United States
Ben Simmons,PF,6-10,240,22,PHI,79,2,LSU,2016 Rnd 1 Pick 1,Australia
Jonathon Simmons,G,6-6,195,29,"ORL, PHL",56,3,Houston,"2012 NBA Draft, Undrafted",United States
Kobi Simmons,PG,6-5,166,21,CLE,1,1,Arizona,"2017 NBA Draft, Undrafted",United States
Anfernee Simons,SG,6-3,195,19,POR,20,0,IMG Academy (Florida),2018 Rnd 1 Pick 24,United States
Marcus Smart,PG,6-3,220,24,BOS,80,4,Oklahoma State,2014 Rnd 1 Pick 6,United States
Dennis Smith,PG,6-2,205,21,"DAL, NYK",53,1,NC State,2017 Rnd 1 Pick 9,United States
Ish Smith,PG,6-0,175,30,DET,56,8,Wake Forest,"2010 NBA Draft, Undrafted",United States
J.R. Smith,SG,6-6,225,33,CLE,11,14,Saint Benedict's Preparatory School (New Jersey),2004 Rnd 1 Pick 18,United States
Jason Smith,PF,7-0,240,32,"MIL, NOP, WAS",20,11,Colorado State,2007 Rnd 1 Pick 20,United States
Zhaire Smith,SG,6-4,199,19,PHI,6,0,Texas Tech,2018 Rnd 1 Pick 16,United States
Tony Snell,G,6-6,213,27,MIL,74,5,New Mexico,2013 Rnd 1 Pick 20,United States
Raymond Spalding,PF,6-10,215,21,"DAL, PHX",14,0,Louisville,2018 Rnd 2 Pick 26,United States
Omari Spellman,PF,6-8,245,21,ATL,46,0,Villanova,2018 Rnd 1 Pick 30,United States
Nik Stauskas,SG,6-6,205,25,"CLE, POR",68,4,Michigan,2014 Rnd 1 Pick 8,Canada
D.J. Stephens,GF,6-5,188,28,MEM,1,1,Memphis,"2013 NBA Draft, Undrafted",United States
Lance Stephenson,SG,6-6,230,28,LAL,68,8,Cincinnati,2010 Rnd 2 Pick 10,United States
Edmond Sumner,G,6-4,185,23,IND,23,1,Xavier,2017 Rnd 2 Pick 22,United States
Caleb Swanigan,C,6-9,260,21,"POR, SAC",21,1,Purdue,2017 Rnd 1 Pick 26,United States
Jayson Tatum,SF,6-8,210,20,BOS,79,1,Duke,2017 Rnd 1 Pick 3,United States
Jeff Teague,PG,6-3,195,30,MIN,42,9,Wake Forest,2009 Rnd 1 Pick 19,United States
Garrett Temple,G,6-5,195,32,"LAC, MEM",75,8,LSU,"2009 NBA Draft, Undrafted",United States
Milos Teodosic,PG,6-5,196,31,LAC,15,1,Olympiacos (Greece),"2009 NBA Draft, Undrafted",Serbia
Jared Terrell,SG,6-3,215,24,MIN,14,0,Rhode Island,"2018 NBA Draft, Undrafted",United States
Emanuel Terry,F,6-9,220,22,"MIA, PHX",3,0,Lincoln Memorial,"2018 NBA Draft, Undrafted",United States
Daniel Theis,C,6-8,245,26,BOS,66,1,Ratiopharm Ulm (Germany),"2013 NBA Draft, Undrafted",Germany
Isaiah Thomas,PG,5-9,185,30,DEN,12,7,Washington,2011 Rnd 2 Pick 30,United States
Khyri Thomas,SG,6-3,210,22,DET,26,0,Creighton,2018 Rnd 2 Pick 8,United States
Lance Thomas,F,6-8,240,30,NYK,46,7,Duke,"2010 NBA Draft, Undrafted",United States
Klay Thompson,G,6-6,210,29,GSW,78,7,Washington State,2011 Rnd 1 Pick 11,United States
Tristan Thompson,F,6-9,254,27,CLE,43,7,Texas,2011 Rnd 1 Pick 4,Canada
Sindarius Thornwell,SG,6-4,215,24,LAC,64,1,South Carolina,2017 Rnd 2 Pick 18,United States
Anthony Tolliver,PF,6-8,245,33,MIN,65,11,Creighton,"2007 NBA Draft, Undrafted",United States
Karl-Anthony Towns,C,7-0,250,23,MIN,77,3,Kentucky,2015 Rnd 1 Pick 1,United States Dominican Republic
"Gary Trent, Jr.",SG,6-5,205,20,POR,15,0,Duke,2018 Rnd 2 Pick 7,United States
Allonzo Trier,SG,6-5,200,23,NYK,64,0,Arizona,"2018 NBA Draft, Undrafted",United States
P.J. Tucker,SF,6-6,245,33,HOU,82,7,Texas,2006 Rnd 2 Pick 5,United States
Evan Turner,GF,6-7,220,30,POR,73,8,Ohio State,2010 Rnd 1 Pick 2,United States
Myles Turner,FC,6-11,250,22,IND,74,3,Texas,2015 Rnd 1 Pick 11,United States
Ekpe Udoh,PF,6-10,245,31,UTA,51,6,Baylor,2010 Rnd 1 Pick 6,United States Nigeria
Tyler Ulis,PG,5-10,149,23,CHI,1,2,Kentucky,2016 Rnd 2 Pick 4,United States
Jonas Valanciunas,C,7-0,265,26,"MEM, TOR",49,6,Lietuvos Rytas (Lithuania),2011 Rnd 1 Pick 5,Lithuania
Fred VanVleet,G,6-0,200,25,TOR,64,2,Wichita State,"2016 NBA Draft, Undrafted",United States
Jarred Vanderbilt,PF,6-8,214,19,DEN,17,0,Kentucky,2018 Rnd 2 Pick 11,United States
Noah Vonleh,FC,6-10,257,23,NYK,68,4,Indiana,2014 Rnd 1 Pick 9,United States
Nikola Vucevic,PF,6-11,260,28,ORL,80,7,USC,2011 Rnd 1 Pick 16,Switzerland Montenegro
Dwyane Wade,SG,6-4,220,37,MIA,72,15,Marquette,2003 Rnd 1 Pick 5,United States
Moe Wagner,PF,6-11,240,21,LAL,43,0,Michigan,2018 Rnd 1 Pick 25,Germany
Dion Waiters,SG,6-4,215,27,MIA,44,6,Syracuse,2012 Rnd 1 Pick 4,United States
Kemba Walker,G,6-0,184,28,CHA,82,7,Connecticut,2011 Rnd 1 Pick 9,United States
Lonnie Walker,SG,6-5,205,20,SAS,17,0,Miami (FL),2018 Rnd 1 Pick 18,United States
John Wall,PG,6-3,210,28,WAS,32,8,Kentucky,2010 Rnd 1 Pick 1,United States
Tyrone Wallace,G,6-5,198,24,LAC,62,1,California,2016 Rnd 2 Pick 30,United States
Brad Wanamaker,SG,6-3,210,29,BOS,36,0,Pittsburgh,"2011 NBA Draft, Undrafted",United States
T.J. Warren,F,6-8,222,25,PHX,43,4,NC State,2014 Rnd 1 Pick 14,United States
Julian Washburn,SG,6-8,210,27,MEM,18,0,UTEP,"2015 NBA Draft, Undrafted",United States
Yuta Watanabe,F,6-8,214,24,MEM,15,0,George Washington,"2018 NBA Draft, Undrafted",Japan
