Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Wesley Person,SG,6-6,195,30,CLE,78,7,Auburn,1994 Rnd 1 Pick 23,United States
Morris Peterson,G,6-7,220,24,TOR,63,1,Michigan State,2000 Rnd 1 Pick 21,United States
Eric Piatkowski,G-F,6-7,210,31,LAC,71,7,Nebraska,1994 Rnd 1 Pick 15,United States
Paul Pierce,SF,6-7,235,24,BOS,82,3,Kansas,1998 Rnd 1 Pick 10,United States
Scottie Pippen,SF,6-8,228,36,POR,62,14,Central Arkansas,1987 Rnd 1 Pick 5,United States
Scot Pollard,C-F,6-11,265,27,SAC,80,4,Kansas,1997 Rnd 1 Pick 19,United States
Mark Pope,C,6-10,235,29,MIL,45,4,Kentucky,1996 Rnd 2 Pick 23,United States
Terry Porter,PG,6-3,195,38,SAS,72,16,Wisconsin-Stevens Point,1985 Rnd 1 Pick 24,United States
James Posey,F,6-8,217,25,DEN,73,2,Xavier,1999 Rnd 1 Pick 18,United States
Lavor Postell,SF,6-5,215,24,NYK,23,1,St. John's,2000 Rnd 2 Pick 10,United States
Vitaly Potapenko,C-F,6-10,280,26,BOS,79,5,Wright State,1996 Rnd 1 Pick 12,Ukraine
Brent Price,PG,6-1,165,33,SAC,20,9,Oklahoma,1992 Rnd 2 Pick 5,United States
Joel Przybilla,C,7-1,245,22,MIL,71,1,Minnesota,2000 Rnd 1 Pick 9,United States
Vladimir Radmanovic,PF,6-10,235,21,SEA,61,0,KK FMP (Serbia),2001 Rnd 1 Pick 12,Serbia
Zach Randolph,PF,6-9,260,20,POR,41,0,Michigan State,2001 Rnd 1 Pick 19,United States
Theo Ratliff,C,6-10,235,28,ATL,3,6,Wyoming,1995 Rnd 1 Pick 18,United States
Zeljko Rebraca,C,7-0,265,29,DET,74,0,KK Partizan (Serbia),1994 Rnd 2 Pick 27,Serbia
Eldridge Recasner,SG,6-3,190,34,"CHA, LAC",6,7,Washington,"1990 NBA Draft, Undrafted",United States
Michael Redd,G,6-6,220,22,MIL,67,1,Ohio State,2000 Rnd 2 Pick 14,United States
Don Reid,PF,6-8,250,28,ORL,68,6,Georgetown,1995 Rnd 2 Pick 29,United States
Glen Rice,SF,6-8,228,34,HOU,20,12,Michigan,1989 Rnd 1 Pick 4,United States
Jason Richardson,GF,6-6,225,21,GSW,80,0,Michigan State,2001 Rnd 1 Pick 5,United States
Norman Richardson,SG,6-5,190,22,"CHI, IND",11,0,Hofstra,"2001 NBA Draft, Undrafted",United States
Quentin Richardson,GF,6-6,223,21,LAC,81,1,DePaul,2000 Rnd 1 Pick 18,United States
Mitch Richmond,SG,6-5,215,36,LAL,64,13,Kansas State,1988 Rnd 1 Pick 5,United States
J.R. Rider,SG,6-5,215,30,DEN,10,8,UNLV,1993 Rnd 1 Pick 5,United States
Cliff Robinson,PF,6-10,225,35,DET,80,12,Connecticut,1989 Rnd 2 Pick 9,United States
David Robinson,C,7-1,250,36,SAS,78,12,Navy,1987 Rnd 1 Pick 1,United States
Eddie Robinson,F,6-9,210,25,CHI,29,2,Central Oklahoma,"1997 NBA Draft, Undrafted",United States
Glenn Robinson,SF,6-7,225,29,MIL,66,7,Purdue,1994 Rnd 1 Pick 1,United States
Larry Robinson,SG,6-3,180,34,NYK,2,6,Centenary,"1990 NBA Draft, Undrafted",United States
Carlos Rogers,FC,6-11,220,31,IND,22,7,Tennessee State,1994 Rnd 1 Pick 11,United States
Rodney Rogers,F,6-7,235,30,"BOS, PHX",77,8,Wake Forest,1993 Rnd 1 Pick 9,United States
Sean Rooks,C,6-10,250,32,LAC,61,9,Arizona,1992 Rnd 2 Pick 3,United States
Jalen Rose,G,6-8,210,29,"CHI, IND",83,7,Michigan,1994 Rnd 1 Pick 13,United States
Malik Rose,F,6-7,250,27,SAS,82,5,Drexel,1996 Rnd 2 Pick 15,United States
Michael Ruffin,F-C,6-9,245,25,PHI,15,2,Tulsa,1999 Rnd 2 Pick 3,United States
Bryon Russell,SG,6-7,225,31,UTA,66,8,Long Beach State,1993 Rnd 2 Pick 18,United States
Daniel Santiago,C,7-0,256,25,PHX,3,1,Saint Vincent College,"1998 NBA Draft, Undrafted",United States Puerto Rico
Jeryl Sasser,SG,6-6,200,23,ORL,7,0,Southern Methodist,2001 Rnd 1 Pick 22,United States
Kenny Satterfield,PG,6-2,186,20,DEN,36,0,Cincinnati,2001 Rnd 2 Pick 25,United States
Brian Scalabrine,PF,6-9,241,23,NJN,28,0,USC,2001 Rnd 2 Pick 6,United States
Shawnelle Scott,C,6-10,250,29,DEN,21,6,St. John's,1994 Rnd 2 Pick 16,United States
Ansu Sesay,F,6-9,225,25,SEA,9,2,Ole Miss,1998 Rnd 2 Pick 1,United States
Brian Shaw,PG,6-6,190,35,LAL,58,12,UC Santa Barbara,1988 Rnd 1 Pick 24,United States
Bobby Simmons,F,6-6,235,21,WAS,30,0,DePaul,2001 Rnd 2 Pick 13,United States
Dickey Simpkins,PF,6-9,248,29,ATL,1,7,Providence,1994 Rnd 1 Pick 21,United States
Brian Skinner,FC,6-9,255,25,CLE,65,3,Baylor,1998 Rnd 1 Pick 22,United States
Reggie Slater,F,6-7,215,31,"ATL, NJN",8,6,Wyoming,"1992 NBA Draft, Undrafted",United States
Charles Cornelius Smith,SG,6-4,194,26,SAS,60,3,New Mexico,1997 Rnd 1 Pick 26,United States
Jabari Smith,C,6-11,250,24,"PHL, SAC",23,1,LSU,2000 Rnd 2 Pick 16,United States
Joe Smith,F,6-10,225,26,MIN,72,6,Maryland,1995 Rnd 1 Pick 1,United States
Leon Smith,PF,6-10,235,21,ATL,14,2,King College Prep High School (Illinois),1999 Rnd 1 Pick 29,United States
Steve Smith,SG,6-7,200,32,SAS,77,10,Michigan State,1991 Rnd 1 Pick 5,United States
Eric Snow,G,6-3,190,28,PHI,61,6,Michigan State,1995 Rnd 2 Pick 14,United States
Will Solomon,G,6-1,181,23,MEM,62,0,Clemson,2001 Rnd 2 Pick 4,United States
Felton Spencer,C,7-0,265,34,NYK,32,11,Louisville,1990 Rnd 1 Pick 6,United States
Latrell Sprewell,SG,6-5,190,31,NYK,81,9,Alabama,1992 Rnd 1 Pick 24,United States
Jerry Stackhouse,SF,6-6,218,27,DET,76,6,North Carolina,1995 Rnd 1 Pick 3,United States
John Starks,SG,6-3,180,36,UTA,66,12,Oklahoma State,"1988 NBA Draft, Undrafted",United States
Vladimir Stepania,C,7-0,235,25,MIA,67,3,Union Olimpija (Slovenia),1998 Rnd 1 Pick 27,Georgia
DeShawn Stevenson,SG,6-5,218,20,UTA,67,1,Washington Union High School (California),2000 Rnd 1 Pick 23,United States
Michael Stewart,FC,6-10,230,26,TOR,11,4,California,"1997 NBA Draft, Undrafted",France United States
Bryant Stith,SG,6-5,209,31,CLE,50,9,Virginia,1992 Rnd 1 Pick 13,United States
John Stockton,PG,6-1,170,39,UTA,82,17,Gonzaga,1984 Rnd 1 Pick 16,United States
Peja Stojakovic,F,6-10,229,24,SAC,71,3,PAOK BC (Greece),1996 Rnd 1 Pick 14,Serbia Greece
Damon Stoudamire,G,5-10,171,28,POR,75,6,Arizona,1995 Rnd 1 Pick 7,United States
Erick Strickland,G,6-3,210,28,BOS,79,5,Nebraska,"1996 NBA Draft, Undrafted",United States
Mark Strickland,PF,6-9,210,31,ATL,46,7,Temple,"1993 NBA Draft, Undrafted",United States
Rod Strickland,PG,6-3,175,35,MIA,76,13,DePaul,1988 Rnd 1 Pick 19,United States
Bruno Sundov,C,7-2,220,22,IND,22,3,KK Split (Croatia),1998 Rnd 2 Pick 6,Croatia
Bob Sura,G,6-5,200,28,GSW,78,6,Florida State,1995 Rnd 1 Pick 17,United States
Stromile Swift,F-C,6-9,225,22,MEM,68,1,LSU,2000 Rnd 1 Pick 2,United States
Wally Szczerbiak,F,6-7,240,24,MIN,82,2,Miami (OH),1999 Rnd 1 Pick 6,United States Spain
Jason Terry,G,6-2,185,24,ATL,78,2,Arizona,1999 Rnd 1 Pick 10,United States
Etan Thomas,C,6-9,256,23,WAS,47,1,Syracuse,2000 Rnd 1 Pick 12,United States
Kenny Thomas,F,6-7,245,24,HOU,72,2,New Mexico,1999 Rnd 1 Pick 22,United States
Kurt Thomas,FC,6-9,240,29,NYK,82,6,Texas Christian,1995 Rnd 1 Pick 10,United States
Tim Thomas,F,6-10,240,25,MIL,74,4,Villanova,1997 Rnd 1 Pick 7,United States
Jamaal Tinsley,PG,6-3,188,24,IND,80,0,Iowa State,2001 Rnd 1 Pick 27,United States
Oscar Torres,GF,6-6,210,25,HOU,65,0,Marinos (Venezuela),"1998 NBA Draft, Undrafted",Venezuela
Robert Traylor,F-C,6-8,284,25,CHA,61,3,Michigan,1998 Rnd 1 Pick 6,United States
Gary Trent,PF,6-8,250,27,MIN,64,6,Ohio,1995 Rnd 1 Pick 11,United States
Jeff Trepagnier,G,6-4,200,22,CLE,12,0,USC,2001 Rnd 2 Pick 7,United States
Jake Tsakalidis,C,7-2,285,22,PHX,67,1,AEK Athens (Greece),2000 Rnd 1 Pick 25,Greece Georgia
Hedo Turkoglu,F,6-10,220,22,SAC,80,1,Anadolu Efes (Turkey),2000 Rnd 1 Pick 16,Turkey
Nick Van Exel,PG,6-1,170,30,"DAL, DEN",72,8,Cincinnati,1993 Rnd 2 Pick 10,United States
Keith Van Horn,F,6-10,220,26,NJN,81,4,Utah,1997 Rnd 1 Pick 2,United States
Ratko Varda,C,6-10,260,22,DET,1,0,KK Partizan (Serbia),"2001 NBA Draft, Undrafted",Bosnia and Herzegovina
Jacque Vaughn,G,6-1,190,27,ATL,82,4,Kansas,1997 Rnd 1 Pick 27,United States
Jake Voskuhl,C,6-11,245,24,PHX,59,1,Connecticut,2000 Rnd 2 Pick 4,United States
Antoine Walker,F,6-9,265,25,BOS,81,5,Kentucky,1996 Rnd 1 Pick 6,United States
Samaki Walker,PF,6-9,250,26,LAL,69,5,Louisville,1996 Rnd 1 Pick 9,United States
Ben Wallace,FC,6-9,240,27,DET,80,5,Virginia Union,"1996 NBA Draft, Undrafted",United States
Gerald Wallace,F,6-7,220,19,SAC,54,0,Alabama,2001 Rnd 1 Pick 25,United States
John Wallace,PF,6-8,225,28,PHX,46,5,Syracuse,1996 Rnd 1 Pick 18,United States
Rasheed Wallace,FC,6-11,230,27,POR,79,6,North Carolina,1995 Rnd 1 Pick 4,United States
Zhizhi Wang,C,7-1,255,24,DAL,55,1,Ningbo Rockets (China),1999 Rnd 2 Pick 7,China
Charlie Ward,G,6-2,190,31,NYK,63,7,Florida State,1994 Rnd 1 Pick 26,United States
Earl Watson,PG,6-1,199,22,SEA,64,0,UCLA,2001 Rnd 2 Pick 11,United States
Clarence Weatherspoon,PF,6-6,240,31,NYK,56,9,Southern Mississippi,1992 Rnd 1 Pick 9,United States
Chris Webber,F-C,6-9,245,28,SAC,54,8,Michigan,1993 Rnd 1 Pick 1,United States
Bonzi Wells,G-F,6-5,210,25,POR,74,3,Ball State,1998 Rnd 1 Pick 11,United States
David Wesley,G,6-0,190,31,CHA,67,8,Baylor,"1992 NBA Draft, Undrafted",United States
Jahidi White,FC,6-9,290,26,WAS,71,3,Georgetown,1998 Rnd 2 Pick 14,United States
Rodney White,F,6-9,238,21,DET,16,0,Charlotte,2001 Rnd 1 Pick 9,United States
Chris Whitney,PG,6-0,168,30,WAS,82,8,Clemson,1993 Rnd 2 Pick 20,United States
Aaron Williams,F-C,6-9,220,30,NJN,82,7,Xavier,"1993 NBA Draft, Undrafted",United States
Alvin Williams,G,6-5,185,27,TOR,82,4,Villanova,1997 Rnd 2 Pick 19,United States
Eric Williams,F,6-8,220,29,BOS,74,6,Providence,1995 Rnd 1 Pick 14,United States
Jason Williams,G,6-1,190,26,MEM,65,3,Florida,1998 Rnd 1 Pick 7,United States
Jerome Williams,PF,6-9,206,28,TOR,68,5,Georgetown,1996 Rnd 1 Pick 26,United States
Monty Williams,SF,6-8,225,30,ORL,68,7,Notre Dame,1994 Rnd 1 Pick 24,United States
Scott Williams,FC,6-10,230,33,DEN,41,11,North Carolina,"1990 NBA Draft, Undrafted",United States
Shammond Williams,G,6-1,201,26,SEA,50,3,North Carolina,1998 Rnd 2 Pick 5,United States
Walt Williams,SF,6-8,219,31,HOU,48,9,Maryland,1992 Rnd 1 Pick 7,United States
Corliss Williamson,F,6-7,245,28,DET,78,6,Arkansas,1995 Rnd 1 Pick 13,United States
Kevin Willis,C,7-0,245,39,HOU,52,17,Michigan State,1984 Rnd 1 Pick 11,United States
Loren Woods,C,7-1,245,23,MIN,60,0,Arizona,2001 Rnd 2 Pick 17,United States
Metta World Peace,SF,6-7,260,22,"CHI, IND",55,2,St. John's,1999 Rnd 1 Pick 16,United States
Lorenzen Wright,F-C,6-11,255,26,MEM,43,5,Memphis,1996 Rnd 1 Pick 7,United States
