Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Corey Maggette,GF,6-6,225,25,LAC,66,5,Duke,1999 Rnd 1 Pick 13,United States
Jamaal Magloire,C,6-11,259,26,NOP,23,4,Kentucky,2000 Rnd 1 Pick 19,Canada
Stephon Marbury,G,6-2,180,28,NYK,82,8,Georgia Tech,1996 Rnd 1 Pick 4,United States
Shawn Marion,F,6-7,228,26,PHX,81,5,UNLV,1999 Rnd 1 Pick 9,United States
Sean Marks,F-C,6-10,250,29,SAS,23,5,California,1998 Rnd 2 Pick 15,New Zealand
Donyell Marshall,F,6-9,245,31,TOR,65,10,Connecticut,1994 Rnd 1 Pick 4,United States
Darrick Martin,G,5-11,170,33,LAC,11,10,UCLA,"1992 NBA Draft, Undrafted",United States
Kenyon Martin,F,6-9,240,27,DEN,70,4,Cincinnati,2000 Rnd 1 Pick 1,United States
Kevin Martin,SG,6-7,199,22,SAC,45,0,Western Carolina,2004 Rnd 1 Pick 26,United States
Desmond Mason,G-F,6-7,224,27,MIL,80,4,Oklahoma State,2000 Rnd 1 Pick 17,United States
Tony Massenburg,PF,6-9,220,37,SAS,61,12,Maryland,1990 Rnd 2 Pick 16,United States
D.J. Mbenga,FC,7-0,255,24,DAL,15,0,OpenJobMetis Varese (Italy),"2002 NBA Draft, Undrafted",Democratic Republic of the Congo Belgium
Walter McCarty,F,6-10,230,31,"BOS, PHX",72,8,Kentucky,1996 Rnd 1 Pick 19,United States
Jelani McCoy,FC,6-10,245,27,ATL,11,6,UCLA,1998 Rnd 2 Pick 4,United States
Antonio McDyess,F,6-9,245,30,DET,77,9,Alabama,1995 Rnd 1 Pick 2,United States
Tracy McGrady,GF,6-8,210,25,HOU,78,7,Mt. Zion Christian Academy (North Carolina),1997 Rnd 1 Pick 9,United States
Jeff McInnis,G,6-4,190,30,CLE,76,7,North Carolina,1996 Rnd 2 Pick 8,United States
Aaron McKie,G,6-5,209,32,PHI,68,10,Temple,1994 Rnd 1 Pick 17,United States
Keith McLeod,G,6-2,190,25,UTA,53,1,Bowling Green,"2002 NBA Draft, Undrafted",United States
Slava Medvedenko,F,6-10,250,25,LAL,43,4,BC Kyiv (Ukraine),"1998 NBA Draft, Undrafted",Ukraine
Ron Mercer,SG,6-7,210,28,NJN,18,7,Kentucky,1997 Rnd 1 Pick 6,United States
Chris Mihm,C,7-0,265,25,LAL,75,4,Texas,2000 Rnd 1 Pick 7,United States
Darius Miles,F,6-9,210,23,POR,63,4,East St. Louis Senior High School (Illinois),2000 Rnd 1 Pick 3,United States
Darko Milicic,FC,7-0,275,19,DET,37,1,KK Vrsac Swisslion (Serbia),2003 Rnd 1 Pick 2,Serbia
Andre Miller,PG,6-3,200,28,DEN,82,5,Utah,1999 Rnd 1 Pick 8,United States
Brad Miller,C,7-0,261,28,SAC,56,6,Purdue,"1998 NBA Draft, Undrafted",United States
Mike Miller,GF,6-8,218,25,MEM,76,4,Florida,2000 Rnd 1 Pick 5,United States
Pig Miller,F,6-9,225,33,ATL,2,9,Michigan State,1994 Rnd 2 Pick 12,United States
Reggie Miller,SG,6-7,185,39,IND,66,17,UCLA,1987 Rnd 1 Pick 11,United States
Yao Ming,C,7-6,310,24,HOU,80,2,Shanghai Dongfang (China),2002 Rnd 1 Pick 1,China
Cuttino Mobley,G,6-4,190,29,"ORL, SAC",67,6,Rhode Island,1998 Rnd 2 Pick 12,United States
Nazr Mohammed,C,6-10,250,27,"NYK, SAN",77,6,Kentucky,1998 Rnd 1 Pick 29,United States
Jerome Moiso,FC,6-10,235,26,"CLE, NJN, TOR",20,4,UCLA,2000 Rnd 1 Pick 11,France
Mikki Moore,F-C,6-11,225,29,LAC,74,7,Nebraska,"1997 NBA Draft, Undrafted",United States
Alonzo Mourning,C,6-10,240,35,"MIA, NJN",37,12,Georgetown,1992 Rnd 1 Pick 2,United States
Troy Murphy,FC,6-11,245,24,GSW,70,3,Notre Dame,2001 Rnd 1 Pick 14,United States
Flip Murray,SG,6-3,200,25,SEA,49,2,Shaw,2002 Rnd 2 Pick 13,United States
Lamond Murray,SF,6-7,236,31,TOR,62,10,California,1994 Rnd 1 Pick 7,United States
Dikembe Mutombo,C,7-2,260,38,HOU,80,13,Georgetown,1991 Rnd 1 Pick 4,Democratic Republic of the Congo
Mamadou N'Diaye,C,7-0,255,29,LAC,11,4,Auburn,2000 Rnd 1 Pick 26,Senegal
Bostjan Nachbar,F,6-10,220,24,"HOU, NOP",71,2,Universo De'Longhi Treviso (Italy),2002 Rnd 1 Pick 15,Slovenia
Lee Nailon,F,6-9,238,30,NOP,68,4,Texas Christian,1999 Rnd 2 Pick 14,United States
Eduardo Najera,F,6-8,235,28,"DEN, GOS",68,4,Oklahoma,2000 Rnd 2 Pick 9,Mexico
Steve Nash,G,6-3,178,31,PHX,75,8,Santa Clara,1996 Rnd 1 Pick 15,Canada South Africa
Jameer Nelson,G,6-0,190,23,ORL,79,0,Saint Joseph's,2004 Rnd 1 Pick 20,United States
Maybyner Nene,C,6-11,250,22,DEN,55,2,Vasco da Gama (Brazil),2002 Rnd 1 Pick 7,Brazil
Rasho Nesterovic,C,7-0,255,28,SAS,70,6,Virtus Bologna (Italy),1998 Rnd 1 Pick 17,Slovenia
Ira Newble,G-F,6-7,220,30,CLE,74,5,Miami (OH),"1997 NBA Draft, Undrafted",United States
Andres Nocioni,F,6-7,225,25,CHI,81,0,Baskonia (Spain),"2001 NBA Draft, Undrafted",Argentina
Moochie Norris,G,6-1,175,31,"HOU, NYK",38,7,West Florida,1996 Rnd 2 Pick 4,United States
Dirk Nowitzki,PF,7-0,245,26,DAL,78,6,DJK Wurzburg (Germany),1998 Rnd 1 Pick 9,Germany
Jermaine O'Neal,FC,6-11,235,26,IND,44,8,Eau Claire High School (South Carolina),1996 Rnd 1 Pick 17,United States
Shaquille O'Neal,C,7-1,325,32,MIA,73,12,LSU,1992 Rnd 1 Pick 1,United States
Lamar Odom,PF,6-10,230,25,LAL,64,5,Rhode Island,1999 Rnd 1 Pick 4,United States
Emeka Okafor,FC,6-10,255,22,CHA,73,0,Connecticut,2004 Rnd 1 Pick 2,United States
Mehmet Okur,FC,6-11,249,25,UTA,82,2,Anadolu Efes (Turkey),2001 Rnd 2 Pick 9,Turkey
Kevin Ollie,G,6-4,195,32,PHI,26,8,Connecticut,"1995 NBA Draft, Undrafted",United States
Michael Olowokandi,C,7-0,270,29,MIN,62,6,Pacific,1998 Rnd 1 Pick 1,Nigeria England
Greg Ostertag,C,7-2,280,31,SAC,56,9,Kansas,1995 Rnd 1 Pick 28,United States
Bo Outlaw,F,6-8,210,33,PHX,39,11,Houston,"1993 NBA Draft, Undrafted",United States
Travis Outlaw,F,6-9,207,20,POR,59,1,Starkville High School (Mississippi),2003 Rnd 1 Pick 23,United States
Zaza Pachulia,C,6-11,270,21,MIL,74,1,Alpella B.K. (Turkey),2003 Rnd 2 Pick 13,Georgia
Scott Padgett,F,6-9,240,28,HOU,66,5,Kentucky,1999 Rnd 1 Pick 28,United States
Milt Palacio,G,6-3,195,27,TOR,80,5,Colorado State,"1999 NBA Draft, Undrafted",United States Norway
Jannero Pargo,PG,6-1,185,25,CHI,32,2,Arkansas,"2002 NBA Draft, Undrafted",United States
Smush Parker,G,6-4,190,23,"DET, PHX",16,2,Fordham,"2002 NBA Draft, Undrafted",United States
Tony Parker,G,6-2,185,22,SAS,80,3,Paris Basket Racing (France),2001 Rnd 1 Pick 28,France
Ruben Patterson,F-G,6-5,223,29,POR,70,6,Cincinnati,1998 Rnd 2 Pick 2,United States
Sasha Pavlovic,GF,6-7,235,21,CLE,65,1,Buducnost (Montenegro),2003 Rnd 1 Pick 19,Serbia
Gary Payton,G,6-4,180,36,BOS,77,14,Oregon State,1990 Rnd 1 Pick 2,United States
Anthony Peeler,G,6-4,208,35,WAS,40,12,Missouri,1992 Rnd 1 Pick 15,United States
Kirk Penney,G,6-5,220,24,LAC,4,1,Wisconsin,"2003 NBA Draft, Undrafted",New Zealand
Kendrick Perkins,C,6-10,270,20,BOS,60,1,Ozen High School (Texas),2003 Rnd 1 Pick 27,United States
Wesley Person,SG,6-6,195,33,"DEN, MIA",41,10,Auburn,1994 Rnd 1 Pick 23,United States
Morris Peterson,G,6-7,220,27,TOR,82,4,Michigan State,2000 Rnd 1 Pick 21,United States
Eric Piatkowski,G-F,6-7,210,34,CHI,68,10,Nebraska,1994 Rnd 1 Pick 15,United States
Paul Pierce,SF,6-7,235,27,BOS,82,6,Kansas,1998 Rnd 1 Pick 10,United States
Mickael Pietrus,GF,6-6,215,23,GSW,67,1,Pau-Orthez (France),2003 Rnd 1 Pick 11,France
Zoran Planinic,GF,6-7,210,22,NJN,43,1,Khimki (Russia),2003 Rnd 1 Pick 22,Croatia
Pavel Podkolzin,C,7-5,260,20,DAL,5,0,OpenJobMetis Varese (Italy),2004 Rnd 1 Pick 21,Russia
Scot Pollard,C-F,6-11,265,30,IND,50,7,Kansas,1997 Rnd 1 Pick 19,United States
Mark Pope,C,6-10,235,32,DEN,9,7,Kentucky,1996 Rnd 2 Pick 23,United States
James Posey,F,6-8,217,28,MEM,50,5,Xavier,1999 Rnd 1 Pick 18,United States
Vitaly Potapenko,C-F,6-10,280,29,SEA,33,8,Wright State,1996 Rnd 1 Pick 12,Ukraine
Tayshaun Prince,F,6-9,212,25,DET,82,2,Kentucky,2002 Rnd 1 Pick 23,United States
Laron Profit,G-F,6-5,204,27,WAS,42,4,Maryland,1999 Rnd 2 Pick 9,United States
Joel Przybilla,C,7-1,245,25,POR,76,4,Minnesota,2000 Rnd 1 Pick 9,United States
Vladimir Radmanovic,PF,6-10,235,24,SEA,63,3,KK FMP (Serbia),2001 Rnd 1 Pick 12,Serbia
Alek Radojevic,C,7-3,250,28,UTA,12,3,Barton,1999 Rnd 1 Pick 12,Montenegro Bosnia and Herzegovina
Peter John Ramos,C,7-3,276,19,WAS,6,0,Criollos de Caguas (United States),2004 Rnd 2 Pick 3,Puerto Rico United States
Zach Randolph,PF,6-9,260,23,POR,46,3,Michigan State,2001 Rnd 1 Pick 19,United States
Theo Ratliff,C,6-10,235,31,POR,63,9,Wyoming,1995 Rnd 1 Pick 18,United States
Zeljko Rebraca,C,7-0,265,32,LAC,58,3,KK Partizan (Serbia),1994 Rnd 2 Pick 27,Serbia
Michael Redd,G,6-6,220,25,MIL,75,4,Ohio State,2000 Rnd 2 Pick 14,United States
Justin Reed,F,6-8,240,23,BOS,24,0,Ole Miss,2004 Rnd 2 Pick 11,United States
Jared Reiner,C,6-11,255,22,CHI,19,0,Iowa,"2004 NBA Draft, Undrafted",United States
Jason Richardson,GF,6-6,225,24,GSW,72,3,Michigan State,2001 Rnd 1 Pick 5,United States
Quentin Richardson,GF,6-6,223,24,PHX,79,4,DePaul,2000 Rnd 1 Pick 18,United States
Luke Ridnour,PG,6-2,175,24,SEA,82,1,Oregon,2003 Rnd 1 Pick 14,United States
Bernard Robinson,GF,6-6,210,24,CHA,31,0,Michigan,2004 Rnd 2 Pick 16,United States
Cliff Robinson,PF,6-10,225,38,"GOS, NJN",71,15,Connecticut,1989 Rnd 2 Pick 9,United States
Glenn Robinson,SF,6-7,225,32,SAS,9,10,Purdue,1994 Rnd 1 Pick 1,United States
Rodney Rogers,F,6-7,235,33,"NOP, PHL",58,11,Wake Forest,1993 Rnd 1 Pick 9,United States
Jalen Rose,G,6-8,210,32,TOR,81,10,Michigan,1994 Rnd 1 Pick 13,United States
Malik Rose,F,6-7,250,30,"NYK, SAN",76,8,Drexel,1996 Rnd 2 Pick 15,United States
Quinton Ross,GF,6-6,195,23,LAC,78,1,Southern Methodist,"2003 NBA Draft, Undrafted",United States
Michael Ruffin,F-C,6-9,245,28,WAS,79,4,Tulsa,1999 Rnd 2 Pick 3,United States
Kareem Rush,G,6-6,201,24,"CHA, LAL",48,2,Missouri,2002 Rnd 1 Pick 20,United States
Bryon Russell,SG,6-7,225,34,DEN,70,11,Long Beach State,1993 Rnd 2 Pick 18,United States
John Salmons,GF,6-7,210,25,PHI,58,2,Miami (FL),2002 Rnd 1 Pick 26,United States
Jamal Sampson,FC,6-11,235,21,CHA,23,2,California,2002 Rnd 2 Pick 18,United States
Daniel Santiago,C,7-0,256,28,MIL,11,3,Saint Vincent College,"1998 NBA Draft, Undrafted",United States Puerto Rico
Brian Scalabrine,PF,6-9,241,26,NJN,54,3,USC,2001 Rnd 2 Pick 6,United States
Ansu Sesay,F,6-9,225,28,GSW,16,5,Ole Miss,1998 Rnd 2 Pick 1,United States
Ha Seung-Jin,C,7-3,305,19,POR,19,0,Yonsei University (South Korea),2004 Rnd 2 Pick 17,South Korea
Paul Shirley,PF,6-10,230,27,PHX,9,3,Iowa State,"2001 NBA Draft, Undrafted",United States
Bobby Simmons,F,6-6,235,24,LAC,75,3,DePaul,2001 Rnd 2 Pick 13,United States
Brian Skinner,FC,6-9,255,28,"PHL, SAC",49,6,Baylor,1998 Rnd 1 Pick 22,United States
Tamar Slay,GF,6-8,215,24,CHA,8,2,Marshall,2002 Rnd 2 Pick 25,United States
Donta Smith,GF,6-7,215,21,ATL,38,0,Southeastern Illinois,2004 Rnd 2 Pick 5,United States Venezuela
J.R. Smith,SG,6-6,225,19,NOP,76,0,Saint Benedict's Preparatory School (New Jersey),2004 Rnd 1 Pick 18,United States
Jabari Smith,C,6-11,250,27,NJN,45,4,LSU,2000 Rnd 2 Pick 16,United States
Joe Smith,F,6-10,225,29,MIL,74,9,Maryland,1995 Rnd 1 Pick 1,United States
Josh Smith,PF,6-9,225,19,ATL,74,0,Oak Hill Academy (Virginia),2004 Rnd 1 Pick 17,United States
Steve Smith,SG,6-7,200,35,"CHA, MIA",50,13,Michigan State,1991 Rnd 1 Pick 5,United States
Theron Smith,F,6-8,225,24,CHA,33,1,Ball State,"2003 NBA Draft, Undrafted",United States
Eric Snow,G,6-3,190,31,CLE,81,9,Michigan State,1995 Rnd 2 Pick 14,United States
Kirk Snyder,F-G,6-6,225,21,UTA,68,0,Nevada,2004 Rnd 1 Pick 16,United States
Darius Songaila,PF,6-8,248,27,SAC,81,1,Wake Forest,2002 Rnd 2 Pick 21,Lithuania
Pape Sow,FC,6-10,224,23,TOR,27,0,Cal State Fullerton,2004 Rnd 2 Pick 18,Senegal
Latrell Sprewell,SG,6-5,190,34,MIN,80,12,Alabama,1992 Rnd 1 Pick 24,United States
Jerry Stackhouse,SF,6-6,218,30,DAL,56,9,North Carolina,1995 Rnd 1 Pick 3,United States
DeShawn Stevenson,SG,6-5,218,23,ORL,55,4,Washington Union High School (California),2000 Rnd 1 Pick 23,United States
Michael Stewart,FC,6-10,230,29,ATL,12,7,California,"1997 NBA Draft, Undrafted",France United States
Peja Stojakovic,F,6-10,229,27,SAC,66,6,PAOK BC (Greece),1996 Rnd 1 Pick 14,Serbia Greece
Awvee Storey,F-G,6-6,222,27,NJN,9,0,Arizona State,"2002 NBA Draft, Undrafted",United States
Damon Stoudamire,G,5-10,171,31,POR,81,9,Arizona,1995 Rnd 1 Pick 7,United States
Amar'e Stoudemire,FC,6-10,245,22,PHX,80,2,Cypress Creek High School (Florida),2002 Rnd 1 Pick 9,United States
Erick Strickland,G,6-3,210,31,MIL,62,8,Nebraska,"1996 NBA Draft, Undrafted",United States
Rod Strickland,PG,6-3,175,38,HOU,16,16,DePaul,1988 Rnd 1 Pick 19,United States
Bruno Sundov,C,7-2,220,25,NYK,21,6,KK Split (Croatia),1998 Rnd 2 Pick 6,Croatia
Bob Sura,G,6-5,200,31,HOU,61,9,Florida State,1995 Rnd 1 Pick 17,United States
Mike Sweetney,PF,6-8,275,22,NYK,77,1,Georgetown,2003 Rnd 1 Pick 9,United States
Robert Swift,C,7-0,245,19,SEA,16,0,Bakersfield High School (California),2004 Rnd 1 Pick 12,United States
Stromile Swift,F-C,6-9,225,25,MEM,60,4,LSU,2000 Rnd 1 Pick 2,United States
Wally Szczerbiak,F,6-7,240,27,MIN,81,5,Miami (OH),1999 Rnd 1 Pick 6,United States Spain
Yuta Tabuse,PG,5-8,165,24,PHX,4,1,BYU-Hawaii,"2003 NBA Draft, Undrafted",Japan
Mo Taylor,F,6-9,265,28,"HOU, NYK",65,7,Michigan,1997 Rnd 1 Pick 14,United States
Sebastian Telfair,PG,6-0,170,19,POR,68,0,Abraham Lincoln High School (New York),2004 Rnd 1 Pick 13,United States
Jason Terry,G,6-2,185,27,DAL,80,5,Arizona,1999 Rnd 1 Pick 10,United States
Billy Thomas,G,6-4,208,29,NJN,25,0,Kansas,"1998 NBA Draft, Undrafted",United States
Etan Thomas,C,6-9,256,26,WAS,47,4,Syracuse,2000 Rnd 1 Pick 12,United States
James Thomas,F,6-8,235,24,"ATL, POR",11,0,Texas,"2004 NBA Draft, Undrafted",United States
John Thomas,FC,6-9,265,29,MIN,44,3,Minnesota,1997 Rnd 1 Pick 25,United States
Kenny Thomas,F,6-7,245,27,"PHL, SAC",73,5,New Mexico,1999 Rnd 1 Pick 22,United States
Kurt Thomas,FC,6-9,240,32,NYK,80,9,Texas Christian,1995 Rnd 1 Pick 10,United States
Tim Thomas,F,6-10,240,28,NYK,71,7,Villanova,1997 Rnd 1 Pick 7,United States
Jamaal Tinsley,PG,6-3,188,27,IND,40,3,Iowa State,2001 Rnd 1 Pick 27,United States
Robert Traylor,F-C,6-8,284,28,CLE,74,6,Michigan,1998 Rnd 1 Pick 6,United States
Jake Tsakalidis,C,7-2,285,25,MEM,31,4,AEK Athens (Greece),2000 Rnd 1 Pick 25,Greece Georgia
Nikoloz Tskitishvili,F,7-0,225,21,"DEN, GOS",35,2,Universo De'Longhi Treviso (Italy),2002 Rnd 1 Pick 5,Georgia
Hedo Turkoglu,F,6-10,220,25,ORL,67,4,Anadolu Efes (Turkey),2000 Rnd 1 Pick 16,Turkey
Beno Udrih,G,6-4,205,22,SAS,80,0,AX Armani Exchange Milan (Italy),2004 Rnd 1 Pick 28,Slovenia
Nick Van Exel,PG,6-1,170,33,POR,53,11,Cincinnati,1993 Rnd 2 Pick 10,United States
Keith Van Horn,F,6-10,220,29,"DAL, MIL",62,7,Utah,1997 Rnd 1 Pick 2,United States
Anderson Varejao,C,6-10,273,22,CLE,54,0,Barca (Spain),2004 Rnd 2 Pick 1,Brazil
Jacque Vaughn,G,6-1,190,30,NJN,71,7,Kansas,1997 Rnd 1 Pick 27,United States
Jake Voskuhl,C,6-11,245,27,PHX,38,4,Connecticut,2000 Rnd 2 Pick 4,United States
Jackson Vroman,FC,6-10,220,23,"NOP, PHX",46,0,Iowa State,2004 Rnd 2 Pick 2,United States Lebanon
Sasha Vujacic,G,6-7,195,20,LAL,35,0,Pallalcesto Amatori Udine (Italy),2004 Rnd 1 Pick 27,Slovenia
Dwyane Wade,SG,6-4,220,23,MIA,77,1,Marquette,2003 Rnd 1 Pick 5,United States
Dajuan Wagner,G,6-2,200,22,CLE,11,2,Memphis,2002 Rnd 1 Pick 6,United States
Antoine Walker,F,6-9,265,28,"ATL, BOS",77,8,Kentucky,1996 Rnd 1 Pick 6,United States
Samaki Walker,PF,6-9,250,29,WAS,14,8,Louisville,1996 Rnd 1 Pick 9,United States
Ben Wallace,FC,6-9,240,30,DET,74,8,Virginia Union,"1996 NBA Draft, Undrafted",United States
Gerald Wallace,F,6-7,220,22,CHA,70,3,Alabama,2001 Rnd 1 Pick 25,United States
Rasheed Wallace,FC,6-11,230,30,DET,79,9,North Carolina,1995 Rnd 1 Pick 4,United States
Luke Walton,F,6-8,235,24,LAL,61,1,Arizona,2003 Rnd 2 Pick 3,United States
Zhizhi Wang,C,7-1,255,27,MIA,19,4,Ningbo Rockets (China),1999 Rnd 2 Pick 7,China
Charlie Ward,G,6-2,190,34,HOU,14,10,Florida State,1994 Rnd 1 Pick 26,United States
Earl Watson,PG,6-1,199,25,MEM,80,3,UCLA,2001 Rnd 2 Pick 11,United States
Clarence Weatherspoon,PF,6-6,240,34,HOU,40,12,Southern Mississippi,1992 Rnd 1 Pick 9,United States
Chris Webber,F-C,6-9,245,32,"PHL, SAC",67,11,Michigan,1993 Rnd 1 Pick 1,United States
Bonzi Wells,G-F,6-5,210,28,MEM,69,6,Ball State,1998 Rnd 1 Pick 11,United States
Jiri Welsch,F,6-6,208,25,"BOS, CLE",71,2,Union Olimpija (Slovenia),2002 Rnd 1 Pick 16,Czech Republic
David Wesley,G,6-0,190,34,"HOU, NOP",80,11,Baylor,"1992 NBA Draft, Undrafted",United States
David West,PF,6-9,250,24,NOP,30,1,Xavier,2003 Rnd 1 Pick 18,United States
Delonte West,G,6-3,180,21,BOS,39,0,Saint Joseph's,2004 Rnd 1 Pick 24,United States
Jahidi White,FC,6-9,290,29,CHA,17,6,Georgetown,1998 Rnd 2 Pick 14,United States
Rodney White,F,6-9,238,24,"DEN, GOS",58,3,Charlotte,2001 Rnd 1 Pick 9,United States
Chris Wilcox,FC,6-10,235,22,LAC,54,2,Maryland,2002 Rnd 1 Pick 8,United States
Damien Wilkins,GF,6-6,225,25,SEA,29,0,Georgia,"2004 NBA Draft, Undrafted",United States
Mike Wilks,G,5-10,185,25,SAS,48,3,Rice,"2001 NBA Draft, Undrafted",United States
Aaron Williams,F-C,6-9,220,33,"NJN, TOR",42,10,Xavier,"1993 NBA Draft, Undrafted",United States
Eric Williams,F,6-8,220,32,"NJN, TOR",55,9,Providence,1995 Rnd 1 Pick 14,United States
Frankie Williams,G,6-3,212,25,CHI,9,2,Illinois,2002 Rnd 1 Pick 25,United States
Jason Williams,G,6-1,190,29,MEM,71,6,Florida,1998 Rnd 1 Pick 7,United States
Jerome Williams,PF,6-9,206,31,NYK,79,8,Georgetown,1996 Rnd 1 Pick 26,United States
Mo Williams,G,6-1,198,22,MIL,80,1,Alabama,2003 Rnd 2 Pick 18,United States
Scott Williams,FC,6-10,230,36,CLE,19,14,North Carolina,"1990 NBA Draft, Undrafted",United States
Corliss Williamson,F,6-7,245,31,"PHL, SAC",72,9,Arkansas,1995 Rnd 1 Pick 13,United States
Kevin Willis,C,7-0,245,42,ATL,29,20,Michigan State,1984 Rnd 1 Pick 11,United States
Loren Woods,C,7-1,245,26,TOR,45,3,Arizona,2001 Rnd 2 Pick 17,United States
Qyntel Woods,F,6-8,221,24,MIA,3,2,Northeast Mississippi CC,2002 Rnd 1 Pick 21,United States
Metta World Peace,SF,6-7,260,25,IND,7,5,St. John's,1999 Rnd 1 Pick 16,United States
Dorell Wright,F,6-9,205,19,MIA,3,0,Leuzinger High School (California),2004 Rnd 1 Pick 19,United States
Lorenzen Wright,F-C,6-11,255,29,MEM,80,8,Memphis,1996 Rnd 1 Pick 7,United States
