Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Cory Joseph,PG,6-3,200,20,SAS,29,0,Texas,2011 Rnd 1 Pick 29,Canada
Chris Kaman,C,7-0,265,29,NOP,47,8,Central Michigan,2003 Rnd 1 Pick 6,United States Germany
Jason Kapono,SF,6-8,213,31,LAL,27,8,UCLA,2003 Rnd 2 Pick 2,United States
D.J. Kennedy,GF,6-6,215,22,CLE,2,0,St. John's,"2011 NBA Draft, Undrafted",United States
Jason Kidd,PG,6-4,210,38,DAL,48,17,California,1994 Rnd 1 Pick 2,United States
Linas Kleiza,F,6-8,234,27,TOR,49,5,Missouri,2005 Rnd 1 Pick 27,Lithuania
Brandon Knight,G,6-2,182,20,DET,66,0,Kentucky,2011 Rnd 1 Pick 8,United States
Kyle Korver,SF,6-7,212,30,CHI,65,8,Creighton,2003 Rnd 2 Pick 22,United States
Kosta Koufos,C,7-0,265,23,DEN,48,3,Ohio State,2008 Rnd 1 Pick 23,United States Greece
Carl Landry,F,6-9,248,28,NOP,41,4,Purdue,2007 Rnd 2 Pick 1,United States
Ty Lawson,PG,5-11,195,24,DEN,61,2,North Carolina,2009 Rnd 1 Pick 18,United States
Courtney Lee,SG,6-5,215,26,HOU,58,3,Western Kentucky,2008 Rnd 1 Pick 22,United States
David Lee,FC,6-9,245,28,GSW,57,6,Florida,2005 Rnd 1 Pick 30,United States
Malcolm Lee,G,6-5,200,21,MIN,19,0,UCLA,2011 Rnd 2 Pick 13,United States
Kawhi Leonard,F,6-7,225,20,SAS,64,0,San Diego State,2011 Rnd 1 Pick 15,United States
Travis Leslie,G,6-4,205,21,LAC,10,0,Georgia,2011 Rnd 2 Pick 17,United States
Jon Leuer,PF,6-10,228,22,MIL,46,0,Wisconsin,2011 Rnd 2 Pick 10,United States
Rashard Lewis,F,6-10,235,32,WAS,28,13,Alief Elsik High School (Texas),1998 Rnd 2 Pick 3,United States
DeAndre Liggins,G,6-6,210,23,ORL,17,0,Kentucky,2011 Rnd 2 Pick 23,United States
Jeremy Lin,G,6-3,200,23,NYK,35,1,Harvard,"2010 NBA Draft, Undrafted",United States
Shaun Livingston,G,6-7,192,26,MIL,58,7,Peoria Central High School (Illinois),2004 Rnd 1 Pick 4,United States
Brook Lopez,C,7-0,270,23,NJN,5,3,Stanford,2008 Rnd 1 Pick 10,United States
Robin Lopez,FC,7-0,275,23,PHX,64,3,Stanford,2008 Rnd 1 Pick 15,United States
Kevin Love,FC,6-8,247,23,MIN,55,3,UCLA,2008 Rnd 1 Pick 5,United States
Kyle Lowry,PG,6-1,196,25,HOU,47,5,Villanova,2006 Rnd 1 Pick 24,United States
John Lucas,PG,5-11,166,29,CHI,49,4,Oklahoma State,"2005 NBA Draft, Undrafted",United States
Shelvin Mack,G,6-3,203,21,WAS,64,0,Butler,2011 Rnd 2 Pick 4,United States
Vernon Macklin,F,6-10,227,25,DET,23,0,Florida,2011 Rnd 2 Pick 22,United States
Corey Maggette,GF,6-6,225,32,CHA,32,12,Duke,1999 Rnd 1 Pick 13,United States
Jamaal Magloire,C,6-11,259,33,TOR,34,11,Kentucky,2000 Rnd 1 Pick 19,Canada
Ian Mahinmi,C,6-11,262,25,DAL,61,4,STB Le Havre (France),2005 Rnd 1 Pick 28,France
Shawn Marion,F,6-7,228,33,DAL,63,12,UNLV,1999 Rnd 1 Pick 9,United States
Cartier Martin,F,6-7,220,27,WAS,17,3,Kansas State,"2007 NBA Draft, Undrafted",United States
Kenyon Martin,F,6-9,240,34,LAC,42,11,Cincinnati,2000 Rnd 1 Pick 1,United States
Kevin Martin,SG,6-7,199,29,HOU,40,7,Western Carolina,2004 Rnd 1 Pick 26,United States
Roger Mason,SG,6-5,205,31,WAS,52,8,Virginia,2002 Rnd 2 Pick 2,United States
Wesley Matthews,G,6-5,220,25,POR,66,2,Marquette,"2009 NBA Draft, Undrafted",United States
Jason Maxiell,PF,6-7,260,29,DET,65,6,Cincinnati,2005 Rnd 1 Pick 26,United States
Eric Maynor,G,6-3,175,24,OKC,9,2,VCU,2009 Rnd 1 Pick 20,United States
O.J. Mayo,SG,6-5,210,24,MEM,66,3,USC,2008 Rnd 1 Pick 3,United States
Luc Mbah a Moute,F,6-8,230,25,MIL,43,3,UCLA,2008 Rnd 2 Pick 7,Cameroon
JaVale McGee,C,7-0,270,24,"DEN, WAS",61,3,Nevada,2008 Rnd 1 Pick 18,United States
Tracy McGrady,GF,6-8,210,32,ATL,52,14,Mt. Zion Christian Academy (North Carolina),1997 Rnd 1 Pick 9,United States
Dominic McGuire,F,6-9,235,26,GSW,64,4,Fresno State,2007 Rnd 2 Pick 17,United States
Josh McRoberts,PF,6-10,240,25,LAL,50,4,Duke,2007 Rnd 2 Pick 7,United States
Jodie Meeks,G,6-4,210,24,PHI,66,2,Kentucky,2009 Rnd 2 Pick 11,United States
C.J. Miles,GF,6-6,220,24,UTA,56,6,Skyline High School (Texas),2005 Rnd 2 Pick 4,United States
Darko Milicic,FC,7-0,275,26,MIN,29,8,KK Vrsac Swisslion (Serbia),2003 Rnd 1 Pick 2,Serbia
Andre Miller,PG,6-3,200,35,DEN,66,12,Utah,1999 Rnd 1 Pick 8,United States
Brad Miller,C,7-0,261,35,MIN,15,13,Purdue,"1998 NBA Draft, Undrafted",United States
Mike Miller,GF,6-8,218,32,MIA,39,11,Florida,2000 Rnd 1 Pick 5,United States
Patty Mills,G,6-0,180,23,SAS,16,2,Saint Mary's,2009 Rnd 2 Pick 25,Australia
Paul Millsap,FC,6-7,250,27,UTA,64,5,Louisiana Tech,2006 Rnd 2 Pick 17,United States
Nazr Mohammed,C,6-10,250,34,OKC,63,13,Kentucky,1998 Rnd 1 Pick 29,United States
Greg Monroe,FC,6-11,265,21,DET,66,1,Georgetown,2010 Rnd 1 Pick 7,United States
Jamario Moon,F,6-8,205,31,CHA,8,4,Meridian,"2001 NBA Draft, Undrafted",United States
E'Twaun Moore,SG,6-4,191,23,BOS,38,0,Purdue,2011 Rnd 2 Pick 25,United States
Mikki Moore,F-C,6-11,225,36,GSW,7,13,Nebraska,"1997 NBA Draft, Undrafted",United States
Darius Morris,G,6-4,195,21,LAL,19,0,Michigan,2011 Rnd 2 Pick 11,United States France
Marcus Morris,F,6-8,218,22,HOU,17,0,Kansas,2011 Rnd 1 Pick 14,United States
Markieff Morris,PF,6-9,250,22,PHX,63,0,Kansas,2011 Rnd 1 Pick 13,United States
Anthony Morrow,GF,6-5,210,26,NJN,62,3,Georgia Tech,"2008 NBA Draft, Undrafted",United States
Timofey Mozgov,C,7-1,275,25,DEN,44,1,Khimki (Russia),"2008 NBA Draft, Undrafted",Russia
Byron Mullens,C,7-0,270,23,CHA,65,2,Ohio State,2009 Rnd 1 Pick 24,United States
Troy Murphy,FC,6-11,245,31,LAL,59,10,Notre Dame,2001 Rnd 1 Pick 14,United States
Eduardo Najera,F,6-8,235,35,CHA,22,11,Oklahoma,2000 Rnd 2 Pick 9,Mexico
Steve Nash,G,6-3,178,38,PHX,62,15,Santa Clara,1996 Rnd 1 Pick 15,Canada South Africa
Hamady Ndiaye,C,7-0,235,25,WAS,3,1,Rutgers,2010 Rnd 2 Pick 26,Senegal
Gary Neal,G,6-4,210,27,SAS,56,1,Towson,"2007 NBA Draft, Undrafted",United States
Jameer Nelson,G,6-0,190,30,ORL,57,7,Saint Joseph's,2004 Rnd 1 Pick 20,United States
Maybyner Nene,C,6-11,250,29,"DEN, WAS",39,9,Vasco da Gama (Brazil),2002 Rnd 1 Pick 7,Brazil
Joakim Noah,FC,6-11,230,27,CHI,64,4,Florida,2007 Rnd 1 Pick 9,France United States
Andres Nocioni,F,6-7,225,32,PHI,11,7,Baskonia (Spain),"2001 NBA Draft, Undrafted",Argentina
Steve Novak,F,6-10,225,28,NYK,54,5,Marquette,2006 Rnd 2 Pick 2,United States
Dirk Nowitzki,PF,7-0,245,33,DAL,62,13,DJK Wurzburg (Germany),1998 Rnd 1 Pick 9,Germany
Jermaine O'Neal,FC,6-11,235,33,BOS,25,15,Eau Claire High School (South Carolina),1996 Rnd 1 Pick 17,United States
Lamar Odom,PF,6-10,230,32,DAL,50,12,Rhode Island,1999 Rnd 1 Pick 4,United States
Emeka Okafor,FC,6-10,255,29,NOP,27,7,Connecticut,2004 Rnd 1 Pick 2,United States
Mehmet Okur,FC,6-11,249,32,NJN,17,9,Anadolu Efes (Turkey),2001 Rnd 2 Pick 9,Turkey
Daniel Orton,PF,6-10,255,21,ORL,16,1,Kentucky,2010 Rnd 1 Pick 29,United States
Travis Outlaw,F,6-9,207,27,SAC,39,8,Starkville High School (Mississippi),2003 Rnd 1 Pick 23,United States
Larry Owens,SF,6-7,215,29,NJN,7,1,Oral Roberts,"2006 NBA Draft, Undrafted",United States
Zaza Pachulia,C,6-11,270,28,ATL,58,8,Alpella B.K. (Turkey),2003 Rnd 2 Pick 13,Georgia
Jannero Pargo,PG,6-1,185,32,ATL,50,8,Arkansas,"2002 NBA Draft, Undrafted",United States
Jeremy Pargo,PG,6-2,219,25,MEM,44,0,Gonzaga,"2009 NBA Draft, Undrafted",United States
Anthony Parker,GF,6-6,215,36,CLE,51,8,Bradley,1997 Rnd 1 Pick 21,United States
Tony Parker,G,6-2,185,29,SAS,60,10,Paris Basket Racing (France),2001 Rnd 1 Pick 28,France
Chandler Parsons,SF,6-10,230,23,HOU,63,0,Florida,2011 Rnd 2 Pick 8,United States
Patrick Patterson,F,6-8,235,22,HOU,64,1,Kentucky,2010 Rnd 1 Pick 14,United States
Chris Paul,PG,6-0,175,26,LAC,60,6,Wake Forest,2005 Rnd 1 Pick 4,United States
Sasha Pavlovic,GF,6-7,235,28,BOS,45,8,Buducnost (Montenegro),2003 Rnd 1 Pick 19,Serbia
Nikola Pekovic,PF,6-11,307,26,MIN,47,1,Panathinaikos (Greece),2008 Rnd 2 Pick 1,Montenegro
Kendrick Perkins,C,6-10,270,27,OKC,65,8,Ozen High School (Texas),2003 Rnd 1 Pick 27,United States
Johan Petro,C,7-0,247,26,NJN,59,6,Pau-Orthez (France),2005 Rnd 1 Pick 25,France
Paul Pierce,SF,6-7,235,34,BOS,61,13,Kansas,1998 Rnd 1 Pick 10,United States
Mickael Pietrus,GF,6-6,215,30,BOS,42,8,Pau-Orthez (France),2003 Rnd 1 Pick 11,France
Dexter Pittman,C,6-11,285,23,MIA,35,1,Texas,2010 Rnd 2 Pick 2,United States
Quincy Pondexter,F,6-7,230,23,MEM,64,1,Washington,2010 Rnd 1 Pick 26,United States
A.J. Price,G,6-2,195,25,IND,44,2,Connecticut,2009 Rnd 2 Pick 22,United States
Ronnie Price,G,6-2,190,28,PHX,36,6,Utah Valley,"2005 NBA Draft, Undrafted",United States
Tayshaun Prince,F,6-9,212,32,DET,63,9,Kentucky,2002 Rnd 1 Pick 23,United States
Joel Przybilla,C,7-1,245,32,POR,27,11,Minnesota,2000 Rnd 1 Pick 9,United States
Vladimir Radmanovic,PF,6-10,235,31,ATL,49,10,KK FMP (Serbia),2001 Rnd 1 Pick 12,Serbia
Anthony Randolph,PF,6-11,225,22,MIN,34,3,LSU,2008 Rnd 1 Pick 14,United States Slovenia
Zach Randolph,PF,6-9,260,30,MEM,28,10,Michigan State,2001 Rnd 1 Pick 19,United States
Michael Redd,G,6-6,220,32,PHX,51,11,Ohio State,2000 Rnd 2 Pick 14,United States
J.J. Redick,G,6-4,200,27,ORL,65,5,Duke,2006 Rnd 1 Pick 11,United States
Ryan Reid,PF,6-8,235,25,OKC,5,0,Florida State,2010 Rnd 2 Pick 27,United States
Jason Richardson,GF,6-6,225,31,ORL,54,10,Michigan State,2001 Rnd 1 Pick 5,United States
Quentin Richardson,GF,6-6,223,31,ORL,48,11,DePaul,2000 Rnd 1 Pick 18,United States
Luke Ridnour,PG,6-2,175,31,MIN,53,8,Oregon,2003 Rnd 1 Pick 14,United States
Nate Robinson,G,5-9,180,27,GSW,51,6,Washington,2005 Rnd 1 Pick 21,United States
Rajon Rondo,PG,6-1,180,26,BOS,53,5,Kentucky,2006 Rnd 1 Pick 21,United States
Derrick Rose,PG,6-3,200,23,CHI,39,3,Memphis,2008 Rnd 1 Pick 1,United States
Ricky Rubio,G,6-3,190,21,MIN,41,0,Joventut Badalona (Spain),2009 Rnd 1 Pick 5,Spain
Brandon Rush,SG,6-6,220,26,GSW,65,3,Kansas,2008 Rnd 1 Pick 13,United States
Walker Russell,PG,6-0,175,29,DET,28,0,Jacksonville State,"2006 NBA Draft, Undrafted",United States
John Salmons,GF,6-7,210,32,SAC,46,9,Miami (FL),2002 Rnd 1 Pick 26,United States
Samardo Samuels,FC,6-9,260,23,CLE,54,1,Louisville,"2010 NBA Draft, Undrafted",Jamaica
Larry Sanders,PF,6-11,235,23,MIL,52,1,VCU,2010 Rnd 1 Pick 15,United States
Brian Scalabrine,PF,6-9,241,33,CHI,28,10,USC,2001 Rnd 2 Pick 6,United States
Luis Scola,PF,6-9,241,31,HOU,66,4,Baskonia (Spain),2002 Rnd 2 Pick 27,Argentina
Thabo Sefolosha,GF,6-7,220,27,OKC,42,5,Edilnol Pallacanestro Biella (Italy),2006 Rnd 1 Pick 13,Switzerland
Josh Selby,G,6-2,195,20,MEM,28,0,Kansas,2011 Rnd 2 Pick 19,United States
Kevin Seraphin,FC,6-10,278,22,WAS,57,1,Cholet Basket (France),2010 Rnd 1 Pick 17,France
Ramon Sessions,G,6-3,190,25,"CLE, LAL",64,4,Nevada,2007 Rnd 2 Pick 26,United States
Iman Shumpert,G,6-5,220,21,NYK,59,0,Georgia Tech,2011 Rnd 1 Pick 17,United States
Xavier Silas,SG,6-5,198,24,PHI,2,0,Northern Illinois,"2011 NBA Draft, Undrafted",United States
Bobby Simmons,F,6-6,235,31,LAC,28,10,DePaul,2001 Rnd 2 Pick 13,United States
Chris Singleton,FC,6-8,228,22,WAS,66,0,Florida State,2011 Rnd 1 Pick 18,United States
James Singleton,F,6-8,230,30,WAS,12,4,Murray State,"2003 NBA Draft, Undrafted",United States
Brian Skinner,FC,6-9,255,35,MEM,1,13,Baylor,1998 Rnd 1 Pick 22,United States
Donald Sloan,G,6-3,205,24,"ATL, CLE, NOP",33,0,Texas A&M,"2010 NBA Draft, Undrafted",United States
Craig Smith,PF,6-7,250,28,POR,47,5,Boston College,2006 Rnd 2 Pick 6,United States
Greg Smith,C,6-10,250,21,HOU,8,0,Fresno State,"2011 NBA Draft, Undrafted",United States
Ish Smith,PG,6-0,175,23,"GOS, ORL",26,1,Wake Forest,"2010 NBA Draft, Undrafted",United States
J.R. Smith,SG,6-6,225,26,NYK,35,7,Saint Benedict's Preparatory School (New Jersey),2004 Rnd 1 Pick 18,United States
Jason Smith,PF,7-0,240,25,NOP,40,4,Colorado State,2007 Rnd 1 Pick 20,United States
Jerry Smith,G,6-2,190,24,NJN,5,0,Louisville,"2010 NBA Draft, Undrafted",United States
Josh Smith,PF,6-9,225,26,ATL,66,7,Oak Hill Academy (Virginia),2004 Rnd 1 Pick 17,United States
Nolan Smith,G,6-2,190,23,POR,44,0,Duke,2011 Rnd 1 Pick 21,United States
Marreese Speights,C,6-10,255,24,MEM,60,3,Florida,2008 Rnd 1 Pick 16,United States
Tiago Splitter,F,6-11,245,27,SAS,59,1,Baskonia (Spain),2007 Rnd 1 Pick 28,Brazil
Jerry Stackhouse,SF,6-6,218,37,ATL,30,16,North Carolina,1995 Rnd 1 Pick 3,United States
Lance Stephenson,SG,6-6,230,21,IND,42,1,Cincinnati,2010 Rnd 2 Pick 10,United States
DeShawn Stevenson,SG,6-5,218,30,NJN,51,11,Washington Union High School (California),2000 Rnd 1 Pick 23,United States
Greg Stiemsma,C,6-11,260,26,BOS,55,1,Wisconsin,"2008 NBA Draft, Undrafted",United States
Julyan Stone,PG,6-6,200,23,DEN,22,0,UTEP,"2011 NBA Draft, Undrafted",United States
Amar'e Stoudemire,FC,6-10,245,29,NYK,47,9,Cypress Creek High School (Florida),2002 Rnd 1 Pick 9,United States
Rodney Stuckey,G,6-5,205,25,DET,55,4,Eastern Washington,2007 Rnd 1 Pick 15,United States
DaJuan Summers,PF,6-8,230,24,NOP,15,2,Georgetown,2009 Rnd 2 Pick 5,United States
Jeff Teague,PG,6-3,195,23,ATL,66,2,Wake Forest,2009 Rnd 1 Pick 19,United States
Sebastian Telfair,PG,6-0,170,26,PHX,60,7,Abraham Lincoln High School (New York),2004 Rnd 1 Pick 13,United States
Jason Terry,G,6-2,185,34,DAL,63,12,Arizona,1999 Rnd 1 Pick 10,United States
Hasheem Thabeet,C,7-3,267,25,"HOU, POR",20,2,Connecticut,2009 Rnd 1 Pick 2,Tanzania
Isaiah Thomas,PG,5-9,185,23,SAC,65,0,Washington,2011 Rnd 2 Pick 30,United States
Kurt Thomas,FC,6-9,240,39,POR,53,16,Texas Christian,1995 Rnd 1 Pick 10,United States
Lance Thomas,F,6-8,240,23,NOP,42,0,Duke,"2010 NBA Draft, Undrafted",United States
Malcolm Thomas,F,6-9,225,23,SAS,3,0,San Diego State,"2011 NBA Draft, Undrafted",United States
Tyrus Thomas,F,6-9,215,25,CHA,54,5,LSU,2006 Rnd 1 Pick 4,United States
Trey Thompkins,PF,6-10,245,21,LAC,24,0,Georgia,2011 Rnd 2 Pick 7,United States
Jason Thompson,PF,6-11,250,25,SAC,64,3,Rider,2008 Rnd 1 Pick 12,United States
Klay Thompson,G,6-6,210,22,GSW,66,0,Washington State,2011 Rnd 1 Pick 11,United States
Mychel Thompson,SF,6-6,211,23,CLE,5,0,Pepperdine,"2011 NBA Draft, Undrafted",United States Bahamas
Tristan Thompson,F,6-9,254,20,CLE,60,0,Texas,2011 Rnd 1 Pick 4,Canada
Marcus Thornton,SG,6-4,205,24,SAC,51,2,LSU,2009 Rnd 2 Pick 13,United States
Jamaal Tinsley,PG,6-3,188,34,UTA,37,9,Iowa State,2001 Rnd 1 Pick 27,United States
Anthony Tolliver,PF,6-8,245,26,MIN,51,4,Creighton,"2007 NBA Draft, Undrafted",United States
Ronny Turiaf,FC,6-10,241,29,"MIA, WAS",17,6,Gonzaga,2005 Rnd 2 Pick 7,France
Hedo Turkoglu,F,6-10,220,32,ORL,53,11,Anadolu Efes (Turkey),2000 Rnd 1 Pick 16,Turkey
Evan Turner,GF,6-7,220,23,PHI,65,1,Ohio State,2010 Rnd 1 Pick 2,United States
Jeremy Tyler,PF,6-11,250,20,GSW,42,0,Tokyo Apache (Japan),2011 Rnd 2 Pick 9,United States
Edwin Ubiles,GF,6-6,205,25,WAS,4,0,Siena,"2010 NBA Draft, Undrafted",United States Puerto Rico
Ekpe Udoh,PF,6-10,245,24,"GOS, MIL",61,1,Baylor,2010 Rnd 1 Pick 6,United States Nigeria
Beno Udrih,G,6-4,205,29,MIL,59,7,AX Armani Exchange Milan (Italy),2004 Rnd 1 Pick 28,Slovenia
Ben Uzoh,SG,6-3,205,23,"CLE, TOR",18,1,Tulsa,"2010 NBA Draft, Undrafted",United States Nigeria
Anderson Varejao,C,6-10,273,29,CLE,25,7,Barca (Spain),2004 Rnd 2 Pick 1,Brazil
Greivis Vasquez,G,6-6,217,25,NOP,66,1,Maryland,2010 Rnd 1 Pick 28,Venezuela
Jan Vesely,PF,6-11,240,21,WAS,57,0,KK Partizan (Serbia),2011 Rnd 1 Pick 6,Czech Republic
Charlie Villanueva,F,6-11,238,27,DET,13,6,Connecticut,2005 Rnd 1 Pick 7,United States Dominican Republic
Nikola Vucevic,PF,6-11,260,21,PHI,51,0,USC,2011 Rnd 1 Pick 16,Switzerland Montenegro
Dwyane Wade,SG,6-4,220,30,MIA,49,8,Marquette,2003 Rnd 1 Pick 5,United States
Von Wafer,GF,6-5,210,26,ORL,33,6,Florida State,2005 Rnd 2 Pick 9,United States
Henry Walker,GF,6-6,235,24,NYK,32,3,Kansas State,2008 Rnd 2 Pick 17,United States
Kemba Walker,G,6-0,184,21,CHA,66,0,Connecticut,2011 Rnd 1 Pick 9,United States
John Wall,PG,6-3,210,21,WAS,66,1,Kentucky,2010 Rnd 1 Pick 1,United States
Ben Wallace,FC,6-9,240,37,DET,62,15,Virginia Union,"1996 NBA Draft, Undrafted",United States
Gerald Wallace,F,6-7,220,29,"NJN, POR",58,10,Alabama,2001 Rnd 1 Pick 25,United States
Luke Walton,F,6-8,235,31,"CLE, LAL",30,8,Arizona,2003 Rnd 2 Pick 3,United States
Hakim Warrick,F,6-9,219,29,PHX,35,6,Syracuse,2005 Rnd 1 Pick 19,United States
Darryl Watkins,C,6-11,258,27,NOP,5,1,Syracuse,"2007 NBA Draft, Undrafted",United States
C.J. Watson,G,6-2,175,27,CHI,49,4,Tennessee,"2006 NBA Draft, Undrafted",United States
Earl Watson,PG,6-1,199,32,UTA,50,10,UCLA,2001 Rnd 2 Pick 11,United States
Martell Webster,SF,6-7,230,25,MIN,47,6,Seattle Preparatory School (Washington),2005 Rnd 1 Pick 6,United States
David West,PF,6-9,250,31,IND,66,8,Xavier,2003 Rnd 1 Pick 18,United States
Delonte West,G,6-3,180,28,DAL,44,7,Saint Joseph's,2004 Rnd 1 Pick 24,United States
Russell Westbrook,G,6-3,200,23,OKC,66,3,UCLA,2008 Rnd 1 Pick 4,United States
D.J. White,PF,6-9,250,25,CHA,58,3,Indiana,2008 Rnd 1 Pick 29,United States
Hassan Whiteside,C,7-0,265,22,SAC,18,1,Marshall,2010 Rnd 2 Pick 3,United States
Chris Wilcox,FC,6-10,235,29,BOS,28,9,Maryland,2002 Rnd 1 Pick 8,United States
Damien Wilkins,GF,6-6,225,32,DET,60,7,Georgia,"2004 NBA Draft, Undrafted",United States
Deron Williams,PG,6-3,200,27,NJN,55,6,Illinois,2005 Rnd 1 Pick 3,United States
Derrick Williams,F,6-8,240,20,MIN,66,0,Arizona,2011 Rnd 1 Pick 2,United States
Elliot Williams,G,6-5,190,22,POR,24,1,Memphis,2010 Rnd 1 Pick 22,United States
Jordan Williams,PF,6-10,260,21,NJN,43,0,Maryland,2011 Rnd 2 Pick 6,United States
Lou Williams,G,6-1,175,25,PHI,64,6,South Gwinnett High School (Georgia),2005 Rnd 2 Pick 15,United States
Marvin Williams,SF,6-9,237,25,ATL,57,6,North Carolina,2005 Rnd 1 Pick 2,United States
Mo Williams,G,6-1,198,29,LAC,52,8,Alabama,2003 Rnd 2 Pick 18,United States
Reggie Williams,F,6-6,205,25,CHA,33,2,Virginia Military,"2008 NBA Draft, Undrafted",United States
Sean Williams,C,6-10,235,25,"BOS, DAL",11,3,Boston College,2007 Rnd 1 Pick 17,United States
Shawne Williams,F,6-10,230,26,NJN,25,5,Memphis,2006 Rnd 1 Pick 17,United States
Shelden Williams,PF,6-9,250,28,NJN,58,5,Duke,2006 Rnd 1 Pick 5,United States
Terrence Williams,GF,6-6,220,24,"HOU, SAC",30,2,Louisville,2009 Rnd 1 Pick 11,United States
Metta World Peace,SF,6-7,260,32,LAL,64,12,St. John's,1999 Rnd 1 Pick 16,United States
Brandan Wright,F,6-10,210,24,DAL,49,4,North Carolina,2007 Rnd 1 Pick 8,United States
Chris Wright,F,6-8,225,23,GSW,24,0,Dayton,"2011 NBA Draft, Undrafted",United States
Dorell Wright,F,6-9,205,26,GSW,61,7,Leuzinger High School (California),2004 Rnd 1 Pick 19,United States
Jianlian Yi,F,7-0,250,24,DAL,30,4,Guangdong Dongguan (China),2007 Rnd 1 Pick 6,China
Nick Young,SG,6-7,210,26,"LAC, WAS",62,4,USC,2007 Rnd 1 Pick 16,United States
Sam Young,F,6-6,225,26,"MEM, PHL",35,2,Pittsburgh,2009 Rnd 2 Pick 6,United States Lebanon
Thaddeus Young,F,6-8,235,23,PHI,63,4,Georgia Tech,2007 Rnd 1 Pick 12,United States
