Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Matt Barnes,GF,6-7,226,31,LAL,63,9,UCLA,2002 Rnd 2 Pick 17,United States
Earl Barron,C,7-0,250,30,GSW,2,6,Memphis,"2003 NBA Draft, Undrafted",United States
Brandon Bass,PF,6-8,250,26,BOS,59,6,LSU,2005 Rnd 2 Pick 3,United States
Tony Battie,PF,6-11,230,36,PHI,27,14,Texas Tech,1997 Rnd 1 Pick 5,United States
Shane Battier,F,6-8,220,33,MIA,65,10,Duke,2001 Rnd 1 Pick 6,United States
Nicolas Batum,F,6-8,230,23,POR,59,3,Le Mans Sarthe Basket (France),2008 Rnd 1 Pick 25,France
Jerryd Bayless,G,6-3,210,23,TOR,31,3,Arizona,2008 Rnd 1 Pick 11,United States
Michael Beasley,PF,6-9,235,23,MIN,47,3,Kansas State,2008 Rnd 1 Pick 2,United States
Rodrigue Beaubois,G,6-1,183,24,DAL,53,2,Cholet Basket (France),2009 Rnd 1 Pick 25,France
Marco Belinelli,G,6-5,225,25,NOP,66,4,Fortituto Kontatto Bologna (Italy),2007 Rnd 1 Pick 18,Italy
Raja Bell,SG,6-5,204,35,UTA,34,12,Florida International,"1999 NBA Draft, Undrafted",United States
Keith Benson,C,6-11,240,23,GSW,3,0,Oakland,2011 Rnd 2 Pick 18,United States
Mike Bibby,G,6-2,195,33,NYK,39,13,Arizona,1998 Rnd 1 Pick 2,United States
Andris Biedrins,C,7-0,250,25,GSW,47,7,BK Skonto Riga (Latvia),2004 Rnd 1 Pick 11,Latvia
Chauncey Billups,G,6-3,210,35,LAC,20,14,Colorado,1997 Rnd 1 Pick 3,United States
Bismack Biyombo,PF,6-9,255,19,CHA,63,0,Urbas Fuenlabrada (Spain),2011 Rnd 1 Pick 7,Democratic Republic of the Congo
DeJuan Blair,F,6-8,270,22,SAS,64,2,Pittsburgh,2009 Rnd 2 Pick 7,United States
Steve Blake,G,6-3,172,32,LAL,53,8,Maryland,2003 Rnd 2 Pick 9,United States
Andray Blatche,PF,6-11,260,25,WAS,26,6,South Kent School (Connecticut),2005 Rnd 2 Pick 19,United States Philippines
Eric Bledsoe,PG,6-1,214,22,LAC,40,1,Kentucky,2010 Rnd 1 Pick 18,United States
Keith Bogans,GF,6-5,215,31,NJN,5,8,Kentucky,2003 Rnd 2 Pick 14,United States
Andrew Bogut,C,7-0,260,27,MIL,12,6,Utah,2005 Rnd 1 Pick 1,Australia
Matt Bonner,FC,6-10,235,31,SAS,65,7,Florida,2003 Rnd 2 Pick 16,United States
Trevor Booker,PF,6-8,228,24,WAS,50,1,Clemson,2010 Rnd 1 Pick 23,United States
Carlos Boozer,PF,6-9,266,30,CHI,66,9,Duke,2002 Rnd 2 Pick 6,Germany United States
Chris Bosh,PF,6-11,235,27,MIA,57,8,Georgia Tech,2003 Rnd 1 Pick 4,United States
Earl Boykins,G,5-5,135,35,HOU,8,12,Eastern Michigan,"1998 NBA Draft, Undrafted",United States
Craig Brackins,F,6-10,230,24,PHI,14,1,Iowa State,2010 Rnd 1 Pick 21,United States
Avery Bradley,PG,6-3,180,21,BOS,64,1,Texas,2010 Rnd 1 Pick 19,United States
Elton Brand,PF,6-9,254,32,PHI,60,12,Duke,1999 Rnd 1 Pick 1,United States
Corey Brewer,GF,6-9,186,25,DEN,59,4,Florida,2007 Rnd 1 Pick 7,United States
Ronnie Brewer,GF,6-7,235,26,CHI,66,5,Arkansas,2006 Rnd 1 Pick 14,United States
Jon Brockman,PF,6-7,255,24,MIL,35,2,Washington,2009 Rnd 2 Pick 8,United States
MarShon Brooks,GF,6-5,200,23,NJN,56,0,Providence,2011 Rnd 1 Pick 25,United States
Derrick Brown,F,6-7,225,24,CHA,65,2,Xavier,2009 Rnd 2 Pick 10,United States
Kwame Brown,C,6-11,290,29,GSW,9,10,Glynn Academy (Georgia),2001 Rnd 1 Pick 1,United States
Shannon Brown,G,6-4,210,26,PHX,59,5,Michigan State,2006 Rnd 1 Pick 25,United States
Kobe Bryant,SG,6-6,212,33,LAL,58,15,Lower Merion High School (Pennsylvania),1996 Rnd 1 Pick 13,United States
Chase Budinger,GF,6-7,215,23,HOU,58,2,Arizona,2009 Rnd 2 Pick 14,United States
Alec Burks,SG,6-6,214,20,UTA,59,0,Colorado,2011 Rnd 1 Pick 12,United States
Caron Butler,SF,6-7,228,31,LAC,63,9,Connecticut,2002 Rnd 1 Pick 10,United States
Jimmy Butler,GF,6-8,232,22,CHI,42,0,Marquette,2011 Rnd 1 Pick 30,United States
Rasual Butler,GF,6-7,215,32,TOR,34,9,La Salle,2002 Rnd 2 Pick 24,United States
Derrick Byars,SF,6-7,220,27,SAS,2,1,Vanderbilt,2007 Rnd 2 Pick 12,United States
Andrew Bynum,C,7-0,285,24,LAL,60,6,St. Joseph High School (New Jersey),2005 Rnd 1 Pick 10,United States
Will Bynum,G,6-0,185,29,DET,36,4,Georgia Tech,"2005 NBA Draft, Undrafted",United States
Jose Calderon,G,6-3,200,30,TOR,53,6,Baskonia (Spain),"2003 NBA Draft, Undrafted",Spain
Marcus Camby,C,6-11,240,37,"HOU, POR",59,15,Massachusetts,1996 Rnd 1 Pick 2,United States
Brian Cardinal,PF,6-8,245,34,DAL,44,11,Purdue,2000 Rnd 2 Pick 15,United States
DeMarre Carroll,F,6-8,215,25,"DEN, UTH",24,2,Missouri,2009 Rnd 1 Pick 27,United States
Matt Carroll,GF,6-6,212,31,CHA,53,8,Notre Dame,"2003 NBA Draft, Undrafted",United States
Anthony Carter,PG,6-1,190,36,TOR,24,13,Hawaii,"1998 NBA Draft, Undrafted",United States
Vince Carter,SF,6-6,220,35,DAL,61,13,North Carolina,1998 Rnd 1 Pick 5,United States
Omri Casspi,F,6-9,225,23,CLE,65,2,Maccabi FOX Tel Aviv (Israel),2009 Rnd 1 Pick 23,Israel
Mario Chalmers,G,6-2,190,25,MIA,64,3,Kansas,2008 Rnd 2 Pick 4,United States
Tyson Chandler,C,7-1,240,29,NYK,62,10,Dominguez High School (California),2001 Rnd 1 Pick 2,United States
Wilson Chandler,SF,6-9,225,24,DEN,8,4,DePaul,2007 Rnd 1 Pick 23,United States
Josh Childress,SF,6-8,210,28,PHX,34,5,Stanford,2004 Rnd 1 Pick 6,United States
Earl Clark,F,6-10,234,24,ORL,45,2,Louisville,2009 Rnd 1 Pick 14,United States
Norris Cole,G,6-2,175,23,MIA,65,0,Cleveland State,2011 Rnd 1 Pick 28,United States
Jason Collins,C,7-0,255,33,ATL,30,10,Stanford,2001 Rnd 1 Pick 18,United States
Darren Collison,PG,6-0,175,24,IND,60,2,UCLA,2009 Rnd 1 Pick 21,United States
Nick Collison,FC,6-10,255,31,OKC,63,8,Kansas,2003 Rnd 1 Pick 12,United States
Mike Conley,PG,6-1,175,24,MEM,62,4,Ohio State,2007 Rnd 1 Pick 4,United States
Brian Cook,PF,6-9,234,31,"LAC, WAS",32,8,Illinois,2003 Rnd 1 Pick 24,United States
Daequan Cook,G,6-5,205,24,OKC,57,4,Ohio State,2007 Rnd 1 Pick 21,United States
DeMarcus Cousins,C,6-11,270,21,SAC,64,1,Kentucky,2010 Rnd 1 Pick 5,United States
Jamal Crawford,SG,6-5,195,31,POR,60,11,Michigan,2000 Rnd 1 Pick 8,United States
Jordan Crawford,G,6-5,195,23,WAS,64,1,Xavier,2010 Rnd 1 Pick 27,United States
Dante Cunningham,F,6-8,230,24,MEM,64,2,Villanova,2009 Rnd 2 Pick 3,United States
Eddy Curry,C,7-0,295,29,MIA,14,10,Thornwood High School (Illinois),2001 Rnd 1 Pick 4,United States
Stephen Curry,G,6-3,198,23,GSW,26,2,Davidson,2009 Rnd 1 Pick 7,United States
Samuel Dalembert,C,6-11,250,30,HOU,65,10,Seton Hall,2001 Rnd 1 Pick 26,Canada Haiti
Erick Dampier,C,6-11,265,36,ATL,15,15,Mississippi State,1996 Rnd 1 Pick 10,United States
Marquis Daniels,SF,6-6,200,31,BOS,38,8,Auburn,"2003 NBA Draft, Undrafted",United States
Baron Davis,G,6-3,215,32,NYK,29,12,UCLA,1999 Rnd 1 Pick 3,United States
Ed Davis,PF,6-9,218,22,TOR,66,1,North Carolina,2010 Rnd 1 Pick 13,United States
Glen Davis,PF,6-9,289,26,ORL,61,4,LSU,2007 Rnd 2 Pick 5,United States
Josh Davis,F,6-8,235,31,MEM,15,3,Wyoming,"2002 NBA Draft, Undrafted",United States
Eric Dawson,F,6-9,255,27,SAS,4,0,Midwestern State,"2007 NBA Draft, Undrafted",United States
Austin Daye,F,6-11,220,23,DET,41,2,Gonzaga,2009 Rnd 1 Pick 15,United States
DeMar DeRozan,GF,6-6,220,22,TOR,63,2,USC,2009 Rnd 1 Pick 9,United States
Carlos Delfino,SG,6-6,230,29,MIL,54,6,Fortituto Kontatto Bologna (Italy),2003 Rnd 1 Pick 25,Argentina
Luol Deng,GF,6-9,220,26,CHI,54,7,Duke,2004 Rnd 1 Pick 7,England South Sudan
Justin Dentmon,PG,6-0,185,26,"SAN, TOR",6,0,Washington,"2009 NBA Draft, Undrafted",United States
Boris Diaw,PF,6-8,250,29,"CHA, SAN",57,8,Pau-Orthez (France),2003 Rnd 1 Pick 21,France
Ike Diogu,PF,6-8,255,28,SAS,2,6,Arizona State,2005 Rnd 1 Pick 9,United States Nigeria
DeSagana Diop,C,7-0,280,30,CHA,27,10,Oak Hill Academy (Virginia),2001 Rnd 1 Pick 8,Senegal
Keyon Dooling,G,6-3,196,31,BOS,46,11,Missouri,2000 Rnd 1 Pick 10,United States
Toney Douglas,G,6-2,195,25,NYK,38,2,Florida State,2009 Rnd 1 Pick 29,United States
Goran Dragic,G,6-3,190,25,HOU,66,3,Union Olimpija (Slovenia),2008 Rnd 2 Pick 15,Slovenia
Jared Dudley,PF,6-7,237,26,PHX,65,4,Boston College,2007 Rnd 1 Pick 22,United States
Chris Duhon,G,6-1,190,29,ORL,63,7,Duke,2004 Rnd 2 Pick 9,United States
Tim Duncan,FC,6-11,250,35,SAS,58,14,Wake Forest,1997 Rnd 1 Pick 1,United States
Mike Dunleavy,GF,6-9,230,31,MIL,55,9,Duke,2002 Rnd 1 Pick 3,United States
Kevin Durant,SF,6-10,225,23,OKC,66,4,Texas,2007 Rnd 1 Pick 2,United States
Jerome Dyson,G,6-3,180,24,NOP,9,0,Connecticut,"2010 NBA Draft, Undrafted",United States
Devin Ebanks,F,6-9,215,22,LAL,24,1,West Virginia,2010 Rnd 2 Pick 13,United States Greece
Wayne Ellington,SG,6-4,207,24,MIN,51,2,North Carolina,2009 Rnd 1 Pick 28,United States
Monta Ellis,G,6-3,185,26,"GOS, MIL",58,6,Lanier High School (Mississippi),2005 Rnd 2 Pick 10,United States
Francisco Elson,C-F,7-0,235,36,PHI,5,8,California,1999 Rnd 2 Pick 12,Netherlands South Sudan
Andre Emmett,GF,6-5,224,29,NJN,6,1,Texas Tech,2004 Rnd 2 Pick 6,United States
Semih Erden,C,7-0,240,25,CLE,28,1,Fenerbahce Beko (Turkey),2008 Rnd 2 Pick 30,Turkey
Jeremy Evans,F,6-9,200,24,UTA,29,1,Western Kentucky,2010 Rnd 2 Pick 25,United States
Maurice Evans,G-F,6-5,220,33,WAS,24,9,Texas,"2001 NBA Draft, Undrafted",United States
Reggie Evans,PF,6-8,245,31,LAC,56,9,Iowa,"2002 NBA Draft, Undrafted",United States
Tyreke Evans,G,6-6,220,22,SAC,63,2,Memphis,2009 Rnd 1 Pick 4,United States
Christian Eyenga,GF,6-7,210,22,"CLE, LAL",7,1,CB Prat (Spain),2009 Rnd 1 Pick 30,Democratic Republic of the Congo
Kenneth Faried,F,6-8,220,22,DEN,46,0,Morehead State,2011 Rnd 1 Pick 22,United States
Jordan Farmar,PG,6-2,180,25,NJN,39,5,UCLA,2006 Rnd 1 Pick 26,United States
Derrick Favors,FC,6-10,265,20,UTA,65,1,Georgia Tech,2010 Rnd 1 Pick 3,United States
Raymond Felton,PG,6-1,205,27,POR,60,6,North Carolina,2005 Rnd 1 Pick 5,United States
Rudy Fernandez,SG,6-6,185,26,DEN,31,3,Joventut Badalona (Spain),2007 Rnd 1 Pick 24,Spain
Kyrylo Fesenko,C,7-1,280,25,IND,3,4,BK Cherkassy (Ukraine),2007 Rnd 2 Pick 8,Ukraine
Landry Fields,F,6-7,210,23,NYK,66,1,Stanford,2010 Rnd 2 Pick 9,United States
Derek Fisher,G,6-1,210,37,"LAL, OKC",63,15,Little Rock,1996 Rnd 1 Pick 24,United States
Jonny Flynn,PG,5-10,196,23,"HOU, POR",29,2,Syracuse,2009 Rnd 1 Pick 6,United States
Jeff Foote,C,7-0,265,24,NOP,4,0,Cornell,"2010 NBA Draft, Undrafted",United States
Gary Forbes,F,6-7,220,27,TOR,48,1,Massachusetts,"2008 NBA Draft, Undrafted",Panama
T.J. Ford,PG,6-0,165,28,SAS,14,8,Texas,2003 Rnd 1 Pick 8,United States
Courtney Fortson,G,5-11,185,23,"HOU, LAC",10,0,Arkansas,"2010 NBA Draft, Undrafted",United States
Jeff Foster,C,6-11,236,35,IND,11,12,Texas State,1999 Rnd 1 Pick 21,United States
Randy Foye,G,6-4,218,28,LAC,65,5,Villanova,2006 Rnd 1 Pick 7,United States
Jimmer Fredette,G,6-2,195,23,SAC,61,0,Brigham Young,2011 Rnd 1 Pick 10,United States
Enes Freedom,F,6-10,250,19,UTA,66,0,Kentucky,2011 Rnd 1 Pick 3,Switzerland Turkey
Channing Frye,FC,7-0,255,28,PHX,64,6,Arizona,2005 Rnd 1 Pick 8,United States
Dan Gadzuric,FC,6-11,240,34,NYK,2,9,UCLA,2002 Rnd 2 Pick 5,Netherlands United States
Sundiata Gaines,G,6-1,195,25,NJN,57,2,Georgia,"2008 NBA Draft, Undrafted",United States
Danilo Gallinari,SF,6-10,233,23,DEN,43,3,AX Armani Exchange Milan (Italy),2008 Rnd 1 Pick 6,Italy
Francisco Garcia,GF,6-7,195,30,SAC,49,6,Louisville,2005 Rnd 1 Pick 23,Dominican Republic
Kevin Garnett,PF,6-11,240,35,BOS,60,16,Farragut Career Academy (Illinois),1995 Rnd 1 Pick 5,United States
Marc Gasol,C,7-1,255,27,MEM,65,3,CB Girona (Spain),2007 Rnd 2 Pick 18,Spain
Pau Gasol,FC,7-0,250,31,LAL,65,10,Barca (Spain),2001 Rnd 1 Pick 3,Spain
Rudy Gay,SF,6-8,240,25,MEM,65,5,Connecticut,2006 Rnd 1 Pick 8,United States
Alonzo Gee,SF,6-6,225,24,CLE,63,2,Alabama,"2009 NBA Draft, Undrafted",United States
Paul George,GF,6-8,220,21,IND,66,1,Fresno State,2010 Rnd 1 Pick 10,United States
Daniel Gibson,G,6-2,200,26,CLE,35,5,Texas,2006 Rnd 2 Pick 12,United States
Taj Gibson,F,6-9,232,26,CHI,63,2,USC,2009 Rnd 1 Pick 26,United States
Manu Ginobili,SG,6-6,205,34,SAS,34,9,Viola Reggio Calabria (Italy),1999 Rnd 2 Pick 28,Argentina
Mickell Gladness,C,6-11,220,25,"GOS, MIA",26,0,Alabama A&M,"2008 NBA Draft, Undrafted",United States
Ryan Gomes,F,6-7,245,29,LAC,32,6,Providence,2005 Rnd 2 Pick 20,United States
Drew Gooden,FC,6-10,250,30,MIL,56,9,Kansas,2002 Rnd 1 Pick 4,United States
Ben Gordon,SG,6-3,200,28,DET,52,7,Connecticut,2004 Rnd 1 Pick 3,England United States
Eric Gordon,G,6-3,215,23,NOP,9,3,Indiana,2008 Rnd 1 Pick 7,United States
Marcin Gortat,FC,6-11,240,28,PHX,66,4,Koln 99ers (Germany),2005 Rnd 2 Pick 27,Poland
Andrew Goudelock,G,6-3,200,23,LAL,40,0,Charleston,2011 Rnd 2 Pick 16,United States
Danny Granger,GF,6-9,222,28,IND,62,6,New Mexico,2005 Rnd 1 Pick 17,United States
Aaron Gray,C,7-0,270,27,TOR,49,4,Pittsburgh,2007 Rnd 2 Pick 19,United States
Danny Green,SF,6-6,220,24,SAS,66,2,North Carolina,2009 Rnd 2 Pick 16,United States
Gerald Green,GF,6-7,205,26,NJN,31,4,Gulf Shores Academy (Texas),2005 Rnd 1 Pick 18,United States
Willie Green,SG,6-3,201,30,ATL,53,8,Detroit-Mercy,2003 Rnd 2 Pick 12,United States
Donte Greene,F,6-11,226,24,SAC,53,3,Syracuse,2008 Rnd 1 Pick 28,United States Germany
Blake Griffin,PF,6-9,246,22,LAC,66,2,Oklahoma,2009 Rnd 1 Pick 1,United States
Hamed Haddadi,C,7-2,265,26,MEM,35,3,Saba Mehr Qazvin BC (Iran),"2004 NBA Draft, Undrafted",Iran
Jordan Hamilton,SF,6-7,220,21,DEN,26,0,Texas,2011 Rnd 1 Pick 26,United States
Richard Hamilton,SG,6-7,193,34,CHI,28,12,Connecticut,1999 Rnd 1 Pick 7,United States
Tyler Hansbrough,PF,6-9,250,26,IND,66,2,North Carolina,2009 Rnd 1 Pick 13,United States
Luke Harangody,F,6-8,245,24,CLE,21,1,Notre Dame,2010 Rnd 2 Pick 22,United States
James Harden,SG,6-5,220,22,OKC,62,2,Arizona State,2009 Rnd 1 Pick 3,United States
Justin Harper,PF,6-10,225,22,ORL,14,0,Richmond,2011 Rnd 2 Pick 2,United States
Josh Harrellson,F,6-10,275,23,NYK,37,0,Kentucky,2011 Rnd 2 Pick 15,United States
Al Harrington,F,6-9,245,32,DEN,64,13,St. Patrick High School (New Jersey),1998 Rnd 1 Pick 25,United States
Devin Harris,G,6-3,185,29,UTA,63,7,Wisconsin,2004 Rnd 1 Pick 5,United States
Manny Harris,G,6-5,185,22,CLE,26,1,Michigan,"2010 NBA Draft, Undrafted",United States
Terrel Harris,SF,6-5,190,24,MIA,22,0,Oklahoma State,"2009 NBA Draft, Undrafted",United States
Tobias Harris,F,6-7,230,19,MIL,42,0,Tennessee,2011 Rnd 1 Pick 19,United States
Udonis Haslem,FC,6-8,235,31,MIA,64,8,Florida,"2002 NBA Draft, Undrafted",United States
Spencer Hawes,C,7-1,245,23,PHI,37,4,Washington,2007 Rnd 1 Pick 10,United States
Chuck Hayes,PF,6-6,240,28,SAC,54,6,Kentucky,"2005 NBA Draft, Undrafted",United States
Gordon Hayward,GF,6-7,225,21,UTA,66,1,Butler,2010 Rnd 1 Pick 9,United States
Lazar Hayward,F,6-6,225,25,OKC,26,1,Marquette,2010 Rnd 1 Pick 30,United States
Brendan Haywood,C,7-0,263,32,DAL,54,10,North Carolina,2001 Rnd 1 Pick 20,United States
Gerald Henderson,SG,6-5,215,24,CHA,55,2,Duke,2009 Rnd 1 Pick 12,United States
Xavier Henry,G,6-6,220,20,NOP,45,1,Kansas,2010 Rnd 1 Pick 12,United States
Roy Hibbert,C,7-2,270,25,IND,65,3,Georgetown,2008 Rnd 1 Pick 17,United States
J.J. Hickson,PF,6-9,242,23,"POR, SAC",54,3,NC State,2008 Rnd 1 Pick 19,United States
Cory Higgins,G,6-5,181,22,CHA,38,0,Colorado,"2011 NBA Draft, Undrafted",United States
George Hill,G,6-3,188,25,IND,50,3,IUPUI,2008 Rnd 1 Pick 26,United States
Grant Hill,SF,6-8,225,39,PHX,49,17,Duke,1994 Rnd 1 Pick 3,United States
Jordan Hill,PF,6-10,240,24,"HOU, LAL",39,2,Arizona,2009 Rnd 1 Pick 8,United States
Kirk Hinrich,G,6-4,190,31,ATL,48,8,Kansas,2003 Rnd 1 Pick 7,United States
Darington Hobson,GF,6-7,210,24,MIL,5,1,New Mexico,2010 Rnd 2 Pick 7,United States
Jrue Holiday,G,6-4,205,21,PHI,65,2,UCLA,2009 Rnd 1 Pick 17,United States
Ryan Hollins,C,7-0,230,27,"BOS, CLE",39,5,UCLA,2006 Rnd 2 Pick 20,United States
Tyler Honeycutt,F,6-8,190,21,SAC,15,0,UCLA,2011 Rnd 2 Pick 5,United States
Al Horford,FC,6-9,240,25,ATL,11,4,Florida,2007 Rnd 1 Pick 3,Dominican Republic United States
Dennis Horner,PF,6-9,230,24,NJN,8,0,NC State,"2010 NBA Draft, Undrafted",United States
Dwight Howard,C,6-11,265,26,ORL,54,7,Southwest Atlanta Christian Academy (Georgia),2004 Rnd 1 Pick 1,United States
Josh Howard,GF,6-7,210,31,UTA,43,8,Wake Forest,2003 Rnd 1 Pick 29,United States
Juwan Howard,PF,6-9,240,39,MIA,28,17,Michigan,1994 Rnd 1 Pick 5,United States
Lester Hudson,G,6-3,190,27,"CLE, MEM",16,2,Tennessee-Martin,2009 Rnd 2 Pick 28,United States
Larry Hughes,G,6-5,184,33,ORL,9,12,Saint Louis,1998 Rnd 1 Pick 8,United States
Kris Humphries,PF,6-9,235,27,NJN,62,7,Minnesota,2004 Rnd 1 Pick 14,United States
Serge Ibaka,C,6-10,235,22,OKC,66,2,CB L'Hospitalet (Spain),2008 Rnd 1 Pick 24,Republic of the Congo Spain
Andre Iguodala,SF,6-6,215,28,PHI,62,7,Arizona,2004 Rnd 1 Pick 9,United States
Ersan Ilyasova,F,6-10,235,24,MIL,60,4,Alpella B.K. (Turkey),2005 Rnd 2 Pick 6,Turkey
Kyrie Irving,G,6-2,191,19,CLE,51,0,Duke,2011 Rnd 1 Pick 1,United States Australia
Royal Ivey,G,6-4,215,30,OKC,34,7,Texas,2004 Rnd 2 Pick 8,United States
Jarrett Jack,G,6-3,200,28,NOP,45,6,Georgia Tech,2005 Rnd 1 Pick 22,United States
Reggie Jackson,G,6-2,208,21,OKC,45,0,Boston College,2011 Rnd 1 Pick 24,Italy United States
Stephen Jackson,GF,6-8,220,33,"MIL, SAN",47,14,Butler CC,1997 Rnd 2 Pick 14,United States
Damion James,SF,6-7,225,24,NJN,7,1,Texas,2010 Rnd 1 Pick 24,United States
LeBron James,F,6-8,250,27,MIA,62,8,St. Vincent St. Mary High School (Ohio),2003 Rnd 1 Pick 1,United States
Mike James,G,6-2,188,36,CHI,11,9,Duquesne,"1998 NBA Draft, Undrafted",United States
Antawn Jamison,F,6-9,235,35,CLE,65,13,North Carolina,1998 Rnd 1 Pick 4,United States
Al Jefferson,FC,6-10,289,27,UTA,61,7,Prentiss High School (Mississippi),2004 Rnd 1 Pick 15,United States
Richard Jefferson,SF,6-7,233,31,"GOS, SAN",63,10,Arizona,2001 Rnd 1 Pick 13,United States
Jared Jeffries,PF,6-11,240,30,NYK,39,9,Indiana,2002 Rnd 1 Pick 11,United States
Charles Jenkins,G,6-3,215,23,GSW,51,0,Hofstra,2011 Rnd 2 Pick 14,United States
Brandon Jennings,G,6-1,170,22,MIL,66,2,Virtus Roma (Italy),2009 Rnd 1 Pick 10,United States
Jonas Jerebko,F,6-10,231,24,DET,64,2,Edilnol Pallacanestro Biella (Italy),2009 Rnd 2 Pick 9,Sweden
Amir Johnson,PF,6-9,240,24,TOR,64,6,Westchester High School (California),2005 Rnd 2 Pick 26,United States
Armon Johnson,G,6-2,195,23,"NJN, POR",9,1,Nevada,2010 Rnd 2 Pick 4,United States
Chris Johnson,C,6-11,209,26,"NOP, POR",27,1,LSU,"2009 NBA Draft, Undrafted",United States
Ivan Johnson,PF,6-8,255,27,ATL,56,0,Cal State San Bernardino,"2007 NBA Draft, Undrafted",United States
JaJuan Johnson,FC,6-10,220,23,BOS,36,0,Purdue,2011 Rnd 1 Pick 27,United States Germany
James Johnson,F,6-7,240,25,TOR,62,2,Wake Forest,2009 Rnd 1 Pick 16,United States
Joe Johnson,SG,6-7,240,30,ATL,60,10,Arkansas,2001 Rnd 1 Pick 10,United States
Squeaky Johnson,G,5-10,180,29,NOP,15,0,UAB,"2006 NBA Draft, Undrafted",United States
Trey Johnson,SF,6-5,215,27,NOP,11,2,Jackson State,"2007 NBA Draft, Undrafted",United States Qatar
Wesley Johnson,GF,6-7,215,24,MIN,65,1,Syracuse,2010 Rnd 1 Pick 4,United States
Dahntay Jones,GF,6-6,225,31,IND,65,8,Duke,2003 Rnd 1 Pick 20,United States
Dominique Jones,G,6-4,215,23,DAL,33,1,South Florida,2010 Rnd 1 Pick 25,United States
James Jones,SF,6-8,218,31,MIA,51,8,Miami (FL),2003 Rnd 2 Pick 20,United States
Solomon Jones,C,6-10,230,27,"LAC, NOP",21,5,South Florida,2006 Rnd 2 Pick 3,United States
DeAndre Jordan,C,6-11,265,23,LAC,66,3,Texas A&M,2008 Rnd 2 Pick 5,United States
Jerome Jordan,C,7-0,253,25,NYK,21,0,Tulsa,2010 Rnd 2 Pick 14,Jamaica
