Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Brook Lopez,C,7-0,270,21,NJN,82,1,Stanford,2008 Rnd 1 Pick 10,United States
Robin Lopez,FC,7-0,275,21,PHX,51,1,Stanford,2008 Rnd 1 Pick 15,United States
Kevin Love,FC,6-8,247,21,MIN,60,1,UCLA,2008 Rnd 1 Pick 5,United States
Kyle Lowry,PG,6-1,196,23,HOU,68,3,Villanova,2006 Rnd 1 Pick 24,United States
Corey Maggette,GF,6-6,225,30,GSW,70,10,Duke,1999 Rnd 1 Pick 13,United States
Jamaal Magloire,C,6-11,259,31,MIA,36,9,Kentucky,2000 Rnd 1 Pick 19,Canada
Ian Mahinmi,C,6-11,262,23,SAS,26,2,STB Le Havre (France),2005 Rnd 1 Pick 28,France
Shawn Marion,F,6-7,228,31,DAL,75,10,UNLV,1999 Rnd 1 Pick 9,United States
Sean Marks,F-C,6-10,250,34,NOP,14,10,California,1998 Rnd 2 Pick 15,New Zealand
Cartier Martin,F,6-7,220,25,"GOS, WAS",18,1,Kansas State,"2007 NBA Draft, Undrafted",United States
Kenyon Martin,F,6-9,240,32,DEN,58,9,Cincinnati,2000 Rnd 1 Pick 1,United States
Kevin Martin,SG,6-7,199,27,"HOU, SAC",46,5,Western Carolina,2004 Rnd 1 Pick 26,United States
Desmond Mason,G-F,6-7,224,32,SAC,5,9,Oklahoma State,2000 Rnd 1 Pick 17,United States
Roger Mason,SG,6-5,205,29,SAS,79,6,Virginia,2002 Rnd 2 Pick 2,United States
Wesley Matthews,G,6-5,220,23,UTA,82,0,Marquette,"2009 NBA Draft, Undrafted",United States
Jason Maxiell,PF,6-7,260,27,DET,76,4,Cincinnati,2005 Rnd 1 Pick 26,United States
Sean May,PF,6-9,266,25,SAC,37,4,North Carolina,2005 Rnd 1 Pick 13,United States
Eric Maynor,G,6-3,175,22,"OKC, UTH",81,0,VCU,2009 Rnd 1 Pick 20,United States
O.J. Mayo,SG,6-5,210,22,MEM,82,1,USC,2008 Rnd 1 Pick 3,United States
Luc Mbah a Moute,F,6-8,230,23,MIL,73,1,UCLA,2008 Rnd 2 Pick 7,Cameroon
D.J. Mbenga,FC,7-0,255,29,LAL,49,5,OpenJobMetis Varese (Italy),"2002 NBA Draft, Undrafted",Democratic Republic of the Congo Belgium
Antonio McDyess,F,6-9,245,35,SAS,77,14,Alabama,1995 Rnd 1 Pick 2,United States
JaVale McGee,C,7-0,270,22,WAS,60,1,Nevada,2008 Rnd 1 Pick 18,United States
Tracy McGrady,GF,6-8,210,30,"HOU, NYK",30,12,Mt. Zion Christian Academy (North Carolina),1997 Rnd 1 Pick 9,United States
Dominic McGuire,F,6-9,235,24,"SAC, WAS",51,2,Fresno State,2007 Rnd 2 Pick 17,United States
Josh McRoberts,PF,6-10,240,23,IND,42,2,Duke,2007 Rnd 2 Pick 7,United States
Jodie Meeks,G,6-4,210,22,"MIL, PHL",60,0,Kentucky,2009 Rnd 2 Pick 11,United States
Pops Mensah-Bonsu,F,6-9,235,26,"HOU, TOR",20,2,George Washington,"2006 NBA Draft, Undrafted",England Ghana
C.J. Miles,GF,6-6,220,22,UTA,63,4,Skyline High School (Texas),2005 Rnd 2 Pick 4,United States
Darko Milicic,FC,7-0,275,24,"MIN, NYK",32,6,KK Vrsac Swisslion (Serbia),2003 Rnd 1 Pick 2,Serbia
Andre Miller,PG,6-3,200,33,POR,82,10,Utah,1999 Rnd 1 Pick 8,United States
Brad Miller,C,7-0,261,33,CHI,82,11,Purdue,"1998 NBA Draft, Undrafted",United States
Mike Miller,GF,6-8,218,30,WAS,54,9,Florida,2000 Rnd 1 Pick 5,United States
Patty Mills,G,6-0,180,21,POR,10,0,Saint Mary's,2009 Rnd 2 Pick 25,Australia
Paul Millsap,FC,6-7,250,25,UTA,82,3,Louisiana Tech,2006 Rnd 2 Pick 17,United States
Nazr Mohammed,C,6-10,250,32,CHA,58,11,Kentucky,1998 Rnd 1 Pick 29,United States
Jamario Moon,F,6-8,205,29,CLE,61,2,Meridian,"2001 NBA Draft, Undrafted",United States
Mikki Moore,F-C,6-11,225,34,GSW,23,12,Nebraska,"1997 NBA Draft, Undrafted",United States
Randolph Morris,C,6-11,276,24,ATL,28,3,Kentucky,"2005 NBA Draft, Undrafted",United States
Adam Morrison,SF,6-8,198,25,LAL,31,3,Gonzaga,2006 Rnd 1 Pick 3,United States
Anthony Morrow,GF,6-5,210,24,GSW,69,1,Georgia Tech,"2008 NBA Draft, Undrafted",United States
Byron Mullens,C,7-0,270,21,OKC,13,0,Ohio State,2009 Rnd 1 Pick 24,United States
Troy Murphy,FC,6-11,245,29,IND,72,8,Notre Dame,2001 Rnd 1 Pick 14,United States
Flip Murray,SG,6-3,200,30,"CHA, CHI",75,7,Shaw,2002 Rnd 2 Pick 13,United States
Eduardo Najera,F,6-8,235,33,"DAL, NJN",46,9,Oklahoma,2000 Rnd 2 Pick 9,Mexico
Steve Nash,G,6-3,178,36,PHX,81,13,Santa Clara,1996 Rnd 1 Pick 15,Canada South Africa
Jameer Nelson,G,6-0,190,28,ORL,65,5,Saint Joseph's,2004 Rnd 1 Pick 20,United States
Maybyner Nene,C,6-11,250,27,DEN,82,7,Vasco da Gama (Brazil),2002 Rnd 1 Pick 7,Brazil
Rasho Nesterovic,C,7-0,255,33,TOR,42,11,Virtus Bologna (Italy),1998 Rnd 1 Pick 17,Slovenia
Joakim Noah,FC,6-11,230,25,CHI,64,2,Florida,2007 Rnd 1 Pick 9,France United States
Andres Nocioni,F,6-7,225,30,SAC,75,5,Baskonia (Spain),"2001 NBA Draft, Undrafted",Argentina
Steve Novak,F,6-10,225,26,LAC,54,3,Marquette,2006 Rnd 2 Pick 2,United States
Dirk Nowitzki,PF,7-0,245,31,DAL,81,11,DJK Wurzburg (Germany),1998 Rnd 1 Pick 9,Germany
Patrick O'Bryant,C,7-0,250,23,TOR,11,3,Bradley,2006 Rnd 1 Pick 9,United States
Jermaine O'Neal,FC,6-11,235,31,MIA,70,13,Eau Claire High School (South Carolina),1996 Rnd 1 Pick 17,United States
Shaquille O'Neal,C,7-1,325,37,CLE,53,17,LSU,1992 Rnd 1 Pick 1,United States
Fabricio Oberto,FC,6-10,245,34,WAS,57,4,Valencia Basket (Spain),"1997 NBA Draft, Undrafted",Argentina Italy
Greg Oden,C,7-0,273,22,POR,21,2,Ohio State,2007 Rnd 1 Pick 1,United States
Lamar Odom,PF,6-10,230,30,LAL,82,10,Rhode Island,1999 Rnd 1 Pick 4,United States
Emeka Okafor,FC,6-10,255,27,NOP,82,5,Connecticut,2004 Rnd 1 Pick 2,United States
Mehmet Okur,FC,6-11,249,30,UTA,73,7,Anadolu Efes (Turkey),2001 Rnd 2 Pick 9,Turkey
Kevin Ollie,G,6-4,195,37,OKC,25,13,Connecticut,"1995 NBA Draft, Undrafted",United States
Travis Outlaw,F,6-9,207,25,"LAC, POR",34,6,Starkville High School (Mississippi),2003 Rnd 1 Pick 23,United States
Zaza Pachulia,C,6-11,270,26,ATL,78,6,Alpella B.K. (Turkey),2003 Rnd 2 Pick 13,Georgia
Jannero Pargo,PG,6-1,185,30,CHI,63,6,Arkansas,"2002 NBA Draft, Undrafted",United States
Anthony Parker,GF,6-6,215,34,CLE,81,6,Bradley,1997 Rnd 1 Pick 21,United States
Tony Parker,G,6-2,185,27,SAS,56,8,Paris Basket Racing (France),2001 Rnd 1 Pick 28,France
Chris Paul,PG,6-0,175,24,NOP,45,4,Wake Forest,2005 Rnd 1 Pick 4,United States
Sasha Pavlovic,GF,6-7,235,26,MIN,71,6,Buducnost (Montenegro),2003 Rnd 1 Pick 19,Serbia
Oleksiy Pecherov,C,7-0,232,24,MIN,44,2,Paris Basket Racing (France),2006 Rnd 1 Pick 18,Ukraine
Kendrick Perkins,C,6-10,270,25,BOS,78,6,Ozen High School (Texas),2003 Rnd 1 Pick 27,United States
Morris Peterson,G,6-7,220,32,NOP,46,9,Michigan State,2000 Rnd 1 Pick 21,United States
Johan Petro,C,7-0,247,24,DEN,36,4,Pau-Orthez (France),2005 Rnd 1 Pick 25,France
Paul Pierce,SF,6-7,235,32,BOS,71,11,Kansas,1998 Rnd 1 Pick 10,United States
Mickael Pietrus,GF,6-6,215,28,ORL,75,6,Pau-Orthez (France),2003 Rnd 1 Pick 11,France
James Posey,F,6-8,217,33,NOP,77,10,Xavier,1999 Rnd 1 Pick 18,United States
Leon Powe,F,6-8,240,26,CLE,20,3,California,2006 Rnd 2 Pick 19,United States
Josh Powell,FC,6-9,225,27,LAL,63,5,NC State,"2003 NBA Draft, Undrafted",United States
A.J. Price,G,6-2,195,23,IND,56,0,Connecticut,2009 Rnd 2 Pick 22,United States
Ronnie Price,G,6-2,190,26,UTA,60,4,Utah Valley,"2005 NBA Draft, Undrafted",United States
Tayshaun Prince,F,6-9,212,30,DET,49,7,Kentucky,2002 Rnd 1 Pick 23,United States
Joel Przybilla,C,7-1,245,30,POR,30,9,Minnesota,2000 Rnd 1 Pick 9,United States
Chris Quinn,G,6-2,175,26,NJN,25,3,Notre Dame,"2006 NBA Draft, Undrafted",United States
Vladimir Radmanovic,PF,6-10,235,29,"CHA, GOS",41,8,KK FMP (Serbia),2001 Rnd 1 Pick 12,Serbia
Anthony Randolph,PF,6-11,225,20,GSW,33,1,LSU,2008 Rnd 1 Pick 14,United States Slovenia
Shavlik Randolph,F,6-10,236,26,"MIA, POR",6,4,Duke,"2005 NBA Draft, Undrafted",United States
Zach Randolph,PF,6-9,260,28,MEM,81,8,Michigan State,2001 Rnd 1 Pick 19,United States
Theo Ratliff,C,6-10,235,36,"CHA, SAN",49,14,Wyoming,1995 Rnd 1 Pick 18,United States
Michael Redd,G,6-6,220,30,MIL,18,9,Ohio State,2000 Rnd 2 Pick 14,United States
J.J. Redick,G,6-4,200,25,ORL,82,3,Duke,2006 Rnd 1 Pick 11,United States
Chris Richard,F,6-9,255,25,CHI,18,1,Florida,2007 Rnd 2 Pick 11,United States
Jason Richardson,GF,6-6,225,29,PHX,79,8,Michigan State,2001 Rnd 1 Pick 5,United States
Quentin Richardson,GF,6-6,223,29,MIA,76,9,DePaul,2000 Rnd 1 Pick 18,United States
Luke Ridnour,PG,6-2,175,29,MIL,82,6,Oregon,2003 Rnd 1 Pick 14,United States
Nate Robinson,G,5-9,180,25,"BOS, NYK",56,4,Washington,2005 Rnd 1 Pick 21,United States
Sergio Rodriguez,PG,6-3,176,23,"NYK, SAC",66,3,Movistar Estudiantes (Spain),2006 Rnd 1 Pick 27,Spain
Rajon Rondo,PG,6-1,180,24,BOS,81,3,Kentucky,2006 Rnd 1 Pick 21,United States
Derrick Rose,PG,6-3,200,21,CHI,78,1,Memphis,2008 Rnd 1 Pick 1,United States
Quinton Ross,GF,6-6,195,28,"DAL, WAS",52,6,Southern Methodist,"2003 NBA Draft, Undrafted",United States
Brandon Roy,G,6-6,211,25,POR,65,3,Washington,2006 Rnd 1 Pick 6,United States
Brandon Rush,SG,6-6,220,24,IND,82,1,Kansas,2008 Rnd 1 Pick 13,United States
Kareem Rush,G,6-6,201,29,LAC,7,7,Missouri,2002 Rnd 1 Pick 20,United States
John Salmons,GF,6-7,210,30,"CHI, MIL",81,7,Miami (FL),2002 Rnd 1 Pick 26,United States
Brian Scalabrine,PF,6-9,241,31,BOS,52,8,USC,2001 Rnd 2 Pick 6,United States
Luis Scola,PF,6-9,241,29,HOU,82,2,Baskonia (Spain),2002 Rnd 2 Pick 27,Argentina
Thabo Sefolosha,GF,6-7,220,25,OKC,82,3,Edilnol Pallacanestro Biella (Italy),2006 Rnd 1 Pick 13,Switzerland
Ramon Sessions,G,6-3,190,23,MIN,82,2,Nevada,2007 Rnd 2 Pick 26,United States
Bobby Simmons,F,6-6,235,29,NJN,23,8,DePaul,2001 Rnd 2 Pick 13,United States
James Singleton,F,6-8,230,28,"DAL, WAS",57,3,Murray State,"2003 NBA Draft, Undrafted",United States
Brian Skinner,FC,6-9,255,33,LAC,16,11,Baylor,1998 Rnd 1 Pick 22,United States
Craig Smith,PF,6-7,250,26,LAC,75,3,Boston College,2006 Rnd 2 Pick 6,United States
J.R. Smith,SG,6-6,225,24,DEN,75,5,Saint Benedict's Preparatory School (New Jersey),2004 Rnd 1 Pick 18,United States
Jason Smith,PF,7-0,240,23,PHI,56,2,Colorado State,2007 Rnd 1 Pick 20,United States
Joe Smith,F,6-10,225,34,ATL,64,14,Maryland,1995 Rnd 1 Pick 1,United States
Josh Smith,PF,6-9,225,24,ATL,81,5,Oak Hill Academy (Virginia),2004 Rnd 1 Pick 17,United States
Darius Songaila,PF,6-8,248,32,NOP,75,6,Wake Forest,2002 Rnd 2 Pick 21,Lithuania
Marreese Speights,C,6-10,255,22,PHI,62,1,Florida,2008 Rnd 1 Pick 16,United States
Jerry Stackhouse,SF,6-6,218,35,MIL,42,14,North Carolina,1995 Rnd 1 Pick 3,United States
DeShawn Stevenson,SG,6-5,218,28,"DAL, WAS",64,9,Washington Union High School (California),2000 Rnd 1 Pick 23,United States
Peja Stojakovic,F,6-10,229,32,NOP,62,11,PAOK BC (Greece),1996 Rnd 1 Pick 14,Serbia Greece
Amar'e Stoudemire,FC,6-10,245,27,PHX,82,7,Cypress Creek High School (Florida),2002 Rnd 1 Pick 9,United States
Rodney Stuckey,G,6-5,205,23,DET,73,2,Eastern Washington,2007 Rnd 1 Pick 15,United States
DaJuan Summers,PF,6-8,230,22,DET,44,0,Georgetown,2009 Rnd 2 Pick 5,United States
Jermaine Taylor,G,6-5,205,23,HOU,31,0,UCF,2009 Rnd 2 Pick 2,United States
Jeff Teague,PG,6-3,195,21,ATL,71,0,Wake Forest,2009 Rnd 1 Pick 19,United States
Sebastian Telfair,PG,6-0,170,24,"CLE, LAC",43,5,Abraham Lincoln High School (New York),2004 Rnd 1 Pick 13,United States
Garrett Temple,G,6-5,195,23,"HOU, SAC, SAN",27,0,LSU,"2009 NBA Draft, Undrafted",United States
Jason Terry,G,6-2,185,32,DAL,77,10,Arizona,1999 Rnd 1 Pick 10,United States
Hasheem Thabeet,C,7-3,267,23,MEM,68,0,Connecticut,2009 Rnd 1 Pick 2,Tanzania
Etan Thomas,C,6-9,256,31,OKC,23,9,Syracuse,2000 Rnd 1 Pick 12,United States
Kenny Thomas,F,6-7,245,32,SAC,26,10,New Mexico,1999 Rnd 1 Pick 22,United States
Kurt Thomas,FC,6-9,240,37,MIL,70,14,Texas Christian,1995 Rnd 1 Pick 10,United States
Tim Thomas,F,6-10,240,33,DAL,18,12,Villanova,1997 Rnd 1 Pick 7,United States
Tyrus Thomas,F,6-9,215,23,"CHA, CHI",54,3,LSU,2006 Rnd 1 Pick 4,United States
Jason Thompson,PF,6-11,250,23,SAC,75,1,Rider,2008 Rnd 1 Pick 12,United States
Al Thornton,F,6-8,203,26,"LAC, WAS",75,2,Florida State,2007 Rnd 1 Pick 14,United States
Marcus Thornton,SG,6-4,205,22,NOP,73,0,LSU,2009 Rnd 2 Pick 13,United States
Jamaal Tinsley,PG,6-3,188,32,MEM,38,8,Iowa State,2001 Rnd 1 Pick 27,United States
Anthony Tolliver,PF,6-8,245,24,"GOS, POR",46,2,Creighton,"2007 NBA Draft, Undrafted",United States
Alando Tucker,F,6-6,205,26,"MIN, PHX",15,2,Wisconsin,2007 Rnd 1 Pick 29,United States
Ronny Turiaf,FC,6-10,241,27,GSW,42,4,Gonzaga,2005 Rnd 2 Pick 7,France
Hedo Turkoglu,F,6-10,220,30,TOR,74,9,Anadolu Efes (Turkey),2000 Rnd 1 Pick 16,Turkey
Ime Udoka,G-F,6-5,220,32,SAC,69,6,Portland State,"2000 NBA Draft, Undrafted",United States Nigeria
Beno Udrih,G,6-4,205,27,SAC,79,5,AX Armani Exchange Milan (Italy),2004 Rnd 1 Pick 28,Slovenia
Roko Ukic,G,6-5,183,25,MIL,13,1,Fenerbahce Beko (Turkey),2005 Rnd 2 Pick 11,Croatia
Anderson Varejao,C,6-10,273,27,CLE,76,5,Barca (Spain),2004 Rnd 2 Pick 1,Brazil
Charlie Villanueva,F,6-11,238,25,DET,78,4,Connecticut,2005 Rnd 1 Pick 7,United States Dominican Republic
Sasha Vujacic,G,6-7,195,25,LAL,67,5,Pallalcesto Amatori Udine (Italy),2004 Rnd 1 Pick 27,Slovenia
Dwyane Wade,SG,6-4,220,28,MIA,77,6,Marquette,2003 Rnd 1 Pick 5,United States
Henry Walker,GF,6-6,235,22,"BOS, NYK",35,1,Kansas State,2008 Rnd 2 Pick 17,United States
Ben Wallace,FC,6-9,240,35,DET,69,13,Virginia Union,"1996 NBA Draft, Undrafted",United States
Gerald Wallace,F,6-7,220,27,CHA,76,8,Alabama,2001 Rnd 1 Pick 25,United States
Rasheed Wallace,FC,6-11,230,35,BOS,79,14,North Carolina,1995 Rnd 1 Pick 4,United States
Luke Walton,F,6-8,235,29,LAL,29,6,Arizona,2003 Rnd 2 Pick 3,United States
Hakim Warrick,F,6-9,219,27,"CHI, MIL",76,4,Syracuse,2005 Rnd 1 Pick 19,United States
C.J. Watson,G,6-2,175,25,GSW,65,2,Tennessee,"2006 NBA Draft, Undrafted",United States
Earl Watson,PG,6-1,199,30,IND,79,8,UCLA,2001 Rnd 2 Pick 11,United States
Kyle Weaver,SG,6-6,200,24,OKC,12,1,Washington State,2008 Rnd 2 Pick 8,United States
Martell Webster,SF,6-7,230,23,POR,82,4,Seattle Preparatory School (Washington),2005 Rnd 1 Pick 6,United States
Sonny Weems,SF,6-6,205,23,TOR,69,1,Arkansas,2008 Rnd 2 Pick 9,United States
David West,PF,6-9,250,29,NOP,81,6,Xavier,2003 Rnd 1 Pick 18,United States
Delonte West,G,6-3,180,26,CLE,60,5,Saint Joseph's,2004 Rnd 1 Pick 24,United States
Mario West,G,6-5,210,25,ATL,39,2,Georgia Tech,"2007 NBA Draft, Undrafted",United States
Russell Westbrook,G,6-3,200,21,OKC,82,1,UCLA,2008 Rnd 1 Pick 4,United States
D.J. White,PF,6-9,250,23,OKC,12,1,Indiana,2008 Rnd 1 Pick 29,United States
Chris Wilcox,FC,6-10,235,27,DET,34,7,Maryland,2002 Rnd 1 Pick 8,United States
Damien Wilkins,GF,6-6,225,30,MIN,80,5,Georgia,"2004 NBA Draft, Undrafted",United States
Mike Wilks,G,5-10,185,30,OKC,4,8,Rice,"2001 NBA Draft, Undrafted",United States
Deron Williams,PG,6-3,200,25,UTA,76,4,Illinois,2005 Rnd 1 Pick 3,United States
Jason Williams,G,6-1,190,34,ORL,82,10,Florida,1998 Rnd 1 Pick 7,United States
Jawad Williams,F,6-9,225,27,CLE,54,1,North Carolina,"2005 NBA Draft, Undrafted",United States
Lou Williams,G,6-1,175,23,PHI,64,4,South Gwinnett High School (Georgia),2005 Rnd 2 Pick 15,United States
Marcus D. Williams,G,6-3,205,24,MEM,62,3,Connecticut,2006 Rnd 1 Pick 22,United States
Marvin Williams,SF,6-9,237,23,ATL,81,4,North Carolina,2005 Rnd 1 Pick 2,United States
Mo Williams,G,6-1,198,27,CLE,69,6,Alabama,2003 Rnd 2 Pick 18,United States
Reggie Williams,F,6-6,205,23,GSW,24,0,Virginia Military,"2008 NBA Draft, Undrafted",United States
Sean Williams,C,6-10,235,23,NJN,20,2,Boston College,2007 Rnd 1 Pick 17,United States
Shelden Williams,PF,6-9,250,26,BOS,54,3,Duke,2006 Rnd 1 Pick 5,United States
Terrence Williams,GF,6-6,220,22,NJN,78,0,Louisville,2009 Rnd 1 Pick 11,United States
Metta World Peace,SF,6-7,260,30,LAL,77,10,St. John's,1999 Rnd 1 Pick 16,United States
Antoine Wright,GF,6-7,210,26,TOR,67,4,Texas A&M,2005 Rnd 1 Pick 15,United States
Dorell Wright,F,6-9,205,24,MIA,72,5,Leuzinger High School (California),2004 Rnd 1 Pick 19,United States
Julian Wright,F,6-8,225,22,NOP,68,2,Kansas,2007 Rnd 1 Pick 13,United States
Jianlian Yi,F,7-0,250,22,NJN,52,2,Guangdong Dongguan (China),2007 Rnd 1 Pick 6,China
Nick Young,SG,6-7,210,24,WAS,74,2,USC,2007 Rnd 1 Pick 16,United States
Sam Young,F,6-6,225,24,MEM,80,0,Pittsburgh,2009 Rnd 2 Pick 6,United States Lebanon
Thaddeus Young,F,6-8,235,21,PHI,67,2,Georgia Tech,2007 Rnd 1 Pick 12,United States
