Player,Pos,HT,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
Joffrey Lauvergne,PF,6-11,260,25,"CHI, OKC",70,2,KK Partizan (Serbia),2013 Rnd 2 Pick 25,France
Ty Lawson,PG,5-11,195,29,SAC,69,7,North Carolina,2009 Rnd 1 Pick 18,United States
Jake Layman,SF,6-8,209,22,POR,35,0,Maryland,2016 Rnd 2 Pick 17,United States
Caris LeVert,G,6-6,205,22,BRK,57,0,Michigan,2016 Rnd 1 Pick 20,United States
Courtney Lee,SG,6-5,215,31,NYK,77,8,Western Kentucky,2008 Rnd 1 Pick 22,United States
David Lee,FC,6-9,245,33,SAS,79,11,Florida,2005 Rnd 1 Pick 30,United States
Alex Len,C,7-0,250,23,PHX,77,3,Maryland,2013 Rnd 1 Pick 5,Ukraine
Kawhi Leonard,F,6-7,225,25,SAS,74,5,San Diego State,2011 Rnd 1 Pick 15,United States
Meyers Leonard,C,7-1,255,25,POR,74,4,Illinois,2012 Rnd 1 Pick 11,United States
Jon Leuer,PF,6-10,228,27,DET,75,5,Wisconsin,2011 Rnd 2 Pick 10,United States
DeAndre Liggins,G,6-6,210,28,"CLE, DAL",62,3,Kentucky,2011 Rnd 2 Pick 23,United States
Damian Lillard,G,6-2,200,26,POR,75,4,Weber State,2012 Rnd 1 Pick 6,United States
Jeremy Lin,G,6-3,200,28,BRK,36,6,Harvard,"2010 NBA Draft, Undrafted",United States
Shaun Livingston,G,6-7,192,31,GSW,76,12,Peoria Central High School (Illinois),2004 Rnd 1 Pick 4,United States
Shawn Long,C,6-9,255,24,PHI,18,0,Louisiana,"2016 NBA Draft, Undrafted",United States
Kevon Looney,PF,6-9,249,21,GSW,53,1,UCLA,2015 Rnd 1 Pick 30,United States
Brook Lopez,C,7-0,270,28,BRK,75,8,Stanford,2008 Rnd 1 Pick 10,United States
Robin Lopez,FC,7-0,275,28,CHI,81,8,Stanford,2008 Rnd 1 Pick 15,United States
Kevin Love,FC,6-8,247,28,CLE,60,8,UCLA,2008 Rnd 1 Pick 5,United States
Kyle Lowry,PG,6-1,196,30,TOR,60,10,Villanova,2006 Rnd 1 Pick 24,United States
John Lucas,PG,5-11,166,34,MIN,5,8,Oklahoma State,"2005 NBA Draft, Undrafted",United States
Timothe Luwawu-Cabarrot,F,6-7,210,21,PHI,69,0,KK Mega Bemax (Serbia),2016 Rnd 1 Pick 24,France
Trey Lyles,SF,6-9,234,21,UTA,71,1,Kentucky,2015 Rnd 1 Pick 12,Canada United States
Sheldon Mac,SG,6-6,201,24,WAS,30,0,Miami (FL),"2016 NBA Draft, Undrafted",United States
Shelvin Mack,G,6-3,203,26,UTA,55,5,Butler,2011 Rnd 2 Pick 4,United States
Ian Mahinmi,C,6-11,262,30,WAS,31,9,STB Le Havre (France),2005 Rnd 1 Pick 28,France
Thon Maker,C,7-0,221,20,MIL,57,0,Athlete Institute Prep (Ontario),2016 Rnd 1 Pick 10,South Sudan Australia
Boban Marjanovic,C,7-4,290,28,DET,35,1,KK Vrsac Swisslion (Serbia),"2010 NBA Draft, Undrafted",Serbia
Jarell Martin,F,6-10,239,22,MEM,42,1,LSU,2015 Rnd 1 Pick 25,United States
Wesley Matthews,G,6-5,220,30,DAL,73,7,Marquette,"2009 NBA Draft, Undrafted",United States
Luc Mbah a Moute,F,6-8,230,30,LAC,80,8,UCLA,2008 Rnd 2 Pick 7,Cameroon
James McAdoo,PF,6-9,230,24,GSW,52,2,North Carolina,"2014 NBA Draft, Undrafted",United States
Patrick McCaw,G,6-7,185,21,GSW,71,0,UNLV,2016 Rnd 2 Pick 8,United States
C.J. McCollum,G,6-3,200,25,POR,80,3,Lehigh,2013 Rnd 1 Pick 10,United States
T.J. McConnell,G,6-2,190,24,PHI,81,1,Arizona,"2015 NBA Draft, Undrafted",United States
Chris McCullough,PF,6-11,200,22,"BRK, WAS",16,1,Syracuse,2015 Rnd 1 Pick 29,United States
K.J. McDaniels,GF,6-6,205,24,"BRK, HOU",49,2,Clemson,2014 Rnd 2 Pick 2,United States
Doug McDermott,F,6-8,225,25,"CHI, OKC",66,2,Creighton,2014 Rnd 1 Pick 11,United States
JaVale McGee,C,7-0,270,29,GSW,77,8,Nevada,2008 Rnd 1 Pick 18,United States
Rodney McGruder,SG,6-4,205,25,MIA,78,0,Kansas State,"2013 NBA Draft, Undrafted",United States
Ben McLemore,SG,6-3,195,24,SAC,61,3,Kansas,2013 Rnd 1 Pick 7,United States
Jordan McRae,G,6-5,179,25,CLE,37,1,Tennessee,2014 Rnd 2 Pick 28,United States
Josh McRoberts,PF,6-10,240,30,MIA,22,9,Duke,2007 Rnd 2 Pick 7,United States
Jodie Meeks,G,6-4,210,29,ORL,36,7,Kentucky,2009 Rnd 2 Pick 11,United States
Salah Mejri,C,7-1,235,30,DAL,73,1,Etoile Sportive du Sahel (Tunisia),"2008 NBA Draft, Undrafted",Tunisia
Jordan Mickey,PF,6-8,235,22,BOS,25,1,LSU,2015 Rnd 2 Pick 3,United States
Khris Middleton,SF,6-8,222,25,MIL,29,4,Texas A&M,2012 Rnd 2 Pick 9,United States
C.J. Miles,GF,6-6,220,29,IND,76,11,Skyline High School (Texas),2005 Rnd 2 Pick 4,United States
Mike Miller,GF,6-8,218,37,DEN,20,16,Florida,2000 Rnd 1 Pick 5,United States
Patty Mills,G,6-0,180,28,SAS,80,7,Saint Mary's,2009 Rnd 2 Pick 25,Australia
Elijah Millsap,GF,6-6,215,29,PHX,2,2,UAB,"2010 NBA Draft, Undrafted",United States
Paul Millsap,FC,6-7,250,32,ATL,69,10,Louisiana Tech,2006 Rnd 2 Pick 17,United States
Nikola Mirotic,F,6-10,250,26,CHI,70,2,Real Madrid (Spain),2011 Rnd 1 Pick 23,Montenegro Spain
Greg Monroe,FC,6-11,265,26,MIL,81,6,Georgetown,2010 Rnd 1 Pick 7,United States
E'Twaun Moore,SG,6-4,191,28,NOP,73,5,Purdue,2011 Rnd 2 Pick 25,United States
Marcus Morris,F,6-8,218,27,DET,79,5,Kansas,2011 Rnd 1 Pick 14,United States
Markieff Morris,PF,6-9,250,27,WAS,76,5,Kansas,2011 Rnd 1 Pick 13,United States
Anthony Morrow,GF,6-5,210,31,"CHI, OKC",49,8,Georgia Tech,"2008 NBA Draft, Undrafted",United States
Donatas Motiejunas,C,7-0,222,26,NOP,34,4,Universo De'Longhi Treviso (Italy),2011 Rnd 1 Pick 20,Lithuania
Timofey Mozgov,C,7-1,275,30,LAL,54,6,Khimki (Russia),"2008 NBA Draft, Undrafted",Russia
Emmanuel Mudiay,SG,6-5,200,20,DEN,55,1,Guangzhou Loong Lions (China),2015 Rnd 1 Pick 7,United States Democratic Republic of the Congo
Shabazz Muhammad,GF,6-5,225,24,MIN,78,3,UCLA,2013 Rnd 1 Pick 14,United States
Dejounte Murray,SG,6-5,180,20,SAS,38,0,Washington,2016 Rnd 1 Pick 29,United States
Jamal Murray,SG,6-4,215,20,DEN,82,0,Kentucky,2016 Rnd 1 Pick 7,Canada
Mike Muscala,FC,6-11,240,25,ATL,70,3,Bucknell,2013 Rnd 2 Pick 14,United States
"Larry Nance, Jr.",SF,6-7,245,24,LAL,63,1,Wyoming,2015 Rnd 1 Pick 27,United States
Shabazz Napier,PG,6-1,180,25,POR,53,2,Connecticut,2014 Rnd 1 Pick 24,United States Puerto Rico
Maurice Ndour,F,6-9,200,24,NYK,32,0,Ohio,"2015 NBA Draft, Undrafted",Senegal
Gary Neal,G,6-4,210,32,ATL,2,6,Towson,"2007 NBA Draft, Undrafted",United States
Jameer Nelson,G,6-0,190,35,DEN,75,12,Saint Joseph's,2004 Rnd 1 Pick 20,United States
Maybyner Nene,C,6-11,250,34,HOU,67,14,Vasco da Gama (Brazil),2002 Rnd 1 Pick 7,Brazil
Raulzinho Neto,PG,6-1,179,24,UTA,40,1,Acunsa GBC (Spain),2013 Rnd 2 Pick 17,Brazil
Georges Niang,F,6-7,235,23,IND,23,0,Iowa State,2016 Rnd 2 Pick 20,United States
Andrew Nicholson,F,6-9,250,27,"BRK, WAS",38,4,St. Bonaventure,2012 Rnd 1 Pick 19,Canada
Joakim Noah,FC,6-11,230,32,NYK,46,9,Florida,2007 Rnd 1 Pick 9,France United States
Nerlens Noel,FC,6-11,220,22,"DAL, PHL",51,3,Kentucky,2013 Rnd 1 Pick 6,United States
Lucas Nogueira,C,7-0,241,24,TOR,57,2,Movistar Estudiantes (Spain),2013 Rnd 1 Pick 16,Brazil
Steve Novak,F,6-10,225,33,MIL,8,10,Marquette,2006 Rnd 2 Pick 2,United States
Dirk Nowitzki,PF,7-0,245,38,DAL,54,18,DJK Wurzburg (Germany),1998 Rnd 1 Pick 9,Germany
Jusuf Nurkic,FC,7-0,290,22,"DEN, POR",65,2,Cedevita (Croatia),2014 Rnd 1 Pick 16,Bosnia and Herzegovina
David Nwaba,G,6-5,219,24,LAL,20,0,Cal Poly,"2016 NBA Draft, Undrafted",United States
Johnny O'Bryant,FC,6-9,257,23,"CHA, DEN",11,2,LSU,2014 Rnd 2 Pick 6,United States
Kyle O'Quinn,F,6-10,250,26,NYK,79,4,Norfolk State,2012 Rnd 2 Pick 19,United States
Daniel Ochefu,F,6-11,240,23,WAS,19,0,Villanova,"2016 NBA Draft, Undrafted",United States Nigeria
Jahlil Okafor,C,6-11,275,21,PHI,50,1,Duke,2015 Rnd 1 Pick 3,United States Nigeria
Victor Oladipo,G,6-4,210,24,OKC,67,3,Indiana,2013 Rnd 1 Pick 2,United States
Kelly Olynyk,C,6-11,240,25,BOS,75,3,Gonzaga,2013 Rnd 1 Pick 13,Canada
Arinze Onuaku,PF,6-9,255,29,ORL,8,2,Syracuse,"2010 NBA Draft, Undrafted",United States Nigeria
Chinanu Onuaku,C,6-9,250,20,HOU,5,0,Louisville,2016 Rnd 2 Pick 7,United States
"Kelly Oubre, Jr.",SF,6-6,203,21,WAS,79,1,Kansas,2015 Rnd 1 Pick 15,United States
Zaza Pachulia,C,6-11,270,33,GSW,70,13,Alpella B.K. (Turkey),2003 Rnd 2 Pick 13,Georgia
George Papagiannis,C,7-2,275,19,SAC,22,0,Panathinaikos (Greece),2016 Rnd 1 Pick 13,Greece
Jabari Parker,F,6-8,245,21,MIL,51,2,Duke,2014 Rnd 1 Pick 2,United States
Tony Parker,G,6-2,185,34,SAS,63,15,Paris Basket Racing (France),2001 Rnd 1 Pick 28,France
Chandler Parsons,SF,6-10,230,28,MEM,34,5,Florida,2011 Rnd 2 Pick 8,United States
Lamar Patterson,F,6-5,225,25,ATL,5,1,Pittsburgh,2014 Rnd 2 Pick 18,United States
Patrick Patterson,F,6-8,235,27,TOR,65,6,Kentucky,2010 Rnd 1 Pick 14,United States
Chris Paul,PG,6-0,175,31,LAC,61,11,Wake Forest,2005 Rnd 1 Pick 4,United States
Adreian Payne,C,6-10,237,26,MIN,18,2,Michigan State,2014 Rnd 1 Pick 15,United States
Cameron Payne,G,6-3,190,22,"CHI, OKC",31,1,Murray State,2015 Rnd 1 Pick 14,United States
Gary Payton II,G,6-3,195,24,MIL,6,0,Oregon State,"2016 NBA Draft, Undrafted",United States
Elfrid Payton,G,6-4,185,23,ORL,82,2,Louisiana,2014 Rnd 1 Pick 10,United States
Paul Pierce,SF,6-7,235,39,LAC,25,18,Kansas,1998 Rnd 1 Pick 10,United States
Marshall Plumlee,PF,7-1,250,24,NYK,21,0,Duke,"2016 NBA Draft, Undrafted",United States
Mason Plumlee,PF,6-11,254,26,"DEN, POR",81,3,Duke,2013 Rnd 1 Pick 22,United States
Miles Plumlee,C,6-11,249,28,"CHA, MIL",45,4,Duke,2012 Rnd 1 Pick 26,United States
Jakob Poeltl,C,7-0,240,21,TOR,54,0,Utah,2016 Rnd 1 Pick 9,Austria
Otto Porter,SF,6-8,228,23,WAS,80,3,Georgetown,2013 Rnd 1 Pick 3,United States
Bobby Portis,PF,6-11,250,22,CHI,64,1,Arkansas,2015 Rnd 1 Pick 22,United States
Kristaps Porzingis,FC,7-3,240,21,NYK,66,1,Coosur Real Betis (Spain),2015 Rnd 1 Pick 4,Latvia
Dwight Powell,PF,6-10,240,25,DAL,77,2,Stanford,2014 Rnd 2 Pick 15,Canada
Norman Powell,SG,6-3,215,23,TOR,76,1,UCLA,2015 Rnd 2 Pick 16,United States
Alex Poythress,F,6-9,235,23,PHI,6,0,Kentucky,"2016 NBA Draft, Undrafted",United States
Ronnie Price,G,6-2,190,33,PHX,14,11,Utah Valley,"2005 NBA Draft, Undrafted",United States
Taurean Prince,F,6-7,218,22,ATL,59,0,Baylor,2016 Rnd 1 Pick 12,United States
Tim Quarterman,G,6-6,195,22,POR,16,0,LSU,"2016 NBA Draft, Undrafted",United States
Chasson Randle,PG,6-3,185,24,"NYK, PHL",26,0,Stanford,"2015 NBA Draft, Undrafted",United States
Julius Randle,PF,6-9,250,22,LAL,74,2,Kentucky,2014 Rnd 1 Pick 7,United States
Zach Randolph,PF,6-9,260,35,MEM,73,15,Michigan State,2001 Rnd 1 Pick 19,United States
J.J. Redick,G,6-4,200,32,LAC,78,10,Duke,2006 Rnd 1 Pick 11,United States
Willie Reed,F,6-11,245,26,MIA,71,3,Saint Louis,"2011 NBA Draft, Undrafted",United States
Josh Richardson,G,6-5,200,23,MIA,53,1,Tennessee,2015 Rnd 2 Pick 10,United States
Malachi Richardson,SF,6-6,205,21,SAC,22,0,Syracuse,2016 Rnd 1 Pick 22,United States
Austin Rivers,SG,6-4,200,24,LAC,74,4,Duke,2012 Rnd 1 Pick 10,United States
Andre Roberson,SG,6-7,210,25,OKC,79,3,Colorado,2013 Rnd 1 Pick 26,United States
Brian Roberts,PG,6-1,173,31,CHA,41,4,Dayton,"2008 NBA Draft, Undrafted",United States
Glenn Robinson,SF,6-6,222,23,IND,69,2,Michigan,2014 Rnd 2 Pick 10,United States
Thomas Robinson,PF,6-10,235,25,LAL,48,4,Kansas,2012 Rnd 1 Pick 5,United States
Sergio Rodriguez,PG,6-3,176,30,PHI,68,4,Movistar Estudiantes (Spain),2006 Rnd 1 Pick 27,Spain
Rajon Rondo,PG,6-1,180,31,CHI,69,10,Kentucky,2006 Rnd 1 Pick 21,United States
Derrick Rose,PG,6-3,200,28,NYK,64,8,Memphis,2008 Rnd 1 Pick 1,United States
Terrence Ross,SF,6-7,205,26,"ORL, TOR",78,4,Washington,2012 Rnd 1 Pick 8,United States
Terry Rozier,G,6-1,190,22,BOS,74,1,Louisville,2015 Rnd 1 Pick 16,United States
Ricky Rubio,G,6-3,190,26,MIN,75,5,Joventut Badalona (Spain),2009 Rnd 1 Pick 5,Spain
Damjan Rudez,SF,6-10,228,30,ORL,45,2,Cedevita (Croatia),"2008 NBA Draft, Undrafted",Croatia
Brandon Rush,SG,6-6,220,31,MIN,47,8,Kansas,2008 Rnd 1 Pick 13,United States
D'Angelo Russell,SG,6-4,193,21,LAL,63,1,Ohio State,2015 Rnd 1 Pick 2,United States
Domantas Sabonis,PF,6-11,240,20,OKC,81,0,Gonzaga,2016 Rnd 1 Pick 11,United States Lithuania
Larry Sanders,PF,6-11,235,28,CLE,5,5,VCU,2010 Rnd 1 Pick 15,United States
Dario Saric,SF,6-10,250,22,PHI,81,0,KK Cibona (Croatia),2014 Rnd 1 Pick 12,Croatia
Tomas Satoransky,PG,6-7,210,25,WAS,57,0,Coosur Real Betis (Spain),2012 Rnd 2 Pick 2,Czech Republic
Dennis Schroder,PG,6-3,172,23,ATL,79,3,Basketball Lowen Braunschweig (Germany),2013 Rnd 1 Pick 17,Germany
Luis Scola,PF,6-9,241,36,BRK,36,9,Baskonia (Spain),2002 Rnd 2 Pick 27,Argentina
Mike Scott,PF,6-8,237,28,ATL,18,4,Virginia,2012 Rnd 2 Pick 13,United States
Thabo Sefolosha,GF,6-7,220,32,ATL,62,10,Edilnol Pallacanestro Biella (Italy),2006 Rnd 1 Pick 13,Switzerland
Wayne Selden,SG,6-5,230,22,"MEM, NOP",14,0,Kansas,"2016 NBA Draft, Undrafted",United States
Kevin Seraphin,FC,6-10,278,27,IND,49,6,Cholet Basket (France),2010 Rnd 1 Pick 17,France
Ramon Sessions,G,6-3,190,30,CHA,50,9,Nevada,2007 Rnd 2 Pick 26,United States
Iman Shumpert,G,6-5,220,26,CLE,76,5,Georgia Tech,2011 Rnd 1 Pick 17,United States
Pascal Siakam,F,6-8,240,22,TOR,55,0,New Mexico State,2016 Rnd 1 Pick 27,Cameroon
Jonathon Simmons,G,6-6,195,27,SAS,78,1,Houston,"2012 NBA Draft, Undrafted",United States
Kyle Singler,F,6-8,228,28,OKC,32,4,Duke,2011 Rnd 2 Pick 3,United States
Marcus Smart,PG,6-3,220,22,BOS,79,2,Oklahoma State,2014 Rnd 1 Pick 6,United States
Ish Smith,PG,6-0,175,28,DET,81,6,Wake Forest,"2010 NBA Draft, Undrafted",United States
J.R. Smith,SG,6-6,225,31,CLE,41,12,Saint Benedict's Preparatory School (New Jersey),2004 Rnd 1 Pick 18,United States
Jason Smith,PF,7-0,240,30,WAS,74,9,Colorado State,2007 Rnd 1 Pick 20,United States
Tony Snell,G,6-6,213,25,MIL,80,3,New Mexico,2013 Rnd 1 Pick 20,United States
Marreese Speights,C,6-10,255,29,LAC,82,8,Florida,2008 Rnd 1 Pick 16,United States
Tiago Splitter,F,6-11,245,32,PHI,8,6,Baskonia (Spain),2007 Rnd 1 Pick 28,Brazil
Nik Stauskas,SG,6-6,205,23,PHI,80,2,Michigan,2014 Rnd 1 Pick 8,Canada
Lance Stephenson,SG,6-6,230,26,"IND, MIN, NOP",18,6,Cincinnati,2010 Rnd 2 Pick 10,United States
Jarnell Stokes,FC,6-9,260,23,DEN,2,2,Tennessee,2014 Rnd 2 Pick 5,United States
Diamond Stone,C,6-11,255,20,LAC,7,0,Maryland,2016 Rnd 2 Pick 10,United States
Rodney Stuckey,G,6-5,205,30,IND,39,9,Eastern Washington,2007 Rnd 1 Pick 15,United States
Jared Sullinger,C,6-9,260,24,TOR,11,4,Ohio State,2012 Rnd 1 Pick 21,United States
Edy Tavares,C,7-3,265,24,"ATL, CLE",2,1,Gran Canaria (Spain),2014 Rnd 2 Pick 13,Cape Verde
Isaiah Taylor,G,6-3,170,22,HOU,4,0,Texas,"2016 NBA Draft, Undrafted",United States
Jeff Teague,PG,6-3,195,28,IND,82,7,Wake Forest,2009 Rnd 1 Pick 19,United States
Mirza Teletovic,PF,6-9,242,31,MIL,70,4,Baskonia (Spain),"2007 NBA Draft, Undrafted",Bosnia and Herzegovina
Garrett Temple,G,6-5,195,30,SAC,65,6,LSU,"2009 NBA Draft, Undrafted",United States
Jason Terry,G,6-2,185,39,MIL,74,17,Arizona,1999 Rnd 1 Pick 10,United States
Isaiah Thomas,PG,5-9,185,28,BOS,76,5,Washington,2011 Rnd 2 Pick 30,United States
Lance Thomas,F,6-8,240,28,NYK,46,5,Duke,"2010 NBA Draft, Undrafted",United States
Hollis Thompson,SF,6-8,206,25,"NOP, PHL",40,3,Georgetown,"2012 NBA Draft, Undrafted",United States
Klay Thompson,G,6-6,210,27,GSW,78,5,Washington State,2011 Rnd 1 Pick 11,United States
Tristan Thompson,F,6-9,254,25,CLE,78,5,Texas,2011 Rnd 1 Pick 4,Canada
Marcus Thornton,SG,6-4,205,29,WAS,33,7,LSU,2009 Rnd 2 Pick 13,United States
Mike Tobey,C,7-0,260,22,CHA,2,0,Virginia,"2016 NBA Draft, Undrafted",United States Slovenia
Anthony Tolliver,PF,6-8,245,31,SAC,65,9,Creighton,"2007 NBA Draft, Undrafted",United States
Axel Toupane,SG,6-7,197,24,"MIL, NOP",4,1,Strasbourg IG (France),"2014 NBA Draft, Undrafted",France
Karl-Anthony Towns,C,7-0,250,21,MIN,82,1,Kentucky,2015 Rnd 1 Pick 1,United States Dominican Republic
P.J. Tucker,SF,6-6,245,31,"PHX, TOR",81,5,Texas,2006 Rnd 2 Pick 5,United States
Evan Turner,GF,6-7,220,28,POR,65,6,Ohio State,2010 Rnd 1 Pick 2,United States
Myles Turner,FC,6-11,250,20,IND,81,1,Texas,2015 Rnd 1 Pick 11,United States
Beno Udrih,G,6-4,205,34,DET,39,12,AX Armani Exchange Milan (Italy),2004 Rnd 1 Pick 28,Slovenia
Tyler Ulis,PG,5-10,149,21,PHX,61,0,Kentucky,2016 Rnd 2 Pick 4,United States
Jarrod Uthoff,F,6-9,221,23,DAL,9,0,Iowa,"2016 NBA Draft, Undrafted",United States
Jonas Valanciunas,C,7-0,265,24,TOR,80,4,Lietuvos Rytas (Lithuania),2011 Rnd 1 Pick 5,Lithuania
Denzel Valentine,F,6-4,220,23,CHI,57,0,Michigan State,2016 Rnd 1 Pick 14,United States
Fred VanVleet,G,6-0,200,23,TOR,37,0,Wichita State,"2016 NBA Draft, Undrafted",United States
Anderson Varejao,C,6-10,273,34,GSW,14,12,Barca (Spain),2004 Rnd 2 Pick 1,Brazil
Greivis Vasquez,G,6-6,217,30,BRK,3,6,Maryland,2010 Rnd 1 Pick 28,Venezuela
Rashad Vaughn,SF,6-6,210,20,MIL,41,1,UNLV,2015 Rnd 1 Pick 17,United States
Noah Vonleh,FC,6-10,257,21,POR,74,2,Indiana,2014 Rnd 1 Pick 9,United States
Nikola Vucevic,PF,6-11,260,26,ORL,75,5,USC,2011 Rnd 1 Pick 16,Switzerland Montenegro
Sasha Vujacic,G,6-7,195,32,NYK,42,9,Pallalcesto Amatori Udine (Italy),2004 Rnd 1 Pick 27,Slovenia
Dwyane Wade,SG,6-4,220,35,CHI,60,13,Marquette,2003 Rnd 1 Pick 5,United States
Dion Waiters,SG,6-4,215,25,MIA,46,4,Syracuse,2012 Rnd 1 Pick 4,United States
Kemba Walker,G,6-0,184,26,CHA,79,5,Connecticut,2011 Rnd 1 Pick 9,United States
John Wall,PG,6-3,210,26,WAS,78,6,Kentucky,2010 Rnd 1 Pick 1,United States
T.J. Warren,F,6-8,222,23,PHX,66,2,NC State,2014 Rnd 1 Pick 14,United States
C.J. Watson,G,6-2,175,32,ORL,62,9,Tennessee,"2006 NBA Draft, Undrafted",United States
Briante Weber,G,6-2,170,24,"CHA, GOS",20,1,VCU,"2015 NBA Draft, Undrafted",United States
David West,PF,6-9,250,36,GSW,68,13,Xavier,2003 Rnd 1 Pick 18,United States
Russell Westbrook,G,6-3,200,28,OKC,81,8,UCLA,2008 Rnd 1 Pick 4,United States
Okaro White,F,6-8,205,24,MIA,35,0,Florida State,"2014 NBA Draft, Undrafted",United States
Isaiah Whitehead,SG,6-4,213,21,BRK,73,0,Seton Hall,2016 Rnd 2 Pick 12,United States
Hassan Whiteside,C,7-0,265,27,MIA,77,4,Marshall,2010 Rnd 2 Pick 3,United States
Andrew Wiggins,F,6-7,203,22,MIN,82,2,Kansas,2014 Rnd 1 Pick 1,Canada
C.J. Wilcox,SG,6-5,201,26,ORL,22,2,Washington,2014 Rnd 1 Pick 28,United States
Alan Williams,FC,6-8,265,24,PHX,47,1,UC Santa Barbara,"2015 NBA Draft, Undrafted",United States
Deron Williams,PG,6-3,200,32,"CLE, DAL",64,11,Illinois,2005 Rnd 1 Pick 3,United States
Derrick Williams,F,6-8,240,25,"CLE, MIA",50,5,Arizona,2011 Rnd 1 Pick 2,United States
Lou Williams,G,6-1,175,30,"HOU, LAL",81,11,South Gwinnett High School (Georgia),2005 Rnd 2 Pick 15,United States
Marvin Williams,SF,6-9,237,30,CHA,76,11,North Carolina,2005 Rnd 1 Pick 2,United States
Reggie Williams,F,6-6,205,30,NOP,6,6,Virginia Military,"2008 NBA Draft, Undrafted",United States
Troy Williams,SF,6-7,210,22,"HOU, MEM",30,0,Indiana,"2016 NBA Draft, Undrafted",United States
Kyle Wiltjer,PF,6-10,240,24,HOU,14,0,Gonzaga,"2016 NBA Draft, Undrafted",Canada United States
Justise Winslow,SF,6-6,222,20,MIA,18,1,Duke,2015 Rnd 1 Pick 10,United States
Jeff Withey,C,7-0,230,26,UTA,51,3,Kansas,2013 Rnd 2 Pick 9,United States
Christian Wood,PF,6-10,223,21,CHA,13,1,UNLV,"2015 NBA Draft, Undrafted",United States
Metta World Peace,SF,6-7,260,37,LAL,25,16,St. John's,1999 Rnd 1 Pick 16,United States
Brandan Wright,F,6-10,210,29,MEM,28,9,North Carolina,2007 Rnd 1 Pick 8,United States
Delon Wright,G,6-5,185,24,TOR,27,1,Utah,2015 Rnd 1 Pick 20,United States
James Young,SG,6-6,215,21,BOS,29,2,Kentucky,2014 Rnd 1 Pick 17,United States
Joe Young,G,6-2,180,24,IND,33,1,Oregon,2015 Rnd 2 Pick 13,United States
Nick Young,SG,6-7,210,31,LAL,60,9,USC,2007 Rnd 1 Pick 16,United States
Thaddeus Young,F,6-8,235,28,IND,74,9,Georgia Tech,2007 Rnd 1 Pick 12,United States
Cody Zeller,F,6-11,240,24,CHA,62,3,Indiana,2013 Rnd 1 Pick 4,United States
Tyler Zeller,C,7-0,250,27,BOS,51,4,North Carolina,2012 Rnd 1 Pick 17,United States
Stephen Zimmerman,C,6-11,240,20,ORL,19,0,UNLV,2016 Rnd 2 Pick 11,United States
Paul Zipser,F,6-8,226,23,CHI,44,0,Next Generation Team Munich (Germany),2016 Rnd 2 Pick 18,Germany
Ivica Zubac,C,7-0,240,19,LAL,38,0,KK Mega Bemax (Serbia),2016 Rnd 2 Pick 2,Bosnia and Herzegovina Croatia
