#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
19,Carlos Boozer,UTA,78,2672.7,1519,617,1098,0.562,0,0,0.0,285,384,0.742,181,693,874,247,84,36,212,270
20,Dwight Howard,ORL,82,2842.8,1503,510,834,0.612,0,7,0.0,483,816,0.592,284,798,1082,144,75,228,274,287
21,Danny Granger,IND,62,2278.3,1497,488,1139,0.428,158,438,0.361,363,428,0.848,67,275,342,171,94,51,157,183
22,Tyreke Evans,SAC,72,2676.6,1450,533,1165,0.458,36,141,0.255,348,465,0.748,66,314,380,414,109,26,216,204
23,O.J. Mayo,MEM,82,3113.4,1432,542,1183,0.458,136,355,0.383,212,262,0.809,61,250,311,242,98,17,176,174
24,Chauncey Billups,DEN,73,2489.5,1427,402,962,0.418,157,407,0.386,466,512,0.91,25,203,228,409,82,9,177,153
25,Jamal Crawford,ATL,79,2460.0,1425,496,1105,0.449,163,427,0.382,270,315,0.857,34,167,201,238,61,12,137,132
26,Deron Williams,UTA,76,2801.7,1419,494,1053,0.469,96,259,0.371,335,418,0.801,50,253,303,798,96,16,252,208
27,Chris Kaman,LAC,76,2608.4,1408,589,1202,0.49,0,6,0.0,230,307,0.749,184,520,704,120,37,94,223,213
28,Andre Iguodala,PHI,82,3192.7,1401,496,1120,0.443,94,303,0.31,315,430,0.733,82,447,529,472,141,55,218,145
29,Stephen Curry,GSW,80,2896.2,1399,528,1143,0.462,166,380,0.437,177,200,0.885,48,308,356,472,152,19,243,252
30,Brandon Roy,POR,65,2418.5,1398,491,1038,0.473,73,221,0.33,343,440,0.78,73,212,285,305,61,16,129,136
31,Tim Duncan,SAS,78,2438.2,1395,561,1082,0.518,2,11,0.182,271,374,0.725,221,567,788,246,45,117,140,152
32,LaMarcus Aldridge,POR,78,2921.6,1393,579,1169,0.495,5,16,0.313,230,304,0.757,192,435,627,160,67,48,104,231
33,Corey Maggette,GSW,70,2081.1,1387,457,886,0.516,13,50,0.26,460,551,0.835,92,281,373,172,51,4,168,231
34,Gerald Wallace,CHA,76,3119.4,1386,456,943,0.484,52,140,0.371,422,544,0.776,150,612,762,161,117,83,178,194
35,Andrea Bargnani,TOR,80,2799.3,1376,537,1143,0.47,121,325,0.372,181,234,0.774,105,388,493,93,25,111,120,215
36,Carl Landry,SAC,80,2468.9,1343,499,931,0.536,1,3,0.333,344,427,0.806,188,280,468,66,55,63,136,234
37,Steve Nash,PHX,81,2659.8,1333,499,985,0.507,124,291,0.426,211,225,0.938,34,234,268,892,42,12,295,108
38,Luis Scola,HOU,82,2670.9,1329,560,1090,0.514,1,5,0.2,208,267,0.779,175,530,705,169,63,26,163,246
39,Russell Westbrook,OKC,82,2812.6,1322,485,1160,0.418,23,104,0.221,329,422,0.78,143,258,401,652,108,34,268,204
40,Ray Allen,BOS,80,2819.1,1304,464,973,0.477,145,399,0.363,231,253,0.913,45,208,253,210,64,25,129,182
41,Al Jefferson,MIN,76,2463.2,1301,560,1125,0.498,0,4,0.0,181,266,0.68,180,523,703,137,63,98,136,205
42,Paul Pierce,BOS,71,2410.7,1296,409,867,0.472,109,263,0.414,369,433,0.852,39,271,310,218,84,31,166,196
43,Jason Terry,DAL,77,2539.5,1280,456,1041,0.438,136,373,0.365,232,268,0.866,19,121,140,292,94,17,109,142
44,Al Harrington,NYK,72,2195.3,1276,448,1030,0.435,140,409,0.342,240,317,0.757,88,317,405,110,62,26,132,209
45,Brandon Jennings,MIL,82,2670.7,1270,451,1216,0.371,145,388,0.374,223,273,0.817,49,233,282,470,105,18,200,191
46,Josh Smith,ATL,81,2870.5,1269,504,999,0.505,0,7,0.0,261,422,0.618,223,482,705,342,130,172,198,240
47,John Salmons,MIL,81,2824.6,1245,437,991,0.441,118,309,0.382,253,305,0.83,35,235,270,223,99,26,123,166
48,Vince Carter,ORL,75,2310.4,1244,434,1015,0.428,119,324,0.367,257,306,0.84,33,260,293,236,53,18,106,189
49,Jeff Green,OKC,82,3043.0,1239,485,1070,0.453,104,312,0.333,165,223,0.74,112,378,490,134,104,72,135,221
50,Jason Richardson,PHX,79,2485.1,1239,473,998,0.474,157,400,0.393,136,184,0.739,81,323,404,143,66,33,92,169
51,Manu Ginobili,SAS,75,2149.9,1237,398,903,0.441,132,350,0.377,309,355,0.87,68,216,284,370,103,24,154,154
52,Antawn Jamison,CLE,66,2405.8,1235,478,1036,0.461,85,247,0.344,194,300,0.647,136,419,555,84,71,21,91,179
53,Luol Deng,CHI,70,2650.7,1230,473,1014,0.466,32,83,0.386,252,330,0.764,131,381,512,143,66,61,134,129
54,Danilo Gallinari,NYK,81,2746.7,1221,392,927,0.423,186,488,0.381,251,307,0.818,65,333,398,135,75,58,110,191
55,Rodney Stuckey,DET,73,2498.6,1215,449,1109,0.405,18,79,0.228,299,359,0.833,67,214,281,348,101,12,163,205
56,Caron Butler,DAL,74,2783.6,1206,450,1051,0.428,42,145,0.29,264,315,0.838,104,357,461,156,116,24,160,193
57,Pau Gasol,LAL,65,2403.3,1190,452,844,0.536,0,5,0.0,286,362,0.79,243,491,734,218,37,113,143,152
58,Michael Beasley,MIA,78,2328.1,1156,468,1040,0.45,28,102,0.275,192,240,0.8,123,375,498,100,80,49,131,221
59,J.R. Smith,DEN,75,2081.5,1156,428,1033,0.414,158,467,0.338,142,201,0.706,28,206,234,183,99,20,139,174
60,Al Horford,ATL,81,2845.0,1148,467,847,0.551,1,1,1.0,213,270,0.789,236,563,799,189,59,91,122,225
61,Andre Miller,POR,82,2499.7,1146,404,908,0.445,16,80,0.2,322,392,0.821,81,185,266,445,93,9,173,169
62,Baron Davis,LAC,75,2521.7,1145,412,1015,0.406,82,296,0.277,239,291,0.821,52,214,266,598,126,43,211,210
63,Andray Blatche,WAS,81,2256.0,1143,478,999,0.478,13,44,0.295,174,234,0.744,158,351,509,170,85,71,182,218
64,Maybyner Nene,DEN,82,2755.1,1135,421,717,0.587,0,2,0.0,293,416,0.704,166,461,627,203,115,82,125,281
65,Rajon Rondo,BOS,81,2963.1,1110,459,904,0.508,17,80,0.213,175,282,0.621,100,260,360,794,189,11,246,198
66,Andrew Bogut,MIL,69,2229.3,1095,473,910,0.52,0,2,0.0,149,237,0.629,208,493,701,127,39,175,131,222
67,Jonny Flynn,MIN,81,2339.4,1094,397,952,0.417,77,215,0.358,223,270,0.826,24,167,191,356,82,2,233,98
68,Mo Williams,CLE,69,2359.0,1092,378,855,0.442,159,371,0.429,177,198,0.894,28,178,206,368,70,21,173,170
69,Devin Harris,NJN,64,2220.7,1080,356,884,0.403,60,217,0.276,308,386,0.798,24,179,203,423,79,18,181,178
70,Trevor Ariza,HOU,72,2628.9,1072,394,999,0.394,136,407,0.334,148,228,0.649,78,325,403,276,126,40,161,162
71,Corey Brewer,MIN,82,2482.0,1066,409,949,0.431,82,237,0.346,166,256,0.648,70,209,279,193,117,29,164,224
72,Marcus Thornton,NOP,73,1871.6,1057,398,883,0.451,117,313,0.374,144,177,0.814,72,139,211,114,58,11,76,127
73,Troy Murphy,IND,72,2344.3,1050,384,813,0.472,128,333,0.384,154,193,0.798,129,608,737,150,72,34,100,175
74,Eric Gordon,LAC,62,2229.0,1045,352,784,0.449,119,321,0.371,222,299,0.742,25,135,160,186,69,14,144,96
75,Beno Udrih,SAC,79,2476.6,1023,415,841,0.493,75,199,0.377,118,141,0.837,38,181,219,372,89,10,136,166
76,Rashard Lewis,ORL,72,2368.6,1013,350,805,0.435,168,423,0.397,145,180,0.806,62,256,318,107,78,28,108,180
77,Marc Gasol,MEM,69,2468.9,1008,378,651,0.581,0,1,0.0,252,376,0.67,208,432,640,165,69,109,135,254
78,Elton Brand,PHI,76,2297.1,996,412,858,0.48,0,1,0.0,172,233,0.738,179,282,461,109,82,80,131,232
79,Richard Jefferson,SAS,81,2520.3,994,362,775,0.467,59,187,0.316,211,287,0.735,58,298,356,158,45,40,105,178
80,Wilson Chandler,NYK,65,2320.0,993,412,860,0.479,40,150,0.267,129,160,0.806,93,255,348,138,46,49,108,184
81,Kevin Garnett,BOS,69,2060.2,990,402,772,0.521,1,5,0.2,185,221,0.837,78,428,506,185,68,57,101,170
82,Mehmet Okur,UTA,73,2149.2,988,355,775,0.458,82,213,0.385,196,239,0.82,132,383,515,119,38,81,127,223
83,Rasual Butler,LAC,82,2702.2,979,356,870,0.409,145,432,0.336,122,145,0.841,39,201,240,116,36,68,79,121
84,Andrew Bynum,LAL,65,1977.0,977,392,688,0.57,0,1,0.0,193,261,0.739,177,364,541,68,35,94,115,193
85,Raymond Felton,CHA,80,2642.8,968,388,846,0.459,60,156,0.385,132,173,0.763,53,235,288,446,123,22,168,172
86,George Hill,SAS,78,2276.3,964,353,738,0.478,75,188,0.399,183,237,0.772,42,163,205,226,69,26,101,222
87,Mike Conley,MEM,80,2568.5,959,369,830,0.445,82,212,0.387,139,187,0.743,30,161,191,425,109,12,170,178
88,Paul Millsap,UTA,82,2276.9,954,385,716,0.538,1,9,0.111,183,264,0.693,186,373,559,131,64,99,116,285
89,Jermaine O'Neal,MIA,70,1991.3,950,394,745,0.529,0,2,0.0,162,225,0.72,124,362,486,92,25,95,125,212
90,Darren Collison,NOP,76,2109.2,946,376,789,0.477,46,115,0.4,148,174,0.851,41,151,192,432,78,4,202,92
91,Roy Hibbert,IND,81,2034.8,946,387,782,0.495,3,6,0.5,169,224,0.754,177,287,464,158,30,131,145,285
92,Kevin Martin,HOU,46,1633.4,946,289,693,0.417,70,210,0.333,298,340,0.876,29,135,164,111,46,6,92,96
93,Jason Thompson,SAC,75,2357.3,939,370,784,0.472,1,10,0.1,198,277,0.715,224,413,637,124,41,73,139,279
94,Jarrett Jack,TOR,82,2243.4,931,323,671,0.481,82,199,0.412,203,241,0.842,30,192,222,413,60,6,163,151
95,Charlie Villanueva,DET,78,1847.5,931,363,827,0.439,99,282,0.351,106,130,0.815,85,280,365,53,48,55,74,223
96,Thaddeus Young,PHI,67,2145.4,926,382,813,0.47,48,138,0.348,114,165,0.691,130,220,350,97,81,15,126,133
97,Boris Diaw,CHA,82,2906.2,925,373,773,0.483,66,206,0.32,113,147,0.769,131,293,424,325,60,57,178,219
98,Grant Hill,PHX,81,2430.1,912,336,703,0.478,35,80,0.438,205,251,0.817,74,371,445,193,60,36,108,165
99,Channing Frye,PHX,81,2190.2,904,317,703,0.451,172,392,0.439,98,121,0.81,66,361,427,113,64,74,73,263
100,Anthony Morrow,GSW,69,2018.1,899,329,703,0.468,140,307,0.456,101,114,0.886,61,198,259,104,65,16,84,158
101,Shawn Marion,DAL,75,2385.0,898,395,778,0.508,3,19,0.158,105,139,0.755,158,319,477,107,69,61,99,141
102,Lou Williams,PHI,64,1912.0,898,318,677,0.47,70,206,0.34,192,233,0.824,25,162,187,268,80,15,106,110
103,Tony Parker,SAS,56,1728.0,894,349,716,0.487,10,34,0.294,186,246,0.756,7,128,135,317,29,8,149,96
104,Courtney Lee,NJN,71,2375.0,885,338,775,0.436,76,225,0.338,133,153,0.869,60,192,252,121,93,20,76,130
105,Lamar Odom,LAL,82,2584.6,882,342,739,0.463,58,182,0.319,140,202,0.693,184,618,802,267,75,59,150,227
106,Ben Gordon,DET,62,1729.6,855,291,699,0.416,75,234,0.321,198,230,0.861,26,93,119,166,49,6,118,147
107,Luke Ridnour,MIL,82,1758.6,852,328,686,0.478,69,181,0.381,127,140,0.907,24,119,143,324,54,7,106,182
108,Emeka Okafor,NOP,82,2370.1,850,348,656,0.53,0,0,0.0,154,274,0.562,251,491,742,55,54,127,111,218
109,Metta World Peace,LAL,77,2604.8,845,306,740,0.414,105,296,0.355,128,186,0.688,99,232,331,234,106,21,121,165
110,Kevin Love,MIN,60,1714.0,842,291,646,0.45,35,106,0.33,225,276,0.815,227,431,658,136,43,23,117,136
111,Chris Paul,NOP,45,1712.4,841,314,637,0.493,52,127,0.409,161,190,0.847,20,171,191,480,96,8,112,118
112,Ersan Ilyasova,MIL,81,1897.7,840,323,729,0.443,81,241,0.336,113,158,0.715,157,360,517,84,53,23,71,251
113,Hedo Turkoglu,TOR,74,2271.6,835,276,674,0.409,108,289,0.374,175,226,0.774,42,301,343,304,55,32,125,220
114,Ryan Gomes,MIN,76,2210.1,832,327,732,0.447,74,199,0.372,104,126,0.825,76,272,348,124,62,16,95,155
115,Richard Hamilton,DET,46,1552.4,831,293,717,0.409,41,138,0.297,204,241,0.846,30,92,122,202,30,3,115,115
116,Carlos Delfino,MIL,75,2279.4,825,299,732,0.408,134,365,0.367,93,119,0.782,51,343,394,202,80,21,119,138
117,Jason Kidd,DAL,80,2880.9,824,284,671,0.423,176,414,0.425,80,99,0.808,48,397,445,724,145,35,195,142
118,Marvin Williams,ATL,81,2468.4,820,302,664,0.455,40,132,0.303,176,215,0.819,106,310,416,93,66,46,72,160
119,Jameer Nelson,ORL,65,1860.1,818,317,706,0.449,86,226,0.381,98,116,0.845,26,168,194,353,48,2,139,147
120,Kirk Hinrich,CHI,74,2481.5,805,308,753,0.409,104,280,0.371,85,113,0.752,24,236,260,330,85,24,113,204
121,Al Thornton,WAS,75,2079.2,804,320,676,0.473,11,31,0.355,153,211,0.725,116,178,294,90,45,35,102,206
122,Omri Casspi,SAC,77,1931.1,792,300,672,0.446,75,203,0.369,117,174,0.672,75,274,349,95,54,17,98,125
123,Kendrick Perkins,BOS,78,2153.5,791,314,522,0.602,0,3,0.0,163,280,0.582,155,440,595,80,26,132,165,219
124,J.J. Redick,ORL,82,1808.2,788,243,553,0.439,111,274,0.405,191,222,0.86,17,138,155,158,28,4,63,118
125,Peja Stojakovic,NOP,62,1947.0,784,278,688,0.404,132,352,0.375,96,107,0.897,39,188,227,92,48,5,56,83
126,Dahntay Jones,IND,76,1891.8,776,287,623,0.461,4,32,0.125,198,257,0.77,48,181,229,150,40,39,129,237
127,Brandon Rush,IND,82,2490.9,774,297,702,0.423,124,302,0.411,56,89,0.629,41,305,346,112,56,65,93,159
128,Udonis Haslem,MIA,78,2176.7,771,312,632,0.494,0,0,0.0,147,193,0.762,167,462,629,52,30,23,75,174
129,Wesley Matthews,UTA,82,2024.6,769,273,565,0.483,63,165,0.382,160,193,0.829,50,141,191,124,64,15,93,152
130,Martell Webster,POR,82,2005.2,768,259,639,0.405,124,332,0.373,126,155,0.813,47,221,268,62,45,40,60,153
131,Drew Gooden,LAC,70,1755.4,763,288,602,0.478,1,8,0.125,186,216,0.861,207,335,542,47,41,58,108,194
132,James Harden,OKC,76,1738.4,753,233,578,0.403,93,248,0.375,194,240,0.808,47,197,244,137,80,20,106,200
133,Flip Murray,CHI,75,1673.0,746,268,683,0.392,69,221,0.312,141,194,0.727,28,155,183,135,46,16,91,126
134,Jonas Jerebko,DET,80,2232.2,741,290,603,0.481,36,115,0.313,125,176,0.71,194,284,478,58,79,29,82,230
135,Taj Gibson,CHI,82,2203.6,735,311,629,0.494,0,0,0.0,113,175,0.646,226,385,611,70,50,104,114,282
136,Hakim Warrick,CHI,76,1557.2,733,265,550,0.482,1,7,0.143,202,274,0.737,127,187,314,52,24,18,80,126
137,Mike Bibby,ATL,80,2194.5,730,268,644,0.416,126,324,0.389,68,79,0.861,20,164,184,310,67,3,90,157
138,Arron Afflalo,DEN,82,2221.1,724,272,585,0.465,108,249,0.434,72,98,0.735,59,193,252,138,46,30,74,225
139,Spencer Hawes,SAC,72,1904.1,723,312,666,0.468,26,87,0.299,73,106,0.689,145,291,436,158,32,83,131,200
140,Gilbert Arenas,WAS,32,1168.6,722,253,616,0.411,63,181,0.348,153,207,0.739,17,116,133,230,41,9,117,95
141,Brad Miller,CHI,82,1949.7,719,250,581,0.43,37,132,0.28,182,220,0.827,83,316,399,154,44,29,107,189
142,Matt Barnes,ORL,81,2097.3,716,271,557,0.487,66,207,0.319,108,146,0.74,106,339,445,134,59,30,112,185
143,Rasheed Wallace,BOS,79,1780.4,710,266,650,0.409,82,290,0.283,96,125,0.768,42,283,325,80,80,70,63,222
144,Brendan Haywood,DAL,77,2354.9,704,276,491,0.562,0,1,0.0,152,245,0.62,278,437,715,43,26,158,99,209
145,Randy Foye,WAS,70,1667.2,704,256,619,0.414,63,182,0.346,129,145,0.89,16,114,130,228,33,10,94,123
146,Jose Calderon,TOR,68,1817.2,699,274,568,0.482,68,171,0.398,83,104,0.798,23,119,142,404,47,7,99,135
147,J.J. Hickson,CLE,81,1691.9,689,289,522,0.554,0,1,0.0,111,163,0.681,110,290,400,40,36,39,92,132
148,Andrei Kirilenko,UTA,58,1680.8,688,244,482,0.506,26,89,0.292,174,234,0.744,76,188,264,158,83,71,79,102
149,Joakim Noah,CHI,64,1924.7,687,262,520,0.504,0,0,0.0,163,219,0.744,220,484,704,132,32,100,117,198
150,Quentin Richardson,MIA,76,2081.8,678,242,561,0.431,142,358,0.397,52,71,0.732,64,310,374,93,70,18,62,169
151,Jared Dudley,PHX,82,1991.3,674,225,490,0.459,120,262,0.458,104,138,0.754,99,182,281,115,81,16,68,162
152,Ramon Sessions,MIN,82,1731.9,674,253,555,0.456,1,15,0.067,167,233,0.717,58,156,214,258,55,5,137,137
153,Samuel Dalembert,PHI,82,2124.7,667,285,523,0.545,0,0,0.0,97,133,0.729,239,545,784,64,42,151,123,252
154,Kenyon Martin,DEN,58,1985.8,667,283,620,0.456,8,29,0.276,93,167,0.557,142,404,546,109,72,61,91,186
155,C.J. Watson,GSW,65,1788.0,667,247,528,0.468,45,145,0.31,128,166,0.771,28,141,169,180,103,8,69,124
156,Shannon Brown,LAL,82,1700.2,667,253,592,0.427,62,189,0.328,99,121,0.818,30,153,183,108,57,31,67,129
157,Mike Dunleavy,IND,67,1486.0,666,229,558,0.41,75,236,0.318,133,158,0.842,25,211,236,103,38,15,72,105
158,DeMar DeRozan,TOR,77,1663.7,662,255,512,0.498,4,16,0.25,148,194,0.763,66,157,223,53,43,18,62,176
159,Tayshaun Prince,DET,49,1663.7,661,282,580,0.486,27,73,0.37,70,98,0.714,71,177,248,161,34,22,60,77
160,Chase Budinger,HOU,74,1488.3,657,249,565,0.441,92,249,0.369,67,87,0.77,38,182,220,88,34,11,48,85
161,Chris Douglas-Roberts,NJN,67,1729.9,657,255,573,0.445,14,54,0.259,133,157,0.847,45,153,198,93,55,19,97,101
162,Terrence Williams,NJN,78,1763.5,656,261,651,0.401,31,100,0.31,103,144,0.715,46,302,348,223,43,10,124,126
163,Anderson Varejao,CLE,76,2165.6,651,267,467,0.572,1,5,0.2,116,175,0.663,189,389,578,87,71,67,67,223
164,Mickael Pietrus,ORL,75,1687.0,651,233,539,0.432,116,306,0.379,69,109,0.633,39,176,215,49,53,31,69,138
165,Donte Greene,SAC,76,1630.2,647,244,553,0.441,69,183,0.377,90,140,0.643,53,181,234,71,41,53,93,150
166,Nenad Krstic,OKC,76,1739.5,639,281,560,0.502,1,5,0.2,76,106,0.717,134,249,383,52,32,45,58,177
167,Nick Young,WAS,74,1421.3,639,233,558,0.418,69,170,0.406,104,130,0.8,20,82,102,48,28,8,56,147
168,DeJuan Blair,SAS,82,1494.3,638,275,495,0.556,0,2,0.0,88,161,0.547,200,326,526,65,50,39,112,224
169,Willie Green,PHI,73,1553.5,638,248,543,0.457,47,136,0.346,95,114,0.833,20,109,129,152,32,11,67,135
170,Shaquille O'Neal,CLE,53,1240.4,636,262,463,0.566,0,1,0.0,112,226,0.496,93,262,355,80,15,62,105,169
171,Goran Dragic,PHX,80,1441.9,635,222,491,0.452,74,188,0.394,117,159,0.736,38,133,171,241,48,8,126,131
172,Andres Nocioni,SAC,75,1477.3,635,234,587,0.399,96,249,0.386,71,99,0.717,32,190,222,75,32,26,67,160
173,Jerryd Bayless,POR,74,1304.2,630,200,483,0.414,29,92,0.315,201,242,0.831,18,102,120,172,26,5,94,152
174,Will Bynum,DET,63,1666.5,628,237,534,0.444,12,55,0.218,142,178,0.798,24,118,142,283,55,7,115,143
175,Jianlian Yi,NJN,52,1654.6,623,227,563,0.403,15,41,0.366,154,193,0.798,115,257,372,47,37,52,77,170
176,C.J. Miles,UTA,63,1496.6,622,241,562,0.429,74,217,0.341,66,95,0.695,42,126,168,105,58,17,81,190
177,Kyle Lowry,HOU,68,1651.2,620,184,464,0.397,37,136,0.272,215,260,0.827,91,156,247,305,60,9,116,173
178,Earl Watson,IND,79,2322.1,619,223,524,0.426,53,184,0.288,120,169,0.71,54,186,240,399,104,16,175,181
179,Derek Fisher,LAL,82,2227.5,615,212,558,0.38,78,224,0.348,113,132,0.856,25,145,170,201,90,9,78,202
180,J.J. Barea,DAL,78,1545.6,596,232,527,0.44,56,157,0.357,76,90,0.844,17,129,146,258,35,6,102,119
181,Anthony Parker,CLE,81,2288.8,595,206,475,0.434,108,261,0.414,75,95,0.789,30,201,231,157,63,18,71,151
182,Sam Young,MEM,80,1321.1,595,224,497,0.451,11,56,0.196,136,175,0.777,77,124,201,52,34,20,94,106
183,Jordan Farmar,LAL,82,1474.0,591,224,515,0.435,86,229,0.376,57,85,0.671,14,117,131,127,52,11,72,109
184,Jrue Holiday,PHI,73,1766.6,587,230,520,0.442,62,159,0.39,65,86,0.756,56,135,191,280,79,18,156,153
185,Mike Miller,WAS,54,1804.9,586,217,433,0.501,82,171,0.48,70,85,0.824,55,281,336,212,39,12,115,131
186,Steve Blake,LAC,80,2158.8,586,217,522,0.416,116,294,0.395,36,48,0.75,21,166,187,380,58,6,128,123
187,Craig Smith,LAC,75,1232.0,585,226,397,0.569,1,5,0.2,132,208,0.635,97,190,287,84,33,25,88,194
188,Nate Robinson,BOS,56,1115.8,567,215,493,0.436,87,223,0.39,50,67,0.746,28,82,110,163,49,5,73,116
189,Marcus Camby,POR,74,2314.3,556,238,501,0.475,2,7,0.286,78,122,0.639,249,622,871,186,95,146,91,161
190,Darius Songaila,NOP,75,1409.7,543,241,488,0.494,1,6,0.167,60,74,0.811,59,173,232,70,62,14,81,206
191,Ty Lawson,DEN,65,1317.3,542,201,390,0.515,34,83,0.41,106,140,0.757,42,82,124,203,48,2,82,89
192,Anthony Tolliver,GSW,46,1427.6,539,193,449,0.43,50,152,0.329,103,134,0.769,84,236,320,87,32,33,46,128
193,Shane Battier,HOU,67,2168.4,534,178,447,0.398,101,279,0.362,77,106,0.726,74,238,312,164,53,76,64,139
194,Marreese Speights,PHI,62,1016.0,532,212,444,0.477,0,5,0.0,108,145,0.745,85,167,252,36,29,34,51,152
195,Delonte West,CLE,60,1500.1,528,194,436,0.445,25,77,0.325,115,142,0.81,29,140,169,196,55,28,90,86
196,Mario Chalmers,MIA,73,1806.9,521,182,454,0.401,75,236,0.318,82,110,0.745,25,110,135,246,91,12,123,175
197,Sonny Weems,TOR,69,1368.0,518,236,458,0.515,2,15,0.133,44,64,0.688,42,150,192,101,39,25,65,126
198,Jason Maxiell,DET,76,1549.7,513,212,415,0.511,0,1,0.0,89,155,0.574,161,240,401,39,36,38,68,175
199,Amir Johnson,TOR,82,1452.7,511,208,334,0.623,0,4,0.0,95,149,0.638,154,241,395,48,44,66,63,255
200,Ronnie Brewer,MEM,58,1741.9,511,209,429,0.487,8,31,0.258,85,133,0.639,45,142,187,154,91,15,53,80
201,Dorell Wright,MIA,72,1496.0,510,194,419,0.463,61,157,0.389,61,69,0.884,50,185,235,91,52,32,53,94
202,Tyrus Thomas,CHA,54,1220.4,508,194,420,0.462,0,3,0.0,120,175,0.686,81,254,335,56,63,85,92,129
203,D.J. Augustin,CHA,80,1472.5,508,168,435,0.386,70,178,0.393,102,131,0.779,11,86,97,193,45,5,74,127
204,Wayne Ellington,MIN,76,1384.3,505,190,448,0.424,64,162,0.395,61,70,0.871,33,126,159,74,20,5,74,72
205,Rudy Fernandez,POR,62,1440.9,503,160,423,0.378,98,266,0.368,85,98,0.867,35,129,164,127,62,11,72,87
206,Roger Mason,SAS,79,1514.6,501,193,496,0.389,88,264,0.333,27,34,0.794,11,151,162,137,30,14,59,99
207,Chris Duhon,NYK,67,2071.8,494,168,451,0.373,90,258,0.349,68,95,0.716,28,150,178,378,59,3,110,83
208,Jason Williams,ORL,82,1702.9,493,189,426,0.444,84,221,0.38,31,41,0.756,7,119,126,298,53,3,87,65
209,Thabo Sefolosha,OKC,82,2348.4,489,194,441,0.44,41,131,0.313,60,89,0.674,76,311,387,145,97,46,90,154
210,Kris Humphries,NJN,69,1221.4,487,180,408,0.441,0,1,0.0,127,190,0.668,120,258,378,32,36,48,66,145
211,Ryan Anderson,ORL,63,910.5,487,169,388,0.436,78,211,0.37,71,82,0.866,70,132,202,37,25,14,56,81
212,T.J. Ford,IND,47,1189.0,484,186,418,0.445,8,50,0.16,104,135,0.77,41,108,149,180,44,11,90,102
213,Toney Douglas,NYK,56,1087.0,481,179,391,0.458,68,175,0.389,55,68,0.809,40,68,108,112,42,3,55,116
214,Zydrunas Ilgauskas,CLE,64,1338.5,474,194,438,0.443,11,23,0.478,75,101,0.743,114,231,345,48,14,50,63,183
215,Eddie House,NYK,68,1216.8,473,173,455,0.38,79,227,0.348,48,52,0.923,13,96,109,85,40,7,47,81
216,Marco Belinelli,TOR,66,1120.9,469,154,379,0.406,60,158,0.38,101,121,0.835,14,81,95,89,42,5,60,80
