#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
46,Tayshaun Prince,DET,82,3039.0,1206,469,963,0.487,47,138,0.341,221,274,0.807,133,302,435,247,56,71,135,161
47,Kirk Hinrich,CHI,77,2799.0,1206,445,1122,0.397,145,408,0.355,171,216,0.792,32,272,304,494,122,21,176,244
48,Caron Butler,LAL,77,2746.0,1195,441,991,0.445,38,125,0.304,275,319,0.862,146,304,450,146,110,23,125,213
49,Manu Ginobili,SAS,74,2193.0,1186,367,780,0.471,97,258,0.376,355,442,0.803,75,254,329,288,119,27,172,190
50,Drew Gooden,CLE,82,2523.0,1184,464,943,0.492,5,28,0.179,251,310,0.81,207,546,753,130,77,76,133,233
51,Quentin Richardson,PHX,79,2840.0,1176,407,1045,0.389,226,631,0.358,136,184,0.739,91,388,479,158,96,27,102,197
52,Steve Nash,PHX,75,2572.0,1165,430,857,0.502,94,218,0.431,211,238,0.887,57,192,249,861,74,6,245,136
53,Al Harrington,ATL,66,2550.0,1158,453,986,0.459,16,74,0.216,236,351,0.672,145,316,461,208,85,16,204,249
54,Rasheed Wallace,DET,79,2687.0,1145,467,1062,0.44,75,236,0.318,136,195,0.697,174,470,644,142,65,115,127,236
55,Rafer Alston,TOR,80,2719.0,1136,403,974,0.414,139,389,0.357,191,258,0.74,42,237,279,514,118,7,170,212
56,Cuttino Mobley,SAC,67,2388.0,1134,408,932,0.438,150,342,0.439,168,205,0.82,45,184,229,188,74,30,133,152
57,Chucky Atkins,LAL,82,2903.0,1115,388,910,0.426,176,455,0.387,163,203,0.803,31,166,197,358,73,2,151,181
58,Andre Miller,DEN,82,2852.0,1113,427,895,0.477,6,39,0.154,253,302,0.838,100,238,338,569,121,8,220,204
59,Emeka Okafor,CHA,73,2600.0,1105,448,1003,0.447,0,1,0.0,209,343,0.609,275,520,795,64,62,125,125,214
60,Matt Harpring,UTA,78,2585.0,1090,418,855,0.489,9,43,0.209,245,315,0.778,196,284,480,142,70,16,133,250
61,Kenyon Martin,DEN,70,2271.0,1087,444,907,0.49,0,12,0.0,199,308,0.646,146,365,511,170,100,78,149,228
62,Troy Murphy,GSW,70,2375.0,1076,392,947,0.414,59,148,0.399,233,319,0.73,251,505,756,97,53,33,108,190
63,Jermaine O'Neal,IND,44,1530.0,1068,386,854,0.452,1,6,0.167,295,391,0.754,85,303,388,82,25,88,131,173
64,Mike Dunleavy,GSW,79,2570.0,1057,408,905,0.451,107,276,0.388,134,172,0.779,97,338,435,203,79,26,132,198
65,Mehmet Okur,UTA,82,2304.0,1054,354,756,0.468,17,63,0.27,329,387,0.85,194,422,616,166,32,68,141,227
66,Morris Peterson,TOR,82,2511.0,1029,356,848,0.42,129,335,0.385,188,226,0.832,71,269,340,169,91,18,93,219
67,Mike Miller,MEM,76,2279.0,1022,387,766,0.505,140,323,0.433,108,150,0.72,36,264,300,220,54,23,127,197
68,Latrell Sprewell,MIN,80,2450.0,1021,398,961,0.414,69,211,0.327,156,188,0.83,65,189,254,179,53,21,127,124
69,Eddie Jones,MIA,80,2839.0,1018,351,820,0.428,142,382,0.372,174,216,0.806,38,367,405,212,86,38,99,251
70,Earl Boykins,DEN,82,2161.0,1015,340,824,0.413,56,166,0.337,279,303,0.921,37,106,143,372,78,12,121,122
71,Eddy Curry,CHI,63,1808.0,1012,393,730,0.538,0,0,0.0,226,314,0.72,116,222,338,37,21,58,163,202
72,Michael Finley,DAL,64,2358.0,1003,387,907,0.427,116,285,0.407,113,136,0.831,45,217,262,169,48,18,60,123
73,Pau Gasol,MEM,56,1790.0,997,357,695,0.514,1,6,0.167,282,367,0.768,130,280,410,135,37,93,137,146
74,Jason Terry,DAL,80,2401.0,993,372,743,0.501,103,245,0.42,146,173,0.844,38,150,188,429,109,15,147,177
75,Dwight Howard,ORL,82,2670.0,981,352,677,0.52,0,2,0.0,277,413,0.671,287,536,823,75,77,136,165,232
76,Lamar Odom,LAL,64,2320.0,975,366,774,0.473,36,117,0.308,207,298,0.695,134,519,653,238,42,65,161,211
77,Jeff McInnis,CLE,76,2651.0,975,377,915,0.412,91,264,0.345,130,160,0.813,32,125,157,391,56,1,117,177
78,Reggie Miller,IND,66,2105.0,974,314,719,0.437,96,298,0.322,250,268,0.933,18,138,156,146,50,5,77,109
79,Marc Jackson,PHI,81,1975.0,969,340,731,0.465,0,2,0.0,289,349,0.828,184,222,406,81,32,18,131,171
80,Lee Nailon,NOP,68,2017.0,963,415,869,0.478,0,2,0.0,133,165,0.806,128,170,298,109,36,16,110,190
81,Josh Howard,DAL,76,2446.0,958,377,793,0.475,34,115,0.296,170,232,0.733,169,315,484,109,116,49,122,211
82,Damon Jones,MIA,82,2576.0,955,331,726,0.456,225,521,0.432,68,86,0.791,14,217,231,350,44,5,98,121
83,Stephen Jackson,IND,51,1806.0,953,330,819,0.403,103,286,0.36,190,229,0.83,44,206,250,119,64,14,123,154
84,Jason Kidd,NJN,66,2435.0,951,340,855,0.398,129,358,0.36,142,192,0.74,94,394,488,545,123,9,167,110
85,David Wesley,HOU,80,2774.0,948,334,840,0.398,118,315,0.375,162,189,0.857,38,190,228,265,96,9,113,215
86,Kyle Korver,PHI,82,2667.0,942,317,759,0.418,226,558,0.405,82,96,0.854,40,339,379,182,103,33,106,265
87,Primoz Brezec,CHA,72,2277.0,938,387,756,0.512,0,0,0.0,164,220,0.745,226,305,531,86,33,55,106,183
88,Hedo Turkoglu,ORL,67,1757.0,937,328,782,0.419,93,245,0.38,188,225,0.836,62,171,233,153,41,18,119,140
89,Kurt Thomas,NYK,80,2855.0,916,424,901,0.471,2,4,0.5,66,84,0.786,170,661,831,160,70,79,99,310
90,Carlos Boozer,UTA,51,1772.0,909,361,693,0.521,0,1,0.0,187,268,0.698,141,316,457,144,41,24,137,179
91,Shareef Abdur-Rahim,POR,54,1867.0,909,337,670,0.503,15,39,0.385,220,254,0.866,123,269,392,111,49,26,117,150
92,Kenny Thomas,SAC,73,2167.0,908,367,781,0.47,1,5,0.2,173,227,0.762,184,351,535,152,67,17,131,227
93,Dan Dickau,NOP,71,2090.0,887,306,756,0.405,85,245,0.347,190,228,0.833,34,146,180,347,76,4,145,201
94,P.J. Brown,NOP,82,2817.0,886,338,758,0.446,0,0,0.0,210,243,0.864,266,471,737,178,74,50,101,233
95,Baron Davis,GSW,46,1581.0,885,291,752,0.387,118,354,0.333,185,243,0.761,32,143,175,362,81,14,131,126
96,Raef LaFrentz,BOS,80,2195.0,884,341,688,0.496,82,225,0.364,120,148,0.811,154,399,553,98,42,99,70,262
97,Derek Fisher,GSW,74,2223.0,877,297,755,0.393,108,291,0.371,175,203,0.862,38,180,218,301,76,4,129,176
98,Brad Miller,SAC,56,2092.0,876,319,609,0.524,5,19,0.263,233,287,0.812,139,382,521,220,69,68,82,181
99,Gary Payton,BOS,77,2540.0,873,339,725,0.468,42,129,0.326,153,201,0.761,48,188,236,469,88,12,148,121
100,Mike James,HOU,74,1858.0,871,331,751,0.441,100,259,0.386,109,145,0.752,35,173,208,263,65,6,106,174
101,Zach Randolph,POR,46,1602.0,871,332,741,0.448,0,6,0.0,207,254,0.815,142,300,442,86,34,17,112,112
102,Udonis Haslem,MIA,80,2675.0,870,346,641,0.54,0,4,0.0,178,225,0.791,239,487,726,108,63,41,113,260
103,Tim Thomas,NYK,71,1940.0,851,315,718,0.439,85,208,0.409,136,173,0.786,45,192,237,110,41,17,113,222
104,Antonio Daniels,SEA,75,2026.0,843,273,623,0.438,49,165,0.297,248,304,0.816,20,149,169,309,51,3,78,78
105,Jerry Stackhouse,DAL,56,1617.0,833,274,662,0.414,32,120,0.267,253,298,0.849,38,145,183,127,53,10,106,104
106,Luke Ridnour,SEA,82,2572.0,824,299,739,0.405,67,178,0.376,159,180,0.883,55,149,204,483,94,23,149,185
107,Mo Williams,MIL,80,2255.0,814,323,737,0.438,32,99,0.323,136,160,0.85,50,194,244,484,74,11,196,221
108,Joe Smith,MIL,74,2266.0,813,319,621,0.514,0,1,0.0,175,228,0.768,179,362,541,67,43,38,79,222
109,Fred Jones,IND,77,2269.0,813,275,647,0.425,87,229,0.38,176,207,0.85,34,208,242,196,61,31,114,171
110,Ruben Patterson,POR,70,1958.0,809,319,601,0.531,2,25,0.08,169,282,0.599,126,147,273,138,106,21,143,164
111,Darius Miles,POR,63,1698.0,809,336,697,0.482,8,23,0.348,129,215,0.6,71,228,299,129,75,78,157,189
112,Josh Childress,ATL,80,2376.0,807,302,642,0.47,13,56,0.232,190,231,0.823,195,287,482,151,74,35,106,184
113,Sam Cassell,MIN,59,1522.0,799,319,687,0.464,27,103,0.262,134,155,0.865,25,132,157,301,36,14,109,160
114,Shane Battier,MEM,80,2517.0,792,271,613,0.442,70,177,0.395,180,228,0.789,158,255,413,126,91,77,75,201
115,Tyronn Lue,ATL,70,2006.0,787,295,654,0.451,55,155,0.355,142,165,0.861,14,135,149,322,33,0,105,168
116,J.R. Smith,NOP,76,1860.0,782,295,748,0.394,81,281,0.288,111,161,0.689,39,113,152,142,55,11,109,135
117,Gerald Wallace,CHA,70,2147.0,780,286,637,0.449,17,62,0.274,191,289,0.661,118,268,386,137,117,91,159,182
118,Raja Bell,UTA,63,1791.0,772,303,667,0.454,54,134,0.403,112,150,0.747,48,153,201,91,44,8,79,205
119,Lorenzen Wright,MEM,80,2286.0,771,320,683,0.469,0,3,0.0,131,198,0.662,177,436,613,87,58,69,100,251
120,Mark Blount,BOS,82,2130.0,771,327,618,0.529,0,1,0.0,117,164,0.713,143,254,397,129,33,64,158,229
121,Donyell Marshall,TOR,65,1647.0,747,262,592,0.443,151,363,0.416,72,91,0.791,95,333,428,81,57,46,42,136
122,Nenad Krstic,NJN,75,1966.0,747,281,570,0.493,0,2,0.0,185,255,0.725,161,240,401,77,32,63,112,280
123,Andre Iguodala,PHI,82,2687.0,741,269,546,0.493,47,142,0.331,156,210,0.743,89,375,464,246,138,48,139,204
124,Vladimir Radmanovic,SEA,63,1856.0,741,266,650,0.409,128,329,0.389,81,103,0.786,52,237,289,86,57,31,80,172
125,Corliss Williamson,SAC,72,1527.0,741,273,584,0.467,0,2,0.0,195,244,0.799,104,155,259,78,38,15,86,218
126,Antonio McDyess,DET,77,1797.0,740,307,598,0.513,0,1,0.0,126,192,0.656,177,305,482,71,46,52,93,204
127,Chris Mihm,LAL,75,1870.0,735,280,552,0.507,0,2,0.0,175,258,0.678,197,305,502,50,14,108,110,237
128,Richard Jefferson,NJN,33,1355.0,733,238,564,0.422,30,89,0.337,227,269,0.844,49,191,240,133,33,17,132,109
129,Nazr Mohammed,SAS,77,1933.0,731,289,602,0.48,0,1,0.0,153,227,0.674,247,339,586,34,58,86,108,236
130,Ben Wallace,DET,74,2671.0,721,295,651,0.453,1,9,0.111,130,304,0.428,292,610,902,123,106,176,82,159
131,Bonzi Wells,MEM,69,1488.0,721,272,617,0.441,36,104,0.346,141,188,0.75,49,180,229,80,85,27,90,165
132,Jason Williams,MEM,71,1953.0,719,266,644,0.413,107,330,0.324,80,101,0.792,19,103,122,399,75,5,130,91
133,Josh Smith,ATL,74,2050.0,715,274,602,0.455,4,23,0.174,163,237,0.688,147,310,457,127,59,144,135,157
134,Gordan Giricek,UTA,81,1659.0,715,283,632,0.448,38,105,0.362,111,137,0.81,25,157,182,137,46,11,90,155
135,Keith Bogans,CHA,74,1791.0,714,262,688,0.381,57,173,0.329,133,183,0.727,76,150,226,135,68,8,122,167
136,Speedy Claxton,NOP,62,1867.0,712,257,611,0.421,11,61,0.18,187,254,0.736,37,147,184,374,109,8,119,184
137,Luol Deng,CHI,61,1662.0,711,280,645,0.434,31,117,0.265,120,162,0.741,92,230,322,135,48,27,118,98
138,Jason Hart,CHA,74,1887.0,706,257,573,0.449,35,95,0.368,157,200,0.785,18,185,203,367,99,14,102,167
139,Keith Van Horn,DAL,62,1502.1,696,257,564,0.456,54,142,0.38,128,157,0.815,89,205,294,75,36,21,81,170
140,Troy Hudson,MIN,79,1729.0,691,266,664,0.401,89,258,0.345,70,90,0.778,19,86,105,283,27,6,113,121
141,Jameer Nelson,ORL,79,1612.0,689,286,628,0.455,44,141,0.312,73,107,0.682,52,141,193,237,78,3,117,199
142,Jason Kapono,CHA,81,1491.0,688,269,671,0.401,80,194,0.412,70,85,0.824,32,132,164,61,40,6,46,132
143,Marcus Camby,DEN,66,2015.0,683,279,600,0.465,0,4,0.0,125,173,0.723,131,530,661,152,61,199,103,177
144,Andres Nocioni,CHI,81,1892.0,677,241,601,0.401,25,97,0.258,170,222,0.766,69,317,386,122,37,34,135,208
145,Bruce Bowen,SAS,82,2627.0,675,251,598,0.42,102,253,0.403,71,112,0.634,50,235,285,126,55,39,57,175
146,Jim Jackson,PHX,64,1988.0,672,248,582,0.426,122,295,0.414,54,58,0.931,33,236,269,183,35,5,115,153
147,Tony Delk,ATL,56,1340.0,667,246,591,0.416,72,202,0.356,103,136,0.757,28,102,130,104,47,3,54,123
148,Brevin Knight,CHA,66,1943.0,666,248,587,0.422,3,20,0.15,167,196,0.852,21,149,170,591,131,5,147,192
149,Mike Sweetney,NYK,77,1509.0,650,237,446,0.531,0,1,0.0,176,235,0.749,169,249,418,44,27,28,108,224
150,Austin Croshere,IND,73,1826.0,647,188,497,0.378,45,174,0.259,226,256,0.883,103,272,375,98,48,17,104,154
151,Tyson Chandler,CHI,80,2190.0,640,207,419,0.494,0,2,0.0,226,336,0.673,261,514,775,65,69,141,118,268
152,Andrei Kirilenko,UTA,41,1349.0,640,207,420,0.493,23,77,0.299,203,259,0.784,89,166,255,132,67,136,90,101
153,Brendan Haywood,WAS,68,1865.0,637,239,427,0.56,0,0,0.0,159,261,0.609,202,262,464,57,52,114,96,218
154,Mickael Pietrus,GSW,67,1340.0,636,214,501,0.427,67,195,0.344,141,202,0.698,65,124,189,82,46,18,92,139
155,Bob Sura,HOU,61,1923.0,626,215,504,0.427,55,155,0.355,141,188,0.75,79,258,337,317,65,7,147,168
156,Jamaal Tinsley,IND,40,1302.0,616,218,522,0.418,58,156,0.372,122,164,0.744,26,134,160,257,81,12,134,112
157,Earl Watson,MEM,80,1808.0,615,236,554,0.426,52,163,0.319,91,138,0.659,35,129,164,359,83,19,167,184
158,Darius Songaila,SAC,81,1666.0,608,257,488,0.527,0,3,0.0,94,111,0.847,125,219,344,114,51,18,70,206
159,Stromile Swift,MEM,60,1279.0,604,219,488,0.449,0,4,0.0,166,219,0.758,92,181,273,43,41,92,90,182
160,Brent Barry,SAS,81,1742.0,601,194,459,0.423,100,280,0.357,113,135,0.837,29,161,190,178,39,20,64,123
161,Peja Drobnjak,ATL,71,1433.0,597,238,543,0.438,25,71,0.352,96,120,0.8,73,165,238,49,42,24,78,138
162,Dan Gadzuric,MIL,81,1783.0,593,243,451,0.539,0,0,0.0,107,199,0.538,261,413,674,30,47,106,81,224
163,Samuel Dalembert,PHI,72,1786.0,589,250,477,0.524,0,0,0.0,89,148,0.601,187,355,542,35,46,121,114,241
164,Matt Bonner,TOR,82,1552.0,589,247,463,0.533,39,92,0.424,56,71,0.789,108,177,285,48,39,19,40,220
165,Nick Van Exel,POR,53,1619.0,586,214,561,0.381,100,257,0.389,58,74,0.784,20,141,161,227,44,0,92,70
166,Juwan Howard,HOU,61,1624.0,585,244,541,0.451,0,1,0.0,97,115,0.843,126,220,346,94,32,5,79,143
167,Jumaine Jones,LAL,76,1830.0,577,210,486,0.432,102,261,0.391,55,75,0.733,107,291,398,65,44,24,49,165
168,Melvin Ely,CHA,79,1649.0,576,227,526,0.432,0,0,0.0,122,212,0.575,142,184,326,76,32,69,115,199
169,Chris Kaman,LAC,63,1632.0,572,246,495,0.497,0,1,0.0,80,121,0.661,135,288,423,73,26,68,115,182
170,Othella Harrington,CHI,70,1271.0,561,217,424,0.512,0,0,0.0,127,177,0.718,106,186,292,56,24,18,84,188
171,Jarvis Hayes,WAS,54,1560.0,553,206,530,0.389,42,123,0.341,99,118,0.839,41,186,227,90,49,9,62,107
172,Casey Jacobsen,NOP,84,1799.0,547,165,408,0.404,66,177,0.373,151,192,0.786,35,132,167,113,33,8,71,104
173,Marquis Daniels,DAL,60,1411.0,545,220,504,0.437,7,35,0.2,98,133,0.737,87,129,216,128,83,14,86,124
174,Erick Dampier,DAL,59,1608.0,542,202,367,0.55,0,3,0.0,138,228,0.605,183,318,501,51,15,80,102,205
175,Trenton Hassell,MIN,82,2068.0,541,225,475,0.474,1,11,0.091,90,114,0.789,80,139,219,128,30,30,64,200
176,Malik Rose,NYK,76,1475.0,534,198,441,0.449,1,10,0.1,137,186,0.737,129,212,341,59,46,16,102,208
177,Cliff Robinson,NJN,71,1689.0,533,202,523,0.386,67,193,0.347,62,97,0.639,54,155,209,104,62,53,66,181
178,Anthony Johnson,IND,63,1749.0,532,203,456,0.445,41,108,0.38,85,113,0.752,32,147,179,302,59,15,96,144
179,Maybyner Nene,DEN,55,1317.0,528,194,386,0.503,0,2,0.0,140,212,0.66,104,221,325,84,50,48,94,167
180,Eddie Griffin,MIN,70,1492.0,527,202,522,0.387,67,204,0.328,56,78,0.718,128,325,453,53,23,118,55,120
181,Jared Jeffries,WAS,77,2007.0,523,203,434,0.468,16,51,0.314,101,173,0.584,152,222,374,151,66,35,114,206
182,Brian Cardinal,MEM,58,1433.0,522,160,432,0.37,44,125,0.352,158,181,0.873,63,162,225,114,88,19,83,172
183,Travis Best,NJN,76,1460.0,514,190,452,0.42,26,85,0.306,108,122,0.885,19,88,107,143,66,9,67,148
184,Chris Andersen,NOP,67,1430.0,513,191,358,0.534,0,3,0.0,131,190,0.689,137,273,410,71,14,100,64,144
185,Jason Collins,NJN,80,2544.0,511,186,451,0.412,2,6,0.333,137,209,0.656,153,335,488,105,71,71,91,322
186,Juan Dixon,WAS,63,1054.0,507,186,447,0.416,48,147,0.327,87,97,0.897,32,87,119,111,43,4,68,98
187,DerMarr Johnson,DEN,71,1232.0,503,185,371,0.499,53,148,0.358,80,101,0.792,43,108,151,75,43,18,65,140
188,Antonio Davis,CHI,72,1843.0,501,193,419,0.461,0,0,0.0,115,152,0.757,152,276,428,80,27,41,96,147
189,Devin Brown,SAS,67,1238.0,494,173,409,0.423,45,121,0.372,103,130,0.792,37,139,176,92,39,12,53,83
190,Bostjan Nachbar,NOP,71,1341.0,494,161,411,0.392,75,196,0.383,97,117,0.829,24,158,182,74,29,16,73,183
191,Marko Jaric,LAC,50,1656.0,493,189,457,0.414,56,151,0.371,59,82,0.72,20,141,161,303,84,17,98,107
192,Tony Allen,BOS,77,1263.0,492,184,387,0.475,12,31,0.387,112,152,0.737,85,136,221,64,76,24,77,156
193,Joel Przybilla,POR,76,1859.0,488,199,333,0.598,0,0,0.0,90,174,0.517,178,410,588,74,24,163,98,239
194,Chris Duhon,CHI,82,2177.0,487,172,488,0.352,94,265,0.355,49,67,0.731,23,190,213,398,82,3,119,205
195,Al Jefferson,BOS,71,1051.0,475,195,369,0.528,0,3,0.0,85,135,0.63,119,193,312,24,22,55,66,195
196,Mo Taylor,NYK,65,1336.0,472,203,446,0.455,3,9,0.333,63,103,0.612,67,190,257,67,27,20,94,180
197,Beno Udrih,SAS,80,1149.0,471,173,390,0.444,58,142,0.408,67,89,0.753,16,67,83,150,41,10,77,96
198,Trevor Ariza,NYK,80,1382.0,468,172,389,0.442,3,13,0.231,121,174,0.695,89,153,242,85,70,18,73,150
199,Milt Palacio,TOR,80,1530.0,467,175,392,0.446,2,12,0.167,115,155,0.742,26,108,134,279,48,13,104,126
200,Nick Collison,SEA,82,1396.0,463,190,354,0.537,0,3,0.0,83,118,0.703,156,220,376,32,34,50,62,252
201,Danny Fortson,SEA,62,1046.0,463,118,226,0.522,0,0,0.0,227,258,0.88,157,191,348,8,15,7,91,265
202,Carlos Arroyo,DET,70,1448.0,461,167,429,0.389,8,30,0.267,119,149,0.799,26,78,104,280,44,4,107,143
203,Jiri Welsch,CLE,71,1319.0,461,149,371,0.402,34,110,0.309,129,169,0.763,26,141,167,103,44,5,73,121
204,Sebastian Telfair,POR,68,1330.0,460,169,430,0.393,17,69,0.246,105,133,0.789,10,94,104,224,35,4,125,120
205,Zaza Pachulia,MIL,74,1396.0,458,160,354,0.452,0,1,0.0,138,185,0.746,131,247,378,60,44,34,70,166
206,Brian Cook,LAL,72,1087.0,458,176,422,0.417,78,199,0.392,28,37,0.757,63,153,216,35,23,26,29,139
207,Jon Barry,HOU,69,1505.0,455,161,368,0.438,71,165,0.43,62,71,0.873,26,133,159,167,60,9,67,95
208,Robert Horry,SAS,75,1396.0,451,157,375,0.419,51,138,0.37,86,109,0.789,91,177,268,80,67,60,69,138
209,Rodney Buford,NJN,64,1313.0,445,187,489,0.382,34,108,0.315,37,45,0.822,33,156,189,63,40,4,35,101
210,Rodney Rogers,PHI,58,1366.0,444,172,450,0.382,48,168,0.286,52,70,0.743,61,185,246,86,41,20,86,172
211,Leandro Barbosa,PHX,63,1088.0,442,168,354,0.475,51,139,0.367,55,69,0.797,32,98,130,126,30,7,87,127
212,Ira Newble,CLE,74,1832.0,438,182,424,0.429,19,53,0.358,55,69,0.797,78,142,220,91,50,18,61,144
213,Rick Brunson,LAC,80,1945.0,437,166,442,0.376,48,130,0.369,57,74,0.77,23,164,187,410,82,7,125,106
214,Fred Hoiberg,MIN,76,1272.0,437,139,284,0.489,70,145,0.483,89,102,0.873,32,149,181,85,50,15,20,105
215,Willie Green,PHI,57,1065.0,437,155,423,0.366,30,105,0.286,97,125,0.776,22,111,133,100,34,6,75,121
216,Devin Harris,DAL,76,1173.0,436,157,366,0.429,44,131,0.336,78,103,0.757,28,74,102,169,77,19,82,139
