#,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
40,Metta World Peace,SAC,70,2641.0,1316,458,1040,0.44,93,260,0.358,307,415,0.74,102,352,454,235,149,43,146,205
41,Gerald Wallace,CHA,72,2640.3,1304,478,952,0.502,39,120,0.325,309,447,0.691,142,376,518,185,144,69,160,209
42,Deron Williams,UTA,80,2949.7,1297,494,1083,0.456,82,255,0.322,227,296,0.767,41,226,267,745,78,13,246,254
43,Mike Miller,MEM,70,2739.5,1293,465,1010,0.46,202,498,0.406,161,203,0.793,52,326,378,298,54,18,179,138
44,Al Harrington,GSW,78,2562.7,1285,495,1083,0.457,127,293,0.433,168,242,0.694,151,345,496,149,65,24,169,269
45,Monta Ellis,GSW,77,2637.9,1272,480,1010,0.475,39,143,0.273,273,358,0.763,62,181,243,319,132,21,221,210
46,Corey Maggette,LAC,75,2290.8,1266,367,808,0.454,13,65,0.2,519,633,0.82,90,352,442,208,65,14,201,244
47,Baron Davis,GSW,63,2220.9,1264,452,1030,0.439,85,280,0.304,275,369,0.745,51,225,276,509,135,29,193,181
48,Manu Ginobili,SAS,75,2060.5,1240,396,854,0.464,128,323,0.396,320,372,0.86,59,268,327,263,109,27,157,155
49,Pau Gasol,MEM,59,2132.5,1226,462,858,0.538,3,11,0.273,299,400,0.748,149,432,581,201,29,126,162,137
50,Stephon Marbury,NYK,74,2748.1,1210,395,952,0.415,123,345,0.357,297,386,0.769,36,177,213,403,71,10,179,185
51,Caron Butler,WAS,63,2474.3,1203,451,975,0.463,18,72,0.25,283,328,0.863,147,320,467,233,134,17,181,188
52,Yao Ming,HOU,48,1623.7,1202,423,819,0.516,0,2,0.0,356,413,0.862,101,351,452,94,17,94,167,159
53,Ruben Patterson,MIL,81,2507.6,1194,475,867,0.548,3,19,0.158,241,376,0.641,190,250,440,232,110,25,199,232
54,Chauncey Billups,DET,70,2533.5,1191,348,815,0.427,109,316,0.345,386,437,0.883,23,214,237,502,84,17,140,161
55,Josh Smith,ATL,72,2647.2,1178,436,993,0.439,38,152,0.25,268,387,0.693,165,456,621,236,101,207,227,241
56,Mo Williams,MIL,68,2471.4,1174,468,1049,0.446,79,228,0.346,159,186,0.855,54,275,329,416,85,6,203,201
57,Paul Pierce,BOS,47,1739.8,1173,373,850,0.439,107,275,0.389,320,402,0.796,39,238,277,194,48,13,152,122
58,Tayshaun Prince,DET,82,3000.8,1171,459,997,0.46,81,210,0.386,172,224,0.768,144,285,429,227,51,55,98,116
59,Stephen Jackson,GSW,75,2478.5,1161,409,944,0.433,100,311,0.322,243,299,0.813,61,161,222,287,84,34,183,200
60,Raja Bell,PHX,78,2917.4,1143,410,950,0.432,205,496,0.413,118,152,0.776,48,203,251,196,50,22,83,233
61,Danny Granger,IND,82,2785.4,1142,398,868,0.459,110,288,0.382,236,294,0.803,114,267,381,114,67,61,135,245
62,Charlie Bell,MIL,82,2847.9,1110,426,974,0.437,127,361,0.352,131,168,0.78,57,181,238,247,97,4,104,213
63,Al Jefferson,BOS,69,2319.4,1107,453,882,0.514,0,1,0.0,201,295,0.681,237,519,756,88,48,106,136,232
64,Chris Wilcox,SEA,82,2585.8,1106,433,819,0.529,0,6,0.0,240,351,0.684,178,451,629,82,70,38,127,248
65,Chris Paul,NOP,64,2352.8,1104,381,871,0.437,50,143,0.35,292,357,0.818,54,226,280,569,118,3,161,154
66,Raymond Felton,CHA,78,2832.1,1093,393,1024,0.384,103,312,0.33,204,256,0.797,51,216,267,545,118,10,230,180
67,Rafer Alston,HOU,82,3039.2,1088,383,1020,0.375,192,529,0.363,130,177,0.734,29,253,282,444,129,10,170,195
68,Cuttino Mobley,LAC,78,2841.1,1077,388,882,0.44,101,246,0.411,200,239,0.837,52,215,267,198,92,24,145,186
69,Andre Miller,PHI,80,2965.9,1075,424,909,0.466,5,35,0.143,222,283,0.784,97,255,352,625,110,10,222,184
70,Kyle Korver,PHI,74,2288.1,1067,372,845,0.44,132,307,0.43,191,209,0.914,30,229,259,105,57,20,117,188
71,Mike Dunleavy,IND,82,2580.7,1049,384,850,0.452,70,224,0.313,211,269,0.784,84,347,431,228,84,22,149,203
72,T.J. Ford,TOR,75,2242.9,1047,393,902,0.436,21,69,0.304,240,293,0.819,53,183,236,595,101,8,231,186
73,Hakim Warrick,MEM,82,2152.5,1045,373,712,0.524,0,8,0.0,299,388,0.771,130,290,420,75,43,30,161,232
74,Larry Hughes,CLE,70,2596.0,1045,381,953,0.4,74,222,0.333,209,309,0.676,41,226,267,256,89,26,154,164
75,Jason Kidd,NJN,80,2933.0,1041,369,908,0.406,124,361,0.343,179,230,0.778,135,520,655,736,127,23,213,146
76,Jamal Crawford,NYK,59,2197.9,1039,354,886,0.4,103,322,0.32,228,272,0.838,44,145,189,259,57,8,162,114
77,Desmond Mason,NOP,75,2575.3,1028,407,900,0.452,0,0,0.0,214,323,0.663,124,221,345,115,52,22,192,174
78,Mark Blount,MIN,82,2544.4,1010,427,839,0.509,9,31,0.29,147,195,0.754,136,369,505,67,43,58,159,239
79,Jameer Nelson,ORL,77,2330.6,1000,376,875,0.43,65,194,0.335,183,221,0.828,50,186,236,330,73,5,184,225
80,Chucky Atkins,MEM,75,2064.0,988,310,715,0.434,116,306,0.379,252,311,0.81,18,121,139,346,50,4,127,136
81,Hedo Turkoglu,ORL,73,2268.1,970,345,823,0.419,109,281,0.388,171,219,0.781,57,236,293,233,70,16,143,221
82,Emeka Okafor,CHA,67,2328.9,963,394,740,0.532,0,0,0.0,175,295,0.593,258,499,757,80,57,172,111,210
83,Earl Boykins,MIL,66,2031.2,961,323,769,0.42,95,239,0.397,220,245,0.898,49,90,139,291,56,2,120,92
84,Brandon Roy,POR,57,2014.5,955,349,765,0.456,55,146,0.377,202,241,0.838,58,192,250,230,67,10,116,139
85,David West,NOP,52,1899.7,949,377,792,0.476,8,25,0.32,187,227,0.824,126,298,424,114,42,38,98,143
86,Jarrett Jack,POR,79,2650.8,946,320,705,0.454,63,180,0.35,243,279,0.871,18,190,208,417,86,9,187,202
87,Grant Hill,ORL,65,2008.5,934,342,660,0.518,2,12,0.167,248,324,0.765,53,184,237,138,61,25,144,146
88,Rasheed Wallace,DET,75,2419.0,926,357,843,0.423,104,296,0.351,108,137,0.788,90,453,543,127,75,118,94,225
89,Zydrunas Ilgauskas,CLE,78,2129.7,925,385,793,0.485,0,1,0.0,155,192,0.807,242,357,599,123,48,98,141,257
90,Jamaal Tinsley,IND,72,2242.8,925,346,889,0.389,61,193,0.316,172,239,0.72,60,180,240,494,117,25,200,190
91,DeShawn Stevenson,WAS,82,2419.4,920,347,753,0.461,74,183,0.404,152,216,0.704,55,161,216,218,65,19,119,155
92,Adam Morrison,CHA,78,2325.9,917,355,944,0.376,87,258,0.337,120,169,0.71,54,176,230,163,28,6,130,179
93,Smush Parker,LAL,82,2457.4,907,342,785,0.436,110,301,0.365,113,175,0.646,45,161,206,228,119,10,153,211
94,Anthony Parker,TOR,73,2437.1,903,328,687,0.477,115,261,0.441,132,158,0.835,60,223,283,153,73,11,71,135
95,Richard Jefferson,NJN,55,1956.0,897,303,665,0.456,52,145,0.359,239,326,0.733,48,192,240,148,34,8,120,123
96,Matt Harpring,UTA,77,1964.7,894,322,656,0.491,13,39,0.333,237,309,0.767,117,236,353,99,52,11,118,232
97,Lamar Odom,LAL,56,2202.2,890,319,681,0.468,54,182,0.297,198,283,0.7,102,445,547,270,53,32,163,182
98,Drew Gooden,CLE,80,2238.0,885,371,784,0.473,1,6,0.167,142,199,0.714,263,418,681,88,70,28,115,210
99,Ryan Gomes,BOS,73,2274.6,881,338,723,0.467,16,42,0.381,189,233,0.811,125,282,407,119,48,13,105,169
100,Samuel Dalembert,PHI,82,2534.7,879,356,658,0.541,0,2,0.0,167,224,0.746,239,494,733,64,47,159,161,287
101,Zaza Pachulia,ATL,72,2025.5,875,291,614,0.474,0,1,0.0,293,373,0.786,199,301,500,106,77,36,162,267
102,Luther Head,HOU,80,2210.6,872,306,700,0.437,177,401,0.441,83,105,0.79,31,221,252,194,76,5,137,133
103,Matt Carroll,CHA,72,1878.3,869,285,658,0.433,111,267,0.416,188,208,0.904,35,172,207,91,53,9,73,176
104,Rudy Gay,MEM,78,2103.4,846,321,760,0.422,52,143,0.364,152,209,0.727,93,255,348,100,71,74,140,192
105,Delonte West,BOS,69,2219.0,845,306,717,0.427,65,178,0.365,168,197,0.853,32,176,208,304,74,34,140,152
106,Udonis Haslem,MIA,79,2482.9,844,353,717,0.492,0,4,0.0,138,203,0.68,188,466,654,97,49,26,110,236
107,Gerald Green,BOS,81,1779.5,843,310,739,0.419,95,258,0.368,128,159,0.805,68,140,208,83,41,24,120,198
108,Marvin Williams,ATL,64,2177.0,839,306,706,0.433,11,45,0.244,216,265,0.815,84,253,337,121,52,30,127,191
109,Willie Green,PHI,74,1842.1,839,357,868,0.411,51,157,0.325,74,111,0.667,42,116,158,112,56,4,106,144
110,Tim Thomas,LAC,76,2053.8,836,299,723,0.414,136,356,0.382,102,144,0.708,63,315,378,171,55,28,106,228
111,Randy Foye,MIN,82,1878.6,832,300,691,0.434,68,185,0.368,164,192,0.854,49,169,218,232,53,21,152,184
112,Shane Battier,HOU,82,2988.3,829,292,654,0.446,157,373,0.421,88,113,0.779,67,271,338,175,79,60,72,190
113,Mike James,MIN,82,2069.1,828,297,703,0.422,80,215,0.372,154,184,0.837,25,138,163,297,55,7,129,171
114,Derek Fisher,UTA,82,2286.9,826,258,675,0.382,48,156,0.308,262,307,0.853,30,119,149,274,83,6,120,234
115,J.R. Smith,DEN,63,1471.4,819,284,644,0.441,149,382,0.39,102,126,0.81,30,113,143,91,49,9,85,147
116,Rasual Butler,NOP,81,2222.9,818,314,788,0.398,134,363,0.369,56,87,0.644,42,214,256,63,40,54,67,148
117,Jason Richardson,GSW,51,1675.0,814,306,734,0.417,110,301,0.365,92,140,0.657,71,188,259,172,54,32,82,129
118,Devin Harris,DAL,80,2081.4,813,292,593,0.492,14,50,0.28,215,261,0.824,45,151,196,296,96,21,146,242
119,Andrew Bogut,MIL,66,2258.1,809,348,629,0.553,1,5,0.2,112,194,0.577,168,416,584,198,49,35,150,216
120,Jerry Stackhouse,DAL,67,1614.5,804,280,654,0.428,62,162,0.383,182,215,0.847,39,106,145,187,51,10,117,78
121,Mickael Pietrus,GSW,72,1937.3,801,286,586,0.488,93,240,0.388,136,210,0.648,81,246,327,62,48,55,105,220
122,Shareef Abdur-Rahim,SAC,80,2014.7,793,310,654,0.474,3,20,0.15,170,234,0.726,122,276,398,109,53,40,116,243
123,Nick Collison,SEA,82,2378.2,790,318,636,0.5,0,2,0.0,154,199,0.774,229,437,666,82,48,66,123,289
124,Marcus Camby,DEN,70,2368.9,785,312,659,0.473,0,2,0.0,161,221,0.729,164,652,816,223,87,231,122,183
125,Andris Biedrins,GSW,82,2382.1,783,348,581,0.599,0,0,0.0,87,167,0.521,251,511,762,88,67,136,119,304
126,Maybyner Nene,DEN,64,1715.0,783,294,516,0.57,0,1,0.0,195,283,0.689,150,299,449,77,62,59,127,209
127,Luke Ridnour,SEA,71,2091.1,779,301,695,0.433,49,139,0.353,128,159,0.805,28,136,164,368,83,19,156,181
128,Juan Dixon,TOR,81,1926.0,778,299,703,0.425,79,226,0.35,101,116,0.871,27,131,158,123,76,9,101,177
129,Mikki Moore,NJN,79,2081.6,776,308,506,0.609,0,1,0.0,160,235,0.681,145,258,403,74,46,60,113,261
130,Juwan Howard,HOU,80,2122.6,773,309,665,0.465,0,0,0.0,155,188,0.824,138,332,470,131,29,8,112,205
131,Chris Kaman,LAC,75,2175.9,754,294,652,0.451,0,1,0.0,166,224,0.741,160,428,588,79,41,116,147,251
132,Jannero Pargo,NOP,82,1710.1,751,283,692,0.409,81,209,0.388,104,122,0.852,20,160,180,203,53,4,122,121
133,Andrea Bargnani,TOR,65,1629.5,751,267,625,0.427,100,268,0.373,117,142,0.824,52,203,255,50,32,53,107,180
134,Andres Nocioni,CHI,53,1405.8,749,273,584,0.467,80,209,0.383,123,145,0.848,42,259,301,57,27,24,104,164
135,Matt Barnes,GSW,76,1812.9,746,275,628,0.438,106,290,0.366,90,123,0.732,91,259,350,156,73,41,105,188
136,Michael Finley,SAS,82,1823.4,740,273,663,0.412,104,286,0.364,90,98,0.918,34,189,223,108,32,16,46,76
137,Jason Kapono,MIA,67,1767.5,730,278,563,0.494,108,210,0.514,66,74,0.892,26,154,180,81,38,2,70,135
138,Earl Watson,SEA,77,2151.9,726,263,687,0.383,92,280,0.329,108,147,0.735,34,151,185,437,99,23,167,152
139,Damien Wilkins,SEA,82,2037.1,724,262,602,0.435,50,122,0.41,150,170,0.882,87,142,229,156,92,16,116,157
140,Josh Childress,ATL,55,2025.8,715,261,518,0.504,26,77,0.338,167,210,0.795,123,217,340,127,58,36,80,118
141,Sam Cassell,LAC,58,1407.4,714,261,625,0.418,32,109,0.294,160,182,0.879,27,140,167,270,28,8,101,126
142,Boris Diaw,PHX,73,2267.6,709,306,569,0.538,15,45,0.333,82,120,0.683,91,226,317,352,28,38,154,177
143,Troy Murphy,IND,68,1851.9,698,266,581,0.458,58,147,0.395,108,145,0.745,100,314,414,126,46,42,78,196
144,Bostjan Nachbar,NJN,76,1531.6,696,226,495,0.457,112,265,0.423,132,164,0.805,27,226,253,61,30,26,69,183
145,Tyson Chandler,NOP,73,2525.2,690,292,468,0.624,0,1,0.0,106,201,0.527,320,584,904,66,37,129,126,244
146,Shaquille O'Neal,MIA,40,1134.6,690,283,479,0.591,0,0,0.0,124,294,0.422,97,200,297,79,8,55,95,139
147,Luke Walton,LAL,60,1982.1,684,264,557,0.474,48,124,0.387,108,145,0.745,87,215,302,257,60,21,118,117
148,Chris Webber,DET,61,1820.6,684,289,639,0.452,4,11,0.364,102,160,0.638,124,313,437,188,60,41,107,143
149,Channing Frye,NYK,72,1896.2,684,298,689,0.433,3,18,0.167,85,108,0.787,91,304,395,67,36,42,100,216
150,John Salmons,SAC,79,2134.5,671,236,517,0.456,40,112,0.357,159,204,0.779,47,217,264,254,73,27,119,177
151,Devin Brown,NOP,58,1661.9,670,233,555,0.42,81,227,0.357,123,155,0.794,55,196,251,149,44,9,91,139
152,Jose Calderon,TOR,77,1613.6,668,263,505,0.521,25,75,0.333,117,143,0.818,21,113,134,387,63,5,110,136
153,Antonio McDyess,DET,82,1729.2,664,284,540,0.526,0,0,0.0,96,139,0.691,165,331,496,72,61,65,75,240
154,Jason Williams,MIA,61,1865.1,664,235,569,0.413,100,295,0.339,94,103,0.913,18,123,141,322,58,1,100,68
155,Alonzo Mourning,MIA,77,1571.7,661,238,425,0.56,0,0,0.0,185,308,0.601,126,224,350,18,13,178,129,219
156,Antoine Walker,MIA,78,1817.8,660,265,668,0.397,84,305,0.275,46,105,0.438,92,247,339,130,48,17,141,173
157,Travis Outlaw,POR,67,1532.4,645,246,567,0.434,10,37,0.27,143,181,0.79,65,152,217,52,61,74,66,150
158,Nate Robinson,NYK,64,1355.8,645,227,523,0.434,83,213,0.39,108,139,0.777,55,97,152,90,50,6,72,160
159,Darko Milicic,ORL,80,1913.1,639,249,548,0.454,0,1,0.0,141,230,0.613,145,292,437,90,44,140,124,219
160,Maurice Evans,LAL,76,1732.2,638,234,542,0.432,48,133,0.361,122,155,0.787,93,128,221,74,38,14,57,126
161,Andrew Bynum,LAL,82,1793.5,637,247,443,0.558,0,3,0.0,143,214,0.668,139,345,484,94,12,128,115,249
162,Quentin Richardson,NYK,49,1621.0,636,228,545,0.418,97,258,0.376,83,120,0.692,65,287,352,108,36,7,70,133
163,Tyronn Lue,ATL,56,1487.9,636,218,524,0.416,56,161,0.348,144,163,0.883,19,85,104,201,24,0,85,101
164,Brent Barry,SAS,75,1631.1,635,202,425,0.475,128,287,0.446,103,117,0.88,17,143,160,138,56,12,61,88
165,Morris Peterson,TOR,71,1514.9,634,222,517,0.429,106,295,0.359,84,123,0.683,32,205,237,47,45,12,53,126
166,Ime Udoka,POR,75,2143.5,629,237,514,0.461,89,219,0.406,66,89,0.742,95,184,279,112,71,17,73,207
167,David Lee,NYK,58,1730.6,621,240,400,0.6,0,0,0.0,141,173,0.815,196,406,602,104,48,23,92,155
168,Corliss Williamson,SAC,68,1337.3,620,236,463,0.51,0,2,0.0,148,207,0.715,63,158,221,39,29,15,97,183
169,Craig Smith,MIN,82,1536.1,608,246,463,0.531,0,6,0.0,116,186,0.624,149,267,416,49,51,18,74,223
170,Sasha Pavlovic,CLE,67,1534.4,604,222,490,0.453,60,148,0.405,100,126,0.794,23,135,158,105,55,17,102,145
171,Linas Kleiza,DEN,79,1488.0,598,200,474,0.422,83,221,0.376,115,135,0.852,77,189,266,45,28,14,79,200
172,Bobby Jackson,NOP,56,1329.6,592,204,518,0.394,54,165,0.327,130,168,0.774,42,136,178,141,50,6,78,98
173,Jarvis Hayes,WAS,81,1626.4,585,224,546,0.41,66,183,0.361,71,84,0.845,42,168,210,80,48,13,56,160
174,Andrei Kirilenko,UTA,70,2048.9,584,197,418,0.471,16,75,0.213,174,239,0.728,88,241,329,202,74,144,135,172
175,Dahntay Jones,MEM,78,1670.6,583,220,461,0.477,5,12,0.417,138,174,0.793,47,106,153,68,39,22,92,192
176,Martell Webster,POR,82,1759.4,574,195,492,0.396,91,250,0.364,93,132,0.705,43,197,240,52,35,19,76,126
177,Antonio Daniels,WAS,80,1760.9,571,172,389,0.442,19,63,0.302,208,250,0.832,18,133,151,290,39,9,69,79
178,Brad Miller,SAC,63,1783.3,568,224,494,0.453,5,33,0.152,115,149,0.772,79,322,401,224,38,39,108,155
179,Jorge Garbajosa,TOR,67,1909.3,567,222,529,0.42,66,193,0.342,57,78,0.731,48,282,330,125,78,15,64,90
180,Donyell Marshall,CLE,81,1360.0,566,209,493,0.424,95,271,0.351,53,80,0.663,86,237,323,46,39,43,67,130
181,LaMarcus Aldridge,POR,63,1391.8,565,241,479,0.503,0,2,0.0,83,115,0.722,144,168,312,24,22,73,43,186
182,Paul Millsap,UTA,82,1472.2,559,209,398,0.525,1,3,0.333,140,208,0.673,183,240,423,62,67,74,94,236
183,Chris Duhon,CHI,78,1905.7,558,197,483,0.408,88,245,0.359,76,101,0.752,23,146,169,310,69,6,105,150
184,Joe Smith,PHI,65,1503.3,553,214,477,0.449,0,5,0.0,125,148,0.845,120,280,400,49,37,27,76,148
185,Carlos Arroyo,ORL,72,1303.9,552,203,478,0.425,14,51,0.275,132,166,0.795,31,103,134,202,39,2,90,131
186,James Posey,MIA,71,1918.9,550,186,432,0.431,97,259,0.375,81,98,0.827,66,291,357,94,71,23,55,193
187,Anderson Varejao,CLE,81,1932.5,547,191,401,0.476,0,9,0.0,165,268,0.616,191,354,545,75,76,52,67,269
188,Erick Dampier,DAL,76,1915.0,537,209,334,0.626,0,0,0.0,119,191,0.623,217,349,566,44,24,82,107,239
189,Marcus D. Williams,NJN,79,1314.5,534,208,526,0.395,46,163,0.282,72,85,0.847,29,134,163,260,29,2,142,96
190,Jamaal Magloire,POR,81,1703.3,529,199,395,0.504,0,0,0.0,131,242,0.541,151,341,492,30,21,66,129,226
191,Steve Blake,DEN,82,2224.4,528,209,509,0.411,67,208,0.322,43,64,0.672,21,148,169,408,61,8,129,121
192,Keyon Dooling,ORL,66,1435.2,521,188,458,0.41,31,96,0.323,114,141,0.809,22,64,86,112,52,15,72,125
193,Trenton Hassell,MIN,76,2222.6,512,217,443,0.49,6,25,0.24,72,92,0.783,83,160,243,203,22,26,80,144
194,Brendan Haywood,WAS,77,1739.9,511,198,355,0.558,0,0,0.0,115,210,0.548,195,282,477,47,34,88,90,208
195,Bruce Bowen,SAS,82,2464.2,510,189,467,0.405,89,232,0.384,43,73,0.589,23,200,223,117,62,25,65,175
196,Trevor Ariza,ORL,57,1277.4,506,200,371,0.539,0,7,0.0,106,171,0.62,98,151,249,65,59,19,84,134
197,Shaun Livingston,LAC,54,1611.4,503,208,449,0.463,5,16,0.313,82,116,0.707,56,128,184,274,59,29,108,135
198,Joey Graham,TOR,79,1319.2,503,192,388,0.495,9,31,0.29,110,131,0.84,55,193,248,44,30,4,49,161
199,Johan Petro,SEA,81,1511.0,502,226,438,0.516,0,0,0.0,50,77,0.649,92,243,335,45,39,47,82,237
200,Rajon Rondo,BOS,78,1831.0,501,188,450,0.418,6,29,0.207,119,184,0.647,74,218,292,297,128,8,137,181
201,Eduardo Najera,DEN,75,1658.0,497,204,354,0.576,1,12,0.083,88,123,0.715,131,179,310,64,73,26,56,207
202,Steve Francis,NYK,44,1237.2,497,140,343,0.408,42,111,0.378,175,211,0.829,33,124,157,170,41,12,100,126
203,Ben Wallace,CHI,77,2696.7,494,192,424,0.453,1,5,0.2,109,267,0.408,303,518,821,186,111,156,101,153
204,Rasho Nesterovic,TOR,80,1676.4,494,230,421,0.546,0,1,0.0,34,50,0.68,115,245,360,74,37,84,56,193
205,Eddie Jones,MIA,64,1594.0,493,178,422,0.422,78,222,0.351,59,75,0.787,31,159,190,109,68,10,47,124
206,James Jones,PHX,76,1375.9,485,162,440,0.368,90,238,0.378,71,81,0.877,33,143,176,45,28,42,28,115
207,Sebastian Telfair,BOS,78,1578.0,479,176,474,0.371,37,128,0.289,90,110,0.818,17,91,108,218,43,11,98,166
208,Wally Szczerbiak,BOS,32,899.9,479,161,388,0.415,44,106,0.415,113,126,0.897,16,82,98,55,18,3,54,65
209,Gordan Giricek,UTA,61,1188.4,475,176,381,0.462,52,122,0.426,71,87,0.816,24,105,129,63,28,5,64,122
210,Francisco Garcia,SAC,79,1409.6,474,163,380,0.429,53,149,0.356,95,114,0.833,53,152,205,87,45,43,70,190
211,Salim Stoudamire,ATL,61,1034.1,471,177,425,0.416,56,155,0.361,61,68,0.897,6,68,74,61,21,2,55,88
212,Eddie House,NJN,56,945.6,468,180,421,0.428,75,175,0.429,33,36,0.917,14,78,92,67,27,3,27,69
213,Damon Stoudamire,MEM,62,1501.4,467,171,437,0.391,59,175,0.337,66,83,0.795,31,108,139,299,47,2,101,95
214,Flip Murray,DET,69,1476.8,465,177,438,0.404,24,83,0.289,87,120,0.725,26,87,113,187,49,13,90,96
215,Charlie Villanueva,MIL,39,984.3,462,180,383,0.47,29,86,0.337,73,89,0.82,62,166,228,36,24,12,54,108
216,Darrell Armstrong,IND,81,1275.3,457,156,377,0.414,72,214,0.336,73,93,0.785,34,101,135,191,70,6,76,102
